"","date","DFFN"
"257","2009-06-01",27000
"258","2009-06-02",27900
"259","2009-06-03",28500
"260","2009-06-04",28500
"261","2009-06-05",28500
"262","2009-06-08",27750
"263","2009-06-09",26250
"264","2009-06-10",27750
"265","2009-06-11",27750
"266","2009-06-12",28500
"267","2009-06-15",29100
"268","2009-06-16",29100
"269","2009-06-17",29100
"270","2009-06-18",29100
"271","2009-06-19",29100
"272","2009-06-22",30000
"273","2009-06-23",30000
"274","2009-06-24",30000
"275","2009-06-25",30000
"276","2009-06-26",30000
"277","2009-06-29",28350
"278","2009-06-30",30000
"279","2009-07-01",30000
"280","2009-07-02",30000
"281","2009-07-06",29250
"282","2009-07-07",29250
"283","2009-07-08",29250
"284","2009-07-09",29400
"285","2009-07-10",27000
"286","2009-07-13",27000
"287","2009-07-14",29250
"288","2009-07-15",30000
"289","2009-07-16",29250
"290","2009-07-17",30000
"291","2009-07-20",30000
"292","2009-07-21",29400
"293","2009-07-22",30450
"294","2009-07-23",30750
"295","2009-07-24",31500
"296","2009-07-27",31650
"297","2009-07-28",31950
"298","2009-07-29",32250
"299","2009-07-30",32250
"300","2009-07-31",32250
"301","2009-08-03",31500
"302","2009-08-04",31950
"303","2009-08-05",31350
"304","2009-08-06",31500
"305","2009-08-07",32400
"306","2009-08-10",32400
"307","2009-08-11",32700
"308","2009-08-12",33000
"309","2009-08-13",30000
"310","2009-08-14",29850
"311","2009-08-17",29700
"312","2009-08-18",29850
"313","2009-08-19",31800
"314","2009-08-20",31500
"315","2009-08-21",31200
"316","2009-08-24",30000
"317","2009-08-25",30000
"318","2009-08-26",29100
"319","2009-08-27",31500
"320","2009-08-28",31500
"321","2009-08-31",30750
"322","2009-09-01",30750
"323","2009-09-02",30750
"324","2009-09-03",30750
"325","2009-09-04",32550
"326","2009-09-08",31500
"327","2009-09-09",32250
"328","2009-09-10",32250
"329","2009-09-11",32250
"330","2009-09-14",32850
"331","2009-09-15",32850
"332","2009-09-16",32850
"333","2009-09-17",32550
"334","2009-09-18",32550
"335","2009-09-21",32850
"336","2009-09-22",32700
"337","2009-09-23",32850
"338","2009-09-24",33150
"339","2009-09-25",33750
"340","2009-09-28",34200
"341","2009-09-29",34350
"342","2009-09-30",34350
"343","2009-10-01",34950
"344","2009-10-02",35100
"345","2009-10-05",35100
"346","2009-10-06",35250
"347","2009-10-07",35850
"348","2009-10-08",35700
"349","2009-10-09",36300
"350","2009-10-12",37650
"351","2009-10-13",38100
"352","2009-10-14",38400
"353","2009-10-15",38400
"354","2009-10-16",38550
"355","2009-10-19",38250
"356","2009-10-20",38250
"357","2009-10-21",38400
"358","2009-10-22",38550
"359","2009-10-23",38550
"360","2009-10-26",38550
"361","2009-10-27",37500
"362","2009-10-28",38250
"363","2009-10-29",38250
"364","2009-10-30",38100
"365","2009-11-02",32250
"366","2009-11-03",36600
"367","2009-11-04",34500
"368","2009-11-05",33300
"369","2009-11-06",34500
"370","2009-11-09",34500
"371","2009-11-10",36000
"372","2009-11-11",35250
"373","2009-11-12",35850
"374","2009-11-13",31500
"375","2009-11-16",33750
"376","2009-11-17",33000
"377","2009-11-18",33150
"378","2009-11-19",33750
"379","2009-11-20",33750
"380","2009-11-23",27750
"381","2009-11-24",31650
"382","2009-11-25",29400
"383","2009-11-27",29400
"384","2009-11-30",31500
"385","2009-12-01",31500
"386","2009-12-02",30000
"387","2009-12-03",31500
"388","2009-12-04",31950
"389","2009-12-07",32100
"390","2009-12-08",32100
"391","2009-12-09",32250
"392","2009-12-10",32250
"393","2009-12-11",33300
"394","2009-12-14",31500
"395","2009-12-15",31500
"396","2009-12-16",33300
"397","2009-12-17",32400
"398","2009-12-18",33000
"399","2009-12-21",33150
"400","2009-12-22",32850
"401","2009-12-23",33000
"402","2009-12-24",33000
"403","2009-12-28",33000
"404","2009-12-29",33000
"405","2009-12-30",30750
"406","2009-12-31",33750
"407","2010-01-04",32250
"408","2010-01-05",30300
"409","2010-01-06",33750
"410","2010-01-07",28500
"411","2010-01-08",27000
"412","2010-01-11",33000
"413","2010-01-12",32250
"414","2010-01-13",31500
"415","2010-01-14",30750
"416","2010-01-15",31050
"417","2010-01-19",29250
"418","2010-01-20",27750
"419","2010-01-21",27750
"420","2010-01-22",30000
"421","2010-01-25",30000
"422","2010-01-26",28500
"423","2010-01-27",28500
"424","2010-01-28",30000
"425","2010-01-29",27600
"426","2010-02-01",25800
"427","2010-02-02",22500
"428","2010-02-03",24600
"429","2010-02-04",26100
"430","2010-02-05",26250
"431","2010-02-08",25500
"432","2010-02-09",24000
"433","2010-02-10",24000
"434","2010-02-11",24000
"435","2010-02-12",25500
"436","2010-02-16",24750
"437","2010-02-17",24750
"438","2010-02-18",24750
"439","2010-02-19",24750
"440","2010-02-22",25500
"441","2010-02-23",30000
"442","2010-02-24",30000
"443","2010-02-25",30000
"444","2010-02-26",28500
"445","2010-03-01",27750
"446","2010-03-02",27750
"447","2010-03-03",27750
"448","2010-03-04",27750
"449","2010-03-05",27750
"450","2010-03-08",27000
"451","2010-03-09",24750
"452","2010-03-10",25950
"453","2010-03-11",25950
"454","2010-03-12",25950
"455","2010-03-15",25950
"456","2010-03-16",24750
"457","2010-03-17",24450
"458","2010-03-18",24000
"459","2010-03-19",21750
"460","2010-03-22",22500
"461","2010-03-23",25350
"462","2010-03-24",26250
"463","2010-03-25",26100
"464","2010-03-26",26250
"465","2010-03-29",26250
"466","2010-03-30",26250
"467","2010-03-31",26250
"468","2010-04-01",26250
"469","2010-04-05",26250
"470","2010-04-06",26700
"471","2010-04-07",26850
"472","2010-04-08",26850
"473","2010-04-09",27000
"474","2010-04-12",27000
"475","2010-04-13",27000
"476","2010-04-14",26250
"477","2010-04-15",27000
"478","2010-04-16",25950
"479","2010-04-19",24750
"480","2010-04-20",24750
"481","2010-04-21",24450
"482","2010-04-22",24150
"483","2010-04-23",24300
"484","2010-04-26",24000
"485","2010-04-27",24000
"486","2010-04-28",25500
"487","2010-04-29",23700
"488","2010-04-30",24000
"489","2010-05-03",25350
"490","2010-05-04",24450
"491","2010-05-05",25500
"492","2010-05-06",25050
"493","2010-05-07",26250
"494","2010-05-10",24000
"495","2010-05-11",25350
"496","2010-05-12",26700
"497","2010-05-13",27000
"498","2010-05-14",27000
"499","2010-05-17",27000
"500","2010-05-18",27000
"501","2010-05-19",26550
"502","2010-05-20",26550
"503","2010-05-21",26250
"504","2010-05-24",26550
"505","2010-05-25",26850
"506","2010-05-26",27000
"507","2010-05-27",27000
"508","2010-05-28",27750
"509","2010-06-01",28650
"510","2010-06-02",26700
"511","2010-06-03",27000
"512","2010-06-04",29250
"513","2010-06-07",29850
"514","2010-06-08",27750
"515","2010-06-09",26400
"516","2010-06-10",24150
"517","2010-06-11",26250
"518","2010-06-14",23250
"519","2010-06-15",23400
"520","2010-06-16",23700
"521","2010-06-17",17250
"522","2010-06-18",15000
"523","2010-06-21",12000
"524","2010-06-22",12750
"525","2010-06-23",12600
"526","2010-06-24",14250
"527","2010-06-25",14700
"528","2010-06-28",15750
"529","2010-06-29",16200
"530","2010-06-30",15150
"531","2010-07-01",14250
"532","2010-07-02",14850
"533","2010-07-06",12000
"534","2010-07-07",12000
"535","2010-07-08",11850
"536","2010-07-09",12000
"537","2010-07-12",11400
"538","2010-07-13",10800
"539","2010-07-14",10950
"540","2010-07-15",11100
"541","2010-07-16",12750
"542","2010-07-19",13200
"543","2010-07-20",13500
"544","2010-07-21",14550
"545","2010-07-22",15600
"546","2010-07-23",15900
"547","2010-07-26",15900
"548","2010-07-27",15150
"549","2010-07-28",15750
"550","2010-07-29",16500
"551","2010-07-30",16800
"552","2010-08-02",16350
"553","2010-08-03",17100
"554","2010-08-04",16950
"555","2010-08-05",16950
"556","2010-08-06",15750
"557","2010-08-09",15600
"558","2010-08-10",15600
"559","2010-08-11",16350
"560","2010-08-12",15900
"561","2010-08-13",15750
"562","2010-08-16",15900
"563","2010-08-17",15600
"564","2010-08-18",15600
"565","2010-08-19",14250
"566","2010-08-20",14100
"567","2010-08-23",13500
"568","2010-08-24",12300
"569","2010-08-25",12600
"570","2010-08-26",14850
"571","2010-08-27",13500
"572","2010-08-30",13050
"573","2010-08-31",13200
"574","2010-09-01",12750
"575","2010-09-02",12750
"576","2010-09-03",12750
"577","2010-09-07",12150
"578","2010-09-08",12750
"579","2010-09-09",10800
"580","2010-09-10",12000
"581","2010-09-13",12000
"582","2010-09-14",11250
"583","2010-09-15",11250
"584","2010-09-16",11100
"585","2010-09-17",9000
"586","2010-09-20",11100
"587","2010-09-21",7650
"588","2010-09-22",9750
"589","2010-09-23",9750
"590","2010-09-24",8700
"591","2010-09-27",7500
"592","2010-09-28",7500
"593","2010-09-29",6300
"594","2010-09-30",7500
"595","2010-10-01",7500
"596","2010-10-04",7200
"597","2010-10-05",7200
"598","2010-10-06",7050
"599","2010-10-07",7050
"600","2010-10-08",7050
"601","2010-10-11",10200
"602","2010-10-12",10200
"603","2010-10-13",7650
"604","2010-10-14",7050
"605","2010-10-15",7800
"606","2010-10-18",7800
"607","2010-10-19",7950
"608","2010-10-20",6000
"609","2010-10-21",6600
"610","2010-10-22",6600
"611","2010-10-25",6600
"612","2010-10-26",6600
"613","2010-10-27",6600
"614","2010-10-28",6600
"615","2010-10-29",7800
"616","2010-11-01",7800
"617","2010-11-02",7650
"618","2010-11-03",7500
"619","2010-11-04",6600
"620","2010-11-05",6450
"621","2010-11-08",6450
"622","2010-11-09",6450
"623","2010-11-10",5850
"624","2010-11-11",5850
"625","2010-11-12",4500
"626","2010-11-15",5250
"627","2010-11-16",6300
"628","2010-11-17",6000
"629","2010-11-18",6000
"630","2010-11-19",4950
"631","2010-11-22",6000
"632","2010-11-23",6750
"633","2010-11-24",6750
"634","2010-11-26",6750
"635","2010-11-29",7500
"636","2010-11-30",7950
"637","2010-12-01",6900
"638","2010-12-02",6750
"639","2010-12-03",6750
"640","2010-12-06",6750
"641","2010-12-07",5700
"642","2010-12-08",6750
"643","2010-12-09",6000
"644","2010-12-10",7050
"645","2010-12-13",7650
"646","2010-12-14",8400
"647","2010-12-15",7650
"648","2010-12-16",9750
"649","2010-12-17",9600
"650","2010-12-20",9600
"651","2010-12-21",9450
"652","2010-12-22",9450
"653","2010-12-23",9750
"654","2010-12-27",9150
"655","2010-12-28",9750
"656","2010-12-29",9600
"657","2010-12-30",9600
"658","2010-12-31",9600
"659","2011-01-03",9750
"660","2011-01-04",9750
"661","2011-01-05",9000
"662","2011-01-06",9000
"663","2011-01-07",8250
"664","2011-01-10",8250
"665","2011-01-11",8250
"666","2011-01-12",6750
"667","2011-01-13",7800
"668","2011-01-14",7800
"669","2011-01-18",7650
"670","2011-01-19",7650
"671","2011-01-20",6750
"672","2011-01-21",8100
"673","2011-01-24",8100
"674","2011-01-25",7200
"675","2011-01-26",6750
"676","2011-01-27",7200
"677","2011-01-28",6750
"678","2011-01-31",7350
"679","2011-02-01",7350
"680","2011-02-02",6300
"681","2011-02-03",6600
"682","2011-02-04",5700
"683","2011-02-07",6600
"684","2011-02-08",6600
"685","2011-02-09",6600
"686","2011-02-10",6600
"687","2011-02-11",6600
"688","2011-02-14",5250
"689","2011-02-15",4500
"690","2011-02-16",5700
"691","2011-02-17",7350
"692","2011-02-18",7800
"693","2011-02-22",7200
"694","2011-02-23",7200
"695","2011-02-24",7200
"696","2011-02-25",7200
"697","2011-02-28",7200
"698","2011-03-01",7500
"699","2011-03-02",7500
"700","2011-03-03",7500
"701","2011-03-04",6900
"702","2011-03-07",7950
"703","2011-03-08",7950
"704","2011-03-09",7800
"705","2011-03-10",7800
"706","2011-03-11",7800
"707","2011-03-14",6000
"708","2011-03-15",6000
"709","2011-03-16",7800
"710","2011-03-17",7800
"711","2011-03-18",5700
"712","2011-03-21",5850
"713","2011-03-22",6000
"714","2011-03-23",7650
"715","2011-03-24",7350
"716","2011-03-25",4950
"717","2011-03-28",7350
"718","2011-03-29",7500
"719","2011-03-30",8250
"720","2011-03-31",7950
"721","2011-04-01",8700
"722","2011-04-04",8700
"723","2011-04-05",8700
"724","2011-04-06",8250
"725","2011-04-07",8250
"726","2011-04-08",8250
"727","2011-04-11",7050
"728","2011-04-12",8250
"729","2011-04-13",8250
"730","2011-04-14",8100
"731","2011-04-15",8100
"732","2011-04-18",10800
"733","2011-04-19",12750
"734","2011-04-20",13500
"735","2011-04-21",13500
"736","2011-04-25",13500
"737","2011-04-26",13500
"738","2011-04-27",15000
"739","2011-04-28",14250
"740","2011-04-29",14250
"741","2011-05-02",15000
"742","2011-05-03",15000
"743","2011-05-04",14250
"744","2011-05-05",12750
"745","2011-05-06",13500
"746","2011-05-09",12000
"747","2011-05-10",13500
"748","2011-05-11",11850
"749","2011-05-12",13500
"750","2011-05-13",13050
"751","2011-05-16",13200
"752","2011-05-17",12600
"753","2011-05-18",12600
"754","2011-05-19",12750
"755","2011-05-20",12750
"756","2011-05-23",11250
"757","2011-05-24",12750
"758","2011-05-25",15000
"759","2011-05-26",13500
"760","2011-05-27",15000
"761","2011-05-31",14250
"762","2011-06-01",13950
"763","2011-06-02",13950
"764","2011-06-03",10500
"765","2011-06-06",10500
"766","2011-06-07",10500
"767","2011-06-08",9150
"768","2011-06-09",9150
"769","2011-06-10",10350
"770","2011-06-13",10350
"771","2011-06-14",10350
"772","2011-06-15",10350
"773","2011-06-16",10350
"774","2011-06-17",10200
"775","2011-06-20",10350
"776","2011-06-21",10500
"777","2011-06-22",12000
"778","2011-06-23",12000
"779","2011-06-24",13500
"780","2011-06-27",12000
"781","2011-06-28",10500
"782","2011-06-29",10500
"783","2011-06-30",10500
"784","2011-07-01",11250
"785","2011-07-05",11100
"786","2011-07-06",11700
"787","2011-07-07",9750
"788","2011-07-08",9750
"789","2011-07-11",8250
"790","2011-07-12",9750
"791","2011-07-13",8250
"792","2011-07-14",8250
"793","2011-07-15",8250
"794","2011-07-18",7200
"795","2011-07-19",7200
"796","2011-07-20",8100
"797","2011-07-21",8250
"798","2011-07-22",9600
"799","2011-07-25",8100
"800","2011-07-26",9000
"801","2011-07-27",9000
"802","2011-07-28",9000
"803","2011-07-29",9000
"804","2011-08-01",9000
"805","2011-08-02",9300
"806","2011-08-03",8250
"807","2011-08-04",8250
"808","2011-08-05",8250
"809","2011-08-08",8250
"810","2011-08-09",9600
"811","2011-08-10",9600
"812","2011-08-11",9600
"813","2011-08-12",8850
"814","2011-08-15",8100
"815","2011-08-16",8100
"816","2011-08-17",7800
"817","2011-08-18",8850
"818","2011-08-19",10200
"819","2011-08-22",13350
"820","2011-08-23",8400
"821","2011-08-24",12750
"822","2011-08-25",11850
"823","2011-08-26",12000
"824","2011-08-29",11250
"825","2011-08-30",11250
"826","2011-08-31",9000
"827","2011-09-01",12000
"828","2011-09-02",10650
"829","2011-09-06",10500
"830","2011-09-07",10500
"831","2011-09-08",10500
"832","2011-09-09",10500
"833","2011-09-12",12300
"834","2011-09-13",11250
"835","2011-09-14",11250
"836","2011-09-15",10500
"837","2011-09-16",10500
"838","2011-09-19",8400
"839","2011-09-20",9750
"840","2011-09-21",10500
"841","2011-09-22",10500
"842","2011-09-23",8700
"843","2011-09-26",10200
"844","2011-09-27",10050
"845","2011-09-28",10500
"846","2011-09-29",9150
"847","2011-09-30",9600
"848","2011-10-03",8100
"849","2011-10-04",10350
"850","2011-10-05",10350
"851","2011-10-06",10350
"852","2011-10-07",10050
"853","2011-10-10",9750
"854","2011-10-11",9750
"855","2011-10-12",10500
"856","2011-10-13",10500
"857","2011-10-14",9150
"858","2011-10-17",10950
"859","2011-10-18",12150
"860","2011-10-19",12000
"861","2011-10-20",12000
"862","2011-10-21",11250
"863","2011-10-24",10500
"864","2011-10-25",11250
"865","2011-10-26",11250
"866","2011-10-27",10800
"867","2011-10-28",10800
"868","2011-10-31",11250
"869","2011-11-01",11250
"870","2011-11-02",11100
"871","2011-11-03",9750
"872","2011-11-04",10500
"873","2011-11-07",9600
"874","2011-11-08",9750
"875","2011-11-09",10800
"876","2011-11-10",9750
"877","2011-11-11",11100
"878","2011-11-14",10800
"879","2011-11-15",9750
"880","2011-11-16",9900
"881","2011-11-17",10800
"882","2011-11-18",10200
"883","2011-11-21",10350
"884","2011-11-22",9000
"885","2011-11-23",9750
"886","2011-11-25",9600
"887","2011-11-28",9000
"888","2011-11-29",6000
"889","2011-11-30",8100
"890","2011-12-01",8400
"891","2011-12-02",8700
"892","2011-12-05",9000
"893","2011-12-06",8250
"894","2011-12-07",8250
"895","2011-12-08",8250
"896","2011-12-09",8250
"897","2011-12-12",8250
"898","2011-12-13",8250
"899","2011-12-14",8250
"900","2011-12-15",8100
"901","2011-12-16",8100
"902","2011-12-19",7950
"903","2011-12-20",7650
"904","2011-12-21",7500
"905","2011-12-22",7500
"906","2011-12-23",7950
"907","2011-12-27",7950
"908","2011-12-28",7500
"909","2011-12-29",7950
"910","2011-12-30",7500
"911","2012-01-03",8100
"912","2012-01-04",7800
"913","2012-01-05",7800
"914","2012-01-06",7950
"915","2012-01-09",7500
"916","2012-01-10",7950
"917","2012-01-11",7950
"918","2012-01-12",7800
"919","2012-01-13",8100
"920","2012-01-17",8100
"921","2012-01-18",7800
"922","2012-01-19",7800
"923","2012-01-20",7800
"924","2012-01-23",7050
"925","2012-01-24",7500
"926","2012-01-25",7050
"927","2012-01-26",7050
"928","2012-01-27",7050
"929","2012-01-30",6900
"930","2012-01-31",6750
"931","2012-02-01",6600
"932","2012-02-02",7650
"933","2012-02-03",7800
"934","2012-02-06",7950
"935","2012-02-07",8100
"936","2012-02-08",8100
"937","2012-02-09",8100
"938","2012-02-10",7800
"939","2012-02-13",7650
"940","2012-02-14",7650
"941","2012-02-15",6300
"942","2012-02-16",7500
"943","2012-02-17",7650
"944","2012-02-21",7650
"945","2012-02-22",7650
"946","2012-02-23",6000
"947","2012-02-24",7650
"948","2012-02-27",7500
"949","2012-02-28",7500
"950","2012-02-29",7800
"951","2012-03-01",7800
"952","2012-03-02",7950
"953","2012-03-05",8100
"954","2012-03-06",8100
"955","2012-03-07",8100
"956","2012-03-08",8100
"957","2012-03-09",7500
"958","2012-03-12",7650
"959","2012-03-13",7650
"960","2012-03-14",7650
"961","2012-03-15",6600
"962","2012-03-16",7200
"963","2012-03-19",6600
"964","2012-03-20",7350
"965","2012-03-21",6750
"966","2012-03-22",7050
"967","2012-03-23",7050
"968","2012-03-26",6750
"969","2012-03-27",6600
"970","2012-03-28",6000
"971","2012-03-29",6750
"972","2012-03-30",6750
"973","2012-04-02",6750
"974","2012-04-03",6750
"975","2012-04-04",6750
"976","2012-04-05",6750
"977","2012-04-09",6600
"978","2012-04-10",6000
"979","2012-04-11",5850
"980","2012-04-12",6000
"981","2012-04-13",6000
"982","2012-04-16",6000
"983","2012-04-17",6000
"984","2012-04-18",6000
"985","2012-04-19",6450
"986","2012-04-20",6450
"987","2012-04-23",7350
"988","2012-04-24",7350
"989","2012-04-25",5550
"990","2012-04-26",5700
"991","2012-04-27",5850
"992","2012-04-30",7650
"993","2012-05-01",7650
"994","2012-05-02",7650
"995","2012-05-03",8100
"996","2012-05-04",8100
"997","2012-05-07",8100
"998","2012-05-08",8100
"999","2012-05-09",7650
"1000","2012-05-10",7650
"1001","2012-05-11",7650
"1002","2012-05-14",7650
"1003","2012-05-15",7650
"1004","2012-05-16",8100
"1005","2012-05-17",8100
"1006","2012-05-18",8100
"1007","2012-05-21",8100
"1008","2012-05-22",7500
"1009","2012-05-23",8250
"1010","2012-05-24",7500
"1011","2012-05-25",7350
"1012","2012-05-29",7350
"1013","2012-05-30",7200
"1014","2012-05-31",7200
"1015","2012-06-01",6450
"1016","2012-06-04",7200
"1017","2012-06-05",7200
"1018","2012-06-06",7050
"1019","2012-06-07",6750
"1020","2012-06-08",6750
"1021","2012-06-11",6750
"1022","2012-06-12",6750
"1023","2012-06-13",6600
"1024","2012-06-14",6600
"1025","2012-06-15",6450
"1026","2012-06-18",6450
"1027","2012-06-19",6450
"1028","2012-06-20",4650
"1029","2012-06-21",5550
"1030","2012-06-22",6150
"1031","2012-06-25",6000
"1032","2012-06-26",6000
"1033","2012-06-27",4950
"1034","2012-06-28",5250
"1035","2012-06-29",5850
"1036","2012-07-02",5700
"1037","2012-07-03",5700
"1038","2012-07-05",5850
"1039","2012-07-06",5850
"1040","2012-07-09",6000
"1041","2012-07-10",6000
"1042","2012-07-11",6000
"1043","2012-07-12",6000
"1044","2012-07-13",6750
"1045","2012-07-16",6750
"1046","2012-07-17",6750
"1047","2012-07-18",6300
"1048","2012-07-19",7200
"1049","2012-07-20",5700
"1050","2012-07-23",6000
"1051","2012-07-24",6900
"1052","2012-07-25",7500
"1053","2012-07-26",7500
"1054","2012-07-27",7500
"1055","2012-07-30",7500
"1056","2012-07-31",7350
"1057","2012-08-01",7050
"1058","2012-08-02",6450
"1059","2012-08-03",6000
"1060","2012-08-06",6900
"1061","2012-08-07",6450
"1062","2012-08-08",6150
"1063","2012-08-09",6450
"1064","2012-08-10",6300
"1065","2012-08-13",6450
"1066","2012-08-14",5850
"1067","2012-08-15",5400
"1068","2012-08-16",6000
"1069","2012-08-17",6000
