"","date","TGLS"
"1","2012-05-10",9.8
"2","2012-05-11",9.7
"3","2012-05-14",9.8
"4","2012-05-15",9.75
"5","2012-05-16",9.75
"6","2012-05-17",9.6
"7","2012-05-18",9.6
"8","2012-05-21",9.6
"9","2012-05-22",9.69
"10","2012-05-23",9.6
"11","2012-05-24",9.6
"12","2012-05-25",9.6
"13","2012-05-29",9.6
"14","2012-05-30",9.6
"15","2012-05-31",9.61
"16","2012-06-01",9.61
"17","2012-06-04",9.61
"18","2012-06-05",9.61
"19","2012-06-06",9.7
"20","2012-06-07",9.7
"21","2012-06-08",9.55
"22","2012-06-11",9.55
"23","2012-06-12",9.55
"24","2012-06-13",9.6
"25","2012-06-14",9.6
"26","2012-06-15",9.6
"27","2012-06-18",9.6
"28","2012-06-19",9.6
"29","2012-06-20",9.6
"30","2012-06-21",9.6
"31","2012-06-22",9.6
"32","2012-06-25",9.6
"33","2012-06-26",9.6
"34","2012-06-27",9.6
"35","2012-06-28",9.6
"36","2012-06-29",9.6
"37","2012-07-02",9.6
"38","2012-07-03",9.6
"39","2012-07-05",9.6
"40","2012-07-06",9.6
"41","2012-07-09",9.6
"42","2012-07-10",9.6
"43","2012-07-11",9.6
"44","2012-07-12",9.6
"45","2012-07-13",9.6
"46","2012-07-16",9.6
"47","2012-07-17",9.6
"48","2012-07-18",9.6
"49","2012-07-19",9.6
"50","2012-07-20",9.6
"51","2012-07-23",9.6
"52","2012-07-24",9.6
"53","2012-07-25",9.6
"54","2012-07-26",9.6
"55","2012-07-27",9.6
"56","2012-07-30",9.6
"57","2012-07-31",9.6
"58","2012-08-01",9.6
"59","2012-08-02",9.6
"60","2012-08-03",9.6
"61","2012-08-06",9.6
"62","2012-08-07",9.6
"63","2012-08-08",9.6
"64","2012-08-09",9.6
"65","2012-08-10",9.6
"66","2012-08-13",9.6
"67","2012-08-14",9.6
"68","2012-08-15",9.6
"69","2012-08-16",9.6
"70","2012-08-17",9.6
"71","2012-08-20",9.6
"72","2012-08-21",9.6
"73","2012-08-22",9.6
"74","2012-08-23",9.6
"75","2012-08-24",9.6
"76","2012-08-27",9.6
"77","2012-08-28",9.6
"78","2012-08-29",9.6
"79","2012-08-30",9.6
"80","2012-08-31",9.6
"81","2012-09-04",9.6
"82","2012-09-05",9.6
"83","2012-09-06",9.6
"84","2012-09-07",9.68
"85","2012-09-10",9.68
"86","2012-09-11",9.68
"87","2012-09-12",9.68
"88","2012-09-13",9.72
"89","2012-09-14",9.72
"90","2012-09-17",9.72
"91","2012-09-18",9.72
"92","2012-09-19",9.72
"93","2012-09-20",9.72
"94","2012-09-21",9.72
"95","2012-09-24",9.8
"96","2012-09-25",9.8
"97","2012-09-26",9.8
"98","2012-09-27",9.8
"99","2012-09-28",9.8
"100","2012-10-01",9.8
"101","2012-10-02",9.8
"102","2012-10-03",9.8
"103","2012-10-04",9.8
"104","2012-10-05",9.8
"105","2012-10-08",9.8
"106","2012-10-09",9.8
"107","2012-10-10",9.85
"108","2012-10-11",9.85
"109","2012-10-12",9.85
"110","2012-10-15",9.81
"111","2012-10-16",9.81
"112","2012-10-17",9.81
"113","2012-10-18",9.8
"114","2012-10-19",9.8
"115","2012-10-22",9.8
"116","2012-10-23",9.8
"117","2012-10-24",9.8
"118","2012-10-25",9.8
"119","2012-10-26",9.81
"120","2012-10-31",9.81
"121","2012-11-01",9.81
"122","2012-11-02",9.9
"123","2012-11-05",9.9
"124","2012-11-06",9.9
"125","2012-11-07",9.9
"126","2012-11-08",9.9
"127","2012-11-09",9.9
"128","2012-11-12",9.84
"129","2012-11-13",9.84
"130","2012-11-14",9.84
"131","2012-11-15",9.84
"132","2012-11-16",9.84
"133","2012-11-19",9.84
"134","2012-11-20",9.84
"135","2012-11-21",9.84
"136","2012-11-23",9.84
"137","2012-11-26",9.84
"138","2012-11-27",9.84
"139","2012-11-28",9.84
"140","2012-11-29",9.84
"141","2012-11-30",9.85
"142","2012-12-03",9.85
"143","2012-12-04",9.85
"144","2012-12-05",9.85
"145","2012-12-06",9.85
"146","2012-12-07",9.85
"147","2012-12-10",9.85
"148","2012-12-11",9.84
"149","2012-12-12",9.84
"150","2012-12-13",9.84
"151","2012-12-14",9.94
"152","2012-12-17",9.94
"153","2012-12-18",9.94
"154","2012-12-19",9.94
"155","2012-12-20",9.94
"156","2012-12-21",9.94
"157","2012-12-24",9.94
"158","2012-12-26",9.94
"159","2012-12-27",9.94
"160","2012-12-28",9.94
"161","2012-12-31",9.88
"162","2013-01-02",9.87
"163","2013-01-03",9.87
"164","2013-01-04",9.87
"165","2013-01-07",9.87
"166","2013-01-08",9.87
"167","2013-01-09",9.87
"168","2013-01-10",9.87
"169","2013-01-11",9.87
"170","2013-01-14",9.87
"171","2013-01-15",9.87
"172","2013-01-16",9.87
"173","2013-01-17",9.87
"174","2013-01-18",9.87
"175","2013-01-22",9.95
"176","2013-01-23",9.95
"177","2013-01-24",9.95
"178","2013-01-25",9.95
"179","2013-01-28",9.95
"180","2013-01-29",9.95
"181","2013-01-30",9.95
"182","2013-01-31",9.95
"183","2013-02-01",9.95
"184","2013-02-04",9.95
"185","2013-02-05",9.95
"186","2013-02-06",9.95
"187","2013-02-07",9.95
"188","2013-02-08",9.95
"189","2013-02-11",9.95
"190","2013-02-12",9.95
"191","2013-02-13",9.95
"192","2013-02-14",9.95
"193","2013-02-15",9.95
"194","2013-02-19",9.95
"195","2013-02-20",9.95
"196","2013-02-21",9.95
"197","2013-02-22",9.95
"198","2013-02-25",10
"199","2013-02-26",9.9
"200","2013-02-27",9.9
"201","2013-02-28",9.9
"202","2013-03-01",9.9
"203","2013-03-04",9.9
"204","2013-03-05",9.9
"205","2013-03-06",9.9
"206","2013-03-07",9.9
"207","2013-03-08",9.9
"208","2013-03-11",9.99
"209","2013-03-12",9.99
"210","2013-03-13",9.99
"211","2013-03-14",9.99
"212","2013-03-15",9.99
"213","2013-03-18",9.99
"214","2013-03-19",9.99
"215","2013-03-20",9.99
"216","2013-03-21",9.99
"217","2013-03-22",9.99
"218","2013-03-25",9.99
"219","2013-03-26",9.99
"220","2013-03-27",9.99
"221","2013-03-28",9.99
"222","2013-04-01",9.99
"223","2013-04-02",9.99
"224","2013-04-03",9.99
"225","2013-04-04",9.99
"226","2013-04-05",9.99
"227","2013-04-08",9.99
"228","2013-04-09",9.99
"229","2013-04-10",9.99
"230","2013-04-11",9.99
"231","2013-04-12",9.99
"232","2013-04-15",9.99
"233","2013-04-16",9.99
"234","2013-04-17",9.99
"235","2013-04-18",9.99
"236","2013-04-19",10
"237","2013-04-22",10
"238","2013-04-23",10
"239","2013-04-24",10
"240","2013-04-25",10
"241","2013-04-26",10
"242","2013-04-29",10
"243","2013-04-30",9.92
"244","2013-05-01",9.99
"245","2013-05-02",9.99
"246","2013-05-03",9.99
"247","2013-05-06",9.99
"248","2013-05-07",9.99
"249","2013-05-08",9.99
"250","2013-05-09",9.99
"251","2013-05-10",9.94
"252","2013-05-13",9.92
"253","2013-05-14",9.92
"254","2013-05-15",9.92
"255","2013-05-16",9.92
"256","2013-05-17",9.92
"257","2013-05-20",9.92
"258","2013-05-21",9.92
"259","2013-05-22",9.92
"260","2013-05-23",9.92
"261","2013-05-24",9.99
"262","2013-05-28",9.99
"263","2013-05-29",9.98
"264","2013-05-30",9.98
"265","2013-05-31",9.98
"266","2013-06-03",9.99
"267","2013-06-04",9.99
"268","2013-06-05",9.99
"269","2013-06-06",9.99
"270","2013-06-07",9.99
"271","2013-06-10",9.99
"272","2013-06-11",9.99
"273","2013-06-12",9.99
"274","2013-06-13",9.99
"275","2013-06-14",9.93
"276","2013-06-17",9.93
"277","2013-06-18",9.93
"278","2013-06-19",9.93
"279","2013-06-20",9.93
"280","2013-06-21",9.93
"281","2013-06-24",9.93
"282","2013-06-25",9.93
"283","2013-06-26",9.93
"284","2013-06-27",9.93
"285","2013-06-28",9.93
"286","2013-07-01",9.93
"287","2013-07-02",9.93
"288","2013-07-03",9.93
"289","2013-07-05",9.93
"290","2013-07-08",9.93
"291","2013-07-09",9.93
"292","2013-07-10",9.93
"293","2013-07-11",9.93
"294","2013-07-12",9.93
"295","2013-07-15",10.04
"296","2013-07-16",10.04
"297","2013-07-17",10.04
"298","2013-07-18",10.04
"299","2013-07-19",10.04
"300","2013-07-22",10.04
"301","2013-07-23",10
"302","2013-07-24",10.05
"303","2013-07-25",10.05
"304","2013-07-26",10.05
"305","2013-07-29",10.05
"306","2013-07-30",10.05
"307","2013-07-31",10.05
"308","2013-08-01",10.05
"309","2013-08-02",10.05
"310","2013-08-05",10.05
"311","2013-08-06",10.05
"312","2013-08-07",10.05
"313","2013-08-08",10.05
"314","2013-08-09",10.05
"315","2013-08-12",10.05
"316","2013-08-13",10.04
"317","2013-08-14",10.05
"318","2013-08-15",10.05
"319","2013-08-16",10.05
"320","2013-08-19",10.08
"321","2013-08-20",10.08
"322","2013-08-21",10.08
"323","2013-08-22",10.08
"324","2013-08-23",10.08
"325","2013-08-26",10.08
"326","2013-08-27",10.08
"327","2013-08-28",10.08
"328","2013-08-29",10.08
"329","2013-08-30",10.08
"330","2013-09-03",10.08
"331","2013-09-04",10.08
"332","2013-09-05",10.08
"333","2013-09-06",10.08
"334","2013-09-09",10.08
"335","2013-09-10",10.08
"336","2013-09-11",10.08
"337","2013-09-12",10.08
"338","2013-09-13",10.08
"339","2013-09-16",10.03
"340","2013-09-17",10.03
"341","2013-09-18",10.03
"342","2013-09-19",10.03
"343","2013-09-20",10.03
"344","2013-09-23",10.03
"345","2013-09-24",10.03
"346","2013-09-25",10.18
"347","2013-09-26",10.17
"348","2013-09-27",10.06
"349","2013-09-30",10.07
"350","2013-10-01",10.15
"351","2013-10-02",10.15
"352","2013-10-03",10.15
"353","2013-10-04",10.15
"354","2013-10-07",10.17
"355","2013-10-08",10.16
"356","2013-10-09",10.15
"357","2013-10-10",10.18
"358","2013-10-11",10.15
"359","2013-10-14",10.15
"360","2013-10-15",10.15
"361","2013-10-16",10.15
"362","2013-10-17",10.15
"363","2013-10-18",10.16
"364","2013-10-21",10.16
"365","2013-10-22",10.16
"366","2013-10-23",10.16
"367","2013-10-24",10.16
"368","2013-10-25",10.16
"369","2013-10-28",10.16
"370","2013-10-29",10.16
"371","2013-10-30",10.16
"372","2013-10-31",10.14
"373","2013-11-01",10.16
"374","2013-11-04",10.18
"375","2013-11-05",10.17
"376","2013-11-06",10.17
"377","2013-11-07",10.17
"378","2013-11-08",10.17
"379","2013-11-11",10.17
"380","2013-11-12",10.16
"381","2013-11-13",10.16
"382","2013-11-14",10.16
"383","2013-11-15",10.16
"384","2013-11-18",10.17
"385","2013-11-19",10.17
"386","2013-11-20",10.17
"387","2013-11-21",10.17
"388","2013-11-22",10.17
"389","2013-11-25",10.1
"390","2013-11-26",10.1
"391","2013-11-27",10.1
"392","2013-11-29",10.17
"393","2013-12-02",10.17
"394","2013-12-03",10.17
"395","2013-12-04",10.11
"396","2013-12-05",10.17
"397","2013-12-06",10.16
"398","2013-12-09",10.16
"399","2013-12-10",10.11
"400","2013-12-11",10.18
"401","2013-12-12",10.18
"402","2013-12-13",10
"403","2013-12-16",9.31
"404","2013-12-17",10.19
"405","2013-12-18",10.19
"406","2013-12-19",10.26
"407","2013-12-20",10.18
"408","2013-12-23",9.43
"409","2013-12-24",9.43
"410","2013-12-26",8.75
"411","2013-12-27",9.5
"412","2013-12-30",8.85
"413","2013-12-31",8.55
"414","2014-01-02",8.6
"415","2014-01-03",8.6
"416","2014-01-06",9.42
"417","2014-01-07",9.31
"418","2014-01-08",9.95
"419","2014-01-09",9.1
"420","2014-01-10",9
"421","2014-01-13",8.65
"422","2014-01-14",8.8
"423","2014-01-15",9.2
"424","2014-01-16",9
"425","2014-01-17",8.94
"426","2014-01-21",9.27
"427","2014-01-22",9.99
"428","2014-01-23",10
"429","2014-01-24",10
"430","2014-01-27",9.95
"431","2014-01-28",9.95
"432","2014-01-29",10
"433","2014-01-30",9.99
"434","2014-01-31",9.93
"435","2014-02-03",9.93
"436","2014-02-04",9.75
"437","2014-02-05",9.92
"438","2014-02-06",9.92
"439","2014-02-07",9.8
"440","2014-02-10",9.8
"441","2014-02-11",9.92
"442","2014-02-12",9.92
"443","2014-02-13",10
"444","2014-02-14",10
"445","2014-02-18",10
"446","2014-02-19",10
"447","2014-02-20",10
"448","2014-02-21",10
"449","2014-02-24",10.26
"450","2014-02-25",10.05
"451","2014-02-26",10.05
"452","2014-02-27",10.28
"453","2014-02-28",10.2
"454","2014-03-03",10.02
"455","2014-03-04",10.42
"456","2014-03-05",10.45
"457","2014-03-06",10.37
"458","2014-03-07",10.4
"459","2014-03-10",10.2
"460","2014-03-11",10.24
"461","2014-03-12",10.23
"462","2014-03-13",10.2
"463","2014-03-14",10.21
"464","2014-03-17",10.4
"465","2014-03-18",10.41
"466","2014-03-19",10.7
"467","2014-03-20",10.62
"468","2014-03-21",10.55
"469","2014-03-24",10.55
"470","2014-03-25",10.55
"471","2014-03-26",10.55
"472","2014-03-27",10.55
"473","2014-03-28",10.55
"474","2014-03-31",10.55
"475","2014-04-01",10.95
"476","2014-04-02",10.74
"477","2014-04-03",10.8
"478","2014-04-04",10.8
"479","2014-04-07",10.8
"480","2014-04-08",10.8
"481","2014-04-09",10.8
"482","2014-04-10",10.8
"483","2014-04-11",10.8
"484","2014-04-14",10.8
"485","2014-04-15",10.79
"486","2014-04-16",10.79
"487","2014-04-17",10.8
"488","2014-04-21",10.8
"489","2014-04-22",10.8
"490","2014-04-23",10.38
"491","2014-04-24",10.75
"492","2014-04-25",10.54
"493","2014-04-28",10.68
"494","2014-04-29",10.64
"495","2014-04-30",10.36
"496","2014-05-01",10.35
"497","2014-05-02",10.33
"498","2014-05-05",10.33
"499","2014-05-06",10.2
"500","2014-05-07",10.33
"501","2014-05-08",10.33
"502","2014-05-09",10.44
"503","2014-05-12",10.46
"504","2014-05-13",10.33
"505","2014-05-14",10.46
"506","2014-05-15",10.56
"507","2014-05-16",10.7
"508","2014-05-19",10.75
"509","2014-05-20",10.74
"510","2014-05-21",10.5
"511","2014-05-22",10.5
"512","2014-05-23",10.5
"513","2014-05-27",10.55
"514","2014-05-28",11
"515","2014-05-29",10.85
"516","2014-05-30",10.8
"517","2014-06-02",10.26
"518","2014-06-03",10.86
"519","2014-06-04",11
"520","2014-06-05",11
"521","2014-06-06",11
"522","2014-06-09",11.6
"523","2014-06-10",11.62
"524","2014-06-11",11.55
"525","2014-06-12",12.04
"526","2014-06-13",12.08
"527","2014-06-16",12.77
"528","2014-06-17",12.89
"529","2014-06-18",12.99
"530","2014-06-19",12.47
"531","2014-06-20",11.5
"532","2014-06-23",12.4
"533","2014-06-24",12.35
"534","2014-06-25",12.25
"535","2014-06-26",12.07
"536","2014-06-27",12.05
"537","2014-06-30",12.08
"538","2014-07-01",12.29
"539","2014-07-02",11.51
"540","2014-07-03",12.22
"541","2014-07-07",12.12
"542","2014-07-08",11.35
"543","2014-07-09",11.3
"544","2014-07-10",11.3
"545","2014-07-11",11.2
"546","2014-07-14",11.15
"547","2014-07-15",11.15
"548","2014-07-16",11.15
"549","2014-07-17",11.15
"550","2014-07-18",11.15
"551","2014-07-21",11.37
"552","2014-07-22",11.37
"553","2014-07-23",11.06
"554","2014-07-24",11.5
"555","2014-07-25",11.2
"556","2014-07-28",11.6
"557","2014-07-29",11.62
"558","2014-07-30",11.11
"559","2014-07-31",10.7
"560","2014-08-01",11.24
"561","2014-08-04",11.24
