"","date","MTD"
"1","2007-01-03",77.779999
"2","2007-01-04",78.489998
"3","2007-01-05",78.519997
"4","2007-01-08",78.900002
"5","2007-01-09",79.82
"6","2007-01-10",79.589996
"7","2007-01-11",81
"8","2007-01-12",79.910004
"9","2007-01-16",80.480003
"10","2007-01-17",80.220001
"11","2007-01-18",80.18
"12","2007-01-19",79.279999
"13","2007-01-22",78.290001
"14","2007-01-23",79.540001
"15","2007-01-24",80.040001
"16","2007-01-25",79.980003
"17","2007-01-26",80.940002
"18","2007-01-29",81.57
"19","2007-01-30",82.110001
"20","2007-01-31",82.800003
"21","2007-02-01",85.480003
"22","2007-02-02",84.089996
"23","2007-02-05",83.639999
"24","2007-02-06",84.290001
"25","2007-02-07",84.660004
"26","2007-02-08",84.599998
"27","2007-02-09",89.199997
"28","2007-02-12",87.699997
"29","2007-02-13",88.019997
"30","2007-02-14",89.480003
"31","2007-02-15",90.660004
"32","2007-02-16",89.610001
"33","2007-02-20",89.809998
"34","2007-02-21",90.599998
"35","2007-02-22",90.169998
"36","2007-02-23",89.910004
"37","2007-02-26",89.410004
"38","2007-02-27",86.260002
"39","2007-02-28",86.360001
"40","2007-03-01",85.889999
"41","2007-03-02",84.959999
"42","2007-03-05",84.989998
"43","2007-03-06",87.18
"44","2007-03-07",87.110001
"45","2007-03-08",86.449997
"46","2007-03-09",86.849998
"47","2007-03-12",88.260002
"48","2007-03-13",87.300003
"49","2007-03-14",87.019997
"50","2007-03-15",88.209999
"51","2007-03-16",88.190002
"52","2007-03-19",89.510002
"53","2007-03-20",89.449997
"54","2007-03-21",91.080002
"55","2007-03-22",91.010002
"56","2007-03-23",91.470001
"57","2007-03-26",91.610001
"58","2007-03-27",90.839996
"59","2007-03-28",89.959999
"60","2007-03-29",89
"61","2007-03-30",89.57
"62","2007-04-02",89.940002
"63","2007-04-03",90.089996
"64","2007-04-04",91.209999
"65","2007-04-05",92.68
"66","2007-04-09",92.309998
"67","2007-04-10",93.160004
"68","2007-04-11",93.07
"69","2007-04-12",93.139999
"70","2007-04-13",93.650002
"71","2007-04-16",93.959999
"72","2007-04-17",94.239998
"73","2007-04-18",94.209999
"74","2007-04-19",93.769997
"75","2007-04-20",94.849998
"76","2007-04-23",95.459999
"77","2007-04-24",94.839996
"78","2007-04-25",95.339996
"79","2007-04-26",95.489998
"80","2007-04-27",100.730003
"81","2007-04-30",97.620003
"82","2007-05-01",97.599998
"83","2007-05-02",99.209999
"84","2007-05-03",99.800003
"85","2007-05-04",100.360001
"86","2007-05-07",100.220001
"87","2007-05-08",100.309998
"88","2007-05-09",100.480003
"89","2007-05-10",98.860001
"90","2007-05-11",99
"91","2007-05-14",98.720001
"92","2007-05-15",97.919998
"93","2007-05-16",98
"94","2007-05-17",97.580002
"95","2007-05-18",97.970001
"96","2007-05-21",98.739998
"97","2007-05-22",99.599998
"98","2007-05-23",99.129997
"99","2007-05-24",97.730003
"100","2007-05-25",98.589996
"101","2007-05-29",98.57
"102","2007-05-30",98.720001
"103","2007-05-31",98.300003
"104","2007-06-01",98.889999
"105","2007-06-04",100.029999
"106","2007-06-05",101.760002
"107","2007-06-06",99.790001
"108","2007-06-07",98.790001
"109","2007-06-08",98.919998
"110","2007-06-11",98.519997
"111","2007-06-12",98.129997
"112","2007-06-13",98.059998
"113","2007-06-14",98.519997
"114","2007-06-15",98.389999
"115","2007-06-18",97.57
"116","2007-06-19",96.839996
"117","2007-06-20",95.050003
"118","2007-06-21",94.830002
"119","2007-06-22",94.330002
"120","2007-06-25",94.410004
"121","2007-06-26",95.019997
"122","2007-06-27",95.550003
"123","2007-06-28",95.480003
"124","2007-06-29",95.510002
"125","2007-07-02",95.730003
"126","2007-07-03",96.559998
"127","2007-07-05",95.940002
"128","2007-07-06",97.709999
"129","2007-07-09",98.209999
"130","2007-07-10",96.949997
"131","2007-07-11",97.900002
"132","2007-07-12",98.309998
"133","2007-07-13",98.510002
"134","2007-07-16",99
"135","2007-07-17",98.800003
"136","2007-07-18",97.720001
"137","2007-07-19",98.330002
"138","2007-07-20",97.07
"139","2007-07-23",98.470001
"140","2007-07-24",98.239998
"141","2007-07-25",97.879997
"142","2007-07-26",95.160004
"143","2007-07-27",95.379997
"144","2007-07-30",95.43
"145","2007-07-31",95.160004
"146","2007-08-01",95.089996
"147","2007-08-02",95.919998
"148","2007-08-03",94.110001
"149","2007-08-06",94.669998
"150","2007-08-07",93.510002
"151","2007-08-08",91.709999
"152","2007-08-09",86.589996
"153","2007-08-10",90.339996
"154","2007-08-13",92.400002
"155","2007-08-14",93.209999
"156","2007-08-15",91.760002
