"","date","ETNB"
"1","2019-11-11",20.799999
"2","2019-11-12",19.75
"3","2019-11-13",20.5
"4","2019-11-14",23.139999
"5","2019-11-15",27
"6","2019-11-18",28.27
"7","2019-11-19",29.99
"8","2019-11-20",28.870001
"9","2019-11-21",30.700001
"10","2019-11-22",29.93
"11","2019-11-25",30.67
"12","2019-11-26",33.439999
"13","2019-11-27",30.120001
"14","2019-11-29",31.27
"15","2019-12-02",30.17
"16","2019-12-03",29.799999
"17","2019-12-04",28
"18","2019-12-05",27.5
"19","2019-12-06",28.6
"20","2019-12-09",27.280001
"21","2019-12-10",27.139999
"22","2019-12-11",28.83
"23","2019-12-12",29.84
"24","2019-12-13",31.690001
"25","2019-12-16",29.77
"26","2019-12-17",30.02
"27","2019-12-18",28.59
"28","2019-12-19",25.969999
"29","2019-12-20",25.684999
"30","2019-12-23",26.879999
"31","2019-12-24",28.58
"32","2019-12-26",27.110001
"33","2019-12-27",24.65
"34","2019-12-30",27.110001
"35","2019-12-31",26.290001
"36","2020-01-02",25.1
"37","2020-01-03",26.83
"38","2020-01-06",27.129999
"39","2020-01-07",27.120001
"40","2020-01-08",25.76
"41","2020-01-09",25.620001
"42","2020-01-10",26.6
"43","2020-01-13",27.35
"44","2020-01-14",27.32
"45","2020-01-15",26.6
"46","2020-01-16",25.610001
"47","2020-01-17",26.51
"48","2020-01-21",27.6
"49","2020-01-22",28.209999
"50","2020-01-23",27.92
"51","2020-01-24",26.15
"52","2020-01-27",27.18
"53","2020-01-28",27.34
"54","2020-01-29",33.66
"55","2020-01-30",30.370001
"56","2020-01-31",26.719999
"57","2020-02-03",25.9
"58","2020-02-04",26.9
"59","2020-02-05",26.360001
"60","2020-02-06",27.530001
"61","2020-02-07",25.99
"62","2020-02-10",26.790001
"63","2020-02-11",28.6
"64","2020-02-12",29.299999
"65","2020-02-13",31.049999
"66","2020-02-14",32.5
"67","2020-02-18",35.959999
"68","2020-02-19",36.889999
"69","2020-02-20",35.509998
"70","2020-02-21",33.66
"71","2020-02-24",36.25
"72","2020-02-25",37.490002
"73","2020-02-26",34.220001
"74","2020-02-27",33.549999
"75","2020-02-28",35.669998
"76","2020-03-02",41.77
"77","2020-03-03",40.77
"78","2020-03-04",39.990002
"79","2020-03-05",37.080002
"80","2020-03-06",38.200001
"81","2020-03-09",37.200001
"82","2020-03-10",34.599998
"83","2020-03-11",33.549999
"84","2020-03-12",21.049999
"85","2020-03-13",23.02
"86","2020-03-16",16.4
"87","2020-03-17",17.1
"88","2020-03-18",17.35
"89","2020-03-19",19.629999
"90","2020-03-20",23.540001
"91","2020-03-23",25.93
"92","2020-03-24",27.65
"93","2020-03-25",28.950001
"94","2020-03-26",30
"95","2020-03-27",32.110001
"96","2020-03-30",28.629999
"97","2020-03-31",25.25
"98","2020-04-01",23.200001
"99","2020-04-02",24.09
"100","2020-04-03",21.4
"101","2020-04-06",22.059999
"102","2020-04-07",21.139999
"103","2020-04-08",20.690001
"104","2020-04-09",20.76
"105","2020-04-13",20.959999
"106","2020-04-14",23.049999
"107","2020-04-15",22.6
"108","2020-04-16",22.459999
"109","2020-04-17",22.43
"110","2020-04-20",24.57
"111","2020-04-21",23.75
"112","2020-04-22",24.440001
"113","2020-04-23",23.5
"114","2020-04-24",26.049999
"115","2020-04-27",27.18
"116","2020-04-28",24.790001
"117","2020-04-29",25.98
"118","2020-04-30",23.51
"119","2020-05-01",23.65
"120","2020-05-04",24.85
"121","2020-05-05",24.75
"122","2020-05-06",23.389999
"123","2020-05-07",24.879999
"124","2020-05-08",31.200001
"125","2020-05-11",29.889999
"126","2020-05-12",26.57
"127","2020-05-13",24.799999
"128","2020-05-14",24.93
"129","2020-05-15",27.67
"130","2020-05-18",27.33
"131","2020-05-19",26.389999
"132","2020-05-20",27.58
"133","2020-05-21",26.110001
"134","2020-05-22",26
"135","2020-05-26",26.1
"136","2020-05-27",26
"137","2020-05-28",25.33
"138","2020-05-29",25.76
"139","2020-06-01",24.370001
"140","2020-06-02",23.49
"141","2020-06-03",24.790001
"142","2020-06-04",23.450001
"143","2020-06-05",22.83
"144","2020-06-08",22.26
"145","2020-06-09",23.4
"146","2020-06-10",26.66
"147","2020-06-11",24.969999
"148","2020-06-12",24.27
"149","2020-06-15",25.870001
"150","2020-06-16",25.66
"151","2020-06-17",24.709999
"152","2020-06-18",25.09
"153","2020-06-19",23
"154","2020-06-22",24.290001
"155","2020-06-23",23.309999
"156","2020-06-24",22.870001
"157","2020-06-25",22.924999
"158","2020-06-26",21.25
"159","2020-06-29",19.969999
"160","2020-06-30",19.93
"161","2020-07-01",28.17
"162","2020-07-02",27.6
"163","2020-07-06",26.48
"164","2020-07-07",33.049999
"165","2020-07-08",30.959999
"166","2020-07-09",33.080002
"167","2020-07-10",32.220001
"168","2020-07-13",31.75
"169","2020-07-14",31.120001
"170","2020-07-15",32.290001
"171","2020-07-16",32.220001
"172","2020-07-17",32.5
"173","2020-07-20",34.84
"174","2020-07-21",34.84
"175","2020-07-22",33.139999
"176","2020-07-23",32.779999
"177","2020-07-24",31.67
"178","2020-07-27",31.51
"179","2020-07-28",31.32
"180","2020-07-29",28.77
"181","2020-07-30",29.09
"182","2020-07-31",30.379999
"183","2020-08-03",30.540001
"184","2020-08-04",31.440001
"185","2020-08-05",32
"186","2020-08-06",30.01
"187","2020-08-07",31.25
"188","2020-08-10",31.639999
"189","2020-08-11",30.209999
"190","2020-08-12",29.690001
"191","2020-08-13",30.75
"192","2020-08-14",30.17
"193","2020-08-17",31.75
"194","2020-08-18",33.82
"195","2020-08-19",34.68
"196","2020-08-20",33.799999
"197","2020-08-21",33.48
"198","2020-08-24",35.669998
"199","2020-08-25",37.169998
"200","2020-08-26",37.880001
"201","2020-08-27",37.619999
"202","2020-08-28",38.25
"203","2020-08-31",38.5
"204","2020-09-01",38.509998
"205","2020-09-02",38.82
"206","2020-09-03",37.240002
"207","2020-09-04",36.82
"208","2020-09-08",35.049999
"209","2020-09-09",36.790001
"210","2020-09-10",35.610001
"211","2020-09-11",34.560001
"212","2020-09-14",36.75
"213","2020-09-15",30.440001
"214","2020-09-16",29.190001
"215","2020-09-17",24.889999
"216","2020-09-18",25.530001
