"","date","LOPE"
"236","2009-10-28",17.139999
"237","2009-10-29",16.65
"238","2009-10-30",16.219999
"239","2009-11-02",16.459999
"240","2009-11-03",16.790001
"241","2009-11-04",18
"242","2009-11-05",18.440001
"243","2009-11-06",18.129999
"244","2009-11-09",17.43
"245","2009-11-10",17.540001
"246","2009-11-11",17.5
"247","2009-11-12",17.83
"248","2009-11-13",18.75
"249","2009-11-16",19.1
"250","2009-11-17",19.610001
"251","2009-11-18",19.49
"252","2009-11-19",19.25
"253","2009-11-20",19.540001
"254","2009-11-23",19.540001
"255","2009-11-24",19.49
"256","2009-11-25",19.48
"257","2009-11-27",18.969999
"258","2009-11-30",19.17
"259","2009-12-01",18.6
"260","2009-12-02",18.639999
"261","2009-12-03",18.6
"262","2009-12-04",18.67
"263","2009-12-07",18.370001
"264","2009-12-08",18.57
"265","2009-12-09",19.26
"266","2009-12-10",19.1
"267","2009-12-11",18.9
"268","2009-12-14",19
"269","2009-12-15",19.23
"270","2009-12-16",19.530001
"271","2009-12-17",18.719999
"272","2009-12-18",18.98
"273","2009-12-21",18.120001
"274","2009-12-22",18.66
"275","2009-12-23",18.809999
"276","2009-12-24",19.040001
"277","2009-12-28",18.5
"278","2009-12-29",18.58
"279","2009-12-30",18.93
"280","2009-12-31",19.01
"281","2010-01-04",18.92
"282","2010-01-05",18.33
"283","2010-01-06",19.360001
"284","2010-01-07",19.59
"285","2010-01-08",19.43
"286","2010-01-11",18.959999
"287","2010-01-12",18.799999
"288","2010-01-13",19.17
"289","2010-01-14",19.440001
"290","2010-01-15",19.370001
"291","2010-01-19",19.48
"292","2010-01-20",19.290001
"293","2010-01-21",19.32
"294","2010-01-22",19.200001
"295","2010-01-25",19.209999
"296","2010-01-26",19.17
"297","2010-01-27",20.040001
"298","2010-01-28",20.08
"299","2010-01-29",19.969999
"300","2010-02-01",20.08
"301","2010-02-02",21.09
"302","2010-02-03",21.27
"303","2010-02-04",20.280001
"304","2010-02-05",20.34
"305","2010-02-08",19.9
"306","2010-02-09",19.85
"307","2010-02-10",19.780001
"308","2010-02-11",20.440001
"309","2010-02-12",20.25
"310","2010-02-16",20.58
"311","2010-02-17",21.26
"312","2010-02-18",21.049999
"313","2010-02-19",20.799999
"314","2010-02-22",20.309999
"315","2010-02-23",20.950001
"316","2010-02-24",21.110001
"317","2010-02-25",21.1
"318","2010-02-26",21.75
"319","2010-03-01",22.209999
"320","2010-03-02",22.16
"321","2010-03-03",22.33
"322","2010-03-04",22.940001
"323","2010-03-05",23.34
"324","2010-03-08",23.32
"325","2010-03-09",23.799999
"326","2010-03-10",24.049999
"327","2010-03-11",24.049999
"328","2010-03-12",24.25
"329","2010-03-15",24.23
"330","2010-03-16",24.459999
"331","2010-03-17",24.67
"332","2010-03-18",25.07
"333","2010-03-19",25.469999
"334","2010-03-22",25.959999
"335","2010-03-23",26.48
"336","2010-03-24",26.42
"337","2010-03-25",26.639999
"338","2010-03-26",26.41
"339","2010-03-29",26.32
"340","2010-03-30",26.059999
"341","2010-03-31",26.139999
"342","2010-04-01",26.08
"343","2010-04-05",25.99
"344","2010-04-06",25.77
"345","2010-04-07",25.5
"346","2010-04-08",25.559999
"347","2010-04-09",25.68
"348","2010-04-12",26.280001
"349","2010-04-13",27.35
"350","2010-04-14",27.16
"351","2010-04-15",27.02
"352","2010-04-16",26.959999
"353","2010-04-19",26.99
"354","2010-04-20",27.01
"355","2010-04-21",26.969999
"356","2010-04-22",26.66
"357","2010-04-23",26.120001
"358","2010-04-26",25.83
"359","2010-04-27",25.049999
"360","2010-04-28",24.959999
"361","2010-04-29",24.85
"362","2010-04-30",24.18
"363","2010-05-03",25.08
"364","2010-05-04",25.030001
"365","2010-05-05",25.4
"366","2010-05-06",24.9
"367","2010-05-07",24.42
"368","2010-05-10",25
"369","2010-05-11",24.85
"370","2010-05-12",25.219999
"371","2010-05-13",25.01
"372","2010-05-14",24.26
"373","2010-05-17",25.15
"374","2010-05-18",25.16
"375","2010-05-19",25.08
"376","2010-05-20",25.299999
"377","2010-05-21",25.99
"378","2010-05-24",25.92
"379","2010-05-25",25.610001
"380","2010-05-26",26.24
"381","2010-05-27",25.440001
"382","2010-05-28",24.559999
"383","2010-06-01",24.719999
"384","2010-06-02",25.040001
"385","2010-06-03",24.969999
"386","2010-06-04",24.120001
"387","2010-06-07",23.65
"388","2010-06-08",23.58
"389","2010-06-09",23.59
"390","2010-06-10",23.58
"391","2010-06-11",23.629999
"392","2010-06-14",23.42
"393","2010-06-15",23.65
"394","2010-06-16",24
"395","2010-06-17",24.209999
"396","2010-06-18",24.620001
"397","2010-06-21",24.49
"398","2010-06-22",24.08
"399","2010-06-23",23.629999
"400","2010-06-24",23.719999
"401","2010-06-25",23.5
"402","2010-06-28",24.08
"403","2010-06-29",23.68
"404","2010-06-30",23.43
"405","2010-07-01",23.120001
"406","2010-07-02",22.540001
"407","2010-07-06",21.530001
"408","2010-07-07",22.049999
"409","2010-07-08",22.389999
"410","2010-07-09",21.02
"411","2010-07-12",20.629999
"412","2010-07-13",20.379999
"413","2010-07-14",20.57
"414","2010-07-15",20.860001
"415","2010-07-16",20.610001
"416","2010-07-19",21.51
"417","2010-07-20",21.73
"418","2010-07-21",21.34
"419","2010-07-22",21.68
"420","2010-07-23",23.120001
"421","2010-07-26",23.389999
"422","2010-07-27",23.66
"423","2010-07-28",23.709999
"424","2010-07-29",23.82
"425","2010-07-30",24.27
"426","2010-08-02",24.25
"427","2010-08-03",24.15
"428","2010-08-04",24.41
"429","2010-08-05",22.969999
"430","2010-08-06",20.809999
"431","2010-08-09",20.17
"432","2010-08-10",18.1
"433","2010-08-11",17.65
"434","2010-08-12",17.540001
"435","2010-08-13",16.290001
"436","2010-08-16",16.049999
"437","2010-08-17",15.67
"438","2010-08-18",17.35
"439","2010-08-19",17.299999
"440","2010-08-20",17.299999
"441","2010-08-23",17.110001
"442","2010-08-24",17.07
"443","2010-08-25",17.110001
"444","2010-08-26",17.01
"445","2010-08-27",17.709999
"446","2010-08-30",17.4
"447","2010-08-31",17.049999
"448","2010-09-01",17.030001
"449","2010-09-02",17.299999
"450","2010-09-03",17.5
"451","2010-09-07",17.1
"452","2010-09-08",16.780001
"453","2010-09-09",17.190001
"454","2010-09-10",17.09
"455","2010-09-13",18.629999
"456","2010-09-14",18.76
"457","2010-09-15",18.74
"458","2010-09-16",19.1
"459","2010-09-17",20.459999
"460","2010-09-20",21.25
"461","2010-09-21",21.08
"462","2010-09-22",21
"463","2010-09-23",21.42
"464","2010-09-24",21.73
"465","2010-09-27",20.860001
"466","2010-09-28",21.280001
"467","2010-09-29",21.450001
"468","2010-09-30",21.93
"469","2010-10-01",22.030001
"470","2010-10-04",21.719999
"471","2010-10-05",22.1
"472","2010-10-06",22.129999
"473","2010-10-07",22.129999
"474","2010-10-08",22.41
"475","2010-10-11",22.67
"476","2010-10-12",22.76
"477","2010-10-13",22.950001
"478","2010-10-14",20.040001
"479","2010-10-15",19.9
"480","2010-10-18",20.17
"481","2010-10-19",20.23
"482","2010-10-20",20.26
"483","2010-10-21",20.24
"484","2010-10-22",20.98
"485","2010-10-25",21.41
"486","2010-10-26",18.870001
"487","2010-10-27",18.639999
"488","2010-10-28",18.610001
"489","2010-10-29",18.809999
"490","2010-11-01",18.93
"491","2010-11-02",19.209999
"492","2010-11-03",19.34
"493","2010-11-04",18.27
"494","2010-11-05",18.200001
"495","2010-11-08",18.5
"496","2010-11-09",18.24
"497","2010-11-10",18.290001
"498","2010-11-11",18.4
"499","2010-11-12",18.219999
"500","2010-11-15",18.48
"501","2010-11-16",18.950001
"502","2010-11-17",18.879999
"503","2010-11-18",18.82
"504","2010-11-19",18.6
"505","2010-11-22",18.75
"506","2010-11-23",19.15
"507","2010-11-24",19.48
"508","2010-11-26",19.610001
"509","2010-11-29",19.32
"510","2010-11-30",19.040001
"511","2010-12-01",19.15
"512","2010-12-02",19
"513","2010-12-03",19.200001
"514","2010-12-06",18.99
"515","2010-12-07",18.93
"516","2010-12-08",18.84
"517","2010-12-09",18.799999
"518","2010-12-10",18.700001
"519","2010-12-13",18.91
"520","2010-12-14",18.82
"521","2010-12-15",18.82
"522","2010-12-16",18.77
"523","2010-12-17",18.65
"524","2010-12-20",18.82
"525","2010-12-21",18.780001
"526","2010-12-22",18.860001
"527","2010-12-23",18.860001
"528","2010-12-27",18.77
"529","2010-12-28",18.83
"530","2010-12-29",18.799999
"531","2010-12-30",19.5
"532","2010-12-31",19.59
"533","2011-01-03",19.75
"534","2011-01-04",19.9
"535","2011-01-05",20.280001
"536","2011-01-06",20.59
"537","2011-01-07",20.030001
"538","2011-01-10",18.049999
"539","2011-01-11",18.049999
"540","2011-01-12",18.33
"541","2011-01-13",18.360001
"542","2011-01-14",18.74
"543","2011-01-18",18.68
"544","2011-01-19",18.120001
"545","2011-01-20",18.84
"546","2011-01-21",18.469999
"547","2011-01-24",18.92
"548","2011-01-25",18.25
"549","2011-01-26",18.709999
"550","2011-01-27",18.33
"551","2011-01-28",18.15
"552","2011-01-31",18.09
"553","2011-02-01",18.950001
"554","2011-02-02",18.58
"555","2011-02-03",18.459999
"556","2011-02-04",18.4
"557","2011-02-07",18.27
"558","2011-02-08",18.639999
"559","2011-02-09",18.35
"560","2011-02-10",18.440001
"561","2011-02-11",19.01
"562","2011-02-14",19.290001
"563","2011-02-15",18.58
"564","2011-02-16",17.76
"565","2011-02-17",17.290001
"566","2011-02-18",17.43
"567","2011-02-22",16.940001
"568","2011-02-23",15.09
"569","2011-02-24",15.39
"570","2011-02-25",15.71
"571","2011-02-28",16.08
"572","2011-03-01",15.72
"573","2011-03-02",16.129999
"574","2011-03-03",16.459999
"575","2011-03-04",16.49
"576","2011-03-07",15.99
"577","2011-03-08",15.74
"578","2011-03-09",15.61
"579","2011-03-10",15.4
"580","2011-03-11",15.34
"581","2011-03-14",15.14
"582","2011-03-15",14.94
"583","2011-03-16",14.35
"584","2011-03-17",14.2
"585","2011-03-18",14.61
"586","2011-03-21",14.76
"587","2011-03-22",14.51
"588","2011-03-23",14.71
"589","2011-03-24",14.72
"590","2011-03-25",14.62
"591","2011-03-28",14.6
"592","2011-03-29",14.12
"593","2011-03-30",14.28
"594","2011-03-31",14.5
"595","2011-04-01",14.3
"596","2011-04-04",14.29
"597","2011-04-05",14.61
"598","2011-04-06",15.19
"599","2011-04-07",14.55
"600","2011-04-08",14.52
"601","2011-04-11",14.2
"602","2011-04-12",14.06
"603","2011-04-13",13.51
"604","2011-04-14",13.69
"605","2011-04-15",13.54
"606","2011-04-18",13.27
"607","2011-04-19",13
"608","2011-04-20",13.64
"609","2011-04-21",13.71
"610","2011-04-25",13.9
"611","2011-04-26",14.28
"612","2011-04-27",14.5
"613","2011-04-28",14.57
"614","2011-04-29",14.46
"615","2011-05-02",14.08
"616","2011-05-03",14.47
"617","2011-05-04",14.13
"618","2011-05-05",13.68
"619","2011-05-06",13.6
"620","2011-05-09",14.28
"621","2011-05-10",14.32
"622","2011-05-11",13.98
"623","2011-05-12",14.1
"624","2011-05-13",13.96
"625","2011-05-16",13.8
"626","2011-05-17",13.42
"627","2011-05-18",13.19
"628","2011-05-19",13.09
"629","2011-05-20",12.58
"630","2011-05-23",12.38
"631","2011-05-24",12.71
"632","2011-05-25",13.01
"633","2011-05-26",13
"634","2011-05-27",13.04
"635","2011-05-31",12.9
"636","2011-06-01",12.82
"637","2011-06-02",13.97
"638","2011-06-03",13.8
"639","2011-06-06",13.63
"640","2011-06-07",13.22
"641","2011-06-08",13.35
"642","2011-06-09",13.34
"643","2011-06-10",13.03
"644","2011-06-13",12.87
"645","2011-06-14",13.25
"646","2011-06-15",13.52
"647","2011-06-16",13.23
"648","2011-06-17",12.85
"649","2011-06-20",12.96
"650","2011-06-21",13.26
"651","2011-06-22",13.29
"652","2011-06-23",13.78
"653","2011-06-24",13.54
"654","2011-06-27",13.59
"655","2011-06-28",14.06
"656","2011-06-29",13.96
"657","2011-06-30",14.18
"658","2011-07-01",14.61
"659","2011-07-05",14.34
"660","2011-07-06",14.33
"661","2011-07-07",14.66
"662","2011-07-08",14.46
"663","2011-07-11",14.06
"664","2011-07-12",14.28
"665","2011-07-13",15.05
"666","2011-07-14",15.19
"667","2011-07-15",14.98
"668","2011-07-18",14.92
"669","2011-07-19",15.25
"670","2011-07-20",15.23
"671","2011-07-21",15.47
"672","2011-07-22",15.57
"673","2011-07-25",15.5
"674","2011-07-26",15.66
"675","2011-07-27",15.5
"676","2011-07-28",15.54
"677","2011-07-29",15.39
"678","2011-08-01",14.99
"679","2011-08-02",14.7
"680","2011-08-03",14.85
"681","2011-08-04",14.29
"682","2011-08-05",16.16
"683","2011-08-08",15.21
"684","2011-08-09",16.16
"685","2011-08-10",15.53
"686","2011-08-11",15.85
"687","2011-08-12",15.74
"688","2011-08-15",15.91
"689","2011-08-16",15.62
"690","2011-08-17",15.73
"691","2011-08-18",14.81
"692","2011-08-19",15.04
"693","2011-08-22",14.89
"694","2011-08-23",15.16
"695","2011-08-24",15.29
"696","2011-08-25",15
"697","2011-08-26",15.14
"698","2011-08-29",15.76
"699","2011-08-30",15.75
"700","2011-08-31",15.55
"701","2011-09-01",15.05
"702","2011-09-02",14.63
"703","2011-09-06",14.7
"704","2011-09-07",15.15
"705","2011-09-08",15.36
"706","2011-09-09",14.86
"707","2011-09-12",15.18
"708","2011-09-13",15.42
"709","2011-09-14",16.120001
"710","2011-09-15",16.299999
"711","2011-09-16",16.66
"712","2011-09-19",16.33
"713","2011-09-20",16.17
"714","2011-09-21",15.69
"715","2011-09-22",15.46
"716","2011-09-23",15.31
"717","2011-09-26",15.69
"718","2011-09-27",16.59
"719","2011-09-28",16.15
"720","2011-09-29",16.27
"721","2011-09-30",16.15
"722","2011-10-03",15.22
"723","2011-10-04",15.48
"724","2011-10-05",16.27
"725","2011-10-06",16.25
"726","2011-10-07",16.040001
"727","2011-10-10",16.26
"728","2011-10-11",16.440001
"729","2011-10-12",17.08
"730","2011-10-13",16.969999
"731","2011-10-14",16.59
"732","2011-10-17",15.83
"733","2011-10-18",15.75
"734","2011-10-19",16.01
"735","2011-10-20",15.44
"736","2011-10-21",16.219999
"737","2011-10-24",16.639999
"738","2011-10-25",16.42
"739","2011-10-26",16.34
"740","2011-10-27",17.110001
"741","2011-10-28",16.91
"742","2011-10-31",16.309999
"743","2011-11-01",15.87
"744","2011-11-02",15.52
"745","2011-11-03",15.96
"746","2011-11-04",15.72
"747","2011-11-07",15.83
"748","2011-11-08",16.969999
"749","2011-11-09",16.17
"750","2011-11-10",16.4
"751","2011-11-11",16.83
"752","2011-11-14",16.35
"753","2011-11-15",16.32
"754","2011-11-16",15.93
"755","2011-11-17",15.52
"756","2011-11-18",15.39
"757","2011-11-21",15.12
"758","2011-11-22",14.9
"759","2011-11-23",14.61
"760","2011-11-25",14.41
"761","2011-11-28",14.8
"762","2011-11-29",14.72
"763","2011-11-30",15.45
"764","2011-12-01",15.26
"765","2011-12-02",15.01
"766","2011-12-05",15.08
"767","2011-12-06",15.1
"768","2011-12-07",15.21
"769","2011-12-08",14.68
"770","2011-12-09",14.56
"771","2011-12-12",14.79
"772","2011-12-13",14.16
"773","2011-12-14",14.13
"774","2011-12-15",14.5
"775","2011-12-16",15.03
"776","2011-12-19",15.12
"777","2011-12-20",15.42
"778","2011-12-21",15.84
"779","2011-12-22",15.99
"780","2011-12-23",15.86
"781","2011-12-27",16.030001
"782","2011-12-28",15.73
"783","2011-12-29",15.85
"784","2011-12-30",15.96
"785","2012-01-03",15.98
"786","2012-01-04",16
"787","2012-01-05",16
"788","2012-01-06",16.059999
"789","2012-01-09",16.67
"790","2012-01-10",16.91
"791","2012-01-11",17.469999
"792","2012-01-12",17.48
"793","2012-01-13",18.07
"794","2012-01-17",18.08
"795","2012-01-18",17.299999
"796","2012-01-19",16.950001
"797","2012-01-20",17.08
"798","2012-01-23",16.959999
"799","2012-01-24",17.25
"800","2012-01-25",17.360001
"801","2012-01-26",17.1
"802","2012-01-27",17.030001
"803","2012-01-30",16.879999
"804","2012-01-31",16.780001
"805","2012-02-01",17.15
"806","2012-02-02",16.860001
"807","2012-02-03",17.1
"808","2012-02-06",17.120001
"809","2012-02-07",17.1
"810","2012-02-08",17
"811","2012-02-09",17.469999
"812","2012-02-10",17.709999
"813","2012-02-13",17.870001
"814","2012-02-14",17.559999
"815","2012-02-15",17.280001
"816","2012-02-16",18
"817","2012-02-17",18.02
"818","2012-02-21",17.84
"819","2012-02-22",17.48
"820","2012-02-23",17.83
"821","2012-02-24",18.51
"822","2012-02-27",18.52
"823","2012-02-28",17.440001
"824","2012-02-29",17.110001
"825","2012-03-01",17.1
"826","2012-03-02",16.91
"827","2012-03-05",16.959999
"828","2012-03-06",16.690001
"829","2012-03-07",16.9
"830","2012-03-08",16.959999
"831","2012-03-09",17.23
"832","2012-03-12",17.030001
"833","2012-03-13",17.33
"834","2012-03-14",17.08
"835","2012-03-15",17.639999
"836","2012-03-16",17.51
"837","2012-03-19",17.639999
"838","2012-03-20",17.639999
"839","2012-03-21",17.66
"840","2012-03-22",17.59
"841","2012-03-23",17.809999
"842","2012-03-26",18.17
"843","2012-03-27",17.9
"844","2012-03-28",18.02
"845","2012-03-29",17.99
"846","2012-03-30",17.76
"847","2012-04-02",17.76
"848","2012-04-03",17.59
"849","2012-04-04",17.209999
"850","2012-04-05",17.129999
"851","2012-04-09",16.620001
"852","2012-04-10",16.27
"853","2012-04-11",16.57
"854","2012-04-12",16.639999
"855","2012-04-13",16.6
"856","2012-04-16",16.549999
"857","2012-04-17",16.76
"858","2012-04-18",16.75
"859","2012-04-19",16.540001
"860","2012-04-20",16.73
"861","2012-04-23",16.639999
"862","2012-04-24",16.799999
"863","2012-04-25",16.91
"864","2012-04-26",17.1
"865","2012-04-27",17.469999
"866","2012-04-30",17.389999
"867","2012-05-01",16.91
"868","2012-05-02",16.74
"869","2012-05-03",16.35
"870","2012-05-04",16.299999
"871","2012-05-07",16.030001
"872","2012-05-08",17.98
"873","2012-05-09",18.59
"874","2012-05-10",18.57
"875","2012-05-11",18.049999
"876","2012-05-14",17.99
"877","2012-05-15",18
"878","2012-05-16",17.99
"879","2012-05-17",17.809999
"880","2012-05-18",17.73
"881","2012-05-21",17.959999
"882","2012-05-22",17.860001
"883","2012-05-23",17.98
"884","2012-05-24",17.92
"885","2012-05-25",18.35
"886","2012-05-29",18.98
"887","2012-05-30",18.129999
"888","2012-05-31",18.120001
"889","2012-06-01",18.17
"890","2012-06-04",18.469999
"891","2012-06-05",18.389999
"892","2012-06-06",18.610001
"893","2012-06-07",18.57
"894","2012-06-08",18.65
"895","2012-06-11",18.379999
"896","2012-06-12",17.98
"897","2012-06-13",17.98
"898","2012-06-14",18.280001
"899","2012-06-15",18.25
"900","2012-06-18",18.58
"901","2012-06-19",18.85
"902","2012-06-20",19.049999
"903","2012-06-21",18.860001
"904","2012-06-22",19
"905","2012-06-25",19.190001
"906","2012-06-26",20.02
"907","2012-06-27",20.450001
"908","2012-06-28",20.5
"909","2012-06-29",20.940001
"910","2012-07-02",21.129999
"911","2012-07-03",21.34
"912","2012-07-05",21.530001
"913","2012-07-06",21.66
"914","2012-07-09",21.719999
"915","2012-07-10",21.25
"916","2012-07-11",21.209999
"917","2012-07-12",21.110001
"918","2012-07-13",20.76
"919","2012-07-16",20.309999
"920","2012-07-17",20.129999
"921","2012-07-18",19.74
"922","2012-07-19",19.719999
"923","2012-07-20",19.280001
"924","2012-07-23",18.969999
"925","2012-07-24",17.780001
"926","2012-07-25",17.690001
"927","2012-07-26",17.34
"928","2012-07-27",17.799999
"929","2012-07-30",16.84
"930","2012-07-31",16.639999
"931","2012-08-01",16.129999
"932","2012-08-02",16.23
"933","2012-08-03",15.95
"934","2012-08-06",16.15
"935","2012-08-07",19.450001
"936","2012-08-08",20.4
"937","2012-08-09",19.98
"938","2012-08-10",20.1
"939","2012-08-13",20.23
"940","2012-08-14",20.379999
"941","2012-08-15",20.91
"942","2012-08-16",21.110001
"943","2012-08-17",21.33
"944","2012-08-20",21.129999
"945","2012-08-21",21.08
"946","2012-08-22",21.1
"947","2012-08-23",21.02
"948","2012-08-24",20.74
"949","2012-08-27",20.74
"950","2012-08-28",20.870001
"951","2012-08-29",20.950001
"952","2012-08-30",20.83
"953","2012-08-31",21.120001
"954","2012-09-04",21.84
"955","2012-09-05",21.93
"956","2012-09-06",22.469999
"957","2012-09-07",22.77
"958","2012-09-10",22.629999
"959","2012-09-11",23.139999
"960","2012-09-12",23.34
"961","2012-09-13",23.299999
"962","2012-09-14",23.57
"963","2012-09-17",23.690001
"964","2012-09-18",23.68
"965","2012-09-19",23.690001
"966","2012-09-20",23.57
"967","2012-09-21",23.139999
"968","2012-09-24",23.190001
"969","2012-09-25",22.860001
"970","2012-09-26",22.84
"971","2012-09-27",23.309999
"972","2012-09-28",23.530001
"973","2012-10-01",23.34
"974","2012-10-02",23.32
"975","2012-10-03",22.870001
"976","2012-10-04",23.41
"977","2012-10-05",23.709999
"978","2012-10-08",23.85
"979","2012-10-09",23.84
