"","date","GRFS"
"1","2011-06-02",7.285714
"2","2011-06-03",7.047619
"3","2011-06-06",6.904762
"4","2011-06-07",6.933333
"5","2011-06-08",6.866667
"6","2011-06-09",6.857143
"7","2011-06-10",6.876191
"8","2011-06-13",6.819047
"9","2011-06-14",6.904762
"10","2011-06-15",6.742857
"11","2011-06-16",6.695238
"12","2011-06-17",6.790476
"13","2011-06-20",6.752381
"14","2011-06-21",6.847619
"15","2011-06-22",6.761905
"16","2011-06-23",6.695238
"17","2011-06-24",6.590476
"18","2011-06-27",6.67619
"19","2011-06-28",6.742857
"20","2011-06-29",6.914286
"21","2011-06-30",7.152381
"22","2011-07-01",7.238095
"23","2011-07-05",7.180953
"24","2011-07-06",7.142857
"25","2011-07-07",7.142857
"26","2011-07-08",7.285714
"27","2011-07-11",7.190476
"28","2011-07-12",7.07619
"29","2011-07-13",7.066667
"30","2011-07-14",7.142857
"31","2011-07-15",7.32381
"32","2011-07-18",7.409524
"33","2011-07-19",7.561905
"34","2011-07-20",7.695238
"35","2011-07-21",7.742857
"36","2011-07-22",7.666667
"37","2011-07-25",7.619048
"38","2011-07-26",7.580952
"39","2011-07-27",7.476191
"40","2011-07-28",7.609524
"41","2011-07-29",7.590476
"42","2011-08-01",7.523809
"43","2011-08-02",7.209524
"44","2011-08-03",7.380952
"45","2011-08-04",7.047619
"46","2011-08-05",6.866667
"47","2011-08-08",6.295238
"48","2011-08-09",6.571429
"49","2011-08-10",6.495238
"50","2011-08-11",6.67619
"51","2011-08-12",6.72381
"52","2011-08-15",6.857143
"53","2011-08-16",6.742857
"54","2011-08-17",6.771429
"55","2011-08-18",6.571429
"56","2011-08-19",6.428571
"57","2011-08-22",6.514286
"58","2011-08-23",6.476191
"59","2011-08-24",6.504762
"60","2011-08-25",6.390476
"61","2011-08-26",6.32381
"62","2011-08-29",6.447619
"63","2011-08-30",6.476191
"64","2011-08-31",6.552381
"65","2011-09-01",6.6
"66","2011-09-02",6.476191
"67","2011-09-06",6.419048
"68","2011-09-07",6.457143
"69","2011-09-08",6.476191
"70","2011-09-09",6.085714
"71","2011-09-12",6.114286
"72","2011-09-13",6.066667
"73","2011-09-14",6.038095
"74","2011-09-15",6
"75","2011-09-16",5.952381
"76","2011-09-19",5.904762
"77","2011-09-20",5.933333
"78","2011-09-21",5.809524
"79","2011-09-22",5.257143
"80","2011-09-23",5.485714
"81","2011-09-26",5.609524
"82","2011-09-27",5.971428
"83","2011-09-28",6.095238
"84","2011-09-29",6.085714
"85","2011-09-30",6.085714
"86","2011-10-03",5.980952
"87","2011-10-04",5.895238
"88","2011-10-05",5.895238
"89","2011-10-06",5.942857
"90","2011-10-07",6.028572
"91","2011-10-10",6.171429
"92","2011-10-11",6.142857
"93","2011-10-12",6.047619
"94","2011-10-13",6.028572
"95","2011-10-14",6.352381
"96","2011-10-17",6.142857
"97","2011-10-18",6.2
"98","2011-10-19",6.190476
"99","2011-10-20",6.009524
"100","2011-10-21",6.009524
"101","2011-10-24",6.114286
"102","2011-10-25",6.028572
"103","2011-10-26",6
"104","2011-10-27",6.009524
"105","2011-10-28",6.171429
"106","2011-10-31",6.104762
"107","2011-11-01",5.809524
"108","2011-11-02",5.685714
"109","2011-11-03",5.704762
"110","2011-11-04",5.609524
"111","2011-11-07",5.714286
"112","2011-11-08",5.619048
"113","2011-11-09",5.257143
"114","2011-11-10",5.352381
"115","2011-11-11",5.352381
"116","2011-11-14",5.219048
"117","2011-11-15",5.142857
"118","2011-11-16",5.07619
"119","2011-11-17",5.114286
"120","2011-11-18",5.123809
"121","2011-11-21",4.952381
"122","2011-11-22",4.933333
"123","2011-11-23",4.838095
"124","2011-11-25",4.742857
"125","2011-11-28",4.847619
"126","2011-11-29",4.933333
"127","2011-11-30",5.266667
"128","2011-12-01",4.933333
"129","2011-12-02",5.104762
"130","2011-12-05",5.314286
"131","2011-12-06",5.27619
"132","2011-12-07",5.238095
"133","2011-12-08",5.190476
"134","2011-12-09",5.142857
"135","2011-12-12",4.980952
"136","2011-12-13",4.933333
"137","2011-12-14",4.72381
"138","2011-12-15",4.666667
"139","2011-12-16",4.67619
"140","2011-12-19",4.857143
"141","2011-12-20",4.980952
"142","2011-12-21",5.238095
"143","2011-12-22",5.104762
"144","2011-12-23",5.333333
"145","2011-12-27",5.371428
"146","2011-12-28",5.238095
"147","2011-12-29",5.333333
"148","2011-12-30",5.266667
"149","2012-01-03",5.257143
"150","2012-01-04",5.219048
"151","2012-01-05",5.180953
"152","2012-01-06",5.133333
"153","2012-01-09",5.123809
"154","2012-01-10",5.228571
"155","2012-01-11",5.380952
"156","2012-01-12",5.4
"157","2012-01-13",5.247619
"158","2012-01-17",5.409524
"159","2012-01-18",5.638095
"160","2012-01-19",5.761905
"161","2012-01-20",5.876191
"162","2012-01-23",5.980952
"163","2012-01-24",6.085714
"164","2012-01-25",6.142857
"165","2012-01-26",6.057143
"166","2012-01-27",6.180953
"167","2012-01-30",6.07619
"168","2012-01-31",6.047619
"169","2012-02-01",6.123809
"170","2012-02-02",6.523809
"171","2012-02-03",6.590476
"172","2012-02-06",6.533333
"173","2012-02-07",6.638095
"174","2012-02-08",6.666667
"175","2012-02-09",6.495238
"176","2012-02-10",6.380952
"177","2012-02-13",6.342857
"178","2012-02-14",6.361905
"179","2012-02-15",6.333333
"180","2012-02-16",6.247619
"181","2012-02-17",6.342857
"182","2012-02-21",6.361905
"183","2012-02-22",6.4
"184","2012-02-23",6.476191
"185","2012-02-24",6.619048
"186","2012-02-27",6.742857
"187","2012-02-28",6.761905
"188","2012-02-29",6.771429
"189","2012-03-01",6.733333
"190","2012-03-02",6.590476
"191","2012-03-05",6.6
"192","2012-03-06",6.495238
"193","2012-03-07",6.533333
"194","2012-03-08",6.714286
"195","2012-03-09",6.761905
"196","2012-03-12",6.790476
"197","2012-03-13",6.876191
"198","2012-03-14",6.904762
"199","2012-03-15",6.971428
"200","2012-03-16",6.942857
"201","2012-03-19",6.980952
"202","2012-03-20",7
"203","2012-03-21",7.066667
"204","2012-03-22",7.057143
"205","2012-03-23",7.161905
"206","2012-03-26",7.285714
"207","2012-03-27",7.428571
"208","2012-03-28",7.428571
"209","2012-03-29",7.4
"210","2012-03-30",7.342857
"211","2012-04-02",7.542857
"212","2012-04-03",7.590476
"213","2012-04-04",7.619048
"214","2012-04-05",7.571429
"215","2012-04-09",7.438095
"216","2012-04-10",7.428571
"217","2012-04-11",7.476191
"218","2012-04-12",7.504762
"219","2012-04-13",7.447619
"220","2012-04-16",7.504762
"221","2012-04-17",7.628572
"222","2012-04-18",7.628572
"223","2012-04-19",7.666667
"224","2012-04-20",8.047619
"225","2012-04-23",7.904762
"226","2012-04-24",8.904762
"227","2012-04-25",9.009523
"228","2012-04-26",9.076191
"229","2012-04-27",9.038095
"230","2012-04-30",9.009523
"231","2012-05-01",9.133333
"232","2012-05-02",9.142858
"233","2012-05-03",9.276191
"234","2012-05-04",9.142858
"235","2012-05-07",9.133333
"236","2012-05-08",9.219048
"237","2012-05-09",8.780952
"238","2012-05-10",8.628572
"239","2012-05-11",8.8
"240","2012-05-14",8.742857
"241","2012-05-15",8.666667
"242","2012-05-16",8.657143
"243","2012-05-17",8.523809
"244","2012-05-18",8.380953
"245","2012-05-21",8.619047
"246","2012-05-22",8.447619
"247","2012-05-23",8.209524
"248","2012-05-24",8.180952
"249","2012-05-25",8.152381
"250","2012-05-29",8.2
"251","2012-05-30",8.047619
"252","2012-05-31",8.066667
"253","2012-06-01",7.952381
"254","2012-06-04",7.761905
"255","2012-06-05",7.780952
"256","2012-06-06",7.952381
"257","2012-06-07",8.095238
"258","2012-06-08",8.238095
"259","2012-06-11",8.276191
"260","2012-06-12",8.466666
"261","2012-06-13",8.590476
"262","2012-06-14",8.609524
"263","2012-06-15",8.580953
"264","2012-06-18",8.561905
"265","2012-06-19",8.619047
"266","2012-06-20",8.580953
"267","2012-06-21",8.457143
"268","2012-06-22",8.580953
"269","2012-06-25",8.580953
"270","2012-06-26",8.742857
"271","2012-06-27",8.87619
"272","2012-06-28",8.914286
"273","2012-06-29",9.142858
"274","2012-07-02",9.219048
"275","2012-07-03",9.295238
"276","2012-07-05",9.276191
"277","2012-07-06",9.257143
"278","2012-07-09",9.257143
"279","2012-07-10",9.295238
"280","2012-07-11",9.304762
"281","2012-07-12",9.342857
"282","2012-07-13",9.67619
"283","2012-07-16",9.552381
"284","2012-07-17",9.742857
"285","2012-07-18",10.076191
"286","2012-07-19",10
"287","2012-07-20",9.904762
"288","2012-07-23",9.704762
"289","2012-07-24",10.042857
"290","2012-07-25",10.071428
"291","2012-07-26",10.414286
"292","2012-07-27",10.404762
"293","2012-07-30",10.428572
"294","2012-07-31",10.628572
"295","2012-08-01",10.109524
"296","2012-08-02",10.047619
"297","2012-08-03",10.114285
"298","2012-08-06",10.109524
"299","2012-08-07",10.038095
"300","2012-08-08",9.904762
"301","2012-08-09",9.7
"302","2012-08-10",9.614285
"303","2012-08-13",9.595238
"304","2012-08-14",9.642858
"305","2012-08-15",9.714286
"306","2012-08-16",10
"307","2012-08-17",10.023809
"308","2012-08-20",9.828571
"309","2012-08-21",9.757143
"310","2012-08-22",9.642858
"311","2012-08-23",9.638095
"312","2012-08-24",9.652381
"313","2012-08-27",9.642858
"314","2012-08-28",9.619047
"315","2012-08-29",9.642858
"316","2012-08-30",9.680952
"317","2012-08-31",9.795238
"318","2012-09-04",9.804762
"319","2012-09-05",9.842857
"320","2012-09-06",9.928572
"321","2012-09-07",9.966666
"322","2012-09-10",9.9
"323","2012-09-11",9.928572
"324","2012-09-12",9.995238
"325","2012-09-13",10.085714
"326","2012-09-14",10.209524
"327","2012-09-17",10.466666
"328","2012-09-18",10.461905
"329","2012-09-19",10.433333
"330","2012-09-20",10.542857
"331","2012-09-21",10.914286
"332","2012-09-24",10.690476
"333","2012-09-25",10.62381
"334","2012-09-26",10.595238
"335","2012-09-27",10.757143
"336","2012-09-28",10.871428
"337","2012-10-01",11.476191
"338","2012-10-02",11.452381
"339","2012-10-03",11.347619
"340","2012-10-04",11.4
"341","2012-10-05",11.638095
"342","2012-10-08",11.6
"343","2012-10-09",11.557143
"344","2012-10-10",11.657143
"345","2012-10-11",11.666667
"346","2012-10-12",11.657143
"347","2012-10-15",11.595238
"348","2012-10-16",11.642858
"349","2012-10-17",11.642858
"350","2012-10-18",11.666667
"351","2012-10-19",11.338096
"352","2012-10-22",11.380953
"353","2012-10-23",11.228572
"354","2012-10-24",11.314285
"355","2012-10-25",11.442857
"356","2012-10-26",11.671429
"357","2012-10-31",11.980952
"358","2012-11-01",12.261905
"359","2012-11-02",12.457143
"360","2012-11-05",12.271428
"361","2012-11-06",12.114285
"362","2012-11-07",11.614285
"363","2012-11-08",11.642858
"364","2012-11-09",11.552381
"365","2012-11-12",11.585714
"366","2012-11-13",11.552381
