"","date","DDOG"
"1","2019-09-19",37.549999
"2","2019-09-20",36.150002
"3","2019-09-23",36.110001
"4","2019-09-24",34.5
"5","2019-09-25",35.25
"6","2019-09-26",32.439999
"7","2019-09-27",32.27
"8","2019-09-30",33.91
"9","2019-10-01",32.389999
"10","2019-10-02",31.1
"11","2019-10-03",32.889999
"12","2019-10-04",34.720001
"13","2019-10-07",36.810001
"14","2019-10-08",35.450001
"15","2019-10-09",36.75
"16","2019-10-10",35.599998
"17","2019-10-11",35.669998
"18","2019-10-14",33.09
"19","2019-10-15",34.799999
"20","2019-10-16",32.200001
"21","2019-10-17",33.959999
"22","2019-10-18",31.57
"23","2019-10-21",30.01
"24","2019-10-22",28.040001
"25","2019-10-23",28.76
"26","2019-10-24",32.5
"27","2019-10-25",34.299999
"28","2019-10-28",33.279999
"29","2019-10-29",33.650002
"30","2019-10-30",34.810001
"31","2019-10-31",33.59
"32","2019-11-01",34.02
"33","2019-11-04",34.439999
"34","2019-11-05",34.91
"35","2019-11-06",33.060001
"36","2019-11-07",31.290001
"37","2019-11-08",32.810001
"38","2019-11-11",33.549999
"39","2019-11-12",34.400002
"40","2019-11-13",40.189999
"41","2019-11-14",41.369999
"42","2019-11-15",40.630001
"43","2019-11-18",40.32
"44","2019-11-19",39.150002
"45","2019-11-20",38.400002
"46","2019-11-21",40.029999
"47","2019-11-22",41.040001
"48","2019-11-25",42.810001
"49","2019-11-26",40.549999
"50","2019-11-27",41.860001
"51","2019-11-29",40.77
"52","2019-12-02",39.599998
"53","2019-12-03",37.77
"54","2019-12-04",36.919998
"55","2019-12-05",35.860001
"56","2019-12-06",35.91
"57","2019-12-09",35.16
"58","2019-12-10",34.810001
"59","2019-12-11",35.549999
"60","2019-12-12",35.73
"61","2019-12-13",38.790001
"62","2019-12-16",38.790001
"63","2019-12-17",37.18
"64","2019-12-18",38.209999
"65","2019-12-19",38.099998
"66","2019-12-20",38.509998
"67","2019-12-23",37.799999
"68","2019-12-24",37.09
"69","2019-12-26",37.959999
"70","2019-12-27",36.110001
"71","2019-12-30",37.130001
"72","2019-12-31",37.779999
"73","2020-01-02",36.700001
"74","2020-01-03",37.419998
"75","2020-01-06",39.900002
"76","2020-01-07",40.060001
"77","2020-01-08",39.950001
"78","2020-01-09",40.209999
"79","2020-01-10",40.16
"80","2020-01-13",40.939999
"81","2020-01-14",39.27
"82","2020-01-15",40.23
"83","2020-01-16",40.610001
"84","2020-01-17",41.189999
"85","2020-01-21",41.130001
"86","2020-01-22",42.220001
"87","2020-01-23",42.810001
"88","2020-01-24",42.049999
"89","2020-01-27",41.255001
"90","2020-01-28",42.16
"91","2020-01-29",43.919998
"92","2020-01-30",47.040001
"93","2020-01-31",46.209999
"94","2020-02-03",45.259998
"95","2020-02-04",47.599998
"96","2020-02-05",45.73
"97","2020-02-06",46.049999
"98","2020-02-07",47.18
"99","2020-02-10",47.950001
"100","2020-02-11",47.810001
"101","2020-02-12",50.009998
"102","2020-02-13",48.5
"103","2020-02-14",47.029999
"104","2020-02-18",47.080002
"105","2020-02-19",47.299999
"106","2020-02-20",45.990002
"107","2020-02-21",45.68
"108","2020-02-24",44.959999
"109","2020-02-25",44.310001
"110","2020-02-26",43.91
"111","2020-02-27",45.889999
"112","2020-02-28",45.150002
"113","2020-03-02",44.790001
"114","2020-03-03",43.400002
"115","2020-03-04",44.525002
"116","2020-03-05",47.299999
"117","2020-03-06",43.619999
"118","2020-03-09",38.82
"119","2020-03-10",38
"120","2020-03-11",35.560001
"121","2020-03-12",33.099998
"122","2020-03-13",35.259998
"123","2020-03-16",28.959999
"124","2020-03-17",34.119999
"125","2020-03-18",32.080002
"126","2020-03-19",33.099998
"127","2020-03-20",33.380001
"128","2020-03-23",32.900002
"129","2020-03-24",34.490002
"130","2020-03-25",33.689999
"131","2020-03-26",34.299999
"132","2020-03-27",34.549999
"133","2020-03-30",34.75
"134","2020-03-31",35.98
"135","2020-04-01",34.880001
"136","2020-04-02",34.599998
"137","2020-04-03",34.689999
"138","2020-04-06",36.279999
"139","2020-04-07",35.900002
"140","2020-04-08",37.150002
"141","2020-04-09",36.950001
"142","2020-04-13",37.869999
"143","2020-04-14",38.91
"144","2020-04-15",38.740002
"145","2020-04-16",39.639999
"146","2020-04-17",40.400002
"147","2020-04-20",40.990002
"148","2020-04-21",40
"149","2020-04-22",40.290001
"150","2020-04-23",40.150002
"151","2020-04-24",41.810001
"152","2020-04-27",43.23
"153","2020-04-28",43.599998
"154","2020-04-29",44.650002
"155","2020-04-30",45.119999
"156","2020-05-01",44.98
"157","2020-05-04",45.830002
"158","2020-05-05",46.599998
"159","2020-05-06",46.560001
"160","2020-05-07",49.610001
"161","2020-05-08",51.73
"162","2020-05-11",55.689999
"163","2020-05-12",68.860001
"164","2020-05-13",69.989998
"165","2020-05-14",65.190002
"166","2020-05-15",67.160004
"167","2020-05-18",67.410004
"168","2020-05-19",70.059998
"169","2020-05-20",70.699997
"170","2020-05-21",69.889999
"171","2020-05-22",73.040001
"172","2020-05-26",71
"173","2020-05-27",66.82
"174","2020-05-28",67.129997
"175","2020-05-29",71.269997
"176","2020-06-01",69.489998
"177","2020-06-02",70.809998
"178","2020-06-03",72.889999
"179","2020-06-04",71.760002
"180","2020-06-05",70.660004
"181","2020-06-08",76.540001
"182","2020-06-09",73.739998
"183","2020-06-10",78.260002
"184","2020-06-11",76.050003
"185","2020-06-12",78.050003
"186","2020-06-15",81.519997
"187","2020-06-16",81.989998
"188","2020-06-17",83.040001
"189","2020-06-18",86.650002
"190","2020-06-19",86.790001
"191","2020-06-22",89.010002
"192","2020-06-23",89.690002
"193","2020-06-24",88.5
"194","2020-06-25",89.599998
"195","2020-06-26",84.5
"196","2020-06-29",83.720001
"197","2020-06-30",86.949997
"198","2020-07-01",89.379997
"199","2020-07-02",89.589996
"200","2020-07-06",88.959999
"201","2020-07-07",90.089996
"202","2020-07-08",96.129997
"203","2020-07-09",96.099998
"204","2020-07-10",96.410004
"205","2020-07-13",86.660004
"206","2020-07-14",88.889999
"207","2020-07-15",88.480003
"208","2020-07-16",85.315002
"209","2020-07-17",87.300003
"210","2020-07-20",92.139999
"211","2020-07-21",90.720001
"212","2020-07-22",89.5
"213","2020-07-23",85.220001
"214","2020-07-24",84.839996
"215","2020-07-27",87.830002
"216","2020-07-28",88.279999
"217","2020-07-29",90.129997
"218","2020-07-30",92.760002
"219","2020-07-31",93.860001
"220","2020-08-03",95.669998
"221","2020-08-04",94.220001
"222","2020-08-05",94.32
"223","2020-08-06",90.010002
"224","2020-08-07",75.279999
"225","2020-08-10",76.364998
"226","2020-08-11",75.68
"227","2020-08-12",76.610001
"228","2020-08-13",82.419998
"229","2020-08-14",81.239998
"230","2020-08-17",83.449997
"231","2020-08-18",83.459999
"232","2020-08-19",82.470001
"233","2020-08-20",85.779999
"234","2020-08-21",86.120003
"235","2020-08-24",84.339996
"236","2020-08-25",83.769997
"237","2020-08-26",86.279999
"238","2020-08-27",83.540001
"239","2020-08-28",82.980003
"240","2020-08-31",83.550003
"241","2020-09-01",85.769997
"242","2020-09-02",84.190002
"243","2020-09-03",80.099998
"244","2020-09-04",79.57
"245","2020-09-08",79.980003
"246","2020-09-09",81.980003
"247","2020-09-10",80.669998
"248","2020-09-11",80.360001
"249","2020-09-14",84.389999
"250","2020-09-15",88.540001
"251","2020-09-16",89.379997
"252","2020-09-17",87.25
"253","2020-09-18",85.690002
"254","2020-09-21",88.139999
"255","2020-09-22",93.410004
"256","2020-09-23",91.099998
"257","2020-09-24",88.370003
"258","2020-09-25",90.650002
"259","2020-09-28",92.25
"260","2020-09-29",90.919998
"261","2020-09-30",102.160004
"262","2020-10-01",103.510002
"263","2020-10-02",103.489998
"264","2020-10-05",106.889999
"265","2020-10-06",103.919998
"266","2020-10-07",104.43
"267","2020-10-08",102.660004
"268","2020-10-09",111.790001
"269","2020-10-12",112.199997
"270","2020-10-13",116.870003
"271","2020-10-14",113.550003
"272","2020-10-15",113.290001
"273","2020-10-16",112.360001
"274","2020-10-19",111.660004
"275","2020-10-20",108.589996
"276","2020-10-21",102.169998
"277","2020-10-22",98.940002
"278","2020-10-23",102.080002
"279","2020-10-26",99.760002
"280","2020-10-27",101.330002
"281","2020-10-28",97.029999
"282","2020-10-29",96.410004
"283","2020-10-30",90.75
"284","2020-11-02",88.330002
"285","2020-11-03",90.139999
"286","2020-11-04",97.620003
"287","2020-11-05",101.949997
"288","2020-11-06",100.349998
"289","2020-11-09",94.889999
"290","2020-11-10",92.599998
"291","2020-11-11",86.830002
"292","2020-11-12",90.010002
"293","2020-11-13",85.82
"294","2020-11-16",86.360001
"295","2020-11-17",88.089996
"296","2020-11-18",87.300003
"297","2020-11-19",88.889999
"298","2020-11-20",89.089996
"299","2020-11-23",91.040001
"300","2020-11-24",89.18
"301","2020-11-25",93.510002
"302","2020-11-27",96.419998
