"","date","CMCTP"
"1","2018-10-18",27
"2","2018-10-19",27
"3","2018-10-22",27
"4","2018-10-23",27
"5","2018-10-24",27
"6","2018-10-25",27
"7","2018-10-26",27
"8","2018-10-29",27
"9","2018-10-30",27
"10","2018-10-31",27
"11","2018-11-01",27
"12","2018-11-02",27
"13","2018-11-05",27
"14","2018-11-06",27
"15","2018-11-07",27
"16","2018-11-08",27
"17","2018-11-09",27
"18","2018-11-12",27
"19","2018-11-13",27
"20","2018-11-14",27
"21","2018-11-15",27
"22","2018-11-16",27
"23","2018-11-19",27
"24","2018-11-20",27
"25","2018-11-21",27
"26","2018-11-23",27
"27","2018-11-26",27
"28","2018-11-27",27
"29","2018-11-28",27
"30","2018-11-29",23.209999
"31","2018-11-30",23.209999
"32","2018-12-03",23.209999
"33","2018-12-04",27.5
"34","2018-12-06",27.5
"35","2018-12-07",27.5
"36","2018-12-10",27.5
"37","2018-12-11",27.5
"38","2018-12-12",27.5
"39","2018-12-13",27.5
"40","2018-12-14",27.5
"41","2018-12-17",27.5
"42","2018-12-18",27.5
"43","2018-12-19",27.5
"44","2018-12-20",27.5
"45","2018-12-21",27.5
"46","2018-12-24",27.5
"47","2018-12-26",27.5
"48","2018-12-27",27.5
"49","2018-12-28",30
"50","2018-12-31",30
"51","2019-01-02",30
"52","2019-01-03",30
"53","2019-01-04",30
"54","2019-01-07",30
"55","2019-01-08",30
"56","2019-01-09",30
"57","2019-01-10",30
"58","2019-01-11",30
"59","2019-01-14",30
"60","2019-01-15",30
"61","2019-01-16",30
"62","2019-01-17",30
"63","2019-01-18",30
"64","2019-01-22",30
"65","2019-01-23",27
"66","2019-01-24",27
"67","2019-01-25",27
"68","2019-01-28",27
"69","2019-01-29",29.5
"70","2019-01-30",29.5
"71","2019-01-31",29.5
"72","2019-02-01",29.5
"73","2019-02-04",29.5
"74","2019-02-05",29.5
"75","2019-02-06",29.5
"76","2019-02-07",29.5
"77","2019-02-08",29.5
"78","2019-02-11",29.5
"79","2019-02-12",29.5
"80","2019-02-13",29.5
"81","2019-02-14",29.5
"82","2019-02-15",29.5
"83","2019-02-19",29.5
"84","2019-02-20",29.5
"85","2019-02-21",29.5
"86","2019-02-22",29.5
"87","2019-02-25",29.5
"88","2019-02-26",29.5
"89","2019-02-27",29.5
"90","2019-02-28",29.5
"91","2019-03-01",29.5
"92","2019-03-04",29.5
"93","2019-03-05",29.5
"94","2019-03-06",29.5
"95","2019-03-07",25.1
"96","2019-03-08",25.1
"97","2019-03-11",25.1
"98","2019-03-12",25.1
"99","2019-03-13",25.1
"100","2019-03-14",25.1
"101","2019-03-15",25.1
"102","2019-03-18",25.1
"103","2019-03-19",25.1
"104","2019-03-20",25.1
"105","2019-03-21",25.1
"106","2019-03-22",25.1
"107","2019-03-25",25.1
"108","2019-03-26",25.1
"109","2019-03-27",25.1
"110","2019-03-28",25.1
"111","2019-03-29",25.1
"112","2019-04-01",25.1
"113","2019-04-02",25.1
"114","2019-04-03",25.1
"115","2019-04-04",25.1
"116","2019-04-05",25.1
"117","2019-04-08",25.1
"118","2019-04-09",25.1
"119","2019-04-10",25.1
"120","2019-04-11",25.1
"121","2019-04-12",25.1
"122","2019-04-15",25.1
"123","2019-04-16",25.1
"124","2019-04-17",25.1
"125","2019-04-18",25.1
"126","2019-04-22",25.1
"127","2019-04-23",25.1
"128","2019-04-24",25.1
"129","2019-04-25",25.1
"130","2019-04-26",25.1
"131","2019-04-29",25.1
"132","2019-04-30",25.1
"133","2019-05-01",25.1
"134","2019-05-02",25.1
"135","2019-05-03",25.1
"136","2019-05-06",25.1
"137","2019-05-07",25.1
"138","2019-05-08",25.1
"139","2019-05-09",25.1
"140","2019-05-10",25.1
"141","2019-05-13",25.1
"142","2019-05-14",25.1
"143","2019-05-15",25.1
"144","2019-05-16",25.1
"145","2019-05-17",25.1
"146","2019-05-20",25.1
"147","2019-05-21",25.1
"148","2019-05-22",25.1
"149","2019-05-23",25.1
"150","2019-05-24",25.1
"151","2019-05-28",25.1
"152","2019-05-29",25.1
"153","2019-05-30",25.1
"154","2019-05-31",25.1
"155","2019-06-03",25.1
"156","2019-06-04",25.1
"157","2019-06-05",25.1
"158","2019-06-06",25.1
"159","2019-06-07",25.1
"160","2019-06-10",25.1
"161","2019-06-11",25.1
"162","2019-06-12",25.1
"163","2019-06-13",25.1
"164","2019-06-14",25.1
"165","2019-06-17",25.1
"166","2019-06-18",25.1
"167","2019-06-19",25.1
"168","2019-06-20",25.1
"169","2019-06-21",25.1
"170","2019-06-24",25.940001
"171","2019-06-25",25.940001
"172","2019-06-26",25.940001
"173","2019-06-27",25.85
"174","2019-06-28",26.799999
"175","2019-07-01",26.799999
"176","2019-07-02",26.799999
"177","2019-07-03",26.799999
"178","2019-07-05",26.799999
"179","2019-07-08",26.799999
"180","2019-07-09",26.799999
"181","2019-07-10",25.6
"182","2019-07-11",25.6
"183","2019-07-12",25.6
"184","2019-07-15",25.870001
"185","2019-07-16",25.870001
"186","2019-07-17",25.870001
"187","2019-07-18",25.870001
"188","2019-07-19",25.870001
"189","2019-07-22",25.870001
"190","2019-07-23",25.870001
"191","2019-07-24",25.870001
"192","2019-07-25",25.870001
"193","2019-07-26",25.870001
"194","2019-07-29",25.870001
"195","2019-07-30",25.870001
"196","2019-07-31",25.870001
"197","2019-08-01",25.870001
"198","2019-08-02",25.870001
"199","2019-08-05",25.870001
"200","2019-08-06",25.870001
"201","2019-08-07",25.870001
"202","2019-08-08",25.870001
"203","2019-08-09",25.870001
"204","2019-08-12",25.870001
"205","2019-08-13",26
"206","2019-08-14",26
"207","2019-08-15",26
"208","2019-08-16",26
"209","2019-08-19",26
"210","2019-08-20",26
"211","2019-08-21",26
"212","2019-08-22",26
"213","2019-08-23",26
"214","2019-08-26",26
"215","2019-08-27",26.799999
"216","2019-08-28",26.799999
"217","2019-08-29",26.799999
"218","2019-08-30",26.799999
"219","2019-09-03",26.799999
"220","2019-09-04",26.799999
"221","2019-09-05",26.799999
"222","2019-09-06",26.799999
"223","2019-09-09",26.799999
"224","2019-09-10",26.799999
"225","2019-09-11",26.799999
"226","2019-09-12",26.799999
"227","2019-09-13",26.799999
"228","2019-09-16",26.799999
"229","2019-09-17",26.799999
"230","2019-09-18",26.799999
"231","2019-09-19",26.799999
"232","2019-09-20",26.799999
"233","2019-09-23",26.799999
"234","2019-09-24",26.85
"235","2019-09-25",26.85
"236","2019-09-26",26.85
"237","2019-09-27",26.85
"238","2019-09-30",26.85
"239","2019-10-01",26.85
"240","2019-10-02",26.85
"241","2019-10-03",26.85
"242","2019-10-04",26.85
"243","2019-10-07",26.85
"244","2019-10-08",26.85
"245","2019-10-09",26.85
"246","2019-10-10",26.85
"247","2019-10-11",26.85
"248","2019-10-14",26.85
"249","2019-10-15",26.85
"250","2019-10-16",26.85
"251","2019-10-17",26.85
"252","2019-10-18",26.85
"253","2019-10-21",26.85
"254","2019-10-22",26.85
"255","2019-10-23",26.85
"256","2019-10-24",26.85
"257","2019-10-25",26.85
"258","2019-10-28",26.85
"259","2019-10-29",27.809999
"260","2019-10-30",27.809999
"261","2019-10-31",27.809999
"262","2019-11-01",27.809999
"263","2019-11-04",27.809999
"264","2019-11-05",27.809999
"265","2019-11-06",27.809999
"266","2019-11-07",28.440001
"267","2019-11-08",28.440001
"268","2019-11-11",28.459999
"269","2019-11-12",28.459999
"270","2019-11-13",28.459999
"271","2019-11-14",28.459999
"272","2019-11-15",28.200001
"273","2019-11-18",28.200001
"274","2019-11-19",28.200001
"275","2019-11-20",28.200001
"276","2019-11-21",28.200001
"277","2019-11-22",28.200001
"278","2019-11-25",28.200001
"279","2019-11-26",26.76
"280","2019-11-27",26.76
"281","2019-11-29",26.76
"282","2019-12-02",26.76
"283","2019-12-03",26.76
"284","2019-12-04",26.76
"285","2019-12-05",26.76
"286","2019-12-06",26.76
"287","2019-12-09",27.860001
"288","2019-12-10",27.860001
"289","2019-12-11",27.860001
"290","2019-12-12",28.25
"291","2019-12-13",28.85
"292","2019-12-16",28.530001
"293","2019-12-17",28.530001
"294","2019-12-18",28.200001
"295","2019-12-19",28.68
"296","2019-12-20",28.66
"297","2019-12-23",28.790001
"298","2019-12-24",28.790001
"299","2019-12-26",30.200001
"300","2019-12-27",28.5
"301","2019-12-30",26.379999
"302","2019-12-31",26.219999
"303","2020-01-02",26.35
"304","2020-01-03",26.35
"305","2020-01-06",26.35
"306","2020-01-07",26.35
"307","2020-01-08",26.35
"308","2020-01-09",26.35
"309","2020-01-10",26.35
"310","2020-01-13",26.389999
"311","2020-01-14",26.389999
"312","2020-01-15",26.389999
"313","2020-01-16",26.389999
"314","2020-01-17",26.389999
"315","2020-01-21",26.389999
"316","2020-01-22",26.389999
"317","2020-01-23",26.389999
"318","2020-01-24",26.389999
"319","2020-01-27",26.389999
"320","2020-01-28",26.389999
"321","2020-01-29",26.389999
"322","2020-01-30",26.389999
"323","2020-01-31",26.389999
"324","2020-02-03",26.389999
"325","2020-02-04",26.389999
"326","2020-02-05",26.389999
"327","2020-02-06",26.389999
"328","2020-02-07",26.389999
"329","2020-02-10",26.389999
"330","2020-02-11",26.389999
"331","2020-02-12",26.389999
"332","2020-02-13",26.389999
"333","2020-02-14",26.389999
