"","date","AMBC"
"1","2013-05-01",20
"2","2013-05-02",20.200001
"3","2013-05-03",20.4
"4","2013-05-06",21.440001
"5","2013-05-07",22.379999
"6","2013-05-08",24.450001
"7","2013-05-09",24.25
"8","2013-05-10",23.889999
"9","2013-05-13",23.040001
"10","2013-05-14",22.84
"11","2013-05-15",22.75
"12","2013-05-16",23.67
"13","2013-05-17",26.030001
"14","2013-05-20",27.16
"15","2013-05-21",26.77
"16","2013-05-22",25.93
"17","2013-05-23",25.34
"18","2013-05-24",24.75
"19","2013-05-28",25.040001
"20","2013-05-29",24.940001
"21","2013-05-30",25.25
"22","2013-05-31",25.200001
"23","2013-06-03",25.58
"24","2013-06-04",25.57
"25","2013-06-05",25.450001
"26","2013-06-06",25.690001
"27","2013-06-07",25.75
"28","2013-06-10",26.07
"29","2013-06-11",25.49
"30","2013-06-12",24.959999
"31","2013-06-13",25.1
"32","2013-06-14",24.440001
"33","2013-06-17",24.84
"34","2013-06-18",24.84
"35","2013-06-19",24.950001
"36","2013-06-20",24.389999
"37","2013-06-21",23.629999
"38","2013-06-24",22.620001
"39","2013-06-25",22.860001
"40","2013-06-26",22.700001
"41","2013-06-27",23.4
"42","2013-06-28",23.83
"43","2013-07-01",23.879999
"44","2013-07-02",23.24
"45","2013-07-03",22.91
"46","2013-07-05",22.4
"47","2013-07-08",23.540001
"48","2013-07-09",23.26
"49","2013-07-10",23.09
"50","2013-07-11",23.309999
"51","2013-07-12",23.889999
"52","2013-07-15",23.99
"53","2013-07-16",24.6
"54","2013-07-17",24.959999
"55","2013-07-18",25.33
"56","2013-07-19",24.98
"57","2013-07-22",24.98
"58","2013-07-23",24.9
"59","2013-07-24",24.969999
"60","2013-07-25",24.99
"61","2013-07-26",25.02
"62","2013-07-29",24.49
"63","2013-07-30",24.379999
"64","2013-07-31",25.040001
"65","2013-08-01",25.43
"66","2013-08-02",24.85
"67","2013-08-05",24.93
"68","2013-08-06",24.65
"69","2013-08-07",25.15
"70","2013-08-08",25
"71","2013-08-09",24.719999
"72","2013-08-12",24.24
"73","2013-08-13",24.200001
"74","2013-08-14",24.540001
"75","2013-08-15",23.860001
"76","2013-08-16",23.610001
"77","2013-08-19",23.41
"78","2013-08-20",23.4
"79","2013-08-21",23.059999
"80","2013-08-22",23.41
"81","2013-08-23",22.99
"82","2013-08-26",23.139999
"83","2013-08-27",22.83
"84","2013-08-28",22.82
"85","2013-08-29",22.469999
"86","2013-08-30",22.16
"87","2013-09-03",22.360001
"88","2013-09-04",21.9
"89","2013-09-05",21.389999
"90","2013-09-06",21.540001
"91","2013-09-09",20.889999
"92","2013-09-10",19.82
"93","2013-09-11",18.82
"94","2013-09-12",19.370001
"95","2013-09-13",20.02
"96","2013-09-16",20.01
"97","2013-09-17",20.040001
"98","2013-09-18",20.08
"99","2013-09-19",19.709999
"100","2013-09-20",19.809999
"101","2013-09-23",19.559999
"102","2013-09-24",19.559999
"103","2013-09-25",19.59
"104","2013-09-26",19.49
"105","2013-09-27",18.940001
"106","2013-09-30",18.139999
"107","2013-10-01",17.540001
"108","2013-10-02",17.76
"109","2013-10-03",17.18
"110","2013-10-04",17.48
"111","2013-10-07",17.559999
"112","2013-10-08",16.719999
"113","2013-10-09",15.54
"114","2013-10-10",16.719999
"115","2013-10-11",17.91
"116","2013-10-14",17.719999
"117","2013-10-15",17.5
"118","2013-10-16",18.360001
"119","2013-10-17",18.209999
"120","2013-10-18",18.799999
"121","2013-10-21",18.379999
"122","2013-10-22",19.209999
"123","2013-10-23",19.43
"124","2013-10-24",20.6
"125","2013-10-25",20.67
"126","2013-10-28",20.75
"127","2013-10-29",20.75
"128","2013-10-30",20.51
"129","2013-10-31",20.190001
"130","2013-11-01",20.799999
"131","2013-11-04",20.809999
"132","2013-11-05",20.58
"133","2013-11-06",20.450001
"134","2013-11-07",19.969999
"135","2013-11-08",20.75
"136","2013-11-11",20.870001
"137","2013-11-12",20.65
"138","2013-11-13",21
"139","2013-11-14",21.639999
"140","2013-11-15",22.530001
"141","2013-11-18",22.25
"142","2013-11-19",23.219999
"143","2013-11-20",22.85
"144","2013-11-21",23.120001
"145","2013-11-22",23.209999
"146","2013-11-25",23.49
"147","2013-11-26",23.42
"148","2013-11-27",23.58
"149","2013-11-29",23.65
"150","2013-12-02",23.65
"151","2013-12-03",23.1
"152","2013-12-04",23.879999
"153","2013-12-05",23.17
"154","2013-12-06",23.42
"155","2013-12-09",23.18
"156","2013-12-10",22.52
"157","2013-12-11",21.84
"158","2013-12-12",21.389999
"159","2013-12-13",20.440001
"160","2013-12-16",20.610001
"161","2013-12-17",20.83
"162","2013-12-18",20.68
"163","2013-12-19",20.889999
"164","2013-12-20",20.629999
"165","2013-12-23",23.15
"166","2013-12-24",23.98
"167","2013-12-26",24.91
"168","2013-12-27",24.690001
"169","2013-12-30",24.18
"170","2013-12-31",24.559999
"171","2014-01-02",24.35
"172","2014-01-03",24.200001
"173","2014-01-06",23.969999
"174","2014-01-07",23.76
"175","2014-01-08",23.959999
"176","2014-01-09",23.77
"177","2014-01-10",23.860001
"178","2014-01-13",23.440001
"179","2014-01-14",23.870001
"180","2014-01-15",23.26
"181","2014-01-16",24.049999
"182","2014-01-17",24.26
"183","2014-01-21",24.709999
"184","2014-01-22",24.709999
"185","2014-01-23",24.370001
"186","2014-01-24",24.01
"187","2014-01-27",24.049999
"188","2014-01-28",24.219999
"189","2014-01-29",23.719999
"190","2014-01-30",23.59
"191","2014-01-31",23.440001
"192","2014-02-03",22.629999
"193","2014-02-04",22.389999
"194","2014-02-05",23.35
"195","2014-02-06",22.99
"196","2014-02-07",23.01
"197","2014-02-10",23.42
"198","2014-02-11",24.040001
"199","2014-02-12",24.75
"200","2014-02-13",25.18
"201","2014-02-14",25.52
"202","2014-02-18",25.959999
"203","2014-02-19",26.059999
"204","2014-02-20",26.01
"205","2014-02-21",26.290001
"206","2014-02-24",27.379999
"207","2014-02-25",28.48
"208","2014-02-26",31.120001
"209","2014-02-27",32.84
"210","2014-02-28",34.560001
"211","2014-03-03",33.099998
"212","2014-03-04",34.490002
"213","2014-03-05",34.68
"214","2014-03-06",34.48
"215","2014-03-07",34.470001
"216","2014-03-10",33.990002
"217","2014-03-11",31.379999
"218","2014-03-12",32.25
"219","2014-03-13",31.940001
"220","2014-03-14",31.940001
"221","2014-03-17",32.240002
"222","2014-03-18",32.75
"223","2014-03-19",32.82
"224","2014-03-20",32.349998
"225","2014-03-21",32.490002
"226","2014-03-24",32.860001
"227","2014-03-25",32.740002
"228","2014-03-26",31.83
"229","2014-03-27",31.02
"230","2014-03-28",30.200001
"231","2014-03-31",31.030001
"232","2014-04-01",31
"233","2014-04-02",30.780001
"234","2014-04-03",30.75
"235","2014-04-04",30.469999
"236","2014-04-07",29.35
"237","2014-04-08",29.09
"238","2014-04-09",30.23
"239","2014-04-10",28.809999
"240","2014-04-11",28.25
"241","2014-04-14",28.08
"242","2014-04-15",28.459999
"243","2014-04-16",28.76
"244","2014-04-17",28.82
"245","2014-04-21",28.49
"246","2014-04-22",31.969999
"247","2014-04-23",30.59
"248","2014-04-24",30.58
"249","2014-04-25",29.91
"250","2014-04-28",29.15
"251","2014-04-29",29.780001
"252","2014-04-30",30.18
"253","2014-05-01",29.969999
"254","2014-05-02",29.950001
"255","2014-05-05",29.790001
"256","2014-05-06",29.41
"257","2014-05-07",29.610001
"258","2014-05-08",29.540001
"259","2014-05-09",29.780001
"260","2014-05-12",29.91
"261","2014-05-13",29.93
"262","2014-05-14",29.860001
"263","2014-05-15",29.27
"264","2014-05-16",29.52
"265","2014-05-19",29.08
"266","2014-05-20",28.59
