"","date","ARKR"
"1","2007-01-03",32.560001
"2","2007-01-04",33
"3","2007-01-05",32.740002
"4","2007-01-08",32.700001
"5","2007-01-09",33.900002
"6","2007-01-10",33.599998
"7","2007-01-11",33.900002
"8","2007-01-12",33.990002
"9","2007-01-16",34.130001
"10","2007-01-17",33.959999
"11","2007-01-18",34
"12","2007-01-19",34.200001
"13","2007-01-22",31.18
"14","2007-01-23",31.200001
"15","2007-01-24",31.110001
"16","2007-01-25",31.040001
"17","2007-01-26",30.6
"18","2007-01-29",31.200001
"19","2007-01-30",31.5
"20","2007-01-31",31.5
"21","2007-02-01",31.48
"22","2007-02-02",31.24
"23","2007-02-05",31.219999
"24","2007-02-06",31.15
"25","2007-02-07",31.360001
"26","2007-02-08",31.469999
"27","2007-02-09",31.48
"28","2007-02-12",31.5
"29","2007-02-13",31.5
"30","2007-02-14",32
"31","2007-02-15",32.049999
"32","2007-02-16",32.5
"33","2007-02-20",32.799999
"34","2007-02-21",34.48
"35","2007-02-22",35.009998
"36","2007-02-23",35.369999
"37","2007-02-26",34.5
"38","2007-02-27",34.25
"39","2007-02-28",34.75
"40","2007-03-01",34.450001
"41","2007-03-02",34.5
"42","2007-03-05",34.200001
"43","2007-03-06",34.259998
"44","2007-03-07",34.25
"45","2007-03-08",33.799999
"46","2007-03-09",33.740002
"47","2007-03-12",33.700001
"48","2007-03-13",32.599998
"49","2007-03-14",33
"50","2007-03-15",32.130001
"51","2007-03-16",32.790001
"52","2007-03-19",32.189999
"53","2007-03-20",32.150002
"54","2007-03-21",31.4
"55","2007-03-22",31.32
"56","2007-03-23",32.330002
"57","2007-03-26",31.98
"58","2007-03-27",31.959999
"59","2007-03-28",32
"60","2007-03-29",32.5
"61","2007-03-30",33.950001
"62","2007-04-02",35
"63","2007-04-03",34.919998
"64","2007-04-04",34.880001
"65","2007-04-05",35.099998
"66","2007-04-09",35.200001
"67","2007-04-10",35.18
"68","2007-04-11",33.599998
"69","2007-04-12",34.509998
"70","2007-04-13",34.59
"71","2007-04-16",35
"72","2007-04-17",34.52
"73","2007-04-18",34.540001
"74","2007-04-19",34.400002
"75","2007-04-20",34.389999
"76","2007-04-23",34.400002
"77","2007-04-24",34.400002
"78","2007-04-25",34.459999
"79","2007-04-26",34.709999
"80","2007-04-27",34.790001
"81","2007-04-30",35
"82","2007-05-01",35.029999
"83","2007-05-02",34.869999
"84","2007-05-03",34.5
"85","2007-05-04",34.709999
"86","2007-05-07",34.93
"87","2007-05-08",34.75
"88","2007-05-09",34.389999
"89","2007-05-10",33.560001
"90","2007-05-11",34.110001
"91","2007-05-14",34.529999
"92","2007-05-15",34.66
"93","2007-05-16",34.759998
"94","2007-05-17",34.299999
"95","2007-05-18",33.549999
"96","2007-05-21",33.009998
"97","2007-05-22",33.950001
"98","2007-05-23",34.509998
"99","2007-05-24",35
"100","2007-05-25",35.209999
"101","2007-05-29",34.650002
"102","2007-05-30",35
"103","2007-05-31",34.950001
"104","2007-06-01",34.950001
"105","2007-06-04",34.950001
"106","2007-06-05",34.950001
"107","2007-06-06",34.299999
"108","2007-06-07",34.900002
"109","2007-06-08",34.880001
"110","2007-06-11",35.07
"111","2007-06-12",35.060001
"112","2007-06-13",35.099998
"113","2007-06-14",35.099998
"114","2007-06-15",35.099998
"115","2007-06-18",35.049999
"116","2007-06-19",35.150002
"117","2007-06-20",35.200001
"118","2007-06-21",35.080002
"119","2007-06-22",35.490002
"120","2007-06-25",35.200001
"121","2007-06-26",35.200001
"122","2007-06-27",35.349998
"123","2007-06-28",35.73
"124","2007-06-29",36.990002
"125","2007-07-02",37.25
"126","2007-07-03",37.09
"127","2007-07-05",37
"128","2007-07-06",36.950001
"129","2007-07-09",36.720001
"130","2007-07-10",36.75
"131","2007-07-11",36.900002
"132","2007-07-12",36.900002
"133","2007-07-13",36.75
"134","2007-07-16",37.150002
"135","2007-07-17",37.150002
"136","2007-07-18",37.009998
"137","2007-07-19",37
"138","2007-07-20",37.630001
"139","2007-07-23",37.32
"140","2007-07-24",37.299999
"141","2007-07-25",36.48
"142","2007-07-26",36.540001
"143","2007-07-27",35.709999
"144","2007-07-30",36.470001
"145","2007-07-31",36.490002
"146","2007-08-01",37
"147","2007-08-02",37.169998
"148","2007-08-03",36.91
"149","2007-08-06",36.59
"150","2007-08-07",37.400002
"151","2007-08-08",37.150002
"152","2007-08-09",36.990002
"153","2007-08-10",36.869999
"154","2007-08-13",36.5
"155","2007-08-14",37.049999
"156","2007-08-15",36.889999
"157","2007-08-16",37
"158","2007-08-17",36.720001
"159","2007-08-20",36.880001
"160","2007-08-21",36.619999
"161","2007-08-22",36.490002
"162","2007-08-23",36.34
"163","2007-08-24",36.099998
"164","2007-08-27",36.889999
"165","2007-08-28",36.900002
"166","2007-08-29",36.599998
"167","2007-08-30",36.25
"168","2007-08-31",36.950001
"169","2007-09-04",36.75
"170","2007-09-05",36.900002
"171","2007-09-06",36.799999
"172","2007-09-07",36.790001
"173","2007-09-10",36.849998
"174","2007-09-11",36.439999
"175","2007-09-12",36.450001
"176","2007-09-13",36.439999
"177","2007-09-14",36.560001
"178","2007-09-17",36.900002
"179","2007-09-18",37.049999
"180","2007-09-19",37
"181","2007-09-20",36.5
"182","2007-09-21",36.259998
"183","2007-09-24",36.790001
"184","2007-09-25",36.639999
"185","2007-09-26",36.450001
"186","2007-09-27",36.290001
"187","2007-09-28",36.830002
"188","2007-10-01",35.5
"189","2007-10-02",34.860001
"190","2007-10-03",34.950001
"191","2007-10-04",34.5
"192","2007-10-05",35
"193","2007-10-08",36.27
"194","2007-10-09",35.700001
"195","2007-10-10",35.779999
"196","2007-10-11",36.099998
"197","2007-10-12",35.939999
"198","2007-10-15",36.599998
"199","2007-10-16",35.939999
"200","2007-10-17",36.490002
"201","2007-10-18",36.290001
"202","2007-10-19",36.23
"203","2007-10-22",36
"204","2007-10-23",36.25
"205","2007-10-24",36.700001
"206","2007-10-25",36
"207","2007-10-26",35.869999
"208","2007-10-29",35.599998
"209","2007-10-30",37
"210","2007-10-31",36.73
"211","2007-11-01",36.98
"212","2007-11-02",35.950001
"213","2007-11-05",36.880001
"214","2007-11-06",35.799999
"215","2007-11-07",35.5
"216","2007-11-08",35.509998
"217","2007-11-09",36.66
"218","2007-11-12",35.5
"219","2007-11-13",34.970001
"220","2007-11-14",34.419998
"221","2007-11-15",35.490002
"222","2007-11-16",36.18
"223","2007-11-19",36.25
"224","2007-11-20",36.25
"225","2007-11-21",36.389999
"226","2007-11-23",36.709999
"227","2007-11-26",36.790001
"228","2007-11-27",36.59
"229","2007-11-28",36.259998
"230","2007-11-29",36.799999
"231","2007-11-30",36.799999
"232","2007-12-03",36.790001
"233","2007-12-04",36.580002
"234","2007-12-05",36.419998
"235","2007-12-06",36.32
"236","2007-12-07",35.759998
"237","2007-12-10",35.75
"238","2007-12-11",35.509998
"239","2007-12-12",35.279999
"240","2007-12-13",35.470001
"241","2007-12-14",35.029999
"242","2007-12-17",35.66
"243","2007-12-18",36
"244","2007-12-19",35.450001
"245","2007-12-20",34.830002
"246","2007-12-21",35.529999
"247","2007-12-24",36.099998
"248","2007-12-26",36.91
"249","2007-12-27",36.75
"250","2007-12-28",36.950001
"251","2007-12-31",36.810001
"252","2008-01-02",37.32
"253","2008-01-03",36.34
"254","2008-01-04",35.810001
"255","2008-01-07",35.290001
"256","2008-01-08",32.689999
"257","2008-01-09",33.169998
"258","2008-01-10",32.700001
"259","2008-01-11",33.43
"260","2008-01-14",33
"261","2008-01-15",31.77
"262","2008-01-16",32
"263","2008-01-17",31.440001
"264","2008-01-18",32
"265","2008-01-22",31.25
"266","2008-01-23",32
"267","2008-01-24",30.83
"268","2008-01-25",31.16
"269","2008-01-28",30.74
"270","2008-01-29",30.809999
"271","2008-01-30",30.34
"272","2008-01-31",31.719999
"273","2008-02-01",34.009998
"274","2008-02-04",33.209999
"275","2008-02-05",32.650002
"276","2008-02-06",33.130001
"277","2008-02-07",33.77
"278","2008-02-08",33.700001
"279","2008-02-11",32.75
"280","2008-02-12",33
"281","2008-02-13",32.91
"282","2008-02-14",31.780001
"283","2008-02-15",32.099998
"284","2008-02-19",31.719999
"285","2008-02-20",31.07
"286","2008-02-21",32.02
"287","2008-02-22",30.68
"288","2008-02-25",31
"289","2008-02-26",31.99
"290","2008-02-27",31.559999
"291","2008-02-28",32.580002
"292","2008-02-29",30.799999
"293","2008-03-03",31.059999
"294","2008-03-04",31.57
"295","2008-03-05",31.139999
"296","2008-03-06",31.030001
"297","2008-03-07",31.030001
"298","2008-03-10",30.299999
"299","2008-03-11",31.1
"300","2008-03-12",30.35
"301","2008-03-13",29.5
"302","2008-03-14",29.940001
"303","2008-03-17",29.49
"304","2008-03-18",29.940001
"305","2008-03-19",29.49
"306","2008-03-20",29.299999
"307","2008-03-24",30
"308","2008-03-25",30
"309","2008-03-26",30
"310","2008-03-27",29.48
"311","2008-03-28",29.1
"312","2008-03-31",29
"313","2008-04-01",29
"314","2008-04-02",29
"315","2008-04-03",26.639999
"316","2008-04-04",26.59
"317","2008-04-07",25.950001
"318","2008-04-08",26.01
"319","2008-04-09",25.129999
"320","2008-04-10",25.43
"321","2008-04-11",25.85
"322","2008-04-14",26.84
"323","2008-04-15",26.549999
"324","2008-04-16",26.690001
"325","2008-04-17",26.219999
"326","2008-04-18",26.040001
"327","2008-04-21",26.969999
"328","2008-04-22",26.85
"329","2008-04-23",25.950001
"330","2008-04-24",25.92
"331","2008-04-25",26.18
"332","2008-04-28",26.5
"333","2008-04-29",26.370001
"334","2008-04-30",26.43
"335","2008-05-01",25.950001
"336","2008-05-02",26.77
"337","2008-05-05",26.77
"338","2008-05-06",25.49
"339","2008-05-07",26.9
"340","2008-05-08",26.030001
"341","2008-05-09",26.75
"342","2008-05-12",27.5
"343","2008-05-13",27.299999
"344","2008-05-14",27.549999
"345","2008-05-15",28
"346","2008-05-16",27.459999
"347","2008-05-19",26.9
"348","2008-05-20",27
"349","2008-05-21",26.99
"350","2008-05-22",26.200001
"351","2008-05-23",26.709999
"352","2008-05-27",25.48
"353","2008-05-28",25.559999
"354","2008-05-29",25.43
"355","2008-05-30",26.5
"356","2008-06-02",26.139999
"357","2008-06-03",26.049999
"358","2008-06-04",25.280001
"359","2008-06-05",25.700001
"360","2008-06-06",25.870001
"361","2008-06-09",25.92
"362","2008-06-10",26
"363","2008-06-11",26
"364","2008-06-12",25.9
"365","2008-06-13",25.9
"366","2008-06-16",26.99
"367","2008-06-17",26.200001
"368","2008-06-18",25.9
"369","2008-06-19",26.41
"370","2008-06-20",26.41
"371","2008-06-23",26.879999
"372","2008-06-24",26.57
"373","2008-06-25",26.57
"374","2008-06-26",26.57
"375","2008-06-27",25.9
"376","2008-06-30",25.91
"377","2008-07-01",25.91
"378","2008-07-02",26.24
"379","2008-07-03",25.799999
"380","2008-07-07",26.25
"381","2008-07-08",25.75
"382","2008-07-09",25.27
"383","2008-07-10",25.1
"384","2008-07-11",25.1
"385","2008-07-14",25
"386","2008-07-15",24.879999
"387","2008-07-16",24.799999
"388","2008-07-17",24.889999
"389","2008-07-18",24.65
"390","2008-07-21",24.6
"391","2008-07-22",22.610001
"392","2008-07-23",23.01
"393","2008-07-24",21.15
"394","2008-07-25",21.5
"395","2008-07-28",20.98
"396","2008-07-29",19.200001
"397","2008-07-30",18.889999
"398","2008-07-31",19.030001
"399","2008-08-01",19
"400","2008-08-04",19.200001
"401","2008-08-05",21.540001
"402","2008-08-06",22.530001
"403","2008-08-07",22.43
"404","2008-08-08",22.799999
"405","2008-08-11",22.98
"406","2008-08-12",22.290001
"407","2008-08-13",22.290001
"408","2008-08-14",22.1
"409","2008-08-15",22.34
"410","2008-08-18",23.030001
"411","2008-08-19",20.76
"412","2008-08-20",22.48
"413","2008-08-21",22.48
"414","2008-08-22",21.959999
"415","2008-08-25",21.98
"416","2008-08-26",21.5
"417","2008-08-27",23.389999
"418","2008-08-28",22.23
"419","2008-08-29",23.049999
"420","2008-09-02",22.040001
"421","2008-09-03",22.73
"422","2008-09-04",22.700001
"423","2008-09-05",21.5
"424","2008-09-08",21.1
"425","2008-09-09",22.17
"426","2008-09-10",22.09
"427","2008-09-11",21.51
"428","2008-09-12",21.530001
"429","2008-09-15",21.049999
"430","2008-09-16",20.75
"431","2008-09-17",19.870001
"432","2008-09-18",18.57
"433","2008-09-19",18.83
"434","2008-09-22",18.530001
"435","2008-09-23",19
"436","2008-09-24",18.459999
"437","2008-09-25",18.43
"438","2008-09-26",18.030001
"439","2008-09-29",17.030001
"440","2008-09-30",16.040001
"441","2008-10-01",15
"442","2008-10-02",15.3
"443","2008-10-03",15.43
"444","2008-10-06",15.55
"445","2008-10-07",15.5
"446","2008-10-08",15
"447","2008-10-09",15.96
"448","2008-10-10",15.94
"449","2008-10-13",15.51
"450","2008-10-14",15.7
"451","2008-10-15",15.51
"452","2008-10-16",15.11
"453","2008-10-17",15.87
"454","2008-10-20",15.99
"455","2008-10-21",15.85
"456","2008-10-22",14.96
"457","2008-10-23",15.34
"458","2008-10-24",14
"459","2008-10-27",13.04
"460","2008-10-28",12.81
"461","2008-10-29",12.65
"462","2008-10-30",11.8
"463","2008-10-31",12.53
"464","2008-11-03",13
"465","2008-11-04",12.5
"466","2008-11-05",12.15
"467","2008-11-06",12
"468","2008-11-07",12.13
"469","2008-11-10",12.88
"470","2008-11-11",11.98
"471","2008-11-12",10.88
"472","2008-11-13",10.99
"473","2008-11-14",10.52
"474","2008-11-17",10
"475","2008-11-18",10.95
"476","2008-11-19",10
"477","2008-11-20",9.03
"478","2008-11-21",8.73
"479","2008-11-24",9.89
"480","2008-11-25",9.6
"481","2008-11-26",8.99
"482","2008-11-28",8.35
"483","2008-12-01",9.43
"484","2008-12-02",10
"485","2008-12-03",10.75
"486","2008-12-04",11.25
"487","2008-12-05",10.75
"488","2008-12-08",10.73
"489","2008-12-09",10.85
"490","2008-12-10",10.55
"491","2008-12-11",10.96
"492","2008-12-12",10.51
"493","2008-12-15",11
"494","2008-12-16",11.52
"495","2008-12-17",11.22
"496","2008-12-18",9.35
"497","2008-12-19",9
"498","2008-12-22",9.5
"499","2008-12-23",10.5
"500","2008-12-24",11.03
"501","2008-12-26",10.66
"502","2008-12-29",10.66
"503","2008-12-30",10.8
"504","2008-12-31",11.43
"505","2009-01-02",11.72
"506","2009-01-05",12
"507","2009-01-06",12.07
"508","2009-01-07",12.2
"509","2009-01-08",11.47
"510","2009-01-09",11.85
"511","2009-01-12",11.85
"512","2009-01-13",11.08
"513","2009-01-14",11.08
"514","2009-01-15",11
"515","2009-01-16",11.15
"516","2009-01-20",11.19
"517","2009-01-21",10.9
"518","2009-01-22",11.24
"519","2009-01-23",10.9
"520","2009-01-26",11.14
"521","2009-01-27",10.7
"522","2009-01-28",10.85
"523","2009-01-29",10.8
"524","2009-01-30",10.5
"525","2009-02-02",10.31
"526","2009-02-03",10
"527","2009-02-04",9.85
"528","2009-02-05",9.92
"529","2009-02-06",9.95
"530","2009-02-09",10.05
"531","2009-02-10",10.1
"532","2009-02-11",10.03
"533","2009-02-12",10.1
"534","2009-02-13",10
"535","2009-02-17",10
"536","2009-02-18",9.76
"537","2009-02-19",10.05
"538","2009-02-20",9.99
"539","2009-02-23",10
"540","2009-02-24",9.95
"541","2009-02-25",9.98
"542","2009-02-26",9.95
"543","2009-02-27",9.8
"544","2009-03-02",10.04
"545","2009-03-03",9.8
"546","2009-03-04",10
"547","2009-03-05",9.92
"548","2009-03-06",10
"549","2009-03-09",9.99
"550","2009-03-10",9.82
"551","2009-03-11",9.52
"552","2009-03-12",9.96
"553","2009-03-13",10.03
"554","2009-03-16",9.17
"555","2009-03-17",9.69
"556","2009-03-18",9.52
"557","2009-03-19",9.23
"558","2009-03-20",9.74
"559","2009-03-23",9.65
"560","2009-03-24",8.91
"561","2009-03-25",8.92
"562","2009-03-26",9.17
"563","2009-03-27",9.52
"564","2009-03-30",9.3
"565","2009-03-31",9.3
"566","2009-04-01",9.41
"567","2009-04-02",9.92
"568","2009-04-03",10
"569","2009-04-06",9.98
"570","2009-04-07",10
"571","2009-04-08",9.85
"572","2009-04-09",10
"573","2009-04-13",9.46
"574","2009-04-14",10.08
"575","2009-04-15",9.48
"576","2009-04-16",10
"577","2009-04-17",10
"578","2009-04-20",9.8
"579","2009-04-21",9.98
"580","2009-04-22",9.98
"581","2009-04-23",10.1
"582","2009-04-24",10.5
"583","2009-04-27",10.5
"584","2009-04-28",10.96
