"","date","SWAV"
"1","2019-03-07",29.41
"2","2019-03-08",31.610001
"3","2019-03-11",31.43
"4","2019-03-12",30
"5","2019-03-13",30.01
"6","2019-03-14",30.09
"7","2019-03-15",38.099998
"8","2019-03-18",36.5
"9","2019-03-19",35.650002
"10","2019-03-20",32.970001
"11","2019-03-21",33.919998
"12","2019-03-22",34.52
"13","2019-03-25",34.900002
"14","2019-03-26",34.950001
"15","2019-03-27",34
"16","2019-03-28",32.099998
"17","2019-03-29",33.470001
"18","2019-04-01",33.529999
"19","2019-04-02",32.150002
"20","2019-04-03",30.18
"21","2019-04-04",30.455
"22","2019-04-05",30.049999
"23","2019-04-08",29.799999
"24","2019-04-09",29.99
"25","2019-04-10",29.73
"26","2019-04-11",30.1
"27","2019-04-12",30.360001
"28","2019-04-15",30.200001
"29","2019-04-16",30.32
"30","2019-04-17",29.98
"31","2019-04-18",30.120001
"32","2019-04-22",31.68
"33","2019-04-23",31.24
"34","2019-04-24",34.5
"35","2019-04-25",38.540001
"36","2019-04-26",41.34
"37","2019-04-29",42.639999
"38","2019-04-30",42.610001
"39","2019-05-01",39.07
"40","2019-05-02",41.139999
"41","2019-05-03",43.43
"42","2019-05-06",46.400002
"43","2019-05-07",46.060001
"44","2019-05-08",42.849998
"45","2019-05-09",48.66
"46","2019-05-10",57.68
"47","2019-05-13",57.389999
"48","2019-05-14",60.580002
"49","2019-05-15",64.760002
"50","2019-05-16",61.25
"51","2019-05-17",61
"52","2019-05-20",58.02
"53","2019-05-21",56.5
"54","2019-05-22",56.209999
"55","2019-05-23",56.029999
"56","2019-05-24",58.299999
"57","2019-05-28",60
"58","2019-05-29",61.009998
"59","2019-05-30",61.310001
"60","2019-05-31",59.790001
"61","2019-06-03",58.259998
"62","2019-06-04",59.700001
"63","2019-06-05",58.639999
"64","2019-06-06",58.610001
"65","2019-06-07",62.91
"66","2019-06-10",66.019997
"67","2019-06-11",60.029999
"68","2019-06-12",60.48
"69","2019-06-13",59.220001
"70","2019-06-14",58.200001
"71","2019-06-17",57.209999
"72","2019-06-18",58.139999
"73","2019-06-19",59.139999
"74","2019-06-20",59.900002
"75","2019-06-21",57.639999
"76","2019-06-24",57.419998
"77","2019-06-25",54.560001
"78","2019-06-26",54.200001
"79","2019-06-27",55.009998
"80","2019-06-28",57.09
"81","2019-07-01",55.23
"82","2019-07-02",54.209999
"83","2019-07-03",53.689999
"84","2019-07-05",54
"85","2019-07-08",49.84
"86","2019-07-09",51.099998
"87","2019-07-10",51.189999
"88","2019-07-11",50.799999
"89","2019-07-12",50.830002
"90","2019-07-15",50.380001
"91","2019-07-16",50.220001
"92","2019-07-17",49.810001
"93","2019-07-18",50.970001
"94","2019-07-19",50.279999
"95","2019-07-22",50.099998
"96","2019-07-23",51.799999
"97","2019-07-24",50.75
"98","2019-07-25",49.490002
"99","2019-07-26",50.16
"100","2019-07-29",48.459999
"101","2019-07-30",49.23
"102","2019-07-31",48.919998
"103","2019-08-01",46.700001
"104","2019-08-02",46.34
"105","2019-08-05",46.169998
"106","2019-08-06",42.220001
"107","2019-08-07",42.139999
"108","2019-08-08",44.209999
"109","2019-08-09",43.189999
"110","2019-08-12",41.040001
"111","2019-08-13",43.209999
"112","2019-08-14",42
"113","2019-08-15",42.720001
"114","2019-08-16",42.57
"115","2019-08-19",41.049999
"116","2019-08-20",40.700001
"117","2019-08-21",41.639999
"118","2019-08-22",40.380001
"119","2019-08-23",39.599998
"120","2019-08-26",39.919998
"121","2019-08-27",39.110001
"122","2019-08-28",40.68
"123","2019-08-29",42.110001
"124","2019-08-30",41.849998
"125","2019-09-03",36.919998
"126","2019-09-04",36.580002
"127","2019-09-05",36.400002
"128","2019-09-06",35.950001
"129","2019-09-09",34.709999
"130","2019-09-10",34.509998
"131","2019-09-11",34.200001
"132","2019-09-12",31.540001
"133","2019-09-13",30.67
"134","2019-09-16",32.849998
"135","2019-09-17",33.09
"136","2019-09-18",33
"137","2019-09-19",33.119999
"138","2019-09-20",33.299999
"139","2019-09-23",33.43
"140","2019-09-24",33.23
"141","2019-09-25",32.119999
"142","2019-09-26",31.790001
"143","2019-09-27",29.709999
"144","2019-09-30",29.93
"145","2019-10-01",29.99
"146","2019-10-02",30.09
"147","2019-10-03",30
"148","2019-10-04",32.220001
"149","2019-10-07",31.799999
"150","2019-10-08",30.01
"151","2019-10-09",30.15
"152","2019-10-10",29.4
"153","2019-10-11",30.65
"154","2019-10-14",30.66
"155","2019-10-15",30.35
"156","2019-10-16",31.48
"157","2019-10-17",32.68
"158","2019-10-18",32.259998
"159","2019-10-21",33.939999
"160","2019-10-22",32.700001
"161","2019-10-23",32.23
"162","2019-10-24",33.380001
"163","2019-10-25",33.310001
"164","2019-10-28",33.779999
"165","2019-10-29",34.139999
"166","2019-10-30",33.169998
"167","2019-10-31",34.02
"168","2019-11-01",33.689999
"169","2019-11-04",34.549999
"170","2019-11-05",33.720001
"171","2019-11-06",34.830002
"172","2019-11-07",35.970001
"173","2019-11-08",34.060001
"174","2019-11-11",36.139999
"175","2019-11-12",36.779999
"176","2019-11-13",35.080002
"177","2019-11-14",36.439999
"178","2019-11-15",38.07
"179","2019-11-18",37.360001
"180","2019-11-19",37.41
"181","2019-11-20",37.950001
"182","2019-11-21",37.869999
"183","2019-11-22",37.990002
"184","2019-11-25",38.490002
"185","2019-11-26",38.34
"186","2019-11-27",39.119999
"187","2019-11-29",39.16
"188","2019-12-02",39.049999
"189","2019-12-03",38.990002
"190","2019-12-04",39.720001
"191","2019-12-05",39.580002
"192","2019-12-06",40
"193","2019-12-09",40.470001
"194","2019-12-10",40.419998
"195","2019-12-11",41.810001
"196","2019-12-12",43.990002
"197","2019-12-13",44.459999
"198","2019-12-16",44.889999
"199","2019-12-17",44.869999
"200","2019-12-18",44.650002
"201","2019-12-19",44.77
"202","2019-12-20",44.98
"203","2019-12-23",44.529999
"204","2019-12-24",44.450001
"205","2019-12-26",44.41
"206","2019-12-27",44.130001
"207","2019-12-30",44.200001
"208","2019-12-31",43.919998
"209","2020-01-02",44.23
"210","2020-01-03",42.16
"211","2020-01-06",43.5
"212","2020-01-07",43.799999
"213","2020-01-08",44.130001
"214","2020-01-09",44.279999
"215","2020-01-10",44.759998
"216","2020-01-13",44.43
"217","2020-01-14",43.23
"218","2020-01-15",43.389999
"219","2020-01-16",44.040001
"220","2020-01-17",44.5
"221","2020-01-21",43.959999
"222","2020-01-22",43.619999
"223","2020-01-23",43.77
"224","2020-01-24",43.5
"225","2020-01-27",42.77
"226","2020-01-28",43.799999
"227","2020-01-29",43.869999
"228","2020-01-30",44.880001
"229","2020-01-31",43.419998
"230","2020-02-03",44.5
"231","2020-02-04",44.689999
"232","2020-02-05",44.82
"233","2020-02-06",44.98
"234","2020-02-07",44.970001
"235","2020-02-10",45.040001
"236","2020-02-11",46.16
"237","2020-02-12",46.009998
"238","2020-02-13",47.740002
"239","2020-02-14",44.349998
"240","2020-02-18",42.509998
"241","2020-02-19",42.790001
"242","2020-02-20",40.830002
"243","2020-02-21",44.82
"244","2020-02-24",44.09
"245","2020-02-25",41.610001
"246","2020-02-26",41
"247","2020-02-27",40.27
"248","2020-02-28",40.139999
"249","2020-03-02",40.209999
"250","2020-03-03",39.650002
"251","2020-03-04",40.93
"252","2020-03-05",39.700001
"253","2020-03-06",39.490002
"254","2020-03-09",37.169998
"255","2020-03-10",37.369999
"256","2020-03-11",34.439999
"257","2020-03-12",29
"258","2020-03-13",30.34
"259","2020-03-16",25.889999
"260","2020-03-17",25.27
"261","2020-03-18",23.48
"262","2020-03-19",25.65
"263","2020-03-20",23.16
"264","2020-03-23",23.709999
"265","2020-03-24",28.040001
"266","2020-03-25",31.07
"267","2020-03-26",34.580002
"268","2020-03-27",32.720001
"269","2020-03-30",35.950001
"270","2020-03-31",33.18
"271","2020-04-01",27.25
"272","2020-04-02",29.049999
"273","2020-04-03",29.49
"274","2020-04-06",32.610001
"275","2020-04-07",34.009998
"276","2020-04-08",34.759998
"277","2020-04-09",36.93
"278","2020-04-13",36.009998
"279","2020-04-14",37.41
"280","2020-04-15",37.380001
"281","2020-04-16",37.32
"282","2020-04-17",38.220001
"283","2020-04-20",37.139999
"284","2020-04-21",35.09
"285","2020-04-22",36.200001
"286","2020-04-23",37.299999
"287","2020-04-24",39.48
"288","2020-04-27",39.950001
"289","2020-04-28",39.139999
"290","2020-04-29",40.43
"291","2020-04-30",40.119999
"292","2020-05-01",38.389999
"293","2020-05-04",37.990002
"294","2020-05-05",38.59
"295","2020-05-06",39.049999
"296","2020-05-07",39.68
"297","2020-05-08",40.82
"298","2020-05-11",41.450001
"299","2020-05-12",40.790001
"300","2020-05-13",39.880001
"301","2020-05-14",41.099998
"302","2020-05-15",42.310001
"303","2020-05-18",44.119999
"304","2020-05-19",43.389999
"305","2020-05-20",44.41
"306","2020-05-21",43.549999
"307","2020-05-22",44.450001
"308","2020-05-26",44.110001
"309","2020-05-27",43.75
"310","2020-05-28",43.599998
"311","2020-05-29",44.009998
"312","2020-06-01",44.32
"313","2020-06-02",44.549999
"314","2020-06-03",44.810001
"315","2020-06-04",43.93
"316","2020-06-05",45
"317","2020-06-08",45
"318","2020-06-09",46.669998
"319","2020-06-10",46.900002
"320","2020-06-11",43.939999
"321","2020-06-12",44.540001
"322","2020-06-15",45.610001
"323","2020-06-16",46.099998
"324","2020-06-17",47.029999
"325","2020-06-18",47
"326","2020-06-19",46.029999
"327","2020-06-22",46.009998
"328","2020-06-23",47.529999
"329","2020-06-24",44.904999
"330","2020-06-25",45.48
"331","2020-06-26",45.799999
"332","2020-06-29",46.299999
"333","2020-06-30",47.369999
"334","2020-07-01",46.880001
"335","2020-07-02",47.459999
"336","2020-07-06",47.91
"337","2020-07-07",47.68
"338","2020-07-08",46.98
"339","2020-07-09",43.959999
"340","2020-07-10",43.209999
"341","2020-07-13",42.790001
"342","2020-07-14",43.16
"343","2020-07-15",44.220001
"344","2020-07-16",43.66
"345","2020-07-17",44.419998
"346","2020-07-20",44.849998
"347","2020-07-21",45.41
"348","2020-07-22",46.380001
"349","2020-07-23",46.029999
"350","2020-07-24",46.48
"351","2020-07-27",48.040001
"352","2020-07-28",47.990002
"353","2020-07-29",49.259998
"354","2020-07-30",49.349998
"355","2020-07-31",49.32
"356","2020-08-03",50
"357","2020-08-04",50.009998
"358","2020-08-05",51.360001
"359","2020-08-06",51.290001
"360","2020-08-07",52.84
"361","2020-08-10",51.5
"362","2020-08-11",52.25
"363","2020-08-12",52.299999
"364","2020-08-13",54.529999
"365","2020-08-14",54.75
"366","2020-08-17",54.959999
"367","2020-08-18",55.049999
"368","2020-08-19",56.919998
"369","2020-08-20",59.82
"370","2020-08-21",59.060001
"371","2020-08-24",60
"372","2020-08-25",59.98
"373","2020-08-26",59.970001
"374","2020-08-27",60.59
"375","2020-08-28",61.630001
"376","2020-08-31",63.540001
"377","2020-09-01",65.18
"378","2020-09-02",66.029999
"379","2020-09-03",63.139999
"380","2020-09-04",61.540001
"381","2020-09-08",62.150002
"382","2020-09-09",64.699997
"383","2020-09-10",65.709999
"384","2020-09-11",65.910004
"385","2020-09-14",68.800003
"386","2020-09-15",70.650002
"387","2020-09-16",69.150002
"388","2020-09-17",70.699997
"389","2020-09-18",72.339996
