"","date","GBDC"
"1","2010-04-15",14.407444
"2","2010-04-16",14.39765
"3","2010-04-19",14.417238
"4","2010-04-20",14.544564
"5","2010-04-21",14.495592
"6","2010-04-22",14.417238
"7","2010-04-23",14.495592
"8","2010-04-26",14.358472
"9","2010-04-27",14.250734
"10","2010-04-28",14.39765
"11","2010-04-29",14.39765
"12","2010-04-30",14.201763
"13","2010-05-03",14.211557
"14","2010-05-04",14.299706
"15","2010-05-05",14.250734
"16","2010-05-06",14.201763
"17","2010-05-07",14.24094
"18","2010-05-10",14.221352
"19","2010-05-11",14.231146
"20","2010-05-12",14.201763
"21","2010-05-13",14.201763
"22","2010-05-14",14.201763
"23","2010-05-17",13.898139
"24","2010-05-18",13.192948
"25","2010-05-19",13.124388
"26","2010-05-20",13.222331
"27","2010-05-21",12.5857
"28","2010-05-24",12.997062
"29","2010-05-25",13.075417
"30","2010-05-26",13.369246
"31","2010-05-27",13.663075
"32","2010-05-28",13.849168
"33","2010-06-01",13.74143
"34","2010-06-02",13.849168
"35","2010-06-03",13.516161
"36","2010-06-04",13.643487
"37","2010-06-07",13.692458
"38","2010-06-08",13.388834
"39","2010-06-09",13.584721
"40","2010-06-10",13.67287
"41","2010-06-11",14.084231
"42","2010-06-14",14.094026
"43","2010-06-15",14.289912
"44","2010-06-16",14.211557
"45","2010-06-17",14.250734
"46","2010-06-18",14.10382
"47","2010-06-21",14.182175
"48","2010-06-22",14.191969
"49","2010-06-23",14.191969
"50","2010-06-24",14.329089
"51","2010-06-25",14.348678
"52","2010-06-28",14.064643
"53","2010-06-29",14.035259
"54","2010-06-30",14.123408
"55","2010-07-01",13.790401
"56","2010-07-02",13.721841
"57","2010-07-06",13.545544
"58","2010-07-07",14.182175
"59","2010-07-08",14.10382
"60","2010-07-09",13.839374
"61","2010-07-12",13.721841
"62","2010-07-13",14.094026
"63","2010-07-14",13.858962
"64","2010-07-15",13.780607
"65","2010-07-16",13.633693
"66","2010-07-19",13.819784
"67","2010-07-20",14.045053
"68","2010-07-21",13.917727
"69","2010-07-22",13.956905
"70","2010-07-23",13.956905
"71","2010-07-26",13.849168
"72","2010-07-27",14.015671
"73","2010-07-28",13.800196
"74","2010-07-29",13.74143
"75","2010-07-30",13.74143
"76","2010-08-02",13.849168
"77","2010-08-03",13.956905
"78","2010-08-04",14.182175
"79","2010-08-05",14.094026
"80","2010-08-06",13.829578
"81","2010-08-09",13.956905
"82","2010-08-10",13.800196
"83","2010-08-11",13.9667
"84","2010-08-12",14.338883
"85","2010-08-13",14.191969
"86","2010-08-16",14.37806
"87","2010-08-17",14.280118
"88","2010-08-18",14.113614
"89","2010-08-19",14.201763
"90","2010-08-20",14.201763
"91","2010-08-23",14.231146
"92","2010-08-24",14.10382
"93","2010-08-25",14.191969
"94","2010-08-26",14.113614
"95","2010-08-27",14.221352
"96","2010-08-30",13.9667
"97","2010-08-31",14.015671
"98","2010-09-01",14.358472
"99","2010-09-02",14.309501
"100","2010-09-03",14.309501
"101","2010-09-07",14.368266
"102","2010-09-08",14.201763
"103","2010-09-09",14.152791
"104","2010-09-10",14.436827
"105","2010-09-13",14.53477
"106","2010-09-14",14.505387
"107","2010-09-15",14.417238
"108","2010-09-16",14.476004
"109","2010-09-17",14.348678
"110","2010-09-20",14.53477
"111","2010-09-21",14.564153
"112","2010-09-22",14.583741
"113","2010-09-23",14.417238
"114","2010-09-24",14.632713
"115","2010-09-27",14.622919
"116","2010-09-28",14.711067
"117","2010-09-29",14.877571
"118","2010-09-30",14.985309
"119","2010-10-01",15.494613
"120","2010-10-04",15.220372
"121","2010-10-05",15.39667
"122","2010-10-06",15.680705
"123","2010-10-07",15.298727
"124","2010-10-08",15.181195
"125","2010-10-11",15.122429
"126","2010-10-12",15.210578
"127","2010-10-13",15.808031
"128","2010-10-14",15.915769
"129","2010-10-15",15.641528
"130","2010-10-18",15.994123
"131","2010-10-19",15.719882
"132","2010-10-20",15.817825
"133","2010-10-21",15.563173
"134","2010-10-22",15.582762
"135","2010-10-25",15.582762
"136","2010-10-26",15.984329
"137","2010-10-27",16.072477
"138","2010-10-28",15.82762
"139","2010-10-29",15.582762
"140","2010-11-01",15.288933
"141","2010-11-02",15.46523
"142","2010-11-03",15.572968
"143","2010-11-04",16.052889
"144","2010-11-05",15.925563
"145","2010-11-08",15.680705
"146","2010-11-09",15.582762
"147","2010-11-10",15.288933
"148","2010-11-11",15.710088
"149","2010-11-12",15.905974
"150","2010-11-15",16.278158
"151","2010-11-16",16.043095
"152","2010-11-17",15.710088
"153","2010-11-18",15.582762
"154","2010-11-19",15.798237
"155","2010-11-22",16.052889
