"","date","VBLT"
"239","2015-09-11",5.24
"240","2015-09-14",5.03
"241","2015-09-15",5.29
"242","2015-09-16",5.36
"243","2015-09-17",5.36
"244","2015-09-18",6.85
"245","2015-09-21",8.1
"246","2015-09-22",9.88
"247","2015-09-23",9.26
"248","2015-09-24",11.06
"249","2015-09-25",9.85
"250","2015-09-28",8.08
"251","2015-09-29",7.56
"252","2015-09-30",7.48
"253","2015-10-01",7.83
"254","2015-10-02",7.71
"255","2015-10-05",7.6
"256","2015-10-06",7.03
"257","2015-10-07",7.61
"258","2015-10-08",7.58
"259","2015-10-09",7.35
"260","2015-10-12",7.55
"261","2015-10-13",7.24
"262","2015-10-14",7.13
"263","2015-10-15",7.39
"264","2015-10-16",7.16
"265","2015-10-19",7.85
"266","2015-10-20",7.79
"267","2015-10-21",7.29
"268","2015-10-22",7.25
"269","2015-10-23",7.22
"270","2015-10-26",6.93
"271","2015-10-27",6.76
"272","2015-10-28",6.7
"273","2015-10-29",6.46
"274","2015-10-30",6.25
"275","2015-11-02",6.38
"276","2015-11-03",6.01
"277","2015-11-04",5.96
"278","2015-11-05",5.89
"279","2015-11-06",5.95
"280","2015-11-09",5.78
"281","2015-11-10",5.64
"282","2015-11-11",5.84
"283","2015-11-12",5.44
"284","2015-11-13",5.25
"285","2015-11-16",5.19
"286","2015-11-17",5.42
"287","2015-11-18",5.75
"288","2015-11-19",5.7
"289","2015-11-20",5.57
"290","2015-11-23",5.84
"291","2015-11-24",5.88
"292","2015-11-25",5.69
"293","2015-11-27",5.5
"294","2015-11-30",5.27
"295","2015-12-01",5.32
"296","2015-12-02",5.4
"297","2015-12-03",5.32
"298","2015-12-04",5.25
"299","2015-12-07",5.2
"300","2015-12-08",5.35
"301","2015-12-09",5.26
"302","2015-12-10",5.28
"303","2015-12-11",5.16
"304","2015-12-14",4.93
"305","2015-12-15",4.83
"306","2015-12-16",4.7
"307","2015-12-17",4.86
"308","2015-12-18",4.8
"309","2015-12-21",4.78
"310","2015-12-22",5.1
"311","2015-12-23",5.06
"312","2015-12-24",5.07
"313","2015-12-28",5
"314","2015-12-29",4.81
"315","2015-12-30",5.22
"316","2015-12-31",5.26
"317","2016-01-04",5.09
"318","2016-01-05",4.92
"319","2016-01-06",4.77
"320","2016-01-07",4.15
"321","2016-01-08",3.72
"322","2016-01-11",3.4
"323","2016-01-12",3.31
"324","2016-01-13",3.21
"325","2016-01-14",3.22
"326","2016-01-15",3.21
"327","2016-01-19",3.11
"328","2016-01-20",3.28
"329","2016-01-21",3.36
"330","2016-01-22",3.39
"331","2016-01-25",3.24
"332","2016-01-26",3.26
"333","2016-01-27",3.18
"334","2016-01-28",2.98
"335","2016-01-29",3.08
"336","2016-02-01",2.8
"337","2016-02-02",3.35
"338","2016-02-03",3.09
"339","2016-02-04",3.16
"340","2016-02-05",3.39
"341","2016-02-08",3.26
"342","2016-02-09",3.15
"343","2016-02-10",2.95
"344","2016-02-11",3.03
"345","2016-02-12",3.09
"346","2016-02-16",3.17
"347","2016-02-17",3.27
"348","2016-02-18",3.39
"349","2016-02-19",3.54
"350","2016-02-22",3.58
"351","2016-02-23",3.44
"352","2016-02-24",3.4
"353","2016-02-25",3.35
"354","2016-02-26",3.46
"355","2016-02-29",3.44
"356","2016-03-01",3.41
"357","2016-03-02",3.45
"358","2016-03-03",3.43
"359","2016-03-04",3.41
"360","2016-03-07",3.66
"361","2016-03-08",3.61
"362","2016-03-09",3.62
"363","2016-03-10",3.47
"364","2016-03-11",3.61
"365","2016-03-14",3.69
"366","2016-03-15",3.49
"367","2016-03-16",3.45
"368","2016-03-17",3.4
"369","2016-03-18",3.41
"370","2016-03-21",3.53
"371","2016-03-22",3.55
"372","2016-03-23",3.58
"373","2016-03-24",3.59
"374","2016-03-28",3.482
"375","2016-03-29",3.2
"376","2016-03-30",3.14
"377","2016-03-31",3.48
"378","2016-04-01",3.4
"379","2016-04-04",3.4
"380","2016-04-05",3.3
"381","2016-04-06",3.29
"382","2016-04-07",3.38
"383","2016-04-08",3.33
"384","2016-04-11",3.165
"385","2016-04-12",3.14
"386","2016-04-13",3.26
"387","2016-04-14",3.34
"388","2016-04-15",3.34
"389","2016-04-18",3.365
"390","2016-04-19",3.2
"391","2016-04-20",3.2
"392","2016-04-21",3.19
"393","2016-04-22",3.22
"394","2016-04-25",3.22
"395","2016-04-26",3.2
"396","2016-04-27",3.23
"397","2016-04-28",3.21
"398","2016-04-29",3.235
"399","2016-05-02",3.26
"400","2016-05-03",3.7
"401","2016-05-04",3.6
"402","2016-05-05",3.47
"403","2016-05-06",3.2
"404","2016-05-09",3.24
"405","2016-05-10",3.19
"406","2016-05-11",3.23
"407","2016-05-12",3.19
"408","2016-05-13",3.31
"409","2016-05-16",3.19
"410","2016-05-17",3.27
"411","2016-05-18",3.12
"412","2016-05-19",3.13
"413","2016-05-20",3.23
"414","2016-05-23",3.4
"415","2016-05-24",3.44
"416","2016-05-25",3.56
"417","2016-05-26",3.65
"418","2016-05-27",3.64
"419","2016-05-31",3.68
"420","2016-06-01",3.51
"421","2016-06-02",3.79
"422","2016-06-03",3.97
"423","2016-06-06",6.85
"424","2016-06-07",5.85
"425","2016-06-08",5.11
"426","2016-06-09",4.8
"427","2016-06-10",4.9
"428","2016-06-13",4.38
"429","2016-06-14",4.26
"430","2016-06-15",4.03
"431","2016-06-16",4.59
"432","2016-06-17",4.09
"433","2016-06-20",4
"434","2016-06-21",3.99
"435","2016-06-22",3.96
"436","2016-06-23",4.21
"437","2016-06-24",4.08
"438","2016-06-27",3.95
"439","2016-06-28",4.1
"440","2016-06-29",4.15
"441","2016-06-30",4.61
"442","2016-07-01",4.4
"443","2016-07-05",4.44
"444","2016-07-06",4.4
"445","2016-07-07",4.29
"446","2016-07-08",4.38
"447","2016-07-11",4.2
"448","2016-07-12",4.08
"449","2016-07-13",3.95
"450","2016-07-14",3.85
"451","2016-07-15",3.86
"452","2016-07-18",3.82
"453","2016-07-19",4
"454","2016-07-20",4.07
"455","2016-07-21",4.14
"456","2016-07-22",4.14
"457","2016-07-25",4.04
"458","2016-07-26",4.04
"459","2016-07-27",4
"460","2016-07-28",4.02
"461","2016-07-29",4.02
"462","2016-08-01",3.97
"463","2016-08-02",3.94
"464","2016-08-03",4.25
"465","2016-08-04",4.3
"466","2016-08-05",4.26
"467","2016-08-08",4.15
"468","2016-08-09",4.28
"469","2016-08-10",4.15
"470","2016-08-11",4.15
"471","2016-08-12",4.29
"472","2016-08-15",4.06
"473","2016-08-16",4.1
"474","2016-08-17",4.1
"475","2016-08-18",3.97
"476","2016-08-19",3.92
"477","2016-08-22",4.1
"478","2016-08-23",4.1
"479","2016-08-24",4.01
"480","2016-08-25",4.24
"481","2016-08-26",4.07
"482","2016-08-29",4.1
"483","2016-08-30",4.03
"484","2016-08-31",4.11
"485","2016-09-01",4.06
"486","2016-09-02",4.09
"487","2016-09-06",4.11
"488","2016-09-07",4.32
"489","2016-09-08",4.53
"490","2016-09-09",4.24
"491","2016-09-12",4.3
"492","2016-09-13",4.28
"493","2016-09-14",4.36
"494","2016-09-15",4.52
"495","2016-09-16",4.71
"496","2016-09-19",4.54
"497","2016-09-20",4.63
"498","2016-09-21",4.75
"499","2016-09-22",4.86
"500","2016-09-23",4.85
"501","2016-09-26",5.16
"502","2016-09-27",5.6
"503","2016-09-28",5.28
"504","2016-09-29",5.12
"505","2016-09-30",5.22
"506","2016-10-03",5.17
"507","2016-10-04",5.03
"508","2016-10-05",5.18
"509","2016-10-06",5.11
"510","2016-10-07",4.96
"511","2016-10-10",5.06
"512","2016-10-11",5.16
"513","2016-10-12",5.26
"514","2016-10-13",5.21
"515","2016-10-14",5.04
"516","2016-10-17",4.95
"517","2016-10-18",5
"518","2016-10-19",4.95
"519","2016-10-20",5
"520","2016-10-21",5.1
"521","2016-10-24",5.1
"522","2016-10-25",5
"523","2016-10-26",5
"524","2016-10-27",4.95
"525","2016-10-28",4.95
"526","2016-10-31",4.95
"527","2016-11-01",5.05
"528","2016-11-02",5.05
"529","2016-11-03",4.85
"530","2016-11-04",4.9
"531","2016-11-07",4.925
"532","2016-11-08",5
"533","2016-11-09",5.2
"534","2016-11-10",4.8
"535","2016-11-11",4.8
"536","2016-11-14",4.9
"537","2016-11-15",4.925
"538","2016-11-16",4.9
"539","2016-11-17",4.95
"540","2016-11-18",4.9
"541","2016-11-21",4.9
"542","2016-11-22",4.85
"543","2016-11-23",4.95
"544","2016-11-25",5
"545","2016-11-28",5
"546","2016-11-29",5.65
"547","2016-11-30",5.35
"548","2016-12-01",5.2
"549","2016-12-02",5.25
"550","2016-12-05",5.25
"551","2016-12-06",5.05
"552","2016-12-07",4.95
"553","2016-12-08",4.75
"554","2016-12-09",4.75
"555","2016-12-12",4.65
"556","2016-12-13",4.6
"557","2016-12-14",4.55
"558","2016-12-15",4.5
"559","2016-12-16",4.6
"560","2016-12-19",4.65
"561","2016-12-20",4.75
"562","2016-12-21",4.75
"563","2016-12-22",4.85
"564","2016-12-23",4.85
"565","2016-12-27",4.95
"566","2016-12-28",4.8
"567","2016-12-29",4.95
"568","2016-12-30",4.85
"569","2017-01-03",5.05
"570","2017-01-04",5
"571","2017-01-05",5
"572","2017-01-06",5.1
"573","2017-01-09",5.1
"574","2017-01-10",5.1
"575","2017-01-11",5.25
"576","2017-01-12",5.25
"577","2017-01-13",5.25
"578","2017-01-17",5.2
"579","2017-01-18",5.15
"580","2017-01-19",5.05
"581","2017-01-20",5.05
"582","2017-01-23",4.95
"583","2017-01-24",5.1
"584","2017-01-25",5.235
"585","2017-01-26",5.2
"586","2017-01-27",5.25
"587","2017-01-30",5.1
"588","2017-01-31",5.2
"589","2017-02-01",5.25
"590","2017-02-02",5.5
"591","2017-02-03",5.4
"592","2017-02-06",5.55
"593","2017-02-07",5.5
"594","2017-02-08",5.6
"595","2017-02-09",5.8
"596","2017-02-10",5.5
"597","2017-02-13",5.55
"598","2017-02-14",5.65
"599","2017-02-15",5.65
"600","2017-02-16",5.6
"601","2017-02-17",5.6
"602","2017-02-21",5.8
"603","2017-02-22",5.8
"604","2017-02-23",5.65
"605","2017-02-24",5.6
"606","2017-02-27",5.65
"607","2017-02-28",5.75
"608","2017-03-01",5.75
"609","2017-03-02",5.8
"610","2017-03-03",5.748
"611","2017-03-06",5.6
"612","2017-03-07",5.7
"613","2017-03-08",6
"614","2017-03-09",6
"615","2017-03-10",6.25
"616","2017-03-13",6.1
"617","2017-03-14",5.9
"618","2017-03-15",5.9
"619","2017-03-16",5.8
"620","2017-03-17",5.8
"621","2017-03-20",5.9
"622","2017-03-21",5.7
"623","2017-03-22",4.5
"624","2017-03-23",5.55
"625","2017-03-24",5.65
"626","2017-03-27",5.65
"627","2017-03-28",5.55
"628","2017-03-29",5.55
"629","2017-03-30",5.4
"630","2017-03-31",5.5
"631","2017-04-03",5.65
"632","2017-04-04",5.9
"633","2017-04-05",5.65
"634","2017-04-06",5.35
"635","2017-04-07",5.4
"636","2017-04-10",5.4
"637","2017-04-11",5.25
"638","2017-04-12",5.15
"639","2017-04-13",5.2
"640","2017-04-17",5.1
"641","2017-04-18",5.15
"642","2017-04-19",5.2
"643","2017-04-20",5.2
"644","2017-04-21",5.45
"645","2017-04-24",5.45
"646","2017-04-25",5.7
"647","2017-04-26",5.75
"648","2017-04-27",5.8
"649","2017-04-28",5.7
"650","2017-05-01",5.85
"651","2017-05-02",5.85
"652","2017-05-03",6
"653","2017-05-04",6.35
"654","2017-05-05",6.1
"655","2017-05-08",5.9
"656","2017-05-09",5.85
"657","2017-05-10",6.3
"658","2017-05-11",6.2
"659","2017-05-12",6.15
"660","2017-05-15",6.15
"661","2017-05-16",6.1
"662","2017-05-17",5.825
"663","2017-05-18",5.65
"664","2017-05-19",5.6
"665","2017-05-22",5.9
"666","2017-05-23",5.85
"667","2017-05-24",5.75
"668","2017-05-25",5.5
"669","2017-05-26",5.55
"670","2017-05-30",5.5
"671","2017-05-31",5.45
"672","2017-06-01",5.5
"673","2017-06-02",5.5
"674","2017-06-05",5.45
"675","2017-06-06",5.05
"676","2017-06-07",5.1
"677","2017-06-08",5.05
"678","2017-06-09",4.9
"679","2017-06-12",4.8
"680","2017-06-13",4.55
"681","2017-06-14",4.5
"682","2017-06-15",4.5
"683","2017-06-16",4.55
"684","2017-06-19",5
"685","2017-06-20",4.95
"686","2017-06-21",4.95
"687","2017-06-22",4.85
"688","2017-06-23",4.9
"689","2017-06-26",4.85
"690","2017-06-27",4.65
"691","2017-06-28",4.7
"692","2017-06-29",4.65
"693","2017-06-30",4.45
"694","2017-07-03",4.5
"695","2017-07-05",4.55
"696","2017-07-06",4.5
"697","2017-07-07",4.5
"698","2017-07-10",4.45
"699","2017-07-11",4.45
"700","2017-07-12",4.4
"701","2017-07-13",4.2
"702","2017-07-14",4.15
"703","2017-07-17",4.2
"704","2017-07-18",4.2
"705","2017-07-19",4.195
"706","2017-07-20",4.275
"707","2017-07-21",4.35
"708","2017-07-24",4.2
"709","2017-07-25",4.2
"710","2017-07-26",4.15
"711","2017-07-27",4.15
"712","2017-07-28",4.25
"713","2017-07-31",4.2
"714","2017-08-01",4.05
"715","2017-08-02",4.1
"716","2017-08-03",4.05
"717","2017-08-04",4.05
"718","2017-08-07",4.15
"719","2017-08-08",4.15
"720","2017-08-09",4.2
"721","2017-08-10",4.147
"722","2017-08-11",4.15
"723","2017-08-14",4.65
"724","2017-08-15",4.9
"725","2017-08-16",4.95
"726","2017-08-17",5.15
"727","2017-08-18",5.1
"728","2017-08-21",5
"729","2017-08-22",5.05
"730","2017-08-23",5.1
"731","2017-08-24",5.05
"732","2017-08-25",5.1
"733","2017-08-28",5.2
"734","2017-08-29",5.2
"735","2017-08-30",5.15
"736","2017-08-31",5.3
"737","2017-09-01",5.25
"738","2017-09-05",5.2
"739","2017-09-06",4.95
"740","2017-09-07",5.05
"741","2017-09-08",5.05
"742","2017-09-11",5
"743","2017-09-12",5.225
"744","2017-09-13",5.25
"745","2017-09-14",5.25
"746","2017-09-15",5.25
"747","2017-09-18",5.8
"748","2017-09-19",7.2
"749","2017-09-20",6.55
"750","2017-09-21",6.65
"751","2017-09-22",6.15
"752","2017-09-25",6.45
"753","2017-09-26",5.9
"754","2017-09-27",5.9
"755","2017-09-28",5.75
"756","2017-09-29",6.1
"757","2017-10-02",6
"758","2017-10-03",6.1
"759","2017-10-04",6.1
"760","2017-10-05",6.1
"761","2017-10-06",5.8
"762","2017-10-09",5.95
"763","2017-10-10",6.175
"764","2017-10-11",6.4
"765","2017-10-12",6.15
"766","2017-10-13",6.1
"767","2017-10-16",5.8
"768","2017-10-17",5.65
"769","2017-10-18",5.75
"770","2017-10-19",6
"771","2017-10-20",6
"772","2017-10-23",6.2
"773","2017-10-24",6.45
"774","2017-10-25",6.2
"775","2017-10-26",6.1
"776","2017-10-27",6.05
"777","2017-10-30",5.95
"778","2017-10-31",6.1
"779","2017-11-01",6.1
"780","2017-11-02",6.15
"781","2017-11-03",6.15
"782","2017-11-06",6.45
"783","2017-11-07",6.8
"784","2017-11-08",7.35
"785","2017-11-09",7.4
"786","2017-11-10",7.65
"787","2017-11-13",7.9
"788","2017-11-14",8.7
"789","2017-11-15",7.675
"790","2017-11-16",9
"791","2017-11-17",6.85
"792","2017-11-20",6.95
"793","2017-11-21",6.95
"794","2017-11-22",7
"795","2017-11-24",6.95
"796","2017-11-27",6.95
"797","2017-11-28",6.95
"798","2017-11-29",6.8
"799","2017-11-30",6.95
"800","2017-12-01",6.85
"801","2017-12-04",6.7
"802","2017-12-05",6.4
"803","2017-12-06",6.45
"804","2017-12-07",6.6
"805","2017-12-08",6.6
"806","2017-12-11",6.55
"807","2017-12-12",6.95
"808","2017-12-13",6.9
"809","2017-12-14",6.8
"810","2017-12-15",6.7
"811","2017-12-18",6.65
"812","2017-12-19",6.6
"813","2017-12-20",6.55
"814","2017-12-21",6.875
"815","2017-12-22",7.05
"816","2017-12-26",7.3
"817","2017-12-27",7.05
"818","2017-12-28",6.85
"819","2017-12-29",7.1
"820","2018-01-02",7.2
"821","2018-01-03",7.525
"822","2018-01-04",8.25
"823","2018-01-05",7.95
"824","2018-01-08",7.8
"825","2018-01-09",7.95
"826","2018-01-10",8.15
"827","2018-01-11",8.5
"828","2018-01-12",8.3
"829","2018-01-16",7.55
"830","2018-01-17",7.7
"831","2018-01-18",7.6
"832","2018-01-19",7.75
"833","2018-01-22",7.55
"834","2018-01-23",7.5
"835","2018-01-24",7.2
"836","2018-01-25",7.15
"837","2018-01-26",7.1
"838","2018-01-29",7.1
"839","2018-01-30",7.2
"840","2018-01-31",7.15
"841","2018-02-01",6.55
"842","2018-02-02",6.35
"843","2018-02-05",6
"844","2018-02-06",6.05
"845","2018-02-07",6.25
"846","2018-02-08",6.3
"847","2018-02-09",6.45
"848","2018-02-12",6.4
"849","2018-02-13",6.65
"850","2018-02-14",6.425
"851","2018-02-15",6.15
"852","2018-02-16",6.3
"853","2018-02-20",6.15
"854","2018-02-21",6.5
"855","2018-02-22",6.7
"856","2018-02-23",6.3
"857","2018-02-26",6.4
"858","2018-02-27",6.3
"859","2018-02-28",6.3
"860","2018-03-01",5.95
"861","2018-03-02",6.05
"862","2018-03-05",6.65
"863","2018-03-06",6.8
"864","2018-03-07",6.8
"865","2018-03-08",2.65
"866","2018-03-09",2.6
"867","2018-03-12",2.5
"868","2018-03-13",2.425
"869","2018-03-14",2.4
"870","2018-03-15",2.375
"871","2018-03-16",2.275
"872","2018-03-19",2.35
"873","2018-03-20",2.3
"874","2018-03-21",2.35
"875","2018-03-22",2.4
"876","2018-03-23",2.375
"877","2018-03-26",2.35
"878","2018-03-27",2.3
"879","2018-03-28",2.3
"880","2018-03-29",2.3
"881","2018-04-02",2.2
"882","2018-04-03",2.25
"883","2018-04-04",2.15
"884","2018-04-05",2.05
"885","2018-04-06",2.075
"886","2018-04-09",2.1
"887","2018-04-10",2.25
"888","2018-04-11",2.3
"889","2018-04-12",2.325
"890","2018-04-13",2.4
"891","2018-04-16",2.25
"892","2018-04-17",2.15
"893","2018-04-18",2.225
"894","2018-04-19",2.2
"895","2018-04-20",2.15
"896","2018-04-23",2.2
"897","2018-04-24",2.2
"898","2018-04-25",2.2
"899","2018-04-26",2.2
"900","2018-04-27",2.2
"901","2018-04-30",2.2
"902","2018-05-01",2.225
"903","2018-05-02",2.2
"904","2018-05-03",2.2
"905","2018-05-04",2.2
"906","2018-05-07",2.2
"907","2018-05-08",2.25
"908","2018-05-09",2.175
"909","2018-05-10",2.15
"910","2018-05-11",2.15
"911","2018-05-14",2.2
"912","2018-05-15",2.175
"913","2018-05-16",2.225
"914","2018-05-17",2.2
"915","2018-05-18",2.2
"916","2018-05-21",2.15
"917","2018-05-22",2.125
"918","2018-05-23",2.15
"919","2018-05-24",2.125
"920","2018-05-25",2.15
"921","2018-05-29",2.1
"922","2018-05-30",2.05
"923","2018-05-31",2.1
"924","2018-06-01",2.125
"925","2018-06-04",2.125
"926","2018-06-05",2.15
"927","2018-06-06",3
"928","2018-06-07",2.6
"929","2018-06-08",2.5
"930","2018-06-11",2.75
"931","2018-06-12",2.675
"932","2018-06-13",2.65
"933","2018-06-14",2.7
"934","2018-06-15",2.7
"935","2018-06-18",2.8
"936","2018-06-19",2.8
"937","2018-06-20",2.75
"938","2018-06-21",2.65
"939","2018-06-22",2.5
"940","2018-06-25",2.55
"941","2018-06-26",2.325
"942","2018-06-27",2.3
"943","2018-06-28",2.225
"944","2018-06-29",2.2
"945","2018-07-02",2.175
"946","2018-07-03",2.15
"947","2018-07-05",2.125
"948","2018-07-06",2.125
"949","2018-07-09",2.125
"950","2018-07-10",2.15
"951","2018-07-11",2.175
"952","2018-07-12",2.15
"953","2018-07-13",2.15
"954","2018-07-16",2.1
"955","2018-07-17",2.125
"956","2018-07-18",2.125
"957","2018-07-19",2.1
"958","2018-07-20",2.1
"959","2018-07-23",2.1
"960","2018-07-24",2
"961","2018-07-25",2.05
"962","2018-07-26",2
"963","2018-07-27",2
"964","2018-07-30",1.95
"965","2018-07-31",1.95
"966","2018-08-01",1.925
"967","2018-08-02",1.85
"968","2018-08-03",1.85
"969","2018-08-06",1.825
"970","2018-08-07",1.75
"971","2018-08-08",1.725
"972","2018-08-09",1.7
"973","2018-08-10",1.775
"974","2018-08-13",1.75
"975","2018-08-14",1.725
"976","2018-08-15",1.7
"977","2018-08-16",1.65
"978","2018-08-17",1.65
"979","2018-08-20",1.6
"980","2018-08-21",1.65
"981","2018-08-22",1.65
"982","2018-08-23",1.65
"983","2018-08-24",1.6
"984","2018-08-27",1.65
"985","2018-08-28",1.625
"986","2018-08-29",1.65
"987","2018-08-30",1.675
"988","2018-08-31",1.675
"989","2018-09-04",1.65
"990","2018-09-05",1.7
"991","2018-09-06",1.65
"992","2018-09-07",1.6
"993","2018-09-10",1.65
"994","2018-09-11",1.6
"995","2018-09-12",1.65
"996","2018-09-13",1.55
"997","2018-09-14",1.6
"998","2018-09-17",1.6
"999","2018-09-18",1.625
"1000","2018-09-19",1.625
"1001","2018-09-20",1.6
"1002","2018-09-21",1.6
"1003","2018-09-24",1.55
