"","date","EPZM"
"1","2013-05-31",22.99
"2","2013-06-03",27.99
"3","2013-06-04",26.780001
"4","2013-06-05",25.73
"5","2013-06-06",25.67
"6","2013-06-07",26
"7","2013-06-10",25.799999
"8","2013-06-11",24.940001
"9","2013-06-12",23.82
"10","2013-06-13",22.799999
"11","2013-06-14",22.33
"12","2013-06-17",24.709999
"13","2013-06-18",24.719999
"14","2013-06-19",26
"15","2013-06-20",25.809999
"16","2013-06-21",26.299999
"17","2013-06-24",27.549999
"18","2013-06-25",26.940001
"19","2013-06-26",26.959999
"20","2013-06-27",27.559999
"21","2013-06-28",28.129999
"22","2013-07-01",29.950001
"23","2013-07-02",30.59
"24","2013-07-03",30.540001
"25","2013-07-05",30.389999
"26","2013-07-08",34.73
"27","2013-07-09",37
"28","2013-07-10",35.990002
"29","2013-07-11",36
"30","2013-07-12",37.080002
"31","2013-07-15",40.169998
"32","2013-07-16",43.599998
"33","2013-07-17",42.689999
"34","2013-07-18",42.720001
"35","2013-07-19",38.75
"36","2013-07-22",34.619999
"37","2013-07-23",34.34
"38","2013-07-24",35.099998
"39","2013-07-25",34.639999
"40","2013-07-26",32.84
"41","2013-07-29",31.620001
"42","2013-07-30",34.27
"43","2013-07-31",36.099998
"44","2013-08-01",35.900002
"45","2013-08-02",35.990002
"46","2013-08-05",37.439999
"47","2013-08-06",36.27
"48","2013-08-07",36.720001
"49","2013-08-08",36.09
"50","2013-08-09",35.110001
"51","2013-08-12",33.27
"52","2013-08-13",32.759998
"53","2013-08-14",33.439999
"54","2013-08-15",31.139999
"55","2013-08-16",31.34
"56","2013-08-19",26.93
"57","2013-08-20",28.57
"58","2013-08-21",28.16
"59","2013-08-22",29.299999
"60","2013-08-23",29.09
"61","2013-08-26",29.75
"62","2013-08-27",28.040001
"63","2013-08-28",29.17
"64","2013-08-29",28.860001
"65","2013-08-30",27.75
"66","2013-09-03",28.040001
"67","2013-09-04",29.610001
"68","2013-09-05",29.75
"69","2013-09-06",29.870001
"70","2013-09-09",31.76
"71","2013-09-10",32.919998
"72","2013-09-11",33.990002
"73","2013-09-12",32.970001
"74","2013-09-13",32.669998
"75","2013-09-16",32.77
"76","2013-09-17",33.400002
"77","2013-09-18",35.279999
"78","2013-09-19",36.650002
"79","2013-09-20",35.830002
"80","2013-09-23",36.200001
"81","2013-09-24",35.860001
"82","2013-09-25",37.139999
"83","2013-09-26",38.259998
"84","2013-09-27",39.509998
"85","2013-09-30",40
"86","2013-10-01",41.150002
"87","2013-10-02",41.32
"88","2013-10-03",40
"89","2013-10-04",39.279999
"90","2013-10-07",39.23
"91","2013-10-08",38
"92","2013-10-09",35.009998
"93","2013-10-10",37.150002
"94","2013-10-11",35.849998
"95","2013-10-14",35.82
"96","2013-10-15",34.23
"97","2013-10-16",35.869999
"98","2013-10-17",36.900002
"99","2013-10-18",36.540001
"100","2013-10-21",37.220001
"101","2013-10-22",39.619999
"102","2013-10-23",38.310001
"103","2013-10-24",38.599998
"104","2013-10-25",39.029999
"105","2013-10-28",40
"106","2013-10-29",40.369999
"107","2013-10-30",39.82
"108","2013-10-31",38.32
"109","2013-11-01",36.16
"110","2013-11-04",36.110001
"111","2013-11-05",35.98
"112","2013-11-06",33.619999
"113","2013-11-07",33.049999
"114","2013-11-08",33.880001
"115","2013-11-11",34.779999
"116","2013-11-12",32.049999
"117","2013-11-13",31.709999
"118","2013-11-14",19.940001
"119","2013-11-15",19
"120","2013-11-18",19.58
"121","2013-11-19",18.98
"122","2013-11-20",19.48
"123","2013-11-21",21.959999
"124","2013-11-22",20.959999
"125","2013-11-25",20.77
"126","2013-11-26",21.120001
"127","2013-11-27",20.889999
"128","2013-11-29",20.940001
"129","2013-12-02",20.809999
"130","2013-12-03",21.709999
"131","2013-12-04",23.690001
"132","2013-12-05",23.139999
"133","2013-12-06",23.01
"134","2013-12-09",21.700001
"135","2013-12-10",20.690001
"136","2013-12-11",20.18
"137","2013-12-12",20.790001
"138","2013-12-13",21.08
"139","2013-12-16",21
"140","2013-12-17",20.92
"141","2013-12-18",20.92
"142","2013-12-19",20.43
"143","2013-12-20",20.99
"144","2013-12-23",21.67
"145","2013-12-24",21.030001
"146","2013-12-26",20.959999
"147","2013-12-27",20.809999
"148","2013-12-30",20.610001
"149","2013-12-31",20.799999
"150","2014-01-02",20.26
"151","2014-01-03",20.57
"152","2014-01-06",20.5
"153","2014-01-07",35.990002
"154","2014-01-08",35.119999
"155","2014-01-09",37.099998
"156","2014-01-10",40.41
"157","2014-01-13",38.419998
"158","2014-01-14",37.189999
"159","2014-01-15",37.490002
"160","2014-01-16",37.48
"161","2014-01-17",37.59
"162","2014-01-21",37.900002
"163","2014-01-22",38.32
"164","2014-01-23",38.099998
"165","2014-01-24",34.939999
"166","2014-01-27",33.040001
"167","2014-01-28",31.200001
"168","2014-01-29",30.709999
"169","2014-01-30",30.5
"170","2014-01-31",30.4
"171","2014-02-03",30.74
"172","2014-02-04",30
"173","2014-02-05",29.59
"174","2014-02-06",28.16
"175","2014-02-07",28.459999
"176","2014-02-10",29.4
"177","2014-02-11",31.23
"178","2014-02-12",34.07
"179","2014-02-13",33.759998
"180","2014-02-14",30.6
"181","2014-02-18",30.76
"182","2014-02-19",30.25
"183","2014-02-20",30.559999
"184","2014-02-21",30.07
"185","2014-02-24",31.34
"186","2014-02-25",32.630001
"187","2014-02-26",32.23
"188","2014-02-27",31.82
"189","2014-02-28",29.9
"190","2014-03-03",29.120001
"191","2014-03-04",29.959999
"192","2014-03-05",29.549999
"193","2014-03-06",27.4
"194","2014-03-07",27.02
"195","2014-03-10",27.559999
"196","2014-03-11",27.76
"197","2014-03-12",28.66
"198","2014-03-13",27.74
"199","2014-03-14",28.639999
"200","2014-03-17",27.58
"201","2014-03-18",27.690001
"202","2014-03-19",27.4
"203","2014-03-20",27.540001
"204","2014-03-21",26.68
"205","2014-03-24",23.799999
"206","2014-03-25",23.6
"207","2014-03-26",22.9
"208","2014-03-27",23.92
"209","2014-03-28",22.93
"210","2014-03-31",22.77
"211","2014-04-01",23.719999
"212","2014-04-02",23.389999
"213","2014-04-03",21.77
"214","2014-04-04",20.290001
"215","2014-04-07",20.440001
"216","2014-04-08",21.85
"217","2014-04-09",23.290001
"218","2014-04-10",22.379999
"219","2014-04-11",21.450001
"220","2014-04-14",20.280001
"221","2014-04-15",20.190001
"222","2014-04-16",19.98
"223","2014-04-17",19.91
"224","2014-04-21",20.01
"225","2014-04-22",21.66
"226","2014-04-23",23.35
"227","2014-04-24",22.73
"228","2014-04-25",20.780001
"229","2014-04-28",20.860001
"230","2014-04-29",21.49
"231","2014-04-30",21.82
"232","2014-05-01",22.26
"233","2014-05-02",21.459999
"234","2014-05-05",21.73
"235","2014-05-06",21.799999
"236","2014-05-07",21.700001
"237","2014-05-08",20.85
"238","2014-05-09",21.68
"239","2014-05-12",22.549999
"240","2014-05-13",22.290001
"241","2014-05-14",22.01
"242","2014-05-15",22.91
"243","2014-05-16",22.75
"244","2014-05-19",22.629999
"245","2014-05-20",22.15
"246","2014-05-21",21.9
"247","2014-05-22",22.99
"248","2014-05-23",23.030001
"249","2014-05-27",24.17
"250","2014-05-28",24.17
"251","2014-05-29",24.58
"252","2014-05-30",23.98
"253","2014-06-02",22.030001
"254","2014-06-03",22.6
"255","2014-06-04",23.5
"256","2014-06-05",23.09
"257","2014-06-06",23.299999
"258","2014-06-09",24.290001
"259","2014-06-10",25.030001
"260","2014-06-11",25.629999
"261","2014-06-12",25.98
"262","2014-06-13",26.57
"263","2014-06-16",27.66
"264","2014-06-17",28.5
"265","2014-06-18",29.469999
"266","2014-06-19",28.57
"267","2014-06-20",28.450001
"268","2014-06-23",27.75
"269","2014-06-24",28.209999
"270","2014-06-25",28.27
"271","2014-06-26",28.959999
"272","2014-06-27",29.4
"273","2014-06-30",31.120001
"274","2014-07-01",31.549999
"275","2014-07-02",32.810001
"276","2014-07-03",34.240002
"277","2014-07-07",32.439999
"278","2014-07-08",30.01
"279","2014-07-09",30.85
"280","2014-07-10",31.1
"281","2014-07-11",31.02
"282","2014-07-14",30.73
"283","2014-07-15",29.700001
"284","2014-07-16",28.83
"285","2014-07-17",27.799999
"286","2014-07-18",28.809999
"287","2014-07-21",29.83
"288","2014-07-22",30.41
"289","2014-07-23",33.209999
"290","2014-07-24",33.470001
"291","2014-07-25",33.139999
"292","2014-07-28",32.57
"293","2014-07-29",32.959999
"294","2014-07-30",33.540001
"295","2014-07-31",31.32
"296","2014-08-01",29.639999
