"","date","LSXMA"
"1","2016-04-18",30.678467
"2","2016-04-19",31.986235
"3","2016-04-20",32.035397
"4","2016-04-21",32.241886
"5","2016-04-22",32.133728
"6","2016-04-25",32.497543
"7","2016-04-26",32.743362
"8","2016-04-27",32.812191
"9","2016-04-28",32.173058
"10","2016-04-29",32.222221
"11","2016-05-02",32.409046
"12","2016-05-03",32.320549
"13","2016-05-04",31.710915
"14","2016-05-05",31.760078
"15","2016-05-06",32.153393
"16","2016-05-09",31.86824
"17","2016-05-10",32.143559
"18","2016-05-11",31.730579
"19","2016-05-12",31.642084
"20","2016-05-13",31.20944
"21","2016-05-16",31.41593
"22","2016-05-17",30.786627
"23","2016-05-18",30.973452
"24","2016-05-19",30.688299
"25","2016-05-20",30.983284
"26","2016-05-23",30.747295
"27","2016-05-24",31.307768
"28","2016-05-25",31.366764
"29","2016-05-26",31.189774
"30","2016-05-27",31.455261
"31","2016-05-31",31.356932
"32","2016-06-01",31.878073
"33","2016-06-02",31.642084
"34","2016-06-03",31.612587
"35","2016-06-06",31.268436
"36","2016-06-07",31.160275
"37","2016-06-08",31.376598
"38","2016-06-09",31.769911
"39","2016-06-10",31.347099
"40","2016-06-13",30.609636
"41","2016-06-14",30.48181
"42","2016-06-15",30.560472
"43","2016-06-16",30.737463
"44","2016-06-17",30.334316
"45","2016-06-20",30.353983
"46","2016-06-21",29.734512
"47","2016-06-22",29.744347
"48","2016-06-23",30.904621
"49","2016-06-24",30.049164
"50","2016-06-27",28.997049
"51","2016-06-28",29.61652
"52","2016-06-29",30.20649
"53","2016-06-30",30.835791
"54","2016-07-01",31.091446
"55","2016-07-05",31.130777
"56","2016-07-06",31.20944
"57","2016-07-07",31.376598
"58","2016-07-08",31.897738
"59","2016-07-11",32.114059
"60","2016-07-12",31.858408
"61","2016-07-13",32.114059
"62","2016-07-14",32.605701
"63","2016-07-15",32.645035
"64","2016-07-18",32.84169
"65","2016-07-19",33.205505
"66","2016-07-20",33.421829
"67","2016-07-21",33.608654
"68","2016-07-22",34.139626
"69","2016-07-25",33.382496
"70","2016-07-26",34.70993
"71","2016-07-27",35.172073
"72","2016-07-28",34.641102
"73","2016-07-29",35.152409
"74","2016-08-01",34.631268
"75","2016-08-02",33.972469
"76","2016-08-03",33.726646
"77","2016-08-04",33.579155
"78","2016-08-05",33.697147
"79","2016-08-08",33.077679
"80","2016-08-09",32.920353
"81","2016-08-10",33.126842
"82","2016-08-11",33.520157
"83","2016-08-12",33.343166
"84","2016-08-15",33.264503
"85","2016-08-16",33.372665
"86","2016-08-17",33.235004
"87","2016-08-18",32.605701
"88","2016-08-19",32.468044
"89","2016-08-22",32.359882
"90","2016-08-23",32.497543
"91","2016-08-24",32.045231
"92","2016-08-25",32.527039
"93","2016-08-26",32.753197
"94","2016-08-29",32.900688
"95","2016-08-30",32.959686
"96","2016-08-31",32.949852
"97","2016-09-01",32.979351
"98","2016-09-02",33.254669
"99","2016-09-06",33.235004
"100","2016-09-07",33.677483
"101","2016-09-08",33.677483
"102","2016-09-09",33.04818
"103","2016-09-12",33.431664
"104","2016-09-13",32.949852
"105","2016-09-14",33.028515
"106","2016-09-15",33.205505
"107","2016-09-16",32.640118
"108","2016-09-19",32.851524
"109","2016-09-20",32.851524
"110","2016-09-21",33.205505
"111","2016-09-22",33.382496
"112","2016-09-23",33.431664
"113","2016-09-26",33.038349
"114","2016-09-27",33.117012
"115","2016-09-28",32.989185
"116","2016-09-29",33.018681
"117","2016-09-30",33.411995
"118","2016-10-03",33.76598
"119","2016-10-04",33.490658
"120","2016-10-05",33.077679
"121","2016-10-06",33.097343
"122","2016-10-07",32.969517
"123","2016-10-10",32.772861
"124","2016-10-11",32.163223
"125","2016-10-12",32.07473
"126","2016-10-13",32.045231
"127","2016-10-14",32.025566
"128","2016-10-17",32.07473
"129","2016-10-18",32.399212
"130","2016-10-19",32.822025
"131","2016-10-20",32.84169
"132","2016-10-21",33.00885
"133","2016-10-24",33.185841
"134","2016-10-25",33.470993
"135","2016-10-26",33.441494
"136","2016-10-27",32.517208
"137","2016-10-28",32.546707
"138","2016-10-31",32.713863
"139","2016-11-01",32.428711
"140","2016-11-02",32.084564
"141","2016-11-03",31.828909
"142","2016-11-04",31.927237
"143","2016-11-07",32.586037
