"","date","CLPT"
"1","2012-05-22",30
"2","2012-05-23",30
"3","2012-05-24",30
"4","2012-05-25",30
"5","2012-05-29",39.599998
"6","2012-05-30",42
"7","2012-05-31",40
"8","2012-06-01",48
"9","2012-06-04",44
"10","2012-06-05",44
"11","2012-06-06",54
"12","2012-06-07",52
"13","2012-06-08",55.200001
"14","2012-06-11",46
"15","2012-06-12",49.599998
"16","2012-06-13",44
"17","2012-06-14",38
"18","2012-06-15",43.599998
"19","2012-06-18",43.599998
"20","2012-06-19",30
"21","2012-06-20",46.799999
"22","2012-06-21",46.400002
"23","2012-06-22",54.400002
"24","2012-06-25",53.599998
"25","2012-06-26",50.799999
"26","2012-06-27",57.200001
"27","2012-06-28",70
"28","2012-06-29",92
"29","2012-07-02",100.400002
"30","2012-07-03",142.399994
"31","2012-07-05",178
"32","2012-07-06",136
"33","2012-07-09",156
"34","2012-07-10",160
"35","2012-07-11",146
"36","2012-07-12",136
"37","2012-07-13",140
"38","2012-07-16",136
"39","2012-07-17",127.599998
"40","2012-07-18",120
"41","2012-07-19",120
"42","2012-07-20",118
"43","2012-07-23",112
"44","2012-07-24",98.400002
"45","2012-07-25",84
"46","2012-07-26",86
"47","2012-07-27",88
"48","2012-07-30",100
"49","2012-07-31",100
"50","2012-08-01",100
"51","2012-08-02",100
"52","2012-08-03",92
"53","2012-08-06",90
"54","2012-08-07",84
"55","2012-08-08",88
"56","2012-08-09",92
"57","2012-08-10",92
"58","2012-08-13",92
"59","2012-08-14",90
"60","2012-08-15",98
"61","2012-08-16",98.800003
"62","2012-08-17",100
"63","2012-08-20",98
"64","2012-08-21",96
"65","2012-08-22",96
"66","2012-08-23",97.199997
"67","2012-08-24",90.400002
"68","2012-08-27",95.599998
"69","2012-08-28",95.599998
"70","2012-08-29",96
"71","2012-08-30",92
"72","2012-08-31",90
"73","2012-09-04",89.599998
"74","2012-09-05",89.599998
"75","2012-09-06",89.199997
"76","2012-09-07",89.199997
"77","2012-09-10",87.599998
"78","2012-09-11",82
"79","2012-09-12",82.400002
"80","2012-09-13",82.400002
"81","2012-09-14",90
"82","2012-09-17",74
"83","2012-09-18",80.400002
"84","2012-09-19",96
"85","2012-09-20",94.800003
"86","2012-09-21",94.400002
"87","2012-09-24",92
"88","2012-09-25",84.400002
"89","2012-09-26",85.199997
"90","2012-09-27",81.599998
"91","2012-09-28",84.800003
"92","2012-10-01",90
"93","2012-10-02",99.199997
"94","2012-10-03",108.800003
"95","2012-10-04",110.400002
"96","2012-10-05",108
"97","2012-10-08",106
"98","2012-10-09",100
"99","2012-10-10",102.800003
"100","2012-10-11",102.400002
"101","2012-10-12",100
"102","2012-10-15",99.599998
"103","2012-10-16",92.800003
"104","2012-10-17",89.199997
"105","2012-10-18",88.800003
"106","2012-10-19",87.599998
"107","2012-10-22",85.199997
"108","2012-10-23",84
"109","2012-10-24",84
"110","2012-10-25",85.199997
"111","2012-10-26",83.599998
"112","2012-10-31",83.599998
"113","2012-11-01",81.599998
"114","2012-11-02",80
"115","2012-11-05",78
"116","2012-11-06",77.199997
"117","2012-11-07",74.400002
"118","2012-11-08",68
"119","2012-11-09",64.800003
"120","2012-11-12",76
"121","2012-11-13",73.199997
"122","2012-11-14",77.199997
"123","2012-11-15",75.599998
"124","2012-11-16",75.199997
"125","2012-11-19",74
"126","2012-11-20",72
"127","2012-11-21",70
"128","2012-11-23",75.599998
"129","2012-11-26",72
"130","2012-11-27",68.400002
"131","2012-11-28",69.199997
"132","2012-11-29",68
"133","2012-11-30",69.199997
"134","2012-12-03",68
"135","2012-12-04",67.199997
"136","2012-12-05",67.599998
"137","2012-12-06",66.400002
"138","2012-12-07",64
"139","2012-12-10",62.400002
"140","2012-12-11",64
"141","2012-12-12",64
"142","2012-12-13",64
"143","2012-12-14",63.599998
"144","2012-12-17",63.599998
"145","2012-12-18",64.400002
"146","2012-12-19",64
"147","2012-12-20",64
"148","2012-12-21",62.400002
"149","2012-12-24",63.599998
"150","2012-12-26",62
"151","2012-12-27",62
"152","2012-12-28",64
"153","2012-12-31",64
"154","2013-01-02",64
"155","2013-01-03",64
"156","2013-01-04",64.400002
"157","2013-01-07",63.200001
"158","2013-01-08",64
"159","2013-01-09",64
"160","2013-01-10",64.400002
"161","2013-01-11",64.800003
"162","2013-01-14",64.400002
"163","2013-01-15",76
"164","2013-01-16",78.800003
"165","2013-01-17",74
"166","2013-01-18",70
"167","2013-01-22",62
"168","2013-01-23",64
"169","2013-01-24",63.200001
"170","2013-01-25",63.200001
"171","2013-01-28",71.199997
"172","2013-01-29",68
"173","2013-01-30",67.199997
"174","2013-01-31",67.199997
"175","2013-02-01",64
"176","2013-02-04",64
"177","2013-02-05",65.199997
"178","2013-02-06",63.599998
"179","2013-02-07",63.599998
"180","2013-02-08",64
"181","2013-02-11",64
"182","2013-02-12",63.599998
"183","2013-02-13",64
"184","2013-02-14",64
"185","2013-02-15",64
"186","2013-02-19",64
"187","2013-02-20",62.799999
"188","2013-02-21",64
"189","2013-02-22",63.200001
"190","2013-02-25",61.599998
"191","2013-02-26",61.200001
"192","2013-02-27",59.599998
"193","2013-02-28",58.799999
"194","2013-03-01",58.799999
"195","2013-03-04",57.599998
"196","2013-03-05",57.599998
"197","2013-03-06",61.599998
"198","2013-03-07",63.200001
"199","2013-03-08",62.400002
"200","2013-03-11",60
"201","2013-03-12",60.799999
"202","2013-03-13",60
"203","2013-03-14",60
"204","2013-03-15",60
"205","2013-03-18",59.599998
"206","2013-03-19",60.400002
"207","2013-03-20",60
"208","2013-03-21",59.200001
"209","2013-03-22",55.599998
"210","2013-03-25",52
"211","2013-03-26",50
"212","2013-03-27",47.200001
"213","2013-03-28",48.400002
"214","2013-04-01",48
"215","2013-04-02",48
"216","2013-04-03",47.599998
"217","2013-04-04",47.599998
"218","2013-04-05",47.200001
"219","2013-04-08",44
"220","2013-04-09",44
"221","2013-04-10",43.599998
"222","2013-04-11",42.400002
"223","2013-04-12",44
"224","2013-04-15",43.200001
"225","2013-04-16",43.599998
"226","2013-04-17",43.200001
"227","2013-04-18",43.200001
"228","2013-04-19",43.200001
"229","2013-04-22",46.400002
"230","2013-04-23",43.200001
"231","2013-04-24",43.599998
"232","2013-04-25",43.200001
"233","2013-04-26",43.599998
"234","2013-04-29",45.599998
"235","2013-04-30",45.200001
"236","2013-05-01",43.599998
"237","2013-05-02",43.599998
"238","2013-05-03",43.599998
"239","2013-05-06",45.599998
"240","2013-05-07",46.799999
"241","2013-05-08",47.200001
"242","2013-05-09",47.599998
"243","2013-05-10",52.799999
"244","2013-05-13",51.599998
"245","2013-05-14",51.200001
"246","2013-05-15",51.200001
"247","2013-05-16",46
"248","2013-05-17",47.200001
"249","2013-05-20",47.200001
"250","2013-05-21",47.200001
"251","2013-05-22",46
"252","2013-05-23",48
"253","2013-05-24",48
"254","2013-05-28",48
"255","2013-05-29",47.599998
"256","2013-05-30",46.799999
"257","2013-05-31",46.799999
"258","2013-06-03",47.599998
"259","2013-06-04",44.799999
"260","2013-06-05",44.799999
"261","2013-06-06",46
"262","2013-06-07",46.400002
"263","2013-06-10",44
"264","2013-06-11",44
"265","2013-06-12",43.599998
"266","2013-06-13",44
"267","2013-06-14",44
"268","2013-06-17",43.200001
"269","2013-06-18",45.599998
"270","2013-06-19",44
"271","2013-06-20",44
"272","2013-06-21",43.599998
"273","2013-06-24",44
"274","2013-06-25",44
"275","2013-06-26",43.599998
"276","2013-06-27",44
"277","2013-06-28",44
"278","2013-07-01",44.799999
"279","2013-07-02",44.799999
"280","2013-07-03",44
"281","2013-07-05",44.799999
"282","2013-07-08",47.599998
"283","2013-07-09",48
"284","2013-07-10",46
"285","2013-07-11",46
"286","2013-07-12",48
"287","2013-07-15",46.799999
"288","2013-07-16",46.799999
"289","2013-07-17",47.200001
"290","2013-07-18",46.799999
"291","2013-07-19",47.599998
"292","2013-07-22",46.400002
"293","2013-07-23",47.200001
"294","2013-07-24",47.200001
"295","2013-07-25",46.799999
"296","2013-07-26",47.200001
"297","2013-07-29",46
"298","2013-07-30",46
"299","2013-07-31",46.400002
"300","2013-08-01",47.599998
"301","2013-08-02",45.599998
"302","2013-08-05",46
"303","2013-08-06",46
"304","2013-08-07",46.400002
"305","2013-08-08",47.200001
"306","2013-08-09",46
"307","2013-08-12",47.200001
"308","2013-08-13",48
"309","2013-08-14",49.200001
"310","2013-08-15",48.799999
"311","2013-08-16",50.799999
"312","2013-08-19",50.400002
"313","2013-08-20",52
"314","2013-08-21",55.599998
"315","2013-08-22",56.799999
