"","date","MNCLU"
"1","2019-02-07",10.005
"2","2019-02-08",10.01
"3","2019-02-11",10.04
"4","2019-02-12",10.03
"5","2019-02-13",10.03
"6","2019-02-14",10.01
"7","2019-02-15",10.01
"8","2019-02-19",10.01
"9","2019-02-20",10.013
"10","2019-02-21",10.02
"11","2019-02-22",10.021
"12","2019-02-25",10.03
"13","2019-02-26",10.02
"14","2019-02-27",10.02
"15","2019-02-28",10.01
"16","2019-03-01",10.03
"17","2019-03-04",10.02
"18","2019-03-05",10.04
"19","2019-03-06",10.04
"20","2019-03-07",10.02
"21","2019-03-08",10.02
"22","2019-03-11",10.02
"23","2019-03-12",10
"24","2019-03-13",10
"25","2019-03-14",10.07
"26","2019-03-15",10.07
"27","2019-03-18",10.07
"28","2019-03-19",10.07
"29","2019-03-20",10.08
"30","2019-03-21",10.02
"31","2019-03-22",10.1
"32","2019-03-25",10.1
"33","2019-03-26",10.1
"34","2019-03-27",10.1
"35","2019-03-28",10.1
"36","2019-03-29",10.08
"37","2019-04-01",10.09
"38","2019-04-02",10.12
"39","2019-04-03",10.1
"40","2019-04-04",10.11
"41","2019-04-05",10.11
"42","2019-04-08",10.15
"43","2019-04-09",10.1
"44","2019-04-10",10.07
"45","2019-04-11",10.07
"46","2019-04-12",10.07
"47","2019-04-15",10.1
"48","2019-04-16",10.1
"49","2019-04-17",10.12
"50","2019-04-18",10.12
"51","2019-04-22",10.12
"52","2019-04-23",10.12
"53","2019-04-24",10.12
"54","2019-04-25",10.14
"55","2019-04-26",10.14
"56","2019-04-29",10.15
"57","2019-04-30",10.15
"58","2019-05-01",10.14
"59","2019-05-02",10.14
"60","2019-05-03",10.14
"61","2019-05-06",10.14
"62","2019-05-07",10.14
"63","2019-05-08",10.14
"64","2019-05-09",10.14
"65","2019-05-10",10.13
"66","2019-05-13",10.13
"67","2019-05-14",10.14
"68","2019-05-15",10.14
"69","2019-05-16",10.14
"70","2019-05-17",10.14
"71","2019-05-20",10.14
"72","2019-05-21",10.13
"73","2019-05-22",10.18
"74","2019-05-23",10.18
"75","2019-05-24",10.177
"76","2019-05-28",10.2
"77","2019-05-29",10.2
"78","2019-05-30",10.2
"79","2019-05-31",10.19
"80","2019-06-03",10.19
"81","2019-06-04",10.25
"82","2019-06-05",10.22
"83","2019-06-06",10.22
"84","2019-06-07",10.2
"85","2019-06-10",10.21
"86","2019-06-11",10.23
"87","2019-06-12",10.23
"88","2019-06-13",10.28
"89","2019-06-14",10.25
"90","2019-06-17",10.25
"91","2019-06-18",10.26
"92","2019-06-19",10.28
"93","2019-06-20",10.28
"94","2019-06-21",10.28
"95","2019-06-24",10.28
"96","2019-06-25",10.28
"97","2019-06-26",10.3
"98","2019-06-27",10.3
"99","2019-06-28",10.299
"100","2019-07-01",10.299
"101","2019-07-02",10.32
"102","2019-07-03",10.32
"103","2019-07-05",10.32
"104","2019-07-08",10.32
"105","2019-07-09",10.32
"106","2019-07-10",10.33
"107","2019-07-11",10.32
"108","2019-07-12",10.32
"109","2019-07-15",10.31
"110","2019-07-16",10.3
"111","2019-07-17",10.3
"112","2019-07-18",10.3
"113","2019-07-19",10.35
"114","2019-07-22",10.31
"115","2019-07-23",10.3
"116","2019-07-24",10.3
"117","2019-07-25",10.35
"118","2019-07-26",10.35
"119","2019-07-29",10.35
"120","2019-07-30",10.348
"121","2019-07-31",10.35
"122","2019-08-01",10.34
"123","2019-08-02",10.35
"124","2019-08-05",10.33
"125","2019-08-06",10.33
"126","2019-08-07",10.33
"127","2019-08-08",10.4
"128","2019-08-09",10.4
"129","2019-08-12",10.4
"130","2019-08-13",10.4
"131","2019-08-14",10.37
"132","2019-08-15",10.37
"133","2019-08-16",10.37
"134","2019-08-19",10.37
"135","2019-08-20",10.4
"136","2019-08-21",10.44
"137","2019-08-22",10.44
"138","2019-08-23",10.44
"139","2019-08-26",10.44
"140","2019-08-27",10.44
"141","2019-08-28",10.44
"142","2019-08-29",10.44
"143","2019-08-30",10.44
"144","2019-09-03",10.44
"145","2019-09-04",10.42
"146","2019-09-05",10.359
"147","2019-09-06",10.359
"148","2019-09-09",10.34
"149","2019-09-10",10.34
"150","2019-09-11",10.34
"151","2019-09-12",10.34
"152","2019-09-13",10.34
"153","2019-09-16",10.34
"154","2019-09-17",10.34
"155","2019-09-18",10.4
"156","2019-09-19",10.4
"157","2019-09-20",10.4
"158","2019-09-23",10.4
"159","2019-09-24",10.44
"160","2019-09-25",10.42
"161","2019-09-26",10.42
"162","2019-09-27",10.42
"163","2019-09-30",10.44
"164","2019-10-01",10.44
"165","2019-10-02",10.44
"166","2019-10-03",10.44
"167","2019-10-04",10.44
"168","2019-10-07",10.44
"169","2019-10-08",10.44
"170","2019-10-09",10.44
"171","2019-10-10",10.44
"172","2019-10-11",10.4
"173","2019-10-14",10.4
"174","2019-10-15",10.4
"175","2019-10-16",10.46
"176","2019-10-17",10.45
"177","2019-10-18",10.46
"178","2019-10-21",10.46
"179","2019-10-22",10.44
"180","2019-10-23",10.36
"181","2019-10-24",10.44
"182","2019-10-25",10.45
"183","2019-10-28",10.497
"184","2019-10-29",10.5
"185","2019-10-30",10.49
"186","2019-10-31",10.49
"187","2019-11-01",10.46
"188","2019-11-04",10.46
"189","2019-11-05",10.46
"190","2019-11-06",10.5
"191","2019-11-07",10.49
"192","2019-11-08",10.5
"193","2019-11-11",10.5
"194","2019-11-12",10.5
"195","2019-11-13",10.5
"196","2019-11-14",10.485
"197","2019-11-15",10.48
"198","2019-11-18",10.48
"199","2019-11-19",10.48
"200","2019-11-20",10.48
"201","2019-11-21",10.5
"202","2019-11-22",10.5
"203","2019-11-25",10.5
"204","2019-11-26",10.5
"205","2019-11-27",10.5
"206","2019-11-29",10.5
"207","2019-12-02",10.5
"208","2019-12-03",10.5
"209","2019-12-04",10.5
"210","2019-12-05",10.5
"211","2019-12-06",10.55
"212","2019-12-09",10.85
"213","2019-12-10",10.85
"214","2019-12-11",10.868
"215","2019-12-12",10.92
"216","2019-12-13",10.92
"217","2019-12-16",10.92
"218","2019-12-17",10.92
"219","2019-12-18",10.91
"220","2019-12-19",10.89
"221","2019-12-20",10.89
"222","2019-12-23",10.85
"223","2019-12-24",10.85
"224","2019-12-26",10.85
"225","2019-12-27",10.85
"226","2019-12-30",10.85
"227","2019-12-31",10.85
"228","2020-01-02",10.85
"229","2020-01-03",10.85
"230","2020-01-06",10.85
"231","2020-01-07",10.85
"232","2020-01-08",10.85
"233","2020-01-09",10.85
"234","2020-01-10",10.85
"235","2020-01-13",10.85
"236","2020-01-14",10.85
"237","2020-01-15",10.85
"238","2020-01-16",10.85
"239","2020-01-17",10.85
"240","2020-01-21",10.85
"241","2020-01-22",10.8
"242","2020-01-23",10.8
"243","2020-01-24",10.8
"244","2020-01-27",10.8
"245","2020-01-28",10.8
"246","2020-01-29",10.8
"247","2020-01-30",10.8
"248","2020-01-31",10.8
"249","2020-02-03",10.8
"250","2020-02-04",10.8
"251","2020-02-05",10.8
"252","2020-02-06",10.8
"253","2020-02-07",10.8
"254","2020-02-10",10.8
"255","2020-02-11",10.8
"256","2020-02-12",10.8
"257","2020-02-13",10.8
"258","2020-02-14",10.8
"259","2020-02-18",10.8
"260","2020-02-19",10.8
"261","2020-02-20",10.8
"262","2020-02-21",10.8
"263","2020-02-24",10.8
"264","2020-02-25",10.8
"265","2020-02-26",10.8
"266","2020-02-27",10.8
"267","2020-02-28",10.8
"268","2020-03-02",10.8
"269","2020-03-03",10.8
"270","2020-03-04",10.8
"271","2020-03-05",10.8
"272","2020-03-06",10.8
"273","2020-03-09",10.8
"274","2020-03-10",10.55
"275","2020-03-11",10.55
"276","2020-03-12",10.3
"277","2020-03-13",10.3
"278","2020-03-16",10.444
"279","2020-03-17",10.4
"280","2020-03-18",10.4
"281","2020-03-19",10.4
"282","2020-03-20",10.4
"283","2020-03-23",10.4
"284","2020-03-24",10.2
"285","2020-03-25",10.2
"286","2020-03-26",10.2
"287","2020-03-27",10.2
"288","2020-03-30",10.2
"289","2020-03-31",10.2
"290","2020-04-01",10.2
"291","2020-04-02",10.2
"292","2020-04-03",10.2
"293","2020-04-06",10.2
"294","2020-04-07",10.2
"295","2020-04-08",10.2
"296","2020-04-09",10.35
"297","2020-04-13",10.35
"298","2020-04-14",10.35
"299","2020-04-15",10.35
"300","2020-04-16",10.35
"301","2020-04-17",10.35
"302","2020-04-20",10.35
"303","2020-04-21",10.35
"304","2020-04-22",10.35
"305","2020-04-23",10.35
"306","2020-04-24",10.35
"307","2020-04-27",10.35
"308","2020-04-28",10.35
"309","2020-04-29",10.35
"310","2020-04-30",10.35
"311","2020-05-01",10.35
"312","2020-05-04",10.32
"313","2020-05-05",10.32
"314","2020-05-06",10.32
