"","date","AGEN"
"445","2008-10-07",6.3
"446","2008-10-08",5.34
"447","2008-10-09",5.22
"448","2008-10-10",3.66
"449","2008-10-13",5.22
"450","2008-10-14",5.88
"451","2008-10-15",5.88
"452","2008-10-16",5.22
"453","2008-10-17",5.82
"454","2008-10-20",6.42
"455","2008-10-21",6.48
"456","2008-10-22",6
"457","2008-10-23",5.52
"458","2008-10-24",4.74
"459","2008-10-27",3.6
"460","2008-10-28",4.02
"461","2008-10-29",4.74
"462","2008-10-30",4.98
"463","2008-10-31",4.5
"464","2008-11-03",4.5
"465","2008-11-04",4.74
"466","2008-11-05",4.74
"467","2008-11-06",4.44
"468","2008-11-07",4.08
"469","2008-11-10",4.2
"470","2008-11-11",4.26
"471","2008-11-12",4.38
"472","2008-11-13",4.26
"473","2008-11-14",4.26
"474","2008-11-17",3.78
"475","2008-11-18",4.26
"476","2008-11-19",3.96
"477","2008-11-20",3.6
"478","2008-11-21",3.24
"479","2008-11-24",3.66
"480","2008-11-25",3
"481","2008-11-26",3.12
"482","2008-11-28",3.06
"483","2008-12-01",2.64
"484","2008-12-02",3.18
"485","2008-12-03",3
"486","2008-12-04",2.88
"487","2008-12-05",2.7
"488","2008-12-08",2.52
"489","2008-12-09",3
"490","2008-12-10",2.7
"491","2008-12-11",3.66
"492","2008-12-12",3.66
"493","2008-12-15",3.66
"494","2008-12-16",3.48
"495","2008-12-17",3.3
"496","2008-12-18",2.82
"497","2008-12-19",2.88
"498","2008-12-22",2.7
"499","2008-12-23",2.64
"500","2008-12-24",2.52
"501","2008-12-26",2.46
"502","2008-12-29",2.58
"503","2008-12-30",2.52
"504","2008-12-31",2.88
"505","2009-01-02",2.88
"506","2009-01-05",2.88
"507","2009-01-06",2.76
"508","2009-01-07",2.94
"509","2009-01-08",2.94
"510","2009-01-09",3
"511","2009-01-12",2.76
"512","2009-01-13",2.64
"513","2009-01-14",2.22
"514","2009-01-15",2.1
"515","2009-01-16",2.16
"516","2009-01-20",2.16
"517","2009-01-21",2.16
"518","2009-01-22",2.34
"519","2009-01-23",2.28
"520","2009-01-26",2.34
"521","2009-01-27",2.28
"522","2009-01-28",2.52
"523","2009-01-29",2.58
"524","2009-01-30",2.28
"525","2009-02-02",2.46
"526","2009-02-03",2.46
"527","2009-02-04",2.58
"528","2009-02-05",2.58
"529","2009-02-06",3
"530","2009-02-09",2.88
"531","2009-02-10",2.7
"532","2009-02-11",2.7
"533","2009-02-12",2.76
"534","2009-02-13",2.46
"535","2009-02-17",2.64
"536","2009-02-18",2.7
"537","2009-02-19",2.7
"538","2009-02-20",2.58
"539","2009-02-23",2.46
"540","2009-02-24",2.28
"541","2009-02-25",1.92
"542","2009-02-26",1.86
"543","2009-02-27",2.4
"544","2009-03-02",1.86
"545","2009-03-03",1.86
"546","2009-03-04",1.98
"547","2009-03-05",1.86
"548","2009-03-06",1.8
"549","2009-03-09",1.98
"550","2009-03-10",2.1
"551","2009-03-11",1.86
"552","2009-03-12",2.22
"553","2009-03-13",2.16
"554","2009-03-16",2.04
"555","2009-03-17",2.28
"556","2009-03-18",2.16
"557","2009-03-19",2.28
"558","2009-03-20",2.16
"559","2009-03-23",2.22
"560","2009-03-24",2.28
"561","2009-03-25",2.28
"562","2009-03-26",2.4
"563","2009-03-27",2.94
"564","2009-03-30",3
"565","2009-03-31",2.94
"566","2009-04-01",3
"567","2009-04-02",2.76
"568","2009-04-03",2.76
"569","2009-04-06",2.7
"570","2009-04-07",2.64
"571","2009-04-08",2.64
"572","2009-04-09",2.7
"573","2009-04-13",2.82
"574","2009-04-14",4.32
"575","2009-04-15",3.78
"576","2009-04-16",3.54
"577","2009-04-17",3.9
"578","2009-04-20",4.02
"579","2009-04-21",4.92
"580","2009-04-22",4.8
"581","2009-04-23",4.08
"582","2009-04-24",3.9
"583","2009-04-27",4.2
"584","2009-04-28",3.96
"585","2009-04-29",4.26
"586","2009-04-30",4.26
"587","2009-05-01",4.38
"588","2009-05-04",4.14
"589","2009-05-05",4.08
"590","2009-05-06",4.2
"591","2009-05-07",4.26
"592","2009-05-08",4.14
"593","2009-05-11",4.08
"594","2009-05-12",4.08
"595","2009-05-13",3.9
"596","2009-05-14",4.02
"597","2009-05-15",3.96
"598","2009-05-18",3.96
"599","2009-05-19",3.9
"600","2009-05-20",3.72
"601","2009-05-21",3.72
"602","2009-05-22",3.72
"603","2009-05-26",3.24
"604","2009-05-27",3.54
"605","2009-05-28",4.14
"606","2009-05-29",4.38
"607","2009-06-01",5.34
"608","2009-06-02",9.18
"609","2009-06-03",15.9
"610","2009-06-04",16.02
"611","2009-06-05",13.38
"612","2009-06-08",12.36
"613","2009-06-09",12.42
"614","2009-06-10",13.98
"615","2009-06-11",12.84
"616","2009-06-12",12.9
"617","2009-06-15",12.36
"618","2009-06-16",11.64
"619","2009-06-17",12.36
"620","2009-06-18",12.12
"621","2009-06-19",12
"622","2009-06-22",11.34
"623","2009-06-23",10.86
"624","2009-06-24",11.04
"625","2009-06-25",11.82
"626","2009-06-26",11.22
"627","2009-06-29",11.04
"628","2009-06-30",12.54
"629","2009-07-01",11.82
"630","2009-07-02",11.58
"631","2009-07-06",10.8
"632","2009-07-07",10.2
"633","2009-07-08",9.78
"634","2009-07-09",9.42
"635","2009-07-10",9.18
"636","2009-07-13",10.2
"637","2009-07-14",11.1
"638","2009-07-15",10.32
"639","2009-07-16",9.48
"640","2009-07-17",9.6
"641","2009-07-20",9.9
"642","2009-07-21",10.92
"643","2009-07-22",12.72
"644","2009-07-23",14.04
"645","2009-07-24",13.62
"646","2009-07-27",14.1
"647","2009-07-28",17.940001
"648","2009-07-29",15.6
"649","2009-07-30",14.28
"650","2009-07-31",13.14
"651","2009-08-03",15.48
"652","2009-08-04",14.22
"653","2009-08-05",13.5
"654","2009-08-06",13.44
"655","2009-08-07",13.2
"656","2009-08-10",12.96
"657","2009-08-11",12.42
"658","2009-08-12",12.66
"659","2009-08-13",13.68
"660","2009-08-14",12.72
"661","2009-08-17",12.06
"662","2009-08-18",12.12
"663","2009-08-19",12.42
"664","2009-08-20",12.48
"665","2009-08-21",12.12
"666","2009-08-24",12.6
"667","2009-08-25",12.3
"668","2009-08-26",13.02
"669","2009-08-27",12.72
"670","2009-08-28",12.84
"671","2009-08-31",12.42
"672","2009-09-01",12
"673","2009-09-02",12.06
"674","2009-09-03",11.88
"675","2009-09-04",11.94
"676","2009-09-08",12.6
"677","2009-09-09",12.9
"678","2009-09-10",14.4
"679","2009-09-11",13.92
"680","2009-09-14",13.14
"681","2009-09-15",13.14
"682","2009-09-16",12.24
"683","2009-09-17",12.3
"684","2009-09-18",12.18
"685","2009-09-21",13.32
"686","2009-09-22",13.02
"687","2009-09-23",13.68
"688","2009-09-24",12.48
"689","2009-09-25",12.48
"690","2009-09-28",12.72
"691","2009-09-29",12.6
"692","2009-09-30",12.42
"693","2009-10-01",12.42
"694","2009-10-02",12.24
"695","2009-10-05",12.18
"696","2009-10-06",12
"697","2009-10-07",12.72
"698","2009-10-08",12.3
"699","2009-10-09",12.48
"700","2009-10-12",12.24
"701","2009-10-13",12.36
"702","2009-10-14",12.54
"703","2009-10-15",12.9
"704","2009-10-16",12.54
"705","2009-10-19",12.9
"706","2009-10-20",12.54
"707","2009-10-21",7.26
"708","2009-10-22",7.32
"709","2009-10-23",7.62
"710","2009-10-26",7.5
"711","2009-10-27",7.2
"712","2009-10-28",6.42
"713","2009-10-29",6.06
"714","2009-10-30",6
"715","2009-11-02",5.76
"716","2009-11-03",5.82
"717","2009-11-04",5.76
"718","2009-11-05",5.82
"719","2009-11-06",6.12
"720","2009-11-09",6.36
"721","2009-11-10",6.6
"722","2009-11-11",6.3
"723","2009-11-12",6.48
"724","2009-11-13",6.18
"725","2009-11-16",5.94
"726","2009-11-17",5.82
"727","2009-11-18",5.82
"728","2009-11-19",5.76
"729","2009-11-20",5.4
"730","2009-11-23",4.56
"731","2009-11-24",4.74
"732","2009-11-25",4.56
"733","2009-11-27",4.56
"734","2009-11-30",4.26
"735","2009-12-01",4.44
"736","2009-12-02",4.5
"737","2009-12-03",4.68
"738","2009-12-04",4.68
"739","2009-12-07",4.44
"740","2009-12-08",4.32
"741","2009-12-09",4.26
"742","2009-12-10",4.2
"743","2009-12-11",4.68
"744","2009-12-14",4.56
"745","2009-12-15",4.38
"746","2009-12-16",4.26
"747","2009-12-17",4.08
"748","2009-12-18",3.96
"749","2009-12-21",4.14
"750","2009-12-22",4.02
"751","2009-12-23",4.2
"752","2009-12-24",4.26
"753","2009-12-28",3.96
"754","2009-12-29",4.02
"755","2009-12-30",4.08
"756","2009-12-31",3.84
"757","2010-01-04",3.84
"758","2010-01-05",3.78
"759","2010-01-06",3.72
"760","2010-01-07",3.6
"761","2010-01-08",4.08
"762","2010-01-11",4.32
"763","2010-01-12",4.68
"764","2010-01-13",6.3
"765","2010-01-14",5.94
"766","2010-01-15",5.7
"767","2010-01-19",5.4
"768","2010-01-20",5.04
"769","2010-01-21",5.22
"770","2010-01-22",4.86
"771","2010-01-25",4.68
"772","2010-01-26",4.5
"773","2010-01-27",4.92
"774","2010-01-28",4.92
"775","2010-01-29",4.5
"776","2010-02-01",4.92
"777","2010-02-02",5.04
"778","2010-02-03",4.74
"779","2010-02-04",4.62
"780","2010-02-05",4.38
"781","2010-02-08",4.62
"782","2010-02-09",4.44
"783","2010-02-10",4.44
"784","2010-02-11",4.44
"785","2010-02-12",4.38
"786","2010-02-16",4.44
"787","2010-02-17",4.86
"788","2010-02-18",4.5
"789","2010-02-19",4.92
"790","2010-02-22",4.86
"791","2010-02-23",4.98
"792","2010-02-24",4.74
"793","2010-02-25",4.86
"794","2010-02-26",4.62
"795","2010-03-01",4.62
"796","2010-03-02",4.62
"797","2010-03-03",4.56
"798","2010-03-04",4.56
"799","2010-03-05",4.56
"800","2010-03-08",4.5
"801","2010-03-09",4.62
"802","2010-03-10",4.62
"803","2010-03-11",4.8
"804","2010-03-12",4.62
"805","2010-03-15",4.62
"806","2010-03-16",4.62
"807","2010-03-17",4.5
"808","2010-03-18",4.8
"809","2010-03-19",4.68
"810","2010-03-22",4.5
"811","2010-03-23",4.68
"812","2010-03-24",4.56
"813","2010-03-25",4.5
"814","2010-03-26",4.38
"815","2010-03-29",4.44
"816","2010-03-30",4.2
"817","2010-03-31",4.38
"818","2010-04-01",4.2
"819","2010-04-05",4.26
"820","2010-04-06",4.38
"821","2010-04-07",4.38
"822","2010-04-08",4.38
"823","2010-04-09",4.5
"824","2010-04-12",5.7
"825","2010-04-13",7.8
"826","2010-04-14",7.02
"827","2010-04-15",7.38
"828","2010-04-16",7.26
"829","2010-04-19",6.84
"830","2010-04-20",7.02
"831","2010-04-21",7.08
"832","2010-04-22",7.38
"833","2010-04-23",7.38
"834","2010-04-26",7.14
"835","2010-04-27",6.96
"836","2010-04-28",6.84
"837","2010-04-29",7.38
"838","2010-04-30",6.96
"839","2010-05-03",7.38
"840","2010-05-04",6.78
"841","2010-05-05",6.66
"842","2010-05-06",5.76
"843","2010-05-07",5.64
"844","2010-05-10",6.6
"845","2010-05-11",7.74
"846","2010-05-12",8.28
"847","2010-05-13",7.44
"848","2010-05-14",7.38
"849","2010-05-17",8.1
"850","2010-05-18",8.28
"851","2010-05-19",8.16
"852","2010-05-20",6.48
"853","2010-05-21",6.06
"854","2010-05-24",6.42
"855","2010-05-25",6.18
"856","2010-05-26",6.06
"857","2010-05-27",6.24
"858","2010-05-28",6.18
"859","2010-06-01",5.94
"860","2010-06-02",5.82
"861","2010-06-03",6.06
"862","2010-06-04",6.12
"863","2010-06-07",5.46
"864","2010-06-08",5.04
"865","2010-06-09",4.8
"866","2010-06-10",5.16
"867","2010-06-11",5.7
"868","2010-06-14",5.7
"869","2010-06-15",5.88
"870","2010-06-16",5.7
"871","2010-06-17",5.82
"872","2010-06-18",5.82
"873","2010-06-21",5.7
"874","2010-06-22",5.28
"875","2010-06-23",5.1
"876","2010-06-24",5.28
"877","2010-06-25",5.4
"878","2010-06-28",5.28
"879","2010-06-29",5.04
"880","2010-06-30",4.86
"881","2010-07-01",4.62
"882","2010-07-02",4.74
"883","2010-07-06",4.5
"884","2010-07-07",4.8
"885","2010-07-08",4.68
"886","2010-07-09",4.56
"887","2010-07-12",4.56
"888","2010-07-13",4.86
"889","2010-07-14",4.92
"890","2010-07-15",4.62
"891","2010-07-16",4.68
"892","2010-07-19",4.62
"893","2010-07-20",4.74
"894","2010-07-21",4.56
"895","2010-07-22",4.68
"896","2010-07-23",4.8
"897","2010-07-26",4.74
"898","2010-07-27",5.46
"899","2010-07-28",5.52
"900","2010-07-29",5.22
"901","2010-07-30",5.1
"902","2010-08-02",5.16
"903","2010-08-03",5.04
"904","2010-08-04",5.04
"905","2010-08-05",4.86
"906","2010-08-06",4.92
"907","2010-08-09",4.8
"908","2010-08-10",4.68
"909","2010-08-11",4.56
"910","2010-08-12",4.62
"911","2010-08-13",4.5
"912","2010-08-16",4.5
"913","2010-08-17",4.5
"914","2010-08-18",4.68
"915","2010-08-19",4.5
"916","2010-08-20",4.56
"917","2010-08-23",4.56
"918","2010-08-24",4.68
"919","2010-08-25",5.1
"920","2010-08-26",4.62
"921","2010-08-27",4.68
"922","2010-08-30",4.68
"923","2010-08-31",4.62
"924","2010-09-01",4.68
"925","2010-09-02",4.56
"926","2010-09-03",4.74
"927","2010-09-07",4.8
"928","2010-09-08",4.8
"929","2010-09-09",4.92
"930","2010-09-10",5.58
"931","2010-09-13",5.58
"932","2010-09-14",5.28
"933","2010-09-15",5.4
"934","2010-09-16",5.4
"935","2010-09-17",5.34
"936","2010-09-20",6.24
"937","2010-09-21",5.88
"938","2010-09-22",5.88
"939","2010-09-23",5.94
"940","2010-09-24",5.82
"941","2010-09-27",6
"942","2010-09-28",6.12
"943","2010-09-29",6
"944","2010-09-30",5.94
"945","2010-10-01",5.82
"946","2010-10-04",5.76
"947","2010-10-05",5.76
"948","2010-10-06",6.06
"949","2010-10-07",6.48
"950","2010-10-08",6.36
"951","2010-10-11",5.94
"952","2010-10-12",6.06
"953","2010-10-13",6.3
"954","2010-10-14",6.12
"955","2010-10-15",6.3
"956","2010-10-18",6.06
"957","2010-10-19",5.94
"958","2010-10-20",5.88
"959","2010-10-21",5.76
"960","2010-10-22",5.76
"961","2010-10-25",5.88
"962","2010-10-26",5.88
"963","2010-10-27",5.76
"964","2010-10-28",5.46
"965","2010-10-29",5.4
"966","2010-11-01",5.34
"967","2010-11-02",5.64
"968","2010-11-03",5.46
"969","2010-11-04",5.64
"970","2010-11-05",6
"971","2010-11-08",5.82
"972","2010-11-09",5.4
"973","2010-11-10",5.52
"974","2010-11-11",5.58
"975","2010-11-12",5.46
"976","2010-11-15",5.52
"977","2010-11-16",5.4
"978","2010-11-17",5.46
"979","2010-11-18",5.46
"980","2010-11-19",5.52
"981","2010-11-22",5.52
"982","2010-11-23",5.4
"983","2010-11-24",5.4
"984","2010-11-26",5.4
"985","2010-11-29",5.46
"986","2010-11-30",5.34
"987","2010-12-01",5.58
"988","2010-12-02",5.4
"989","2010-12-03",5.34
"990","2010-12-06",5.58
"991","2010-12-07",5.46
"992","2010-12-08",5.34
"993","2010-12-09",5.34
"994","2010-12-10",5.46
"995","2010-12-13",5.34
"996","2010-12-14",5.52
"997","2010-12-15",5.46
"998","2010-12-16",5.52
"999","2010-12-17",5.4
