"","date","AGEN"
"1","2007-01-03",11.52
"2","2007-01-04",11.64
"3","2007-01-05",11.7
"4","2007-01-08",11.76
"5","2007-01-09",12
"6","2007-01-10",12.18
"7","2007-01-11",12.3
"8","2007-01-12",12.54
"9","2007-01-16",12.3
"10","2007-01-17",12.36
"11","2007-01-18",12.36
"12","2007-01-19",12.36
"13","2007-01-22",11.88
"14","2007-01-23",12
"15","2007-01-24",11.94
"16","2007-01-25",11.94
"17","2007-01-26",11.58
"18","2007-01-29",11.7
"19","2007-01-30",11.7
"20","2007-01-31",11.64
"21","2007-02-01",11.64
"22","2007-02-02",11.94
"23","2007-02-05",11.76
"24","2007-02-06",11.58
"25","2007-02-07",11.16
"26","2007-02-08",11.58
"27","2007-02-09",11.52
"28","2007-02-12",11.52
"29","2007-02-13",12.06
"30","2007-02-14",12.54
"31","2007-02-15",12.12
"32","2007-02-16",12.3
"33","2007-02-20",11.94
"34","2007-02-21",11.94
"35","2007-02-22",11.88
"36","2007-02-23",11.46
"37","2007-02-26",11.82
"38","2007-02-27",11.1
"39","2007-02-28",10.98
"40","2007-03-01",10.68
"41","2007-03-02",10.32
"42","2007-03-05",9.42
"43","2007-03-06",10.5
"44","2007-03-07",10.56
"45","2007-03-08",10.44
"46","2007-03-09",10.56
"47","2007-03-12",11.88
"48","2007-03-13",11.52
"49","2007-03-14",11.94
"50","2007-03-15",12
"51","2007-03-16",12
"52","2007-03-19",11.88
"53","2007-03-20",11.76
"54","2007-03-21",11.82
"55","2007-03-22",12
"56","2007-03-23",12
"57","2007-03-26",11.88
"58","2007-03-27",11.76
"59","2007-03-28",11.88
"60","2007-03-29",11.88
"61","2007-03-30",13.38
"62","2007-04-02",14.52
"63","2007-04-03",14.4
"64","2007-04-04",15.78
"65","2007-04-05",18.120001
"66","2007-04-09",25.860001
"67","2007-04-10",21.42
"68","2007-04-11",19.68
"69","2007-04-12",20.4
"70","2007-04-13",22.02
"71","2007-04-16",26.58
"72","2007-04-17",23.76
"73","2007-04-18",22.98
"74","2007-04-19",21.9
"75","2007-04-20",20.700001
"76","2007-04-23",21.24
"77","2007-04-24",21.66
"78","2007-04-25",21.120001
"79","2007-04-26",20.280001
"80","2007-04-27",19.559999
"81","2007-04-30",19.02
"82","2007-05-01",18.120001
"83","2007-05-02",18.48
"84","2007-05-03",18.059999
"85","2007-05-04",18.059999
"86","2007-05-07",18.18
"87","2007-05-08",17.219999
"88","2007-05-09",15.18
"89","2007-05-10",15.72
"90","2007-05-11",14.64
"91","2007-05-14",13.56
"92","2007-05-15",14.1
"93","2007-05-16",14.28
"94","2007-05-17",14.76
"95","2007-05-18",15.24
"96","2007-05-21",19.559999
"97","2007-05-22",17.76
"98","2007-05-23",17.1
"99","2007-05-24",17.4
"100","2007-05-25",16.08
"101","2007-05-29",17.639999
"102","2007-05-30",16.68
"103","2007-05-31",16.860001
"104","2007-06-01",16.92
"105","2007-06-04",16.440001
"106","2007-06-05",18.9
"107","2007-06-06",19.799999
"108","2007-06-07",18.120001
"109","2007-06-08",18.84
"110","2007-06-11",18.42
"111","2007-06-12",18.42
"112","2007-06-13",19.440001
"113","2007-06-14",19.02
"114","2007-06-15",18.360001
"115","2007-06-18",18.360001
"116","2007-06-19",17.700001
"117","2007-06-20",18.24
"118","2007-06-21",17.82
"119","2007-06-22",17.280001
"120","2007-06-25",17.4
"121","2007-06-26",17.639999
"122","2007-06-27",17.879999
"123","2007-06-28",17.280001
"124","2007-06-29",17.16
"125","2007-07-02",17.459999
"126","2007-07-03",17.82
"127","2007-07-05",17.76
"128","2007-07-06",17.940001
"129","2007-07-09",17.700001
"130","2007-07-10",17.58
"131","2007-07-11",17.34
"132","2007-07-12",17.16
"133","2007-07-13",17.1
"134","2007-07-16",16.92
"135","2007-07-17",16.799999
"136","2007-07-18",17.4
"137","2007-07-19",18.120001
"138","2007-07-20",18
"139","2007-07-23",18
"140","2007-07-24",18.540001
"141","2007-07-25",18.42
"142","2007-07-26",17.700001
"143","2007-07-27",17.82
"144","2007-07-30",17.280001
"145","2007-07-31",17.879999
"146","2007-08-01",17.459999
"147","2007-08-02",17.639999
"148","2007-08-03",17.58
"149","2007-08-06",15.66
"150","2007-08-07",14.7
"151","2007-08-08",15.36
"152","2007-08-09",15.78
"153","2007-08-10",15.6
"154","2007-08-13",16.200001
"155","2007-08-14",16.200001
"156","2007-08-15",15.66
"157","2007-08-16",13.32
"158","2007-08-17",14.88
"159","2007-08-20",13.86
"160","2007-08-21",14.52
"161","2007-08-22",13.98
"162","2007-08-23",13.8
"163","2007-08-24",14.34
"164","2007-08-27",13.98
"165","2007-08-28",13.44
"166","2007-08-29",13.62
"167","2007-08-30",13.74
"168","2007-08-31",14.88
"169","2007-09-04",14.34
"170","2007-09-05",14.04
"171","2007-09-06",14.52
"172","2007-09-07",14.46
"173","2007-09-10",13.8
"174","2007-09-11",13.56
"175","2007-09-12",13.62
"176","2007-09-13",13.86
"177","2007-09-14",14.7
"178","2007-09-17",15.24
"179","2007-09-18",15.3
"180","2007-09-19",14.88
"181","2007-09-20",14.46
"182","2007-09-21",14.7
"183","2007-09-24",14.58
"184","2007-09-25",14.4
"185","2007-09-26",14.1
"186","2007-09-27",14.52
"187","2007-09-28",14.22
"188","2007-10-01",14.52
"189","2007-10-02",14.34
"190","2007-10-03",14.4
"191","2007-10-04",14.4
"192","2007-10-05",15.9
"193","2007-10-08",16.74
"194","2007-10-09",16.139999
"195","2007-10-10",16.26
"196","2007-10-11",17.16
"197","2007-10-12",17.940001
"198","2007-10-15",17.1
"199","2007-10-16",16.799999
"200","2007-10-17",16.32
"201","2007-10-18",16.08
"202","2007-10-19",15.18
"203","2007-10-22",16.200001
"204","2007-10-23",15.42
"205","2007-10-24",16.02
"206","2007-10-25",16.799999
"207","2007-10-26",15.6
"208","2007-10-29",15.54
"209","2007-10-30",15.06
"210","2007-10-31",15.36
"211","2007-11-01",14.88
"212","2007-11-02",14.46
"213","2007-11-05",13.92
"214","2007-11-06",14.58
"215","2007-11-07",13.92
"216","2007-11-08",13.98
"217","2007-11-09",13.98
"218","2007-11-12",13.08
"219","2007-11-13",13.62
"220","2007-11-14",13.32
"221","2007-11-15",13.14
"222","2007-11-16",12.6
"223","2007-11-19",12.9
"224","2007-11-20",12.84
"225","2007-11-21",12.72
"226","2007-11-23",13.02
"227","2007-11-26",12.96
"228","2007-11-27",12.66
"229","2007-11-28",13.2
"230","2007-11-29",12.96
"231","2007-11-30",12.84
"232","2007-12-03",12.6
"233","2007-12-04",12.78
"234","2007-12-05",13.02
"235","2007-12-06",12.9
"236","2007-12-07",13.62
"237","2007-12-10",13.44
"238","2007-12-11",12.6
"239","2007-12-12",12.9
"240","2007-12-13",12.66
"241","2007-12-14",12.24
"242","2007-12-17",12.48
"243","2007-12-18",12.36
"244","2007-12-19",12.42
"245","2007-12-20",12.42
"246","2007-12-21",12.3
"247","2007-12-24",12.72
"248","2007-12-26",12.3
"249","2007-12-27",12.06
"250","2007-12-28",12.6
"251","2007-12-31",12.24
"252","2008-01-02",12.48
"253","2008-01-03",12.9
"254","2008-01-04",12.9
"255","2008-01-07",12.96
"256","2008-01-08",12.9
"257","2008-01-09",13.74
"258","2008-01-10",14.34
"259","2008-01-11",14.7
"260","2008-01-14",14.7
"261","2008-01-15",14.46
"262","2008-01-16",15.06
"263","2008-01-17",14.88
"264","2008-01-18",14.64
"265","2008-01-22",14.4
"266","2008-01-23",15.12
"267","2008-01-24",13.92
"268","2008-01-25",13.5
"269","2008-01-28",14.16
"270","2008-01-29",13.2
"271","2008-01-30",13.2
"272","2008-01-31",13.02
"273","2008-02-01",12.66
"274","2008-02-04",13.02
"275","2008-02-05",12.54
"276","2008-02-06",12.96
"277","2008-02-07",13.56
"278","2008-02-08",13.02
"279","2008-02-11",13.02
"280","2008-02-12",13.44
"281","2008-02-13",13.86
"282","2008-02-14",12.96
"283","2008-02-15",12.66
"284","2008-02-19",13.98
"285","2008-02-20",13.2
"286","2008-02-21",12.78
"287","2008-02-22",13.62
"288","2008-02-25",13.68
"289","2008-02-26",14.34
"290","2008-02-27",14.28
"291","2008-02-28",13.8
"292","2008-02-29",13.5
"293","2008-03-03",13.56
"294","2008-03-04",14.1
"295","2008-03-05",13.98
"296","2008-03-06",12.96
"297","2008-03-07",13.74
"298","2008-03-10",13.44
"299","2008-03-11",12.78
"300","2008-03-12",13.56
"301","2008-03-13",13.26
"302","2008-03-14",13.62
"303","2008-03-17",13.8
"304","2008-03-18",14.28
"305","2008-03-19",14.88
"306","2008-03-20",13.5
"307","2008-03-24",13.68
"308","2008-03-25",15
"309","2008-03-26",14.4
"310","2008-03-27",14.64
"311","2008-03-28",14.28
"312","2008-03-31",14.16
"313","2008-04-01",14.52
"314","2008-04-02",14.82
"315","2008-04-03",14.64
"316","2008-04-04",15
"317","2008-04-07",14.82
"318","2008-04-08",18.18
"319","2008-04-09",16.440001
"320","2008-04-10",15.84
"321","2008-04-11",15.66
"322","2008-04-14",14.88
"323","2008-04-15",14.4
"324","2008-04-16",14.34
"325","2008-04-17",14.28
"326","2008-04-18",14.64
"327","2008-04-21",14.04
"328","2008-04-22",13.38
"329","2008-04-23",13.62
"330","2008-04-24",13.56
"331","2008-04-25",13.32
"332","2008-04-28",13.92
"333","2008-04-29",13.92
"334","2008-04-30",13.56
"335","2008-05-01",13.02
"336","2008-05-02",13.2
"337","2008-05-05",13.44
"338","2008-05-06",13.62
"339","2008-05-07",13.32
"340","2008-05-08",13.98
"341","2008-05-09",14.04
"342","2008-05-12",13.98
"343","2008-05-13",14.1
"344","2008-05-14",13.92
"345","2008-05-15",13.92
"346","2008-05-16",14.16
"347","2008-05-19",14.04
"348","2008-05-20",14.22
"349","2008-05-21",13.8
"350","2008-05-22",13.68
"351","2008-05-23",13.98
"352","2008-05-27",13.92
"353","2008-05-28",13.92
"354","2008-05-29",13.92
"355","2008-05-30",13.86
"356","2008-06-02",13.74
"357","2008-06-03",13.8
"358","2008-06-04",13.92
"359","2008-06-05",13.86
"360","2008-06-06",13.44
"361","2008-06-09",13.2
"362","2008-06-10",12.72
"363","2008-06-11",12.06
"364","2008-06-12",12
"365","2008-06-13",12.06
"366","2008-06-16",12
"367","2008-06-17",12.12
"368","2008-06-18",11.64
"369","2008-06-19",11.22
"370","2008-06-20",10.8
"371","2008-06-23",11.04
"372","2008-06-24",10.5
"373","2008-06-25",11.1
"374","2008-06-26",10.44
"375","2008-06-27",10.86
"376","2008-06-30",11.58
"377","2008-07-01",11.1
"378","2008-07-02",11.58
"379","2008-07-03",11.1
"380","2008-07-07",10.8
"381","2008-07-08",10.92
"382","2008-07-09",10.38
"383","2008-07-10",10.56
"384","2008-07-11",10.32
"385","2008-07-14",10.26
"386","2008-07-15",9.78
"387","2008-07-16",9.84
"388","2008-07-17",10.2
"389","2008-07-18",10.56
"390","2008-07-21",10.86
"391","2008-07-22",11.04
"392","2008-07-23",11.22
"393","2008-07-24",11.28
"394","2008-07-25",11.04
"395","2008-07-28",10.98
"396","2008-07-29",10.98
"397","2008-07-30",11.64
"398","2008-07-31",11.82
"399","2008-08-01",12.36
"400","2008-08-04",11.76
"401","2008-08-05",12.06
"402","2008-08-06",12.12
"403","2008-08-07",10.56
"404","2008-08-08",11.04
"405","2008-08-11",11.1
"406","2008-08-12",10.98
"407","2008-08-13",11.1
"408","2008-08-14",11.4
"409","2008-08-15",11.64
"410","2008-08-18",12
"411","2008-08-19",11.28
"412","2008-08-20",11.4
"413","2008-08-21",10.86
"414","2008-08-22",11.04
"415","2008-08-25",10.62
"416","2008-08-26",11.76
"417","2008-08-27",10.56
"418","2008-08-28",10.98
"419","2008-08-29",10.44
"420","2008-09-02",10.5
"421","2008-09-03",10.26
"422","2008-09-04",10.5
"423","2008-09-05",10.56
"424","2008-09-08",10.62
"425","2008-09-09",10.26
"426","2008-09-10",9.42
"427","2008-09-11",10.08
"428","2008-09-12",9.72
"429","2008-09-15",9.54
"430","2008-09-16",10.02
"431","2008-09-17",9.18
"432","2008-09-18",9.6
"433","2008-09-19",10.2
"434","2008-09-22",9.66
"435","2008-09-23",9.6
"436","2008-09-24",8.94
"437","2008-09-25",9.06
"438","2008-09-26",8.88
"439","2008-09-29",10.08
"440","2008-09-30",9.48
"441","2008-10-01",8.82
"442","2008-10-02",8.28
"443","2008-10-03",7.62
"444","2008-10-06",7.02
