"","date","HBT"
"1","2019-10-11",15.54
"2","2019-10-14",15.5
"3","2019-10-15",15.6
"4","2019-10-16",15.8
"5","2019-10-17",15.85
"6","2019-10-18",15.86
"7","2019-10-21",15.84
"8","2019-10-22",15.97
"9","2019-10-23",16.139999
"10","2019-10-24",16
"11","2019-10-25",16.110001
"12","2019-10-28",16.299999
"13","2019-10-29",16.18
"14","2019-10-30",16.08
"15","2019-10-31",16.030001
"16","2019-11-01",15.97
"17","2019-11-04",16.059999
"18","2019-11-05",16.16
"19","2019-11-06",16.25
"20","2019-11-07",16.860001
"21","2019-11-08",17.08
"22","2019-11-11",16.92
"23","2019-11-12",16.889999
"24","2019-11-13",16.950001
"25","2019-11-14",16.9
"26","2019-11-15",17.299999
"27","2019-11-18",17.290001
"28","2019-11-19",17.440001
"29","2019-11-20",17.27
"30","2019-11-21",17.27
"31","2019-11-22",17.370001
"32","2019-11-25",17.440001
"33","2019-11-26",17.6
"34","2019-11-27",17.700001
"35","2019-11-29",17.799999
"36","2019-12-02",17.5
"37","2019-12-03",16.889999
"38","2019-12-04",17.34
"39","2019-12-05",17.26
"40","2019-12-06",17.530001
"41","2019-12-09",17.370001
"42","2019-12-10",17.559999
"43","2019-12-11",17.719999
"44","2019-12-12",17.459999
"45","2019-12-13",17.4
"46","2019-12-16",17.844999
"47","2019-12-17",18.09
"48","2019-12-18",18.17
"49","2019-12-19",17.959999
"50","2019-12-20",18
"51","2019-12-23",18.049999
"52","2019-12-24",18.16
"53","2019-12-26",18.32
"54","2019-12-27",18.75
"55","2019-12-30",18.93
"56","2019-12-31",18.99
"57","2020-01-02",19.15
"58","2020-01-03",19.200001
"59","2020-01-06",19.1
"60","2020-01-07",18.799999
"61","2020-01-08",18.719999
"62","2020-01-09",18.93
"63","2020-01-10",18.610001
"64","2020-01-13",18.870001
"65","2020-01-14",18.73
"66","2020-01-15",18.93
"67","2020-01-16",18.98
"68","2020-01-17",19.049999
"69","2020-01-21",18.9
"70","2020-01-22",18.719999
"71","2020-01-23",18.99
"72","2020-01-24",18.889999
"73","2020-01-27",19.1
"74","2020-01-28",19.030001
"75","2020-01-29",19.030001
"76","2020-01-30",19.040001
"77","2020-01-31",19.33
"78","2020-02-03",19.51
"79","2020-02-04",19.43
"80","2020-02-05",19.940001
"81","2020-02-06",19.02
"82","2020-02-07",18.440001
"83","2020-02-10",18.700001
"84","2020-02-11",18.549999
"85","2020-02-12",18.57
"86","2020-02-13",18.5
"87","2020-02-14",18.219999
"88","2020-02-18",18.200001
"89","2020-02-19",18.049999
"90","2020-02-20",18.110001
"91","2020-02-21",18.01
"92","2020-02-24",17.59
"93","2020-02-25",17.27
"94","2020-02-26",17.18
"95","2020-02-27",16.75
"96","2020-02-28",15.48
"97","2020-03-02",16.110001
"98","2020-03-03",14.98
"99","2020-03-04",14.96
"100","2020-03-05",14.21
"101","2020-03-06",14.4
"102","2020-03-09",13.28
"103","2020-03-10",13.67
"104","2020-03-11",13.15
"105","2020-03-12",12.24
"106","2020-03-13",12.5
"107","2020-03-16",11.42
"108","2020-03-17",13
"109","2020-03-18",11.58
"110","2020-03-19",13.02
"111","2020-03-20",11.65
"112","2020-03-23",9.11
"113","2020-03-24",10.9
"114","2020-03-25",10.87
"115","2020-03-26",11.06
"116","2020-03-27",10.25
"117","2020-03-30",10.41
"118","2020-03-31",10.53
"119","2020-04-01",9.55
"120","2020-04-02",9.62
"121","2020-04-03",9.97
"122","2020-04-06",10.3
"123","2020-04-07",11.26
"124","2020-04-08",11.75
"125","2020-04-09",13
"126","2020-04-13",11.84
"127","2020-04-14",11.5
"128","2020-04-15",10.6
"129","2020-04-16",10.16
"130","2020-04-17",10.8
"131","2020-04-20",10.56
"132","2020-04-21",10.59
"133","2020-04-22",10.69
"134","2020-04-23",10.35
"135","2020-04-24",10.51
"136","2020-04-27",10.88
"137","2020-04-28",11.03
"138","2020-04-29",11.84
"139","2020-04-30",11.65
"140","2020-05-01",11.44
"141","2020-05-04",11.1
"142","2020-05-05",11.1
"143","2020-05-06",10.78
"144","2020-05-07",10.9
"145","2020-05-08",11.44
"146","2020-05-11",11
"147","2020-05-12",10.59
"148","2020-05-13",10.5
"149","2020-05-14",10.45
"150","2020-05-15",10.91
"151","2020-05-18",12.1
"152","2020-05-19",11.87
"153","2020-05-20",12.11
"154","2020-05-21",12.07
"155","2020-05-22",11.98
"156","2020-05-26",12.71
"157","2020-05-27",13.23
"158","2020-05-28",13.23
"159","2020-05-29",12.72
"160","2020-06-01",12.86
"161","2020-06-02",13.12
"162","2020-06-03",13.4
"163","2020-06-04",13.44
"164","2020-06-05",14.7
"165","2020-06-08",14.7
"166","2020-06-09",14.67
"167","2020-06-10",14.08
"168","2020-06-11",13.16
"169","2020-06-12",13.17
"170","2020-06-15",13.6
"171","2020-06-16",13.7
"172","2020-06-17",13.21
"173","2020-06-18",13.3
"174","2020-06-19",13.13
"175","2020-06-22",13.04
"176","2020-06-23",13
"177","2020-06-24",12.71
"178","2020-06-25",12.9
"179","2020-06-26",12.36
"180","2020-06-29",12.72
"181","2020-06-30",13.33
"182","2020-07-01",12.57
"183","2020-07-02",12.51
"184","2020-07-06",12.8
"185","2020-07-07",12.2
"186","2020-07-08",12.19
"187","2020-07-09",11.45
"188","2020-07-10",11.84
"189","2020-07-13",11.81
"190","2020-07-14",11.77
"191","2020-07-15",12.265
"192","2020-07-16",12.35
"193","2020-07-17",12.25
"194","2020-07-20",12.22
"195","2020-07-21",12.63
"196","2020-07-22",12.28
"197","2020-07-23",12.26
"198","2020-07-24",12.23
"199","2020-07-27",12.34
"200","2020-07-28",12.43
"201","2020-07-29",12.34
"202","2020-07-30",12.24
"203","2020-07-31",12.02
"204","2020-08-03",12.59
"205","2020-08-04",12.5
"206","2020-08-05",12.81
"207","2020-08-06",12.74
"208","2020-08-07",13.35
"209","2020-08-10",13.34
"210","2020-08-11",13.21
"211","2020-08-12",13.4
"212","2020-08-13",13.17
"213","2020-08-14",13.4
"214","2020-08-17",13.03
"215","2020-08-18",12.65
"216","2020-08-19",12.58
"217","2020-08-20",12.62
"218","2020-08-21",12.38
"219","2020-08-24",12.43
"220","2020-08-25",12.25
"221","2020-08-26",12.15
"222","2020-08-27",12.3
"223","2020-08-28",12.25
"224","2020-08-31",11.85
"225","2020-09-01",11.77
"226","2020-09-02",11.94
"227","2020-09-03",11.67
"228","2020-09-04",12.24
"229","2020-09-08",12.19
"230","2020-09-09",12.15
"231","2020-09-10",12.09
"232","2020-09-11",12.09
"233","2020-09-14",12.14
"234","2020-09-15",12.08
"235","2020-09-16",12.13
"236","2020-09-17",12.06
"237","2020-09-18",11.86
"238","2020-09-21",11.66
"239","2020-09-22",11.8
"240","2020-09-23",11.21
"241","2020-09-24",11.12
"242","2020-09-25",11.01
"243","2020-09-28",11.33
"244","2020-09-29",11.42
"245","2020-09-30",11.22
"246","2020-10-01",11.23
"247","2020-10-02",11.55
"248","2020-10-05",11.9
"249","2020-10-06",11.85
"250","2020-10-07",12.09
"251","2020-10-08",12.09
"252","2020-10-09",12.1
"253","2020-10-12",12.6
"254","2020-10-13",12.37
"255","2020-10-14",12.18
"256","2020-10-15",12.33
"257","2020-10-16",12.37
"258","2020-10-19",12.33
"259","2020-10-20",12.45
"260","2020-10-21",12.53
"261","2020-10-22",12.75
"262","2020-10-23",12.91
"263","2020-10-26",12.87
"264","2020-10-27",12.71
"265","2020-10-28",12.16
"266","2020-10-29",12.36
"267","2020-10-30",12.34
"268","2020-11-02",12.46
"269","2020-11-03",12.38
"270","2020-11-04",12.12
