"","date","SPSC"
"1","2010-04-22",6.8
"2","2010-04-23",6.955
"3","2010-04-26",6.925
"4","2010-04-27",6.73
"5","2010-04-28",6.635
"6","2010-04-29",6.78
"7","2010-04-30",6.75
"8","2010-05-03",6.665
"9","2010-05-04",6.675
"10","2010-05-05",6.74
"11","2010-05-06",6.4
"12","2010-05-07",6.43
"13","2010-05-10",6.475
"14","2010-05-11",6.455
"15","2010-05-12",6.525
"16","2010-05-13",6.75
"17","2010-05-14",6.5
"18","2010-05-17",6.47
"19","2010-05-18",6.48
"20","2010-05-19",6.54
"21","2010-05-20",6.25
"22","2010-05-21",6.25
"23","2010-05-24",6.285
"24","2010-05-25",6.315
"25","2010-05-26",6.005
"26","2010-05-27",6.075
"27","2010-05-28",6.04
"28","2010-06-01",5.775
"29","2010-06-02",5.63
"30","2010-06-03",5.79
"31","2010-06-04",5.785
"32","2010-06-07",5.745
"33","2010-06-08",5.745
"34","2010-06-09",5.6
"35","2010-06-10",5.59
"36","2010-06-11",5.56
"37","2010-06-14",5.59
"38","2010-06-15",6.135
"39","2010-06-16",6.15
"40","2010-06-17",6.24
"41","2010-06-18",6.09
"42","2010-06-21",6.245
"43","2010-06-22",6.195
"44","2010-06-23",6.18
"45","2010-06-24",6.19
"46","2010-06-25",5.925
"47","2010-06-28",6.025
"48","2010-06-29",5.79
"49","2010-06-30",5.81
"50","2010-07-01",5.88
"51","2010-07-02",5.835
"52","2010-07-06",5.675
"53","2010-07-07",5.845
"54","2010-07-08",5.775
"55","2010-07-09",5.8
"56","2010-07-12",5.735
"57","2010-07-13",5.765
"58","2010-07-14",5.89
"59","2010-07-15",5.645
"60","2010-07-16",5.165
"61","2010-07-19",5.065
"62","2010-07-20",5.015
"63","2010-07-21",4.9
"64","2010-07-22",4.99
"65","2010-07-23",5.045
"66","2010-07-26",5.16
"67","2010-07-27",5.27
"68","2010-07-28",5.295
"69","2010-07-29",5.5
"70","2010-07-30",5.32
"71","2010-08-02",5.32
"72","2010-08-03",5.195
"73","2010-08-04",5.115
"74","2010-08-05",5.025
"75","2010-08-06",4.93
"76","2010-08-09",4.935
"77","2010-08-10",4.73
"78","2010-08-11",4.73
"79","2010-08-12",4.715
"80","2010-08-13",4.65
"81","2010-08-16",4.57
"82","2010-08-17",4.45
"83","2010-08-18",4.43
"84","2010-08-19",4.4
"85","2010-08-20",4.315
"86","2010-08-23",4.3
"87","2010-08-24",4.305
"88","2010-08-25",4.545
"89","2010-08-26",4.785
"90","2010-08-27",5.11
"91","2010-08-30",4.9
"92","2010-08-31",5.095
"93","2010-09-01",5.155
"94","2010-09-02",5.165
"95","2010-09-03",5.39
"96","2010-09-07",5.375
"97","2010-09-08",5.425
"98","2010-09-09",5.77
"99","2010-09-10",5.825
"100","2010-09-13",5.96
"101","2010-09-14",5.975
"102","2010-09-15",5.92
"103","2010-09-16",5.81
"104","2010-09-17",5.765
"105","2010-09-20",5.845
"106","2010-09-21",5.735
"107","2010-09-22",5.63
"108","2010-09-23",5.76
"109","2010-09-24",6.05
"110","2010-09-27",6.075
"111","2010-09-28",6.1
"112","2010-09-29",6.11
"113","2010-09-30",6.41
"114","2010-10-01",6.435
"115","2010-10-04",6.425
"116","2010-10-05",6.495
"117","2010-10-06",6.52
"118","2010-10-07",6.5
"119","2010-10-08",6.565
"120","2010-10-11",6.675
"121","2010-10-12",6.93
"122","2010-10-13",6.78
"123","2010-10-14",6.68
"124","2010-10-15",6.66
"125","2010-10-18",6.645
"126","2010-10-19",6.525
"127","2010-10-20",6.545
"128","2010-10-21",6.505
"129","2010-10-22",6.525
"130","2010-10-25",6.595
"131","2010-10-26",6.5
"132","2010-10-27",6.55
"133","2010-10-28",6.5
"134","2010-10-29",6.6
"135","2010-11-01",6.51
"136","2010-11-02",6.59
"137","2010-11-03",6.595
"138","2010-11-04",6.685
"139","2010-11-05",6.78
"140","2010-11-08",7.055
"141","2010-11-09",7.115
"142","2010-11-10",7.125
"143","2010-11-11",7.12
"144","2010-11-12",6.68
"145","2010-11-15",6.245
"146","2010-11-16",6.125
"147","2010-11-17",6.265
"148","2010-11-18",6.5
"149","2010-11-19",6.575
"150","2010-11-22",6.58
"151","2010-11-23",6.355
"152","2010-11-24",6.365
"153","2010-11-26",6.155
"154","2010-11-29",6.115
"155","2010-11-30",5.93
"156","2010-12-01",6.22
"157","2010-12-02",6.475
"158","2010-12-03",6.725
"159","2010-12-06",6.725
"160","2010-12-07",6.77
"161","2010-12-08",6.86
"162","2010-12-09",7.06
"163","2010-12-10",7.315
"164","2010-12-13",7.47
"165","2010-12-14",7.42
"166","2010-12-15",7.315
"167","2010-12-16",7.33
"168","2010-12-17",7.45
"169","2010-12-20",7.525
"170","2010-12-21",7.675
"171","2010-12-22",7.635
"172","2010-12-23",7.6
"173","2010-12-27",7.825
"174","2010-12-28",7.625
"175","2010-12-29",7.825
"176","2010-12-30",7.83
"177","2010-12-31",7.9
"178","2011-01-03",7.785
"179","2011-01-04",7.735
"180","2011-01-05",7.825
"181","2011-01-06",7.74
"182","2011-01-07",7.685
"183","2011-01-10",7.57
"184","2011-01-11",7.565
"185","2011-01-12",7.975
"186","2011-01-13",7.775
"187","2011-01-14",7.91
"188","2011-01-18",8.035
"189","2011-01-19",7.965
"190","2011-01-20",7.74
"191","2011-01-21",7.745
"192","2011-01-24",7.97
"193","2011-01-25",8
"194","2011-01-26",8.05
"195","2011-01-27",7.895
"196","2011-01-28",7.775
"197","2011-01-31",7.94
"198","2011-02-01",7.82
"199","2011-02-02",7.85
"200","2011-02-03",7.77
"201","2011-02-04",7.89
"202","2011-02-07",8.07
"203","2011-02-08",8.57
"204","2011-02-09",8.5
"205","2011-02-10",8.16
"206","2011-02-11",8.32
"207","2011-02-14",8.225
"208","2011-02-15",8.105
"209","2011-02-16",8.25
"210","2011-02-17",8.35
"211","2011-02-18",8.365
"212","2011-02-22",7.89
"213","2011-02-23",7.97
"214","2011-02-24",7.925
"215","2011-02-25",7.835
"216","2011-02-28",7.75
"217","2011-03-01",7.25
"218","2011-03-02",7.525
"219","2011-03-03",7.715
"220","2011-03-04",7.59
"221","2011-03-07",7.52
"222","2011-03-08",7.5
"223","2011-03-09",7.75
"224","2011-03-10",7.5
"225","2011-03-11",7.55
"226","2011-03-14",7.39
"227","2011-03-15",7.285
"228","2011-03-16",7.135
"229","2011-03-17",6.94
"230","2011-03-18",6.89
"231","2011-03-21",7.24
"232","2011-03-22",7.655
"233","2011-03-23",7.455
"234","2011-03-24",7.19
"235","2011-03-25",7.495
"236","2011-03-28",7.19
"237","2011-03-29",7.215
"238","2011-03-30",7.455
"239","2011-03-31",7.755
"240","2011-04-01",7.435
"241","2011-04-04",7.19
"242","2011-04-05",7.19
"243","2011-04-06",6.97
"244","2011-04-07",6.975
"245","2011-04-08",6.93
"246","2011-04-11",6.83
"247","2011-04-12",7
"248","2011-04-13",6.98
"249","2011-04-14",6.87
"250","2011-04-15",7.18
"251","2011-04-18",7.165
"252","2011-04-19",7.135
"253","2011-04-20",7.1
"254","2011-04-21",7.39
"255","2011-04-25",7.515
"256","2011-04-26",7.725
"257","2011-04-27",7.81
"258","2011-04-28",7.975
"259","2011-04-29",8.205
"260","2011-05-02",8.77
"261","2011-05-03",8.88
"262","2011-05-04",8.97
"263","2011-05-05",8.645
"264","2011-05-06",8.49
"265","2011-05-09",8.52
"266","2011-05-10",8.425
"267","2011-05-11",8.47
"268","2011-05-12",8.605
"269","2011-05-13",8.38
"270","2011-05-16",8.33
"271","2011-05-17",8.325
"272","2011-05-18",8.45
"273","2011-05-19",8.365
"274","2011-05-20",8.365
"275","2011-05-23",8.265
"276","2011-05-24",8.12
"277","2011-05-25",8.47
"278","2011-05-26",8.35
"279","2011-05-27",8.275
"280","2011-05-31",8.35
"281","2011-06-01",8.12
"282","2011-06-02",8.125
"283","2011-06-03",8.255
"284","2011-06-06",8.645
"285","2011-06-07",8.935
"286","2011-06-08",8.86
"287","2011-06-09",8
"288","2011-06-10",8
"289","2011-06-13",8.065
"290","2011-06-14",8
"291","2011-06-15",7.95
"292","2011-06-16",8.245
"293","2011-06-17",8.055
"294","2011-06-20",7.96
"295","2011-06-21",7.965
"296","2011-06-22",7.975
"297","2011-06-23",8.13
"298","2011-06-24",8.29
"299","2011-06-27",8.39
"300","2011-06-28",8.585
"301","2011-06-29",8.57
"302","2011-06-30",8.895
"303","2011-07-01",8.895
"304","2011-07-05",8.955
"305","2011-07-06",9
"306","2011-07-07",9.165
"307","2011-07-08",9.165
"308","2011-07-11",9.15
"309","2011-07-12",9.13
"310","2011-07-13",9.22
"311","2011-07-14",9.05
"312","2011-07-15",9.22
"313","2011-07-18",9.1
"314","2011-07-19",9.185
"315","2011-07-20",9.17
"316","2011-07-21",9.355
"317","2011-07-22",9.305
"318","2011-07-25",9.235
"319","2011-07-26",9.27
"320","2011-07-27",9.27
"321","2011-07-28",9.27
"322","2011-07-29",9.185
"323","2011-08-01",9.085
"324","2011-08-02",8.975
"325","2011-08-03",9.28
"326","2011-08-04",9.12
"327","2011-08-05",9.015
"328","2011-08-08",8.65
"329","2011-08-09",8.84
"330","2011-08-10",8.815
"331","2011-08-11",8.875
"332","2011-08-12",8.7
"333","2011-08-15",8.925
"334","2011-08-16",8.875
"335","2011-08-17",8.7
"336","2011-08-18",8.755
"337","2011-08-19",8.335
"338","2011-08-22",8.415
"339","2011-08-23",8.45
"340","2011-08-24",8.67
"341","2011-08-25",8.455
"342","2011-08-26",8.83
"343","2011-08-29",9.195
"344","2011-08-30",8.9
"345","2011-08-31",9.065
"346","2011-09-01",9
"347","2011-09-02",8.845
"348","2011-09-06",8.975
"349","2011-09-07",9.24
"350","2011-09-08",8.765
"351","2011-09-09",8.56
"352","2011-09-12",8.27
"353","2011-09-13",8.63
"354","2011-09-14",8.86
"355","2011-09-15",8.94
"356","2011-09-16",8.96
"357","2011-09-19",8.865
"358","2011-09-20",8.565
"359","2011-09-21",8.325
"360","2011-09-22",7.96
"361","2011-09-23",7.99
"362","2011-09-26",7.87
"363","2011-09-27",8.675
"364","2011-09-28",8.35
"365","2011-09-29",8.515
"366","2011-09-30",8.145
"367","2011-10-03",7.65
"368","2011-10-04",8.055
"369","2011-10-05",8.54
"370","2011-10-06",8.64
"371","2011-10-07",8.46
"372","2011-10-10",9
"373","2011-10-11",9.04
"374","2011-10-12",9.555
"375","2011-10-13",9.475
"376","2011-10-14",9.535
"377","2011-10-17",9.45
"378","2011-10-18",9.64
"379","2011-10-19",9.52
"380","2011-10-20",9.505
"381","2011-10-21",9.45
"382","2011-10-24",9.475
"383","2011-10-25",9.16
"384","2011-10-26",9.22
"385","2011-10-27",9.75
"386","2011-10-28",9.905
"387","2011-10-31",9.78
"388","2011-11-01",9.59
"389","2011-11-02",9.995
"390","2011-11-03",10.16
"391","2011-11-04",10.145
"392","2011-11-07",10.425
"393","2011-11-08",10.485
"394","2011-11-09",10.24
"395","2011-11-10",10.5
"396","2011-11-11",10.935
"397","2011-11-14",10.98
"398","2011-11-15",11.335
"399","2011-11-16",11.385
"400","2011-11-17",11.415
"401","2011-11-18",11.345
"402","2011-11-21",11.25
"403","2011-11-22",11.2
"404","2011-11-23",10.84
"405","2011-11-25",10.695
"406","2011-11-28",10.95
"407","2011-11-29",11.175
"408","2011-11-30",11.725
"409","2011-12-01",11.735
"410","2011-12-02",11.775
"411","2011-12-05",11.65
"412","2011-12-06",11.955
"413","2011-12-07",12
"414","2011-12-08",12.18
"415","2011-12-09",12.49
"416","2011-12-12",12.635
"417","2011-12-13",13.015
"418","2011-12-14",12.67
"419","2011-12-15",12.785
"420","2011-12-16",12.965
"421","2011-12-19",12.91
"422","2011-12-20",13.12
"423","2011-12-21",13.43
"424","2011-12-22",13.48
"425","2011-12-23",13.39
"426","2011-12-27",13.485
"427","2011-12-28",13.25
"428","2011-12-29",13.38
"429","2011-12-30",12.975
"430","2012-01-03",12.5
"431","2012-01-04",12.44
"432","2012-01-05",12.1
"433","2012-01-06",11.935
"434","2012-01-09",11.8
"435","2012-01-10",12.055
"436","2012-01-11",12.26
"437","2012-01-12",12.565
"438","2012-01-13",12.505
"439","2012-01-17",12.74
"440","2012-01-18",12.725
"441","2012-01-19",12.36
"442","2012-01-20",12.29
"443","2012-01-23",12.145
"444","2012-01-24",12.205
"445","2012-01-25",12.2
"446","2012-01-26",12.155
"447","2012-01-27",12.45
"448","2012-01-30",12.52
"449","2012-01-31",12.6
"450","2012-02-01",13.275
"451","2012-02-02",13.65
"452","2012-02-03",13.785
"453","2012-02-06",13.945
"454","2012-02-07",13.89
"455","2012-02-08",13.955
"456","2012-02-09",12.96
"457","2012-02-10",12.66
"458","2012-02-13",12.175
"459","2012-02-14",12.485
"460","2012-02-15",12.15
"461","2012-02-16",12.335
"462","2012-02-17",12.42
"463","2012-02-21",12.27
"464","2012-02-22",12.31
"465","2012-02-23",12.71
"466","2012-02-24",12.775
"467","2012-02-27",12.915
"468","2012-02-28",12.825
"469","2012-02-29",12.425
"470","2012-03-01",12.625
"471","2012-03-02",12.255
"472","2012-03-05",12.64
"473","2012-03-06",12.29
"474","2012-03-07",12.45
"475","2012-03-08",12.855
"476","2012-03-09",13.185
"477","2012-03-12",13.08
"478","2012-03-13",13.42
"479","2012-03-14",12.945
"480","2012-03-15",13.06
"481","2012-03-16",12.915
"482","2012-03-19",13.255
"483","2012-03-20",13.015
"484","2012-03-21",13.055
"485","2012-03-22",13.16
"486","2012-03-23",13.28
"487","2012-03-26",13.53
"488","2012-03-27",13.65
"489","2012-03-28",13.42
"490","2012-03-29",13.27
"491","2012-03-30",13.44
"492","2012-04-02",13.045
"493","2012-04-03",12.615
"494","2012-04-04",12.25
"495","2012-04-05",12.26
"496","2012-04-09",12.14
"497","2012-04-10",11.625
"498","2012-04-11",11.81
"499","2012-04-12",12.17
"500","2012-04-13",12.125
"501","2012-04-16",11.94
"502","2012-04-17",12.295
"503","2012-04-18",12.5
"504","2012-04-19",12.115
"505","2012-04-20",12.5
"506","2012-04-23",12.5
"507","2012-04-24",12.545
"508","2012-04-25",12.58
"509","2012-04-26",12.815
"510","2012-04-27",13.975
"511","2012-04-30",13.91
"512","2012-05-01",13.4
"513","2012-05-02",13.92
"514","2012-05-03",13.985
"515","2012-05-04",13.96
"516","2012-05-07",13.94
"517","2012-05-08",13.95
"518","2012-05-09",13.805
"519","2012-05-10",13.69
"520","2012-05-11",13.695
"521","2012-05-14",13.655
"522","2012-05-15",13.865
"523","2012-05-16",13.9
"524","2012-05-17",13.79
"525","2012-05-18",13.585
"526","2012-05-21",13.85
"527","2012-05-22",13.59
"528","2012-05-23",13.755
"529","2012-05-24",13.775
"530","2012-05-25",13.675
"531","2012-05-29",13.81
"532","2012-05-30",13.825
"533","2012-05-31",13.82
"534","2012-06-01",13.345
"535","2012-06-04",13.39
"536","2012-06-05",13.415
"537","2012-06-06",13.945
"538","2012-06-07",13.79
"539","2012-06-08",13.77
"540","2012-06-11",14.015
"541","2012-06-12",13.525
"542","2012-06-13",13.915
"543","2012-06-14",13.89
"544","2012-06-15",13.61
"545","2012-06-18",13.56
"546","2012-06-19",13.575
"547","2012-06-20",13.545
"548","2012-06-21",13.79
"549","2012-06-22",13.89
"550","2012-06-25",13.8
"551","2012-06-26",13.88
"552","2012-06-27",14.935
"553","2012-06-28",14.53
"554","2012-06-29",15.19
"555","2012-07-02",15.71
"556","2012-07-03",15.78
"557","2012-07-05",15.7
"558","2012-07-06",15.585
"559","2012-07-09",15.775
"560","2012-07-10",15.48
"561","2012-07-11",15.64
"562","2012-07-12",16.125
"563","2012-07-13",16.475
"564","2012-07-16",15.68
"565","2012-07-17",15.57
"566","2012-07-18",15.805
"567","2012-07-19",15.84
"568","2012-07-20",15.71
"569","2012-07-23",15.03
"570","2012-07-24",14.53
"571","2012-07-25",14.455
"572","2012-07-26",14.415
"573","2012-07-27",16.139999
"574","2012-07-30",16.190001
"575","2012-07-31",16.15
"576","2012-08-01",16.200001
"577","2012-08-02",16.09
"578","2012-08-03",16.530001
"579","2012-08-06",16.379999
"580","2012-08-07",15.945
"581","2012-08-08",15.66
"582","2012-08-09",15.445
"583","2012-08-10",15.865
"584","2012-08-13",15.585
"585","2012-08-14",15.23
"586","2012-08-15",15.83
"587","2012-08-16",16.344999
"588","2012-08-17",16.525
"589","2012-08-20",16.575001
"590","2012-08-21",16.285
"591","2012-08-22",16.445
"592","2012-08-23",16.415001
"593","2012-08-24",16.559999
"594","2012-08-27",16.575001
"595","2012-08-28",16.575001
"596","2012-08-29",16.955
"597","2012-08-30",17.405001
"598","2012-08-31",17.475
"599","2012-09-04",17.27
"600","2012-09-05",17.110001
"601","2012-09-06",17.004999
"602","2012-09-07",17.17
"603","2012-09-10",17.32
"604","2012-09-11",17.184999
"605","2012-09-12",17.395
"606","2012-09-13",17.379999
"607","2012-09-14",17.440001
"608","2012-09-17",17.775
"609","2012-09-18",18.295
"610","2012-09-19",18.165001
"611","2012-09-20",18.15
"612","2012-09-21",18.264999
"613","2012-09-24",18.08
"614","2012-09-25",18.004999
"615","2012-09-26",18.129999
"616","2012-09-27",18.405001
"617","2012-09-28",19.235001
"618","2012-10-01",19.48
"619","2012-10-02",19.565001
"620","2012-10-03",19.764999
"621","2012-10-04",20.200001
"622","2012-10-05",19.299999
"623","2012-10-08",19.225
"624","2012-10-09",18.745001
"625","2012-10-10",18.690001
"626","2012-10-11",18.67
"627","2012-10-12",18.4
"628","2012-10-15",18.870001
"629","2012-10-16",18.834999
"630","2012-10-17",19.655001
"631","2012-10-18",19.405001
"632","2012-10-19",18.985001
"633","2012-10-22",19.315001
"634","2012-10-23",19.645
"635","2012-10-24",20.184999
"636","2012-10-25",19.135
"637","2012-10-26",18.200001
"638","2012-10-31",18.125
"639","2012-11-01",18.235001
"640","2012-11-02",17.745001
"641","2012-11-05",18.450001
"642","2012-11-06",18.57
"643","2012-11-07",18.315001
"644","2012-11-08",18.155001
"645","2012-11-09",18.155001
"646","2012-11-12",18.245001
"647","2012-11-13",18.040001
"648","2012-11-14",16.735001
"649","2012-11-15",16.719999
"650","2012-11-16",16.450001
"651","2012-11-19",17.674999
"652","2012-11-20",17.690001
"653","2012-11-21",17.35
"654","2012-11-23",17.379999
"655","2012-11-26",17.74
"656","2012-11-27",17.68
"657","2012-11-28",18.17
"658","2012-11-29",18.495001
"659","2012-11-30",18.43
"660","2012-12-03",18.254999
"661","2012-12-04",18.334999
"662","2012-12-05",18.115
"663","2012-12-06",18.120001
"664","2012-12-07",18.129999
"665","2012-12-10",18.74
"666","2012-12-11",18.725
"667","2012-12-12",18.530001
"668","2012-12-13",18.434999
