"","date","SPSC"
"669","2012-12-14",17.924999
"670","2012-12-17",18.084999
"671","2012-12-18",18.059999
"672","2012-12-19",17.915001
"673","2012-12-20",17.855
"674","2012-12-21",18.025
"675","2012-12-24",17.92
"676","2012-12-26",17.99
"677","2012-12-27",18.225
"678","2012-12-28",18.08
"679","2012-12-31",18.635
"680","2013-01-02",19.66
"681","2013-01-03",19.24
"682","2013-01-04",19.305
"683","2013-01-07",19.094999
"684","2013-01-08",19.674999
"685","2013-01-09",19.84
"686","2013-01-10",19.184999
"687","2013-01-11",18.85
"688","2013-01-14",19.299999
"689","2013-01-15",18.77
"690","2013-01-16",18.68
"691","2013-01-17",18.745001
"692","2013-01-18",18.84
"693","2013-01-22",19.34
"694","2013-01-23",19.07
"695","2013-01-24",18.615
"696","2013-01-25",18.895
"697","2013-01-28",18.49
"698","2013-01-29",18.415001
"699","2013-01-30",18.625
"700","2013-01-31",19.455
"701","2013-02-01",19.594999
"702","2013-02-04",18.955
"703","2013-02-05",19.254999
"704","2013-02-06",19.245001
"705","2013-02-07",19.26
"706","2013-02-08",19.504999
"707","2013-02-11",19.049999
"708","2013-02-12",18.885
"709","2013-02-13",18.705
"710","2013-02-14",18.945
"711","2013-02-15",18.75
"712","2013-02-19",18.57
"713","2013-02-20",18.48
"714","2013-02-21",18.475
"715","2013-02-22",18.75
"716","2013-02-25",18.26
"717","2013-02-26",18.49
"718","2013-02-27",18.66
"719","2013-02-28",18.695
"720","2013-03-01",18.610001
"721","2013-03-04",18.719999
"722","2013-03-05",18.940001
"723","2013-03-06",19.254999
"724","2013-03-07",19.485001
"725","2013-03-08",19.83
"726","2013-03-11",19.555
"727","2013-03-12",19.27
"728","2013-03-13",18.965
"729","2013-03-14",19.209999
"730","2013-03-15",19.66
"731","2013-03-18",19.674999
"732","2013-03-19",19.695
"733","2013-03-20",19.775
"734","2013-03-21",19.91
"735","2013-03-22",19.955
"736","2013-03-25",20.110001
"737","2013-03-26",20.360001
"738","2013-03-27",20.92
"739","2013-03-28",21.334999
"740","2013-04-01",21.74
"741","2013-04-02",21.459999
"742","2013-04-03",20.825001
"743","2013-04-04",21.16
"744","2013-04-05",21.15
"745","2013-04-08",21.129999
"746","2013-04-09",20.625
"747","2013-04-10",20.92
"748","2013-04-11",21.030001
"749","2013-04-12",21.02
"750","2013-04-15",20.014999
"751","2013-04-16",20.514999
"752","2013-04-17",19.9
"753","2013-04-18",19.879999
"754","2013-04-19",20.514999
"755","2013-04-22",20.375
"756","2013-04-23",20.620001
"757","2013-04-24",20.549999
"758","2013-04-25",20.639999
"759","2013-04-26",22.895
"760","2013-04-29",23.85
"761","2013-04-30",23.565001
"762","2013-05-01",23.075001
"763","2013-05-02",23.215
"764","2013-05-03",23.41
"765","2013-05-06",23.905001
"766","2013-05-07",23.5
"767","2013-05-08",22.975
"768","2013-05-09",23.01
"769","2013-05-10",23.93
"770","2013-05-13",23.684999
"771","2013-05-14",23.995001
"772","2013-05-15",24.33
"773","2013-05-16",24.625
"774","2013-05-17",25.43
"775","2013-05-20",25.74
"776","2013-05-21",25.57
"777","2013-05-22",25.709999
"778","2013-05-23",26.084999
"779","2013-05-24",26.014999
"780","2013-05-28",26.860001
"781","2013-05-29",26.51
"782","2013-05-30",27.23
"783","2013-05-31",26.985001
"784","2013-06-03",27.165001
"785","2013-06-04",27.125
"786","2013-06-05",27.02
"787","2013-06-06",26.26
"788","2013-06-07",26.834999
"789","2013-06-10",27.16
"790","2013-06-11",26.805
"791","2013-06-12",26.334999
"792","2013-06-13",26.459999
"793","2013-06-14",26.15
"794","2013-06-17",28.129999
"795","2013-06-18",27.469999
"796","2013-06-19",27.684999
"797","2013-06-20",26.674999
"798","2013-06-21",26
"799","2013-06-24",25.26
"800","2013-06-25",25.77
"801","2013-06-26",26.360001
"802","2013-06-27",27.25
"803","2013-06-28",27.5
"804","2013-07-01",27.59
"805","2013-07-02",27.870001
"806","2013-07-03",27.950001
"807","2013-07-05",28.93
"808","2013-07-08",28.559999
"809","2013-07-09",28.469999
"810","2013-07-10",28.43
"811","2013-07-11",28.76
"812","2013-07-12",29.25
"813","2013-07-15",28.92
"814","2013-07-16",28.799999
"815","2013-07-17",28.66
"816","2013-07-18",28.965
"817","2013-07-19",28.51
"818","2013-07-22",28.51
"819","2013-07-23",28.07
"820","2013-07-24",27.844999
"821","2013-07-25",28.440001
"822","2013-07-26",32.985001
"823","2013-07-29",31.66
"824","2013-07-30",32.105
"825","2013-07-31",32.264999
"826","2013-08-01",33.599998
"827","2013-08-02",34.805
"828","2013-08-05",35.259998
"829","2013-08-06",34.91
"830","2013-08-07",33.855
"831","2013-08-08",33.490002
"832","2013-08-09",33.014999
"833","2013-08-12",33.07
"834","2013-08-13",32.544998
"835","2013-08-14",32.279999
"836","2013-08-15",30.985001
"837","2013-08-16",31.02
"838","2013-08-19",31.17
"839","2013-08-20",31.389999
"840","2013-08-21",31.5
"841","2013-08-22",31.5
"842","2013-08-23",31.43
"843","2013-08-26",32.154999
"844","2013-08-27",30.799999
"845","2013-08-28",31
"846","2013-08-29",31.764999
"847","2013-08-30",31.17
"848","2013-09-03",31.875
"849","2013-09-04",31.504999
"850","2013-09-05",32.66
"851","2013-09-06",32.715
"852","2013-09-09",34.310001
"853","2013-09-10",34.055
"854","2013-09-11",34.645
"855","2013-09-12",33.68
"856","2013-09-13",33.810001
"857","2013-09-16",33.654999
"858","2013-09-17",36.09
"859","2013-09-18",36.290001
"860","2013-09-19",36.564999
"861","2013-09-20",35.439999
"862","2013-09-23",35.115002
"863","2013-09-24",35.529999
"864","2013-09-25",34.215
"865","2013-09-26",34.040001
"866","2013-09-27",33.650002
"867","2013-09-30",33.459999
"868","2013-10-01",34.169998
"869","2013-10-02",33.799999
"870","2013-10-03",32.985001
"871","2013-10-04",33.154999
"872","2013-10-07",31.655001
"873","2013-10-08",31.559999
"874","2013-10-09",32.009998
"875","2013-10-10",34.325001
"876","2013-10-11",34.994999
"877","2013-10-14",36.145
"878","2013-10-15",36.130001
"879","2013-10-16",36.195
"880","2013-10-17",37.415001
"881","2013-10-18",38.990002
"882","2013-10-21",39.220001
"883","2013-10-22",37.779999
"884","2013-10-23",36.990002
"885","2013-10-24",37
"886","2013-10-25",38.939999
"887","2013-10-28",37.985001
"888","2013-10-29",37.75
"889","2013-10-30",36.445
"890","2013-10-31",34.075001
"891","2013-11-01",33.369999
"892","2013-11-04",34.849998
"893","2013-11-05",34.650002
"894","2013-11-06",34.130001
"895","2013-11-07",33.5
"896","2013-11-08",33.435001
"897","2013-11-11",33.244999
"898","2013-11-12",33.174999
"899","2013-11-13",33.994999
"900","2013-11-14",32.98
"901","2013-11-15",36.605
"902","2013-11-18",35.005001
"903","2013-11-19",34.615002
"904","2013-11-20",31.605
"905","2013-11-21",31.870001
"906","2013-11-22",30.58
"907","2013-11-25",32.009998
"908","2013-11-26",32.669998
"909","2013-11-27",33.200001
"910","2013-11-29",32.884998
"911","2013-12-02",32.895
"912","2013-12-03",32.185001
"913","2013-12-04",31.49
"914","2013-12-05",31.26
"915","2013-12-06",32.830002
"916","2013-12-09",32.974998
"917","2013-12-10",33.259998
"918","2013-12-11",33.490002
"919","2013-12-12",32.279999
"920","2013-12-13",32.404999
"921","2013-12-16",32.884998
"922","2013-12-17",32.23
"923","2013-12-18",32
"924","2013-12-19",31.555
"925","2013-12-20",33.415001
"926","2013-12-23",33.470001
"927","2013-12-24",33.830002
"928","2013-12-26",34.52
"929","2013-12-27",33.744999
"930","2013-12-30",32.965
"931","2013-12-31",32.650002
"932","2014-01-02",32.200001
"933","2014-01-03",31.52
"934","2014-01-06",32.505001
"935","2014-01-07",33.540001
"936","2014-01-08",34.275002
"937","2014-01-09",33.799999
"938","2014-01-10",32.494999
"939","2014-01-13",31.695
"940","2014-01-14",32.915001
"941","2014-01-15",31.455
"942","2014-01-16",34.395
"943","2014-01-17",33.735001
"944","2014-01-21",33.360001
"945","2014-01-22",34.189999
"946","2014-01-23",34.040001
"947","2014-01-24",33.445
"948","2014-01-27",33.174999
"949","2014-01-28",32.959999
"950","2014-01-29",32.610001
"951","2014-01-30",33.064999
"952","2014-01-31",32.310001
"953","2014-02-03",31.76
"954","2014-02-04",31.790001
"955","2014-02-05",31.67
"956","2014-02-06",32.375
"957","2014-02-07",32.950001
"958","2014-02-10",32.974998
"959","2014-02-11",32.044998
"960","2014-02-12",32.25
"961","2014-02-13",32.900002
"962","2014-02-14",32.650002
"963","2014-02-18",32.169998
"964","2014-02-19",31.950001
"965","2014-02-20",31.754999
"966","2014-02-21",32.384998
"967","2014-02-24",32.154999
"968","2014-02-25",32.450001
"969","2014-02-26",32.84
"970","2014-02-27",34.110001
"971","2014-02-28",33.900002
"972","2014-03-03",33.445
"973","2014-03-04",34.974998
"974","2014-03-05",35.564999
"975","2014-03-06",35.459999
"976","2014-03-07",35.575001
"977","2014-03-10",34.665001
"978","2014-03-11",32.834999
"979","2014-03-12",33.224998
"980","2014-03-13",31.875
"981","2014-03-14",32.255001
"982","2014-03-17",32.220001
"983","2014-03-18",33.43
