"","date","BPYPP"
"89","2019-07-19",25.42
"90","2019-07-22",25.48
"91","2019-07-23",25.540001
"92","2019-07-24",25.700001
"93","2019-07-25",25.77
"94","2019-07-26",25.879999
"95","2019-07-29",25.6
"96","2019-07-30",25.690001
"97","2019-07-31",25.68
"98","2019-08-01",25.67
"99","2019-08-02",25.65
"100","2019-08-05",25.459999
"101","2019-08-06",25.549999
"102","2019-08-07",25.549999
"103","2019-08-08",25.549999
"104","2019-08-09",25.67
"105","2019-08-12",25.73
"106","2019-08-13",25.700001
"107","2019-08-14",25.690001
"108","2019-08-15",25.66
"109","2019-08-16",25.74
"110","2019-08-19",25.790001
"111","2019-08-20",25.799999
"112","2019-08-21",25.85
"113","2019-08-22",25.92
"114","2019-08-23",26
"115","2019-08-26",25.959999
"116","2019-08-27",26.1
"117","2019-08-28",26.129999
"118","2019-08-29",25.93
"119","2019-08-30",25.9
"120","2019-09-03",25.799999
"121","2019-09-04",25.889999
"122","2019-09-05",25.92
"123","2019-09-06",26.040001
"124","2019-09-09",25.950001
"125","2019-09-10",26.01
"126","2019-09-11",26
"127","2019-09-12",26.01
"128","2019-09-13",25.700001
"129","2019-09-16",25.67
"130","2019-09-17",25.85
"131","2019-09-18",25.860001
"132","2019-09-19",25.940001
"133","2019-09-20",26
"134","2019-09-23",25.959999
"135","2019-09-24",26
"136","2019-09-25",26.07
"137","2019-09-26",25.959999
"138","2019-09-27",26.1
"139","2019-09-30",26.23
"140","2019-10-01",26.25
"141","2019-10-02",26.08
"142","2019-10-03",26.1
"143","2019-10-04",26.065001
"144","2019-10-07",26.129999
"145","2019-10-08",26.139999
"146","2019-10-09",26.15
"147","2019-10-10",26.15
"148","2019-10-11",26.1
"149","2019-10-14",26.35
"150","2019-10-15",26.299999
"151","2019-10-16",26.27
"152","2019-10-17",26.48
"153","2019-10-18",26.58
"154","2019-10-21",26.799999
"155","2019-10-22",26.889999
"156","2019-10-23",26.91
"157","2019-10-24",26.9
"158","2019-10-25",26.83
"159","2019-10-28",26.540001
"160","2019-10-29",26.450001
"161","2019-10-30",26.709999
"162","2019-10-31",26.709999
"163","2019-11-01",26.6
"164","2019-11-04",26.57
"165","2019-11-05",26.57
"166","2019-11-06",26.25
"167","2019-11-07",26.17
"168","2019-11-08",26.110001
"169","2019-11-11",26.190001
"170","2019-11-12",26.120001
"171","2019-11-13",26.07
"172","2019-11-14",26.059999
"173","2019-11-15",26
"174","2019-11-18",26.153999
"175","2019-11-19",26.17
"176","2019-11-20",25.950001
"177","2019-11-21",26.129999
"178","2019-11-22",26.059999
"179","2019-11-25",26.110001
"180","2019-11-26",26.09
"181","2019-11-27",26.1
"182","2019-11-29",25.51
"183","2019-12-02",25.379999
"184","2019-12-03",25.5
"185","2019-12-04",25.67
"186","2019-12-05",25.639999
"187","2019-12-06",25.690001
"188","2019-12-09",25.700001
"189","2019-12-10",25.67
"190","2019-12-11",25.77
"191","2019-12-12",25.68
"192","2019-12-13",25.709999
"193","2019-12-16",25.844999
"194","2019-12-17",25.829
"195","2019-12-18",25.76
"196","2019-12-19",25.799999
"197","2019-12-20",25.870001
"198","2019-12-23",25.84
"199","2019-12-24",25.85
"200","2019-12-26",25.959999
"201","2019-12-27",25.910999
"202","2019-12-30",25.92
"203","2019-12-31",25.969999
"204","2020-01-02",26.049999
"205","2020-01-03",26.09
"206","2020-01-06",26.16
"207","2020-01-07",26.16
"208","2020-01-08",26.110001
"209","2020-01-09",26.219999
"210","2020-01-10",26.190001
"211","2020-01-13",26.24
"212","2020-01-14",26.290001
"213","2020-01-15",26.290001
"214","2020-01-16",26.190001
"215","2020-01-17",26.209999
"216","2020-01-21",26.27
"217","2020-01-22",26.299999
"218","2020-01-23",26.35
"219","2020-01-24",26.389999
"220","2020-01-27",26.299999
"221","2020-01-28",26.32
"222","2020-01-29",26.379999
"223","2020-01-30",26.422001
"224","2020-01-31",26.6
"225","2020-02-03",26.610001
"226","2020-02-04",26.790001
"227","2020-02-05",26.84
"228","2020-02-06",26.93
"229","2020-02-07",26.940001
"230","2020-02-10",26.73
"231","2020-02-11",26.629999
"232","2020-02-12",26.66
"233","2020-02-13",26.790001
"234","2020-02-14",26.610001
"235","2020-02-18",26.684999
"236","2020-02-19",26.51
"237","2020-02-20",26.76
"238","2020-02-21",26.610001
"239","2020-02-24",26.35
"240","2020-02-25",25.860001
"241","2020-02-26",26.035
"242","2020-02-27",25.42
"243","2020-02-28",25
"244","2020-03-02",25.25
"245","2020-03-03",25.34
"246","2020-03-04",25.75
"247","2020-03-05",25.65
"248","2020-03-06",25.17
"249","2020-03-09",22.75
"250","2020-03-10",24.26
"251","2020-03-11",22.25
"252","2020-03-12",21.59
"253","2020-03-13",22.889999
"254","2020-03-16",19.110001
"255","2020-03-17",17.209999
"256","2020-03-18",12.31
"257","2020-03-19",13.75
"258","2020-03-20",13.02
"259","2020-03-23",12
"260","2020-03-24",14.785
"261","2020-03-25",17.709999
"262","2020-03-26",19.49
"263","2020-03-27",17.5
"264","2020-03-30",17.66
"265","2020-03-31",17.129999
"266","2020-04-01",16.73
"267","2020-04-02",16.68
"268","2020-04-03",16.6
"269","2020-04-06",17
"270","2020-04-07",18.08
"271","2020-04-08",19.75
"272","2020-04-09",21.290001
"273","2020-04-13",19.620001
"274","2020-04-14",20.93
"275","2020-04-15",20.83
"276","2020-04-16",20.92
"277","2020-04-17",20.709999
"278","2020-04-20",20.5
"279","2020-04-21",19.15
"280","2020-04-22",19.809999
"281","2020-04-23",19.75
"282","2020-04-24",19.799999
"283","2020-04-27",20.195
"284","2020-04-28",20.59
"285","2020-04-29",21.48
"286","2020-04-30",21.450001
"287","2020-05-01",21.35
"288","2020-05-04",21.469999
"289","2020-05-05",21.546
"290","2020-05-06",20.610001
"291","2020-05-07",20.639999
"292","2020-05-08",21.25
"293","2020-05-11",21.450001
"294","2020-05-12",21
"295","2020-05-13",19.690001
"296","2020-05-14",19.4
"297","2020-05-15",20.209999
"298","2020-05-18",19.9
"299","2020-05-19",19.499001
"300","2020-05-20",19.690001
"301","2020-05-21",19.16
"302","2020-05-22",19.4
"303","2020-05-26",19.799999
"304","2020-05-27",20.48
"305","2020-05-28",20.780001
"306","2020-05-29",20.190001
"307","2020-06-01",20.58
"308","2020-06-02",20.23
"309","2020-06-03",20.469999
"310","2020-06-04",20.940001
"311","2020-06-05",21.639999
"312","2020-06-08",22.25
"313","2020-06-09",21.73
"314","2020-06-10",21.49
"315","2020-06-11",19.51
"316","2020-06-12",19.790001
"317","2020-06-15",19.65
"318","2020-06-16",20.1
"319","2020-06-17",19.82
"320","2020-06-18",19.780001
"321","2020-06-19",19.77
"322","2020-06-22",19.620001
"323","2020-06-23",19.610001
"324","2020-06-24",18.969999
"325","2020-06-25",18.84
"326","2020-06-26",17.98
"327","2020-06-29",18.110001
"328","2020-06-30",18.280001
"329","2020-07-01",18.9
"330","2020-07-02",19.139999
"331","2020-07-06",19.145
"332","2020-07-07",18.91
"333","2020-07-08",18.65
"334","2020-07-09",18.870001
"335","2020-07-10",18.780001
"336","2020-07-13",18.700001
"337","2020-07-14",18.6
"338","2020-07-15",19.08
"339","2020-07-16",18.98
"340","2020-07-17",19.25
"341","2020-07-20",19.02
"342","2020-07-21",19.27
"343","2020-07-22",19.120001
"344","2020-07-23",19.09
"345","2020-07-24",19.15
"346","2020-07-27",19.290001
"347","2020-07-28",19.290001
"348","2020-07-29",19.877001
"349","2020-07-30",19.99
"350","2020-07-31",20.049999
"351","2020-08-03",20.454
"352","2020-08-04",20.1
"353","2020-08-05",20.18
"354","2020-08-06",19.65
"355","2020-08-07",19.950001
"356","2020-08-10",20.059999
"357","2020-08-11",20.16
"358","2020-08-12",21.389999
"359","2020-08-13",21.040001
"360","2020-08-14",21.575001
"361","2020-08-17",21.690001
"362","2020-08-18",22.200001
"363","2020-08-19",22.16
"364","2020-08-20",21.75
"365","2020-08-21",22.4
"366","2020-08-24",22.469999
"367","2020-08-25",22.5
"368","2020-08-26",22.77
"369","2020-08-27",22.66
"370","2020-08-28",22.549999
"371","2020-08-31",22.25
"372","2020-09-01",22.200001
"373","2020-09-02",22
"374","2020-09-03",22
"375","2020-09-04",21.84
"376","2020-09-08",21.77
"377","2020-09-09",21.75
"378","2020-09-10",21.41
"379","2020-09-11",21.809999
"380","2020-09-14",21.809999
"381","2020-09-15",21.709999
"382","2020-09-16",21.51
"383","2020-09-17",21.450001
"384","2020-09-18",21.690001
"385","2020-09-21",21.299999
"386","2020-09-22",21.299999
"387","2020-09-23",20.32
"388","2020-09-24",20.25
"389","2020-09-25",20.35
"390","2020-09-28",20.950001
"391","2020-09-29",20.790001
"392","2020-09-30",20.17
"393","2020-10-01",20.549999
"394","2020-10-02",20.33
"395","2020-10-05",20.58
"396","2020-10-06",20.48
"397","2020-10-07",20.75
"398","2020-10-08",21.48
"399","2020-10-09",21.58
"400","2020-10-12",21.620001
"401","2020-10-13",21.66
"402","2020-10-14",21.07
"403","2020-10-15",21.040001
"404","2020-10-16",21.190001
"405","2020-10-19",21.08
"406","2020-10-20",21.34
"407","2020-10-21",21.27
"408","2020-10-22",21.57
"409","2020-10-23",21.530001
"410","2020-10-26",21.35
"411","2020-10-27",21.450001
"412","2020-10-28",21.02
"413","2020-10-29",20.73
"414","2020-10-30",20.879999
"415","2020-11-02",20.85
"416","2020-11-03",20.690001
"417","2020-11-04",20.855
"418","2020-11-05",21.01
"419","2020-11-06",20.870001
"420","2020-11-09",21.77
"421","2020-11-10",22.709999
"422","2020-11-11",22.924999
"423","2020-11-12",22.67
"424","2020-11-13",23.049999
"425","2020-11-16",23.77
"426","2020-11-17",23.825001
"427","2020-11-18",23.969999
"428","2020-11-19",23.74
"429","2020-11-20",23.959999
"430","2020-11-23",24.27
"431","2020-11-24",24.43
"432","2020-11-25",24.58
"433","2020-11-27",24.52
