"","date","DT"
"1","2019-08-01",23.85
"2","2019-08-02",26.07
"3","2019-08-05",23.74
"4","2019-08-06",24.52
"5","2019-08-07",26.15
"6","2019-08-08",26
"7","2019-08-09",25.25
"8","2019-08-12",23.27
"9","2019-08-13",23.6
"10","2019-08-14",21.43
"11","2019-08-15",21.33
"12","2019-08-16",22.389999
"13","2019-08-19",23.969999
"14","2019-08-20",24.48
"15","2019-08-21",25.040001
"16","2019-08-22",24.18
"17","2019-08-23",23.9
"18","2019-08-26",23.870001
"19","2019-08-27",23.4
"20","2019-08-28",23.01
"21","2019-08-29",23.440001
"22","2019-08-30",22.98
"23","2019-09-03",23.1
"24","2019-09-04",23.98
"25","2019-09-05",24.73
"26","2019-09-06",23.799999
"27","2019-09-09",21.51
"28","2019-09-10",20.110001
"29","2019-09-11",20.91
"30","2019-09-12",21.25
"31","2019-09-13",21.02
"32","2019-09-16",20.040001
"33","2019-09-17",20.129999
"34","2019-09-18",20.790001
"35","2019-09-19",21.360001
"36","2019-09-20",21.530001
"37","2019-09-23",21.76
"38","2019-09-24",21.59
"39","2019-09-25",20.9
"40","2019-09-26",20.040001
"41","2019-09-27",18.950001
"42","2019-09-30",18.67
"43","2019-10-01",18.1
"44","2019-10-02",18.17
"45","2019-10-03",19.16
"46","2019-10-04",19.879999
"47","2019-10-07",19.5
"48","2019-10-08",19.09
"49","2019-10-09",19.040001
"50","2019-10-10",18.5
"51","2019-10-11",18.700001
"52","2019-10-14",18.5
"53","2019-10-15",18.200001
"54","2019-10-16",17.25
"55","2019-10-17",17.93
"56","2019-10-18",17.940001
"57","2019-10-21",18.27
"58","2019-10-22",18.040001
"59","2019-10-23",18.32
"60","2019-10-24",18.780001
"61","2019-10-25",18.48
"62","2019-10-28",18.9
"63","2019-10-29",18.51
"64","2019-10-30",19.76
"65","2019-10-31",20.23
"66","2019-11-01",21.15
"67","2019-11-04",20.790001
"68","2019-11-05",20.48
"69","2019-11-06",20
"70","2019-11-07",19.17
"71","2019-11-08",19.4
"72","2019-11-11",20.18
"73","2019-11-12",20.15
"74","2019-11-13",21.33
"75","2019-11-14",21.09
"76","2019-11-15",21.450001
"77","2019-11-18",22.07
"78","2019-11-19",22.360001
"79","2019-11-20",23.530001
"80","2019-11-21",25.15
"81","2019-11-22",24.190001
"82","2019-11-25",25.120001
"83","2019-11-26",26.209999
"84","2019-11-27",26.85
"85","2019-11-29",26.57
"86","2019-12-02",26.299999
"87","2019-12-03",27.02
"88","2019-12-04",25.01
"89","2019-12-05",25.1
"90","2019-12-06",24.41
"91","2019-12-09",24.43
"92","2019-12-10",24.35
"93","2019-12-11",24.01
"94","2019-12-12",23.82
"95","2019-12-13",24.360001
"96","2019-12-16",25.33
"97","2019-12-17",24.629999
"98","2019-12-18",24.639999
"99","2019-12-19",24.74
"100","2019-12-20",25.52
"101","2019-12-23",25.870001
"102","2019-12-24",25.719999
"103","2019-12-26",26.6
"104","2019-12-27",25.66
"105","2019-12-30",26.02
"106","2019-12-31",25.299999
"107","2020-01-02",26.030001
"108","2020-01-03",26.32
"109","2020-01-06",28.950001
"110","2020-01-07",28.129999
"111","2020-01-08",28.01
"112","2020-01-09",27.48
"113","2020-01-10",27.76
"114","2020-01-13",28.83
"115","2020-01-14",27.790001
"116","2020-01-15",27.5
"117","2020-01-16",27.4
"118","2020-01-17",26.82
"119","2020-01-21",26.26
"120","2020-01-22",26.09
"121","2020-01-23",27.879999
"122","2020-01-24",27.76
"123","2020-01-27",27.940001
"124","2020-01-28",28.68
"125","2020-01-29",31
"126","2020-01-30",32.060001
"127","2020-01-31",31.309999
"128","2020-02-03",30.219999
"129","2020-02-04",32.400002
"130","2020-02-05",31.950001
"131","2020-02-06",31.940001
"132","2020-02-07",32.689999
"133","2020-02-10",33.82
"134","2020-02-11",35.689999
"135","2020-02-12",36.209999
"136","2020-02-13",35.98
"137","2020-02-14",36.119999
"138","2020-02-18",35.139999
"139","2020-02-19",35.119999
"140","2020-02-20",35.389999
"141","2020-02-21",33.459999
"142","2020-02-24",32.93
"143","2020-02-25",32.599998
"144","2020-02-26",32.580002
"145","2020-02-27",31.639999
"146","2020-02-28",32.299999
"147","2020-03-02",32.380001
"148","2020-03-03",31.540001
"149","2020-03-04",32.889999
"150","2020-03-05",33.290001
"151","2020-03-06",30.25
"152","2020-03-09",26.360001
"153","2020-03-10",27.1
"154","2020-03-11",24.219999
"155","2020-03-12",22.110001
"156","2020-03-13",23.469999
"157","2020-03-16",19.370001
"158","2020-03-17",19.51
"159","2020-03-18",19.52
"160","2020-03-19",20.879999
"161","2020-03-20",22.780001
"162","2020-03-23",22.190001
"163","2020-03-24",25.75
"164","2020-03-25",26.34
"165","2020-03-26",25.65
"166","2020-03-27",24.49
"167","2020-03-30",24.549999
"168","2020-03-31",23.84
"169","2020-04-01",22.52
"170","2020-04-02",21.379999
"171","2020-04-03",20.65
"172","2020-04-06",22.540001
"173","2020-04-07",23
"174","2020-04-08",24.48
"175","2020-04-09",24.76
"176","2020-04-13",24.219999
"177","2020-04-14",25.549999
"178","2020-04-15",25.049999
"179","2020-04-16",25.780001
"180","2020-04-17",25.700001
"181","2020-04-20",26.540001
"182","2020-04-21",25.559999
"183","2020-04-22",27.290001
"184","2020-04-23",27.549999
"185","2020-04-24",28.549999
"186","2020-04-27",28.889999
"187","2020-04-28",28.49
"188","2020-04-29",30.190001
"189","2020-04-30",29.85
"190","2020-05-01",27.16
"191","2020-05-04",28.26
"192","2020-05-05",29.299999
"193","2020-05-06",29.809999
"194","2020-05-07",31.889999
"195","2020-05-08",31.219999
"196","2020-05-11",33.5
"197","2020-05-12",32.400002
"198","2020-05-13",32.93
"199","2020-05-14",33
"200","2020-05-15",33.029999
"201","2020-05-18",34.889999
"202","2020-05-19",36.490002
"203","2020-05-20",36.82
"204","2020-05-21",36.049999
"205","2020-05-22",37
"206","2020-05-26",37.279999
"207","2020-05-27",35.93
"208","2020-05-28",37.73
"209","2020-05-29",38.470001
"210","2020-06-01",38.66
"211","2020-06-02",36.77
"212","2020-06-03",36.23
"213","2020-06-04",36.150002
"214","2020-06-05",37.299999
"215","2020-06-08",36.52
"216","2020-06-09",37.959999
"217","2020-06-10",37.900002
"218","2020-06-11",35.439999
"219","2020-06-12",35.889999
"220","2020-06-15",38.580002
"221","2020-06-16",39.959999
"222","2020-06-17",40.650002
"223","2020-06-18",40.41
"224","2020-06-19",41.799999
"225","2020-06-22",42.599998
"226","2020-06-23",42.66
"227","2020-06-24",42.34
"228","2020-06-25",40.98
"229","2020-06-26",41.400002
"230","2020-06-29",40.529999
"231","2020-06-30",40.599998
"232","2020-07-01",42.849998
"233","2020-07-02",42.349998
"234","2020-07-06",41.080002
"235","2020-07-07",41.82
"236","2020-07-08",42.360001
"237","2020-07-09",44.060001
"238","2020-07-10",43.380001
"239","2020-07-13",39.490002
"240","2020-07-14",40.830002
"241","2020-07-15",42.189999
"242","2020-07-16",40.439999
"243","2020-07-17",41.639999
"244","2020-07-20",43.470001
"245","2020-07-21",43.029999
"246","2020-07-22",43.16
"247","2020-07-23",42.59
"248","2020-07-24",41.279999
"249","2020-07-27",42.400002
"250","2020-07-28",40.740002
"251","2020-07-29",41.91
"252","2020-07-30",42.369999
"253","2020-07-31",41.830002
"254","2020-08-03",41.400002
"255","2020-08-04",41.5
"256","2020-08-05",42.150002
"257","2020-08-06",41.240002
"258","2020-08-07",37.84
"259","2020-08-10",36.799999
"260","2020-08-11",36.810001
"261","2020-08-12",36.779999
"262","2020-08-13",37.529999
"263","2020-08-14",37.310001
"264","2020-08-17",38.299999
"265","2020-08-18",38.830002
"266","2020-08-19",39.290001
"267","2020-08-20",40.119999
"268","2020-08-21",39.759998
"269","2020-08-24",39.509998
"270","2020-08-25",40.119999
"271","2020-08-26",43.630001
"272","2020-08-27",42.68
"273","2020-08-28",43.25
"274","2020-08-31",44.23
"275","2020-09-01",47.09
"276","2020-09-02",46.689999
"277","2020-09-03",41.740002
"278","2020-09-04",39.990002
"279","2020-09-08",38.59
"280","2020-09-09",40.009998
"281","2020-09-10",39.110001
"282","2020-09-11",39.130001
"283","2020-09-14",39.720001
"284","2020-09-15",40.529999
"285","2020-09-16",39.110001
"286","2020-09-17",39.849998
"287","2020-09-18",39.439999
"288","2020-09-21",40.34
"289","2020-09-22",41.23
"290","2020-09-23",40.290001
"291","2020-09-24",38.950001
"292","2020-09-25",41.18
"293","2020-09-28",40.82
"294","2020-09-29",41.220001
"295","2020-09-30",41.02
"296","2020-10-01",41.389999
"297","2020-10-02",39.57
"298","2020-10-05",39.889999
"299","2020-10-06",40.07
"300","2020-10-07",41.68
"301","2020-10-08",41.529999
"302","2020-10-09",43.049999
"303","2020-10-12",43.470001
"304","2020-10-13",44.389999
"305","2020-10-14",43.709999
"306","2020-10-15",43.5
"307","2020-10-16",42.91
"308","2020-10-19",43.869999
"309","2020-10-20",43.16
"310","2020-10-21",42.919998
"311","2020-10-22",42.610001
"312","2020-10-23",43.32
"313","2020-10-26",40.310001
"314","2020-10-27",40.790001
"315","2020-10-28",36.110001
"316","2020-10-29",36.150002
"317","2020-10-30",35.310001
"318","2020-11-02",34.5
"319","2020-11-03",35.380001
"320","2020-11-04",36.330002
"321","2020-11-05",38.68
"322","2020-11-06",36.939999
"323","2020-11-09",35.490002
"324","2020-11-10",34.360001
"325","2020-11-11",35.990002
"326","2020-11-12",35.41
"327","2020-11-13",35.189999
"328","2020-11-16",35.970001
"329","2020-11-17",36.169998
"330","2020-11-18",35.470001
"331","2020-11-19",35.959999
"332","2020-11-20",36.580002
"333","2020-11-23",36.18
"334","2020-11-24",36.369999
"335","2020-11-25",38.27
"336","2020-11-27",38.419998
