"","date","SLMBP"
"1","2007-01-03",104.349998
"2","2007-01-04",104.349998
"3","2007-01-05",104.5
"4","2007-01-08",105
"5","2007-01-09",105
"6","2007-01-10",105.349998
"7","2007-01-11",105.349998
"8","2007-01-12",105.349998
"9","2007-01-16",105.349998
"10","2007-01-17",105.349998
"11","2007-01-18",105.349998
"12","2007-01-19",105.349998
"13","2007-01-22",105.099998
"14","2007-01-23",105.25
"15","2007-01-24",105.25
"16","2007-01-25",105.25
"17","2007-01-26",105.25
"18","2007-01-29",105.25
"19","2007-01-30",105.25
"20","2007-01-31",105.25
"21","2007-02-01",105.25
"22","2007-02-02",105.25
"23","2007-02-05",105.25
"24","2007-02-06",104.849998
"25","2007-02-07",104.849998
"26","2007-02-08",104.849998
"27","2007-02-09",104.849998
"28","2007-02-12",104.849998
"29","2007-02-13",104.75
"30","2007-02-14",104.75
"31","2007-02-15",105
"32","2007-02-16",105
"33","2007-02-20",105
"34","2007-02-21",104.5
"35","2007-02-22",104.5
"36","2007-02-23",104.5
"37","2007-02-26",104.75
"38","2007-02-27",104.75
"39","2007-02-28",104.75
"40","2007-03-01",104.75
"41","2007-03-02",103.75
"42","2007-03-05",103.75
"43","2007-03-06",103.75
"44","2007-03-07",103.400002
"45","2007-03-08",103.400002
"46","2007-03-09",103.400002
"47","2007-03-12",103.400002
"48","2007-03-13",103.150002
"49","2007-03-14",103.150002
"50","2007-03-15",103.150002
"51","2007-03-16",103.150002
"52","2007-03-19",103.150002
"53","2007-03-20",103.150002
"54","2007-03-21",103.150002
"55","2007-03-22",103.489998
"56","2007-03-23",103.199997
"57","2007-03-26",102.690002
"58","2007-03-27",102.709999
"59","2007-03-28",102.709999
"60","2007-03-29",102.709999
"61","2007-03-30",102.709999
"62","2007-04-02",102.599998
"63","2007-04-03",102.599998
"64","2007-04-04",102.599998
"65","2007-04-05",102.599998
"66","2007-04-09",102.599998
"67","2007-04-10",102.599998
"68","2007-04-11",102.599998
"69","2007-04-12",102.599998
"70","2007-04-13",99.699997
"71","2007-04-16",94
"72","2007-04-17",90
"73","2007-04-18",85
"74","2007-04-19",84.050003
"75","2007-04-20",86.75
"76","2007-04-23",87.25
"77","2007-04-24",87.75
"78","2007-04-25",87.309998
"79","2007-04-26",86.25
"80","2007-04-27",87
"81","2007-04-30",87.099998
"82","2007-05-01",86.949997
"83","2007-05-02",86.150002
"84","2007-05-03",86.040001
"85","2007-05-04",86.449997
"86","2007-05-07",86.629997
"87","2007-05-08",87.25
"88","2007-05-09",87.25
"89","2007-05-10",86.790001
"90","2007-05-11",88
"91","2007-05-14",87.889999
"92","2007-05-15",88.400002
"93","2007-05-16",88.879997
"94","2007-05-17",88.5
"95","2007-05-18",88.989998
"96","2007-05-21",89.190002
"97","2007-05-22",88.989998
"98","2007-05-23",88.900002
"99","2007-05-24",88.68
"100","2007-05-25",88.489998
"101","2007-05-29",88.470001
"102","2007-05-30",88.5
"103","2007-05-31",88.5
"104","2007-06-01",86.800003
"105","2007-06-04",86.900002
"106","2007-06-05",87.5
"107","2007-06-06",86.900002
"108","2007-06-07",86.75
"109","2007-06-08",86.199997
"110","2007-06-11",86.199997
"111","2007-06-12",86.199997
"112","2007-06-13",86.199997
"113","2007-06-14",86
"114","2007-06-15",86
"115","2007-06-18",85.25
"116","2007-06-19",84.5
"117","2007-06-20",82
"118","2007-06-21",81
"119","2007-06-22",81
"120","2007-06-25",81
"121","2007-06-26",80
"122","2007-06-27",79
"123","2007-06-28",79.099998
"124","2007-06-29",79.300003
"125","2007-07-02",79.800003
"126","2007-07-03",79.5
"127","2007-07-05",79.5
"128","2007-07-06",79.5
"129","2007-07-09",80.25
"130","2007-07-10",79.25
"131","2007-07-11",80.75
"132","2007-07-12",79.75
"133","2007-07-13",79.75
"134","2007-07-16",79
"135","2007-07-17",78.75
"136","2007-07-18",78.25
"137","2007-07-19",78.620003
"138","2007-07-20",78.099998
"139","2007-07-23",78.32
"140","2007-07-24",77
"141","2007-07-25",75
"142","2007-07-26",74.5
"143","2007-07-27",74.25
"144","2007-07-30",74.25
"145","2007-07-31",75
"146","2007-08-01",75
"147","2007-08-02",75.269997
"148","2007-08-03",75.400002
"149","2007-08-06",74.779999
"150","2007-08-07",75
"151","2007-08-08",74.849998
"152","2007-08-09",74.849998
"153","2007-08-10",74.849998
"154","2007-08-13",74.550003
"155","2007-08-14",75.400002
"156","2007-08-15",76
"157","2007-08-16",73.5
"158","2007-08-17",74
"159","2007-08-20",74
"160","2007-08-21",74
"161","2007-08-22",74.5
"162","2007-08-23",74.5
"163","2007-08-24",74.5
"164","2007-08-27",74.599998
"165","2007-08-28",74
"166","2007-08-29",74.459999
"167","2007-08-30",74.660004
"168","2007-08-31",74.660004
"169","2007-09-04",75
"170","2007-09-05",73.889999
"171","2007-09-06",73.889999
"172","2007-09-07",73.150002
"173","2007-09-10",73.099998
"174","2007-09-11",73.75
"175","2007-09-12",73.550003
"176","2007-09-13",73.650002
"177","2007-09-14",73.650002
"178","2007-09-17",73.650002
"179","2007-09-18",74.25
"180","2007-09-19",73.5
"181","2007-09-20",72.75
"182","2007-09-21",72.5
"183","2007-09-24",72.160004
"184","2007-09-25",72.099998
"185","2007-09-26",74.75
"186","2007-09-27",73.25
"187","2007-09-28",74
"188","2007-10-01",74.25
"189","2007-10-02",73
"190","2007-10-03",74
"191","2007-10-04",72.900002
"192","2007-10-05",73
"193","2007-10-08",73
"194","2007-10-09",73.5
"195","2007-10-10",74
"196","2007-10-11",74.150002
"197","2007-10-12",74
"198","2007-10-15",73.75
"199","2007-10-16",74
"200","2007-10-17",73.989998
"201","2007-10-18",73.239998
"202","2007-10-19",73.25
"203","2007-10-22",73.75
"204","2007-10-23",71.550003
"205","2007-10-24",71.900002
"206","2007-10-25",72
"207","2007-10-26",72.25
"208","2007-10-29",71.879997
"209","2007-10-30",65.75
"210","2007-10-31",66.5
"211","2007-11-01",64.800003
"212","2007-11-02",66.349998
"213","2007-11-05",65.75
"214","2007-11-06",65.699997
"215","2007-11-07",65.599998
"216","2007-11-08",66
"217","2007-11-09",66
"218","2007-11-12",65.75
"219","2007-11-13",63.5
"220","2007-11-14",64.5
"221","2007-11-15",65
"222","2007-11-16",61.75
"223","2007-11-19",59.25
"224","2007-11-20",55.5
"225","2007-11-21",55.75
"226","2007-11-23",57
"227","2007-11-26",56.09
"228","2007-11-27",56.25
"229","2007-11-28",57.75
"230","2007-11-29",57
"231","2007-11-30",60
"232","2007-12-03",61.5
"233","2007-12-04",61.5
"234","2007-12-05",60.240002
"235","2007-12-06",60.200001
"236","2007-12-07",59
"237","2007-12-10",58
"238","2007-12-11",57.25
"239","2007-12-12",59.5
"240","2007-12-13",57.900002
"241","2007-12-14",58.599998
"242","2007-12-17",58.490002
"243","2007-12-18",58.5
"244","2007-12-19",58.25
"245","2007-12-20",56.5
"246","2007-12-21",56
"247","2007-12-24",56
"248","2007-12-26",56
"249","2007-12-27",57.299999
"250","2007-12-28",60.25
"251","2007-12-31",60
"252","2008-01-02",61.740002
"253","2008-01-03",63
"254","2008-01-04",63
"255","2008-01-07",62
"256","2008-01-08",62.5
"257","2008-01-09",59.75
"258","2008-01-10",59
"259","2008-01-11",58.75
"260","2008-01-14",59.759998
"261","2008-01-15",57.779999
"262","2008-01-16",60.5
"263","2008-01-17",59.75
"264","2008-01-18",59.700001
"265","2008-01-22",59.75
"266","2008-01-23",59
"267","2008-01-24",58
"268","2008-01-25",58
"269","2008-01-28",60
"270","2008-01-29",60.75
"271","2008-01-30",60.009998
"272","2008-01-31",60.799999
"273","2008-02-01",60.75
"274","2008-02-04",60.009998
"275","2008-02-05",60
"276","2008-02-06",60
