"","date","FND"
"1","2017-04-27",32.049999
"2","2017-04-28",32.400002
"3","2017-05-01",33.540001
"4","2017-05-02",33.509998
"5","2017-05-03",36.360001
"6","2017-05-04",36.93
"7","2017-05-05",36.73
"8","2017-05-08",35.5
"9","2017-05-09",36.110001
"10","2017-05-10",36.77
"11","2017-05-11",36.73
"12","2017-05-12",37.310001
"13","2017-05-15",37.91
"14","2017-05-16",36.619999
"15","2017-05-17",36.279999
"16","2017-05-18",37.25
"17","2017-05-19",37.049999
"18","2017-05-22",36.279999
"19","2017-05-23",37.400002
"20","2017-05-24",37.23
"21","2017-05-25",38.139999
"22","2017-05-26",42.380001
"23","2017-05-30",39.209999
"24","2017-05-31",38.709999
"25","2017-06-01",39.849998
"26","2017-06-02",40
"27","2017-06-05",41.5
"28","2017-06-06",40.369999
"29","2017-06-07",40.669998
"30","2017-06-08",41.279999
"31","2017-06-09",41.099998
"32","2017-06-12",39.43
"33","2017-06-13",39.59
"34","2017-06-14",40.790001
"35","2017-06-15",40.5
"36","2017-06-16",40.419998
"37","2017-06-19",43.139999
"38","2017-06-20",43.900002
"39","2017-06-21",46.310001
"40","2017-06-22",44.509998
"41","2017-06-23",41.509998
"42","2017-06-26",43.990002
"43","2017-06-27",43.380001
"44","2017-06-28",42.220001
"45","2017-06-29",40.700001
"46","2017-06-30",39.259998
"47","2017-07-03",38.330002
"48","2017-07-05",37.900002
"49","2017-07-06",38.540001
"50","2017-07-07",39.599998
"51","2017-07-10",38.439999
"52","2017-07-11",38.119999
"53","2017-07-12",37.98
"54","2017-07-13",38.110001
"55","2017-07-14",39.41
"56","2017-07-17",39.470001
"57","2017-07-18",39.110001
"58","2017-07-19",40.959999
"59","2017-07-20",38.5
"60","2017-07-21",37.400002
"61","2017-07-24",37.880001
"62","2017-07-25",38.57
"63","2017-07-26",37.59
"64","2017-07-27",38.099998
"65","2017-07-28",35.540001
"66","2017-07-31",34.619999
"67","2017-08-01",34.950001
"68","2017-08-02",33.599998
"69","2017-08-03",33.889999
"70","2017-08-04",34.439999
"71","2017-08-07",35
"72","2017-08-08",34.939999
"73","2017-08-09",35.040001
"74","2017-08-10",34.27
"75","2017-08-11",36.139999
"76","2017-08-14",35.650002
"77","2017-08-15",34.009998
"78","2017-08-16",34.310001
"79","2017-08-17",34.32
"80","2017-08-18",33.290001
"81","2017-08-21",32.950001
"82","2017-08-22",33.91
"83","2017-08-23",33.84
"84","2017-08-24",34.299999
"85","2017-08-25",34.16
"86","2017-08-28",35.599998
"87","2017-08-29",35.919998
"88","2017-08-30",35.220001
"89","2017-08-31",35.939999
"90","2017-09-01",35.959999
"91","2017-09-05",36.700001
"92","2017-09-06",37.950001
"93","2017-09-07",39.330002
"94","2017-09-08",40.189999
"95","2017-09-11",40.040001
"96","2017-09-12",39.959999
"97","2017-09-13",39.98
"98","2017-09-14",38.529999
"99","2017-09-15",38.700001
"100","2017-09-18",38.369999
"101","2017-09-19",38.959999
"102","2017-09-20",39.41
"103","2017-09-21",39.009998
"104","2017-09-22",39.52
"105","2017-09-25",40.119999
"106","2017-09-26",39.34
"107","2017-09-27",38.119999
"108","2017-09-28",38.720001
"109","2017-09-29",38.93
"110","2017-10-02",38.220001
"111","2017-10-03",37.439999
"112","2017-10-04",37.560001
"113","2017-10-05",37.029999
"114","2017-10-06",36.959999
"115","2017-10-09",37.25
"116","2017-10-10",37.150002
"117","2017-10-11",37.299999
"118","2017-10-12",37.25
"119","2017-10-13",36.860001
"120","2017-10-16",37.799999
"121","2017-10-17",37.110001
"122","2017-10-18",38.330002
"123","2017-10-19",37.799999
"124","2017-10-20",37.970001
"125","2017-10-23",38.009998
"126","2017-10-24",39.200001
"127","2017-10-25",38.330002
"128","2017-10-26",38.060001
"129","2017-10-27",37.950001
"130","2017-10-30",38.060001
"131","2017-10-31",37.700001
"132","2017-11-01",38.790001
"133","2017-11-02",37.77
"134","2017-11-03",41.290001
"135","2017-11-06",40.48
"136","2017-11-07",40.029999
"137","2017-11-08",40.98
