"","date","ACIW"
"1","2007-01-03",10.973333
"2","2007-01-04",11.233334
"3","2007-01-05",11.283334
"4","2007-01-08",11.376667
"5","2007-01-09",11.473333
"6","2007-01-10",11.63
"7","2007-01-11",11.723333
"8","2007-01-12",11.766666
"9","2007-01-16",11.773334
"10","2007-01-17",12.003333
"11","2007-01-18",11.816667
"12","2007-01-19",11.926666
"13","2007-01-22",11.766666
"14","2007-01-23",11.903334
"15","2007-01-24",11.966666
"16","2007-01-25",11.733334
"17","2007-01-26",11.776667
"18","2007-01-29",11.98
"19","2007-01-30",12.033334
"20","2007-01-31",12.066667
"21","2007-02-01",12.33
"22","2007-02-02",12.42
"23","2007-02-05",12.19
"24","2007-02-06",12.4
"25","2007-02-07",12.45
"26","2007-02-08",12.506667
"27","2007-02-09",12.21
"28","2007-02-12",12.226666
"29","2007-02-13",12.443334
"30","2007-02-14",12.47
"31","2007-02-15",12.476666
"32","2007-02-16",12.52
"33","2007-02-20",12.566667
"34","2007-02-21",12.506667
"35","2007-02-22",12.413333
"36","2007-02-23",12.29
"37","2007-02-26",12.096666
"38","2007-02-27",11.766666
"39","2007-02-28",11.766666
"40","2007-03-01",11.663333
"41","2007-03-02",10.4
"42","2007-03-05",10.296667
"43","2007-03-06",10.31
"44","2007-03-07",10.196667
"45","2007-03-08",9.666667
"46","2007-03-09",9.89
"47","2007-03-12",9.95
"48","2007-03-13",9.596666
"49","2007-03-14",9.573334
"50","2007-03-15",9.516666
"51","2007-03-16",9.736667
"52","2007-03-19",9.856667
"53","2007-03-20",9.86
"54","2007-03-21",10.143333
"55","2007-03-22",10.353333
"56","2007-03-23",10.643333
"57","2007-03-26",10.57
"58","2007-03-27",10.483334
"59","2007-03-28",10.576667
"60","2007-03-29",10.723333
"61","2007-03-30",10.796667
"62","2007-04-02",10.836667
"63","2007-04-03",10.963333
"64","2007-04-04",10.91
"65","2007-04-05",10.933333
"66","2007-04-09",10.886666
"67","2007-04-10",10.973333
"68","2007-04-11",10.84
"69","2007-04-12",10.8
"70","2007-04-13",10.75
"71","2007-04-16",10.76
"72","2007-04-17",10.703333
"73","2007-04-18",10.606667
"74","2007-04-19",10.423333
"75","2007-04-20",10.446667
"76","2007-04-23",10.483334
"77","2007-04-24",10.64
"78","2007-04-25",10.683333
"79","2007-04-26",10.736667
"80","2007-04-27",10.866667
"81","2007-04-30",10.576667
"82","2007-05-01",10.51
"83","2007-05-02",10.636666
"84","2007-05-03",10.593333
"85","2007-05-04",10.696667
"86","2007-05-07",10.503333
"87","2007-05-08",10.483334
"88","2007-05-09",10.553333
"89","2007-05-10",10.273334
"90","2007-05-11",10.366667
"91","2007-05-14",11.02
"92","2007-05-15",10.79
"93","2007-05-16",10.82
"94","2007-05-17",10.776667
"95","2007-05-18",10.81
"96","2007-05-21",10.846666
"97","2007-05-22",11.01
"98","2007-05-23",10.956667
"99","2007-05-24",10.713333
"100","2007-05-25",10.783334
"101","2007-05-29",10.986667
"102","2007-05-30",11.04
"103","2007-05-31",11.35
"104","2007-06-01",11.51
"105","2007-06-04",11.656667
"106","2007-06-05",11.433333
"107","2007-06-06",11.143333
"108","2007-06-07",11.06
"109","2007-06-08",11.236667
"110","2007-06-11",11.386666
"111","2007-06-12",11.24
"112","2007-06-13",11.396667
"113","2007-06-14",11.5
"114","2007-06-15",11.456667
"115","2007-06-18",11.57
"116","2007-06-19",11.766666
"117","2007-06-20",11.503333
"118","2007-06-21",11.513333
"119","2007-06-22",11.286667
"120","2007-06-25",11.276667
"121","2007-06-26",11.123333
"122","2007-06-27",11.153334
"123","2007-06-28",11.326667
"124","2007-06-29",11.22
"125","2007-07-02",11.233334
"126","2007-07-03",11.123333
"127","2007-07-05",11.296667
"128","2007-07-06",11.226666
"129","2007-07-09",11.406667
"130","2007-07-10",11.213333
"131","2007-07-11",11.313334
"132","2007-07-12",11.563334
"133","2007-07-13",11.56
"134","2007-07-16",11.573334
"135","2007-07-17",11.586667
"136","2007-07-18",11.53
"137","2007-07-19",11.613334
"138","2007-07-20",11.293333
"139","2007-07-23",11.256667
"140","2007-07-24",10.87
"141","2007-07-25",12.226666
"142","2007-07-26",10.266666
"143","2007-07-27",10.003333
"144","2007-07-30",10.286667
"145","2007-07-31",10.176666
"146","2007-08-01",10.313334
"147","2007-08-02",10.28
"148","2007-08-03",9.77
"149","2007-08-06",10.18
"150","2007-08-07",10.49
"151","2007-08-08",10.91
"152","2007-08-09",10.296667
"153","2007-08-10",9.86
"154","2007-08-13",9.34
"155","2007-08-14",8.923333
"156","2007-08-15",8.713333
"157","2007-08-16",8.626667
"158","2007-08-17",8.786667
"159","2007-08-20",8.696667
"160","2007-08-21",8.38
"161","2007-08-22",8.5
"162","2007-08-23",8.426666
"163","2007-08-24",8.333333
"164","2007-08-27",8.366667
"165","2007-08-28",8.243333
"166","2007-08-29",8.44
"167","2007-08-30",8.5
"168","2007-08-31",8.66
"169","2007-09-04",8.95
"170","2007-09-05",8.833333
"171","2007-09-06",8.866667
"172","2007-09-07",8.906667
"173","2007-09-10",8.65
"174","2007-09-11",8.906667
"175","2007-09-12",8.77
"176","2007-09-13",8.883333
"177","2007-09-14",8.846666
"178","2007-09-17",8.616667
"179","2007-09-18",8.83
"180","2007-09-19",8.826667
"181","2007-09-20",7.836667
"182","2007-09-21",7.87
"183","2007-09-24",7.6
"184","2007-09-25",7.353333
"185","2007-09-26",7.326667
"186","2007-09-27",7.486667
"187","2007-09-28",7.45
"188","2007-10-01",7.466667
"189","2007-10-02",7.68
"190","2007-10-03",7.826667
"191","2007-10-04",7.966667
"192","2007-10-05",8.1
"193","2007-10-08",8.136666
"194","2007-10-09",8.366667
"195","2007-10-10",8.526667
"196","2007-10-11",8.38
"197","2007-10-12",8.136666
"198","2007-10-15",7.883333
"199","2007-10-16",7.75
"200","2007-10-17",7.62
"201","2007-10-18",7.7
"202","2007-10-19",7.523334
"203","2007-10-22",7.293334
"204","2007-10-23",7.356667
"205","2007-10-24",7.24
"206","2007-10-25",7.236667
"207","2007-10-26",7.28
"208","2007-10-29",7.276667
"209","2007-10-30",7.363333
"210","2007-10-31",7.623333
"211","2007-11-01",7.353333
"212","2007-11-02",7.396667
"213","2007-11-05",7.353333
"214","2007-11-06",7.436666
"215","2007-11-07",7.173333
"216","2007-11-08",7.453333
