"","date","NMTR"
"1","2016-07-11",31.700001
"2","2016-07-12",33.599998
"3","2016-07-13",34.900002
"4","2016-07-14",35.5
"5","2016-07-15",35
"6","2016-07-18",35
"7","2016-07-19",35
"8","2016-07-20",34.700001
"9","2016-07-21",33.900002
"10","2016-07-22",34.150002
"11","2016-07-25",33.900002
"12","2016-07-26",33.5
"13","2016-07-27",34.200001
"14","2016-07-28",34
"15","2016-07-29",33
"16","2016-08-01",33
"17","2016-08-02",31.5
"18","2016-08-03",30
"19","2016-08-04",30
"20","2016-08-05",31.200001
"21","2016-08-08",31.1
"22","2016-08-09",31
"23","2016-08-10",33
"24","2016-08-11",31.200001
"25","2016-08-12",30.799999
"26","2016-08-15",31
"27","2016-08-16",29.5
"28","2016-08-17",27
"29","2016-08-18",25.5
"30","2016-08-19",27.700001
"31","2016-08-22",26.5
"32","2016-08-23",28
"33","2016-08-24",27.9
"34","2016-08-25",27.700001
"35","2016-08-26",26.799999
"36","2016-08-29",26.1
"37","2016-08-30",25.1
"38","2016-08-31",26
"39","2016-09-01",25.9
"40","2016-09-02",25.799999
"41","2016-09-06",26.200001
"42","2016-09-07",26.1
"43","2016-09-08",25
"44","2016-09-09",24
"45","2016-09-12",24
"46","2016-09-13",23.5
"47","2016-09-14",23
"48","2016-09-15",23.1
"49","2016-09-16",20
"50","2016-09-19",19.9
"51","2016-09-20",17.9
"52","2016-09-21",18.1
"53","2016-09-22",19.4
"54","2016-09-23",18.299999
"55","2016-09-26",17.799999
"56","2016-09-27",16.1
"57","2016-09-28",16.200001
"58","2016-09-29",16.4
"59","2016-09-30",16.700001
"60","2016-10-03",16.9
"61","2016-10-04",16.299999
"62","2016-10-05",16
"63","2016-10-06",15.9
"64","2016-10-07",15.7
"65","2016-10-10",15
"66","2016-10-11",14.9
"67","2016-10-12",14.9
"68","2016-10-13",14.5
"69","2016-10-14",14.5
"70","2016-10-17",14
"71","2016-10-18",14.3
"72","2016-10-19",13.9
"73","2016-10-20",14
"74","2016-10-21",13.2
"75","2016-10-24",12.7
"76","2016-10-25",13.31
"77","2016-10-26",13.83
"78","2016-10-27",13.5
"79","2016-10-28",13.3
"80","2016-10-31",13.4
"81","2016-11-01",13.04
"82","2016-11-02",13
"83","2016-11-03",13.5
"84","2016-11-04",11.5
"85","2016-11-07",11.5
"86","2016-11-08",11.2
"87","2016-11-09",11
"88","2016-11-10",10.6
"89","2016-11-11",10.4
"90","2016-11-14",10.51
"91","2016-11-15",14.95
"92","2016-11-16",14.1
"93","2016-11-17",16
"94","2016-11-18",14.97
"95","2016-11-21",12.55
"96","2016-11-22",13.3
"97","2016-11-23",14.24
"98","2016-11-25",14
"99","2016-11-28",14
"100","2016-11-29",16.799999
"101","2016-11-30",14.6
"102","2016-12-01",14.2
"103","2016-12-02",16.700001
"104","2016-12-05",15.9
"105","2016-12-06",16.5
"106","2016-12-07",16
"107","2016-12-08",15.38
"108","2016-12-09",15.2
"109","2016-12-12",16.299999
"110","2016-12-13",16.4
"111","2016-12-14",17
"112","2016-12-15",16.1
"113","2016-12-16",15.9
"114","2016-12-19",14.1
"115","2016-12-20",16.200001
"116","2016-12-21",14.6
"117","2016-12-22",14.8
"118","2016-12-23",14
"119","2016-12-27",12.2
"120","2016-12-28",21.530001
"121","2016-12-29",17.09
"122","2016-12-30",17.5
"123","2017-01-03",17.5
"124","2017-01-04",16.299999
"125","2017-01-05",17.1
"126","2017-01-06",16.1
"127","2017-01-09",14.2
"128","2017-01-10",13.9
"129","2017-01-11",13.2
"130","2017-01-12",13.78
"131","2017-01-13",13.9
"132","2017-01-17",13.2
"133","2017-01-18",13.5
"134","2017-01-19",14.1
"135","2017-01-20",14.4
"136","2017-01-23",14.5
"137","2017-01-24",15.2
"138","2017-01-25",15.9
"139","2017-01-26",21.6
"140","2017-01-27",19
"141","2017-01-30",16.700001
"142","2017-01-31",16.1
"143","2017-02-01",17.299999
"144","2017-02-02",19.1
"145","2017-02-03",17.129999
"146","2017-02-06",16.700001
"147","2017-02-07",16.700001
"148","2017-02-08",16.9
"149","2017-02-09",18
"150","2017-02-10",17.5
"151","2017-02-13",17
"152","2017-02-14",17.200001
"153","2017-02-15",17.4
"154","2017-02-16",17.1
"155","2017-02-17",17.1
"156","2017-02-21",16.4
"157","2017-02-22",15.3
"158","2017-02-23",14.7
"159","2017-02-24",14.5
"160","2017-02-27",14.4
"161","2017-02-28",14.5
"162","2017-03-01",14.6
"163","2017-03-02",13.7
"164","2017-03-03",13
"165","2017-03-06",14.3
"166","2017-03-07",13.8
"167","2017-03-08",13.8
"168","2017-03-09",13.9
"169","2017-03-10",13.5
"170","2017-03-13",14.1
"171","2017-03-14",13.75
"172","2017-03-15",13.3
"173","2017-03-16",13.1
"174","2017-03-17",12.9
"175","2017-03-20",13.2
"176","2017-03-21",13.5
"177","2017-03-22",13.3
"178","2017-03-23",13.1
"179","2017-03-24",13
"180","2017-03-27",11.7
"181","2017-03-28",11.7
"182","2017-03-29",12.7
"183","2017-03-30",12.8
"184","2017-03-31",12
"185","2017-04-03",11.2
"186","2017-04-04",11
"187","2017-04-05",11.6
"188","2017-04-06",11.7
"189","2017-04-07",11.5
"190","2017-04-10",11.6
"191","2017-04-11",11.2
"192","2017-04-12",11.2
"193","2017-04-13",11
"194","2017-04-17",10.36
"195","2017-04-18",9.6
"196","2017-04-19",7.9
"197","2017-04-20",7.6
"198","2017-04-21",7.63
"199","2017-04-24",7.4
"200","2017-04-25",6.73
"201","2017-04-26",7.6
"202","2017-04-27",6.6
"203","2017-04-28",10.1
"204","2017-05-01",8.28
"205","2017-05-02",7.9
"206","2017-05-03",8
"207","2017-05-04",7.7
"208","2017-05-05",6.93
"209","2017-05-08",7.1
"210","2017-05-09",7.5
"211","2017-05-10",7.3
"212","2017-05-11",6.8
"213","2017-05-12",6.93
"214","2017-05-15",7.2
"215","2017-05-16",6.68
"216","2017-05-17",6.5
"217","2017-05-18",6.2
"218","2017-05-19",6.38
"219","2017-05-22",5.85
"220","2017-05-23",5.9
"221","2017-05-24",5.59
"222","2017-05-25",5.21
"223","2017-05-26",4.8
"224","2017-05-30",4.25
"225","2017-05-31",5.7
"226","2017-06-01",5.53
"227","2017-06-02",5.15
"228","2017-06-05",5.65
"229","2017-06-06",4.9
"230","2017-06-07",5.01
"231","2017-06-08",5
"232","2017-06-09",4.9
"233","2017-06-12",4.85
"234","2017-06-13",4.7
"235","2017-06-14",5.39
"236","2017-06-15",5.09
"237","2017-06-16",4.9
"238","2017-06-19",5.21
"239","2017-06-20",4.82
"240","2017-06-21",4.9
"241","2017-06-22",5.4
"242","2017-06-23",5.3
"243","2017-06-26",4.93
"244","2017-06-27",4.92
"245","2017-06-28",4.85
"246","2017-06-29",5
"247","2017-06-30",4.88
"248","2017-07-03",12.7
"249","2017-07-05",16.799999
"250","2017-07-06",12.5
"251","2017-07-07",11.7
"252","2017-07-10",10.39
"253","2017-07-11",11.1
"254","2017-07-12",10.9
"255","2017-07-13",10.31
"256","2017-07-14",9.83
"257","2017-07-17",8.2
"258","2017-07-18",7.7
"259","2017-07-19",7.73
"260","2017-07-20",7.6
"261","2017-07-21",7.6
"262","2017-07-24",7.53
"263","2017-07-25",6.85
"264","2017-07-26",6.5
"265","2017-07-27",6.37
"266","2017-07-28",6.35
"267","2017-07-31",6.4
"268","2017-08-01",6.25
"269","2017-08-02",5.51
"270","2017-08-03",5.7
"271","2017-08-04",6.07
"272","2017-08-07",5.9
"273","2017-08-08",5.62
"274","2017-08-09",5.8
"275","2017-08-10",5.57
"276","2017-08-11",5.3
"277","2017-08-14",5.7
"278","2017-08-15",6.2
"279","2017-08-16",5.72
"280","2017-08-17",5.8
"281","2017-08-18",6.3
"282","2017-08-21",7.1
"283","2017-08-22",6.5
"284","2017-08-23",6.48
"285","2017-08-24",6.35
"286","2017-08-25",9.93
"287","2017-08-28",9.5
"288","2017-08-29",8.4
"289","2017-08-30",8.21
"290","2017-08-31",7.86
"291","2017-09-01",7.2
"292","2017-09-05",9.2
"293","2017-09-06",8.2
"294","2017-09-07",8.73
"295","2017-09-08",8.43
"296","2017-09-11",8.49
"297","2017-09-12",8.32
"298","2017-09-13",8.3
"299","2017-09-14",8
"300","2017-09-15",7.89
"301","2017-09-18",8.07
"302","2017-09-19",7.8
"303","2017-09-20",7.49
"304","2017-09-21",7.22
"305","2017-09-22",7.38
"306","2017-09-25",7.05
"307","2017-09-26",7
"308","2017-09-27",7
"309","2017-09-28",7.1
"310","2017-09-29",7
"311","2017-10-02",6.95
"312","2017-10-03",6.86
"313","2017-10-04",6.7
"314","2017-10-05",6.59
"315","2017-10-06",6.18
"316","2017-10-09",6
"317","2017-10-10",6.38
"318","2017-10-11",6.4
"319","2017-10-12",6.45
"320","2017-10-13",6.35
"321","2017-10-16",6.12
"322","2017-10-17",6.2
"323","2017-10-18",6.03
"324","2017-10-19",6.05
"325","2017-10-20",6.29
"326","2017-10-23",6.15
"327","2017-10-24",6.3
"328","2017-10-25",6.3
"329","2017-10-26",6.2
"330","2017-10-27",5.95
"331","2017-10-30",5.9
"332","2017-10-31",5.68
"333","2017-11-01",5.59
"334","2017-11-02",5.7
"335","2017-11-03",6.38
"336","2017-11-06",6.8
"337","2017-11-07",6.4
"338","2017-11-08",10
"339","2017-11-09",6.9
"340","2017-11-10",6.94
"341","2017-11-13",6.85
"342","2017-11-14",6.3
"343","2017-11-15",6.4
"344","2017-11-16",6.46
"345","2017-11-17",6.6
"346","2017-11-20",6.6
"347","2017-11-21",6.66
"348","2017-11-22",6.89
"349","2017-11-24",6.67
"350","2017-11-27",7.1
"351","2017-11-28",6.73
"352","2017-11-29",6.4
"353","2017-11-30",6.7
"354","2017-12-01",6.6
"355","2017-12-04",8
"356","2017-12-05",6.7
"357","2017-12-06",6.32
"358","2017-12-07",6.17
"359","2017-12-08",5.9
"360","2017-12-11",6.1
"361","2017-12-12",6.13
"362","2017-12-13",6.1
"363","2017-12-14",6.01
"364","2017-12-15",6.01
"365","2017-12-18",6.15
"366","2017-12-19",6.11
"367","2017-12-20",6.07
"368","2017-12-21",6.05
"369","2017-12-22",5.99
"370","2017-12-26",5.85
"371","2017-12-27",5.9
"372","2017-12-28",6.6
"373","2017-12-29",6.1
"374","2018-01-02",5.95
"375","2018-01-03",6
"376","2018-01-04",5.65
"377","2018-01-05",5.52
"378","2018-01-08",5.13
"379","2018-01-09",5.2
"380","2018-01-10",5.7
"381","2018-01-11",6
"382","2018-01-12",6
"383","2018-01-16",5.58
"384","2018-01-17",5.81
"385","2018-01-18",5.9
"386","2018-01-19",6.09
"387","2018-01-22",6.1
"388","2018-01-23",5.8
"389","2018-01-24",5.81
"390","2018-01-25",5.87
"391","2018-01-26",5.76
"392","2018-01-29",5.84
"393","2018-01-30",6.1
"394","2018-01-31",5.8
"395","2018-02-01",5.11
"396","2018-02-02",4.88
"397","2018-02-05",4.48
"398","2018-02-06",4.8
"399","2018-02-07",4.27
"400","2018-02-08",3.661
"401","2018-02-09",3.524
"402","2018-02-12",3.53
"403","2018-02-13",3.69
"404","2018-02-14",4.33
"405","2018-02-15",4.55
"406","2018-02-16",4.99
"407","2018-02-20",5.29
"408","2018-02-21",5.3
"409","2018-02-22",5
"410","2018-02-23",5.19
"411","2018-02-26",4.78
"412","2018-02-27",5.15
"413","2018-02-28",5.26
"414","2018-03-01",6.15
"415","2018-03-02",9.48
"416","2018-03-05",17.299999
"417","2018-03-06",14.5
"418","2018-03-07",13
"419","2018-03-08",14.3
"420","2018-03-09",14.9
"421","2018-03-12",18.823
"422","2018-03-13",17
"423","2018-03-14",17.780001
"424","2018-03-15",14.1
"425","2018-03-16",15.9
"426","2018-03-19",19.48
"427","2018-03-20",18.209999
"428","2018-03-21",18.059999
"429","2018-03-22",21.34
"430","2018-03-23",25.65
"431","2018-03-26",27.65
"432","2018-03-27",28.9
"433","2018-03-28",24.35
"434","2018-03-29",27.379999
"435","2018-04-02",32.5
"436","2018-04-03",46
"437","2018-04-04",35.16
"438","2018-04-05",34.259998
"439","2018-04-06",27.68
"440","2018-04-09",28.5
"441","2018-04-10",27.4
"442","2018-04-11",24.610001
"443","2018-04-12",27.959999
"444","2018-04-13",28.540001
"445","2018-04-16",27.82
"446","2018-04-17",30.049999
"447","2018-04-18",25
"448","2018-04-19",20.889999
"449","2018-04-20",20.66
"450","2018-04-23",17.639999
"451","2018-04-24",19.48
"452","2018-04-25",19.82
"453","2018-04-26",18.5
"454","2018-04-27",16.92
"455","2018-04-30",17.440001
"456","2018-05-01",17.48
"457","2018-05-02",19.700001
"458","2018-05-03",18.809999
"459","2018-05-04",17.959999
"460","2018-05-07",18.74
"461","2018-05-08",17.01
"462","2018-05-09",15.69
"463","2018-05-10",16.129999
"464","2018-05-11",16.76
"465","2018-05-14",15.4
"466","2018-05-15",14.79
"467","2018-05-16",15.81
"468","2018-05-17",15.21
"469","2018-05-18",14.83
"470","2018-05-21",14.82
"471","2018-05-22",14.56
"472","2018-05-23",13.43
"473","2018-05-24",14.11
"474","2018-05-25",13.38
"475","2018-05-29",12.55
"476","2018-05-30",13.13
"477","2018-05-31",13.14
"478","2018-06-01",13.2
"479","2018-06-04",13.07
"480","2018-06-05",12.76
"481","2018-06-06",12.44
"482","2018-06-07",11.32
"483","2018-06-08",11.85
"484","2018-06-11",10.29
"485","2018-06-12",10.31
"486","2018-06-13",10.3
"487","2018-06-14",10.3
"488","2018-06-15",10.36
"489","2018-06-18",10.55
"490","2018-06-19",10.04
"491","2018-06-20",10.08
"492","2018-06-21",11.06
"493","2018-06-22",13.45
"494","2018-06-25",18.76
"495","2018-06-26",20.91
"496","2018-06-27",20.870001
"497","2018-06-28",21.67
"498","2018-06-29",23.57
"499","2018-07-02",26.67
"500","2018-07-03",25.84
"501","2018-07-05",22.709999
"502","2018-07-06",20.43
"503","2018-07-09",23.219999
"504","2018-07-10",23.540001
"505","2018-07-11",24.18
"506","2018-07-12",23.68
"507","2018-07-13",23.700001
"508","2018-07-16",8.08
"509","2018-07-17",7.42
"510","2018-07-18",6.56
"511","2018-07-19",6.56
"512","2018-07-20",6.18
"513","2018-07-23",5.33
