"","date","NMTR"
"514","2018-07-24",6.64
"515","2018-07-25",7.48
"516","2018-07-26",7.2
"517","2018-07-27",6.81
"518","2018-07-30",5.48
"519","2018-07-31",5.22
"520","2018-08-01",5.21
"521","2018-08-02",4.9
"522","2018-08-03",4.84
"523","2018-08-06",4.46
"524","2018-08-07",4.54
"525","2018-08-08",5.62
"526","2018-08-09",6.05
"527","2018-08-10",5.43
"528","2018-08-13",4.67
"529","2018-08-14",4.95
"530","2018-08-15",5.04
"531","2018-08-16",5.36
"532","2018-08-17",5.08
"533","2018-08-20",5.09
"534","2018-08-21",5.08
"535","2018-08-22",5.07
"536","2018-08-23",5.05
"537","2018-08-24",5.04
"538","2018-08-27",4.93
"539","2018-08-28",5.07
"540","2018-08-29",5.13
"541","2018-08-30",5.23
"542","2018-08-31",7.12
"543","2018-09-04",8.96
"544","2018-09-05",7.68
"545","2018-09-06",6.52
"546","2018-09-07",6.02
"547","2018-09-10",6.27
"548","2018-09-11",6.39
"549","2018-09-12",6.14
"550","2018-09-13",6.11
"551","2018-09-14",5.74
"552","2018-09-17",6.18
"553","2018-09-18",6.29
"554","2018-09-19",6.74
"555","2018-09-20",6.83
"556","2018-09-21",6.94
"557","2018-09-24",7.96
"558","2018-09-25",7.44
"559","2018-09-26",7.1
"560","2018-09-27",7.11
"561","2018-09-28",6.83
"562","2018-10-01",6.66
"563","2018-10-02",6.39
"564","2018-10-03",6.45
"565","2018-10-04",5.94
"566","2018-10-05",5.3
"567","2018-10-08",5.38
"568","2018-10-09",5.47
"569","2018-10-10",5.45
"570","2018-10-11",5.23
"571","2018-10-12",5.07
"572","2018-10-15",5.4
"573","2018-10-16",5.35
"574","2018-10-17",5.28
"575","2018-10-18",5.15
"576","2018-10-19",5.03
"577","2018-10-22",4.71
"578","2018-10-23",4.46
"579","2018-10-24",4.5
"580","2018-10-25",4.42
"581","2018-10-26",4.45
"582","2018-10-29",3.96
"583","2018-10-30",4.24
"584","2018-10-31",4.21
"585","2018-11-01",4.2
"586","2018-11-02",4.18
"587","2018-11-05",4.06
"588","2018-11-06",4.06
"589","2018-11-07",4
"590","2018-11-08",4
"591","2018-11-09",3.84
"592","2018-11-12",3.49
"593","2018-11-13",3.42
"594","2018-11-14",2.93
"595","2018-11-15",2.96
"596","2018-11-16",2.83
"597","2018-11-19",2.49
"598","2018-11-20",2.77
"599","2018-11-21",2.75
"600","2018-11-23",2.84
"601","2018-11-26",2.73
"602","2018-11-27",2.55
"603","2018-11-28",2.66
"604","2018-11-29",2.54
"605","2018-11-30",2.6
"606","2018-12-03",2.44
"607","2018-12-04",2.41
"608","2018-12-06",2.38
"609","2018-12-07",2.24
"610","2018-12-10",3.1
"611","2018-12-11",2.86
"612","2018-12-12",2.63
"613","2018-12-13",2.61
"614","2018-12-14",2.83
"615","2018-12-17",2.35
"616","2018-12-18",2.295
"617","2018-12-19",2.36
"618","2018-12-20",2.32
"619","2018-12-21",2.26
"620","2018-12-24",2.22
"621","2018-12-26",2.4
"622","2018-12-27",2.54
"623","2018-12-28",2.45
"624","2018-12-31",2.31
"625","2019-01-02",2.34
"626","2019-01-03",2.39
"627","2019-01-04",2.53
"628","2019-01-07",2.51
"629","2019-01-08",2.42
"630","2019-01-09",2.38
"631","2019-01-10",2.29
"632","2019-01-11",2.27
"633","2019-01-14",2.18
"634","2019-01-15",2.19
"635","2019-01-16",2.24
"636","2019-01-17",2.22
"637","2019-01-18",2.29
"638","2019-01-22",2.22
"639","2019-01-23",2.19
"640","2019-01-24",2.2
"641","2019-01-25",2.3
"642","2019-01-28",2.41
"643","2019-01-29",2.28
"644","2019-01-30",2.31
"645","2019-01-31",2.35
"646","2019-02-01",2.35
"647","2019-02-04",2.35
"648","2019-02-05",2.31
"649","2019-02-06",2.23
"650","2019-02-07",2.22
"651","2019-02-08",2.21
"652","2019-02-11",2.19
"653","2019-02-12",2.2
"654","2019-02-13",2.19
"655","2019-02-14",2.2
"656","2019-02-15",2.23
"657","2019-02-19",2.21
"658","2019-02-20",2.16
"659","2019-02-21",2.08
"660","2019-02-22",1.84
"661","2019-02-25",1.85
"662","2019-02-26",1.81
"663","2019-02-27",1.93
"664","2019-02-28",2.08
"665","2019-03-01",2.09
"666","2019-03-04",2.01
"667","2019-03-05",1.95
"668","2019-03-06",1.97
"669","2019-03-07",1.94
"670","2019-03-08",1.99
"671","2019-03-11",2.04
"672","2019-03-12",2.18
"673","2019-03-13",2.16
"674","2019-03-14",2.12
"675","2019-03-15",2.14
"676","2019-03-18",2.48
"677","2019-03-19",2.22
"678","2019-03-20",2.11
"679","2019-03-21",2.07
"680","2019-03-22",1.97
"681","2019-03-25",1.92
"682","2019-03-26",1.91
"683","2019-03-27",1.8
"684","2019-03-28",1.73
"685","2019-03-29",1.93
"686","2019-04-01",1.91
"687","2019-04-02",1.85
"688","2019-04-03",1.8
"689","2019-04-04",1.77
"690","2019-04-05",1.79
"691","2019-04-08",1.73
"692","2019-04-09",1.81
"693","2019-04-10",1.82
"694","2019-04-11",1.87
"695","2019-04-12",1.86
"696","2019-04-15",1.86
"697","2019-04-16",1.72
"698","2019-04-17",1.69
"699","2019-04-18",1.73
"700","2019-04-22",1.85
"701","2019-04-23",1.88
"702","2019-04-24",1.81
"703","2019-04-25",2.04
"704","2019-04-26",1.9
"705","2019-04-29",1.62
"706","2019-04-30",1.61
"707","2019-05-01",1.54
"708","2019-05-02",1.53
"709","2019-05-03",1.57
"710","2019-05-06",1.54
"711","2019-05-07",1.52
"712","2019-05-08",1.53
"713","2019-05-09",1.55
"714","2019-05-10",1.59
"715","2019-05-13",1.55
"716","2019-05-14",1.6
"717","2019-05-15",1.57
"718","2019-05-16",1.65
"719","2019-05-17",1.58
"720","2019-05-20",1.57
"721","2019-05-21",1.43
"722","2019-05-22",1.37
"723","2019-05-23",1.25
"724","2019-05-24",1.35
"725","2019-05-28",1.31
"726","2019-05-29",1.3
"727","2019-05-30",1.34
"728","2019-05-31",1.28
"729","2019-06-03",1.32
"730","2019-06-04",1.33
"731","2019-06-05",1.29
"732","2019-06-06",1.3
"733","2019-06-07",1.29
"734","2019-06-10",1.26
"735","2019-06-11",1.21
"736","2019-06-12",1.16
"737","2019-06-13",1.21
"738","2019-06-14",1.18
"739","2019-06-17",1.14
"740","2019-06-18",1.15
"741","2019-06-19",1.16
"742","2019-06-20",1.22
"743","2019-06-21",1.22
"744","2019-06-24",1.14
"745","2019-06-25",1.07
"746","2019-06-26",1.14
"747","2019-06-27",1.11
"748","2019-06-28",1.16
"749","2019-07-01",1.165
"750","2019-07-02",1.15
"751","2019-07-03",1.14
"752","2019-07-05",1.15
"753","2019-07-08",1.16
"754","2019-07-09",1.15
"755","2019-07-10",1.13
"756","2019-07-11",1.12
"757","2019-07-12",1.1
"758","2019-07-15",1.11
"759","2019-07-16",1.11
"760","2019-07-17",1.11
"761","2019-07-18",1.1
"762","2019-07-19",1.1
"763","2019-07-22",1.13
"764","2019-07-23",1.1
"765","2019-07-24",1.09
"766","2019-07-25",1.08
"767","2019-07-26",1.07
"768","2019-07-29",1.06
"769","2019-07-30",1.05
"770","2019-07-31",1.05
"771","2019-08-01",1.01
"772","2019-08-02",0.941
"773","2019-08-05",0.93
"774","2019-08-06",0.887
"775","2019-08-07",0.882
"776","2019-08-08",0.942
"777","2019-08-09",0.86
"778","2019-08-12",0.83
"779","2019-08-13",0.83
"780","2019-08-14",0.83
"781","2019-08-15",0.75
"782","2019-08-16",0.806
"783","2019-08-19",0.89
"784","2019-08-20",0.9
"785","2019-08-21",0.893
"786","2019-08-22",0.875
"787","2019-08-23",0.882
"788","2019-08-26",0.86
"789","2019-08-27",0.86
"790","2019-08-28",0.87
"791","2019-08-29",0.86
"792","2019-08-30",0.865
"793","2019-09-03",0.86
"794","2019-09-04",0.845
"795","2019-09-05",0.85
"796","2019-09-06",0.88
"797","2019-09-09",0.91
"798","2019-09-10",0.99
"799","2019-09-11",1.168
"800","2019-09-12",1.1
"801","2019-09-13",1.11
"802","2019-09-16",1.17
"803","2019-09-17",1.19
"804","2019-09-18",1.17
"805","2019-09-19",1.13
"806","2019-09-20",1.11
"807","2019-09-23",1.15
"808","2019-09-24",1.14
"809","2019-09-25",1.06
"810","2019-09-26",1.032
"811","2019-09-27",1.04
"812","2019-09-30",1.07
"813","2019-10-01",1.04
"814","2019-10-02",0.995
"815","2019-10-03",0.99
"816","2019-10-04",1.02
"817","2019-10-07",1.02
"818","2019-10-08",1.04
"819","2019-10-09",1.09
"820","2019-10-10",1.1
"821","2019-10-11",1.13
"822","2019-10-14",1.113
"823","2019-10-15",1.1
"824","2019-10-16",1.09
"825","2019-10-17",1.04
"826","2019-10-18",1.06
"827","2019-10-21",1
"828","2019-10-22",0.95
"829","2019-10-23",0.898
"830","2019-10-24",0.853
"831","2019-10-25",0.863
"832","2019-10-28",0.873
"833","2019-10-29",0.83
"834","2019-10-30",0.84
"835","2019-10-31",0.81
"836","2019-11-01",0.9
"837","2019-11-04",0.841
"838","2019-11-05",0.87
"839","2019-11-06",0.87
"840","2019-11-07",0.844
"841","2019-11-08",0.834
"842","2019-11-11",0.793
"843","2019-11-12",0.795
"844","2019-11-13",0.815
"845","2019-11-14",0.814
"846","2019-11-15",0.88
"847","2019-11-18",0.876
"848","2019-11-19",0.811
"849","2019-11-20",0.749
"850","2019-11-21",0.72
"851","2019-11-22",0.75
"852","2019-11-25",0.787
"853","2019-11-26",0.77
"854","2019-11-27",0.79
"855","2019-11-29",0.78
"856","2019-12-02",0.78
"857","2019-12-03",0.742
"858","2019-12-04",0.75
"859","2019-12-05",0.725
"860","2019-12-06",0.733
"861","2019-12-09",0.725
"862","2019-12-10",0.73
"863","2019-12-11",0.746
"864","2019-12-12",0.77
"865","2019-12-13",0.765
"866","2019-12-16",0.735
"867","2019-12-17",0.745
"868","2019-12-18",0.73
"869","2019-12-19",0.74
"870","2019-12-20",0.494
"871","2019-12-23",0.55
"872","2019-12-24",0.6
"873","2019-12-26",0.556
"874","2019-12-27",0.544
"875","2019-12-30",0.55
"876","2019-12-31",0.557
"877","2020-01-02",0.57
"878","2020-01-03",0.565
"879","2020-01-06",0.58
"880","2020-01-07",0.588
"881","2020-01-08",0.62
"882","2020-01-09",0.638
"883","2020-01-10",0.645
"884","2020-01-13",0.669
"885","2020-01-14",0.655
"886","2020-01-15",0.655
"887","2020-01-16",0.661
"888","2020-01-17",0.66
"889","2020-01-21",0.655
"890","2020-01-22",0.657
"891","2020-01-23",0.91
"892","2020-01-24",0.833
"893","2020-01-27",0.813
"894","2020-01-28",0.813
"895","2020-01-29",0.821
"896","2020-01-30",0.77
"897","2020-01-31",0.75
"898","2020-02-03",0.722
"899","2020-02-04",0.739
"900","2020-02-05",0.765
"901","2020-02-06",0.834
"902","2020-02-07",0.787
"903","2020-02-10",0.755
"904","2020-02-11",0.785
"905","2020-02-12",0.781
"906","2020-02-13",0.779
"907","2020-02-14",0.79
"908","2020-02-18",0.755
"909","2020-02-19",0.751
"910","2020-02-20",0.72
"911","2020-02-21",0.69
"912","2020-02-24",0.68
"913","2020-02-25",0.669
"914","2020-02-26",0.611
"915","2020-02-27",0.577
"916","2020-02-28",0.56
"917","2020-03-02",0.6
"918","2020-03-03",0.575
"919","2020-03-04",0.607
"920","2020-03-05",0.61
"921","2020-03-06",0.581
"922","2020-03-09",0.54
"923","2020-03-10",0.491
"924","2020-03-11",0.472
"925","2020-03-12",0.427
"926","2020-03-13",0.42
"927","2020-03-16",0.405
"928","2020-03-17",0.392
"929","2020-03-18",0.39
"930","2020-03-19",0.425
"931","2020-03-20",0.47
"932","2020-03-23",0.415
"933","2020-03-24",0.44
"934","2020-03-25",0.42
"935","2020-03-26",0.476
"936","2020-03-27",0.47
"937","2020-03-30",0.463
"938","2020-03-31",0.503
"939","2020-04-01",0.47
"940","2020-04-02",0.47
"941","2020-04-03",0.49
"942","2020-04-06",0.481
"943","2020-04-07",0.477
"944","2020-04-08",0.48
"945","2020-04-09",0.49
"946","2020-04-13",0.461
"947","2020-04-14",0.458
"948","2020-04-15",0.46
"949","2020-04-16",0.433
"950","2020-04-17",0.443
"951","2020-04-20",0.465
"952","2020-04-21",0.48
"953","2020-04-22",0.481
"954","2020-04-23",0.665
"955","2020-04-24",0.6
"956","2020-04-27",0.659
"957","2020-04-28",0.62
"958","2020-04-29",0.715
"959","2020-04-30",0.702
"960","2020-05-01",0.56
"961","2020-05-04",0.5
"962","2020-05-05",0.5
"963","2020-05-06",0.45
"964","2020-05-07",0.53
"965","2020-05-08",0.544
"966","2020-05-11",0.625
"967","2020-05-12",0.737
"968","2020-05-13",0.686
"969","2020-05-14",0.609
"970","2020-05-15",0.625
"971","2020-05-18",0.61
"972","2020-05-19",0.595
"973","2020-05-20",0.557
"974","2020-05-21",0.587
"975","2020-05-22",0.569
"976","2020-05-26",0.576
"977","2020-05-27",0.6
"978","2020-05-28",0.574
"979","2020-05-29",0.565
"980","2020-06-01",0.58
"981","2020-06-02",0.566
"982","2020-06-03",0.58
"983","2020-06-04",0.58
"984","2020-06-05",0.669
"985","2020-06-08",0.673
"986","2020-06-09",0.664
"987","2020-06-10",0.621
"988","2020-06-11",0.579
"989","2020-06-12",0.6
"990","2020-06-15",0.6
"991","2020-06-16",0.59
"992","2020-06-17",0.598
"993","2020-06-18",0.593
"994","2020-06-19",0.575
"995","2020-06-22",0.565
"996","2020-06-23",0.535
"997","2020-06-24",0.538
"998","2020-06-25",0.544
"999","2020-06-26",0.535
"1000","2020-06-29",0.561
"1001","2020-06-30",0.573
"1002","2020-07-01",0.722
