"","date","FCCO"
"204","2007-10-23",15.95
"205","2007-10-24",15.85
"206","2007-10-25",15.85
"207","2007-10-26",15.86
"208","2007-10-29",15.86
"209","2007-10-30",15.85
"210","2007-10-31",15.75
"211","2007-11-01",15.75
"212","2007-11-02",15.75
"213","2007-11-05",16.08
"214","2007-11-06",16.18
"215","2007-11-07",15.7
"216","2007-11-08",15.5
"217","2007-11-09",15.5
"218","2007-11-12",15.5
"219","2007-11-13",15.35
"220","2007-11-14",15.5
"221","2007-11-15",15.49
"222","2007-11-16",15.5
"223","2007-11-19",14.76
"224","2007-11-20",15.35
"225","2007-11-21",15.35
"226","2007-11-23",15.35
"227","2007-11-26",15.35
"228","2007-11-27",14.42
"229","2007-11-28",14.42
"230","2007-11-29",15
"231","2007-11-30",15
"232","2007-12-03",14.25
"233","2007-12-04",14.96
"234","2007-12-05",14.68
"235","2007-12-06",13.9
"236","2007-12-07",14.14
"237","2007-12-10",14.1
"238","2007-12-11",13.9
"239","2007-12-12",13.01
"240","2007-12-13",12.5
"241","2007-12-14",12.5
"242","2007-12-17",12.8
"243","2007-12-18",12.08
"244","2007-12-19",12.64
"245","2007-12-20",12.38
"246","2007-12-21",12.29
"247","2007-12-24",12.01
"248","2007-12-26",12.1
"249","2007-12-27",12.59
"250","2007-12-28",13.24
"251","2007-12-31",12.9
"252","2008-01-02",12.7
"253","2008-01-03",13.61
"254","2008-01-04",14.7
"255","2008-01-07",14.5
"256","2008-01-08",13.45
"257","2008-01-09",14.43
"258","2008-01-10",13.61
"259","2008-01-11",13
"260","2008-01-14",14
"261","2008-01-15",14
"262","2008-01-16",14.92
"263","2008-01-17",14.36
"264","2008-01-18",13.71
"265","2008-01-22",13.5
"266","2008-01-23",13.5
"267","2008-01-24",13.5
"268","2008-01-25",14.04
"269","2008-01-28",14.03
"270","2008-01-29",14.05
"271","2008-01-30",14.7
"272","2008-01-31",16
"273","2008-02-01",15.74
"274","2008-02-04",15.74
"275","2008-02-05",15.22
"276","2008-02-06",15.5
"277","2008-02-07",15.5
"278","2008-02-08",15
"279","2008-02-11",14.99
"280","2008-02-12",15.5
"281","2008-02-13",15
"282","2008-02-14",15.5
"283","2008-02-15",16.49
"284","2008-02-19",14.59
"285","2008-02-20",15
"286","2008-02-21",14.99
"287","2008-02-22",15
"288","2008-02-25",15
"289","2008-02-26",15
"290","2008-02-27",14.35
"291","2008-02-28",14.92
"292","2008-02-29",14.07
"293","2008-03-03",13.8
"294","2008-03-04",13.8
"295","2008-03-05",13.8
"296","2008-03-06",13.5
"297","2008-03-07",13.75
"298","2008-03-10",13.42
"299","2008-03-11",13.51
"300","2008-03-12",13.51
"301","2008-03-13",13.51
"302","2008-03-14",13.51
"303","2008-03-17",13.51
"304","2008-03-18",14.13
"305","2008-03-19",14.13
"306","2008-03-20",13.81
"307","2008-03-24",14.09
"308","2008-03-25",15.09
"309","2008-03-26",14.76
"310","2008-03-27",14.76
"311","2008-03-28",14.75
"312","2008-03-31",14.8
"313","2008-04-01",14.52
"314","2008-04-02",14.52
"315","2008-04-03",14.52
"316","2008-04-04",14.26
"317","2008-04-07",14.26
"318","2008-04-08",14.09
"319","2008-04-09",14.99
"320","2008-04-10",14.12
"321","2008-04-11",14.09
"322","2008-04-14",14.09
"323","2008-04-15",14.75
"324","2008-04-16",14.75
"325","2008-04-17",14.75
"326","2008-04-18",14.92
"327","2008-04-21",14.06
"328","2008-04-22",14.05
"329","2008-04-23",14.95
"330","2008-04-24",14.4
"331","2008-04-25",14
"332","2008-04-28",14.87
"333","2008-04-29",14.87
"334","2008-04-30",14.87
"335","2008-05-01",14.6
"336","2008-05-02",14.7
"337","2008-05-05",14.7
"338","2008-05-06",14.7
"339","2008-05-07",14.7
"340","2008-05-08",14.03
"341","2008-05-09",14.33
"342","2008-05-12",13.79
"343","2008-05-13",14.25
"344","2008-05-14",14.25
"345","2008-05-15",14.25
"346","2008-05-16",14.25
"347","2008-05-19",14.25
"348","2008-05-20",14.15
"349","2008-05-21",14
"350","2008-05-22",14
"351","2008-05-23",14
"352","2008-05-27",14
"353","2008-05-28",13.66
"354","2008-05-29",13.66
"355","2008-05-30",13.59
"356","2008-06-02",13.59
"357","2008-06-03",13.27
"358","2008-06-04",14.34
"359","2008-06-05",14.2
"360","2008-06-06",14.2
"361","2008-06-09",13.5
"362","2008-06-10",13.8
"363","2008-06-11",13.01
"364","2008-06-12",13.1
"365","2008-06-13",13.36
"366","2008-06-16",13.5
"367","2008-06-17",13.01
"368","2008-06-18",12.93
"369","2008-06-19",12.55
"370","2008-06-20",12.01
"371","2008-06-23",12.35
"372","2008-06-24",12
"373","2008-06-25",12
"374","2008-06-26",12
"375","2008-06-27",11.99
"376","2008-06-30",11.66
"377","2008-07-01",13.14
"378","2008-07-02",11.61
"379","2008-07-03",11.85
"380","2008-07-07",11.75
"381","2008-07-08",11.75
"382","2008-07-09",11.99
"383","2008-07-10",11.8
"384","2008-07-11",12.5
"385","2008-07-14",12.5
"386","2008-07-15",11.61
"387","2008-07-16",11.61
"388","2008-07-17",12.93
"389","2008-07-18",12.93
"390","2008-07-21",12.93
"391","2008-07-22",13
"392","2008-07-23",13
"393","2008-07-24",12.13
"394","2008-07-25",12.25
"395","2008-07-28",13.65
"396","2008-07-29",12.99
"397","2008-07-30",12.2
"398","2008-07-31",12
"399","2008-08-01",11.61
"400","2008-08-04",12.37
"401","2008-08-05",12.25
"402","2008-08-06",12.4
"403","2008-08-07",11.81
"404","2008-08-08",12.44
"405","2008-08-11",12.13
"406","2008-08-12",12.04
"407","2008-08-13",11.67
"408","2008-08-14",12.06
"409","2008-08-15",11.85
"410","2008-08-18",11.85
"411","2008-08-19",11.85
"412","2008-08-20",11.8
"413","2008-08-21",12.1
"414","2008-08-22",12.1
"415","2008-08-25",12
"416","2008-08-26",11.53
"417","2008-08-27",11.42
"418","2008-08-28",11.42
"419","2008-08-29",11.42
"420","2008-09-02",11.98
"421","2008-09-03",11.43
"422","2008-09-04",11.43
"423","2008-09-05",11.42
"424","2008-09-08",11.17
"425","2008-09-09",11
"426","2008-09-10",9.56
"427","2008-09-11",10
"428","2008-09-12",10
"429","2008-09-15",10.89
"430","2008-09-16",10.89
"431","2008-09-17",10
"432","2008-09-18",11
"433","2008-09-19",10.99
"434","2008-09-22",10.99
"435","2008-09-23",10.99
"436","2008-09-24",11
"437","2008-09-25",10.99
"438","2008-09-26",10
"439","2008-09-29",10
"440","2008-09-30",10
"441","2008-10-01",10
"442","2008-10-02",9.2
"443","2008-10-03",8.69
"444","2008-10-06",8.56
"445","2008-10-07",9
"446","2008-10-08",8.56
"447","2008-10-09",9.41
"448","2008-10-10",9.1
"449","2008-10-13",9.09
"450","2008-10-14",8.56
"451","2008-10-15",9
"452","2008-10-16",8.71
"453","2008-10-17",8.71
"454","2008-10-20",8.04
"455","2008-10-21",7.26
"456","2008-10-22",9.21
"457","2008-10-23",8.33
"458","2008-10-24",8.33
"459","2008-10-27",8.01
"460","2008-10-28",8.01
"461","2008-10-29",7.9
"462","2008-10-30",8.01
"463","2008-10-31",8.01
"464","2008-11-03",9.08
"465","2008-11-04",9.08
"466","2008-11-05",9.38
"467","2008-11-06",9.38
"468","2008-11-07",8.94
"469","2008-11-10",8.94
"470","2008-11-11",8.94
"471","2008-11-12",8.94
"472","2008-11-13",8.84
"473","2008-11-14",8.5
"474","2008-11-17",8.5
"475","2008-11-18",8.5
"476","2008-11-19",8.5
"477","2008-11-20",8.5
"478","2008-11-21",8.5
"479","2008-11-24",8.5
"480","2008-11-25",8.5
"481","2008-11-26",7.78
"482","2008-11-28",7.78
"483","2008-12-01",7.77
"484","2008-12-02",7.25
"485","2008-12-03",7.5
"486","2008-12-04",7.01
"487","2008-12-05",7
"488","2008-12-08",7.56
"489","2008-12-09",8.49
"490","2008-12-10",7.29
"491","2008-12-11",6.66
"492","2008-12-12",7
"493","2008-12-15",7
"494","2008-12-16",6.6
"495","2008-12-17",6.98
"496","2008-12-18",6.41
"497","2008-12-19",6.31
"498","2008-12-22",6.65
"499","2008-12-23",6.68
"500","2008-12-24",6.4
"501","2008-12-26",6.4
"502","2008-12-29",7
"503","2008-12-30",8
"504","2008-12-31",7.75
"505","2009-01-02",7.75
"506","2009-01-05",7.25
"507","2009-01-06",7.25
"508","2009-01-07",7.25
"509","2009-01-08",6.75
"510","2009-01-09",6.6
"511","2009-01-12",6.8
"512","2009-01-13",6.5
"513","2009-01-14",6.35
"514","2009-01-15",6.7
"515","2009-01-16",6.7
"516","2009-01-20",6.5
"517","2009-01-21",6.6
"518","2009-01-22",6.12
"519","2009-01-23",6.5
"520","2009-01-26",6.5
"521","2009-01-27",6.5
"522","2009-01-28",6
"523","2009-01-29",5.88
"524","2009-01-30",5.92
"525","2009-02-02",5.92
"526","2009-02-03",5.7
"527","2009-02-04",5.78
"528","2009-02-05",5.25
"529","2009-02-06",5.9
"530","2009-02-09",6
"531","2009-02-10",6.5
"532","2009-02-11",6.5
"533","2009-02-12",6.38
"534","2009-02-13",5.64
"535","2009-02-17",6.2
"536","2009-02-18",5.75
"537","2009-02-19",5.75
"538","2009-02-20",5.75
"539","2009-02-23",6
"540","2009-02-24",5.9
"541","2009-02-25",5.99
"542","2009-02-26",6.08
"543","2009-02-27",5.96
"544","2009-03-02",5.95
"545","2009-03-03",5.62
"546","2009-03-04",5.5
"547","2009-03-05",5.55
"548","2009-03-06",5.4
"549","2009-03-09",5.4
"550","2009-03-10",5.8
"551","2009-03-11",5.7
"552","2009-03-12",5.7
"553","2009-03-13",5.75
"554","2009-03-16",5.9
"555","2009-03-17",5.95
"556","2009-03-18",6
"557","2009-03-19",6
"558","2009-03-20",6
"559","2009-03-23",6.4
"560","2009-03-24",7.53
"561","2009-03-25",7.75
"562","2009-03-26",7.82
"563","2009-03-27",6.85
"564","2009-03-30",6.4
"565","2009-03-31",6.6
"566","2009-04-01",6.25
"567","2009-04-02",7
"568","2009-04-03",7
"569","2009-04-06",7.3
"570","2009-04-07",7.18
"571","2009-04-08",7.18
"572","2009-04-09",7.88
"573","2009-04-13",7.88
"574","2009-04-14",7.88
"575","2009-04-15",7.88
"576","2009-04-16",7.88
"577","2009-04-17",7.51
"578","2009-04-20",7.51
"579","2009-04-21",7.85
"580","2009-04-22",7.55
"581","2009-04-23",7.55
"582","2009-04-24",7.55
"583","2009-04-27",8
"584","2009-04-28",7.5
"585","2009-04-29",7.5
"586","2009-04-30",7.5
"587","2009-05-01",7.5
"588","2009-05-04",7.5
"589","2009-05-05",7.5
"590","2009-05-06",7.85
"591","2009-05-07",7.65
"592","2009-05-08",7.85
"593","2009-05-11",7.43
"594","2009-05-12",7.91
"595","2009-05-13",7.91
"596","2009-05-14",7.91
"597","2009-05-15",8
"598","2009-05-18",8
"599","2009-05-19",8
"600","2009-05-20",7.5
"601","2009-05-21",7.5
"602","2009-05-22",7.5
"603","2009-05-26",7.42
"604","2009-05-27",7.89
"605","2009-05-28",7.7
"606","2009-05-29",7.57
"607","2009-06-01",7.57
"608","2009-06-02",7.67
"609","2009-06-03",7.42
"610","2009-06-04",7.42
"611","2009-06-05",7.5
"612","2009-06-08",7.88
"613","2009-06-09",7.85
"614","2009-06-10",7.9
"615","2009-06-11",7.55
"616","2009-06-12",7.55
"617","2009-06-15",7.45
"618","2009-06-16",7.45
"619","2009-06-17",7.48
"620","2009-06-18",7.5
"621","2009-06-19",7.5
"622","2009-06-22",7.45
"623","2009-06-23",7.45
"624","2009-06-24",6.81
"625","2009-06-25",6.81
"626","2009-06-26",7.85
"627","2009-06-29",7.85
"628","2009-06-30",6.9
"629","2009-07-01",7
"630","2009-07-02",7
"631","2009-07-06",7
"632","2009-07-07",7.04
"633","2009-07-08",7.04
"634","2009-07-09",7.04
"635","2009-07-10",7.04
"636","2009-07-13",7.04
"637","2009-07-14",7.04
"638","2009-07-15",7
"639","2009-07-16",7
"640","2009-07-17",7
"641","2009-07-20",7
"642","2009-07-21",7
"643","2009-07-22",7
"644","2009-07-23",7
"645","2009-07-24",7
"646","2009-07-27",6.5
"647","2009-07-28",6.45
"648","2009-07-29",6.95
"649","2009-07-30",7.24
"650","2009-07-31",6.49
"651","2009-08-03",6.49
"652","2009-08-04",7.25
"653","2009-08-05",7.25
"654","2009-08-06",6.6
"655","2009-08-07",6.56
"656","2009-08-10",6.56
"657","2009-08-11",6.56
"658","2009-08-12",7.18
"659","2009-08-13",7.18
"660","2009-08-14",7.18
"661","2009-08-17",7
"662","2009-08-18",7
"663","2009-08-19",7.18
"664","2009-08-20",7.18
"665","2009-08-21",7.18
"666","2009-08-24",7
"667","2009-08-25",7.15
"668","2009-08-26",6.76
"669","2009-08-27",6.76
"670","2009-08-28",6.55
"671","2009-08-31",6.75
"672","2009-09-01",6
"673","2009-09-02",5.79
"674","2009-09-03",6
"675","2009-09-04",5.9
"676","2009-09-08",5.9
"677","2009-09-09",5.9
"678","2009-09-10",5.49
"679","2009-09-11",5.61
"680","2009-09-14",5.77
"681","2009-09-15",5.96
"682","2009-09-16",6.38
"683","2009-09-17",6.38
"684","2009-09-18",6.49
"685","2009-09-21",6.49
"686","2009-09-22",6.02
"687","2009-09-23",6.02
"688","2009-09-24",5.8
"689","2009-09-25",5.84
"690","2009-09-28",5.91
"691","2009-09-29",6.48
"692","2009-09-30",6.2
"693","2009-10-01",6.2
"694","2009-10-02",5.91
"695","2009-10-05",5.95
"696","2009-10-06",5.95
"697","2009-10-07",6.49
"698","2009-10-08",6.5
"699","2009-10-09",6.54
"700","2009-10-12",6.25
"701","2009-10-13",6.25
"702","2009-10-14",6.1
"703","2009-10-15",6.1
"704","2009-10-16",6.59
"705","2009-10-19",6.59
"706","2009-10-20",6.5
"707","2009-10-21",6.03
"708","2009-10-22",6.03
"709","2009-10-23",7
"710","2009-10-26",6.05
"711","2009-10-27",6.98
"712","2009-10-28",6.35
"713","2009-10-29",6.09
"714","2009-10-30",6.25
"715","2009-11-02",6.87
"716","2009-11-03",6.25
"717","2009-11-04",6.25
"718","2009-11-05",6.2
"719","2009-11-06",6.47
"720","2009-11-09",6.42
"721","2009-11-10",6.12
"722","2009-11-11",6.06
"723","2009-11-12",6.15
"724","2009-11-13",6.15
"725","2009-11-16",6.16
"726","2009-11-17",6.08
"727","2009-11-18",6.1
"728","2009-11-19",6.1
"729","2009-11-20",6.1
"730","2009-11-23",6.04
"731","2009-11-24",6.04
"732","2009-11-25",6.04
"733","2009-11-27",6.1
"734","2009-11-30",6.01
"735","2009-12-01",6.2
"736","2009-12-02",6
"737","2009-12-03",6
"738","2009-12-04",6
"739","2009-12-07",6
"740","2009-12-08",6
"741","2009-12-09",6
"742","2009-12-10",5.85
"743","2009-12-11",5.86
"744","2009-12-14",5.85
"745","2009-12-15",5.71
"746","2009-12-16",5.88
"747","2009-12-17",5.6
"748","2009-12-18",5.6
"749","2009-12-21",5.74
"750","2009-12-22",5.74
"751","2009-12-23",6.34
"752","2009-12-24",6.19
"753","2009-12-28",5.75
"754","2009-12-29",5.7
"755","2009-12-30",6.16
"756","2009-12-31",6.3
"757","2010-01-04",6
"758","2010-01-05",5.75
"759","2010-01-06",5.75
"760","2010-01-07",5.75
"761","2010-01-08",6.07
"762","2010-01-11",6.38
"763","2010-01-12",5.81
"764","2010-01-13",6.02
"765","2010-01-14",6.02
"766","2010-01-15",6.02
"767","2010-01-19",6.02
"768","2010-01-20",6.02
"769","2010-01-21",6.49
"770","2010-01-22",6.49
"771","2010-01-25",6.49
"772","2010-01-26",6.49
"773","2010-01-27",5.8
"774","2010-01-28",6.01
"775","2010-01-29",6
"776","2010-02-01",5.8
"777","2010-02-02",5.8
"778","2010-02-03",5.8
"779","2010-02-04",6
"780","2010-02-05",5.77
"781","2010-02-08",5.77
"782","2010-02-09",5.77
"783","2010-02-10",6
"784","2010-02-11",6
"785","2010-02-12",6
"786","2010-02-16",6.1
"787","2010-02-17",6.1
"788","2010-02-18",6.25
"789","2010-02-19",6.25
"790","2010-02-22",6.25
"791","2010-02-23",6.01
"792","2010-02-24",6.26
"793","2010-02-25",6.01
"794","2010-02-26",6.25
"795","2010-03-01",6.25
"796","2010-03-02",6.25
"797","2010-03-03",6.16
"798","2010-03-04",6.16
"799","2010-03-05",6.39
"800","2010-03-08",6.4
"801","2010-03-09",6.4
"802","2010-03-10",6.5
"803","2010-03-11",6.25
"804","2010-03-12",6.36
"805","2010-03-15",6.5
"806","2010-03-16",6.48
"807","2010-03-17",6.48
"808","2010-03-18",6.48
"809","2010-03-19",6.3
"810","2010-03-22",6.48
"811","2010-03-23",6.48
"812","2010-03-24",6.28
"813","2010-03-25",6.3
"814","2010-03-26",6.25
"815","2010-03-29",6.2
"816","2010-03-30",6.2
"817","2010-03-31",6.2
"818","2010-04-01",6.3
"819","2010-04-05",6.33
"820","2010-04-06",6.2
"821","2010-04-07",6.26
"822","2010-04-08",6.27
"823","2010-04-09",6.5
"824","2010-04-12",6.49
"825","2010-04-13",6.5
"826","2010-04-14",6.44
"827","2010-04-15",6.35
"828","2010-04-16",6.05
"829","2010-04-19",5.97
"830","2010-04-20",6.1
"831","2010-04-21",6.53
"832","2010-04-22",6.25
"833","2010-04-23",6.59
"834","2010-04-26",6.5
"835","2010-04-27",6.74
"836","2010-04-28",6.54
"837","2010-04-29",6.54
"838","2010-04-30",6.75
"839","2010-05-03",6.74
"840","2010-05-04",6.75
"841","2010-05-05",6.69
"842","2010-05-06",6.55
"843","2010-05-07",6.55
"844","2010-05-10",6.69
"845","2010-05-11",6.53
"846","2010-05-12",6.61
"847","2010-05-13",6.69
"848","2010-05-14",6.46
"849","2010-05-17",6.6
"850","2010-05-18",6.6
"851","2010-05-19",6.56
"852","2010-05-20",6.55
"853","2010-05-21",6.55
"854","2010-05-24",6.75
"855","2010-05-25",6.75
"856","2010-05-26",6.44
"857","2010-05-27",6.53
"858","2010-05-28",6.53
"859","2010-06-01",6.39
"860","2010-06-02",6
"861","2010-06-03",6.02
"862","2010-06-04",6.02
"863","2010-06-07",6.02
"864","2010-06-08",5.69
"865","2010-06-09",5.69
"866","2010-06-10",5.97
"867","2010-06-11",5.69
"868","2010-06-14",5.69
"869","2010-06-15",5.7
"870","2010-06-16",5.7
"871","2010-06-17",5.75
"872","2010-06-18",5.57
"873","2010-06-21",5.59
"874","2010-06-22",5.55
"875","2010-06-23",5.55
"876","2010-06-24",5.55
"877","2010-06-25",5.55
"878","2010-06-28",5.55
"879","2010-06-29",5.57
"880","2010-06-30",5.8
"881","2010-07-01",5.6
"882","2010-07-02",5.6
"883","2010-07-06",5.67
"884","2010-07-07",5.6
"885","2010-07-08",5.5
"886","2010-07-09",5.5
"887","2010-07-12",5.69
"888","2010-07-13",6.05
"889","2010-07-14",6.05
"890","2010-07-15",5.66
"891","2010-07-16",5.66
"892","2010-07-19",5.65
"893","2010-07-20",5.75
"894","2010-07-21",5.75
"895","2010-07-22",5.75
"896","2010-07-23",5.8
"897","2010-07-26",5.71
"898","2010-07-27",5.58
"899","2010-07-28",5.67
"900","2010-07-29",5.67
"901","2010-07-30",5.67
"902","2010-08-02",5.71
"903","2010-08-03",5.92
"904","2010-08-04",5.9
"905","2010-08-05",5.8
"906","2010-08-06",5.85
"907","2010-08-09",5.41
"908","2010-08-10",5.85
"909","2010-08-11",5.87
"910","2010-08-12",5.69
"911","2010-08-13",5.69
"912","2010-08-16",5.68
"913","2010-08-17",5.59
"914","2010-08-18",5.69
"915","2010-08-19",5.62
"916","2010-08-20",5.52
"917","2010-08-23",5.6
"918","2010-08-24",5.52
"919","2010-08-25",5.4
"920","2010-08-26",5.4
"921","2010-08-27",5.4
"922","2010-08-30",5.31
"923","2010-08-31",5.53
"924","2010-09-01",5.59
"925","2010-09-02",5.45
"926","2010-09-03",5.45
"927","2010-09-07",5.46
"928","2010-09-08",5.45
"929","2010-09-09",5.45
"930","2010-09-10",5.45
"931","2010-09-13",5.1
"932","2010-09-14",5.25
"933","2010-09-15",5.32
"934","2010-09-16",5.32
"935","2010-09-17",5.35
"936","2010-09-20",5.35
"937","2010-09-21",5.2
"938","2010-09-22",5.28
"939","2010-09-23",5.1
"940","2010-09-24",5
"941","2010-09-27",5.2
"942","2010-09-28",5
"943","2010-09-29",5.2
"944","2010-09-30",5.2
"945","2010-10-01",5.26
"946","2010-10-04",5.26
"947","2010-10-05",5.24
"948","2010-10-06",5
"949","2010-10-07",5
"950","2010-10-08",5.09
"951","2010-10-11",5.1
"952","2010-10-12",5
"953","2010-10-13",5
"954","2010-10-14",5.34
"955","2010-10-15",5.25
"956","2010-10-18",5.01
"957","2010-10-19",5.14
"958","2010-10-20",5
"959","2010-10-21",5
"960","2010-10-22",5
"961","2010-10-25",5.04
"962","2010-10-26",5.62
"963","2010-10-27",5.04
"964","2010-10-28",5.41
"965","2010-10-29",5.41
"966","2010-11-01",5.41
"967","2010-11-02",5.27
"968","2010-11-03",5.15
"969","2010-11-04",5.25
"970","2010-11-05",5.1
"971","2010-11-08",5.1
"972","2010-11-09",5.1
"973","2010-11-10",5.39
"974","2010-11-11",5.05
"975","2010-11-12",5.05
"976","2010-11-15",5.25
"977","2010-11-16",5.24
"978","2010-11-17",5.23
"979","2010-11-18",5.23
"980","2010-11-19",5.22
"981","2010-11-22",5.14
"982","2010-11-23",5.25
"983","2010-11-24",5.25
"984","2010-11-26",5.25
"985","2010-11-29",5.4
"986","2010-11-30",5.15
"987","2010-12-01",5.05
"988","2010-12-02",5.05
"989","2010-12-03",5.1
"990","2010-12-06",5.1
"991","2010-12-07",5.1
"992","2010-12-08",5.25
"993","2010-12-09",5.37
"994","2010-12-10",5.4
"995","2010-12-13",5.25
"996","2010-12-14",5.25
"997","2010-12-15",5
"998","2010-12-16",5.22
"999","2010-12-17",5.38
"1000","2010-12-20",5.1
"1001","2010-12-21",5.18
"1002","2010-12-22",5.24
"1003","2010-12-23",5.31
"1004","2010-12-27",5.25
"1005","2010-12-28",5.25
"1006","2010-12-29",5.25
"1007","2010-12-30",5.31
"1008","2010-12-31",5.78
"1009","2011-01-03",5.87
"1010","2011-01-04",5.7
"1011","2011-01-05",5.48
