"","date","WISA"
"1","2018-07-27",94
"2","2018-07-30",88.199997
"3","2018-07-31",95
"4","2018-08-01",90
"5","2018-08-02",94.199997
"6","2018-08-03",94.400002
"7","2018-08-06",94.599998
"8","2018-08-07",94.400002
"9","2018-08-08",97.800003
"10","2018-08-09",95.599998
"11","2018-08-10",91.199997
"12","2018-08-13",90
"13","2018-08-14",94.800003
"14","2018-08-15",94.800003
"15","2018-08-16",95
"16","2018-08-17",97
"17","2018-08-20",97
"18","2018-08-21",95
"19","2018-08-22",92.199997
"20","2018-08-23",95.199997
"21","2018-08-24",96
"22","2018-08-27",96
"23","2018-08-28",97
"24","2018-08-29",96.400002
"25","2018-08-30",95.199997
"26","2018-08-31",97
"27","2018-09-04",97.400002
"28","2018-09-05",92
"29","2018-09-06",92
"30","2018-09-07",91
"31","2018-09-10",87
"32","2018-09-11",90
"33","2018-09-12",87
"34","2018-09-13",82
"35","2018-09-14",79.199997
"36","2018-09-17",82
"37","2018-09-18",83.599998
"38","2018-09-19",81.599998
"39","2018-09-20",92.400002
"40","2018-09-21",89
"41","2018-09-24",90.599998
"42","2018-09-25",94.199997
"43","2018-09-26",92.599998
"44","2018-09-27",93.199997
"45","2018-09-28",86
"46","2018-10-01",89.800003
"47","2018-10-02",86
"48","2018-10-03",88
"49","2018-10-04",82.199997
"50","2018-10-05",85
"51","2018-10-08",87.800003
"52","2018-10-09",85
"53","2018-10-10",86.400002
"54","2018-10-11",88.599998
"55","2018-10-12",91
"56","2018-10-15",89
"57","2018-10-16",88.199997
"58","2018-10-17",86
"59","2018-10-18",89
"60","2018-10-19",90
"61","2018-10-22",88.800003
"62","2018-10-23",90.400002
"63","2018-10-24",93
"64","2018-10-25",96.199997
"65","2018-10-26",104.599998
"66","2018-10-29",95.400002
"67","2018-10-30",99
"68","2018-10-31",102.400002
"69","2018-11-01",96.199997
"70","2018-11-02",94
"71","2018-11-05",97.599998
"72","2018-11-06",100.199997
"73","2018-11-07",94.599998
"74","2018-11-08",87.400002
"75","2018-11-09",85.599998
"76","2018-11-12",89.599998
"77","2018-11-13",90.599998
"78","2018-11-14",89
"79","2018-11-15",85.400002
"80","2018-11-16",92
"81","2018-11-19",82.199997
"82","2018-11-20",91.400002
"83","2018-11-21",90
"84","2018-11-23",88.400002
"85","2018-11-26",94
"86","2018-11-27",91
"87","2018-11-28",89
"88","2018-11-29",85.199997
"89","2018-11-30",88
"90","2018-12-03",85.800003
"91","2018-12-04",85.199997
"92","2018-12-06",80
"93","2018-12-07",84.599998
"94","2018-12-10",75.199997
"95","2018-12-11",90.199997
"96","2018-12-12",86
"97","2018-12-13",84
"98","2018-12-14",84
"99","2018-12-17",78
"100","2018-12-18",74
"101","2018-12-19",76
"102","2018-12-20",70
"103","2018-12-21",70.599998
"104","2018-12-24",70
"105","2018-12-26",70
"106","2018-12-27",65
"107","2018-12-28",70.400002
"108","2018-12-31",68.400002
"109","2019-01-02",71.400002
"110","2019-01-03",65.800003
"111","2019-01-04",72.599998
"112","2019-01-07",72
"113","2019-01-08",77.800003
"114","2019-01-09",80
"115","2019-01-10",73.199997
"116","2019-01-11",78.400002
"117","2019-01-14",67.199997
"118","2019-01-15",66.800003
"119","2019-01-16",66.800003
"120","2019-01-17",66
"121","2019-01-18",66.800003
"122","2019-01-22",66.199997
"123","2019-01-23",63
"124","2019-01-24",57
"125","2019-01-25",56
"126","2019-01-28",60
"127","2019-01-29",60.799999
"128","2019-01-30",64.400002
"129","2019-01-31",65.199997
"130","2019-02-01",63.599998
"131","2019-02-04",61.400002
"132","2019-02-05",56.200001
"133","2019-02-06",52
"134","2019-02-07",51.799999
"135","2019-02-08",49
"136","2019-02-11",48.400002
"137","2019-02-12",53.200001
"138","2019-02-13",50.200001
"139","2019-02-14",48.200001
"140","2019-02-15",47.400002
"141","2019-02-19",47.799999
"142","2019-02-20",46
"143","2019-02-21",47
"144","2019-02-22",47
"145","2019-02-25",50
"146","2019-02-26",49.599998
"147","2019-02-27",51.799999
"148","2019-02-28",47.200001
"149","2019-03-01",49.599998
"150","2019-03-04",48
"151","2019-03-05",44
"152","2019-03-06",48.799999
"153","2019-03-07",46.799999
"154","2019-03-08",45
"155","2019-03-11",47.599998
"156","2019-03-12",46
"157","2019-03-13",46.400002
"158","2019-03-14",46
"159","2019-03-15",46
"160","2019-03-18",45
"161","2019-03-19",47.799999
"162","2019-03-20",47.400002
"163","2019-03-21",46.200001
"164","2019-03-22",48
"165","2019-03-25",45
"166","2019-03-26",45.400002
"167","2019-03-27",43
"168","2019-03-28",38.400002
"169","2019-03-29",39.799999
"170","2019-04-01",37.599998
"171","2019-04-02",37.200001
"172","2019-04-03",36.400002
"173","2019-04-04",36
"174","2019-04-05",39.599998
"175","2019-04-08",41.599998
"176","2019-04-09",36.799999
"177","2019-04-10",39.400002
"178","2019-04-11",38.400002
"179","2019-04-12",45.799999
"180","2019-04-15",41.799999
"181","2019-04-16",39
"182","2019-04-17",39.200001
"183","2019-04-18",41.599998
"184","2019-04-22",39.400002
"185","2019-04-23",37
"186","2019-04-24",37.799999
"187","2019-04-25",35.599998
"188","2019-04-26",33.599998
"189","2019-04-29",32.400002
"190","2019-04-30",34
"191","2019-05-01",34.799999
"192","2019-05-02",33
"193","2019-05-03",33.799999
"194","2019-05-06",34
"195","2019-05-07",40
"196","2019-05-08",42
"197","2019-05-09",39.799999
"198","2019-05-10",37.799999
"199","2019-05-13",34.400002
"200","2019-05-14",37
"201","2019-05-15",39.599998
"202","2019-05-16",36.599998
"203","2019-05-17",38.200001
"204","2019-05-20",32.799999
"205","2019-05-21",31.200001
"206","2019-05-22",27.200001
"207","2019-05-23",28.200001
"208","2019-05-24",27.799999
"209","2019-05-28",27.200001
"210","2019-05-29",25.4
"211","2019-05-30",26.6
"212","2019-05-31",26.200001
"213","2019-06-03",25.6
"214","2019-06-04",26.6
"215","2019-06-05",27.6
"216","2019-06-06",26.6
"217","2019-06-07",26
"218","2019-06-10",26.4
"219","2019-06-11",24.200001
"220","2019-06-12",25.6
"221","2019-06-13",26
"222","2019-06-14",25.799999
"223","2019-06-17",26
"224","2019-06-18",24.6
"225","2019-06-19",25.799999
"226","2019-06-20",26.4
"227","2019-06-21",25
"228","2019-06-24",25
"229","2019-06-25",22.200001
"230","2019-06-26",23
"231","2019-06-27",23.799999
"232","2019-06-28",23.200001
"233","2019-07-01",23.200001
"234","2019-07-02",22.799999
"235","2019-07-03",24.6
"236","2019-07-05",25.200001
"237","2019-07-08",24.799999
"238","2019-07-09",23.200001
"239","2019-07-10",25.799999
"240","2019-07-11",23.6
"241","2019-07-12",22.799999
"242","2019-07-15",22.799999
"243","2019-07-16",22
"244","2019-07-17",22.799999
"245","2019-07-18",22.799999
"246","2019-07-19",22.4
"247","2019-07-22",22.200001
"248","2019-07-23",22.200001
"249","2019-07-24",21.799999
"250","2019-07-25",20.799999
"251","2019-07-26",21
"252","2019-07-29",19.4
"253","2019-07-30",19.200001
"254","2019-07-31",18
"255","2019-08-01",16.6
"256","2019-08-02",16.799999
"257","2019-08-05",16.6
"258","2019-08-06",18.4
"259","2019-08-07",19.4
"260","2019-08-08",19.799999
"261","2019-08-09",21.4
"262","2019-08-12",22
"263","2019-08-13",19
"264","2019-08-14",20.200001
"265","2019-08-15",22.4
"266","2019-08-16",21.799999
"267","2019-08-19",23
"268","2019-08-20",23.6
"269","2019-08-21",25.799999
"270","2019-08-22",21.799999
"271","2019-08-23",22.799999
"272","2019-08-26",20.6
"273","2019-08-27",19.6
"274","2019-08-28",20
"275","2019-08-29",20.4
"276","2019-08-30",20.4
"277","2019-09-03",20
"278","2019-09-04",20.200001
"279","2019-09-05",19.6
"280","2019-09-06",20.6
"281","2019-09-09",19.200001
"282","2019-09-10",18.200001
"283","2019-09-11",19
"284","2019-09-12",19
"285","2019-09-13",18.799999
"286","2019-09-16",17.4
"287","2019-09-17",16.799999
"288","2019-09-18",18.4
"289","2019-09-19",18.4
"290","2019-09-20",18.799999
"291","2019-09-23",18
"292","2019-09-24",17.6
"293","2019-09-25",18
"294","2019-09-26",20
"295","2019-09-27",19
"296","2019-09-30",18
"297","2019-10-01",16.799999
"298","2019-10-02",16.799999
"299","2019-10-03",18
"300","2019-10-04",17.4
"301","2019-10-07",16.799999
"302","2019-10-08",17
"303","2019-10-09",17.6
"304","2019-10-10",16.200001
"305","2019-10-11",16.6
"306","2019-10-14",16.200001
"307","2019-10-15",16.4
"308","2019-10-16",16.6
"309","2019-10-17",16.799999
"310","2019-10-18",16
"311","2019-10-21",15.6
"312","2019-10-22",16
"313","2019-10-23",15.4
"314","2019-10-24",17.4
"315","2019-10-25",18.4
"316","2019-10-28",19.6
"317","2019-10-29",17
"318","2019-10-30",17
"319","2019-10-31",18.200001
"320","2019-11-01",17.4
"321","2019-11-04",17.200001
"322","2019-11-05",17
"323","2019-11-06",16
"324","2019-11-07",15.4
"325","2019-11-08",15.2
"326","2019-11-11",15.4
"327","2019-11-12",13.8
"328","2019-11-13",15.2
"329","2019-11-14",14.8
"330","2019-11-15",14.6
"331","2019-11-18",14.4
"332","2019-11-19",14.6
"333","2019-11-20",15.6
"334","2019-11-21",15
"335","2019-11-22",14.8
"336","2019-11-25",14.8
"337","2019-11-26",15.8
"338","2019-11-27",19.6
"339","2019-11-29",19
"340","2019-12-02",17.4
"341","2019-12-03",17.4
"342","2019-12-04",17
"343","2019-12-05",16
"344","2019-12-06",15
"345","2019-12-09",13.4
"346","2019-12-10",13.6
"347","2019-12-11",13.2
"348","2019-12-12",12.8
"349","2019-12-13",11.8
"350","2019-12-16",11
"351","2019-12-17",12.4
"352","2019-12-18",12
"353","2019-12-19",12
"354","2019-12-20",11.6
"355","2019-12-23",11.6
"356","2019-12-24",12.2
"357","2019-12-26",11
"358","2019-12-27",11.8
"359","2019-12-30",11.4
"360","2019-12-31",12.2
"361","2020-01-02",12.6
"362","2020-01-03",12
"363","2020-01-06",12.4
"364","2020-01-07",12
"365","2020-01-08",12.6
"366","2020-01-09",12.4
"367","2020-01-10",12.8
"368","2020-01-13",11.8
"369","2020-01-14",11.2
"370","2020-01-15",10.6
"371","2020-01-16",10.8
"372","2020-01-17",10
"373","2020-01-21",9.8
"374","2020-01-22",9.4
"375","2020-01-23",9
"376","2020-01-24",8
"377","2020-01-27",7.6
"378","2020-01-28",7.8
"379","2020-01-29",7.8
"380","2020-01-30",8.4
"381","2020-01-31",8
"382","2020-02-03",7.6
"383","2020-02-04",7.2
"384","2020-02-05",7.6
"385","2020-02-06",8
"386","2020-02-07",7.8
"387","2020-02-10",8
"388","2020-02-11",8
"389","2020-02-12",8
"390","2020-02-13",8
"391","2020-02-14",8.2
"392","2020-02-18",8
"393","2020-02-19",7.8
"394","2020-02-20",8.4
"395","2020-02-21",8.2
"396","2020-02-24",8.2
"397","2020-02-25",7.8
"398","2020-02-26",6.8
"399","2020-02-27",6.2
"400","2020-02-28",6
"401","2020-03-02",6.2
"402","2020-03-03",7.4
"403","2020-03-04",7.6
"404","2020-03-05",7.2
"405","2020-03-06",7.2
"406","2020-03-09",5.8
"407","2020-03-10",5.8
"408","2020-03-11",5.4
"409","2020-03-12",5.2
"410","2020-03-13",5.4
"411","2020-03-16",5.4
"412","2020-03-17",5.2
"413","2020-03-18",5
"414","2020-03-19",5.2
"415","2020-03-20",6
"416","2020-03-23",5.4
"417","2020-03-24",5.8
"418","2020-03-25",5.8
"419","2020-03-26",6
"420","2020-03-27",6
"421","2020-03-30",6.8
"422","2020-03-31",6.8
"423","2020-04-01",5.6
"424","2020-04-02",5.4
"425","2020-04-03",4.8
"426","2020-04-06",5
"427","2020-04-07",4.6
"428","2020-04-08",5.2
"429","2020-04-09",4.7
"430","2020-04-13",5.51
"431","2020-04-14",7
"432","2020-04-15",5.76
"433","2020-04-16",5.38
"434","2020-04-17",5.3
"435","2020-04-20",4.29
"436","2020-04-21",2.54
"437","2020-04-22",2.35
"438","2020-04-23",2.5
"439","2020-04-24",2.45
"440","2020-04-27",2.59
"441","2020-04-28",2.53
"442","2020-04-29",2.54
"443","2020-04-30",2.37
"444","2020-05-01",2.38
"445","2020-05-04",2.4
"446","2020-05-05",2.43
"447","2020-05-06",2.46
"448","2020-05-07",2.4
"449","2020-05-08",2.4
"450","2020-05-11",2.43
"451","2020-05-12",2.36
"452","2020-05-13",2.32
"453","2020-05-14",2.32
"454","2020-05-15",2.34
"455","2020-05-18",2.31
"456","2020-05-19",2.23
"457","2020-05-20",2.28
"458","2020-05-21",2.32
"459","2020-05-22",2.44
"460","2020-05-26",2.63
"461","2020-05-27",2.41
"462","2020-05-28",2.28
"463","2020-05-29",2.25
"464","2020-06-01",2.34
"465","2020-06-02",2.33
"466","2020-06-03",2.87
"467","2020-06-04",2.36
"468","2020-06-05",2.33
"469","2020-06-08",2.52
"470","2020-06-09",3
"471","2020-06-10",2.4
"472","2020-06-11",2.25
"473","2020-06-12",2.25
"474","2020-06-15",2.25
"475","2020-06-16",2.21
