"","date","HSC"
"1","2007-01-03",37.695
"2","2007-01-04",37.209999
"3","2007-01-05",37.415001
"4","2007-01-08",38.014999
"5","2007-01-09",38.525002
"6","2007-01-10",38.619999
"7","2007-01-11",39.055
"8","2007-01-12",39.435001
"9","2007-01-16",39.174999
"10","2007-01-17",39.41
"11","2007-01-18",39.060001
"12","2007-01-19",39.439999
"13","2007-01-22",39.125
"14","2007-01-23",39.790001
"15","2007-01-24",41.419998
"16","2007-01-25",40.755001
"17","2007-01-26",40.654999
"18","2007-01-29",40.575001
"19","2007-01-30",41.264999
"20","2007-01-31",42.939999
"21","2007-02-01",43.325001
"22","2007-02-02",43.145
"23","2007-02-05",43.044998
"24","2007-02-06",43.575001
"25","2007-02-07",43.384998
"26","2007-02-08",43.424999
"27","2007-02-09",42.810001
"28","2007-02-12",42.915001
"29","2007-02-13",43.490002
"30","2007-02-14",43.235001
"31","2007-02-15",43.349998
"32","2007-02-16",42.950001
"33","2007-02-20",43.465
"34","2007-02-21",43.490002
"35","2007-02-22",43.685001
"36","2007-02-23",43.700001
"37","2007-02-26",43.130001
"38","2007-02-27",41.5
"39","2007-02-28",42.884998
"40","2007-03-01",42.825001
"41","2007-03-02",42.044998
"42","2007-03-05",41.16
"43","2007-03-06",42.060001
"44","2007-03-07",42.285
"45","2007-03-08",42.860001
"46","2007-03-09",43.115002
"47","2007-03-12",43.200001
"48","2007-03-13",42.290001
"49","2007-03-14",42.630001
"50","2007-03-15",42.610001
"51","2007-03-16",42.805
"52","2007-03-19",43.724998
"53","2007-03-20",44.580002
"54","2007-03-21",45.165001
"55","2007-03-22",44.825001
"56","2007-03-23",44.970001
"57","2007-03-26",45.025002
"58","2007-03-27",44.650002
"59","2007-03-28",44.209999
"60","2007-03-29",44.68
"61","2007-03-30",44.860001
"62","2007-04-02",45.009998
"63","2007-04-03",44.939999
"64","2007-04-04",44.98
"65","2007-04-05",44.720001
"66","2007-04-09",45.130001
"67","2007-04-10",45.349998
"68","2007-04-11",46.59
"69","2007-04-12",46.650002
"70","2007-04-13",46.720001
"71","2007-04-16",47.77
"72","2007-04-17",47.740002
"73","2007-04-18",47.790001
"74","2007-04-19",47.639999
"75","2007-04-20",48.610001
"76","2007-04-23",51.27
"77","2007-04-24",49.84
"78","2007-04-25",51.27
"79","2007-04-26",51.700001
"80","2007-04-27",51.580002
"81","2007-04-30",51
"82","2007-05-01",50.630001
"83","2007-05-02",51.740002
"84","2007-05-03",51.990002
"85","2007-05-04",51.98
"86","2007-05-07",51.889999
"87","2007-05-08",52.259998
"88","2007-05-09",53.419998
"89","2007-05-10",52.279999
"90","2007-05-11",52.119999
"91","2007-05-14",51.77
"92","2007-05-15",52.119999
"93","2007-05-16",52.119999
"94","2007-05-17",51.68
"95","2007-05-18",51.700001
"96","2007-05-21",51.950001
"97","2007-05-22",51.779999
"98","2007-05-23",51.400002
"99","2007-05-24",50.110001
"100","2007-05-25",51.380001
"101","2007-05-29",51.869999
"102","2007-05-30",53.02
"103","2007-05-31",53.259998
"104","2007-06-01",53.240002
"105","2007-06-04",53.150002
"106","2007-06-05",53.07
"107","2007-06-06",52.119999
"108","2007-06-07",50.009998
"109","2007-06-08",50.290001
"110","2007-06-11",49.990002
"111","2007-06-12",49.200001
"112","2007-06-13",49.75
"113","2007-06-14",51.599998
"114","2007-06-15",51.630001
"115","2007-06-18",51.400002
"116","2007-06-19",51.34
"117","2007-06-20",51.380001
"118","2007-06-21",51.759998
"119","2007-06-22",51.189999
"120","2007-06-25",50.740002
"121","2007-06-26",50.540001
"122","2007-06-27",50.75
"123","2007-06-28",51.48
"124","2007-06-29",52
"125","2007-07-02",52.5
"126","2007-07-03",53
"127","2007-07-05",53.52
"128","2007-07-06",54
"129","2007-07-09",53.77
"130","2007-07-10",52.720001
"131","2007-07-11",53.049999
"132","2007-07-12",54
"133","2007-07-13",55.110001
"134","2007-07-16",54.470001
"135","2007-07-17",54.5
"136","2007-07-18",54.970001
"137","2007-07-19",54.82
"138","2007-07-20",54.43
"139","2007-07-23",53.959999
"140","2007-07-24",53
"141","2007-07-25",53.150002
"142","2007-07-26",54
"143","2007-07-27",52.23
"144","2007-07-30",52.98
"145","2007-07-31",52.66
"146","2007-08-01",53.48
"147","2007-08-02",55.68
"148","2007-08-03",54.549999
"149","2007-08-06",55.59
"150","2007-08-07",56.259998
"151","2007-08-08",55.849998
"152","2007-08-09",54.700001
"153","2007-08-10",53.099998
"154","2007-08-13",55.419998
"155","2007-08-14",53.77
"156","2007-08-15",50.689999
"157","2007-08-16",49.759998
"158","2007-08-17",51.77
"159","2007-08-20",52.139999
"160","2007-08-21",52.049999
"161","2007-08-22",54.290001
"162","2007-08-23",53.310001
"163","2007-08-24",54.709999
"164","2007-08-27",54.599998
"165","2007-08-28",52.290001
"166","2007-08-29",54.189999
"167","2007-08-30",54.490002
"168","2007-08-31",55.650002
"169","2007-09-04",56.27
"170","2007-09-05",55.619999
"171","2007-09-06",56.110001
"172","2007-09-07",54.900002
"173","2007-09-10",54.41
"174","2007-09-11",54.279999
"175","2007-09-12",54.080002
"176","2007-09-13",54.080002
"177","2007-09-14",54.049999
"178","2007-09-17",53.290001
"179","2007-09-18",55.43
"180","2007-09-19",55.130001
"181","2007-09-20",55.32
"182","2007-09-21",57.369999
"183","2007-09-24",58.099998
"184","2007-09-25",57.5
"185","2007-09-26",58.790001
"186","2007-09-27",59.810001
"187","2007-09-28",59.27
"188","2007-10-01",59.599998
"189","2007-10-02",60.040001
"190","2007-10-03",58.369999
"191","2007-10-04",57.75
"192","2007-10-05",59.040001
"193","2007-10-08",59.34
"194","2007-10-09",61.189999
"195","2007-10-10",60.830002
"196","2007-10-11",60.209999
"197","2007-10-12",60.669998
"198","2007-10-15",60.779999
"199","2007-10-16",59.939999
"200","2007-10-17",59.82
"201","2007-10-18",60.990002
"202","2007-10-19",58.240002
"203","2007-10-22",58.110001
"204","2007-10-23",60.110001
"205","2007-10-24",58.119999
"206","2007-10-25",58.369999
"207","2007-10-26",58.880001
"208","2007-10-29",59.259998
"209","2007-10-30",59.509998
"210","2007-10-31",60.619999
"211","2007-11-01",59.060001
"212","2007-11-02",59.200001
"213","2007-11-05",57.209999
"214","2007-11-06",58.080002
"215","2007-11-07",57.209999
"216","2007-11-08",59.369999
"217","2007-11-09",58.860001
"218","2007-11-12",55.470001
"219","2007-11-13",57.889999
"220","2007-11-14",59.799999
"221","2007-11-15",60.169998
"222","2007-11-16",60.23
"223","2007-11-19",58.689999
"224","2007-11-20",59.599998
"225","2007-11-21",57.849998
"226","2007-11-23",59.119999
"227","2007-11-26",57.32
"228","2007-11-27",58.220001
"229","2007-11-28",59.68
"230","2007-11-29",60.73
"231","2007-11-30",60.07
"232","2007-12-03",59.41
"233","2007-12-04",57.889999
"234","2007-12-05",59.860001
"235","2007-12-06",62.57
"236","2007-12-07",62.439999
"237","2007-12-10",64.860001
"238","2007-12-11",61.119999
"239","2007-12-12",63.09
"240","2007-12-13",63.73
"241","2007-12-14",62.950001
"242","2007-12-17",61
"243","2007-12-18",62.099998
"244","2007-12-19",61.849998
"245","2007-12-20",63.040001
"246","2007-12-21",64.699997
"247","2007-12-24",65.339996
"248","2007-12-26",65.75
"249","2007-12-27",65.400002
"250","2007-12-28",65.300003
"251","2007-12-31",64.07
"252","2008-01-02",63.02
"253","2008-01-03",62.810001
"254","2008-01-04",60.98
"255","2008-01-07",60
"256","2008-01-08",58.700001
"257","2008-01-09",57.330002
"258","2008-01-10",57.139999
"259","2008-01-11",56.810001
"260","2008-01-14",56.669998
"261","2008-01-15",54.080002
"262","2008-01-16",52.18
"263","2008-01-17",49.700001
"264","2008-01-18",50.040001
"265","2008-01-22",48.25
"266","2008-01-23",49.299999
"267","2008-01-24",51.279999
"268","2008-01-25",52.77
"269","2008-01-28",54.779999
"270","2008-01-29",55.07
"271","2008-01-30",55.049999
"272","2008-01-31",56.77
"273","2008-02-01",58.07
"274","2008-02-04",57.66
"275","2008-02-05",55.049999
"276","2008-02-06",53.720001
"277","2008-02-07",53.540001
"278","2008-02-08",54.5
"279","2008-02-11",55.380001
"280","2008-02-12",55.27
"281","2008-02-13",55.990002
"282","2008-02-14",55.43
"283","2008-02-15",55.43
"284","2008-02-19",56.810001
"285","2008-02-20",57.860001
"286","2008-02-21",57.48
"287","2008-02-22",58.130001
"288","2008-02-25",59.27
"289","2008-02-26",59.630001
"290","2008-02-27",59.610001
"291","2008-02-28",58.43
"292","2008-02-29",56.490002
"293","2008-03-03",57.5
"294","2008-03-04",56.279999
"295","2008-03-05",57.82
"296","2008-03-06",56.880001
"297","2008-03-07",55.740002
"298","2008-03-10",53.189999
"299","2008-03-11",55.16
"300","2008-03-12",55.07
"301","2008-03-13",55.549999
"302","2008-03-14",53.860001
"303","2008-03-17",52.91
"304","2008-03-18",55.580002
"305","2008-03-19",53.82
"306","2008-03-20",53.599998
"307","2008-03-24",55.060001
"308","2008-03-25",56.169998
"309","2008-03-26",56.799999
"310","2008-03-27",56.18
"311","2008-03-28",55.43
"312","2008-03-31",55.380001
"313","2008-04-01",58.119999
"314","2008-04-02",58.959999
"315","2008-04-03",59.509998
"316","2008-04-04",60.040001
"317","2008-04-07",60.16
"318","2008-04-08",60.73
"319","2008-04-09",58.630001
"320","2008-04-10",59.41
"321","2008-04-11",57.349998
"322","2008-04-14",58.049999
"323","2008-04-15",58.360001
"324","2008-04-16",59.779999
"325","2008-04-17",60.110001
"326","2008-04-18",61.689999
"327","2008-04-21",62.290001
"328","2008-04-22",60.490002
"329","2008-04-23",60.029999
"330","2008-04-24",59.689999
"331","2008-04-25",59.860001
"332","2008-04-28",59.669998
"333","2008-04-29",58.549999
"334","2008-04-30",59.330002
"335","2008-05-01",60.380001
"336","2008-05-02",60.549999
"337","2008-05-05",61.599998
"338","2008-05-06",62.459999
"339","2008-05-07",60.869999
"340","2008-05-08",61.200001
"341","2008-05-09",60.919998
"342","2008-05-12",62
"343","2008-05-13",62.57
"344","2008-05-14",62.139999
