"","date","TSCBP"
"1","2019-05-31",25.75
"2","2019-06-03",25.690001
"3","2019-06-04",25.700001
"4","2019-06-05",25.738001
"5","2019-06-06",25.700001
"6","2019-06-07",25.75
"7","2019-06-10",25.705
"8","2019-06-11",25.68
"9","2019-06-12",25.76
"10","2019-06-13",25.749001
"11","2019-06-14",25.764999
"12","2019-06-17",25.860001
"13","2019-06-18",25.82
"14","2019-06-19",25.889999
"15","2019-06-20",25.940001
"16","2019-06-21",25.900999
"17","2019-06-24",25.620001
"18","2019-06-25",25.639999
"19","2019-06-26",25.690001
"20","2019-06-27",25.643999
"21","2019-06-28",25.74
"22","2019-07-01",25.889999
"23","2019-07-02",25.950001
"24","2019-07-03",25.940001
"25","2019-07-05",25.950001
"26","2019-07-08",26
"27","2019-07-09",26.02
"28","2019-07-10",26.01
"29","2019-07-11",26.083
"30","2019-07-12",26.075001
"31","2019-07-15",25.950001
"32","2019-07-16",26.035999
"33","2019-07-17",25.969999
"34","2019-07-18",26.1
"35","2019-07-19",26.077999
"36","2019-07-22",26.049999
"37","2019-07-23",26.1
"38","2019-07-24",26
"39","2019-07-25",26.01
"40","2019-07-26",26.179001
"41","2019-07-29",26.146999
"42","2019-07-30",26.1
"43","2019-07-31",26.049999
"44","2019-08-01",26.27
"45","2019-08-02",26.26
"46","2019-08-05",26.059999
"47","2019-08-06",26.309999
"48","2019-08-07",26.35
"49","2019-08-08",26.216999
"50","2019-08-09",26.450001
"51","2019-08-12",26.52
"52","2019-08-13",26.5
"53","2019-08-14",26.799999
"54","2019-08-15",26.701
"55","2019-08-16",26.818001
"56","2019-08-19",27.360001
"57","2019-08-20",27.34
"58","2019-08-21",27.346001
"59","2019-08-22",26.9
"60","2019-08-23",27.299999
"61","2019-08-26",26.299999
"62","2019-08-27",26.521999
"63","2019-08-28",26.719999
"64","2019-08-29",26.775
"65","2019-08-30",26.545
"66","2019-09-03",26.552
"67","2019-09-04",27.200001
"68","2019-09-05",26.75
"69","2019-09-06",26.9
"70","2019-09-09",26.99
"71","2019-09-10",26.747999
"72","2019-09-11",26.867001
"73","2019-09-12",26.503
"74","2019-09-13",26.278
"75","2019-09-16",26.25
"76","2019-09-17",26.639999
"77","2019-09-18",26.525
"78","2019-09-19",26.6
"79","2019-09-20",26.690001
"80","2019-09-23",26.548
"81","2019-09-24",26.57
"82","2019-09-25",26.688
"83","2019-09-26",26.603001
"84","2019-09-27",26.700001
"85","2019-09-30",26.700001
"86","2019-10-01",26.9
"87","2019-10-02",26.75
"88","2019-10-03",26.75
"89","2019-10-04",27.139999
"90","2019-10-07",26.863001
"91","2019-10-08",26.855
"92","2019-10-09",26.940001
"93","2019-10-10",26.75
"94","2019-10-11",26.849001
"95","2019-10-14",26.790001
"96","2019-10-15",27.16
"97","2019-10-16",26.642
"98","2019-10-17",26.601
"99","2019-10-18",26.642
"100","2019-10-21",26.700001
"101","2019-10-22",26.700001
"102","2019-10-23",26.75
"103","2019-10-24",26.6
"104","2019-10-25",26.91
"105","2019-10-28",26.68
"106","2019-10-29",26.702999
"107","2019-10-30",26.719999
"108","2019-10-31",26.940001
"109","2019-11-01",26.875
"110","2019-11-04",27.09
"111","2019-11-05",26.959999
"112","2019-11-06",26.959999
"113","2019-11-07",26.9
"114","2019-11-08",26.709999
"115","2019-11-11",26.891001
"116","2019-11-12",26.893999
"117","2019-11-13",26.924999
"118","2019-11-14",26.729
"119","2019-11-15",26.903
"120","2019-11-18",26.92
"121","2019-11-19",26.867001
"122","2019-11-20",26.822001
"123","2019-11-21",26.875
"124","2019-11-22",26.68
"125","2019-11-25",26.68
"126","2019-11-26",26.68
"127","2019-11-27",26.76
"128","2019-11-29",26.860001
"129","2019-12-02",26.629
"130","2019-12-03",26.74
"131","2019-12-04",26.950001
"132","2019-12-05",26.65
"133","2019-12-06",26.85
"134","2019-12-09",26.68
"135","2019-12-10",26.781
"136","2019-12-11",26.629999
"137","2019-12-12",26.716
"138","2019-12-13",26.631001
"139","2019-12-16",26.66
"140","2019-12-17",26.4
"141","2019-12-18",26.452999
"142","2019-12-19",26.48
"143","2019-12-20",26.451
"144","2019-12-23",26.379999
"145","2019-12-24",26.77
"146","2019-12-26",26.889999
"147","2019-12-27",26.889999
"148","2019-12-30",27.129999
"149","2019-12-31",26.868
"150","2020-01-02",26.9
"151","2020-01-03",27.030001
"152","2020-01-06",26.98
"153","2020-01-07",26.813
"154","2020-01-08",26.65
"155","2020-01-09",26.700001
"156","2020-01-10",26.75
"157","2020-01-13",26.700001
"158","2020-01-14",26.75
"159","2020-01-15",26.905001
"160","2020-01-16",26.737
"161","2020-01-17",26.75
"162","2020-01-21",26.6
"163","2020-01-22",26.799999
"164","2020-01-23",26.940001
"165","2020-01-24",26.858999
"166","2020-01-27",26.719999
"167","2020-01-28",26.65
"168","2020-01-29",26.65
"169","2020-01-30",26.6
"170","2020-01-31",26.799999
"171","2020-02-03",26.719999
"172","2020-02-04",26.66
"173","2020-02-05",26.6
"174","2020-02-06",26.5
"175","2020-02-07",26.5
"176","2020-02-10",26.74
"177","2020-02-11",26.75
"178","2020-02-12",26.85
"179","2020-02-13",26.996
"180","2020-02-14",27
"181","2020-02-18",26.739
"182","2020-02-19",26.99
"183","2020-02-20",26.900999
"184","2020-02-21",26.700001
"185","2020-02-24",26.5
"186","2020-02-25",26.5
"187","2020-02-26",26.65
"188","2020-02-27",27.084
"189","2020-02-28",26.93
"190","2020-03-02",26.48
"191","2020-03-03",26.65
"192","2020-03-04",26.709999
"193","2020-03-05",26.620001
"194","2020-03-06",26.851999
"195","2020-03-09",25.5
"196","2020-03-10",25.700001
"197","2020-03-11",26.25
"198","2020-03-12",23.5
"199","2020-03-13",25.85
"200","2020-03-16",25.6
"201","2020-03-17",22.389999
"202","2020-03-18",19.07
"203","2020-03-19",19
"204","2020-03-20",18.370001
"205","2020-03-23",12.26
"206","2020-03-24",16.5
"207","2020-03-25",15.7
"208","2020-03-26",19.5
"209","2020-03-27",20.700001
"210","2020-03-30",19.83
"211","2020-03-31",19.4
"212","2020-04-01",18.25
"213","2020-04-02",17.1
"214","2020-04-03",17.76
"215","2020-04-06",17.110001
"216","2020-04-07",16.5
"217","2020-04-08",18.76
"218","2020-04-09",20.5
"219","2020-04-13",20.5
"220","2020-04-14",21.950001
"221","2020-04-15",21.209999
"222","2020-04-16",21.799999
"223","2020-04-17",21.752001
"224","2020-04-20",21.799999
"225","2020-04-21",21.299999
"226","2020-04-22",21.74
"227","2020-04-23",21.5
"228","2020-04-24",22.393
"229","2020-04-27",21.950001
"230","2020-04-28",21.27
"231","2020-04-29",20.870001
"232","2020-04-30",21.280001
"233","2020-05-01",21.35
"234","2020-05-04",21.715
"235","2020-05-05",21.815001
"236","2020-05-06",21.959999
"237","2020-05-07",22.000999
"238","2020-05-08",22.49
"239","2020-05-11",22.4
"240","2020-05-12",22.5
"241","2020-05-13",21.450001
"242","2020-05-14",21.5
"243","2020-05-15",21.25
"244","2020-05-18",21.733
"245","2020-05-19",21.389999
"246","2020-05-20",21.754999
"247","2020-05-21",21.872999
"248","2020-05-22",21.975
"249","2020-05-26",22.587
"250","2020-05-27",22.309999
"251","2020-05-28",22.75
"252","2020-05-29",22.75
"253","2020-06-01",23.24
"254","2020-06-02",22.65
"255","2020-06-03",23.549999
"256","2020-06-04",24.094
"257","2020-06-05",23.950001
"258","2020-06-08",24.049999
"259","2020-06-09",24.02
"260","2020-06-10",24.02
"261","2020-06-11",23.75
"262","2020-06-12",23.386999
"263","2020-06-15",23.4
"264","2020-06-16",23.4
"265","2020-06-17",23
"266","2020-06-18",23.299999
"267","2020-06-19",23.351999
"268","2020-06-22",22.975
"269","2020-06-23",23.85
"270","2020-06-24",23.6
"271","2020-06-25",23.200001
"272","2020-06-26",23.254999
"273","2020-06-29",23
"274","2020-06-30",22.98
"275","2020-07-01",22.58
"276","2020-07-02",23.389999
"277","2020-07-06",23.93
"278","2020-07-07",22.75
