"","date","ADSK"
"1","2007-01-03",40.560001
"2","2007-01-04",41.330002
"3","2007-01-05",41.93
"4","2007-01-08",41.799999
"5","2007-01-09",42.32
"6","2007-01-10",42.720001
"7","2007-01-11",43.919998
"8","2007-01-12",43.740002
"9","2007-01-16",44.200001
"10","2007-01-17",44.490002
"11","2007-01-18",43.09
"12","2007-01-19",42.23
"13","2007-01-22",42.419998
"14","2007-01-23",42.700001
"15","2007-01-24",42.830002
"16","2007-01-25",42.27
"17","2007-01-26",42.450001
"18","2007-01-29",42.200001
"19","2007-01-30",43.380001
"20","2007-01-31",43.720001
"21","2007-02-01",44.259998
"22","2007-02-02",44.290001
"23","2007-02-05",44.720001
"24","2007-02-06",43.720001
"25","2007-02-07",42.290001
"26","2007-02-08",42.259998
"27","2007-02-09",41.93
"28","2007-02-12",41.48
"29","2007-02-13",41.330002
"30","2007-02-14",42.68
"31","2007-02-15",42.610001
"32","2007-02-16",42.209999
"33","2007-02-20",42.189999
"34","2007-02-21",42.02
"35","2007-02-22",42.130001
"36","2007-02-23",42.470001
"37","2007-02-26",42.18
"38","2007-02-27",40.799999
"39","2007-02-28",41.150002
"40","2007-03-01",40.32
"41","2007-03-02",39.790001
"42","2007-03-05",38.830002
"43","2007-03-06",39.34
"44","2007-03-07",38.939999
"45","2007-03-08",38.529999
"46","2007-03-09",38.540001
"47","2007-03-12",38.459999
"48","2007-03-13",37.439999
"49","2007-03-14",37.759998
"50","2007-03-15",37.599998
"51","2007-03-16",37.400002
"52","2007-03-19",37.830002
"53","2007-03-20",38.599998
"54","2007-03-21",39.689999
"55","2007-03-22",38.950001
"56","2007-03-23",38.380001
"57","2007-03-26",38.040001
"58","2007-03-27",37.759998
"59","2007-03-28",37.59
"60","2007-03-29",37.150002
"61","2007-03-30",37.599998
"62","2007-04-02",38.25
"63","2007-04-03",38.490002
"64","2007-04-04",38.869999
"65","2007-04-05",39.549999
"66","2007-04-09",38.84
"67","2007-04-10",40.330002
"68","2007-04-11",39.41
"69","2007-04-12",39.639999
"70","2007-04-13",39.240002
"71","2007-04-16",39.709999
"72","2007-04-17",39.810001
"73","2007-04-18",39.689999
"74","2007-04-19",39.610001
"75","2007-04-20",39.650002
"76","2007-04-23",39.779999
"77","2007-04-24",40.540001
"78","2007-04-25",41.040001
"79","2007-04-26",41.759998
"80","2007-04-27",41.990002
"81","2007-04-30",41.27
"82","2007-05-01",41.400002
"83","2007-05-02",41.93
"84","2007-05-03",41.529999
"85","2007-05-04",41.700001
"86","2007-05-07",41.900002
"87","2007-05-08",42.709999
"88","2007-05-09",42.93
"89","2007-05-10",42.34
"90","2007-05-11",43.27
"91","2007-05-14",43.419998
"92","2007-05-15",43.080002
"93","2007-05-16",43.799999
"94","2007-05-17",43.299999
"95","2007-05-18",44.299999
"96","2007-05-21",45.130001
"97","2007-05-22",45.529999
"98","2007-05-23",45.509998
"99","2007-05-24",44.740002
"100","2007-05-25",44.970001
"101","2007-05-29",44.900002
"102","2007-05-30",45.029999
"103","2007-05-31",45.450001
"104","2007-06-01",44.900002
"105","2007-06-04",45.099998
"106","2007-06-05",44.790001
"107","2007-06-06",44.549999
"108","2007-06-07",43.669998
"109","2007-06-08",44.18
"110","2007-06-11",44.830002
"111","2007-06-12",45.790001
"112","2007-06-13",47.040001
"113","2007-06-14",45.290001
"114","2007-06-15",45
"115","2007-06-18",45.5
"116","2007-06-19",46.5
"117","2007-06-20",46.639999
"118","2007-06-21",47.169998
"119","2007-06-22",46.66
"120","2007-06-25",46.91
"121","2007-06-26",47.139999
"122","2007-06-27",47.720001
"123","2007-06-28",47.77
"124","2007-06-29",47.080002
"125","2007-07-02",47.290001
"126","2007-07-03",46.099998
"127","2007-07-05",45.790001
"128","2007-07-06",45.200001
"129","2007-07-09",44.959999
"130","2007-07-10",44.900002
"131","2007-07-11",45.380001
"132","2007-07-12",46.900002
"133","2007-07-13",47
"134","2007-07-16",47.029999
"135","2007-07-17",47.299999
"136","2007-07-18",46.77
"137","2007-07-19",47.900002
"138","2007-07-20",44.540001
"139","2007-07-23",44.720001
"140","2007-07-24",44.34
"141","2007-07-25",44.169998
"142","2007-07-26",43.630001
"143","2007-07-27",43.290001
"144","2007-07-30",43.830002
"145","2007-07-31",42.369999
"146","2007-08-01",43.689999
"147","2007-08-02",41.700001
"148","2007-08-03",40.470001
"149","2007-08-06",41.459999
"150","2007-08-07",42.91
"151","2007-08-08",44.029999
"152","2007-08-09",43.630001
"153","2007-08-10",43.130001
"154","2007-08-13",44.619999
"155","2007-08-14",43.869999
"156","2007-08-15",42.610001
"157","2007-08-16",42.610001
"158","2007-08-17",44.900002
"159","2007-08-20",46.450001
"160","2007-08-21",45.689999
"161","2007-08-22",46.080002
"162","2007-08-23",45.040001
"163","2007-08-24",45.549999
"164","2007-08-27",45.470001
"165","2007-08-28",44.029999
"166","2007-08-29",45.139999
"167","2007-08-30",45.400002
"168","2007-08-31",46.32
"169","2007-09-04",46.580002
"170","2007-09-05",46.84
"171","2007-09-06",46.720001
"172","2007-09-07",45.150002
"173","2007-09-10",45.439999
"174","2007-09-11",46.549999
"175","2007-09-12",46.790001
"176","2007-09-13",47.240002
"177","2007-09-14",47.560001
"178","2007-09-17",47.209999
"179","2007-09-18",48.849998
"180","2007-09-19",49.900002
"181","2007-09-20",49.310001
"182","2007-09-21",48.720001
"183","2007-09-24",48.41
"184","2007-09-25",49.889999
"185","2007-09-26",50.099998
"186","2007-09-27",49.799999
"187","2007-09-28",49.970001
"188","2007-10-01",49.82
"189","2007-10-02",49.91
"190","2007-10-03",49.639999
"191","2007-10-04",49.970001
"192","2007-10-05",50.560001
"193","2007-10-08",50.75
"194","2007-10-09",50.75
"195","2007-10-10",50.700001
"196","2007-10-11",49.959999
"197","2007-10-12",50.799999
"198","2007-10-15",49.849998
"199","2007-10-16",49.18
"200","2007-10-17",48.369999
"201","2007-10-18",49.07
"202","2007-10-19",46.959999
"203","2007-10-22",47.490002
"204","2007-10-23",47.220001
"205","2007-10-24",47.189999
"206","2007-10-25",47.25
"207","2007-10-26",47.650002
"208","2007-10-29",47.709999
"209","2007-10-30",46.959999
"210","2007-10-31",48.900002
"211","2007-11-01",47.799999
"212","2007-11-02",48.810001
"213","2007-11-05",48.099998
"214","2007-11-06",49.709999
"215","2007-11-07",48.419998
"216","2007-11-08",47.360001
"217","2007-11-09",46.16
"218","2007-11-12",44.84
"219","2007-11-13",47.990002
"220","2007-11-14",47.529999
"221","2007-11-15",47.459999
"222","2007-11-16",46.41
"223","2007-11-19",46.07
"224","2007-11-20",46.34
"225","2007-11-21",45.23
"226","2007-11-23",45.790001
"227","2007-11-26",44.560001
"228","2007-11-27",45.869999
"229","2007-11-28",46.619999
"230","2007-11-29",47.459999
"231","2007-11-30",47.09
"232","2007-12-03",47.529999
"233","2007-12-04",47.59
"234","2007-12-05",48.720001
"235","2007-12-06",48.09
"236","2007-12-07",48.200001
"237","2007-12-10",49.68
"238","2007-12-11",49.099998
"239","2007-12-12",49.5
"240","2007-12-13",50.330002
"241","2007-12-14",49.560001
"242","2007-12-17",48.549999
"243","2007-12-18",49.779999
"244","2007-12-19",49.68
"245","2007-12-20",50.5
"246","2007-12-21",50.990002
"247","2007-12-24",51.02
"248","2007-12-26",51.040001
"249","2007-12-27",49.849998
"250","2007-12-28",50.259998
"251","2007-12-31",49.759998
"252","2008-01-02",48.240002
"253","2008-01-03",47.84
"254","2008-01-04",45.700001
"255","2008-01-07",46.720001
"256","2008-01-08",44.82
"257","2008-01-09",44.389999
"258","2008-01-10",44.66
"259","2008-01-11",43.18
"260","2008-01-14",44.32
"261","2008-01-15",42.650002
"262","2008-01-16",42.490002
"263","2008-01-17",40.889999
"264","2008-01-18",41.240002
"265","2008-01-22",40.110001
"266","2008-01-23",40.75
"267","2008-01-24",42.439999
"268","2008-01-25",41.299999
"269","2008-01-28",41.139999
"270","2008-01-29",40.779999
"271","2008-01-30",40.970001
"272","2008-01-31",41.150002
"273","2008-02-01",41.959999
"274","2008-02-04",41.220001
"275","2008-02-05",39.849998
"276","2008-02-06",38.720001
"277","2008-02-07",38.57
"278","2008-02-08",38.939999
"279","2008-02-11",39.25
"280","2008-02-12",38.48
"281","2008-02-13",38.740002
"282","2008-02-14",38.700001
"283","2008-02-15",38.150002
"284","2008-02-19",37.900002
"285","2008-02-20",38.389999
"286","2008-02-21",38.950001
"287","2008-02-22",38.599998
"288","2008-02-25",39.299999
"289","2008-02-26",39.099998
"290","2008-02-27",32.990002
"291","2008-02-28",33.110001
"292","2008-02-29",31.09
"293","2008-03-03",30.35
"294","2008-03-04",29.9
"295","2008-03-05",31.51
"296","2008-03-06",31.200001
"297","2008-03-07",31.610001
"298","2008-03-10",31.549999
"299","2008-03-11",33.209999
"300","2008-03-12",32.900002
"301","2008-03-13",34.529999
"302","2008-03-14",34.080002
"303","2008-03-17",33.91
"304","2008-03-18",33.049999
"305","2008-03-19",31.389999
"306","2008-03-20",32
"307","2008-03-24",32.630001
"308","2008-03-25",33.119999
"309","2008-03-26",32.740002
"310","2008-03-27",31.43
"311","2008-03-28",31.77
"312","2008-03-31",31.48
"313","2008-04-01",32.830002
"314","2008-04-02",33.130001
"315","2008-04-03",33.490002
"316","2008-04-04",33.830002
"317","2008-04-07",33.73
"318","2008-04-08",33.610001
"319","2008-04-09",32.700001
"320","2008-04-10",33.110001
"321","2008-04-11",31.99
"322","2008-04-14",31.68
"323","2008-04-15",31.469999
"324","2008-04-16",32.599998
"325","2008-04-17",32.220001
"326","2008-04-18",33.27
"327","2008-04-21",33.75
"328","2008-04-22",34.07
"329","2008-04-23",35.549999
"330","2008-04-24",37.529999
"331","2008-04-25",39.380001
"332","2008-04-28",38.549999
"333","2008-04-29",38.919998
"334","2008-04-30",38
"335","2008-05-01",39.310001
"336","2008-05-02",39.419998
"337","2008-05-05",38.349998
"338","2008-05-06",39.290001
"339","2008-05-07",38.240002
"340","2008-05-08",38.830002
"341","2008-05-09",39.099998
"342","2008-05-12",39.669998
"343","2008-05-13",40.080002
