"","date","CFX"
"176","2009-01-16",10.13
"177","2009-01-20",9.16
"178","2009-01-21",10.28
"179","2009-01-22",9.71
"180","2009-01-23",10.19
"181","2009-01-26",9.52
"182","2009-01-27",9.22
"183","2009-01-28",10.62
"184","2009-01-29",9.08
"185","2009-01-30",9.12
"186","2009-02-02",9.17
"187","2009-02-03",9.52
"188","2009-02-04",9.45
"189","2009-02-05",9.75
"190","2009-02-06",9.98
"191","2009-02-09",9.93
"192","2009-02-10",9.25
"193","2009-02-11",9.76
"194","2009-02-12",9.43
"195","2009-02-13",9.71
"196","2009-02-17",9.21
"197","2009-02-18",9.1
"198","2009-02-19",10.13
"199","2009-02-20",8.19
"200","2009-02-23",7.37
"201","2009-02-24",7.98
"202","2009-02-25",7.23
"203","2009-02-26",7.32
"204","2009-02-27",7.27
"205","2009-03-02",6.91
"206","2009-03-03",6.65
"207","2009-03-04",6.64
"208","2009-03-05",6.11
"209","2009-03-06",6.01
"210","2009-03-09",5.41
"211","2009-03-10",5.9
"212","2009-03-11",5.91
"213","2009-03-12",6.96
"214","2009-03-13",7.44
"215","2009-03-16",7.37
"216","2009-03-17",7.52
"217","2009-03-18",7.35
"218","2009-03-19",7.33
"219","2009-03-20",7.11
"220","2009-03-23",7.3
"221","2009-03-24",7.16
"222","2009-03-25",7.35
"223","2009-03-26",7.5
"224","2009-03-27",7.07
"225","2009-03-30",6.8
"226","2009-03-31",6.87
"227","2009-04-01",7.27
"228","2009-04-02",7.65
"229","2009-04-03",7.55
"230","2009-04-06",7.55
"231","2009-04-07",7.32
"232","2009-04-08",7.09
"233","2009-04-09",7.34
"234","2009-04-13",7.1
"235","2009-04-14",6.25
"236","2009-04-15",6.91
"237","2009-04-16",6.91
"238","2009-04-17",6.61
"239","2009-04-20",6.18
"240","2009-04-21",6.65
"241","2009-04-22",7.36
"242","2009-04-23",7.68
"243","2009-04-24",7.72
"244","2009-04-27",7.65
"245","2009-04-28",7.73
"246","2009-04-29",8.53
"247","2009-04-30",8.63
"248","2009-05-01",8.71
"249","2009-05-04",9.4
"250","2009-05-05",9.33
"251","2009-05-06",9.11
"252","2009-05-07",8.4
"253","2009-05-08",8.29
"254","2009-05-11",8.52
"255","2009-05-12",8.12
"256","2009-05-13",7.18
"257","2009-05-14",7.19
"258","2009-05-15",7.27
"259","2009-05-18",7.6
"260","2009-05-19",8
"261","2009-05-20",8.39
"262","2009-05-21",8
"263","2009-05-22",7.55
"264","2009-05-26",8.38
"265","2009-05-27",8.26
"266","2009-05-28",7.78
"267","2009-05-29",8.14
"268","2009-06-01",8.74
"269","2009-06-02",8.68
"270","2009-06-03",8.34
"271","2009-06-04",8.92
"272","2009-06-05",8.92
"273","2009-06-08",9.07
"274","2009-06-09",9.01
"275","2009-06-10",9.11
"276","2009-06-11",9.13
"277","2009-06-12",8.9
"278","2009-06-15",8.1
"279","2009-06-16",7.9
"280","2009-06-17",7.82
"281","2009-06-18",7.52
"282","2009-06-19",7.88
"283","2009-06-22",8.17
"284","2009-06-23",7.63
"285","2009-06-24",7.63
"286","2009-06-25",7.69
"287","2009-06-26",7.85
"288","2009-06-29",7.66
"289","2009-06-30",7.72
"290","2009-07-01",7.85
"291","2009-07-02",7.51
"292","2009-07-06",7.5
"293","2009-07-07",7.45
"294","2009-07-08",7.29
"295","2009-07-09",7.26
"296","2009-07-10",7.28
"297","2009-07-13",7.56
"298","2009-07-14",7.64
"299","2009-07-15",8.01
"300","2009-07-16",8.11
"301","2009-07-17",8.39
"302","2009-07-20",8.62
"303","2009-07-21",8.74
"304","2009-07-22",8.57
"305","2009-07-23",8.94
"306","2009-07-24",9.03
"307","2009-07-27",9.22
"308","2009-07-28",9.27
"309","2009-07-29",8.76
"310","2009-07-30",8.91
"311","2009-07-31",9.47
"312","2009-08-03",9.57
"313","2009-08-04",9.76
"314","2009-08-05",9.91
"315","2009-08-06",11.02
"316","2009-08-07",11.63
"317","2009-08-10",11.83
"318","2009-08-11",11.34
"319","2009-08-12",11.69
"320","2009-08-13",11.43
"321","2009-08-14",11.07
"322","2009-08-17",10.55
"323","2009-08-18",10.83
"324","2009-08-19",10.98
"325","2009-08-20",10.96
"326","2009-08-21",11.24
"327","2009-08-24",10.94
"328","2009-08-25",10.97
"329","2009-08-26",11.03
"330","2009-08-27",10.77
"331","2009-08-28",10.65
"332","2009-08-31",10.6
"333","2009-09-01",10.4
"334","2009-09-02",10.4
"335","2009-09-03",10.47
"336","2009-09-04",10.83
"337","2009-09-08",10.82
"338","2009-09-09",11.09
"339","2009-09-10",11.11
"340","2009-09-11",11.57
"341","2009-09-14",11.75
"342","2009-09-15",11.84
"343","2009-09-16",11.49
"344","2009-09-17",11.23
"345","2009-09-18",11.5
"346","2009-09-21",11.42
"347","2009-09-22",11.34
"348","2009-09-23",11.05
"349","2009-09-24",10.3
"350","2009-09-25",10.4
"351","2009-09-28",10.73
"352","2009-09-29",10.78
"353","2009-09-30",10.63
"354","2009-10-01",10.29
"355","2009-10-02",10.31
"356","2009-10-05",10.71
"357","2009-10-06",11.16
"358","2009-10-07",11.06
"359","2009-10-08",11.44
"360","2009-10-09",11.52
"361","2009-10-12",11.77
"362","2009-10-13",11.82
"363","2009-10-14",12.04
"364","2009-10-15",12
"365","2009-10-16",11.7
"366","2009-10-19",12.13
"367","2009-10-20",12.05
"368","2009-10-21",11.83
"369","2009-10-22",12.23
"370","2009-10-23",11.99
"371","2009-10-26",11.82
"372","2009-10-27",12
"373","2009-10-28",11.34
"374","2009-10-29",11.66
"375","2009-10-30",10.88
"376","2009-11-02",10.89
"377","2009-11-03",11.54
"378","2009-11-04",11.39
"379","2009-11-05",12.09
"380","2009-11-06",12.04
"381","2009-11-09",12.5
"382","2009-11-10",12.42
"383","2009-11-11",12.42
"384","2009-11-12",12.14
"385","2009-11-13",11.98
"386","2009-11-16",12.5
"387","2009-11-17",12.34
"388","2009-11-18",12.14
"389","2009-11-19",11.76
"390","2009-11-20",12.08
"391","2009-11-23",12.43
"392","2009-11-24",12.49
"393","2009-11-25",12.28
"394","2009-11-27",11.89
"395","2009-11-30",12.42
"396","2009-12-01",12.49
"397","2009-12-02",12.53
"398","2009-12-03",12.43
"399","2009-12-04",12.76
"400","2009-12-07",13.63
"401","2009-12-08",13.39
"402","2009-12-09",12.31
"403","2009-12-10",12.38
"404","2009-12-11",12.48
"405","2009-12-14",12.77
"406","2009-12-15",12.89
"407","2009-12-16",12.61
"408","2009-12-17",12.52
"409","2009-12-18",12.95
"410","2009-12-21",12.71
"411","2009-12-22",12.66
"412","2009-12-23",12.7
"413","2009-12-24",12.62
"414","2009-12-28",12.49
"415","2009-12-29",12.48
"416","2009-12-30",12.11
"417","2009-12-31",12.04
"418","2010-01-04",12.38
"419","2010-01-05",12
"420","2010-01-06",11.77
"421","2010-01-07",12.14
"422","2010-01-08",12.24
"423","2010-01-11",12.27
"424","2010-01-12",12.08
"425","2010-01-13",12.04
"426","2010-01-14",12.21
"427","2010-01-15",12.26
"428","2010-01-19",12.43
"429","2010-01-20",12.16
"430","2010-01-21",11.73
"431","2010-01-22",11.68
"432","2010-01-25",11.73
"433","2010-01-26",11.59
"434","2010-01-27",11.9
"435","2010-01-28",11.59
"436","2010-01-29",11.27
"437","2010-02-01",11.46
"438","2010-02-02",11.16
"439","2010-02-03",11.2
"440","2010-02-04",10.81
"441","2010-02-05",10.74
"442","2010-02-08",10.7
"443","2010-02-09",10.76
"444","2010-02-10",11.13
"445","2010-02-11",11.46
"446","2010-02-12",11.63
"447","2010-02-16",12.16
"448","2010-02-17",11.88
"449","2010-02-18",11.35
"450","2010-02-19",11.46
"451","2010-02-22",11.43
"452","2010-02-23",11.22
"453","2010-02-24",11.23
"454","2010-02-25",11.53
"455","2010-02-26",11.33
"456","2010-03-01",11.79
"457","2010-03-02",11.6
"458","2010-03-03",11.59
"459","2010-03-04",11.4
"460","2010-03-05",11.68
"461","2010-03-08",11.55
"462","2010-03-09",11.53
"463","2010-03-10",11.31
"464","2010-03-11",11.28
"465","2010-03-12",11.4
"466","2010-03-15",11.33
"467","2010-03-16",11.33
"468","2010-03-17",11.48
"469","2010-03-18",11.37
"470","2010-03-19",11.11
"471","2010-03-22",11.25
"472","2010-03-23",11.6
"473","2010-03-24",11.84
"474","2010-03-25",11.65
"475","2010-03-26",11.67
"476","2010-03-29",11.85
"477","2010-03-30",11.95
"478","2010-03-31",11.77
"479","2010-04-01",11.58
"480","2010-04-05",11.97
"481","2010-04-06",12.1
"482","2010-04-07",11.82
"483","2010-04-08",12.03
"484","2010-04-09",12.07
"485","2010-04-12",12.09
"486","2010-04-13",11.97
"487","2010-04-14",12.45
"488","2010-04-15",12.8
"489","2010-04-16",12.76
"490","2010-04-19",12.69
"491","2010-04-20",12.91
"492","2010-04-21",13.2
"493","2010-04-22",13.52
"494","2010-04-23",13.74
"495","2010-04-26",13.91
"496","2010-04-27",13.47
"497","2010-04-28",13.55
"498","2010-04-29",13.67
"499","2010-04-30",13.05
"500","2010-05-03",13.67
"501","2010-05-04",13.19
"502","2010-05-05",13.08
"503","2010-05-06",12.42
"504","2010-05-07",12.39
"505","2010-05-10",12.99
"506","2010-05-11",13.14
"507","2010-05-12",13.49
"508","2010-05-13",13.46
"509","2010-05-14",13
"510","2010-05-17",12.93
"511","2010-05-18",12.66
"512","2010-05-19",12.44
"513","2010-05-20",11.67
"514","2010-05-21",11.71
"515","2010-05-24",11.72
"516","2010-05-25",11.39
"517","2010-05-26",11.72
"518","2010-05-27",12.16
"519","2010-05-28",11.93
"520","2010-06-01",11.49
"521","2010-06-02",11.91
"522","2010-06-03",11.89
"523","2010-06-04",11.02
"524","2010-06-07",10.88
"525","2010-06-08",11
"526","2010-06-09",11.1
"527","2010-06-10",11.49
"528","2010-06-11",11.73
"529","2010-06-14",11.55
"530","2010-06-15",11.94
"531","2010-06-16",11.89
"532","2010-06-17",11.84
"533","2010-06-18",11.83
"534","2010-06-21",11.9
"535","2010-06-22",11.73
"536","2010-06-23",11.47
"537","2010-06-24",11.25
"538","2010-06-25",11.3
"539","2010-06-28",11.28
"540","2010-06-29",10.62
"541","2010-06-30",10.41
"542","2010-07-01",10.3
"543","2010-07-02",10.26
"544","2010-07-06",10.58
"545","2010-07-07",10.79
"546","2010-07-08",10.71
"547","2010-07-09",10.7
"548","2010-07-12",10.48
"549","2010-07-13",10.87
"550","2010-07-14",10.89
"551","2010-07-15",10.79
"552","2010-07-16",10.4
"553","2010-07-19",10.45
"554","2010-07-20",10.62
"555","2010-07-21",10.79
"556","2010-07-22",11.27
"557","2010-07-23",11.71
"558","2010-07-26",11.92
"559","2010-07-27",11.66
"560","2010-07-28",11.53
"561","2010-07-29",12.49
"562","2010-07-30",12.95
"563","2010-08-02",13.01
"564","2010-08-03",12.93
"565","2010-08-04",13.21
"566","2010-08-05",13.05
"567","2010-08-06",13.01
"568","2010-08-09",13.24
"569","2010-08-10",13.01
"570","2010-08-11",12.25
"571","2010-08-12",12.26
"572","2010-08-13",12.39
"573","2010-08-16",12.62
"574","2010-08-17",13.14
"575","2010-08-18",13.07
"576","2010-08-19",12.6
"577","2010-08-20",12.65
"578","2010-08-23",12.5
"579","2010-08-24",12.42
"580","2010-08-25",12.51
"581","2010-08-26",12.52
"582","2010-08-27",13.05
"583","2010-08-30",12.53
"584","2010-08-31",12.49
"585","2010-09-01",13.29
"586","2010-09-02",13.47
"587","2010-09-03",13.73
"588","2010-09-07",13.43
"589","2010-09-08",13.75
"590","2010-09-09",13.74
"591","2010-09-10",13.64
"592","2010-09-13",14.18
"593","2010-09-14",14.12
"594","2010-09-15",14.25
"595","2010-09-16",13.95
"596","2010-09-17",13.9
"597","2010-09-20",14.04
"598","2010-09-21",13.91
"599","2010-09-22",13.76
"600","2010-09-23",13.81
"601","2010-09-24",14.55
"602","2010-09-27",14.48
"603","2010-09-28",14.68
"604","2010-09-29",14.86
"605","2010-09-30",14.87
"606","2010-10-01",15.02
"607","2010-10-04",14.68
"608","2010-10-05",15.29
"609","2010-10-06",15.27
"610","2010-10-07",15.31
"611","2010-10-08",15.57
"612","2010-10-11",15.6
"613","2010-10-12",15.34
"614","2010-10-13",15.68
"615","2010-10-14",15.69
"616","2010-10-15",15.75
"617","2010-10-18",15.7
"618","2010-10-19",15.32
"619","2010-10-20",15.49
"620","2010-10-21",15.73
"621","2010-10-22",15.84
"622","2010-10-25",16.049999
"623","2010-10-26",15.88
"624","2010-10-27",15.79
"625","2010-10-28",16.02
"626","2010-10-29",16.07
"627","2010-11-01",16.1
"628","2010-11-02",16.549999
"629","2010-11-03",16.549999
"630","2010-11-04",16.75
"631","2010-11-05",16.82
"632","2010-11-08",16.969999
"633","2010-11-09",16.65
"634","2010-11-10",16.76
"635","2010-11-11",16.73
"636","2010-11-12",16.389999
"637","2010-11-15",16.66
"638","2010-11-16",16.360001
"639","2010-11-17",16.440001
"640","2010-11-18",16.92
"641","2010-11-19",16.959999
"642","2010-11-22",17
"643","2010-11-23",17
"644","2010-11-24",17.34
"645","2010-11-26",17.27
"646","2010-11-29",16.99
"647","2010-11-30",16.879999
"648","2010-12-01",17.02
"649","2010-12-02",17.219999
"650","2010-12-03",17.23
"651","2010-12-06",17.34
"652","2010-12-07",17.43
"653","2010-12-08",17.620001
"654","2010-12-09",17.76
"655","2010-12-10",18.15
"656","2010-12-13",18.1
"657","2010-12-14",18.33
"658","2010-12-15",18.299999
"659","2010-12-16",18.620001
"660","2010-12-17",18.530001
"661","2010-12-20",18.549999
"662","2010-12-21",18.9
"663","2010-12-22",18.84
"664","2010-12-23",18.67
"665","2010-12-27",18.76
"666","2010-12-28",18.57
"667","2010-12-29",18.360001
"668","2010-12-30",18.4
"669","2010-12-31",18.41
"670","2011-01-03",18.75
"671","2011-01-04",18.42
"672","2011-01-05",18.33
"673","2011-01-06",18.17
"674","2011-01-07",18.209999
"675","2011-01-10",18.42
"676","2011-01-11",18.83
"677","2011-01-12",19
"678","2011-01-13",18.82
"679","2011-01-14",19.040001
"680","2011-01-18",18.92
"681","2011-01-19",18.290001
"682","2011-01-20",18.25
"683","2011-01-21",18.23
"684","2011-01-24",18.25
"685","2011-01-25",18.32
"686","2011-01-26",19.01
"687","2011-01-27",18.879999
"688","2011-01-28",18.18
"689","2011-01-31",18.639999
"690","2011-02-01",19.07
"691","2011-02-02",18.809999
"692","2011-02-03",18.610001
"693","2011-02-04",18.469999
"694","2011-02-07",18.889999
"695","2011-02-08",18.85
"696","2011-02-09",18.77
"697","2011-02-10",18.799999
"698","2011-02-11",19.030001
"699","2011-02-14",18.9
"700","2011-02-15",20.799999
"701","2011-02-16",21.92
"702","2011-02-17",22.360001
"703","2011-02-18",22.5
"704","2011-02-22",22.49
"705","2011-02-23",21.629999
"706","2011-02-24",21.77
"707","2011-02-25",22.059999
"708","2011-02-28",22.18
"709","2011-03-01",22.08
"710","2011-03-02",22.059999
"711","2011-03-03",22.700001
"712","2011-03-04",21.99
"713","2011-03-07",21.549999
"714","2011-03-08",21.790001
"715","2011-03-09",21.790001
"716","2011-03-10",20.959999
"717","2011-03-11",20.790001
"718","2011-03-14",20.82
"719","2011-03-15",20.719999
"720","2011-03-16",20.42
"721","2011-03-17",20.66
"722","2011-03-18",21.27
"723","2011-03-21",21.709999
"724","2011-03-22",21.700001
"725","2011-03-23",21.450001
"726","2011-03-24",21.83
"727","2011-03-25",22.65
"728","2011-03-28",22.66
"729","2011-03-29",22.780001
"730","2011-03-30",22.9
"731","2011-03-31",22.950001
"732","2011-04-01",23.459999
"733","2011-04-04",23.07
"734","2011-04-05",23.23
"735","2011-04-06",23.01
"736","2011-04-07",22.799999
"737","2011-04-08",22.4
"738","2011-04-11",22.129999
"739","2011-04-12",21.700001
"740","2011-04-13",21.73
"741","2011-04-14",21.440001
"742","2011-04-15",21.860001
"743","2011-04-18",21.290001
"744","2011-04-19",21.290001
"745","2011-04-20",21.780001
"746","2011-04-21",22.059999
"747","2011-04-25",22.049999
"748","2011-04-26",22.299999
"749","2011-04-27",22.08
"750","2011-04-28",21.879999
"751","2011-04-29",21.85
"752","2011-05-02",21.51
"753","2011-05-03",20.85
"754","2011-05-04",20.99
"755","2011-05-05",21
"756","2011-05-06",21.01
"757","2011-05-09",21.43
"758","2011-05-10",22.43
"759","2011-05-11",22.16
"760","2011-05-12",22.25
"761","2011-05-13",22.059999
"762","2011-05-16",21.43
"763","2011-05-17",21.24
"764","2011-05-18",21.66
"765","2011-05-19",21.67
"766","2011-05-20",21.200001
"767","2011-05-23",20.799999
"768","2011-05-24",20.879999
"769","2011-05-25",21.280001
"770","2011-05-26",21.690001
"771","2011-05-27",22
"772","2011-05-31",22.530001
"773","2011-06-01",21.690001
"774","2011-06-02",21.940001
"775","2011-06-03",21.889999
"776","2011-06-06",21.889999
"777","2011-06-07",22.209999
"778","2011-06-08",22.84
"779","2011-06-09",23.52
"780","2011-06-10",23.139999
"781","2011-06-13",22.6
"782","2011-06-14",23.059999
"783","2011-06-15",22.57
"784","2011-06-16",23
"785","2011-06-17",23.200001
"786","2011-06-20",23.23
"787","2011-06-21",23.639999
"788","2011-06-22",23.299999
"789","2011-06-23",23.639999
"790","2011-06-24",23.360001
"791","2011-06-27",23.559999
"792","2011-06-28",24.5
"793","2011-06-29",24.76
"794","2011-06-30",24.799999
"795","2011-07-01",25.280001
"796","2011-07-05",25.84
"797","2011-07-06",25.85
"798","2011-07-07",26.02
"799","2011-07-08",26.190001
"800","2011-07-11",25.68
"801","2011-07-12",25.34
"802","2011-07-13",25.59
"803","2011-07-14",25.09
"804","2011-07-15",25.280001
"805","2011-07-18",25.25
"806","2011-07-19",26.139999
"807","2011-07-20",25.870001
"808","2011-07-21",26.15
"809","2011-07-22",25.959999
"810","2011-07-25",25.99
"811","2011-07-26",25.299999
"812","2011-07-27",24.620001
"813","2011-07-28",24.07
"814","2011-07-29",27.07
"815","2011-08-01",27.969999
"816","2011-08-02",27.440001
"817","2011-08-03",27.25
"818","2011-08-04",25.16
"819","2011-08-05",24.799999
"820","2011-08-08",23.5
"821","2011-08-09",25.18
"822","2011-08-10",24.68
"823","2011-08-11",25.440001
"824","2011-08-12",25.4
"825","2011-08-15",25.09
"826","2011-08-16",24.42
"827","2011-08-17",24.35
"828","2011-08-18",22.219999
"829","2011-08-19",21.65
"830","2011-08-22",21.85
"831","2011-08-23",23.200001
"832","2011-08-24",24.059999
"833","2011-08-25",22.790001
"834","2011-08-26",23.870001
"835","2011-08-29",24.49
"836","2011-08-30",25.049999
"837","2011-08-31",25.08
"838","2011-09-01",24.85
"839","2011-09-02",23.389999
"840","2011-09-06",22.9
"841","2011-09-07",24.219999
"842","2011-09-08",23.440001
"843","2011-09-09",23.040001
"844","2011-09-12",21.059999
"845","2011-09-13",21.91
"846","2011-09-14",21.700001
"847","2011-09-15",22.129999
"848","2011-09-16",23.450001
"849","2011-09-19",24.23
"850","2011-09-20",23.879999
"851","2011-09-21",23.709999
"852","2011-09-22",22.299999
"853","2011-09-23",21.889999
"854","2011-09-26",22
"855","2011-09-27",21.889999
"856","2011-09-28",21
"857","2011-09-29",21.73
"858","2011-09-30",20.26
"859","2011-10-03",19.07
"860","2011-10-04",19.889999
"861","2011-10-05",20.530001
"862","2011-10-06",21.780001
"863","2011-10-07",21.35
"864","2011-10-10",22.1
"865","2011-10-11",21.889999
"866","2011-10-12",21.58
"867","2011-10-13",21.27
"868","2011-10-14",21.6
"869","2011-10-17",20.809999
"870","2011-10-18",21.040001
"871","2011-10-19",20.58
"872","2011-10-20",20.129999
"873","2011-10-21",20.18
"874","2011-10-24",20.799999
"875","2011-10-25",20.42
"876","2011-10-26",21.120001
"877","2011-10-27",23.73
"878","2011-10-28",25.610001
"879","2011-10-31",25.26
"880","2011-11-01",24.559999
"881","2011-11-02",24.77
"882","2011-11-03",27.719999
"883","2011-11-04",27.540001
"884","2011-11-07",27.879999
"885","2011-11-08",28.360001
"886","2011-11-09",27.23
"887","2011-11-10",27
"888","2011-11-11",28.09
"889","2011-11-14",27.33
"890","2011-11-15",30.01
"891","2011-11-16",30.84
"892","2011-11-17",29.559999
"893","2011-11-18",28.610001
"894","2011-11-21",28.41
"895","2011-11-22",29.33
"896","2011-11-23",28.09
"897","2011-11-25",27.809999
"898","2011-11-28",28.870001
"899","2011-11-29",27.959999
"900","2011-11-30",29.309999
"901","2011-12-01",29.450001
"902","2011-12-02",30.389999
"903","2011-12-05",31.1
"904","2011-12-06",31.65
"905","2011-12-07",31.799999
"906","2011-12-08",31.25
"907","2011-12-09",31.139999
"908","2011-12-12",30.6
"909","2011-12-13",30.08
"910","2011-12-14",28.540001
"911","2011-12-15",28.719999
"912","2011-12-16",29.18
"913","2011-12-19",29.91
"914","2011-12-20",30.08
"915","2011-12-21",29.4
"916","2011-12-22",29.16
"917","2011-12-23",29.540001
"918","2011-12-27",28.99
"919","2011-12-28",27.99
"920","2011-12-29",28
"921","2011-12-30",28.48
"922","2012-01-03",28.25
"923","2012-01-04",28.360001
"924","2012-01-05",28.690001
"925","2012-01-06",29.559999
"926","2012-01-09",30.450001
"927","2012-01-10",32.25
"928","2012-01-11",31.93
"929","2012-01-12",32.900002
"930","2012-01-13",32.720001
"931","2012-01-17",32.57
"932","2012-01-18",33.310001
"933","2012-01-19",32.689999
"934","2012-01-20",32.439999
"935","2012-01-23",32.77
"936","2012-01-24",31.93
"937","2012-01-25",31.370001
"938","2012-01-26",31.059999
"939","2012-01-27",32.240002
"940","2012-01-30",30.799999
"941","2012-01-31",30.360001
"942","2012-02-01",30.92
"943","2012-02-02",31.66
"944","2012-02-03",33.259998
"945","2012-02-06",33.48
"946","2012-02-07",32.599998
"947","2012-02-08",32.830002
"948","2012-02-09",34.16
"949","2012-02-10",33.57
"950","2012-02-13",34.84
"951","2012-02-14",34.740002
"952","2012-02-15",35.119999
"953","2012-02-16",36.150002
"954","2012-02-17",35.68
"955","2012-02-21",36.029999
"956","2012-02-22",35.630001
"957","2012-02-23",35.599998
"958","2012-02-24",34.950001
"959","2012-02-27",35.139999
"960","2012-02-28",34.52
"961","2012-02-29",34.02
"962","2012-03-01",33.919998
"963","2012-03-02",33.599998
"964","2012-03-05",33.389999
"965","2012-03-06",32.59
"966","2012-03-07",33.450001
"967","2012-03-08",34.27
"968","2012-03-09",34.799999
"969","2012-03-12",34.57
"970","2012-03-13",35.439999
"971","2012-03-14",35.169998
"972","2012-03-15",35.380001
"973","2012-03-16",35.439999
"974","2012-03-19",35.16
"975","2012-03-20",34.77
"976","2012-03-21",33.939999
"977","2012-03-22",33.310001
"978","2012-03-23",33.540001
"979","2012-03-26",35.240002
"980","2012-03-27",35.75
"981","2012-03-28",35.299999
"982","2012-03-29",34.990002
"983","2012-03-30",35.240002
"984","2012-04-02",35.450001
"985","2012-04-03",34.93
"986","2012-04-04",33.759998
