"","date","MOGO"
"93","2017-09-26",3.28
"94","2017-09-27",3.28
"95","2017-09-28",3.28
"96","2017-09-29",3.28
"97","2017-10-02",3.28
"98","2017-10-03",3.28
"99","2017-10-04",3.28
"100","2017-10-05",3.09
"101","2017-10-06",3.09
"102","2017-10-09",3.09
"103","2017-10-10",3.09
"104","2017-10-11",3.09
"105","2017-10-12",2.96
"106","2017-10-13",2.96
"107","2017-10-16",2.96
"108","2017-10-17",3.158
"109","2017-10-18",3.158
"110","2017-10-19",3.158
"111","2017-10-20",3.158
"112","2017-10-23",3.158
"113","2017-10-24",3.158
"114","2017-10-25",3.158
"115","2017-10-26",3.158
"116","2017-10-27",3.158
"117","2017-10-30",4.029
"118","2017-10-31",4.52
"119","2017-11-01",4.18
"120","2017-11-02",4.11
"121","2017-11-03",4.305
"122","2017-11-06",4.413
"123","2017-11-07",4.351
"124","2017-11-08",4.592
"125","2017-11-09",4.697
"126","2017-11-10",4.647
"127","2017-11-13",4.325
"128","2017-11-14",4.552
"129","2017-11-15",4.843
"130","2017-11-16",4.799
"131","2017-11-17",4.762
"132","2017-11-20",4.762
"133","2017-11-21",5.501
"134","2017-11-22",5.469
"135","2017-11-24",5.5
"136","2017-11-27",5.459
"137","2017-11-28",6.248
"138","2017-11-29",5.744
"139","2017-11-30",5.879
"140","2017-12-01",6.041
"141","2017-12-04",5.749
"142","2017-12-05",5.863
"143","2017-12-06",6.255
"144","2017-12-07",6.16
"145","2017-12-08",5.473
"146","2017-12-11",5.964
"147","2017-12-12",6.17
"148","2017-12-13",5.906
"149","2017-12-14",5.763
"150","2017-12-15",5.641
"151","2017-12-18",5.412
"152","2017-12-19",5.3
"153","2017-12-20",5.351
"154","2017-12-21",5.359
"155","2017-12-22",5.103
"156","2017-12-26",5.19
"157","2017-12-27",5.225
"158","2017-12-28",4.894
"159","2017-12-29",4.85
"160","2018-01-02",5.36
"161","2018-01-03",5.311
"162","2018-01-04",5.339
"163","2018-01-05",5.561
"164","2018-01-08",5.56
"165","2018-01-09",5.18
"166","2018-01-10",5.215
"167","2018-01-11",5.124
"168","2018-01-12",4.96
"169","2018-01-16",5.322
"170","2018-01-17",5.336
"171","2018-01-18",5.342
"172","2018-01-19",5.38
"173","2018-01-22",5.534
"174","2018-01-23",5.013
"175","2018-01-24",4.864
"176","2018-01-25",4.84
"177","2018-01-26",4.93
"178","2018-01-29",4.81
"179","2018-01-30",4.415
"180","2018-01-31",4.402
"181","2018-02-01",4.409
"182","2018-02-02",4.112
"183","2018-02-05",3.631
"184","2018-02-06",3.784
"185","2018-02-07",4.13
"186","2018-02-08",3.796
"187","2018-02-09",3.66
"188","2018-02-12",3.892
"189","2018-02-13",3.88
"190","2018-02-14",3.85
"191","2018-02-15",3.881
"192","2018-02-16",3.861
"193","2018-02-20",3.745
"194","2018-02-21",3.699
"195","2018-02-22",3.601
"196","2018-02-23",3.54
"197","2018-02-26",3.549
"198","2018-02-27",3.59
"199","2018-02-28",3.665
"200","2018-03-01",3.497
"201","2018-03-02",3.651
"202","2018-03-05",3.765
"203","2018-03-06",3.81
"204","2018-03-07",3.691
"205","2018-03-08",3.59
"206","2018-03-09",3.5
"207","2018-03-12",3.43
"208","2018-03-13",3.3
"209","2018-03-14",3.278
"210","2018-03-15",3.28
"211","2018-03-16",3.22
"212","2018-03-19",3.257
"213","2018-03-20",3.15
"214","2018-03-21",3.019
"215","2018-03-22",3
"216","2018-03-23",3
"217","2018-03-26",2.82
"218","2018-03-27",2.66
"219","2018-03-28",2.62
"220","2018-03-29",2.688
"221","2018-04-02",2.7
"222","2018-04-03",2.82
"223","2018-04-04",2.626
"224","2018-04-05",2.77
"225","2018-04-06",2.83
"226","2018-04-09",2.71
"227","2018-04-10",2.64
"228","2018-04-11",2.59
"229","2018-04-12",2.75
"230","2018-04-13",2.8
"231","2018-04-16",3.193
"232","2018-04-17",3.37
"233","2018-04-18",3.17
"234","2018-04-19",2.88
"235","2018-04-20",2.843
"236","2018-04-23",2.79
"237","2018-04-24",2.94
"238","2018-04-25",2.61
"239","2018-04-26",2.72
"240","2018-04-27",2.95
"241","2018-04-30",2.723
"242","2018-05-01",2.65
"243","2018-05-02",2.63
"244","2018-05-03",2.6
"245","2018-05-04",2.663
"246","2018-05-07",2.68
"247","2018-05-08",2.42
"248","2018-05-09",2.26
"249","2018-05-10",2.48
"250","2018-05-11",2.743
"251","2018-05-14",2.77
"252","2018-05-15",2.57
"253","2018-05-16",2.52
"254","2018-05-17",2.476
"255","2018-05-18",2.44
"256","2018-05-21",2.71
"257","2018-05-22",2.45
"258","2018-05-23",2.67
"259","2018-05-24",2.756
"260","2018-05-25",2.76
"261","2018-05-29",2.619
"262","2018-05-30",2.606
"263","2018-05-31",2.586
"264","2018-06-01",2.53
"265","2018-06-04",2.627
"266","2018-06-05",2.78
"267","2018-06-06",2.778
"268","2018-06-07",2.834
"269","2018-06-08",2.9
"270","2018-06-11",2.943
"271","2018-06-12",3.05
"272","2018-06-13",3.08
"273","2018-06-14",3.038
"274","2018-06-15",3.06
"275","2018-06-18",3.25
"276","2018-06-19",2.88
"277","2018-06-20",2.91
"278","2018-06-21",2.73
"279","2018-06-22",2.815
"280","2018-06-25",2.76
"281","2018-06-26",2.835
"282","2018-06-27",2.818
"283","2018-06-28",2.737
"284","2018-06-29",2.77
"285","2018-07-02",2.777
"286","2018-07-03",2.83
"287","2018-07-05",2.8
"288","2018-07-06",2.775
"289","2018-07-09",2.85
"290","2018-07-10",2.84
"291","2018-07-11",2.9
"292","2018-07-12",3.03
"293","2018-07-13",2.95
"294","2018-07-16",2.85
"295","2018-07-17",3.05
"296","2018-07-18",3.25
"297","2018-07-19",3.27
"298","2018-07-20",3.38
"299","2018-07-23",3.35
"300","2018-07-24",3.4
"301","2018-07-25",3.5
"302","2018-07-26",3.32
"303","2018-07-27",3.32
"304","2018-07-30",3.21
"305","2018-07-31",3.3
"306","2018-08-01",3.35
"307","2018-08-02",3.25
"308","2018-08-03",3.25
"309","2018-08-06",3.25
"310","2018-08-07",3.5
"311","2018-08-08",3.376
"312","2018-08-09",3.58
"313","2018-08-10",3.695
"314","2018-08-13",3.88
"315","2018-08-14",3.2
"316","2018-08-15",3.79
"317","2018-08-16",4
"318","2018-08-17",3.69
"319","2018-08-20",3.561
"320","2018-08-21",3.57
"321","2018-08-22",3.729
"322","2018-08-23",3.47
"323","2018-08-24",3.61
"324","2018-08-27",3.583
"325","2018-08-28",3.35
"326","2018-08-29",3.3
"327","2018-08-30",3.38
"328","2018-08-31",3.44
"329","2018-09-04",3.46
"330","2018-09-05",3.48
"331","2018-09-06",3.44
"332","2018-09-07",3.436
"333","2018-09-10",3.32
"334","2018-09-11",3.34
"335","2018-09-12",3.46
"336","2018-09-13",3.46
"337","2018-09-14",3.34
"338","2018-09-17",3.34
"339","2018-09-18",3.28
"340","2018-09-19",3.34
"341","2018-09-20",3.4
"342","2018-09-21",3.112
"343","2018-09-24",2.923
"344","2018-09-25",2.96
"345","2018-09-26",2.87
"346","2018-09-27",2.96
"347","2018-09-28",3.11
"348","2018-10-01",3.13
"349","2018-10-02",2.83
"350","2018-10-03",2.937
"351","2018-10-04",2.9
"352","2018-10-05",2.87
"353","2018-10-08",3.1
"354","2018-10-09",2.826
"355","2018-10-10",2.69
"356","2018-10-11",2.65
"357","2018-10-12",2.729
"358","2018-10-15",2.586
"359","2018-10-16",2.605
"360","2018-10-17",2.673
"361","2018-10-18",2.66
"362","2018-10-19",2.697
"363","2018-10-22",2.57
"364","2018-10-23",2.48
"365","2018-10-24",2.687
"366","2018-10-25",2.93
"367","2018-10-26",2.85
"368","2018-10-29",2.67
"369","2018-10-30",2.665
"370","2018-10-31",2.73
"371","2018-11-01",2.836
"372","2018-11-02",2.79
"373","2018-11-05",2.84
"374","2018-11-06",2.731
"375","2018-11-07",2.75
"376","2018-11-08",2.85
"377","2018-11-09",2.764
"378","2018-11-12",2.76
"379","2018-11-13",2.713
"380","2018-11-14",2.62
"381","2018-11-15",2.85
"382","2018-11-16",2.91
"383","2018-11-19",3.03
"384","2018-11-20",2.81
"385","2018-11-21",2.88
"386","2018-11-23",2.865
"387","2018-11-26",2.96
"388","2018-11-27",2.88
"389","2018-11-28",3.105
"390","2018-11-29",2.97
"391","2018-11-30",2.964
"392","2018-12-03",2.85
"393","2018-12-04",2.73
"394","2018-12-06",2.853
"395","2018-12-07",2.92
"396","2018-12-10",2.51
"397","2018-12-11",2.55
"398","2018-12-12",2.55
"399","2018-12-13",2.35
"400","2018-12-14",2.29
"401","2018-12-17",2.07
"402","2018-12-18",2.195
"403","2018-12-19",2.24
"404","2018-12-20",2.27
"405","2018-12-21",2.32
"406","2018-12-24",2.3
"407","2018-12-26",2.274
"408","2018-12-27",2.27
"409","2018-12-28",2.31
"410","2018-12-31",2.33
"411","2019-01-02",2.31
"412","2019-01-03",2.31
"413","2019-01-04",2.31
"414","2019-01-07",2.26
"415","2019-01-08",2.339
"416","2019-01-09",2.34
"417","2019-01-10",2.34
"418","2019-01-11",2.295
"419","2019-01-14",2.26
"420","2019-01-15",2.31
"421","2019-01-16",2.26
"422","2019-01-17",2.25
"423","2019-01-18",2.222
"424","2019-01-22",2.26
"425","2019-01-23",2.27
"426","2019-01-24",2.281
"427","2019-01-25",2.28
"428","2019-01-28",2.3
"429","2019-01-29",2.225
"430","2019-01-30",2.28
"431","2019-01-31",2.34
"432","2019-02-01",2.45
"433","2019-02-04",2.33
"434","2019-02-05",2.32
"435","2019-02-06",2.286
"436","2019-02-07",2.22
"437","2019-02-08",2.35
"438","2019-02-11",2.36
"439","2019-02-12",2.35
"440","2019-02-13",2.414
"441","2019-02-14",2.39
"442","2019-02-15",2.32
"443","2019-02-19",2.3
"444","2019-02-20",2.33
"445","2019-02-21",2.3
"446","2019-02-22",2.29
"447","2019-02-25",2.29
"448","2019-02-26",2.37
"449","2019-02-27",2.31
"450","2019-02-28",2.27
"451","2019-03-01",2.27
"452","2019-03-04",2.38
"453","2019-03-05",2.43
"454","2019-03-06",2.58
"455","2019-03-07",2.47
"456","2019-03-08",2.52
"457","2019-03-11",2.452
"458","2019-03-12",2.55
"459","2019-03-13",2.71
"460","2019-03-14",2.6
"461","2019-03-15",2.608
"462","2019-03-18",2.55
"463","2019-03-19",2.54
"464","2019-03-20",2.43
"465","2019-03-21",2.315
"466","2019-03-22",2.3
"467","2019-03-25",2.28
"468","2019-03-26",2.28
"469","2019-03-27",2.392
"470","2019-03-28",2.4
"471","2019-03-29",2.5
"472","2019-04-01",2.45
"473","2019-04-02",2.45
"474","2019-04-03",2.34
"475","2019-04-04",2.31
"476","2019-04-05",2.35
"477","2019-04-08",2.37
"478","2019-04-09",2.36
"479","2019-04-10",2.33
"480","2019-04-11",2.32
"481","2019-04-12",2.3
"482","2019-04-15",2.72
"483","2019-04-16",2.619
"484","2019-04-17",2.84
"485","2019-04-18",2.75
"486","2019-04-22",3
"487","2019-04-23",3.156
"488","2019-04-24",3.45
"489","2019-04-25",3.4
"490","2019-04-26",3.488
"491","2019-04-29",3.579
"492","2019-04-30",3.75
"493","2019-05-01",3.84
"494","2019-05-02",4
"495","2019-05-03",3.65
"496","2019-05-06",3.52
"497","2019-05-07",3.46
"498","2019-05-08",3.31
"499","2019-05-09",3.23
"500","2019-05-10",3.29
"501","2019-05-13",3.1
"502","2019-05-14",3.2
"503","2019-05-15",3.41
"504","2019-05-16",3.32
"505","2019-05-17",3.22
"506","2019-05-20",3.089
"507","2019-05-21",3.21
"508","2019-05-22",3.36
"509","2019-05-23",3.53
"510","2019-05-24",3.769
"511","2019-05-28",3.7
"512","2019-05-29",3.64
"513","2019-05-30",3.65
"514","2019-05-31",3.44
"515","2019-06-03",4.05
"516","2019-06-04",3.41
"517","2019-06-05",3.65
"518","2019-06-06",3.535
"519","2019-06-07",3.69
"520","2019-06-10",3.77
"521","2019-06-11",3.72
"522","2019-06-12",3.73
"523","2019-06-13",3.8
"524","2019-06-14",3.35
"525","2019-06-17",3.35
"526","2019-06-18",3.49
"527","2019-06-19",3.57
"528","2019-06-20",3.55
"529","2019-06-21",3.585
"530","2019-06-24",3.57
"531","2019-06-25",3.57
"532","2019-06-26",3.77
"533","2019-06-27",3.53
"534","2019-06-28",3.4
"535","2019-07-01",3.525
"536","2019-07-02",3.294
"537","2019-07-03",3.34
"538","2019-07-05",3.15
"539","2019-07-08",2.98
"540","2019-07-09",3.51
"541","2019-07-10",3.3
"542","2019-07-11",3.21
"543","2019-07-12",3.15
"544","2019-07-15",3.15
"545","2019-07-16",3.13
"546","2019-07-17",3.12
"547","2019-07-18",3.083
"548","2019-07-19",2.85
"549","2019-07-22",2.93
"550","2019-07-23",2.85
"551","2019-07-24",2.99
"552","2019-07-25",2.97
"553","2019-07-26",3.05
"554","2019-07-29",2.821
"555","2019-07-30",2.849
"556","2019-07-31",2.9
"557","2019-08-01",2.8
"558","2019-08-02",2.8
"559","2019-08-05",2.99
"560","2019-08-06",2.58
"561","2019-08-07",2.81
"562","2019-08-08",2.65
"563","2019-08-09",2.58
"564","2019-08-12",2.567
"565","2019-08-13",2.66
"566","2019-08-14",2.77
"567","2019-08-15",3.1
"568","2019-08-16",2.46
"569","2019-08-19",2.58
"570","2019-08-20",2.68
"571","2019-08-21",2.75
"572","2019-08-22",2.78
"573","2019-08-23",3.1
"574","2019-08-26",2.93
"575","2019-08-27",3.1
"576","2019-08-28",3.14
"577","2019-08-29",3.04
"578","2019-08-30",2.85
"579","2019-09-03",2.93
"580","2019-09-04",3.02
"581","2019-09-05",3.04
"582","2019-09-06",3.05
"583","2019-09-09",2.613
"584","2019-09-10",2.9
"585","2019-09-11",3.09
"586","2019-09-12",3
"587","2019-09-13",3.05
"588","2019-09-16",3.05
"589","2019-09-17",3.07
"590","2019-09-18",3.1
"591","2019-09-19",3.14
"592","2019-09-20",3.12
"593","2019-09-23",3.49
"594","2019-09-24",3.27
"595","2019-09-25",3.33
"596","2019-09-26",3.39
"597","2019-09-27",3.35
"598","2019-09-30",3.88
"599","2019-10-01",3.48
"600","2019-10-02",3.398
"601","2019-10-03",3.486
"602","2019-10-04",3.31
"603","2019-10-07",3.31
"604","2019-10-08",3.29
"605","2019-10-09",3.38
"606","2019-10-10",3.3
"607","2019-10-11",3.3
"608","2019-10-14",3.3
"609","2019-10-15",3.4
"610","2019-10-16",3.36
"611","2019-10-17",3.241
"612","2019-10-18",3.07
"613","2019-10-21",3.118
"614","2019-10-22",3.05
"615","2019-10-23",3.04
"616","2019-10-24",3.01
"617","2019-10-25",3.02
"618","2019-10-28",3
"619","2019-10-29",2.97
"620","2019-10-30",3.02
"621","2019-10-31",3.032
"622","2019-11-01",3
"623","2019-11-04",3
"624","2019-11-05",2.92
"625","2019-11-06",2.911
"626","2019-11-07",2.814
"627","2019-11-08",2.75
"628","2019-11-11",2.756
"629","2019-11-12",2.8
"630","2019-11-13",2.66
"631","2019-11-14",2.806
"632","2019-11-15",2.86
"633","2019-11-18",2.8
"634","2019-11-19",2.77
"635","2019-11-20",2.7
"636","2019-11-21",2.55
"637","2019-11-22",2.68
"638","2019-11-25",2.6
"639","2019-11-26",2.6
"640","2019-11-27",2.626
"641","2019-11-29",2.68
"642","2019-12-02",2.77
"643","2019-12-03",2.8
"644","2019-12-04",2.86
"645","2019-12-05",2.89
"646","2019-12-06",2.94
"647","2019-12-09",2.87
"648","2019-12-10",2.87
"649","2019-12-11",2.85
"650","2019-12-12",2.68
"651","2019-12-13",2.7
"652","2019-12-16",2.67
"653","2019-12-17",2.624
"654","2019-12-18",2.54
"655","2019-12-19",2.445
"656","2019-12-20",2.498
"657","2019-12-23",2.49
"658","2019-12-24",2.47
"659","2019-12-26",2.437
"660","2019-12-27",2.51
"661","2019-12-30",2.5
"662","2019-12-31",2.566
"663","2020-01-02",2.57
"664","2020-01-03",2.67
"665","2020-01-06",2.84
"666","2020-01-07",3
"667","2020-01-08",2.83
"668","2020-01-09",2.8
"669","2020-01-10",2.869
"670","2020-01-13",2.88
"671","2020-01-14",2.76
"672","2020-01-15",2.74
"673","2020-01-16",2.81
"674","2020-01-17",2.76
"675","2020-01-21",2.7
"676","2020-01-22",2.63
"677","2020-01-23",2.65
"678","2020-01-24",2.6
"679","2020-01-27",2.6
"680","2020-01-28",2.64
"681","2020-01-29",2.66
"682","2020-01-30",2.64
"683","2020-01-31",2.64
"684","2020-02-03",2.66
"685","2020-02-04",2.64
"686","2020-02-05",2.57
"687","2020-02-06",2.57
"688","2020-02-07",2.61
"689","2020-02-10",2.718
"690","2020-02-11",2.68
"691","2020-02-12",2.585
"692","2020-02-13",2.63
"693","2020-02-14",2.55
"694","2020-02-18",2.63
"695","2020-02-19",2.65
"696","2020-02-20",2.46
"697","2020-02-21",2.54
"698","2020-02-24",2.52
"699","2020-02-25",2.41
"700","2020-02-26",2.39
"701","2020-02-27",2.51
"702","2020-02-28",2.22
"703","2020-03-02",2.25
"704","2020-03-03",2.258
"705","2020-03-04",2.08
"706","2020-03-05",1.98
"707","2020-03-06",1.89
"708","2020-03-09",1.98
"709","2020-03-10",1.88
"710","2020-03-11",1.717
"711","2020-03-12",1.39
"712","2020-03-13",1.35
"713","2020-03-16",1.43
"714","2020-03-17",1.26
"715","2020-03-18",1.08
"716","2020-03-19",0.79
"717","2020-03-20",0.796
"718","2020-03-23",0.56
"719","2020-03-24",0.612
"720","2020-03-25",0.81
"721","2020-03-26",1.13
"722","2020-03-27",0.9
"723","2020-03-30",1.07
"724","2020-03-31",1.13
"725","2020-04-01",1.13
"726","2020-04-02",1
"727","2020-04-03",0.93
"728","2020-04-06",1.02
"729","2020-04-07",1.04
"730","2020-04-08",1.06
"731","2020-04-09",0.966
"732","2020-04-13",0.98
"733","2020-04-14",0.953
"734","2020-04-15",0.91
"735","2020-04-16",0.926
"736","2020-04-17",0.96
"737","2020-04-20",0.99
"738","2020-04-21",0.95
"739","2020-04-22",0.95
"740","2020-04-23",0.906
"741","2020-04-24",0.89
"742","2020-04-27",0.88
"743","2020-04-28",0.9
"744","2020-04-29",0.843
"745","2020-04-30",0.85
"746","2020-05-01",0.8
"747","2020-05-04",0.78
"748","2020-05-05",0.76
"749","2020-05-06",0.77
"750","2020-05-07",1
"751","2020-05-08",1.05
"752","2020-05-11",1.02
"753","2020-05-12",0.894
"754","2020-05-13",0.89
"755","2020-05-14",0.87
"756","2020-05-15",0.836
"757","2020-05-18",0.84
"758","2020-05-19",0.837
"759","2020-05-20",0.84
"760","2020-05-21",0.92
"761","2020-05-22",0.99
"762","2020-05-26",0.93
"763","2020-05-27",0.93
"764","2020-05-28",0.875
"765","2020-05-29",0.862
"766","2020-06-01",0.885
"767","2020-06-02",0.975
"768","2020-06-03",0.971
"769","2020-06-04",0.99
"770","2020-06-05",0.99
"771","2020-06-08",1.04
"772","2020-06-09",1.179
"773","2020-06-10",1.32
"774","2020-06-11",1.05
"775","2020-06-12",1.149
"776","2020-06-15",1.1
"777","2020-06-16",1.17
"778","2020-06-17",1.12
"779","2020-06-18",1.05
"780","2020-06-19",1.04
"781","2020-06-22",1
"782","2020-06-23",0.979
"783","2020-06-24",0.941
"784","2020-06-25",0.949
"785","2020-06-26",0.883
"786","2020-06-29",0.92
"787","2020-06-30",0.942
"788","2020-07-01",0.958
"789","2020-07-02",0.932
"790","2020-07-06",1.04
"791","2020-07-07",0.965
"792","2020-07-08",0.945
"793","2020-07-09",0.958
"794","2020-07-10",0.934
"795","2020-07-13",0.915
"796","2020-07-14",0.925
"797","2020-07-15",1.39
"798","2020-07-16",1.32
"799","2020-07-17",1.29
"800","2020-07-20",1.56
"801","2020-07-21",1.55
"802","2020-07-22",1.4
"803","2020-07-23",1.89
"804","2020-07-24",2.18
"805","2020-07-27",2.09
"806","2020-07-28",2
"807","2020-07-29",2.03
"808","2020-07-30",1.99
"809","2020-07-31",1.98
"810","2020-08-03",2.13
"811","2020-08-04",2.05
"812","2020-08-05",2.14
"813","2020-08-06",2.4
"814","2020-08-07",2.29
"815","2020-08-10",2.22
"816","2020-08-11",2.11
"817","2020-08-12",1.94
"818","2020-08-13",1.88
"819","2020-08-14",1.9
"820","2020-08-17",1.76
"821","2020-08-18",1.72
"822","2020-08-19",1.65
"823","2020-08-20",1.62
"824","2020-08-21",1.6
"825","2020-08-24",1.56
"826","2020-08-25",1.71
"827","2020-08-26",1.72
"828","2020-08-27",1.71
"829","2020-08-28",1.76
"830","2020-08-31",1.73
"831","2020-09-01",1.7
"832","2020-09-02",1.63
"833","2020-09-03",1.58
"834","2020-09-04",1.51
"835","2020-09-08",1.54
"836","2020-09-09",1.55
"837","2020-09-10",1.59
"838","2020-09-11",1.78
"839","2020-09-14",1.68
"840","2020-09-15",1.65
"841","2020-09-16",1.64
"842","2020-09-17",1.59
"843","2020-09-18",1.63
"844","2020-09-21",1.58
"845","2020-09-22",1.55
"846","2020-09-23",1.51
"847","2020-09-24",1.46
"848","2020-09-25",1.45
"849","2020-09-28",1.52
"850","2020-09-29",1.47
"851","2020-09-30",1.44
"852","2020-10-01",1.47
"853","2020-10-02",1.49
"854","2020-10-05",1.45
"855","2020-10-06",1.44
"856","2020-10-07",1.41
"857","2020-10-08",1.41
"858","2020-10-09",1.46
"859","2020-10-12",1.483
"860","2020-10-13",1.44
"861","2020-10-14",1.43
"862","2020-10-15",1.38
"863","2020-10-16",1.39
"864","2020-10-19",1.35
"865","2020-10-20",1.45
"866","2020-10-21",1.51
"867","2020-10-22",1.5
"868","2020-10-23",1.45
"869","2020-10-26",1.37
"870","2020-10-27",1.44
"871","2020-10-28",1.35
"872","2020-10-29",1.34
"873","2020-10-30",1.23
"874","2020-11-02",1.25
"875","2020-11-03",1.24
"876","2020-11-04",1.27
"877","2020-11-05",1.34
"878","2020-11-06",1.89
"879","2020-11-09",2.04
"880","2020-11-10",2.13
"881","2020-11-11",1.95
"882","2020-11-12",1.84
"883","2020-11-13",1.8
"884","2020-11-16",1.86
"885","2020-11-17",2.16
"886","2020-11-18",2.04
"887","2020-11-19",2.01
"888","2020-11-20",2.05
"889","2020-11-23",2.44
"890","2020-11-24",2.4
"891","2020-11-25",2.26
"892","2020-11-27",2.27
