"","date","THO"
"1","2007-01-03",44.610001
"2","2007-01-04",44.150002
"3","2007-01-05",43.130001
"4","2007-01-08",43.43
"5","2007-01-09",43.490002
"6","2007-01-10",43.25
"7","2007-01-11",45.919998
"8","2007-01-12",46.169998
"9","2007-01-16",46.330002
"10","2007-01-17",46.669998
"11","2007-01-18",47.52
"12","2007-01-19",47.029999
"13","2007-01-22",46.43
"14","2007-01-23",45.959999
"15","2007-01-24",46.220001
"16","2007-01-25",45.720001
"17","2007-01-26",45.709999
"18","2007-01-29",45.169998
"19","2007-01-30",41.830002
"20","2007-01-31",42.259998
"21","2007-02-01",42.400002
"22","2007-02-02",42.759998
"23","2007-02-05",42.009998
"24","2007-02-06",41.700001
"25","2007-02-07",41.459999
"26","2007-02-08",41.68
"27","2007-02-09",41.349998
"28","2007-02-12",41.720001
"29","2007-02-13",42.080002
"30","2007-02-14",42.41
"31","2007-02-15",43.23
"32","2007-02-16",43.360001
"33","2007-02-20",43.02
"34","2007-02-21",43.68
"35","2007-02-22",43.549999
"36","2007-02-23",43.900002
"37","2007-02-26",43.290001
"38","2007-02-27",42.009998
"39","2007-02-28",41.84
"40","2007-03-01",41.169998
"41","2007-03-02",40.549999
"42","2007-03-05",39.830002
"43","2007-03-06",40.380001
"44","2007-03-07",40.5
"45","2007-03-08",40.799999
"46","2007-03-09",41.450001
"47","2007-03-12",41.02
"48","2007-03-13",40.490002
"49","2007-03-14",40.380001
"50","2007-03-15",40.669998
"51","2007-03-16",40.009998
"52","2007-03-19",40.330002
"53","2007-03-20",40.259998
"54","2007-03-21",40.279999
"55","2007-03-22",40.299999
"56","2007-03-23",40.459999
"57","2007-03-26",40.299999
"58","2007-03-27",39.849998
"59","2007-03-28",39.200001
"60","2007-03-29",38.900002
"61","2007-03-30",39.389999
"62","2007-04-02",39.639999
"63","2007-04-03",40
"64","2007-04-04",38.950001
"65","2007-04-05",39.119999
"66","2007-04-09",39.889999
"67","2007-04-10",39.880001
"68","2007-04-11",40.279999
"69","2007-04-12",40.709999
"70","2007-04-13",41.209999
"71","2007-04-16",41.110001
"72","2007-04-17",41.549999
"73","2007-04-18",42.509998
"74","2007-04-19",41.779999
"75","2007-04-20",41.98
"76","2007-04-23",42.029999
"77","2007-04-24",41.919998
"78","2007-04-25",41.740002
"79","2007-04-26",41.200001
"80","2007-04-27",40.889999
"81","2007-04-30",39.830002
"82","2007-05-01",40.919998
"83","2007-05-02",41.580002
"84","2007-05-03",40.549999
"85","2007-05-04",40.360001
"86","2007-05-07",40.029999
"87","2007-05-08",40.299999
"88","2007-05-09",40.959999
"89","2007-05-10",40.369999
"90","2007-05-11",40.639999
"91","2007-05-14",40.740002
"92","2007-05-15",40.220001
"93","2007-05-16",40.34
"94","2007-05-17",40.02
"95","2007-05-18",40.5
"96","2007-05-21",40.709999
"97","2007-05-22",40.740002
"98","2007-05-23",41.41
"99","2007-05-24",41.599998
"100","2007-05-25",41.779999
"101","2007-05-29",42.450001
"102","2007-05-30",43.07
"103","2007-05-31",43.580002
"104","2007-06-01",44.900002
"105","2007-06-04",44.509998
"106","2007-06-05",43.610001
"107","2007-06-06",43.669998
"108","2007-06-07",43.700001
"109","2007-06-08",44.610001
"110","2007-06-11",44.66
"111","2007-06-12",44.459999
"112","2007-06-13",45
"113","2007-06-14",45.119999
"114","2007-06-15",45.009998
"115","2007-06-18",45.049999
"116","2007-06-19",44.68
"117","2007-06-20",44.41
"118","2007-06-21",45.349998
"119","2007-06-22",45
"120","2007-06-25",44.900002
"121","2007-06-26",45
"122","2007-06-27",45.720001
"123","2007-06-28",45.959999
"124","2007-06-29",45.139999
"125","2007-07-02",45.330002
"126","2007-07-03",45.450001
"127","2007-07-05",45.150002
"128","2007-07-06",44.900002
"129","2007-07-09",44.720001
"130","2007-07-10",44.200001
"131","2007-07-11",44.599998
"132","2007-07-12",45
"133","2007-07-13",44.810001
"134","2007-07-16",44.84
"135","2007-07-17",44.52
"136","2007-07-18",44.549999
"137","2007-07-19",44.27
"138","2007-07-20",44.200001
"139","2007-07-23",44.110001
"140","2007-07-24",43.389999
"141","2007-07-25",43.5
"142","2007-07-26",42.09
"143","2007-07-27",41.450001
"144","2007-07-30",42.310001
"145","2007-07-31",41.02
"146","2007-08-01",41.209999
"147","2007-08-02",41.389999
"148","2007-08-03",39.580002
"149","2007-08-06",42.34
"150","2007-08-07",43.860001
"151","2007-08-08",45.549999
"152","2007-08-09",45.290001
"153","2007-08-10",44.07
"154","2007-08-13",42.009998
"155","2007-08-14",41.599998
"156","2007-08-15",40.080002
"157","2007-08-16",41.630001
"158","2007-08-17",43.700001
"159","2007-08-20",43.060001
"160","2007-08-21",43.849998
"161","2007-08-22",44.369999
"162","2007-08-23",42.959999
"163","2007-08-24",43.689999
"164","2007-08-27",42.700001
"165","2007-08-28",41.450001
"166","2007-08-29",43.720001
"167","2007-08-30",43.630001
"168","2007-08-31",43.990002
"169","2007-09-04",43.849998
"170","2007-09-05",43.150002
"171","2007-09-06",43.48
"172","2007-09-07",41.040001
"173","2007-09-10",40.709999
"174","2007-09-11",40.700001
"175","2007-09-12",41.619999
"176","2007-09-13",42.32
"177","2007-09-14",43.439999
"178","2007-09-17",41.650002
"179","2007-09-18",45.59
"180","2007-09-19",44.07
"181","2007-09-20",43.93
"182","2007-09-21",43.82
"183","2007-09-24",43.52
"184","2007-09-25",41.790001
