"","date","DMAC"
"1","2012-08-03",41.080002
"2","2012-08-06",41.080002
"3","2012-08-07",44.18
"4","2012-08-08",44.18
"5","2012-08-09",44.18
"6","2012-08-10",44.18
"7","2012-08-13",44.18
"8","2012-08-14",44.18
"9","2012-08-15",44.18
"10","2012-08-16",44.18
"11","2012-08-17",44.18
"12","2012-08-20",44.18
"13","2012-08-21",44.18
"14","2012-08-22",36.040001
"15","2012-08-23",36.040001
"16","2012-08-24",36.040001
"17","2012-08-27",37.16
"18","2012-08-28",37.16
"19","2012-08-29",37.16
"20","2012-08-30",35.880001
"21","2012-08-31",35.880001
"22","2012-09-04",35.880001
"23","2012-09-05",35.880001
"24","2012-09-06",35.880001
"25","2012-09-07",35.880001
"26","2012-09-10",35.880001
"27","2012-09-11",35.880001
"28","2012-09-12",37.98
"29","2012-09-13",37.98
"30","2012-09-14",37.98
"31","2012-09-17",37.98
"32","2012-09-18",37.98
"33","2012-09-19",37.98
"34","2012-09-20",37.98
"35","2012-09-21",37.98
"36","2012-09-24",37.98
"37","2012-09-25",37.98
"38","2012-09-26",37.98
"39","2012-09-27",37.98
"40","2012-09-28",37.98
"41","2012-10-01",37.98
"42","2012-10-02",37.98
"43","2012-10-03",37.98
"44","2012-10-04",37.98
"45","2012-10-05",36
"46","2012-10-08",36
"47","2012-10-09",36
"48","2012-10-10",36
"49","2012-10-11",36
"50","2012-10-12",36
"51","2012-10-15",36
"52","2012-10-16",37.48
"53","2012-10-17",37.919998
"54","2012-10-18",37.919998
"55","2012-10-19",37.919998
"56","2012-10-22",37.919998
"57","2012-10-23",35.48
"58","2012-10-24",35.48
"59","2012-10-25",35.48
"60","2012-10-26",35.380001
"61","2012-10-31",35.380001
"62","2012-11-01",33.040001
"63","2012-11-02",33.040001
"64","2012-11-05",35.720001
"65","2012-11-06",35.720001
"66","2012-11-07",27.139999
"67","2012-11-08",27.139999
"68","2012-11-09",27.139999
"69","2012-11-12",27
"70","2012-11-13",27.76
"71","2012-11-14",29.58
"72","2012-11-15",26.719999
"73","2012-11-16",26.780001
"74","2012-11-19",27.9
"75","2012-11-20",27.9
"76","2012-11-21",27.9
"77","2012-11-23",26.32
"78","2012-11-26",27.16
"79","2012-11-27",27.16
"80","2012-11-28",27.16
"81","2012-11-29",27.16
"82","2012-11-30",23.676001
"83","2012-12-03",24.139999
"84","2012-12-04",24.18
"85","2012-12-05",20.540001
"86","2012-12-06",20.540001
"87","2012-12-07",20.540001
"88","2012-12-10",24.74
"89","2012-12-11",24.74
"90","2012-12-12",23.540001
"91","2012-12-13",23.139999
"92","2012-12-14",23.139999
"93","2012-12-17",23.139999
"94","2012-12-18",23.139999
"95","2012-12-19",23.139999
"96","2012-12-20",23.139999
"97","2012-12-21",23.139999
"98","2012-12-24",23.139999
"99","2012-12-26",23.139999
"100","2012-12-27",23.139999
"101","2012-12-28",23.139999
"102","2012-12-31",23.139999
"103","2013-01-02",23.139999
"104","2013-01-03",23.139999
"105","2013-01-04",23.139999
"106","2013-01-07",23.139999
"107","2013-01-08",23.08
"108","2013-01-09",23.92
"109","2013-01-10",25.360001
"110","2013-01-11",23.219999
"111","2013-01-14",23.34
"112","2013-01-15",23.139999
"113","2013-01-16",23.028
"114","2013-01-17",23.044001
"115","2013-01-18",21.16
"116","2013-01-22",19.940001
