"","date","NNBR"
"187","2007-09-28",9.81
"188","2007-10-01",10.02
"189","2007-10-02",10.14
"190","2007-10-03",9.97
"191","2007-10-04",10
"192","2007-10-05",10.3
"193","2007-10-08",9.92
"194","2007-10-09",10.16
"195","2007-10-10",10.26
"196","2007-10-11",10.17
"197","2007-10-12",10.22
"198","2007-10-15",9.9
"199","2007-10-16",9.8
"200","2007-10-17",9.71
"201","2007-10-18",9.58
"202","2007-10-19",9.69
"203","2007-10-22",9.38
"204","2007-10-23",9.76
"205","2007-10-24",9.96
"206","2007-10-25",10.01
"207","2007-10-26",10.07
"208","2007-10-29",10.34
"209","2007-10-30",10.2
"210","2007-10-31",10.67
"211","2007-11-01",9.62
"212","2007-11-02",9.6
"213","2007-11-05",9.66
"214","2007-11-06",9.54
"215","2007-11-07",9.37
"216","2007-11-08",9.34
"217","2007-11-09",9.43
"218","2007-11-12",9.28
"219","2007-11-13",9.41
"220","2007-11-14",9.42
"221","2007-11-15",9.11
"222","2007-11-16",9.16
"223","2007-11-19",8.68
"224","2007-11-20",8.78
"225","2007-11-21",8.53
"226","2007-11-23",9
"227","2007-11-26",9.07
"228","2007-11-27",8.95
"229","2007-11-28",9.02
"230","2007-11-29",8.83
"231","2007-11-30",8.9
"232","2007-12-03",8.91
"233","2007-12-04",8.83
"234","2007-12-05",8.81
"235","2007-12-06",8.98
"236","2007-12-07",8.93
"237","2007-12-10",9.25
"238","2007-12-11",9.1
"239","2007-12-12",9.18
"240","2007-12-13",9.09
"241","2007-12-14",8.96
"242","2007-12-17",8.35
"243","2007-12-18",8.07
"244","2007-12-19",8.38
"245","2007-12-20",8.75
"246","2007-12-21",8.94
"247","2007-12-24",9.35
"248","2007-12-26",9.26
"249","2007-12-27",9.26
"250","2007-12-28",9.27
"251","2007-12-31",9.42
"252","2008-01-02",9.27
"253","2008-01-03",9.06
"254","2008-01-04",9.04
"255","2008-01-07",8.6
"256","2008-01-08",8.45
"257","2008-01-09",8.1
"258","2008-01-10",8.09
"259","2008-01-11",8
"260","2008-01-14",8.09
"261","2008-01-15",8
"262","2008-01-16",8.03
"263","2008-01-17",7.85
"264","2008-01-18",7.98
"265","2008-01-22",7.65
"266","2008-01-23",7.84
"267","2008-01-24",8.1
"268","2008-01-25",8
"269","2008-01-28",8.2
"270","2008-01-29",8.21
"271","2008-01-30",8.35
"272","2008-01-31",8.45
"273","2008-02-01",8.56
"274","2008-02-04",8.61
"275","2008-02-05",8.39
"276","2008-02-06",8.44
"277","2008-02-07",8.45
"278","2008-02-08",8.32
"279","2008-02-11",8.64
"280","2008-02-12",8.74
"281","2008-02-13",9.3
"282","2008-02-14",9.1
"283","2008-02-15",8.98
"284","2008-02-19",9.68
"285","2008-02-20",9.54
"286","2008-02-21",9.75
"287","2008-02-22",9.69
"288","2008-02-25",10.28
"289","2008-02-26",10.14
"290","2008-02-27",10.16
"291","2008-02-28",9.99
"292","2008-02-29",9.74
"293","2008-03-03",9.18
"294","2008-03-04",9.4
"295","2008-03-05",9.25
"296","2008-03-06",9.36
"297","2008-03-07",8.98
"298","2008-03-10",8.93
"299","2008-03-11",8.99
"300","2008-03-12",9.36
"301","2008-03-13",9.1
"302","2008-03-14",8.72
"303","2008-03-17",8.36
"304","2008-03-18",8.42
"305","2008-03-19",8.5
"306","2008-03-20",8.42
"307","2008-03-24",9.15
"308","2008-03-25",9.81
"309","2008-03-26",9.98
"310","2008-03-27",10.01
"311","2008-03-28",9.88
"312","2008-03-31",9.73
"313","2008-04-01",9.76
"314","2008-04-02",9.77
"315","2008-04-03",9.98
"316","2008-04-04",9.89
"317","2008-04-07",9.93
"318","2008-04-08",10.01
"319","2008-04-09",9.96
"320","2008-04-10",9.92
"321","2008-04-11",10.19
"322","2008-04-14",10.06
"323","2008-04-15",9.96
"324","2008-04-16",9.6
"325","2008-04-17",9.8
"326","2008-04-18",9.98
"327","2008-04-21",9.85
"328","2008-04-22",9.92
"329","2008-04-23",9.9
"330","2008-04-24",9.89
"331","2008-04-25",9.94
"332","2008-04-28",9.92
"333","2008-04-29",10.08
"334","2008-04-30",10.04
"335","2008-05-01",10.6
"336","2008-05-02",11.11
"337","2008-05-05",11.77
"338","2008-05-06",12
"339","2008-05-07",12.01
"340","2008-05-08",11.66
"341","2008-05-09",12.2
"342","2008-05-12",12.98
"343","2008-05-13",13
"344","2008-05-14",12.23
"345","2008-05-15",12.03
"346","2008-05-16",11.9
"347","2008-05-19",12.03
"348","2008-05-20",11.84
"349","2008-05-21",12.63
"350","2008-05-22",12.62
"351","2008-05-23",12.67
"352","2008-05-27",12.8
"353","2008-05-28",12.88
"354","2008-05-29",13.05
"355","2008-05-30",13.01
"356","2008-06-02",12.99
"357","2008-06-03",13.35
"358","2008-06-04",13.14
"359","2008-06-05",13.5
"360","2008-06-06",13.74
"361","2008-06-09",13.43
"362","2008-06-10",13.59
"363","2008-06-11",13.03
"364","2008-06-12",13.32
"365","2008-06-13",13.61
"366","2008-06-16",13.84
"367","2008-06-17",13.93
"368","2008-06-18",13.79
"369","2008-06-19",13.93
"370","2008-06-20",13.52
"371","2008-06-23",13.83
"372","2008-06-24",13.7
"373","2008-06-25",13.68
"374","2008-06-26",13.2
"375","2008-06-27",13.57
"376","2008-06-30",13.94
"377","2008-07-01",13.97
"378","2008-07-02",13.04
"379","2008-07-03",12.85
"380","2008-07-07",13.27
"381","2008-07-08",13.62
"382","2008-07-09",13.63
"383","2008-07-10",13.85
"384","2008-07-11",13.77
"385","2008-07-14",14
"386","2008-07-15",13.6
"387","2008-07-16",14.18
"388","2008-07-17",14.58
"389","2008-07-18",14.53
"390","2008-07-21",15
"391","2008-07-22",15.08
"392","2008-07-23",14.76
"393","2008-07-24",14.57
"394","2008-07-25",14.63
"395","2008-07-28",14.84
"396","2008-07-29",13.31
"397","2008-07-30",13.16
"398","2008-07-31",13.32
"399","2008-08-01",13.97
"400","2008-08-04",14.84
"401","2008-08-05",14.8
"402","2008-08-06",15.67
"403","2008-08-07",15.36
"404","2008-08-08",16.110001
"405","2008-08-11",16.889999
"406","2008-08-12",16.76
"407","2008-08-13",16.799999
"408","2008-08-14",16.879999
"409","2008-08-15",16.98
"410","2008-08-18",16.780001
"411","2008-08-19",16.780001
"412","2008-08-20",16.9
"413","2008-08-21",16.540001
"414","2008-08-22",16.299999
"415","2008-08-25",16.790001
"416","2008-08-26",16.5
"417","2008-08-27",16.780001
"418","2008-08-28",16.83
"419","2008-08-29",16.42
"420","2008-09-02",16.110001
"421","2008-09-03",15.94
"422","2008-09-04",15.18
"423","2008-09-05",14.55
"424","2008-09-08",15.01
"425","2008-09-09",14.73
"426","2008-09-10",15.18
"427","2008-09-11",15.59
"428","2008-09-12",15.86
"429","2008-09-15",15.32
"430","2008-09-16",14.75
"431","2008-09-17",12.65
"432","2008-09-18",14.2
"433","2008-09-19",14.92
"434","2008-09-22",14.81
"435","2008-09-23",13.63
"436","2008-09-24",13.63
"437","2008-09-25",13.78
"438","2008-09-26",13.5
"439","2008-09-29",12.57
"440","2008-09-30",12.85
"441","2008-10-01",13.11
"442","2008-10-02",12.23
"443","2008-10-03",12
"444","2008-10-06",13.04
"445","2008-10-07",12.32
"446","2008-10-08",12
"447","2008-10-09",10.47
"448","2008-10-10",9.73
"449","2008-10-13",9.2
"450","2008-10-14",9.35
"451","2008-10-15",8.5
"452","2008-10-16",8.87
"453","2008-10-17",8.49
"454","2008-10-20",8.71
"455","2008-10-21",8.89
"456","2008-10-22",8.66
"457","2008-10-23",8.53
"458","2008-10-24",7.72
"459","2008-10-27",7.41
"460","2008-10-28",7.16
"461","2008-10-29",7.17
"462","2008-10-30",7.23
"463","2008-10-31",7.21
"464","2008-11-03",7.55
"465","2008-11-04",5.19
"466","2008-11-05",4.26
"467","2008-11-06",3.94
"468","2008-11-07",3.45
"469","2008-11-10",2.24
"470","2008-11-11",2.22
"471","2008-11-12",1.8
"472","2008-11-13",1.69
"473","2008-11-14",1.6
"474","2008-11-17",1.66
"475","2008-11-18",1.58
"476","2008-11-19",1.38
"477","2008-11-20",1
"478","2008-11-21",0.97
"479","2008-11-24",1.3
"480","2008-11-25",1.22
"481","2008-11-26",1.11
"482","2008-11-28",1.4
"483","2008-12-01",1.26
"484","2008-12-02",1.41
"485","2008-12-03",1.28
"486","2008-12-04",1.14
"487","2008-12-05",1.35
"488","2008-12-08",1.58
"489","2008-12-09",1.83
"490","2008-12-10",2.2
"491","2008-12-11",2.11
"492","2008-12-12",2.36
"493","2008-12-15",2.2
"494","2008-12-16",2.33
"495","2008-12-17",2.32
"496","2008-12-18",2.25
"497","2008-12-19",2.29
"498","2008-12-22",2.12
"499","2008-12-23",2.16
"500","2008-12-24",2.08
"501","2008-12-26",2.1
"502","2008-12-29",2.03
"503","2008-12-30",2.05
"504","2008-12-31",2.29
"505","2009-01-02",2.23
"506","2009-01-05",2.24
"507","2009-01-06",2.81
"508","2009-01-07",3.1
"509","2009-01-08",2.94
"510","2009-01-09",2.98
"511","2009-01-12",2.6
"512","2009-01-13",2.65
"513","2009-01-14",2.39
"514","2009-01-15",2.38
"515","2009-01-16",2.45
"516","2009-01-20",2.13
"517","2009-01-21",2.17
"518","2009-01-22",2.07
"519","2009-01-23",2.04
"520","2009-01-26",1.92
"521","2009-01-27",1.65
"522","2009-01-28",1.88
"523","2009-01-29",1.71
"524","2009-01-30",1.7
"525","2009-02-02",1.65
"526","2009-02-03",1.69
"527","2009-02-04",1.64
"528","2009-02-05",1.61
"529","2009-02-06",1.62
"530","2009-02-09",1.7
"531","2009-02-10",1.56
"532","2009-02-11",1.5
"533","2009-02-12",1.5
"534","2009-02-13",1.43
"535","2009-02-17",1.25
"536","2009-02-18",1.21
"537","2009-02-19",1.21
"538","2009-02-20",1.19
"539","2009-02-23",1.08
"540","2009-02-24",1.03
"541","2009-02-25",1.01
"542","2009-02-26",1.01
"543","2009-02-27",0.95
"544","2009-03-02",0.83
"545","2009-03-03",1.05
"546","2009-03-04",1.19
"547","2009-03-05",0.91
"548","2009-03-06",0.93
"549","2009-03-09",0.89
"550","2009-03-10",1.12
"551","2009-03-11",1.08
"552","2009-03-12",1.12
"553","2009-03-13",1.06
"554","2009-03-16",0.97
"555","2009-03-17",0.95
"556","2009-03-18",1.02
"557","2009-03-19",1.04
"558","2009-03-20",1.07
"559","2009-03-23",1.42
"560","2009-03-24",1.25
"561","2009-03-25",1.3
"562","2009-03-26",1.37
"563","2009-03-27",1.37
"564","2009-03-30",1.23
"565","2009-03-31",1.26
"566","2009-04-01",1.28
"567","2009-04-02",1.31
"568","2009-04-03",1.4
"569","2009-04-06",1.4
"570","2009-04-07",1.27
"571","2009-04-08",1.18
"572","2009-04-09",1.35
"573","2009-04-13",1.35
"574","2009-04-14",1.25
"575","2009-04-15",1.28
"576","2009-04-16",1.3
"577","2009-04-17",1.34
"578","2009-04-20",1.21
"579","2009-04-21",1.27
"580","2009-04-22",1.34
"581","2009-04-23",1.26
"582","2009-04-24",1.23
"583","2009-04-27",1.17
"584","2009-04-28",1.23
"585","2009-04-29",1.33
"586","2009-04-30",1.31
"587","2009-05-01",1.3
"588","2009-05-04",1.41
"589","2009-05-05",1.61
"590","2009-05-06",1.65
"591","2009-05-07",1.52
"592","2009-05-08",1.59
"593","2009-05-11",1.67
"594","2009-05-12",1.82
"595","2009-05-13",1.48
"596","2009-05-14",1.36
"597","2009-05-15",1.32
"598","2009-05-18",1.64
"599","2009-05-19",1.63
"600","2009-05-20",1.51
"601","2009-05-21",1.41
"602","2009-05-22",1.43
"603","2009-05-26",1.5
"604","2009-05-27",1.47
"605","2009-05-28",1.47
"606","2009-05-29",1.54
"607","2009-06-01",1.62
"608","2009-06-02",1.56
"609","2009-06-03",1.58
"610","2009-06-04",1.7
"611","2009-06-05",1.71
"612","2009-06-08",1.75
"613","2009-06-09",1.69
"614","2009-06-10",1.67
"615","2009-06-11",1.69
"616","2009-06-12",1.69
"617","2009-06-15",1.71
"618","2009-06-16",1.61
"619","2009-06-17",1.56
"620","2009-06-18",1.56
"621","2009-06-19",1.68
"622","2009-06-22",1.59
"623","2009-06-23",1.6
"624","2009-06-24",1.66
"625","2009-06-25",1.77
"626","2009-06-26",1.44
"627","2009-06-29",1.64
"628","2009-06-30",1.68
"629","2009-07-01",1.66
"630","2009-07-02",1.65
"631","2009-07-06",1.57
"632","2009-07-07",1.45
"633","2009-07-08",1.3
"634","2009-07-09",1.35
"635","2009-07-10",1.46
"636","2009-07-13",1.43
"637","2009-07-14",1.47
"638","2009-07-15",1.69
"639","2009-07-16",1.68
"640","2009-07-17",1.61
"641","2009-07-20",1.66
"642","2009-07-21",1.6
"643","2009-07-22",1.69
"644","2009-07-23",1.82
"645","2009-07-24",2.7
"646","2009-07-27",2.32
"647","2009-07-28",2.21
"648","2009-07-29",2.16
"649","2009-07-30",2.15
"650","2009-07-31",2.5
"651","2009-08-03",2.88
"652","2009-08-04",3.05
"653","2009-08-05",3.26
"654","2009-08-06",3.5
"655","2009-08-07",3.4
"656","2009-08-10",3.85
"657","2009-08-11",3.83
"658","2009-08-12",3.63
"659","2009-08-13",3.64
"660","2009-08-14",3.47
"661","2009-08-17",3.25
"662","2009-08-18",3.45
"663","2009-08-19",3.36
"664","2009-08-20",3.45
"665","2009-08-21",3.39
"666","2009-08-24",3.55
"667","2009-08-25",3.52
"668","2009-08-26",3.4
"669","2009-08-27",3.27
"670","2009-08-28",3.35
"671","2009-08-31",3.39
"672","2009-09-01",3.2
"673","2009-09-02",3.2
"674","2009-09-03",3.21
"675","2009-09-04",3.2
"676","2009-09-08",3.23
"677","2009-09-09",3.56
"678","2009-09-10",3.75
"679","2009-09-11",4.08
"680","2009-09-14",4.23
"681","2009-09-15",4.36
"682","2009-09-16",4.47
"683","2009-09-17",4.44
"684","2009-09-18",4.82
"685","2009-09-21",4.68
"686","2009-09-22",4.77
"687","2009-09-23",4.48
"688","2009-09-24",4.4
"689","2009-09-25",4.25
"690","2009-09-28",4.6
"691","2009-09-29",4.64
"692","2009-09-30",4.64
"693","2009-10-01",4.51
"694","2009-10-02",4.18
"695","2009-10-05",4.4
"696","2009-10-06",4.82
"697","2009-10-07",4.83
"698","2009-10-08",4.94
"699","2009-10-09",4.67
"700","2009-10-12",4.99
"701","2009-10-13",4.9
"702","2009-10-14",5.1
"703","2009-10-15",5.1
"704","2009-10-16",5.12
"705","2009-10-19",5.23
"706","2009-10-20",5.25
"707","2009-10-21",5.17
"708","2009-10-22",5.21
"709","2009-10-23",5.2
"710","2009-10-26",4.94
"711","2009-10-27",4.82
"712","2009-10-28",4.4
"713","2009-10-29",4.64
"714","2009-10-30",4.45
"715","2009-11-02",4.08
"716","2009-11-03",4.44
"717","2009-11-04",4.46
"718","2009-11-05",4.43
"719","2009-11-06",4.38
"720","2009-11-09",4.14
"721","2009-11-10",4.12
"722","2009-11-11",4.08
"723","2009-11-12",3.98
"724","2009-11-13",4
"725","2009-11-16",4.15
"726","2009-11-17",4.1
"727","2009-11-18",3.97
"728","2009-11-19",3.9
"729","2009-11-20",3.9
"730","2009-11-23",3.94
"731","2009-11-24",4
"732","2009-11-25",3.99
"733","2009-11-27",3.94
"734","2009-11-30",3.82
"735","2009-12-01",4.01
"736","2009-12-02",4.01
"737","2009-12-03",4.02
"738","2009-12-04",4.08
"739","2009-12-07",4.04
"740","2009-12-08",4.01
"741","2009-12-09",4
"742","2009-12-10",3.99
"743","2009-12-11",3.99
"744","2009-12-14",4
"745","2009-12-15",4.09
"746","2009-12-16",4.01
"747","2009-12-17",4.01
"748","2009-12-18",4.23
"749","2009-12-21",4.01
"750","2009-12-22",4
"751","2009-12-23",4.1
"752","2009-12-24",3.9
"753","2009-12-28",4.11
"754","2009-12-29",4.03
"755","2009-12-30",4.07
"756","2009-12-31",3.96
"757","2010-01-04",3.94
"758","2010-01-05",4.11
"759","2010-01-06",4.12
"760","2010-01-07",3.96
"761","2010-01-08",4.07
"762","2010-01-11",4.13
"763","2010-01-12",4.01
"764","2010-01-13",4.01
"765","2010-01-14",4.09
"766","2010-01-15",4.17
"767","2010-01-19",4.15
"768","2010-01-20",4.32
"769","2010-01-21",4.23
"770","2010-01-22",4.21
"771","2010-01-25",4.2
"772","2010-01-26",4
"773","2010-01-27",3.97
"774","2010-01-28",3.97
"775","2010-01-29",3.97
"776","2010-02-01",3.87
"777","2010-02-02",3.85
"778","2010-02-03",3.68
"779","2010-02-04",3.47
"780","2010-02-05",3.25
"781","2010-02-08",3.38
"782","2010-02-09",3.44
"783","2010-02-10",3.46
"784","2010-02-11",3.49
"785","2010-02-12",3.47
"786","2010-02-16",3.5
"787","2010-02-17",3.5
"788","2010-02-18",3.49
"789","2010-02-19",3.78
"790","2010-02-22",3.83
"791","2010-02-23",3.7
"792","2010-02-24",3.59
"793","2010-02-25",3.62
"794","2010-02-26",3.55
"795","2010-03-01",3.64
"796","2010-03-02",3.67
"797","2010-03-03",3.78
"798","2010-03-04",3.73
"799","2010-03-05",4.08
"800","2010-03-08",4.03
"801","2010-03-09",4.17
"802","2010-03-10",4.36
"803","2010-03-11",4.25
"804","2010-03-12",4.4
"805","2010-03-15",4.45
"806","2010-03-16",4.42
"807","2010-03-17",4.46
"808","2010-03-18",4.65
"809","2010-03-19",4.15
"810","2010-03-22",4.41
"811","2010-03-23",4.54
"812","2010-03-24",4.75
"813","2010-03-25",4.8
"814","2010-03-26",4.78
"815","2010-03-29",4.91
"816","2010-03-30",5.05
"817","2010-03-31",5.5
"818","2010-04-01",5.62
"819","2010-04-05",6.7
"820","2010-04-06",6.6
"821","2010-04-07",6.55
"822","2010-04-08",6.86
"823","2010-04-09",6.9
"824","2010-04-12",6.67
"825","2010-04-13",6.79
"826","2010-04-14",6.81
"827","2010-04-15",7.06
"828","2010-04-16",6.93
"829","2010-04-19",6.73
"830","2010-04-20",6.75
"831","2010-04-21",6.98
"832","2010-04-22",6.9
"833","2010-04-23",6.87
"834","2010-04-26",6.92
"835","2010-04-27",7
"836","2010-04-28",7.17
"837","2010-04-29",7.32
"838","2010-04-30",7.2
"839","2010-05-03",7.2
"840","2010-05-04",7.05
"841","2010-05-05",6.86
"842","2010-05-06",6.31
"843","2010-05-07",6.51
"844","2010-05-10",6.8
"845","2010-05-11",6.77
"846","2010-05-12",6.85
"847","2010-05-13",6.95
"848","2010-05-14",7.11
"849","2010-05-17",7.1
"850","2010-05-18",6.98
"851","2010-05-19",6.76
"852","2010-05-20",6.65
"853","2010-05-21",6.5
"854","2010-05-24",6.37
"855","2010-05-25",5.94
"856","2010-05-26",5.88
"857","2010-05-27",6.07
"858","2010-05-28",6.19
"859","2010-06-01",6.12
"860","2010-06-02",6.1
"861","2010-06-03",6.09
"862","2010-06-04",5.8
"863","2010-06-07",5.81
"864","2010-06-08",5.88
"865","2010-06-09",5.81
"866","2010-06-10",5.77
"867","2010-06-11",5.85
"868","2010-06-14",5.73
"869","2010-06-15",5.76
"870","2010-06-16",5.53
"871","2010-06-17",5.58
"872","2010-06-18",5.63
"873","2010-06-21",5.62
"874","2010-06-22",5.54
"875","2010-06-23",5.42
"876","2010-06-24",5.25
"877","2010-06-25",5.51
"878","2010-06-28",5.46
"879","2010-06-29",5.31
"880","2010-06-30",5
"881","2010-07-01",5.03
"882","2010-07-02",4.84
"883","2010-07-06",4.46
"884","2010-07-07",4.8
"885","2010-07-08",4.96
"886","2010-07-09",4.98
"887","2010-07-12",5.03
"888","2010-07-13",5.28
"889","2010-07-14",5.3
"890","2010-07-15",5.27
"891","2010-07-16",4.99
"892","2010-07-19",5.22
"893","2010-07-20",5.29
"894","2010-07-21",5.32
"895","2010-07-22",5.59
"896","2010-07-23",5.8
"897","2010-07-26",5.71
"898","2010-07-27",5.66
"899","2010-07-28",5.61
"900","2010-07-29",5.85
"901","2010-07-30",5.89
"902","2010-08-02",6.03
"903","2010-08-03",5.85
"904","2010-08-04",5.82
"905","2010-08-05",5.8
"906","2010-08-06",5.77
"907","2010-08-09",5.9
"908","2010-08-10",5.77
"909","2010-08-11",5.85
"910","2010-08-12",6.09
"911","2010-08-13",6.4
"912","2010-08-16",7.07
"913","2010-08-17",7.77
"914","2010-08-18",7.72
"915","2010-08-19",7.3
"916","2010-08-20",7.32
"917","2010-08-23",7.75
"918","2010-08-24",7.35
"919","2010-08-25",7.35
"920","2010-08-26",7
"921","2010-08-27",7.3
"922","2010-08-30",7.4
"923","2010-08-31",7.4
"924","2010-09-01",8.35
"925","2010-09-02",8.46
"926","2010-09-03",8.43
"927","2010-09-07",8.53
"928","2010-09-08",8.57
"929","2010-09-09",8.57
"930","2010-09-10",8.8
"931","2010-09-13",8.88
"932","2010-09-14",8.37
"933","2010-09-15",7.99
"934","2010-09-16",7.88
"935","2010-09-17",8.08
"936","2010-09-20",8.48
"937","2010-09-21",8.3
"938","2010-09-22",7.78
"939","2010-09-23",7.98
"940","2010-09-24",8.2
"941","2010-09-27",8.34
"942","2010-09-28",8.18
"943","2010-09-29",8.19
"944","2010-09-30",8.25
"945","2010-10-01",8.43
"946","2010-10-04",8.03
"947","2010-10-05",8.22
"948","2010-10-06",8.12
"949","2010-10-07",8.23
"950","2010-10-08",8.47
"951","2010-10-11",8.29
"952","2010-10-12",8.38
"953","2010-10-13",8.22
"954","2010-10-14",8.28
"955","2010-10-15",8.36
"956","2010-10-18",8.51
"957","2010-10-19",8.44
"958","2010-10-20",8.47
"959","2010-10-21",8.2
"960","2010-10-22",8.24
"961","2010-10-25",8.22
"962","2010-10-26",8.25
"963","2010-10-27",8.26
"964","2010-10-28",8.34
"965","2010-10-29",8.32
"966","2010-11-01",8.58
"967","2010-11-02",8.8
"968","2010-11-03",8.97
"969","2010-11-04",8.93
"970","2010-11-05",9
"971","2010-11-08",9.75
"972","2010-11-09",9.68
"973","2010-11-10",9.77
"974","2010-11-11",9.84
"975","2010-11-12",9.41
"976","2010-11-15",9.89
"977","2010-11-16",9.78
"978","2010-11-17",9.85
"979","2010-11-18",10.13
"980","2010-11-19",10.01
"981","2010-11-22",9.9
"982","2010-11-23",10.01
"983","2010-11-24",10.12
"984","2010-11-26",10.16
"985","2010-11-29",10.01
"986","2010-11-30",10
"987","2010-12-01",10.05
"988","2010-12-02",10.14
"989","2010-12-03",10.11
"990","2010-12-06",10.14
"991","2010-12-07",10
"992","2010-12-08",9.89
"993","2010-12-09",9.7
"994","2010-12-10",9.84
"995","2010-12-13",9.79
"996","2010-12-14",9.66
"997","2010-12-15",9.42
"998","2010-12-16",10.86
"999","2010-12-17",10.61
"1000","2010-12-20",11.19
"1001","2010-12-21",11.46
