"","date","TXN"
"1","2007-01-03",28.559999
"2","2007-01-04",29.1
"3","2007-01-05",28.76
"4","2007-01-08",28.9
"5","2007-01-09",28.84
"6","2007-01-10",29.33
"7","2007-01-11",29.030001
"8","2007-01-12",29.059999
"9","2007-01-16",28.879999
"10","2007-01-17",29.129999
"11","2007-01-18",28.32
"12","2007-01-19",28.389999
"13","2007-01-22",28.59
"14","2007-01-23",29.6
"15","2007-01-24",30
"16","2007-01-25",30.469999
"17","2007-01-26",31.02
"18","2007-01-29",30.940001
"19","2007-01-30",30.84
"20","2007-01-31",31.190001
"21","2007-02-01",31.370001
"22","2007-02-02",31.389999
"23","2007-02-05",31.59
"24","2007-02-06",31.219999
"25","2007-02-07",31.040001
"26","2007-02-08",31.08
"27","2007-02-09",30.92
"28","2007-02-12",30.51
"29","2007-02-13",30.27
"30","2007-02-14",30.950001
"31","2007-02-15",31.16
"32","2007-02-16",30.780001
"33","2007-02-20",31.049999
"34","2007-02-21",30.98
"35","2007-02-22",32.09
"36","2007-02-23",32.209999
"37","2007-02-26",31.77
"38","2007-02-27",30.67
"39","2007-02-28",30.959999
"40","2007-03-01",30.790001
"41","2007-03-02",30.76
"42","2007-03-05",30.9
"43","2007-03-06",31.35
"44","2007-03-07",31.139999
"45","2007-03-08",31.700001
"46","2007-03-09",32.459999
"47","2007-03-12",32.59
"48","2007-03-13",31.74
"49","2007-03-14",31.67
"50","2007-03-15",31.57
"51","2007-03-16",31.280001
"52","2007-03-19",31.219999
"53","2007-03-20",31.35
"54","2007-03-21",31.700001
"55","2007-03-22",31.25
"56","2007-03-23",31.360001
"57","2007-03-26",31.15
"58","2007-03-27",31.219999
"59","2007-03-28",30.700001
"60","2007-03-29",30.389999
"61","2007-03-30",30.1
"62","2007-04-02",29.9
"63","2007-04-03",30.07
"64","2007-04-04",30.6
"65","2007-04-05",30.82
"66","2007-04-09",30.82
"67","2007-04-10",31.26
"68","2007-04-11",30.780001
"69","2007-04-12",31
"70","2007-04-13",30.83
"71","2007-04-16",31.51
"72","2007-04-17",31.309999
"73","2007-04-18",31.950001
"74","2007-04-19",32.490002
"75","2007-04-20",32.5
"76","2007-04-23",32.41
"77","2007-04-24",34.919998
"78","2007-04-25",35.34
"79","2007-04-26",35.16
"80","2007-04-27",34.830002
"81","2007-04-30",34.369999
"82","2007-05-01",34.84
"83","2007-05-02",35.110001
"84","2007-05-03",35.09
"85","2007-05-04",35.16
"86","2007-05-07",35.200001
"87","2007-05-08",35.169998
"88","2007-05-09",36.830002
"89","2007-05-10",36.619999
"90","2007-05-11",36.700001
"91","2007-05-14",36.93
"92","2007-05-15",36.669998
"93","2007-05-16",36.41
"94","2007-05-17",35.939999
"95","2007-05-18",35.869999
"96","2007-05-21",35.549999
"97","2007-05-22",35.490002
"98","2007-05-23",35.009998
"99","2007-05-24",34.610001
"100","2007-05-25",34.889999
"101","2007-05-29",34.950001
"102","2007-05-30",35.009998
"103","2007-05-31",35.360001
"104","2007-06-01",35.919998
"105","2007-06-04",35.700001
"106","2007-06-05",35.209999
"107","2007-06-06",35.040001
"108","2007-06-07",34.389999
"109","2007-06-08",35.970001
"110","2007-06-11",35.790001
"111","2007-06-12",35.040001
"112","2007-06-13",35.84
"113","2007-06-14",36.630001
"114","2007-06-15",36.860001
"115","2007-06-18",37.5
"116","2007-06-19",36.970001
"117","2007-06-20",36.75
"118","2007-06-21",37.48
"119","2007-06-22",37.110001
"120","2007-06-25",37.07
"121","2007-06-26",37.040001
"122","2007-06-27",37.779999
"123","2007-06-28",37.740002
"124","2007-06-29",37.630001
"125","2007-07-02",38.060001
"126","2007-07-03",38.200001
"127","2007-07-05",38.119999
"128","2007-07-06",38.34
"129","2007-07-09",38.25
"130","2007-07-10",38.110001
"131","2007-07-11",38.110001
"132","2007-07-12",38.75
"133","2007-07-13",38.700001
"134","2007-07-16",39.07
"135","2007-07-17",39.18
"136","2007-07-18",38.52
"137","2007-07-19",38.400002
"138","2007-07-20",38.009998
"139","2007-07-23",38.18
"140","2007-07-24",36.459999
"141","2007-07-25",36.790001
"142","2007-07-26",35.970001
"143","2007-07-27",35.130001
"144","2007-07-30",35.950001
"145","2007-07-31",35.189999
"146","2007-08-01",35.110001
"147","2007-08-02",34.82
"148","2007-08-03",33.740002
"149","2007-08-06",34.009998
"150","2007-08-07",34.009998
"151","2007-08-08",33.73
"152","2007-08-09",33.130001
"153","2007-08-10",33.09
"154","2007-08-13",33.169998
"155","2007-08-14",32.959999
"156","2007-08-15",32.32
"157","2007-08-16",32.529999
"158","2007-08-17",33.09
"159","2007-08-20",33.470001
"160","2007-08-21",33.68
"161","2007-08-22",34.130001
"162","2007-08-23",34.150002
"163","2007-08-24",35.049999
"164","2007-08-27",34.459999
"165","2007-08-28",33.419998
"166","2007-08-29",34.290001
"167","2007-08-30",34.080002
"168","2007-08-31",34.240002
"169","2007-09-04",35.23
"170","2007-09-05",35.400002
"171","2007-09-06",36.049999
"172","2007-09-07",35.299999
"173","2007-09-10",35.220001
"174","2007-09-11",35.720001
"175","2007-09-12",35.119999
"176","2007-09-13",34.900002
"177","2007-09-14",34.68
"178","2007-09-17",34.580002
"179","2007-09-18",34.740002
"180","2007-09-19",35.220001
"181","2007-09-20",35.77
"182","2007-09-21",36.619999
"183","2007-09-24",36.459999
"184","2007-09-25",36.240002
"185","2007-09-26",36.299999
"186","2007-09-27",36.790001
"187","2007-09-28",36.59
"188","2007-10-01",36.810001
"189","2007-10-02",36.630001
"190","2007-10-03",36.110001
"191","2007-10-04",36.200001
"192","2007-10-05",36.540001
"193","2007-10-08",36.41
"194","2007-10-09",36.59
"195","2007-10-10",36.389999
"196","2007-10-11",35.23
"197","2007-10-12",35.389999
"198","2007-10-15",34.419998
"199","2007-10-16",34.41
"200","2007-10-17",35.029999
"201","2007-10-18",34.400002
"202","2007-10-19",33.919998
"203","2007-10-22",34.27
"204","2007-10-23",31.43
"205","2007-10-24",31.530001
"206","2007-10-25",31.33
