"","date","CZZ"
"286","2008-10-20",3.58
"287","2008-10-21",3.21
"288","2008-10-22",2.11
"289","2008-10-23",2.63
"290","2008-10-24",2.48
"291","2008-10-27",2.1
"292","2008-10-28",2.55
"293","2008-10-29",2.67
"294","2008-10-30",2.85
"295","2008-10-31",2.68
"296","2008-11-03",2.98
"297","2008-11-04",3.49
"298","2008-11-05",3.3
"299","2008-11-06",2.96
"300","2008-11-07",3
"301","2008-11-10",2.99
"302","2008-11-11",2.95
"303","2008-11-12",2.61
"304","2008-11-13",2.95
"305","2008-11-14",2.73
"306","2008-11-17",2.56
"307","2008-11-18",2.83
"308","2008-11-19",2.53
"309","2008-11-20",2.19
"310","2008-11-21",2.17
"311","2008-11-24",2.57
"312","2008-11-25",2.68
"313","2008-11-26",2.87
"314","2008-11-28",3.07
"315","2008-12-01",2.62
"316","2008-12-02",2.81
"317","2008-12-03",2.95
"318","2008-12-04",2.53
"319","2008-12-05",2.63
"320","2008-12-08",3.01
"321","2008-12-09",2.73
"322","2008-12-10",2.73
"323","2008-12-11",2.74
"324","2008-12-12",2.89
"325","2008-12-15",2.77
"326","2008-12-16",2.9
"327","2008-12-17",3.02
"328","2008-12-18",2.82
"329","2008-12-19",3.04
"330","2008-12-22",2.85
"331","2008-12-23",2.77
"332","2008-12-24",2.82
"333","2008-12-26",3
"334","2008-12-29",3.35
"335","2008-12-30",3.46
"336","2008-12-31",3.46
"337","2009-01-02",3.54
"338","2009-01-05",3.28
"339","2009-01-06",3.71
"340","2009-01-07",3.61
"341","2009-01-08",4.17
"342","2009-01-09",4.18
"343","2009-01-12",4.05
"344","2009-01-13",3.62
"345","2009-01-14",3.45
"346","2009-01-15",3.31
"347","2009-01-16",3.41
"348","2009-01-20",3.14
"349","2009-01-21",3.32
"350","2009-01-22",3.07
"351","2009-01-23",2.93
"352","2009-01-26",3.11
"353","2009-01-27",3
"354","2009-01-28",3.3
"355","2009-01-29",3.25
"356","2009-01-30",3.22
"357","2009-02-02",3.19
"358","2009-02-03",3.39
"359","2009-02-04",3.42
"360","2009-02-05",3.48
"361","2009-02-06",3.8
"362","2009-02-09",3.92
"363","2009-02-10",3.64
"364","2009-02-11",3.58
"365","2009-02-12",3.73
"366","2009-02-13",3.73
"367","2009-02-17",3.43
"368","2009-02-18",3.47
"369","2009-02-19",3.58
"370","2009-02-20",3.35
"371","2009-02-23",3.03
"372","2009-02-24",3.25
"373","2009-02-25",3.58
"374","2009-02-26",3.49
"375","2009-02-27",3.35
"376","2009-03-02",2.91
"377","2009-03-03",2.7
"378","2009-03-04",2.59
"379","2009-03-05",2.5
"380","2009-03-06",2.44
"381","2009-03-09",2.5
"382","2009-03-10",2.65
"383","2009-03-11",2.84
"384","2009-03-12",3.02
"385","2009-03-13",2.9
"386","2009-03-16",2.88
"387","2009-03-17",2.61
"388","2009-03-18",2.65
"389","2009-03-19",2.46
"390","2009-03-20",2.38
"391","2009-03-23",2.54
"392","2009-03-24",2.5
"393","2009-03-25",2.38
"394","2009-03-26",2.53
"395","2009-03-27",2.45
"396","2009-03-30",2.37
"397","2009-03-31",2.45
"398","2009-04-01",2.4
"399","2009-04-02",2.83
"400","2009-04-03",3.5
"401","2009-04-06",4.13
"402","2009-04-07",4.65
"403","2009-04-08",4.07
"404","2009-04-09",4.45
"405","2009-04-13",4.79
"406","2009-04-14",4.6
"407","2009-04-15",4.24
"408","2009-04-16",4.25
"409","2009-04-17",3.5
"410","2009-04-20",3.38
"411","2009-04-21",3.23
"412","2009-04-22",3.37
"413","2009-04-23",3.29
"414","2009-04-24",3.33
"415","2009-04-27",3.32
"416","2009-04-28",3.41
"417","2009-04-29",3.45
"418","2009-04-30",3.52
"419","2009-05-01",3.76
"420","2009-05-04",3.99
"421","2009-05-05",3.89
"422","2009-05-06",4.49
"423","2009-05-07",4.61
"424","2009-05-08",4.5
"425","2009-05-11",4.48
"426","2009-05-12",4.38
"427","2009-05-13",4
"428","2009-05-14",4.1
"429","2009-05-15",4.13
"430","2009-05-18",4.33
"431","2009-05-19",4.52
"432","2009-05-20",4.81
"433","2009-05-21",4.5
"434","2009-05-22",4.64
"435","2009-05-26",5.13
"436","2009-05-27",5.48
"437","2009-05-28",5.23
"438","2009-05-29",5.11
"439","2009-06-01",5.59
"440","2009-06-02",6.08
"441","2009-06-03",5.27
"442","2009-06-04",5.46
"443","2009-06-05",5.4
"444","2009-06-08",5.35
"445","2009-06-09",5.68
"446","2009-06-10",5.78
"447","2009-06-11",6.34
"448","2009-06-12",6.67
"449","2009-06-15",6.23
"450","2009-06-16",5.84
"451","2009-06-17",5.58
"452","2009-06-18",5.36
"453","2009-06-19",5.66
"454","2009-06-22",5.39
"455","2009-06-23",5.54
"456","2009-06-24",5.91
"457","2009-06-25",6.24
"458","2009-06-26",5.67
"459","2009-06-29",5.37
"460","2009-06-30",5.18
"461","2009-07-01",5.35
"462","2009-07-02",5.25
"463","2009-07-06",5.08
"464","2009-07-07",5.07
"465","2009-07-08",4.88
"466","2009-07-09",4.86
"467","2009-07-10",4.98
"468","2009-07-13",5
"469","2009-07-14",5.19
"470","2009-07-15",5.52
"471","2009-07-16",5.43
"472","2009-07-17",5.36
"473","2009-07-20",5.63
"474","2009-07-21",5.87
"475","2009-07-22",6
"476","2009-07-23",6.26
"477","2009-07-24",6.26
"478","2009-07-27",6.35
"479","2009-07-28",6.32
"480","2009-07-29",6.08
"481","2009-07-30",6.49
"482","2009-07-31",6.72
"483","2009-08-03",7.12
"484","2009-08-04",7.25
"485","2009-08-05",7.17
"486","2009-08-06",7.34
"487","2009-08-07",7.76
"488","2009-08-10",7.78
"489","2009-08-11",7.4
"490","2009-08-12",7.48
"491","2009-08-13",7.92
"492","2009-08-14",7.84
"493","2009-08-17",7.38
"494","2009-08-18",7.58
"495","2009-08-19",7.93
"496","2009-08-20",7.81
"497","2009-08-21",7.99
"498","2009-08-24",8.18
"499","2009-08-25",8.21
"500","2009-08-26",8.11
"501","2009-08-27",8.11
"502","2009-08-28",8.43
"503","2009-08-31",8.17
"504","2009-09-01",7.7
"505","2009-09-02",7.65
"506","2009-09-03",8
"507","2009-09-04",7.87
"508","2009-09-08",8.11
"509","2009-09-09",7.98
"510","2009-09-10",8.28
"511","2009-09-11",8.4
"512","2009-09-14",8.47
"513","2009-09-15",8.41
"514","2009-09-16",8.32
"515","2009-09-17",8.03
"516","2009-09-18",8.15
"517","2009-09-21",8.03
"518","2009-09-22",8.23
"519","2009-09-23",7.98
"520","2009-09-24",7.65
"521","2009-09-25",7.79
"522","2009-09-28",7.86
"523","2009-09-29",7.83
"524","2009-09-30",7.9
"525","2009-10-01",7.58
"526","2009-10-02",7.74
"527","2009-10-05",8
"528","2009-10-06",8.04
"529","2009-10-07",7.98
"530","2009-10-08",7.91
"531","2009-10-09",8
"532","2009-10-12",8.01
"533","2009-10-13",8.43
"534","2009-10-14",8.62
"535","2009-10-15",8.58
"536","2009-10-16",8.47
"537","2009-10-19",8.48
"538","2009-10-20",7.98
"539","2009-10-21",8.07
"540","2009-10-22",8.16
"541","2009-10-23",7.95
"542","2009-10-26",7.6
"543","2009-10-27",7.21
"544","2009-10-28",6.65
"545","2009-10-29",7.09
"546","2009-10-30",6.66
"547","2009-11-02",6.83
"548","2009-11-03",7
"549","2009-11-04",7.09
"550","2009-11-05",7.42
"551","2009-11-06",7.61
"552","2009-11-09",7.69
"553","2009-11-10",7.75
"554","2009-11-11",7.75
"555","2009-11-12",7.79
"556","2009-11-13",7.85
"557","2009-11-16",8.11
"558","2009-11-17",8.21
"559","2009-11-18",8.14
"560","2009-11-19",7.8
"561","2009-11-20",7.75
"562","2009-11-23",7.45
"563","2009-11-24",6.99
"564","2009-11-25",7.49
"565","2009-11-27",7.28
"566","2009-11-30",7.34
"567","2009-12-01",7.54
"568","2009-12-02",7.79
"569","2009-12-03",7.89
"570","2009-12-04",7.77
"571","2009-12-07",7.74
"572","2009-12-08",7.58
"573","2009-12-09",7.42
"574","2009-12-10",7.61
"575","2009-12-11",7.67
"576","2009-12-14",7.83
"577","2009-12-15",7.7
"578","2009-12-16",8.02
"579","2009-12-17",7.53
"580","2009-12-18",7.39
"581","2009-12-21",7.45
"582","2009-12-22",7.36
"583","2009-12-23",7.88
"584","2009-12-24",7.99
"585","2009-12-28",8.49
"586","2009-12-29",8.69
"587","2009-12-30",8.68
"588","2009-12-31",8.7
"589","2010-01-04",8.79
"590","2010-01-05",8.94
"591","2010-01-06",9.24
"592","2010-01-07",8.92
"593","2010-01-08",9.01
"594","2010-01-11",9.1
"595","2010-01-12",8.98
"596","2010-01-13",9.07
"597","2010-01-14",9.04
"598","2010-01-15",8.93
"599","2010-01-19",9.09
"600","2010-01-20",8.7
"601","2010-01-21",8.33
"602","2010-01-22",8.27
"603","2010-01-25",8.44
"604","2010-01-26",8.2
"605","2010-01-27",8.16
"606","2010-01-28",7.97
"607","2010-01-29",7.8
"608","2010-02-01",8.6
"609","2010-02-02",8.82
"610","2010-02-03",8.88
"611","2010-02-04",8.35
"612","2010-02-05",8.15
"613","2010-02-08",8.23
"614","2010-02-09",8.6
"615","2010-02-10",8.59
"616","2010-02-11",8.63
"617","2010-02-12",8.53
"618","2010-02-16",8.81
"619","2010-02-17",8.76
"620","2010-02-18",8.75
"621","2010-02-19",8.87
"622","2010-02-22",8.69
"623","2010-02-23",8.64
"624","2010-02-24",8.55
"625","2010-02-25",8.67
"626","2010-02-26",9.07
"627","2010-03-01",8.98
"628","2010-03-02",9.11
"629","2010-03-03",9.05
"630","2010-03-04",9.04
"631","2010-03-05",9.11
"632","2010-03-08",9.3
"633","2010-03-09",9.38
"634","2010-03-10",9.32
"635","2010-03-11",9.11
"636","2010-03-12",9.39
"637","2010-03-15",9.38
"638","2010-03-16",9.52
"639","2010-03-17",9.75
"640","2010-03-18",9.71
"641","2010-03-19",9.45
"642","2010-03-22",9.4
"643","2010-03-23",9.45
"644","2010-03-24",9.25
"645","2010-03-25",9.28
"646","2010-03-26",9.27
"647","2010-03-29",9.56
"648","2010-03-30",9.45
"649","2010-03-31",9.43
"650","2010-04-01",9.27
"651","2010-04-05",9.35
"652","2010-04-06",9.37
"653","2010-04-07",9.57
"654","2010-04-08",9.78
"655","2010-04-09",9.9
"656","2010-04-12",10.03
"657","2010-04-13",10.25
"658","2010-04-14",10.47
"659","2010-04-15",10.62
"660","2010-04-16",10.4
"661","2010-04-19",10.7
"662","2010-04-20",10.9
"663","2010-04-21",10.73
"664","2010-04-22",10.65
"665","2010-04-23",10.76
"666","2010-04-26",10.62
"667","2010-04-27",10.03
"668","2010-04-28",10.27
"669","2010-04-29",10.58
"670","2010-04-30",10.62
"671","2010-05-03",10.64
"672","2010-05-04",10.15
"673","2010-05-05",9.6
"674","2010-05-06",8.94
"675","2010-05-07",8.85
"676","2010-05-10",9.51
"677","2010-05-11",9.41
"678","2010-05-12",9.7
"679","2010-05-13",9.53
"680","2010-05-14",9.12
"681","2010-05-17",8.89
"682","2010-05-18",8.64
"683","2010-05-19",8.45
"684","2010-05-20",7.95
"685","2010-05-21",8.36
"686","2010-05-24",8.32
"687","2010-05-25",8.04
"688","2010-05-26",8.33
"689","2010-05-27",8.73
"690","2010-05-28",8.63
"691","2010-06-01",8.52
"692","2010-06-02",8.86
"693","2010-06-03",9.07
"694","2010-06-04",8.78
"695","2010-06-07",8.55
"696","2010-06-08",8.76
"697","2010-06-09",8.91
"698","2010-06-10",9.39
"699","2010-06-11",9.44
"700","2010-06-14",9.47
"701","2010-06-15",10.05
"702","2010-06-16",10.12
"703","2010-06-17",10.03
"704","2010-06-18",10.03
"705","2010-06-21",10.01
"706","2010-06-22",9.85
"707","2010-06-23",9.89
"708","2010-06-24",9.78
"709","2010-06-25",10.15
"710","2010-06-28",10.03
"711","2010-06-29",9.37
"712","2010-06-30",9.34
"713","2010-07-01",9.82
"714","2010-07-02",9.85
"715","2010-07-06",10.03
"716","2010-07-07",10.27
"717","2010-07-08",10.27
"718","2010-07-09",10.46
"719","2010-07-12",10.43
"720","2010-07-13",10.49
"721","2010-07-14",10.39
"722","2010-07-15",10.38
"723","2010-07-16",10.08
"724","2010-07-19",10.17
"725","2010-07-20",10.36
"726","2010-07-21",10.41
"727","2010-07-22",10.7
"728","2010-07-23",10.79
"729","2010-07-26",10.74
"730","2010-07-27",10.99
"731","2010-07-28",11.01
"732","2010-07-29",11.17
"733","2010-07-30",11.36
"734","2010-08-02",11.56
"735","2010-08-03",11.18
"736","2010-08-04",11.11
"737","2010-08-05",11.28
"738","2010-08-06",11.25
"739","2010-08-09",11.38
"740","2010-08-10",11.26
"741","2010-08-11",10.8
"742","2010-08-12",10.75
"743","2010-08-13",10.25
"744","2010-08-16",10.32
"745","2010-08-17",10.71
"746","2010-08-18",10.3
"747","2010-08-19",10.1
"748","2010-08-20",9.92
"749","2010-08-23",10.08
"750","2010-08-24",10.12
"751","2010-08-25",10.6
"752","2010-08-26",10.5
"753","2010-08-27",10.75
"754","2010-08-30",10.56
"755","2010-08-31",10.54
"756","2010-09-01",11
"757","2010-09-02",11.21
"758","2010-09-03",11.19
"759","2010-09-07",11.19
"760","2010-09-08",11.08
"761","2010-09-09",11.25
"762","2010-09-10",11.4
"763","2010-09-13",11.4
"764","2010-09-14",11.38
"765","2010-09-15",11.31
"766","2010-09-16",11.44
"767","2010-09-17",11.65
"768","2010-09-20",11.67
"769","2010-09-21",11.67
"770","2010-09-22",11.6
"771","2010-09-23",11.6
"772","2010-09-24",12.01
"773","2010-09-27",11.77
"774","2010-09-28",11.59
"775","2010-09-29",11.45
"776","2010-09-30",11.59
"777","2010-10-01",11.68
"778","2010-10-04",11.57
"779","2010-10-05",11.92
"780","2010-10-06",11.93
"781","2010-10-07",11.96
"782","2010-10-08",12.25
"783","2010-10-11",12.37
"784","2010-10-12",12.4
"785","2010-10-13",12.9
"786","2010-10-14",12.8
"787","2010-10-15",12.68
"788","2010-10-18",12.58
"789","2010-10-19",12.31
"790","2010-10-20",12.54
"791","2010-10-21",12.28
"792","2010-10-22",12.29
"793","2010-10-25",12.7
"794","2010-10-26",12.81
"795","2010-10-27",12.86
"796","2010-10-28",12.91
"797","2010-10-29",13.14
"798","2010-11-01",13.12
"799","2010-11-02",13.32
"800","2010-11-03",13.46
"801","2010-11-04",14.08
"802","2010-11-05",13.9
"803","2010-11-08",13.89
"804","2010-11-09",13.89
"805","2010-11-10",13.95
"806","2010-11-11",13.65
"807","2010-11-12",12.92
"808","2010-11-15",13.09
"809","2010-11-16",12.52
"810","2010-11-17",12.71
"811","2010-11-18",13.14
"812","2010-11-19",13
"813","2010-11-22",12.73
"814","2010-11-23",12.28
"815","2010-11-24",12.7
"816","2010-11-26",12.54
"817","2010-11-29",12.45
"818","2010-11-30",12.76
"819","2010-12-01",13.1
"820","2010-12-02",13.44
"821","2010-12-03",13.64
"822","2010-12-06",13.57
"823","2010-12-07",13.79
"824","2010-12-08",13.58
"825","2010-12-09",13.02
"826","2010-12-10",12.98
"827","2010-12-13",13.01
"828","2010-12-14",12.82
"829","2010-12-15",12.7
"830","2010-12-16",12.55
"831","2010-12-17",12.81
"832","2010-12-20",12.74
"833","2010-12-21",13.03
"834","2010-12-22",13.21
"835","2010-12-23",13.21
"836","2010-12-27",13.3
"837","2010-12-28",13.29
"838","2010-12-29",13.82
"839","2010-12-30",13.72
"840","2010-12-31",13.62
"841","2011-01-03",13.86
"842","2011-01-04",14.57
"843","2011-01-05",14.35
"844","2011-01-06",14.06
"845","2011-01-07",14.15
"846","2011-01-10",14.16
"847","2011-01-11",14.52
"848","2011-01-12",14.52
"849","2011-01-13",14.45
"850","2011-01-14",14.35
"851","2011-01-18",14.33
"852","2011-01-19",14.11
"853","2011-01-20",13.74
"854","2011-01-21",13.89
"855","2011-01-24",13.55
"856","2011-01-25",13.3
"857","2011-01-26",13.11
"858","2011-01-27",13.01
"859","2011-01-28",12.89
"860","2011-01-31",12.98
"861","2011-02-01",13.78
"862","2011-02-02",13.86
"863","2011-02-03",13.75
"864","2011-02-04",13.43
"865","2011-02-07",13.33
"866","2011-02-08",13.54
"867","2011-02-09",13.13
"868","2011-02-10",12.24
"869","2011-02-11",12.52
"870","2011-02-14",12.68
"871","2011-02-15",12.75
"872","2011-02-16",12.87
"873","2011-02-17",12.91
"874","2011-02-18",12.87
"875","2011-02-22",12.82
"876","2011-02-23",13.19
"877","2011-02-24",13.23
"878","2011-02-25",13.39
"879","2011-02-28",13.76
"880","2011-03-01",13.52
"881","2011-03-02",14
"882","2011-03-03",14.03
"883","2011-03-04",13.68
"884","2011-03-07",13.42
"885","2011-03-08",13.5
"886","2011-03-09",13.36
"887","2011-03-10",12.89
"888","2011-03-11",13.01
"889","2011-03-14",12.66
"890","2011-03-15",12.85
"891","2011-03-16",12.23
"892","2011-03-17",12.17
"893","2011-03-18",12.4
"894","2011-03-21",12.62
"895","2011-03-22",12.75
"896","2011-03-23",12.65
"897","2011-03-24",12.48
"898","2011-03-25",12.85
"899","2011-03-28",12.83
"900","2011-03-29",13
"901","2011-03-30",12.87
"902","2011-03-31",12.9
"903","2011-04-01",13.16
"904","2011-04-04",13.26
"905","2011-04-05",13.35
"906","2011-04-06",13.06
"907","2011-04-07",12.41
"908","2011-04-08",11.98
"909","2011-04-11",12
"910","2011-04-12",11.74
"911","2011-04-13",11.65
"912","2011-04-14",12.07
"913","2011-04-15",12.14
"914","2011-04-18",12.11
"915","2011-04-19",12.1
"916","2011-04-20",12.14
"917","2011-04-21",11.99
"918","2011-04-25",11.99
"919","2011-04-26",12.3
"920","2011-04-27",12.14
"921","2011-04-28",12.37
"922","2011-04-29",12.45
"923","2011-05-02",12.38
"924","2011-05-03",11.83
"925","2011-05-04",11.65
"926","2011-05-05",11.31
"927","2011-05-06",11.53
"928","2011-05-09",11.44
"929","2011-05-10",11.72
"930","2011-05-11",11.49
"931","2011-05-12",11.25
"932","2011-05-13",11.03
"933","2011-05-16",11.03
"934","2011-05-17",10.95
"935","2011-05-18",10.93
"936","2011-05-19",10.83
"937","2011-05-20",10.98
"938","2011-05-23",10.86
"939","2011-05-24",11.07
"940","2011-05-25",11.41
"941","2011-05-26",11.71
"942","2011-05-27",11.69
"943","2011-05-31",11.88
"944","2011-06-01",11.92
"945","2011-06-02",12.27
"946","2011-06-03",12.15
"947","2011-06-06",12
"948","2011-06-07",12.29
"949","2011-06-08",12.25
"950","2011-06-09",12.26
"951","2011-06-10",11.85
"952","2011-06-13",12.09
"953","2011-06-14",12.32
"954","2011-06-15",12.31
"955","2011-06-16",12.12
"956","2011-06-17",12.58
"957","2011-06-20",12.28
"958","2011-06-21",12.45
"959","2011-06-22",12.3
"960","2011-06-23",12.27
"961","2011-06-24",11.85
"962","2011-06-27",11.69
"963","2011-06-28",12.08
"964","2011-06-29",12.23
"965","2011-06-30",12.29
"966","2011-07-01",12.39
"967","2011-07-05",12.39
"968","2011-07-06",12.13
"969","2011-07-07",12.13
"970","2011-07-08",12.22
"971","2011-07-11",11.98
"972","2011-07-12",12.09
"973","2011-07-13",12.32
"974","2011-07-14",12.25
"975","2011-07-15",12.44
"976","2011-07-18",12.24
"977","2011-07-19",12.23
"978","2011-07-20",12.29
"979","2011-07-21",12.82
"980","2011-07-22",12.81
"981","2011-07-25",12.78
"982","2011-07-26",12.67
"983","2011-07-27",12.34
"984","2011-07-28",12.28
"985","2011-07-29",12.33
"986","2011-08-01",12.2
"987","2011-08-02",11.69
"988","2011-08-03",11.64
"989","2011-08-04",10.75
"990","2011-08-05",10.9
"991","2011-08-08",9.44
"992","2011-08-09",10.12
"993","2011-08-10",10
"994","2011-08-11",10.51
"995","2011-08-12",10.62
"996","2011-08-15",11.5
"997","2011-08-16",11.4
"998","2011-08-17",11.92
"999","2011-08-18",11.1
"1000","2011-08-19",10.67
"1001","2011-08-22",10.66
