"","date","SLGN"
"1","2007-01-03",10.8175
"2","2007-01-04",10.875
"3","2007-01-05",10.83
"4","2007-01-08",10.78
"5","2007-01-09",10.7375
"6","2007-01-10",10.7925
"7","2007-01-11",10.81
"8","2007-01-12",10.9425
"9","2007-01-16",10.8625
"10","2007-01-17",10.9275
"11","2007-01-18",11.57
"12","2007-01-19",11.735
"13","2007-01-22",11.72
"14","2007-01-23",11.74
"15","2007-01-24",11.7475
"16","2007-01-25",11.7475
"17","2007-01-26",11.7475
"18","2007-01-29",11.7775
"19","2007-01-30",11.795
"20","2007-01-31",11.7075
"21","2007-02-01",12.695
"22","2007-02-02",12.745
"23","2007-02-05",12.7725
"24","2007-02-06",12.885
"25","2007-02-07",12.815
"26","2007-02-08",12.7325
"27","2007-02-09",12.625
"28","2007-02-12",12.43
"29","2007-02-13",12.785
"30","2007-02-14",12.71
"31","2007-02-15",12.695
"32","2007-02-16",12.7025
"33","2007-02-20",12.75
"34","2007-02-21",12.725
"35","2007-02-22",12.665
"36","2007-02-23",12.62
"37","2007-02-26",12.6275
"38","2007-02-27",12.29
"39","2007-02-28",12.3025
"40","2007-03-01",12.2525
"41","2007-03-02",12.115
"42","2007-03-05",11.95
"43","2007-03-06",11.9875
"44","2007-03-07",12.0025
"45","2007-03-08",12.1
"46","2007-03-09",12.0975
"47","2007-03-12",12.325
"48","2007-03-13",11.965
"49","2007-03-14",12.125
"50","2007-03-15",12.2
"51","2007-03-16",12.17
"52","2007-03-19",12.2725
"53","2007-03-20",12.3875
"54","2007-03-21",12.535
"55","2007-03-22",12.45
"56","2007-03-23",12.525
"57","2007-03-26",12.6975
"58","2007-03-27",12.7225
"59","2007-03-28",12.62
"60","2007-03-29",12.625
"61","2007-03-30",12.7775
"62","2007-04-02",12.7625
"63","2007-04-03",12.83
"64","2007-04-04",12.75
"65","2007-04-05",12.825
"66","2007-04-09",12.6825
"67","2007-04-10",12.88
"68","2007-04-11",12.8475
"69","2007-04-12",12.79
"70","2007-04-13",12.955
"71","2007-04-16",13.2325
"72","2007-04-17",13.2
"73","2007-04-18",13.1275
"74","2007-04-19",13.2125
"75","2007-04-20",13.2225
"76","2007-04-23",13.2925
"77","2007-04-24",13.27
"78","2007-04-25",13.38
"79","2007-04-26",14.3825
"80","2007-04-27",14.55
"81","2007-04-30",14.345
"82","2007-05-01",14.405
"83","2007-05-02",14.4225
"84","2007-05-03",14.405
"85","2007-05-04",14.3625
"86","2007-05-07",14.3625
"87","2007-05-08",14.345
"88","2007-05-09",14.4375
"89","2007-05-10",14.1375
"90","2007-05-11",14.2575
"91","2007-05-14",14.05
"92","2007-05-15",14.035
"93","2007-05-16",14.1425
"94","2007-05-17",14.1575
"95","2007-05-18",14.375
"96","2007-05-21",14.535
"97","2007-05-22",14.5675
"98","2007-05-23",14.4925
"99","2007-05-24",14.2875
"100","2007-05-25",14.095
"101","2007-05-29",14.36
"102","2007-05-30",14.395
"103","2007-05-31",14.43
"104","2007-06-01",14.695
"105","2007-06-04",14.7
"106","2007-06-05",14.6425
"107","2007-06-06",14.3975
"108","2007-06-07",14.2425
"109","2007-06-08",14.3825
"110","2007-06-11",14.1775
"111","2007-06-12",13.975
"112","2007-06-13",14.1325
"113","2007-06-14",13.9475
"114","2007-06-15",14.425
"115","2007-06-18",14.1925
"116","2007-06-19",14.29
"117","2007-06-20",14.0025
"118","2007-06-21",13.8175
"119","2007-06-22",13.75
"120","2007-06-25",13.85
"121","2007-06-26",13.715
"122","2007-06-27",14
"123","2007-06-28",13.9125
"124","2007-06-29",13.82
"125","2007-07-02",14.085
"126","2007-07-03",14.0625
"127","2007-07-05",14.095
"128","2007-07-06",14.335
"129","2007-07-09",14.645
"130","2007-07-10",14.5375
"131","2007-07-11",14.6475
"132","2007-07-12",14.9475
"133","2007-07-13",14.8975
"134","2007-07-16",14.9825
"135","2007-07-17",15.275
"136","2007-07-18",14.725
"137","2007-07-19",14.85
"138","2007-07-20",14.515
"139","2007-07-23",14.675
"140","2007-07-24",14.36
"141","2007-07-25",13.97
"142","2007-07-26",13.3825
"143","2007-07-27",12.995
"144","2007-07-30",13.18
"145","2007-07-31",12.905
"146","2007-08-01",12.7125
"147","2007-08-02",12.8
"148","2007-08-03",12.4625
"149","2007-08-06",13.115
"150","2007-08-07",13.385
"151","2007-08-08",13.3275
"152","2007-08-09",12.9425
"153","2007-08-10",13.4675
"154","2007-08-13",13.085
"155","2007-08-14",12.9575
"156","2007-08-15",12.445
"157","2007-08-16",12.405
"158","2007-08-17",13.0875
"159","2007-08-20",12.86
"160","2007-08-21",12.5975
"161","2007-08-22",12.635
"162","2007-08-23",12.79
"163","2007-08-24",12.8625
"164","2007-08-27",12.7725
"165","2007-08-28",12.4825
"166","2007-08-29",12.5
"167","2007-08-30",12.5
"168","2007-08-31",12.7725
"169","2007-09-04",12.79
"170","2007-09-05",12.6425
"171","2007-09-06",12.68
"172","2007-09-07",12.625
"173","2007-09-10",12.245
"174","2007-09-11",12.4275
"175","2007-09-12",12.215
"176","2007-09-13",12.2625
"177","2007-09-14",12.34
"178","2007-09-17",12.12
"179","2007-09-18",12.74
"180","2007-09-19",13.215
"181","2007-09-20",13.195
"182","2007-09-21",13.45
"183","2007-09-24",13.2125
"184","2007-09-25",13.0725
"185","2007-09-26",13.3675
"186","2007-09-27",13.45
"187","2007-09-28",13.4375
"188","2007-10-01",13.7525
"189","2007-10-02",13.7375
"190","2007-10-03",13.4475
"191","2007-10-04",13.625
"192","2007-10-05",13.9825
"193","2007-10-08",13.9
"194","2007-10-09",14.02
"195","2007-10-10",14.1675
"196","2007-10-11",14.24
"197","2007-10-12",14.4
"198","2007-10-15",14.245
"199","2007-10-16",14.29
"200","2007-10-17",14.55
"201","2007-10-18",14.4075
"202","2007-10-19",14.02
"203","2007-10-22",14.1225
"204","2007-10-23",14.31
"205","2007-10-24",13.89
"206","2007-10-25",13.025
"207","2007-10-26",13.355
"208","2007-10-29",13.4375
"209","2007-10-30",13.4225
"210","2007-10-31",13.6425
"211","2007-11-01",13.415
"212","2007-11-02",13.4775
"213","2007-11-05",13.3375
"214","2007-11-06",13.455
"215","2007-11-07",13.175
"216","2007-11-08",13.395
"217","2007-11-09",13.195
"218","2007-11-12",13.1425
"219","2007-11-13",13.4175
"220","2007-11-14",13.285
"221","2007-11-15",13.22
"222","2007-11-16",13.265
"223","2007-11-19",12.7525
"224","2007-11-20",12.85
"225","2007-11-21",12.66
"226","2007-11-23",13.355
"227","2007-11-26",12.6475
"228","2007-11-27",12.6475
"229","2007-11-28",13.085
"230","2007-11-29",13.2575
"231","2007-11-30",13.4075
"232","2007-12-03",13.3325
"233","2007-12-04",13.2325
"234","2007-12-05",13.36
"235","2007-12-06",13.4725
"236","2007-12-07",13.5775
"237","2007-12-10",13.8725
"238","2007-12-11",13.4
"239","2007-12-12",13.4475
"240","2007-12-13",13.435
"241","2007-12-14",13.3125
"242","2007-12-17",13.165
"243","2007-12-18",13.2675
"244","2007-12-19",13.01
"245","2007-12-20",12.9875
"246","2007-12-21",13.1975
"247","2007-12-24",13.295
"248","2007-12-26",13.1425
"249","2007-12-27",12.91
"250","2007-12-28",12.9525
"251","2007-12-31",12.985
"252","2008-01-02",12.575
"253","2008-01-03",12.54
"254","2008-01-04",12.37
"255","2008-01-07",12.5075
"256","2008-01-08",12.1025
"257","2008-01-09",12.3075
"258","2008-01-10",12.255
"259","2008-01-11",12.05
"260","2008-01-14",12.3625
"261","2008-01-15",12.46
"262","2008-01-16",12.71
"263","2008-01-17",11.985
"264","2008-01-18",11.6075
"265","2008-01-22",11.7075
"266","2008-01-23",11.925
"267","2008-01-24",11.655
"268","2008-01-25",11.6775
"269","2008-01-28",11.9875
"270","2008-01-29",11.8575
"271","2008-01-30",11.7225
"272","2008-01-31",11.84
"273","2008-02-01",11.98
"274","2008-02-04",11.8725
"275","2008-02-05",11.5775
"276","2008-02-06",11.78
"277","2008-02-07",11.7825
"278","2008-02-08",11.835
"279","2008-02-11",12.0425
"280","2008-02-12",11.8625
"281","2008-02-13",12.045
"282","2008-02-14",11.785
"283","2008-02-15",11.7225
