"","date","TW"
"105","2019-09-03",40.580002
"106","2019-09-04",42.119999
"107","2019-09-05",42.549999
"108","2019-09-06",41.990002
"109","2019-09-09",41.48
"110","2019-09-10",40.75
"111","2019-09-11",40.709999
"112","2019-09-12",39.77
"113","2019-09-13",39.130001
"114","2019-09-16",39.509998
"115","2019-09-17",39.09
"116","2019-09-18",40.16
"117","2019-09-19",39.66
"118","2019-09-20",40.25
"119","2019-09-23",40.150002
"120","2019-09-24",39.529999
"121","2019-09-25",39.75
"122","2019-09-26",37.404999
"123","2019-09-27",36.52
"124","2019-09-30",36.98
"125","2019-10-01",37.82
"126","2019-10-02",38.580002
"127","2019-10-03",39.150002
"128","2019-10-04",39.650002
"129","2019-10-07",40.200001
"130","2019-10-08",38.830002
"131","2019-10-09",39.830002
"132","2019-10-10",41.049999
"133","2019-10-11",40.27
"134","2019-10-14",39.91
"135","2019-10-15",39.91
"136","2019-10-16",42.27
"137","2019-10-17",43.25
"138","2019-10-18",41.5
"139","2019-10-21",42.66
"140","2019-10-22",41.93
"141","2019-10-23",40.43
"142","2019-10-24",41.130001
"143","2019-10-25",40.849998
"144","2019-10-28",41.84
"145","2019-10-29",41.799999
"146","2019-10-30",41.939999
"147","2019-10-31",41.75
"148","2019-11-01",41.650002
"149","2019-11-04",40.740002
"150","2019-11-05",40.139999
"151","2019-11-06",40.580002
"152","2019-11-07",41.470001
"153","2019-11-08",42.689999
"154","2019-11-11",42.860001
"155","2019-11-12",43.07
"156","2019-11-13",43.330002
"157","2019-11-14",42.759998
"158","2019-11-15",43.150002
"159","2019-11-18",43.529999
"160","2019-11-19",43.27
"161","2019-11-20",44.669998
"162","2019-11-21",44.450001
"163","2019-11-22",44.59
"164","2019-11-25",45.27
"165","2019-11-26",44.720001
"166","2019-11-27",44.549999
"167","2019-11-29",44.73
"168","2019-12-02",44.169998
"169","2019-12-03",44.709999
"170","2019-12-04",44.689999
"171","2019-12-05",45.040001
"172","2019-12-06",45.41
"173","2019-12-09",45.32
"174","2019-12-10",45.400002
"175","2019-12-11",45.18
"176","2019-12-12",44.68
"177","2019-12-13",44.82
"178","2019-12-16",46.110001
"179","2019-12-17",45.880001
"180","2019-12-18",45.91
"181","2019-12-19",46.799999
"182","2019-12-20",46.759998
"183","2019-12-23",46.189999
"184","2019-12-24",46.919998
"185","2019-12-26",46.869999
"186","2019-12-27",46.75
"187","2019-12-30",46.759998
"188","2019-12-31",46.349998
"189","2020-01-02",46.73
"190","2020-01-03",46.669998
"191","2020-01-06",46.110001
"192","2020-01-07",45.400002
"193","2020-01-08",46.189999
"194","2020-01-09",46.669998
"195","2020-01-10",46.169998
"196","2020-01-13",45.75
"197","2020-01-14",45.709999
"198","2020-01-15",45.77
"199","2020-01-16",45.66
"200","2020-01-17",45.75
"201","2020-01-21",45.82
"202","2020-01-22",45.07
"203","2020-01-23",44.900002
"204","2020-01-24",45.040001
"205","2020-01-27",44.619999
"206","2020-01-28",44.349998
"207","2020-01-29",44.110001
"208","2020-01-30",44.950001
"209","2020-01-31",46.18
"210","2020-02-03",46.709999
"211","2020-02-04",46.330002
"212","2020-02-05",45.439999
"213","2020-02-06",44.849998
"214","2020-02-07",44.98
"215","2020-02-10",45.139999
"216","2020-02-11",46.18
"217","2020-02-12",46.889999
"218","2020-02-13",47.32
"219","2020-02-14",49.450001
"220","2020-02-18",48.860001
"221","2020-02-19",50.07
"222","2020-02-20",51.68
"223","2020-02-21",51.794998
"224","2020-02-24",51.150002
"225","2020-02-25",49.779999
"226","2020-02-26",50
"227","2020-02-27",48.77
"228","2020-02-28",48.220001
"229","2020-03-02",50.259998
"230","2020-03-03",51.84
"231","2020-03-04",51.700001
"232","2020-03-05",51.119999
"233","2020-03-06",49.580002
"234","2020-03-09",46.849998
"235","2020-03-10",49.73
"236","2020-03-11",48.630001
"237","2020-03-12",43.23
"238","2020-03-13",43.400002
"239","2020-03-16",38.869999
"240","2020-03-17",40.07
"241","2020-03-18",36.220001
"242","2020-03-19",40
"243","2020-03-20",39.27
"244","2020-03-23",36.639999
"245","2020-03-24",40.349998
"246","2020-03-25",41.610001
"247","2020-03-26",42.639999
"248","2020-03-27",42.099998
"249","2020-03-30",41.970001
"250","2020-03-31",42.040001
"251","2020-04-01",42.709999
"252","2020-04-02",45.689999
"253","2020-04-03",45.439999
"254","2020-04-06",48.110001
"255","2020-04-07",48.25
"256","2020-04-08",49.279999
"257","2020-04-09",47.439999
"258","2020-04-13",47.139999
"259","2020-04-14",49.529999
"260","2020-04-15",51.57
"261","2020-04-16",53.16
"262","2020-04-17",51.630001
"263","2020-04-20",52.48
"264","2020-04-21",51.439999
"265","2020-04-22",51.25
"266","2020-04-23",52.52
"267","2020-04-24",53
"268","2020-04-27",56.200001
"269","2020-04-28",53.41
"270","2020-04-29",53.450001
"271","2020-04-30",52.16
"272","2020-05-01",51.919998
"273","2020-05-04",53.700001
"274","2020-05-05",54.049999
"275","2020-05-06",53.459999
"276","2020-05-07",55.25
"277","2020-05-08",58.18
"278","2020-05-11",59.939999
"279","2020-05-12",58.740002
"280","2020-05-13",59.950001
"281","2020-05-14",59
"282","2020-05-15",60.810001
"283","2020-05-18",62.169998
"284","2020-05-19",60.5
"285","2020-05-20",61.669998
"286","2020-05-21",61.389999
"287","2020-05-22",62.52
"288","2020-05-26",63.27
"289","2020-05-27",61.240002
"290","2020-05-28",62.959999
"291","2020-05-29",65.959999
"292","2020-06-01",67.220001
"293","2020-06-02",68
"294","2020-06-03",63.990002
"295","2020-06-04",63.5
"296","2020-06-05",62.169998
"297","2020-06-08",63.490002
"298","2020-06-09",65.010002
"299","2020-06-10",65.629997
"300","2020-06-11",61.860001
"301","2020-06-12",62.529999
"302","2020-06-15",63.189999
"303","2020-06-16",62.66
"304","2020-06-17",63.169998
"305","2020-06-18",63.66
"306","2020-06-19",64.419998
"307","2020-06-22",62.32
"308","2020-06-23",62.450001
"309","2020-06-24",60.849998
"310","2020-06-25",62.169998
"311","2020-06-26",59.580002
"312","2020-06-29",59.139999
"313","2020-06-30",58.139999
"314","2020-07-01",59.23
"315","2020-07-02",58.290001
"316","2020-07-06",55.790001
"317","2020-07-07",56.310001
"318","2020-07-08",57.540001
"319","2020-07-09",55.43
"320","2020-07-10",54.75
"321","2020-07-13",53.790001
"322","2020-07-14",54.290001
"323","2020-07-15",54.41
"324","2020-07-16",54.02
"325","2020-07-17",54.240002
"326","2020-07-20",56.139999
"327","2020-07-21",56.580002
"328","2020-07-22",56.349998
"329","2020-07-23",55.299999
"330","2020-07-24",54.490002
"331","2020-07-27",54.93
"332","2020-07-28",54.099998
"333","2020-07-29",54.610001
"334","2020-07-30",53.560001
"335","2020-07-31",54.07
"336","2020-08-03",53.52
"337","2020-08-04",54.25
"338","2020-08-05",54.029999
"339","2020-08-06",53.599998
"340","2020-08-07",52.849998
"341","2020-08-10",51.66
"342","2020-08-11",52.080002
"343","2020-08-12",54.459999
"344","2020-08-13",54.509998
"345","2020-08-14",55.279999
"346","2020-08-17",55.009998
"347","2020-08-18",55.389999
"348","2020-08-19",55.209999
"349","2020-08-20",55.139999
"350","2020-08-21",54.549999
"351","2020-08-24",56.150002
"352","2020-08-25",54.66
"353","2020-08-26",56.950001
"354","2020-08-27",57.310001
"355","2020-08-28",57.099998
"356","2020-08-31",57.290001
"357","2020-09-01",58.09
"358","2020-09-02",57.32
"359","2020-09-03",54.049999
"360","2020-09-04",53.189999
"361","2020-09-08",52.959999
"362","2020-09-09",54.830002
"363","2020-09-10",53.099998
"364","2020-09-11",53.189999
"365","2020-09-14",54.07
"366","2020-09-15",54.259998
"367","2020-09-16",54.599998
"368","2020-09-17",53.720001
"369","2020-09-18",53.66
"370","2020-09-21",53.549999
"371","2020-09-22",54.009998
"372","2020-09-23",53.299999
"373","2020-09-24",53.700001
"374","2020-09-25",55.189999
"375","2020-09-28",56.849998
"376","2020-09-29",58.029999
"377","2020-09-30",58
"378","2020-10-01",58.759998
"379","2020-10-02",58.549999
"380","2020-10-05",57.560001
"381","2020-10-06",56.130001
"382","2020-10-07",56.830002
"383","2020-10-08",59.139999
"384","2020-10-09",58.77
"385","2020-10-12",59.700001
"386","2020-10-13",60.130001
"387","2020-10-14",58.040001
"388","2020-10-15",58.919998
"389","2020-10-16",58.580002
"390","2020-10-19",58.040001
"391","2020-10-20",59.240002
"392","2020-10-21",59.599998
"393","2020-10-22",60.799999
"394","2020-10-23",60.48
"395","2020-10-26",58.970001
"396","2020-10-27",59.75
"397","2020-10-28",56.84
"398","2020-10-29",55.84
"399","2020-10-30",54.48
"400","2020-11-02",56.349998
"401","2020-11-03",56.400002
"402","2020-11-04",59.119999
"403","2020-11-05",60.790001
"404","2020-11-06",61.68
"405","2020-11-09",58.580002
"406","2020-11-10",57.93
"407","2020-11-11",61.23
"408","2020-11-12",60.18
"409","2020-11-13",60.259998
"410","2020-11-16",60.419998
"411","2020-11-17",58.98
"412","2020-11-18",58.360001
"413","2020-11-19",58.75
"414","2020-11-20",59.279999
"415","2020-11-23",58.540001
"416","2020-11-24",57.619999
"417","2020-11-25",58.130001
"418","2020-11-27",59.810001
