"","date","MLND"
"380","2014-05-16",108.900002
"381","2014-05-19",109.050003
"382","2014-05-20",106.199997
"383","2014-05-21",109.949997
"384","2014-05-22",116.25
"385","2014-05-23",107.099998
"386","2014-05-27",113.699997
"387","2014-05-28",111.300003
"388","2014-05-29",113.400002
"389","2014-05-30",108.75
"390","2014-06-02",105.75
"391","2014-06-03",108.449997
"392","2014-06-04",108.900002
"393","2014-06-05",113.699997
"394","2014-06-06",112.050003
"395","2014-06-09",121.349998
"396","2014-06-10",122.699997
"397","2014-06-11",122.849998
"398","2014-06-12",126.300003
"399","2014-06-13",126.449997
"400","2014-06-16",131.100006
"401","2014-06-17",135
"402","2014-06-18",130.949997
"403","2014-06-19",127.050003
"404","2014-06-20",129.300003
"405","2014-06-23",131.100006
"406","2014-06-24",134.25
"407","2014-06-25",135.449997
"408","2014-06-26",136.649994
"409","2014-06-27",136.949997
"410","2014-06-30",137.550003
"411","2014-07-01",142.050003
"412","2014-07-02",140.850006
"413","2014-07-03",141.600006
"414","2014-07-07",139.949997
"415","2014-07-08",139.5
"416","2014-07-09",140.399994
"417","2014-07-10",141.75
"418","2014-07-11",144
"419","2014-07-14",145.5
"420","2014-07-15",145.949997
"421","2014-07-16",147.300003
"422","2014-07-17",141.300003
"423","2014-07-18",142.5
"424","2014-07-21",139.800003
"425","2014-07-22",137.399994
"426","2014-07-23",138.149994
"427","2014-07-24",138
"428","2014-07-25",134.850006
"429","2014-07-28",134.399994
"430","2014-07-29",140.850006
"431","2014-07-30",143.850006
"432","2014-07-31",147.149994
"433","2014-08-01",145.050003
"434","2014-08-04",150
"435","2014-08-05",150
"436","2014-08-06",150.449997
"437","2014-08-07",149.475006
"438","2014-08-08",151.5
"439","2014-08-11",162.149994
"440","2014-08-12",164.100006
"441","2014-08-13",173.699997
"442","2014-08-14",180.75
"443","2014-08-15",181.050003
"444","2014-08-18",182.550003
"445","2014-08-19",180.300003
"446","2014-08-20",175.199997
"447","2014-08-21",168.600006
"448","2014-08-22",178.050003
"449","2014-08-25",184.800003
"450","2014-08-26",192.75
"451","2014-08-27",200.100006
"452","2014-08-28",198.449997
"453","2014-08-29",202.649994
"454","2014-09-02",212.25
"455","2014-09-03",229.5
"456","2014-09-04",225.449997
"457","2014-09-05",224.100006
"458","2014-09-08",235.649994
"459","2014-09-09",226.949997
"460","2014-09-10",229.350006
"461","2014-09-11",231.300003
"462","2014-09-12",224.699997
"463","2014-09-15",225.149994
"464","2014-09-16",240.75
"465","2014-09-17",235.050003
"466","2014-09-18",232.5
"467","2014-09-19",225.449997
"468","2014-09-22",213.300003
"469","2014-09-23",208.199997
"470","2014-09-24",211.649994
"471","2014-09-25",210.149994
"472","2014-09-26",234.75
"473","2014-09-29",250.649994
"474","2014-09-30",249
"475","2014-10-01",241.199997
"476","2014-10-02",250.050003
"477","2014-10-03",246.449997
"478","2014-10-06",243.300003
"479","2014-10-07",239.699997
"480","2014-10-08",225.75
"481","2014-10-09",206.25
"482","2014-10-10",206.550003
"483","2014-10-13",204.149994
"484","2014-10-14",205.350006
"485","2014-10-15",209.850006
"486","2014-10-16",219.149994
"487","2014-10-17",219.300003
"488","2014-10-20",233.25
"489","2014-10-21",237.75
"490","2014-10-22",247.949997
"491","2014-10-23",277.049988
"492","2014-10-24",270.899994
"493","2014-10-27",280.950012
"494","2014-10-28",298.049988
"495","2014-10-29",300.899994
"496","2014-10-30",301.950012
"497","2014-10-31",292.950012
"498","2014-11-03",275.25
"499","2014-11-04",294.149994
"500","2014-11-05",287.700012
"501","2014-11-06",303.299988
"502","2014-11-07",325.950012
"503","2014-11-10",329.399994
"504","2014-11-11",367.649994
"505","2014-11-12",366.75
"506","2014-11-13",357.75
"507","2014-11-14",361.799988
"508","2014-11-17",366
"509","2014-11-18",375.299988
"510","2014-11-19",368.25
"511","2014-11-20",362.549988
"512","2014-11-21",365.25
"513","2014-11-24",375.600006
"514","2014-11-25",379.350006
"515","2014-11-26",395.100006
"516","2014-11-28",378.899994
"517","2014-12-01",360
"518","2014-12-02",383.700012
"519","2014-12-03",390.299988
"520","2014-12-04",425.399994
"521","2014-12-05",439.049988
"522","2014-12-08",425.549988
"523","2014-12-09",485.399994
"524","2014-12-10",462.75
"525","2014-12-11",481.5
"526","2014-12-12",490.649994
"527","2014-12-15",430.5
"528","2014-12-16",440.700012
"529","2014-12-17",524.400024
"530","2014-12-18",648.299988
"531","2014-12-19",717.75
"532","2014-12-22",681
"533","2014-12-23",607.650024
"534","2014-12-24",655.950012
"535","2014-12-26",677.25
"536","2014-12-29",683.400024
"537","2014-12-30",666.150024
"538","2014-12-31",663.299988
"539","2015-01-02",687.450012
"540","2015-01-05",708.900024
"541","2015-01-06",707.700012
"542","2015-01-07",765
"543","2015-01-08",750.450012
"544","2015-01-09",752.400024
"545","2015-01-12",738.599976
"546","2015-01-13",745.799988
"547","2015-01-14",749.849976
"548","2015-01-15",712.5
"549","2015-01-16",752.700012
"550","2015-01-20",742.049988
"551","2015-01-21",711.75
"552","2015-01-22",743.400024
"553","2015-01-23",725.849976
"554","2015-01-26",749.700012
"555","2015-01-27",741
"556","2015-01-28",698.549988
"557","2015-01-29",685.5
"558","2015-01-30",651.900024
"559","2015-02-02",649.200012
"560","2015-02-03",626.25
"561","2015-02-04",629.25
"562","2015-02-05",634.049988
"563","2015-02-06",611.25
"564","2015-02-09",619.049988
"565","2015-02-10",629.549988
"566","2015-02-11",632.25
"567","2015-02-12",651.75
"568","2015-02-13",664.799988
"569","2015-02-17",666.150024
"570","2015-02-18",681.75
"571","2015-02-19",688.5
"572","2015-02-20",690.75
"573","2015-02-23",716.25
"574","2015-02-24",697.049988
"575","2015-02-25",699.150024
"576","2015-02-26",705.75
"577","2015-02-27",682.650024
"578","2015-03-02",683.549988
"579","2015-03-03",631.5
"580","2015-03-04",636.599976
"581","2015-03-05",658.049988
"582","2015-03-06",630
"583","2015-03-09",622.5
"584","2015-03-10",644.25
"585","2015-03-11",660.599976
"586","2015-03-12",691.200012
"587","2015-03-13",662.099976
"588","2015-03-16",658.049988
"589","2015-03-17",630.900024
"590","2015-03-18",637.5
"591","2015-03-19",674.849976
"592","2015-03-20",704.549988
"593","2015-03-23",714.900024
"594","2015-03-24",801.900024
"595","2015-03-25",747
"596","2015-03-26",724.349976
"597","2015-03-27",652.049988
"598","2015-03-30",572.700012
"599","2015-03-31",520.950012
"600","2015-04-01",467.25
"601","2015-04-02",525.900024
"602","2015-04-06",501.899994
"603","2015-04-07",443.850006
"604","2015-04-08",428.700012
"605","2015-04-09",440.850006
"606","2015-04-10",476.850006
"607","2015-04-13",478.200012
"608","2015-04-14",474
"609","2015-04-15",472.649994
"610","2015-04-16",474
"611","2015-04-17",460.200012
"612","2015-04-20",447.450012
"613","2015-04-21",451.350006
"614","2015-04-22",447.75
"615","2015-04-23",464.25
"616","2015-04-24",456
"617","2015-04-27",424.950012
"618","2015-04-28",412.049988
"619","2015-04-29",402.899994
"620","2015-04-30",371.174988
"621","2015-05-01",379.799988
"622","2015-05-04",381
"623","2015-05-05",367.049988
"624","2015-05-06",367.350006
"625","2015-05-07",386.100006
"626","2015-05-08",385.5
"627","2015-05-11",418.649994
"628","2015-05-12",415.049988
"629","2015-05-13",411.299988
"630","2015-05-14",414.75
"631","2015-05-15",437.549988
"632","2015-05-18",450.149994
"633","2015-05-19",474.450012
"634","2015-05-20",490.5
"635","2015-05-21",467.100006
"636","2015-05-22",466.200012
"637","2015-05-26",449.100006
"638","2015-05-27",468.149994
"639","2015-05-28",463.799988
"640","2015-05-29",508.950012
"641","2015-06-01",530.549988
"642","2015-06-02",543
"643","2015-06-03",546.599976
"644","2015-06-04",542.849976
"645","2015-06-05",550.200012
"646","2015-06-08",558.150024
"647","2015-06-09",536.400024
"648","2015-06-10",540.75
"649","2015-06-11",549.299988
"650","2015-06-12",550.200012
"651","2015-06-15",558.75
"652","2015-06-16",581.099976
"653","2015-06-17",550.650024
"654","2015-06-18",532.5
"655","2015-06-19",526.049988
"656","2015-06-22",522.599976
"657","2015-06-23",498
"658","2015-06-24",488.100006
"659","2015-06-25",464.399994
"660","2015-06-26",447.899994
"661","2015-06-29",416.549988
"662","2015-06-30",433.950012
"663","2015-07-01",430.049988
"664","2015-07-02",412.799988
"665","2015-07-06",412.950012
"666","2015-07-07",405.299988
"667","2015-07-08",387.75
"668","2015-07-09",396.899994
"669","2015-07-10",409.200012
"670","2015-07-13",427.350006
"671","2015-07-14",437.549988
"672","2015-07-15",448.950012
"673","2015-07-16",437.100006
"674","2015-07-17",443.549988
"675","2015-07-20",438.149994
"676","2015-07-21",439.350006
"677","2015-07-22",461.549988
"678","2015-07-23",456.149994
"679","2015-07-24",459.600006
"680","2015-07-27",450.450012
"681","2015-07-28",457.350006
"682","2015-07-29",425.100006
"683","2015-07-30",422.25
"684","2015-07-31",427.5
"685","2015-08-03",424.950012
"686","2015-08-04",418.200012
"687","2015-08-05",424.5
"688","2015-08-06",399
"689","2015-08-07",396
"690","2015-08-10",390.600006
"691","2015-08-11",376.049988
"692","2015-08-12",380.850006
"693","2015-08-13",373.350006
"694","2015-08-14",345
"695","2015-08-17",361.649994
"696","2015-08-18",344.100006
"697","2015-08-19",351.600006
"698","2015-08-20",319.799988
"699","2015-08-21",309.299988
"700","2015-08-24",284.399994
"701","2015-08-25",285.450012
"702","2015-08-26",312.450012
"703","2015-08-27",320.700012
"704","2015-08-28",298.350006
"705","2015-08-31",291.600006
"706","2015-09-01",260.549988
"707","2015-09-02",264.600006
"708","2015-09-03",248.699997
"709","2015-09-04",258.149994
"710","2015-09-08",250.199997
"711","2015-09-09",243.149994
"712","2015-09-10",252.300003
"713","2015-09-11",268.350006
"714","2015-09-14",267
"715","2015-09-15",260.399994
"716","2015-09-16",254.399994
"717","2015-09-17",271.950012
"718","2015-09-18",277.799988
"719","2015-09-21",283.049988
"720","2015-09-22",282
"721","2015-09-23",271.799988
"722","2015-09-24",270.75
"723","2015-09-25",247.050003
"724","2015-09-28",217.800003
"725","2015-09-29",128.550003
"726","2015-09-30",127.349998
"727","2015-10-01",142.050003
"728","2015-10-02",153.75
"729","2015-10-05",164.25
"730","2015-10-06",162.449997
"731","2015-10-07",169.199997
"732","2015-10-08",168.75
"733","2015-10-09",183.75
"734","2015-10-12",182.699997
"735","2015-10-13",160.949997
"736","2015-10-14",166.949997
"737","2015-10-15",185.399994
"738","2015-10-16",194.850006
"739","2015-10-19",220.949997
"740","2015-10-20",210.449997
"741","2015-10-21",216.149994
"742","2015-10-22",205.649994
"743","2015-10-23",210.300003
"744","2015-10-26",205.050003
"745","2015-10-27",217.5
"746","2015-10-28",214.800003
"747","2015-10-29",208.800003
"748","2015-10-30",194.550003
"749","2015-11-02",210
"750","2015-11-03",210.75
"751","2015-11-04",212.550003
"752","2015-11-05",196.949997
"753","2015-11-06",183.449997
"754","2015-11-09",165.899994
"755","2015-11-10",165.600006
"756","2015-11-11",152.399994
"757","2015-11-12",149.100006
"758","2015-11-13",148.050003
"759","2015-11-16",158.100006
"760","2015-11-17",164.100006
"761","2015-11-18",165
"762","2015-11-19",163.949997
"763","2015-11-20",161.850006
"764","2015-11-23",160.800003
"765","2015-11-24",158.850006
"766","2015-11-25",153
"767","2015-11-27",150
"768","2015-11-30",141.449997
"769","2015-12-01",146.550003
"770","2015-12-02",154.649994
"771","2015-12-03",147.149994
"772","2015-12-04",151.5
"773","2015-12-07",138.75
"774","2015-12-08",140.550003
"775","2015-12-09",142.5
"776","2015-12-10",155.850006
"777","2015-12-11",141.600006
"778","2015-12-14",142.050003
"779","2015-12-15",156.300003
"780","2015-12-16",160.050003
"781","2015-12-17",154.949997
"782","2015-12-18",156.75
"783","2015-12-21",153.449997
"784","2015-12-22",157.5
"785","2015-12-23",165.75
"786","2015-12-24",158.100006
"787","2015-12-28",147.600006
"788","2015-12-29",150.300003
"789","2015-12-30",143.100006
"790","2015-12-31",146.550003
"791","2016-01-04",138.600006
"792","2016-01-05",141.300003
"793","2016-01-06",138.600006
"794","2016-01-07",123.300003
"795","2016-01-08",120
"796","2016-01-11",116.400002
"797","2016-01-12",113.849998
"798","2016-01-13",95.25
"799","2016-01-14",97.199997
"800","2016-01-15",100.650002
"801","2016-01-19",99.75
"802","2016-01-20",125.25
"803","2016-01-21",131.100006
"804","2016-01-22",128.25
"805","2016-01-25",108.75
"806","2016-01-26",93.900002
"807","2016-01-27",89.099998
"808","2016-01-28",82.650002
"809","2016-01-29",84.75
"810","2016-02-01",87
"811","2016-02-02",84.900002
"812","2016-02-03",78.449997
"813","2016-02-04",81.449997
"814","2016-02-05",79.650002
"815","2016-02-08",84.900002
"816","2016-02-09",85.5
"817","2016-02-10",79.199997
"818","2016-02-11",76.5
"819","2016-02-12",78.900002
"820","2016-02-16",80.25
"821","2016-02-17",90.900002
"822","2016-02-18",94.050003
"823","2016-02-19",95.849998
"824","2016-02-22",102.75
"825","2016-02-23",99.150002
"826","2016-02-24",96.599998
"827","2016-02-25",89.25
"828","2016-02-26",76.800003
"829","2016-02-29",83.25
"830","2016-03-01",93.900002
"831","2016-03-02",105
"832","2016-03-03",104.400002
"833","2016-03-04",110.849998
"834","2016-03-07",127.050003
"835","2016-03-08",120.300003
"836","2016-03-09",112.349998
"837","2016-03-10",109.5
"838","2016-03-11",115.650002
"839","2016-03-14",121.050003
"840","2016-03-15",115.800003
"841","2016-03-16",112.050003
"842","2016-03-17",118.650002
"843","2016-03-18",131.100006
"844","2016-03-21",158.699997
"845","2016-03-22",155.100006
"846","2016-03-23",138
"847","2016-03-24",135.899994
"848","2016-03-28",145.649994
"849","2016-03-29",145.649994
"850","2016-03-30",139.050003
"851","2016-03-31",142.350006
"852","2016-04-01",134.399994
"853","2016-04-04",141.899994
"854","2016-04-05",142.050003
"855","2016-04-06",158.850006
"856","2016-04-07",151.199997
"857","2016-04-08",144
"858","2016-04-11",148.649994
"859","2016-04-12",145.649994
"860","2016-04-13",156
"861","2016-04-14",155.25
"862","2016-04-15",154.199997
"863","2016-04-18",157.050003
"864","2016-04-19",150.149994
"865","2016-04-20",155.850006
"866","2016-04-21",164.399994
"867","2016-04-22",167.550003
"868","2016-04-25",168.899994
"869","2016-04-26",149.925003
"870","2016-04-27",140.699997
"871","2016-04-28",133.350006
"872","2016-04-29",125.699997
"873","2016-05-02",124.199997
"874","2016-05-03",114.150002
"875","2016-05-04",102.599998
"876","2016-05-05",102
"877","2016-05-06",91.800003
"878","2016-05-09",106.050003
"879","2016-05-10",118.5
"880","2016-05-11",107.699997
"881","2016-05-12",99.599998
"882","2016-05-13",104.550003
"883","2016-05-16",115.050003
"884","2016-05-17",111.599998
"885","2016-05-18",117
"886","2016-05-19",115.050003
"887","2016-05-20",130.050003
"888","2016-05-23",137.550003
"889","2016-05-24",137.100006
"890","2016-05-25",146.699997
"891","2016-05-26",103.949997
"892","2016-05-27",103.5
"893","2016-05-31",110.849998
"894","2016-06-01",109.5
"895","2016-06-02",110.699997
"896","2016-06-03",104.699997
"897","2016-06-06",107.099998
"898","2016-06-07",103.949997
"899","2016-06-08",101.25
"900","2016-06-09",91.800003
"901","2016-06-10",85.800003
"902","2016-06-13",84.449997
"903","2016-06-14",85.349998
"904","2016-06-15",85.5
"905","2016-06-16",87.75
"906","2016-06-17",85.199997
"907","2016-06-20",83.550003
"908","2016-06-21",80.849998
"909","2016-06-22",78.75
"910","2016-06-23",80.400002
"911","2016-06-24",75.599998
"912","2016-06-27",71.400002
"913","2016-06-28",79.949997
"914","2016-06-29",80.400002
"915","2016-06-30",78.150002
"916","2016-07-01",83.699997
"917","2016-07-05",78.900002
"918","2016-07-06",80.25
"919","2016-07-07",81.900002
"920","2016-07-08",84.900002
"921","2016-07-11",81.75
"922","2016-07-12",81.449997
"923","2016-07-13",78.75
"924","2016-07-14",76.949997
"925","2016-07-15",75.900002
"926","2016-07-18",79.800003
"927","2016-07-19",74.400002
"928","2016-07-20",77.849998
"929","2016-07-21",77.699997
"930","2016-07-22",76.949997
"931","2016-07-25",78.75
"932","2016-07-26",82.050003
"933","2016-07-27",82.199997
"934","2016-07-28",77.550003
"935","2016-07-29",75.599998
"936","2016-08-01",78.599998
"937","2016-08-02",76.949997
"938","2016-08-03",84.150002
"939","2016-08-04",83.699997
"940","2016-08-05",94.650002
"941","2016-08-08",90.300003
"942","2016-08-09",93.599998
"943","2016-08-10",91.199997
"944","2016-08-11",93.150002
"945","2016-08-12",95.099998
"946","2016-08-15",96.599998
"947","2016-08-16",91.800003
"948","2016-08-17",91.349998
"949","2016-08-18",90.599998
"950","2016-08-19",91.5
"951","2016-08-22",92.25
"952","2016-08-23",92.849998
"953","2016-08-24",85.949997
"954","2016-08-25",84.150002
"955","2016-08-26",83.25
"956","2016-08-29",88.650002
"957","2016-08-30",92.699997
"958","2016-08-31",91.349998
"959","2016-09-01",96.75
"960","2016-09-02",94.800003
"961","2016-09-06",97.199997
"962","2016-09-07",102.150002
"963","2016-09-08",107.25
"964","2016-09-09",100.349998
"965","2016-09-12",107.25
"966","2016-09-13",102
"967","2016-09-14",106.650002
