"","date","MLND"
"1","2012-11-12",112.5
"2","2012-11-13",127.5
"3","2012-11-14",120
"4","2012-11-15",120
"5","2012-11-16",120
"6","2012-11-19",120
"7","2012-11-20",112.5
"8","2012-11-21",137.25
"9","2012-11-23",137.25
"10","2012-11-26",129
"11","2012-11-27",129
"12","2012-11-28",139.5
"13","2012-11-29",139.5
"14","2012-11-30",135.75
"15","2012-12-03",125.25
"16","2012-12-04",124.5
"17","2012-12-05",117
"18","2012-12-06",125.099998
"19","2012-12-07",121.5
"20","2012-12-10",124.5
"21","2012-12-11",127.5
"22","2012-12-12",120.75
"23","2012-12-13",120.75
"24","2012-12-14",120
"25","2012-12-17",120
"26","2012-12-18",127.5
"27","2012-12-19",132
"28","2012-12-20",132
"29","2012-12-21",132
"30","2012-12-24",127.5
"31","2012-12-26",127.5
"32","2012-12-27",127.5
"33","2012-12-28",127.5
"34","2012-12-31",125.550003
"35","2013-01-02",127.5
"36","2013-01-03",127.5
"37","2013-01-04",127.5
"38","2013-01-07",135
"39","2013-01-08",131.25
"40","2013-01-09",126.75
"41","2013-01-10",123.75
"42","2013-01-11",129
"43","2013-01-14",122.25
"44","2013-01-15",127.5
"45","2013-01-16",129
"46","2013-01-17",129
"47","2013-01-18",129
"48","2013-01-22",129
"49","2013-01-23",126
"50","2013-01-24",122.25
"51","2013-01-25",126
"52","2013-01-28",126
"53","2013-01-29",126
"54","2013-01-30",126.150002
"55","2013-01-31",135
"56","2013-02-01",135
"57","2013-02-04",135
"58","2013-02-05",135
"59","2013-02-06",127.5
"60","2013-02-07",127.050003
"61","2013-02-08",127.5
"62","2013-02-11",127.5
"63","2013-02-12",127.5
"64","2013-02-13",127.5
"65","2013-02-14",131.550003
"66","2013-02-15",135
"67","2013-02-19",135
"68","2013-02-20",134.850006
"69","2013-02-21",134.850006
"70","2013-02-22",134.850006
"71","2013-02-25",146.25
"72","2013-02-26",146.25
"73","2013-02-27",161.25
"74","2013-02-28",161.25
"75","2013-03-01",161.25
"76","2013-03-04",161.25
"77","2013-03-05",165
"78","2013-03-06",191.550003
"79","2013-03-07",202.5
"80","2013-03-08",208.5
"81","2013-03-11",210
"82","2013-03-12",202.5
"83","2013-03-13",165.75
"84","2013-03-14",165
"85","2013-03-15",166.5
"86","2013-03-18",157.5
"87","2013-03-19",162
"88","2013-03-20",150
"89","2013-03-21",148.5
"90","2013-03-22",147
"91","2013-03-25",135
"92","2013-03-26",135
"93","2013-03-27",137.100006
"94","2013-03-28",135
"95","2013-04-01",135
"96","2013-04-02",136.649994
"97","2013-04-03",135.75
"98","2013-04-04",135
"99","2013-04-05",136.5
"100","2013-04-08",136.5
"101","2013-04-09",136.5
"102","2013-04-10",136.5
"103","2013-04-11",137.25
"104","2013-04-12",137.25
"105","2013-04-15",139.800003
"106","2013-04-16",148.5
"107","2013-04-17",148.5
"108","2013-04-18",148.5
"109","2013-04-19",148.5
"110","2013-04-22",148.800003
"111","2013-04-23",146.25
"112","2013-04-24",146.25
"113","2013-04-25",158.100006
"114","2013-04-26",187.5
"115","2013-04-29",172.5
"116","2013-04-30",175.5
"117","2013-05-01",180.75
"118","2013-05-02",181.5
"119","2013-05-03",165
"120","2013-05-06",166.350006
"121","2013-05-07",170.100006
"122","2013-05-08",170.699997
"123","2013-05-09",169.350006
"124","2013-05-10",168.75
"125","2013-05-13",174.600006
"126","2013-05-14",180.75
"127","2013-05-15",180.75
"128","2013-05-16",180
"129","2013-05-17",188.25
"130","2013-05-20",192.149994
"131","2013-05-21",182.25
"132","2013-05-22",180
"133","2013-05-23",172.5
"134","2013-05-24",174
"135","2013-05-28",180.300003
"136","2013-05-29",181.5
"137","2013-05-30",187.5
"138","2013-05-31",187.199997
"139","2013-06-03",192.899994
"140","2013-06-04",201
"141","2013-06-05",208.5
"142","2013-06-06",206.100006
"143","2013-06-07",210
"144","2013-06-10",234
"145","2013-06-11",216
"146","2013-06-12",216.449997
"147","2013-06-13",203.25
"148","2013-06-14",208.949997
"149","2013-06-17",208.949997
"150","2013-06-18",203.25
"151","2013-06-19",206.699997
"152","2013-06-20",204
"153","2013-06-21",208.350006
"154","2013-06-24",214.050003
"155","2013-06-25",213.600006
"156","2013-06-26",211.350006
"157","2013-06-27",225
"158","2013-06-28",205.949997
"159","2013-07-01",203.399994
"160","2013-07-02",206.699997
"161","2013-07-03",206.699997
"162","2013-07-05",207.149994
"163","2013-07-08",204
"164","2013-07-09",202.199997
"165","2013-07-10",206.25
"166","2013-07-11",210.449997
"167","2013-07-12",205.350006
"168","2013-07-15",196.5
"169","2013-07-16",199.050003
"170","2013-07-17",199.350006
"171","2013-07-18",199.5
"172","2013-07-19",196.050003
"173","2013-07-22",189
"174","2013-07-23",187.350006
"175","2013-07-24",190.350006
"176","2013-07-25",194.850006
"177","2013-07-26",189.449997
"178","2013-07-29",189.149994
"179","2013-07-30",192.600006
"180","2013-07-31",190.350006
"181","2013-08-01",191.699997
"182","2013-08-02",190.949997
"183","2013-08-05",192.149994
"184","2013-08-06",187.5
"185","2013-08-07",192.149994
"186","2013-08-08",194.100006
"187","2013-08-09",189.300003
"188","2013-08-12",194.399994
"189","2013-08-13",185.550003
"190","2013-08-14",181.050003
"191","2013-08-15",169.350006
"192","2013-08-16",169.800003
"193","2013-08-19",169.050003
"194","2013-08-20",173.850006
"195","2013-08-21",165.899994
"196","2013-08-22",177.899994
"197","2013-08-23",178.350006
"198","2013-08-26",176.699997
"199","2013-08-27",171
"200","2013-08-28",175.5
"201","2013-08-29",179.550003
"202","2013-08-30",172.800003
"203","2013-09-03",177
"204","2013-09-04",180
"205","2013-09-05",200.850006
"206","2013-09-06",197.399994
"207","2013-09-09",209.850006
"208","2013-09-10",214.125
"209","2013-09-11",164.25
"210","2013-09-12",153.300003
"211","2013-09-13",150.149994
"212","2013-09-16",147.449997
"213","2013-09-17",154.649994
"214","2013-09-18",154.199997
"215","2013-09-19",154.5
"216","2013-09-20",149.25
"217","2013-09-23",149.850006
"218","2013-09-24",149.25
"219","2013-09-25",148.350006
"220","2013-09-26",150
"221","2013-09-27",147.75
"222","2013-09-30",148.649994
"223","2013-10-01",149.25
"224","2013-10-02",148.050003
"225","2013-10-03",148.800003
"226","2013-10-04",150
"227","2013-10-07",147.149994
"228","2013-10-08",147.149994
"229","2013-10-09",144
"230","2013-10-10",140.850006
"231","2013-10-11",143.100006
"232","2013-10-14",148.5
"233","2013-10-15",146.399994
"234","2013-10-16",146.850006
"235","2013-10-17",148.050003
"236","2013-10-18",151.5
"237","2013-10-21",151.649994
"238","2013-10-22",148.800003
"239","2013-10-23",150.300003
"240","2013-10-24",151.350006
"241","2013-10-25",148.949997
"242","2013-10-28",145.800003
"243","2013-10-29",139.949997
"244","2013-10-30",145.949997
"245","2013-10-31",145.050003
"246","2013-11-01",144.600006
"247","2013-11-04",144.449997
"248","2013-11-05",143.25
"249","2013-11-06",145.5
"250","2013-11-07",142.5
"251","2013-11-08",145.050003
"252","2013-11-11",140.25
"253","2013-11-12",137.850006
"254","2013-11-13",141.300003
"255","2013-11-14",135.179993
"256","2013-11-15",129.300003
"257","2013-11-18",129.899994
"258","2013-11-19",127.800003
"259","2013-11-20",128.699997
"260","2013-11-21",134.25
"261","2013-11-22",134.100006
"262","2013-11-25",133.949997
"263","2013-11-26",138.149994
"264","2013-11-27",142.199997
"265","2013-11-29",143.550003
"266","2013-12-02",135.75
"267","2013-12-03",132
"268","2013-12-04",129
"269","2013-12-05",128.699997
"270","2013-12-06",133.050003
"271","2013-12-09",138
"272","2013-12-10",137.25
"273","2013-12-11",137.25
"274","2013-12-12",136.5
"275","2013-12-13",137.100006
"276","2013-12-16",135.449997
"277","2013-12-17",138.75
"278","2013-12-18",137.25
"279","2013-12-19",133.350006
"280","2013-12-20",136.800003
"281","2013-12-23",138.449997
"282","2013-12-24",137.850006
"283","2013-12-26",136.800003
"284","2013-12-27",136.649994
"285","2013-12-30",136.649994
"286","2013-12-31",137.100006
"287","2014-01-02",136.649994
"288","2014-01-03",136.800003
"289","2014-01-06",136.649994
"290","2014-01-07",137.550003
"291","2014-01-08",144.149994
"292","2014-01-09",150
"293","2014-01-10",151.199997
"294","2014-01-13",152.550003
"295","2014-01-14",151.350006
"296","2014-01-15",148.350006
"297","2014-01-16",147.899994
"298","2014-01-17",148.050003
"299","2014-01-21",148.949997
"300","2014-01-22",151.5
"301","2014-01-23",148.5
"302","2014-01-24",144.449997
"303","2014-01-27",133.649994
"304","2014-01-28",135.449997
"305","2014-01-29",138.449997
"306","2014-01-30",141
"307","2014-01-31",140.399994
"308","2014-02-03",142.5
"309","2014-02-04",144.449997
"310","2014-02-05",132.300003
"311","2014-02-06",130.949997
"312","2014-02-07",131.25
"313","2014-02-10",130.800003
"314","2014-02-11",131.550003
"315","2014-02-12",133.5
"316","2014-02-13",134.25
"317","2014-02-14",133.949997
"318","2014-02-18",135
"319","2014-02-19",142.5
"320","2014-02-20",145.350006
"321","2014-02-21",147.300003
"322","2014-02-24",150.149994
"323","2014-02-25",152.699997
"324","2014-02-26",157.5
"325","2014-02-27",158.699997
"326","2014-02-28",161.850006
"327","2014-03-03",170.399994
"328","2014-03-04",154.199997
"329","2014-03-05",151.350006
"330","2014-03-06",150
"331","2014-03-07",149.850006
"332","2014-03-10",149.100006
"333","2014-03-11",147.600006
"334","2014-03-12",148.800003
"335","2014-03-13",151.050003
"336","2014-03-14",153.899994
"337","2014-03-17",147.600006
"338","2014-03-18",149.550003
"339","2014-03-19",156.75
"340","2014-03-20",155.550003
"341","2014-03-21",154.800003
"342","2014-03-24",154.800003
"343","2014-03-25",152.850006
"344","2014-03-26",145.604996
"345","2014-03-27",138.899994
"346","2014-03-28",129.149994
"347","2014-03-31",134.100006
"348","2014-04-01",140.550003
"349","2014-04-02",136.5
"350","2014-04-03",137.399994
"351","2014-04-04",136.800003
"352","2014-04-07",135.75
"353","2014-04-08",135.600006
"354","2014-04-09",142.350006
"355","2014-04-10",135.899994
"356","2014-04-11",130.5
"357","2014-04-14",128.550003
"358","2014-04-15",124.800003
"359","2014-04-16",122.550003
"360","2014-04-17",116.699997
"361","2014-04-21",117.75
"362","2014-04-22",123
"363","2014-04-23",120.300003
"364","2014-04-24",124.5
"365","2014-04-25",120.150002
"366","2014-04-28",120
"367","2014-04-29",124.349998
"368","2014-04-30",121.800003
"369","2014-05-01",118.650002
"370","2014-05-02",108.75
"371","2014-05-05",106.949997
"372","2014-05-06",104.25
"373","2014-05-07",105
"374","2014-05-08",96.150002
"375","2014-05-09",108
"376","2014-05-12",108.75
"377","2014-05-13",108.150002
"378","2014-05-14",109.949997
"379","2014-05-15",109.949997
