"","date","ITCI"
"87","2014-05-12",15.8
"88","2014-05-13",15.35
"89","2014-05-14",15.77
"90","2014-05-15",15.95
"91","2014-05-16",15.81
"92","2014-05-19",15.55
"93","2014-05-20",15.03
"94","2014-05-21",14.87
"95","2014-05-22",15.01
"96","2014-05-23",15.25
"97","2014-05-27",14.98
"98","2014-05-28",14.88
"99","2014-05-29",15
"100","2014-05-30",15.15
"101","2014-06-02",14.99
"102","2014-06-03",14.91
"103","2014-06-04",16.370001
"104","2014-06-05",16.52
"105","2014-06-06",16.309999
"106","2014-06-09",16.639999
"107","2014-06-10",16.790001
"108","2014-06-11",16.82
"109","2014-06-12",16.76
"110","2014-06-13",16.889999
"111","2014-06-16",16.73
"112","2014-06-17",16.809999
"113","2014-06-18",18.280001
"114","2014-06-19",18.52
"115","2014-06-20",19.26
"116","2014-06-23",18.950001
"117","2014-06-24",17.790001
"118","2014-06-25",17.17
"119","2014-06-26",17.389999
"120","2014-06-27",17.15
"121","2014-06-30",16.860001
"122","2014-07-01",16.969999
"123","2014-07-02",17.17
"124","2014-07-03",16.950001
"125","2014-07-07",16.91
"126","2014-07-08",16.16
"127","2014-07-09",15.91
"128","2014-07-10",15.13
"129","2014-07-11",15.26
"130","2014-07-14",15.27
"131","2014-07-15",15.09
"132","2014-07-16",14.31
"133","2014-07-17",14.32
"134","2014-07-18",14.4
"135","2014-07-21",14.25
"136","2014-07-22",14.33
"137","2014-07-23",14.3
"138","2014-07-24",14.17
"139","2014-07-25",13.72
"140","2014-07-28",13.34
"141","2014-07-29",13.86
"142","2014-07-30",14.79
"143","2014-07-31",14.49
"144","2014-08-01",14.78
"145","2014-08-04",15.86
"146","2014-08-05",15.34
"147","2014-08-06",15.23
"148","2014-08-07",14.33
"149","2014-08-08",15.27
"150","2014-08-11",15.88
"151","2014-08-12",15.98
"152","2014-08-13",17.690001
"153","2014-08-14",18.190001
"154","2014-08-15",18.379999
"155","2014-08-18",17.99
"156","2014-08-19",17.290001
"157","2014-08-20",15.55
"158","2014-08-21",14.97
"159","2014-08-22",15.62
"160","2014-08-25",15.9
"161","2014-08-26",15.19
"162","2014-08-27",14.83
"163","2014-08-28",14.31
"164","2014-08-29",14.22
"165","2014-09-02",14.44
"166","2014-09-03",14.31
"167","2014-09-04",14.63
"168","2014-09-05",14.68
"169","2014-09-08",14.72
"170","2014-09-09",14.22
"171","2014-09-10",14.62
"172","2014-09-11",14.79
"173","2014-09-12",14.29
"174","2014-09-15",14.22
"175","2014-09-16",14.13
"176","2014-09-17",14.14
"177","2014-09-18",14.45
"178","2014-09-19",13.79
"179","2014-09-22",13.12
"180","2014-09-23",13.08
"181","2014-09-24",13.76
"182","2014-09-25",13.21
"183","2014-09-26",14.47
"184","2014-09-29",14.51
"185","2014-09-30",13.71
"186","2014-10-01",13.61
"187","2014-10-02",14.07
"188","2014-10-03",14.79
"189","2014-10-06",14.84
"190","2014-10-07",14.5
"191","2014-10-08",14.99
"192","2014-10-09",14.54
"193","2014-10-10",14.34
"194","2014-10-13",14.72
"195","2014-10-14",14.57
"196","2014-10-15",14.96
"197","2014-10-16",16.049999
"198","2014-10-17",15.88
"199","2014-10-20",16.040001
"200","2014-10-21",15.25
"201","2014-10-22",15.19
"202","2014-10-23",14.89
"203","2014-10-24",14.75
"204","2014-10-27",14.92
"205","2014-10-28",15.38
"206","2014-10-29",15.02
"207","2014-10-30",15.1
"208","2014-10-31",15.5
"209","2014-11-03",15.16
"210","2014-11-04",15.06
"211","2014-11-05",15.19
"212","2014-11-06",15.47
"213","2014-11-07",15.26
"214","2014-11-10",15.74
"215","2014-11-11",15.55
"216","2014-11-12",15.2
"217","2014-11-13",15.24
"218","2014-11-14",15.15
"219","2014-11-17",13.96
"220","2014-11-18",14.37
"221","2014-11-19",14.47
"222","2014-11-20",14.8
"223","2014-11-21",14.82
"224","2014-11-24",15.12
"225","2014-11-25",14.99
"226","2014-11-26",15.19
"227","2014-11-28",14.37
"228","2014-12-01",15.34
"229","2014-12-02",15.45
"230","2014-12-03",16.35
"231","2014-12-04",16.299999
"232","2014-12-05",16.67
"233","2014-12-08",16.98
"234","2014-12-09",16.809999
"235","2014-12-10",16.299999
"236","2014-12-11",16.26
"237","2014-12-12",15.79
"238","2014-12-15",15.67
"239","2014-12-16",15.75
"240","2014-12-17",16.879999
"241","2014-12-18",17.309999
"242","2014-12-19",16.73
"243","2014-12-22",17.030001
"244","2014-12-23",17.83
"245","2014-12-24",17.99
"246","2014-12-26",18.959999
"247","2014-12-29",18.91
"248","2014-12-30",18
"249","2014-12-31",17.65
"250","2015-01-02",17.57
"251","2015-01-05",17.379999
"252","2015-01-06",16.780001
"253","2015-01-07",16.450001
"254","2015-01-08",17.370001
"255","2015-01-09",16.959999
"256","2015-01-12",18.110001
"257","2015-01-13",18.129999
"258","2015-01-14",20.35
"259","2015-01-15",19.469999
"260","2015-01-16",21.450001
"261","2015-01-20",20.190001
"262","2015-01-21",19.75
"263","2015-01-22",19.93
"264","2015-01-23",19.860001
"265","2015-01-26",20.51
"266","2015-01-27",20.290001
"267","2015-01-28",19.82
"268","2015-01-29",20.51
"269","2015-01-30",19.42
"270","2015-02-02",19.99
"271","2015-02-03",19.969999
"272","2015-02-04",19
"273","2015-02-05",18.99
"274","2015-02-06",18.889999
"275","2015-02-09",18.52
"276","2015-02-10",19.1
"277","2015-02-11",19.68
"278","2015-02-12",22.08
"279","2015-02-13",24.530001
"280","2015-02-17",25.58
"281","2015-02-18",28.57
"282","2015-02-19",26.379999
"283","2015-02-20",25.65
"284","2015-02-23",25.540001
"285","2015-02-24",24.309999
"286","2015-02-25",26
"287","2015-02-26",25.99
"288","2015-02-27",24.85
"289","2015-03-02",25.93
"290","2015-03-03",25.73
"291","2015-03-04",24.200001
"292","2015-03-05",24.73
"293","2015-03-06",23.799999
"294","2015-03-09",24.219999
"295","2015-03-10",24.459999
"296","2015-03-11",24.700001
"297","2015-03-12",23.15
"298","2015-03-13",23.48
"299","2015-03-16",24
"300","2015-03-17",24.49
"301","2015-03-18",24.57
"302","2015-03-19",26.34
"303","2015-03-20",27.639999
"304","2015-03-23",27.5
"305","2015-03-24",27.889999
"306","2015-03-25",26.639999
"307","2015-03-26",25.08
"308","2015-03-27",25.280001
"309","2015-03-30",24.73
"310","2015-03-31",23.879999
"311","2015-04-01",24.16
"312","2015-04-02",23.68
"313","2015-04-06",23.43
"314","2015-04-07",24.16
"315","2015-04-08",24.280001
"316","2015-04-09",23.83
"317","2015-04-10",23.98
"318","2015-04-13",23.02
"319","2015-04-14",24.805
"320","2015-04-15",24.450001
"321","2015-04-16",24.950001
"322","2015-04-17",24.360001
"323","2015-04-20",24.379999
"324","2015-04-21",24.59
"325","2015-04-22",23.780001
"326","2015-04-23",23.965
"327","2015-04-24",22.709999
"328","2015-04-27",21.030001
"329","2015-04-28",20.639999
"330","2015-04-29",20.469999
"331","2015-04-30",20.450001
"332","2015-05-01",21.48
"333","2015-05-04",22.16
"334","2015-05-05",21.02
"335","2015-05-06",21.370001
"336","2015-05-07",21.860001
"337","2015-05-08",21.91
"338","2015-05-11",22.82
"339","2015-05-12",22.799999
"340","2015-05-13",22.4
"341","2015-05-14",23.18
"342","2015-05-15",22.91
"343","2015-05-18",24.17
"344","2015-05-19",24.26
"345","2015-05-20",24.35
"346","2015-05-21",24.74
"347","2015-05-22",24.99
"348","2015-05-26",24.209999
"349","2015-05-27",25.889999
"350","2015-05-28",26.620001
"351","2015-05-29",26.25
"352","2015-06-01",26.58
"353","2015-06-02",26.77
"354","2015-06-03",26.879999
"355","2015-06-04",26.99
"356","2015-06-05",27.190001
"357","2015-06-08",27.200001
"358","2015-06-09",28.15
"359","2015-06-10",27.870001
"360","2015-06-11",28.33
"361","2015-06-12",28.459999
"362","2015-06-15",26.33
"363","2015-06-16",26.58
"364","2015-06-17",27.219999
"365","2015-06-18",27.309999
"366","2015-06-19",29.84
"367","2015-06-22",33.419998
"368","2015-06-23",33.25
"369","2015-06-24",31.950001
"370","2015-06-25",31.92
"371","2015-06-26",31.77
"372","2015-06-29",30.940001
"373","2015-06-30",31.950001
"374","2015-07-01",31.459999
"375","2015-07-02",31.15
"376","2015-07-06",34.18
"377","2015-07-07",33.709999
"378","2015-07-08",32.98
"379","2015-07-09",33.060001
"380","2015-07-10",34.755001
"381","2015-07-13",35.799999
"382","2015-07-14",35.540001
"383","2015-07-15",35.959999
"384","2015-07-16",36.310001
"385","2015-07-17",33.369999
"386","2015-07-20",30.1
"387","2015-07-21",28.950001
"388","2015-07-22",30.709999
"389","2015-07-23",29.629999
"390","2015-07-24",29.15
"391","2015-07-27",28.52
"392","2015-07-28",31.219999
"393","2015-07-29",29.42
"394","2015-07-30",29.33
"395","2015-07-31",29.1
"396","2015-08-03",29.58
"397","2015-08-04",29.18
"398","2015-08-05",29
"399","2015-08-06",31.43
"400","2015-08-07",30.98
"401","2015-08-10",30.6
"402","2015-08-11",30.33
"403","2015-08-12",31.110001
"404","2015-08-13",29.799999
"405","2015-08-14",29.57
"406","2015-08-17",31.440001
"407","2015-08-18",30.23
"408","2015-08-19",29.860001
"409","2015-08-20",28.450001
"410","2015-08-21",28.5
"411","2015-08-24",25.85
"412","2015-08-25",25.629999
"413","2015-08-26",25.98
"414","2015-08-27",25.959999
"415","2015-08-28",26.959999
"416","2015-08-31",26.790001
"417","2015-09-01",27.07
"418","2015-09-02",27.35
"419","2015-09-03",26.469999
"420","2015-09-04",27.120001
"421","2015-09-08",27.540001
"422","2015-09-09",25.43
"423","2015-09-10",26.24
"424","2015-09-11",26.23
"425","2015-09-14",26.700001
"426","2015-09-15",26.110001
"427","2015-09-16",48.790001
"428","2015-09-17",58.619999
"429","2015-09-18",55.599998
"430","2015-09-21",50.849998
"431","2015-09-22",44.950001
"432","2015-09-23",47.860001
"433","2015-09-24",46.84
"434","2015-09-25",41.310001
"435","2015-09-28",37.040001
"436","2015-09-29",37.5
"437","2015-09-30",40.040001
"438","2015-10-01",39.41
"439","2015-10-02",43.25
"440","2015-10-05",43.32
"441","2015-10-06",39.419998
"442","2015-10-07",41.830002
"443","2015-10-08",42.130001
"444","2015-10-09",43.849998
"445","2015-10-12",44.650002
"446","2015-10-13",41.689999
"447","2015-10-14",41.389999
"448","2015-10-15",42.98
"449","2015-10-16",43.450001
"450","2015-10-19",43.919998
"451","2015-10-20",43.369999
"452","2015-10-21",42.84
"453","2015-10-22",43.34
"454","2015-10-23",46.82
"455","2015-10-26",47.209999
"456","2015-10-27",49.369999
"457","2015-10-28",52.779999
"458","2015-10-29",51.439999
"459","2015-10-30",47.849998
"460","2015-11-02",52.490002
"461","2015-11-03",53.150002
"462","2015-11-04",52.68
"463","2015-11-05",52.82
"464","2015-11-06",51.040001
"465","2015-11-09",51.5
"466","2015-11-10",55.689999
"467","2015-11-11",52.73
"468","2015-11-12",48.599998
"469","2015-11-13",48.709999
"470","2015-11-16",49.119999
"471","2015-11-17",49.470001
"472","2015-11-18",51.740002
"473","2015-11-19",51.560001
"474","2015-11-20",52.209999
"475","2015-11-23",55.599998
"476","2015-11-24",57.459999
"477","2015-11-25",58.279999
"478","2015-11-27",58.759998
"479","2015-11-30",53.330002
"480","2015-12-01",55.720001
"481","2015-12-02",55.220001
"482","2015-12-03",54.009998
"483","2015-12-04",56.900002
"484","2015-12-07",52.02
"485","2015-12-08",54.77
"486","2015-12-09",52.240002
"487","2015-12-10",55.389999
"488","2015-12-11",53.52
"489","2015-12-14",50.759998
"490","2015-12-15",53.139999
"491","2015-12-16",56.07
"492","2015-12-17",54.599998
"493","2015-12-18",53.91
"494","2015-12-21",53.900002
"495","2015-12-22",52.66
"496","2015-12-23",54.470001
"497","2015-12-24",54.509998
"498","2015-12-28",56.389999
"499","2015-12-29",55.759998
"500","2015-12-30",55.209999
"501","2015-12-31",53.790001
"502","2016-01-04",53.630001
"503","2016-01-05",54.32
"504","2016-01-06",49.209999
"505","2016-01-07",47.419998
"506","2016-01-08",45.349998
"507","2016-01-11",42.84
"508","2016-01-12",42.959999
"509","2016-01-13",40.23
"510","2016-01-14",43.48
"511","2016-01-15",45.41
"512","2016-01-19",44.599998
"513","2016-01-20",44.43
"514","2016-01-21",41.580002
"515","2016-01-22",42.560001
"516","2016-01-25",41.740002
"517","2016-01-26",41.59
"518","2016-01-27",39.040001
"519","2016-01-28",37.540001
"520","2016-01-29",37.080002
"521","2016-02-01",36.25
"522","2016-02-02",32.57
"523","2016-02-03",32.400002
"524","2016-02-04",32.610001
"525","2016-02-05",28.6
"526","2016-02-08",25.84
"527","2016-02-09",26.52
"528","2016-02-10",26.1
"529","2016-02-11",26.610001
"530","2016-02-12",26.190001
"531","2016-02-16",27.9
"532","2016-02-17",30.51
"533","2016-02-18",29.85
"534","2016-02-19",30.469999
"535","2016-02-22",32.560001
"536","2016-02-23",30.059999
"537","2016-02-24",30.18
"538","2016-02-25",27.709999
"539","2016-02-26",30.4
"540","2016-02-29",28.120001
"541","2016-03-01",29.82
"542","2016-03-02",31.219999
"543","2016-03-03",30.73
"544","2016-03-04",29.27
"545","2016-03-07",31.57
"546","2016-03-08",29.469999
"547","2016-03-09",27.82
"548","2016-03-10",26.84
"549","2016-03-11",27.639999
"550","2016-03-14",27.709999
"551","2016-03-15",26.059999
"552","2016-03-16",25.25
"553","2016-03-17",23.6
"554","2016-03-18",24.16
"555","2016-03-21",26.15
"556","2016-03-22",27.26
"557","2016-03-23",26.219999
"558","2016-03-24",25.58
"559","2016-03-28",26.059999
"560","2016-03-29",28.52
"561","2016-03-30",27.700001
"562","2016-03-31",27.799999
"563","2016-04-01",28.25
"564","2016-04-04",30.52
"565","2016-04-05",30.25
"566","2016-04-06",34.450001
"567","2016-04-07",34.799999
"568","2016-04-08",34.279999
"569","2016-04-11",33.060001
"570","2016-04-12",33.380001
"571","2016-04-13",34.360001
"572","2016-04-14",35.509998
"573","2016-04-15",35.34
"574","2016-04-18",36.849998
"575","2016-04-19",36.139999
"576","2016-04-20",35.630001
"577","2016-04-21",37.130001
"578","2016-04-22",37.98
"579","2016-04-25",37.41
"580","2016-04-26",36.720001
"581","2016-04-27",35.630001
"582","2016-04-28",34.290001
"583","2016-04-29",34.32
"584","2016-05-02",35.080002
"585","2016-05-03",35.07
"586","2016-05-04",32.18
"587","2016-05-05",31.25
"588","2016-05-06",30.99
"589","2016-05-09",33.139999
"590","2016-05-10",33.439999
"591","2016-05-11",32.330002
"592","2016-05-12",31.629999
"593","2016-05-13",32.43
"594","2016-05-16",34.709999
"595","2016-05-17",33.709999
"596","2016-05-18",34.59
"597","2016-05-19",34.220001
"598","2016-05-20",35.23
"599","2016-05-23",36.740002
"600","2016-05-24",36.91
"601","2016-05-25",36.939999
"602","2016-05-26",36.93
"603","2016-05-27",37.330002
"604","2016-05-31",38.700001
"605","2016-06-01",39.450001
"606","2016-06-02",40.490002
"607","2016-06-03",39.939999
"608","2016-06-06",40.91
"609","2016-06-07",40.900002
"610","2016-06-08",41.150002
"611","2016-06-09",41.310001
"612","2016-06-10",40.290001
"613","2016-06-13",39.209999
"614","2016-06-14",38.349998
"615","2016-06-15",39.169998
"616","2016-06-16",39.209999
"617","2016-06-17",37.43
"618","2016-06-20",38.669998
"619","2016-06-21",36.610001
"620","2016-06-22",35.91
"621","2016-06-23",37.740002
"622","2016-06-24",36.380001
"623","2016-06-27",34.66
"624","2016-06-28",35.799999
"625","2016-06-29",37.43
"626","2016-06-30",38.82
"627","2016-07-01",39.68
"628","2016-07-05",38.93
"629","2016-07-06",39.490002
"630","2016-07-07",39.669998
"631","2016-07-08",40.639999
"632","2016-07-11",41
"633","2016-07-12",41.450001
"634","2016-07-13",39.77
"635","2016-07-14",38.900002
"636","2016-07-15",39.66
"637","2016-07-18",39.41
"638","2016-07-19",38.759998
"639","2016-07-20",40.48
"640","2016-07-21",41.029999
"641","2016-07-22",41.299999
"642","2016-07-25",40.919998
"643","2016-07-26",40.330002
"644","2016-07-27",41.59
"645","2016-07-28",40.970001
"646","2016-07-29",40.799999
"647","2016-08-01",41.240002
"648","2016-08-02",40.98
"649","2016-08-03",40.939999
"650","2016-08-04",40.779999
"651","2016-08-05",42.720001
"652","2016-08-08",42.98
"653","2016-08-09",43
"654","2016-08-10",41.25
"655","2016-08-11",40.720001
"656","2016-08-12",40.290001
"657","2016-08-15",41.009998
"658","2016-08-16",41.044998
"659","2016-08-17",40.18
"660","2016-08-18",40.959999
"661","2016-08-19",40.73
"662","2016-08-22",40.990002
"663","2016-08-23",41.959999
"664","2016-08-24",40.650002
"665","2016-08-25",39.68
"666","2016-08-26",40.380001
"667","2016-08-29",40.700001
"668","2016-08-30",40.990002
"669","2016-08-31",40.34
"670","2016-09-01",40.630001
"671","2016-09-02",40.43
"672","2016-09-06",41.549999
"673","2016-09-07",43.860001
"674","2016-09-08",43.849998
"675","2016-09-09",42.349998
"676","2016-09-12",43.779999
"677","2016-09-13",42.700001
"678","2016-09-14",43.459999
"679","2016-09-15",44.299999
"680","2016-09-16",44.48
"681","2016-09-19",44.139999
"682","2016-09-20",43.59
"683","2016-09-21",40.889999
"684","2016-09-22",40.869999
"685","2016-09-23",42.400002
"686","2016-09-26",40.759998
"687","2016-09-27",41.52
"688","2016-09-28",42.349998
"689","2016-09-29",15.42
"690","2016-09-30",15.24
"691","2016-10-03",15.46
"692","2016-10-04",14.65
"693","2016-10-05",14.94
"694","2016-10-06",14.83
"695","2016-10-07",15.145
"696","2016-10-10",15.09
"697","2016-10-11",14.46
"698","2016-10-12",13.59
"699","2016-10-13",13.43
"700","2016-10-14",13.03
"701","2016-10-17",13.25
"702","2016-10-18",13.12
"703","2016-10-19",13.11
"704","2016-10-20",13.21
"705","2016-10-21",13.65
"706","2016-10-24",13.3
"707","2016-10-25",13.06
"708","2016-10-26",12.86
"709","2016-10-27",12.2
"710","2016-10-28",12.16
"711","2016-10-31",12.4
"712","2016-11-01",12.84
"713","2016-11-02",11.79
"714","2016-11-03",10.87
"715","2016-11-04",11.36
"716","2016-11-07",12.04
"717","2016-11-08",12
"718","2016-11-09",14.1
"719","2016-11-10",13.55
"720","2016-11-11",14.4
"721","2016-11-14",14.3
"722","2016-11-15",13.91
"723","2016-11-16",13.45
"724","2016-11-17",13.58
"725","2016-11-18",13.95
"726","2016-11-21",13.52
"727","2016-11-22",13.25
"728","2016-11-23",13.58
"729","2016-11-25",13.66
"730","2016-11-28",13.35
"731","2016-11-29",13.63
"732","2016-11-30",13.94
"733","2016-12-01",13.99
"734","2016-12-02",15.02
"735","2016-12-05",15.44
"736","2016-12-06",16.370001
"737","2016-12-07",16.209999
"738","2016-12-08",15.97
"739","2016-12-09",15.5
"740","2016-12-12",15.27
"741","2016-12-13",15.3
"742","2016-12-14",15.27
"743","2016-12-15",16.1
"744","2016-12-16",15.99
"745","2016-12-19",15.63
"746","2016-12-20",15.5
"747","2016-12-21",15.05
"748","2016-12-22",14.84
"749","2016-12-23",16.139999
"750","2016-12-27",15.92
"751","2016-12-28",15.54
"752","2016-12-29",15.52
"753","2016-12-30",15.09
"754","2017-01-03",15.73
"755","2017-01-04",16.969999
"756","2017-01-05",16.629999
"757","2017-01-06",16.709999
"758","2017-01-09",16.77
"759","2017-01-10",16.549999
"760","2017-01-11",15.605
"761","2017-01-12",14.78
"762","2017-01-13",14.93
"763","2017-01-17",14.19
"764","2017-01-18",14.16
"765","2017-01-19",13.85
"766","2017-01-20",13.58
"767","2017-01-23",13.66
"768","2017-01-24",13.47
"769","2017-01-25",13.55
"770","2017-01-26",13.64
"771","2017-01-27",13.57
"772","2017-01-30",13.33
"773","2017-01-31",14.44
"774","2017-02-01",13.75
"775","2017-02-02",13.91
"776","2017-02-03",14.15
"777","2017-02-06",14.54
"778","2017-02-07",14.05
"779","2017-02-08",13.73
"780","2017-02-09",13.65
"781","2017-02-10",13.62
"782","2017-02-13",13.27
"783","2017-02-14",13.63
"784","2017-02-15",13.49
"785","2017-02-16",13.3
"786","2017-02-17",13.27
"787","2017-02-21",13.05
"788","2017-02-22",12.75
"789","2017-02-23",12.9
"790","2017-02-24",12.81
"791","2017-02-27",13.51
"792","2017-02-28",13.05
"793","2017-03-01",14.6
"794","2017-03-02",15.12
"795","2017-03-03",14.32
"796","2017-03-06",13.71
"797","2017-03-07",13.68
"798","2017-03-08",14.16
"799","2017-03-09",14.3
"800","2017-03-10",14.51
"801","2017-03-13",14.99
"802","2017-03-14",14.77
"803","2017-03-15",15.42
"804","2017-03-16",15.75
"805","2017-03-17",15.16
"806","2017-03-20",14.86
"807","2017-03-21",14.15
"808","2017-03-22",14.41
"809","2017-03-23",14.8
"810","2017-03-24",14.76
"811","2017-03-27",16.200001
"812","2017-03-28",16.07
"813","2017-03-29",16.440001
"814","2017-03-30",16.26
"815","2017-03-31",16.25
"816","2017-04-03",16.540001
"817","2017-04-04",15.24
"818","2017-04-05",14.53
"819","2017-04-06",14.68
"820","2017-04-07",14.13
"821","2017-04-10",14.38
"822","2017-04-11",13.97
"823","2017-04-12",13.82
"824","2017-04-13",13.78
"825","2017-04-17",13.45
"826","2017-04-18",13.39
"827","2017-04-19",13.65
"828","2017-04-20",12.81
"829","2017-04-21",12.41
"830","2017-04-24",12.46
"831","2017-04-25",12.58
"832","2017-04-26",12.97
"833","2017-04-27",13.45
"834","2017-04-28",13.82
"835","2017-05-01",10.49
"836","2017-05-02",9.445
"837","2017-05-03",9.32
"838","2017-05-04",9.3
"839","2017-05-05",9.35
"840","2017-05-08",9.28
"841","2017-05-09",9.26
"842","2017-05-10",10.52
"843","2017-05-11",10.72
"844","2017-05-12",11.26
"845","2017-05-15",11.16
"846","2017-05-16",11.44
"847","2017-05-17",10.74
"848","2017-05-18",10.72
"849","2017-05-19",10.69
"850","2017-05-22",10.6
"851","2017-05-23",10.6
"852","2017-05-24",10.26
"853","2017-05-25",10.49
"854","2017-05-26",10.16
"855","2017-05-30",10.22
"856","2017-05-31",10.25
"857","2017-06-01",10.65
"858","2017-06-02",10.47
"859","2017-06-05",9.94
"860","2017-06-06",9.78
"861","2017-06-07",9.72
"862","2017-06-08",9.53
"863","2017-06-09",9.64
"864","2017-06-12",9.81
"865","2017-06-13",10.13
"866","2017-06-14",10.78
"867","2017-06-15",10.5
"868","2017-06-16",10.85
"869","2017-06-19",11.02
"870","2017-06-20",11.15
"871","2017-06-21",11.55
"872","2017-06-22",11.51
"873","2017-06-23",12.15
"874","2017-06-26",12.78
"875","2017-06-27",12.45
"876","2017-06-28",12.6
"877","2017-06-29",12.68
"878","2017-06-30",12.42
"879","2017-07-03",12.67
"880","2017-07-05",12.82
"881","2017-07-06",12.01
"882","2017-07-07",12.25
"883","2017-07-10",11.85
"884","2017-07-11",11.87
"885","2017-07-12",11.85
"886","2017-07-13",12
"887","2017-07-14",11.93
"888","2017-07-17",12.4
"889","2017-07-18",12.3
"890","2017-07-19",12.43
"891","2017-07-20",12.87
"892","2017-07-21",12.58
"893","2017-07-24",12.53
"894","2017-07-25",12.35
"895","2017-07-26",12.32
"896","2017-07-27",11.66
"897","2017-07-28",11.72
"898","2017-07-31",11.57
"899","2017-08-01",11.25
"900","2017-08-02",11.21
"901","2017-08-03",10.98
"902","2017-08-04",11.35
"903","2017-08-07",10.98
"904","2017-08-08",10.79
"905","2017-08-09",11.42
"906","2017-08-10",10.77
"907","2017-08-11",11.01
"908","2017-08-14",11.62
"909","2017-08-15",11.61
"910","2017-08-16",11.59
"911","2017-08-17",11.42
"912","2017-08-18",11.11
"913","2017-08-21",10.93
"914","2017-08-22",11.27
"915","2017-08-23",14.39
"916","2017-08-24",15.9
"917","2017-08-25",15.27
"918","2017-08-28",15.7
"919","2017-08-29",15.9
"920","2017-08-30",18.290001
"921","2017-08-31",18.450001
"922","2017-09-01",18.67
"923","2017-09-05",19.18
"924","2017-09-06",18.969999
"925","2017-09-07",22.1
"926","2017-09-08",21.389999
"927","2017-09-11",20.9
"928","2017-09-12",20.559999
"929","2017-09-13",20.459999
"930","2017-09-14",19.5
"931","2017-09-15",19.74
"932","2017-09-18",20.200001
"933","2017-09-19",20.190001
"934","2017-09-20",19.950001
"935","2017-09-21",19.25
"936","2017-09-22",19.290001
"937","2017-09-25",19.799999
"938","2017-09-26",19.23
"939","2017-09-27",16.66
"940","2017-09-28",15.45
"941","2017-09-29",15.78
"942","2017-10-02",15.51
"943","2017-10-03",15.92
"944","2017-10-04",16.66
"945","2017-10-05",16.790001
"946","2017-10-06",16.49
"947","2017-10-09",16.379999
"948","2017-10-10",16.280001
"949","2017-10-11",16.09
"950","2017-10-12",16.379999
"951","2017-10-13",16.09
"952","2017-10-16",15.9
"953","2017-10-17",15.96
"954","2017-10-18",15.99
"955","2017-10-19",16.09
"956","2017-10-20",16.08
"957","2017-10-23",15.88
"958","2017-10-24",15.77
"959","2017-10-25",15.87
"960","2017-10-26",15.42
"961","2017-10-27",15.51
"962","2017-10-30",15.65
"963","2017-10-31",15.59
"964","2017-11-01",15.07
"965","2017-11-02",14.75
"966","2017-11-03",14.82
"967","2017-11-06",14.83
"968","2017-11-07",14.61
"969","2017-11-08",14.27
"970","2017-11-09",14.94
"971","2017-11-10",14.79
"972","2017-11-13",14.79
"973","2017-11-14",14.54
"974","2017-11-15",14.66
"975","2017-11-16",15.06
"976","2017-11-17",15.32
"977","2017-11-20",16.17
"978","2017-11-21",15.7
