"","date","EQNR"
"1","2007-01-03",25.690001
"2","2007-01-04",24.690001
"3","2007-01-05",24.549999
"4","2007-01-08",24.84
"5","2007-01-09",24.17
"6","2007-01-10",23.719999
"7","2007-01-11",23.709999
"8","2007-01-12",24.450001
"9","2007-01-16",24.42
"10","2007-01-17",24.27
"11","2007-01-18",24.190001
"12","2007-01-19",25
"13","2007-01-22",24.73
"14","2007-01-23",25.540001
"15","2007-01-24",25.93
"16","2007-01-25",25.41
"17","2007-01-26",26.15
"18","2007-01-29",26.049999
"19","2007-01-30",26.58
"20","2007-01-31",26.860001
"21","2007-02-01",26.879999
"22","2007-02-02",26.879999
"23","2007-02-05",26.66
"24","2007-02-06",26.6
"25","2007-02-07",26.07
"26","2007-02-08",26.129999
"27","2007-02-09",26.049999
"28","2007-02-12",25.860001
"29","2007-02-13",26.290001
"30","2007-02-14",26.469999
"31","2007-02-15",26.290001
"32","2007-02-16",25.969999
"33","2007-02-20",25.66
"34","2007-02-21",25.73
"35","2007-02-22",26.1
"36","2007-02-23",26.549999
"37","2007-02-26",26.82
"38","2007-02-27",25.49
"39","2007-02-28",25.559999
"40","2007-03-01",25.84
"41","2007-03-02",25.24
"42","2007-03-05",24.389999
"43","2007-03-06",24.879999
"44","2007-03-07",25
"45","2007-03-08",25.41
"46","2007-03-09",25.450001
"47","2007-03-12",25.33
"48","2007-03-13",24.83
"49","2007-03-14",24.950001
"50","2007-03-15",25
"51","2007-03-16",24.83
"52","2007-03-19",25.59
"53","2007-03-20",25.639999
"54","2007-03-21",25.98
"55","2007-03-22",26.469999
"56","2007-03-23",26.82
"57","2007-03-26",27.02
"58","2007-03-27",26.799999
"59","2007-03-28",27.1
"60","2007-03-29",27.74
"61","2007-03-30",27.08
"62","2007-04-02",27.26
"63","2007-04-03",27
"64","2007-04-04",27.200001
"65","2007-04-05",27.27
"66","2007-04-09",27.1
"67","2007-04-10",27.66
"68","2007-04-11",27.549999
"69","2007-04-12",27.84
"70","2007-04-13",28.18
"71","2007-04-16",28.48
"72","2007-04-17",28.110001
"73","2007-04-18",27.83
"74","2007-04-19",27.6
"75","2007-04-20",28.08
"76","2007-04-23",28.469999
"77","2007-04-24",28.4
"78","2007-04-25",28.799999
"79","2007-04-26",28.15
"80","2007-04-27",28.209999
"81","2007-04-30",28.07
"82","2007-05-01",28.190001
"83","2007-05-02",28.91
"84","2007-05-03",29.23
"85","2007-05-04",29.120001
"86","2007-05-07",29.43
"87","2007-05-08",28.92
"88","2007-05-09",28.610001
"89","2007-05-10",27.77
"90","2007-05-11",26.440001
"91","2007-05-14",26.389999
"92","2007-05-15",26.93
"93","2007-05-16",26.889999
"94","2007-05-17",27.23
"95","2007-05-18",27.93
"96","2007-05-21",28.059999
"97","2007-05-22",27.950001
"98","2007-05-23",28.32
"99","2007-05-24",27.67
"100","2007-05-25",27.82
"101","2007-05-29",27.74
"102","2007-05-30",27.209999
"103","2007-05-31",27.299999
"104","2007-06-01",28.18
"105","2007-06-04",28.360001
"106","2007-06-05",28.059999
"107","2007-06-06",27.58
"108","2007-06-07",27.26
"109","2007-06-08",27.49
"110","2007-06-11",27.76
"111","2007-06-12",27.129999
"112","2007-06-13",27.5
"113","2007-06-14",28.18
"114","2007-06-15",29.08
"115","2007-06-18",29.24
"116","2007-06-19",29.67
"117","2007-06-20",29.049999
"118","2007-06-21",29.85
"119","2007-06-22",29.51
"120","2007-06-25",29.42
"121","2007-06-26",29.02
"122","2007-06-27",29.559999
"123","2007-06-28",30.209999
"124","2007-06-29",31.01
"125","2007-07-02",31.49
"126","2007-07-03",31.139999
"127","2007-07-05",32.27
"128","2007-07-06",32.48
"129","2007-07-09",32.380001
"130","2007-07-10",32.009998
"131","2007-07-11",32.290001
"132","2007-07-12",33.5
"133","2007-07-13",33.400002
"134","2007-07-16",32.59
"135","2007-07-17",32.32
"136","2007-07-18",32.59
"137","2007-07-19",32.290001
"138","2007-07-20",32.09
"139","2007-07-23",32.049999
"140","2007-07-24",30.77
"141","2007-07-25",30.959999
"142","2007-07-26",29.549999
"143","2007-07-27",28.639999
"144","2007-07-30",29.440001
"145","2007-07-31",29.6
"146","2007-08-01",29.23
"147","2007-08-02",29.440001
"148","2007-08-03",28.75
"149","2007-08-06",28.41
"150","2007-08-07",28.620001
"151","2007-08-08",29.15
"152","2007-08-09",27.65
"153","2007-08-10",27.67
"154","2007-08-13",27.5
"155","2007-08-14",27.23
"156","2007-08-15",26.280001
"157","2007-08-16",26.01
"158","2007-08-17",26.83
"159","2007-08-20",27.32
"160","2007-08-21",26.5
"161","2007-08-22",27.18
"162","2007-08-23",27.6
"163","2007-08-24",28.41
"164","2007-08-27",28.07
"165","2007-08-28",26.92
"166","2007-08-29",27.860001
"167","2007-08-30",28.209999
"168","2007-08-31",28.780001
"169","2007-09-04",29.879999
"170","2007-09-05",30.4
"171","2007-09-06",30.67
"172","2007-09-07",30.25
"173","2007-09-10",30.43
"174","2007-09-11",31.17
"175","2007-09-12",31.540001
"176","2007-09-13",32.5
"177","2007-09-14",31.860001
"178","2007-09-17",32.150002
"179","2007-09-18",32.91
"180","2007-09-19",33.709999
"181","2007-09-20",34.419998
"182","2007-09-21",34.619999
"183","2007-09-24",34.560001
"184","2007-09-25",33.700001
"185","2007-09-26",33.5
"186","2007-09-27",33.459999
"187","2007-09-28",33.919998
"188","2007-10-01",34.18
"189","2007-10-02",32.900002
"190","2007-10-03",32.18
"191","2007-10-04",32.439999
"192","2007-10-05",32.400002
"193","2007-10-08",31.48
"194","2007-10-09",31.76
"195","2007-10-10",32.189999
"196","2007-10-11",32.779999
"197","2007-10-12",33.82
"198","2007-10-15",34.209999
"199","2007-10-16",34.419998
"200","2007-10-17",33.98
"201","2007-10-18",33.700001
"202","2007-10-19",32.880001
"203","2007-10-22",32.009998
"204","2007-10-23",32.970001
"205","2007-10-24",32.509998
"206","2007-10-25",33.619999
"207","2007-10-26",34.150002
"208","2007-10-29",35.310001
"209","2007-10-30",33.77
"210","2007-10-31",34.080002
"211","2007-11-01",32.560001
"212","2007-11-02",33.43
"213","2007-11-05",32.970001
"214","2007-11-06",34.099998
"215","2007-11-07",33.939999
"216","2007-11-08",34.23
"217","2007-11-09",33.369999
"218","2007-11-12",31.540001
"219","2007-11-13",31.719999
"220","2007-11-14",31.629999
"221","2007-11-15",30.49
"222","2007-11-16",30.870001
"223","2007-11-19",29.799999
"224","2007-11-20",32.119999
"225","2007-11-21",31.49
"226","2007-11-23",32.330002
"227","2007-11-26",32.099998
"228","2007-11-27",31.860001
"229","2007-11-28",32.799999
"230","2007-11-29",32.66
"231","2007-11-30",32.32
"232","2007-12-03",32.599998
"233","2007-12-04",32.549999
"234","2007-12-05",33.099998
"235","2007-12-06",34.16
"236","2007-12-07",30.209999
"237","2007-12-10",29.700001
"238","2007-12-11",29.26
"239","2007-12-12",30.549999
"240","2007-12-13",30.459999
"241","2007-12-14",29.709999
"242","2007-12-17",28.84
"243","2007-12-18",29.01
"244","2007-12-19",29.040001
"245","2007-12-20",28.790001
"246","2007-12-21",29.389999
"247","2007-12-24",29.73
"248","2007-12-26",29.91
"249","2007-12-27",30.35
"250","2007-12-28",31
"251","2007-12-31",30.52
"252","2008-01-02",31.24
"253","2008-01-03",31.76
"254","2008-01-04",30.6
"255","2008-01-07",30.43
"256","2008-01-08",30.75
"257","2008-01-09",30.48
"258","2008-01-10",29.91
"259","2008-01-11",28.799999
