"","date","RWLK"
"87","2015-01-15",514.75
"88","2015-01-16",506.75
"89","2015-01-20",465
"90","2015-01-21",433.5
"91","2015-01-22",431.75
"92","2015-01-23",454
"93","2015-01-26",462.5
"94","2015-01-27",456.25
"95","2015-01-28",450.5
"96","2015-01-29",442.75
"97","2015-01-30",436
"98","2015-02-02",463.25
"99","2015-02-03",450.25
"100","2015-02-04",444.5
"101","2015-02-05",448.5
"102","2015-02-06",434.75
"103","2015-02-09",434.5
"104","2015-02-10",431.5
"105","2015-02-11",427
"106","2015-02-12",454.25
"107","2015-02-13",435
"108","2015-02-17",396.75
"109","2015-02-18",405.25
"110","2015-02-19",414.25
"111","2015-02-20",404.25
"112","2015-02-23",372.5
"113","2015-02-24",380.75
"114","2015-02-25",408.75
"115","2015-02-26",420.75
"116","2015-02-27",429.25
"117","2015-03-02",413
"118","2015-03-03",415.75
"119","2015-03-04",397.5
"120","2015-03-05",451.25
"121","2015-03-06",446
"122","2015-03-09",426.25
"123","2015-03-10",391.25
"124","2015-03-11",341.75
"125","2015-03-12",337.5
"126","2015-03-13",334.75
"127","2015-03-16",324.25
"128","2015-03-17",317.5
"129","2015-03-18",305
"130","2015-03-19",333.25
"131","2015-03-20",331.5
"132","2015-03-23",334.5
"133","2015-03-24",334.75
"134","2015-03-25",330
"135","2015-03-26",338
"136","2015-03-27",335.75
"137","2015-03-30",339.5
"138","2015-03-31",309
"139","2015-04-01",313.25
"140","2015-04-02",320
"141","2015-04-06",317
"142","2015-04-07",320.25
"143","2015-04-08",350.5
"144","2015-04-09",338
"145","2015-04-10",340
"146","2015-04-13",330
"147","2015-04-14",336.25
"148","2015-04-15",336.25
"149","2015-04-16",330.75
"150","2015-04-17",323.149994
"151","2015-04-20",321.75
"152","2015-04-21",328.25
"153","2015-04-22",327.25
"154","2015-04-23",320.75
"155","2015-04-24",320
"156","2015-04-27",296.5
"157","2015-04-28",294.625
"158","2015-04-29",287.5
"159","2015-04-30",274.25
"160","2015-05-01",264.5
"161","2015-05-04",267.75
"162","2015-05-05",269
"163","2015-05-06",270.25
"164","2015-05-07",279.75
"165","2015-05-08",266.5
"166","2015-05-11",268.25
"167","2015-05-12",282.25
"168","2015-05-13",281.25
"169","2015-05-14",279.75
"170","2015-05-15",283.5
"171","2015-05-18",270.75
"172","2015-05-19",276
"173","2015-05-20",276.75
"174","2015-05-21",276.5
"175","2015-05-22",333.75
"176","2015-05-26",340.25
"177","2015-05-27",325
"178","2015-05-28",319.75
"179","2015-05-29",315
"180","2015-06-01",309
"181","2015-06-02",312.5
"182","2015-06-03",314.5
"183","2015-06-04",310
"184","2015-06-05",301
"185","2015-06-08",304.25
"186","2015-06-09",302
"187","2015-06-10",300
"188","2015-06-11",308.5
"189","2015-06-12",300.75
"190","2015-06-15",287.75
"191","2015-06-16",287.75
"192","2015-06-17",292
"193","2015-06-18",293.5
"194","2015-06-19",296.5
"195","2015-06-22",294.5
"196","2015-06-23",291.75
"197","2015-06-24",285.75
"198","2015-06-25",286
"199","2015-06-26",287.75
"200","2015-06-29",283.75
"201","2015-06-30",278.75
"202","2015-07-01",262.5
"203","2015-07-02",262.75
"204","2015-07-06",251.25
"205","2015-07-07",229.75
"206","2015-07-08",222.25
"207","2015-07-09",228.5
"208","2015-07-10",240.75
"209","2015-07-13",243
"210","2015-07-14",254.75
"211","2015-07-15",259.125
"212","2015-07-16",266.5
"213","2015-07-17",263.25
"214","2015-07-20",257.5
"215","2015-07-21",247.5
"216","2015-07-22",253.25
"217","2015-07-23",258.75
"218","2015-07-24",259.5
"219","2015-07-27",260
"220","2015-07-28",262.75
"221","2015-07-29",263.75
"222","2015-07-30",258.5
"223","2015-07-31",263
"224","2015-08-03",267
"225","2015-08-04",295.25
"226","2015-08-05",290.5
"227","2015-08-06",231.5
"228","2015-08-07",233.5
"229","2015-08-10",240
"230","2015-08-11",230.25
"231","2015-08-12",236.25
"232","2015-08-13",236.25
"233","2015-08-14",237.25
"234","2015-08-17",243
"235","2015-08-18",240
"236","2015-08-19",236.875
"237","2015-08-20",238.75
"238","2015-08-21",240.25
"239","2015-08-24",235
"240","2015-08-25",232.75
"241","2015-08-26",219.75
"242","2015-08-27",207.5
"243","2015-08-28",211.5
"244","2015-08-31",211
"245","2015-09-01",200.25
"246","2015-09-02",188.75
"247","2015-09-03",190
"248","2015-09-04",191.25
"249","2015-09-08",207
"250","2015-09-09",227.75
"251","2015-09-10",225.75
"252","2015-09-11",230
"253","2015-09-14",221
"254","2015-09-15",218.75
"255","2015-09-16",224.75
"256","2015-09-17",227.5
"257","2015-09-18",232
"258","2015-09-21",233.125
"259","2015-09-22",225.25
"260","2015-09-23",220.5
"261","2015-09-24",213.5
"262","2015-09-25",200
"263","2015-09-28",185
"264","2015-09-29",185.5
"265","2015-09-30",192
"266","2015-10-01",195.75
"267","2015-10-02",202.5
"268","2015-10-05",203.5
"269","2015-10-06",210.25
"270","2015-10-07",197.5
"271","2015-10-08",203.25
"272","2015-10-09",210.75
"273","2015-10-12",217.875
"274","2015-10-13",224.25
"275","2015-10-14",231.25
"276","2015-10-15",235.625
"277","2015-10-16",233.25
"278","2015-10-19",227.25
"279","2015-10-20",206.75
"280","2015-10-21",200.175003
"281","2015-10-22",198.25
"282","2015-10-23",215
"283","2015-10-26",206.5
"284","2015-10-27",205.25
"285","2015-10-28",203.25
"286","2015-10-29",208.125
"287","2015-10-30",202.125
"288","2015-11-02",200.5
"289","2015-11-03",202.5
"290","2015-11-04",206.25
"291","2015-11-05",202.5
"292","2015-11-06",200.25
"293","2015-11-09",211
"294","2015-11-10",200
"295","2015-11-11",197
"296","2015-11-12",197
"297","2015-11-13",193
"298","2015-11-16",193.75
"299","2015-11-17",193.75
"300","2015-11-18",198.75
"301","2015-11-19",192.5
"302","2015-11-20",194.25
"303","2015-11-23",196.5
"304","2015-11-24",200
"305","2015-11-25",200.25
"306","2015-11-27",192.75
"307","2015-11-30",194.75
"308","2015-12-01",189.5
"309","2015-12-02",180.5
"310","2015-12-03",182.5
"311","2015-12-04",163.25
"312","2015-12-07",161.75
"313","2015-12-08",156.25
"314","2015-12-09",160.5
"315","2015-12-10",158.25
"316","2015-12-11",145.5
"317","2015-12-14",145.75
"318","2015-12-15",150
"319","2015-12-16",150
"320","2015-12-17",275
"321","2015-12-18",337.5
"322","2015-12-21",340.25
"323","2015-12-22",359.25
"324","2015-12-23",418
"325","2015-12-24",422.25
"326","2015-12-28",381
"327","2015-12-29",389.5
"328","2015-12-30",362.5
"329","2015-12-31",361.75
"330","2016-01-04",372.25
"331","2016-01-05",372
"332","2016-01-06",332.25
"333","2016-01-07",310.75
"334","2016-01-08",309.5
"335","2016-01-11",286.5
"336","2016-01-12",297
"337","2016-01-13",275.25
"338","2016-01-14",282.75
"339","2016-01-15",254.75
"340","2016-01-19",246.5
"341","2016-01-20",265
"342","2016-01-21",262.25
"343","2016-01-22",265.5
"344","2016-01-25",251
"345","2016-01-26",257
"346","2016-01-27",242.25
"347","2016-01-28",239.25
"348","2016-01-29",257.5
"349","2016-02-01",250.25
"350","2016-02-02",240
"351","2016-02-03",233.5
"352","2016-02-04",234
"353","2016-02-05",227.25
"354","2016-02-08",205.75
"355","2016-02-09",200.5
"356","2016-02-10",207
"357","2016-02-11",218.75
"358","2016-02-12",231.5
"359","2016-02-16",266.25
"360","2016-02-17",278.75
"361","2016-02-18",276.75
"362","2016-02-19",274.5
"363","2016-02-22",301
"364","2016-02-23",292.25
"365","2016-02-24",291.25
"366","2016-02-25",260.25
"367","2016-02-26",261.25
"368","2016-02-29",262
"369","2016-03-01",226.75
"370","2016-03-02",226.25
"371","2016-03-03",212
"372","2016-03-04",213.25
"373","2016-03-07",216
"374","2016-03-08",213.25
"375","2016-03-09",222.25
"376","2016-03-10",224
"377","2016-03-11",222.5
"378","2016-03-14",237.5
"379","2016-03-15",214.024994
"380","2016-03-16",207.25
"381","2016-03-17",214.25
"382","2016-03-18",207.75
"383","2016-03-21",211.5
"384","2016-03-22",215.75
"385","2016-03-23",213.75
"386","2016-03-24",215.25
"387","2016-03-28",214.25
"388","2016-03-29",232.875
"389","2016-03-30",230.75
"390","2016-03-31",235
"391","2016-04-01",247.75
"392","2016-04-04",238.5
"393","2016-04-05",230.5
"394","2016-04-06",240.75
"395","2016-04-07",234.25
"396","2016-04-08",225.25
"397","2016-04-11",227.25
"398","2016-04-12",234.5
"399","2016-04-13",250.25
"400","2016-04-14",261.25
"401","2016-04-15",245
"402","2016-04-18",245
"403","2016-04-19",247.5
"404","2016-04-20",252
"405","2016-04-21",251.5
"406","2016-04-22",240.25
"407","2016-04-25",236.75
"408","2016-04-26",239.75
"409","2016-04-27",236.25
"410","2016-04-28",236.25
"411","2016-04-29",226.5
"412","2016-05-02",235.75
"413","2016-05-03",234.25
"414","2016-05-04",234.5
"415","2016-05-05",245
"416","2016-05-06",238.5
"417","2016-05-09",240.75
"418","2016-05-10",243.25
"419","2016-05-11",239.5
"420","2016-05-12",229.75
"421","2016-05-13",231.25
"422","2016-05-16",243.5
"423","2016-05-17",238.75
"424","2016-05-18",236
"425","2016-05-19",229.25
"426","2016-05-20",223
"427","2016-05-23",223.25
"428","2016-05-24",217.5
"429","2016-05-25",217.5
"430","2016-05-26",215.5
"431","2016-05-27",204.5
"432","2016-05-31",196
"433","2016-06-01",191.25
"434","2016-06-02",197
"435","2016-06-03",198.5
"436","2016-06-06",192
"437","2016-06-07",187
"438","2016-06-08",175
"439","2016-06-09",172.25
"440","2016-06-10",165
"441","2016-06-13",163.25
"442","2016-06-14",164
"443","2016-06-15",163.75
"444","2016-06-16",163.5
"445","2016-06-17",171.75
"446","2016-06-20",179.25
"447","2016-06-21",171.25
"448","2016-06-22",167.5
"449","2016-06-23",168.5
"450","2016-06-24",159.25
"451","2016-06-27",151.25
"452","2016-06-28",158
"453","2016-06-29",158.25
"454","2016-06-30",162
"455","2016-07-01",161
"456","2016-07-05",154.625
"457","2016-07-06",161.5
"458","2016-07-07",168.5
"459","2016-07-08",183.75
"460","2016-07-11",170
"461","2016-07-12",174.75
"462","2016-07-13",173.25
"463","2016-07-14",175.5
"464","2016-07-15",175.75
"465","2016-07-18",174
"466","2016-07-19",166.5
"467","2016-07-20",166.25
"468","2016-07-21",167.175003
"469","2016-07-22",169
"470","2016-07-25",172.25
"471","2016-07-26",175.75
"472","2016-07-27",166.25
"473","2016-07-28",163.75
"474","2016-07-29",164.75
"475","2016-08-01",168.5
"476","2016-08-02",162.5
"477","2016-08-03",162.5
"478","2016-08-04",179.25
"479","2016-08-05",171.75
"480","2016-08-08",161.75
"481","2016-08-09",168.25
"482","2016-08-10",171.25
"483","2016-08-11",164.75
"484","2016-08-12",165
"485","2016-08-15",160
"486","2016-08-16",156
"487","2016-08-17",155.25
"488","2016-08-18",156.25
"489","2016-08-19",155
"490","2016-08-22",156
"491","2016-08-23",152.25
"492","2016-08-24",149.5
"493","2016-08-25",144.75
"494","2016-08-26",143.75
"495","2016-08-29",143.625
"496","2016-08-30",148.875
"497","2016-08-31",147
"498","2016-09-01",143.75
"499","2016-09-02",147.5
"500","2016-09-06",149.75
"501","2016-09-07",152
"502","2016-09-08",155.75
"503","2016-09-09",149.75
"504","2016-09-12",146.75
"505","2016-09-13",140.25
"506","2016-09-14",142.5
"507","2016-09-15",143.5
"508","2016-09-16",143.25
"509","2016-09-19",146
"510","2016-09-20",148
"511","2016-09-21",142
"512","2016-09-22",147.5
"513","2016-09-23",146.25
"514","2016-09-26",143
"515","2016-09-27",146
"516","2016-09-28",146
"517","2016-09-29",142.25
"518","2016-09-30",144.75
"519","2016-10-03",151
"520","2016-10-04",150.5
"521","2016-10-05",158.75
"522","2016-10-06",148
"523","2016-10-07",149.5
"524","2016-10-10",154
"525","2016-10-11",150
"526","2016-10-12",149.25
"527","2016-10-13",141.25
"528","2016-10-14",138.75
"529","2016-10-17",138.75
"530","2016-10-18",142.5
"531","2016-10-19",142.5
"532","2016-10-20",138.75
"533","2016-10-21",131.25
"534","2016-10-24",135
"535","2016-10-25",126.25
"536","2016-10-26",111.25
"537","2016-10-27",80
"538","2016-10-28",75
"539","2016-10-31",81.25
"540","2016-11-01",65.925003
"541","2016-11-02",70
"542","2016-11-03",68.75
"543","2016-11-04",67.5
"544","2016-11-07",68.75
"545","2016-11-08",67.5
"546","2016-11-09",66.25
"547","2016-11-10",65
"548","2016-11-11",66.25
"549","2016-11-14",70
"550","2016-11-15",68.75
"551","2016-11-16",72.5
"552","2016-11-17",70
"553","2016-11-18",66.25
"554","2016-11-21",66.25
"555","2016-11-22",70
"556","2016-11-23",66.25
"557","2016-11-25",67.5
"558","2016-11-28",71.25
"559","2016-11-29",68.75
"560","2016-11-30",68.75
"561","2016-12-01",67.5
"562","2016-12-02",67.5
"563","2016-12-05",70
"564","2016-12-06",71.25
"565","2016-12-07",71.25
"566","2016-12-08",73.75
"567","2016-12-09",73.75
"568","2016-12-12",75
"569","2016-12-13",68.75
"570","2016-12-14",71.25
"571","2016-12-15",68.75
"572","2016-12-16",70
"573","2016-12-19",76.25
"574","2016-12-20",75
"575","2016-12-21",73.75
"576","2016-12-22",72.5
"577","2016-12-23",75
"578","2016-12-27",72.5
"579","2016-12-28",72.5
"580","2016-12-29",70
"581","2016-12-30",70
"582","2017-01-03",75
"583","2017-01-04",78.125
"584","2017-01-05",76.25
"585","2017-01-06",76.25
"586","2017-01-09",70
"587","2017-01-10",70
"588","2017-01-11",68.75
"589","2017-01-12",68.75
"590","2017-01-13",65
"591","2017-01-17",65
"592","2017-01-18",67.5
"593","2017-01-19",66.25
"594","2017-01-20",65
"595","2017-01-23",61.25
"596","2017-01-24",60
"597","2017-01-25",61.25
"598","2017-01-26",57.5
"599","2017-01-27",57.5
"600","2017-01-30",53.75
"601","2017-01-31",53.75
"602","2017-02-01",50
"603","2017-02-02",52.5
"604","2017-02-03",56.25
"605","2017-02-06",53.75
"606","2017-02-07",53.75
"607","2017-02-08",51.25
"608","2017-02-09",51.25
"609","2017-02-10",48.75
"610","2017-02-13",48.75
"611","2017-02-14",50
"612","2017-02-15",50.625
"613","2017-02-16",57.5
"614","2017-02-17",62.5
"615","2017-02-21",57.5
"616","2017-02-22",58.75
"617","2017-02-23",56.25
"618","2017-02-24",57.5
"619","2017-02-27",56.25
"620","2017-02-28",57.5
"621","2017-03-01",53.75
"622","2017-03-02",53.75
"623","2017-03-03",52.5
"624","2017-03-06",51.25
"625","2017-03-07",50
"626","2017-03-08",48.75
"627","2017-03-09",51.25
"628","2017-03-10",48.75
"629","2017-03-13",50.625
"630","2017-03-14",48.75
"631","2017-03-15",48.75
"632","2017-03-16",48.75
"633","2017-03-17",48.75
"634","2017-03-20",49.375
"635","2017-03-21",48.75
"636","2017-03-22",47.5
"637","2017-03-23",46.875
"638","2017-03-24",48.75
"639","2017-03-27",51.25
"640","2017-03-28",51.25
"641","2017-03-29",51.25
"642","2017-03-30",51.25
"643","2017-03-31",52.5
"644","2017-04-03",51.25
"645","2017-04-04",47.5
"646","2017-04-05",47.5
"647","2017-04-06",48.75
"648","2017-04-07",48.75
"649","2017-04-10",47.5
"650","2017-04-11",48.75
"651","2017-04-12",48.75
"652","2017-04-13",51.25
"653","2017-04-17",51.25
"654","2017-04-18",50
"655","2017-04-19",48.75
"656","2017-04-20",46.25
"657","2017-04-21",45
"658","2017-04-24",43.75
"659","2017-04-25",42.5
"660","2017-04-26",41.25
"661","2017-04-27",36.25
"662","2017-04-28",36.875
"663","2017-05-01",36.875
"664","2017-05-02",35
"665","2017-05-03",35
"666","2017-05-04",37.5
"667","2017-05-05",37.5
"668","2017-05-08",35
"669","2017-05-09",31.25
"670","2017-05-10",30
"671","2017-05-11",32.5
"672","2017-05-12",29.375
"673","2017-05-15",31.25
"674","2017-05-16",31.25
"675","2017-05-17",30
"676","2017-05-18",31.25
"677","2017-05-19",30
"678","2017-05-22",30
"679","2017-05-23",30
"680","2017-05-24",31.25
"681","2017-05-25",30.625
"682","2017-05-26",28.75
"683","2017-05-30",30
"684","2017-05-31",28.75
"685","2017-06-01",29.375
"686","2017-06-02",28.75
"687","2017-06-05",28.75
"688","2017-06-06",28.75
"689","2017-06-07",28.75
"690","2017-06-08",30
"691","2017-06-09",29.375
"692","2017-06-12",28.75
"693","2017-06-13",27.5
"694","2017-06-14",28.75
"695","2017-06-15",28.75
"696","2017-06-16",31.25
"697","2017-06-19",45
"698","2017-06-20",46.25
"699","2017-06-21",45
"700","2017-06-22",45
"701","2017-06-23",60
"702","2017-06-26",75
"703","2017-06-27",52.5
"704","2017-06-28",48.75
"705","2017-06-29",46.25
"706","2017-06-30",43.75
"707","2017-07-03",38.125
"708","2017-07-05",36.875
"709","2017-07-06",37.5
"710","2017-07-07",33.75
"711","2017-07-10",35
"712","2017-07-11",36.25
"713","2017-07-12",37.5
"714","2017-07-13",37.5
"715","2017-07-14",37.5
"716","2017-07-17",38.75
"717","2017-07-18",37.5
"718","2017-07-19",36.25
"719","2017-07-20",36.25
"720","2017-07-21",35
"721","2017-07-24",34.375
"722","2017-07-25",33.75
"723","2017-07-26",36.25
"724","2017-07-27",35
"725","2017-07-28",35
"726","2017-07-31",33.75
"727","2017-08-01",32.5
"728","2017-08-02",35
"729","2017-08-03",37.5
"730","2017-08-04",38.75
"731","2017-08-07",36.25
"732","2017-08-08",36.25
"733","2017-08-09",33.75
"734","2017-08-10",33.75
"735","2017-08-11",35
"736","2017-08-14",35
"737","2017-08-15",35
"738","2017-08-16",34.375
"739","2017-08-17",34.375
"740","2017-08-18",33.75
"741","2017-08-21",33.75
"742","2017-08-22",33.75
"743","2017-08-23",33.875
"744","2017-08-24",36.900002
"745","2017-08-25",41.25
"746","2017-08-28",40
"747","2017-08-29",36.875
"748","2017-08-30",36.25
"749","2017-08-31",36.25
"750","2017-09-01",40
"751","2017-09-05",38.75
"752","2017-09-06",39.375
"753","2017-09-07",39.375
"754","2017-09-08",41.25
"755","2017-09-11",46.25
"756","2017-09-12",48.75
"757","2017-09-13",45.625
"758","2017-09-14",45
"759","2017-09-15",45
"760","2017-09-18",43.75
"761","2017-09-19",42.5
"762","2017-09-20",42.5
"763","2017-09-21",37.5
"764","2017-09-22",36.25
"765","2017-09-25",36.25
"766","2017-09-26",36.875
"767","2017-09-27",40
"768","2017-09-28",40
"769","2017-09-29",36.25
"770","2017-10-02",37.5
"771","2017-10-03",37.5
"772","2017-10-04",38.75
"773","2017-10-05",38.125
"774","2017-10-06",38.125
"775","2017-10-09",37.5
"776","2017-10-10",38.75
"777","2017-10-11",37.5
"778","2017-10-12",37.5
"779","2017-10-13",36.875
"780","2017-10-16",35
"781","2017-10-17",33.75
"782","2017-10-18",31.25
"783","2017-10-19",38.75
"784","2017-10-20",37.5
"785","2017-10-23",36.875
"786","2017-10-24",36.25
"787","2017-10-25",33.75
"788","2017-10-26",33.75
"789","2017-10-27",33.75
"790","2017-10-30",33.75
"791","2017-10-31",33.75
"792","2017-11-01",35
"793","2017-11-02",33.75
"794","2017-11-03",35
"795","2017-11-06",35.625
"796","2017-11-07",35.625
"797","2017-11-08",36.25
"798","2017-11-09",34.375
"799","2017-11-10",34.375
"800","2017-11-13",38.75
"801","2017-11-14",38.75
"802","2017-11-15",36.25
"803","2017-11-16",33.75
"804","2017-11-17",28.75
"805","2017-11-20",28.75
"806","2017-11-21",29.375
"807","2017-11-22",28.75
"808","2017-11-24",28.75
"809","2017-11-27",27.5
"810","2017-11-28",26.25
"811","2017-11-29",26.575001
"812","2017-11-30",28.75
"813","2017-12-01",28.75
"814","2017-12-04",27.5
"815","2017-12-05",27.5
"816","2017-12-06",26.575001
"817","2017-12-07",27.5
"818","2017-12-08",26.875
"819","2017-12-11",26.25
"820","2017-12-12",27.5
"821","2017-12-13",26.875
"822","2017-12-14",27.5
"823","2017-12-15",27.5
"824","2017-12-18",26.25
"825","2017-12-19",27.5
"826","2017-12-20",27.5
"827","2017-12-21",27.65
"828","2017-12-22",27.5
"829","2017-12-26",27.5
"830","2017-12-27",28.125
"831","2017-12-28",26.25
"832","2017-12-29",27.5
"833","2018-01-02",28.125
"834","2018-01-03",27.5
"835","2018-01-04",28.75
"836","2018-01-05",28.125
"837","2018-01-08",27.5
"838","2018-01-09",27.5
"839","2018-01-10",27.5
"840","2018-01-11",27.5
"841","2018-01-12",27.5
"842","2018-01-16",26.25
"843","2018-01-17",26.875
"844","2018-01-18",26.875
"845","2018-01-19",26.25
"846","2018-01-22",27.475
"847","2018-01-23",26.875
"848","2018-01-24",26.4
"849","2018-01-25",27.5
"850","2018-01-26",27.5
"851","2018-01-29",27.5
"852","2018-01-30",26.25
"853","2018-01-31",27.5
"854","2018-02-01",28.125
"855","2018-02-02",28.75
"856","2018-02-05",27.5
"857","2018-02-06",27.5
"858","2018-02-07",27.5
"859","2018-02-08",26.25
"860","2018-02-09",26.25
"861","2018-02-12",26.25
"862","2018-02-13",26.875
"863","2018-02-14",26.875
"864","2018-02-15",27.5
"865","2018-02-16",28.125
"866","2018-02-20",28.75
"867","2018-02-21",27.525
"868","2018-02-22",28.75
"869","2018-02-23",28.75
"870","2018-02-26",30
"871","2018-02-27",30
"872","2018-02-28",30.625
"873","2018-03-01",30.625
"874","2018-03-02",30
"875","2018-03-05",29.375
"876","2018-03-06",28.75
"877","2018-03-07",27.5
"878","2018-03-08",29.375
"879","2018-03-09",29.375
"880","2018-03-12",31.25
"881","2018-03-13",28.75
"882","2018-03-14",29.375
"883","2018-03-15",28.75
"884","2018-03-16",28.75
"885","2018-03-19",28.125
"886","2018-03-20",26.875
"887","2018-03-21",26.875
"888","2018-03-22",26.875
"889","2018-03-23",26.875
"890","2018-03-26",27.5
"891","2018-03-27",26.25
"892","2018-03-28",26.25
"893","2018-03-29",27.5
"894","2018-04-02",26.25
"895","2018-04-03",26.25
"896","2018-04-04",26.875
"897","2018-04-05",26.875
"898","2018-04-06",27.5
"899","2018-04-09",26.25
"900","2018-04-10",27.5
"901","2018-04-11",27.5
"902","2018-04-12",27.5
"903","2018-04-13",26.875
"904","2018-04-16",27.5
"905","2018-04-17",26.875
"906","2018-04-18",27.5
"907","2018-04-19",27.5
"908","2018-04-20",27.5
"909","2018-04-23",26.25
"910","2018-04-24",27.5
"911","2018-04-25",27.5
"912","2018-04-26",27.5
"913","2018-04-27",27.5
"914","2018-04-30",27.5
"915","2018-05-01",27.5
"916","2018-05-02",27.5
"917","2018-05-03",26.875
"918","2018-05-04",26.375
"919","2018-05-07",26.875
"920","2018-05-08",27.5
"921","2018-05-09",26.875
"922","2018-05-10",27.5
"923","2018-05-11",26.25
"924","2018-05-14",26.25
"925","2018-05-15",26.875
"926","2018-05-16",26.875
"927","2018-05-17",26.25
"928","2018-05-18",27.5
"929","2018-05-21",26.25
"930","2018-05-22",26.25
"931","2018-05-23",26.25
"932","2018-05-24",26.25
"933","2018-05-25",26.25
"934","2018-05-29",26.875
"935","2018-05-30",26.25
"936","2018-05-31",26.25
"937","2018-06-01",26.25
"938","2018-06-04",26.25
"939","2018-06-05",26.25
"940","2018-06-06",26.25
"941","2018-06-07",26.25
"942","2018-06-08",26.25
"943","2018-06-11",26.299999
"944","2018-06-12",28.125
"945","2018-06-13",27.5
"946","2018-06-14",26.875
"947","2018-06-15",25.825001
"948","2018-06-18",25.625
"949","2018-06-19",26.25
"950","2018-06-20",25.625
"951","2018-06-21",26.25
"952","2018-06-22",26.25
"953","2018-06-25",22.5
"954","2018-06-26",23.75
"955","2018-06-27",24.25
"956","2018-06-28",24
"957","2018-06-29",24.5
"958","2018-07-02",24.5
"959","2018-07-03",24.5
"960","2018-07-05",24.549999
"961","2018-07-06",24.5
"962","2018-07-09",24.25
"963","2018-07-10",24.65
"964","2018-07-11",23.75
"965","2018-07-12",23.725
"966","2018-07-13",23
"967","2018-07-16",20.25
"968","2018-07-17",19.85
"969","2018-07-18",19.5
"970","2018-07-19",18
"971","2018-07-20",31.25
"972","2018-07-23",23.75
"973","2018-07-24",23.25
"974","2018-07-25",23.75
"975","2018-07-26",22.799999
"976","2018-07-27",22.975
"977","2018-07-30",21.75
"978","2018-07-31",22
"979","2018-08-01",22
"980","2018-08-02",21.5
"981","2018-08-03",20.5
"982","2018-08-06",20
"983","2018-08-07",19.924999
"984","2018-08-08",22
"985","2018-08-09",22.75
"986","2018-08-10",23.75
"987","2018-08-13",27
"988","2018-08-14",23.25
"989","2018-08-15",23
"990","2018-08-16",22.5
"991","2018-08-17",24
"992","2018-08-20",25.5
"993","2018-08-21",25.5
"994","2018-08-22",26.25
"995","2018-08-23",26
"996","2018-08-24",26.025
"997","2018-08-27",26
"998","2018-08-28",25.5
"999","2018-08-29",26
"1000","2018-08-30",26
"1001","2018-08-31",26.174999
"1002","2018-09-04",25.5
"1003","2018-09-05",26
"1004","2018-09-06",25
"1005","2018-09-07",25.75
"1006","2018-09-10",25.75
"1007","2018-09-11",25.75
"1008","2018-09-12",25.5
"1009","2018-09-13",25.25
"1010","2018-09-14",23.525
"1011","2018-09-17",23.325001
"1012","2018-09-18",22.775
"1013","2018-09-19",22.450001
"1014","2018-09-20",22.6
"1015","2018-09-21",22.5
"1016","2018-09-24",22.25
"1017","2018-09-25",22.5
"1018","2018-09-26",22.625
"1019","2018-09-27",22.325001
"1020","2018-09-28",22.25
"1021","2018-10-01",22.25
"1022","2018-10-02",22.75
"1023","2018-10-03",22.525
"1024","2018-10-04",22.25
