"","date","IHG"
"1","2007-01-03",44.370907
"2","2007-01-04",43.420235
"3","2007-01-05",42.72551
"4","2007-01-08",42.780357
"5","2007-01-09",42.890049
"6","2007-01-10",42.268456
"7","2007-01-11",42.688946
"8","2007-01-12",44.13324
"9","2007-01-16",43.694466
"10","2007-01-17",44.13324
"11","2007-01-18",45.431274
"12","2007-01-19",47.058392
"13","2007-01-22",47.149803
"14","2007-01-23",47.113239
"15","2007-01-24",46.217411
"16","2007-01-25",46.052872
"17","2007-01-26",45.888332
"18","2007-01-29",46.107716
"19","2007-01-30",46.144283
"20","2007-01-31",45.96146
"21","2007-02-01",46.034588
"22","2007-02-02",46.637901
"23","2007-02-05",46.400234
"24","2007-02-06",46.52821
"25","2007-02-07",47.277779
"26","2007-02-08",46.637901
"27","2007-02-09",45.522686
"28","2007-02-12",45.760357
"29","2007-02-13",46.363667
"30","2007-02-14",47.204651
"31","2007-02-15",46.509926
"32","2007-02-16",46.509926
"33","2007-02-20",45.705509
"34","2007-02-21",44.663422
"35","2007-02-22",43.98698
"36","2007-02-23",43.877289
"37","2007-02-26",44.754833
"38","2007-02-27",41.994221
"39","2007-02-28",42.908333
"40","2007-03-01",42.743793
"41","2007-03-02",42.524406
"42","2007-03-05",41.683426
"43","2007-03-06",42.72551
"44","2007-03-07",43.292259
"45","2007-03-08",43.877289
"46","2007-03-09",43.932137
"47","2007-03-12",43.676186
"48","2007-03-13",42.231892
"49","2007-03-14",42.195324
"50","2007-03-15",42.926613
"51","2007-03-16",42.926613
"52","2007-03-19",43.438515
"53","2007-03-20",45.339867
"54","2007-03-21",46.144283
"55","2007-03-22",45.924896
"56","2007-03-23",45.522686
"57","2007-03-26",45.449558
"58","2007-03-27",45.047348
"59","2007-03-28",44.773117
"60","2007-03-29",45.102196
"61","2007-03-30",45.211891
"62","2007-04-02",45.796921
"63","2007-04-03",45.778637
"64","2007-04-04",46.199127
"65","2007-04-05",46.38195
"66","2007-04-09",46.217411
"67","2007-04-10",46.363667
"68","2007-04-11",45.650661
"69","2007-04-12",45.998024
"70","2007-04-13",47.314342
"71","2007-04-16",46.985264
"72","2007-04-17",46.857288
"73","2007-04-18",46.839005
"74","2007-04-19",45.833485
"75","2007-04-20",44.864529
"76","2007-04-23",45.230171
"77","2007-04-24",44.699989
"78","2007-04-25",45.083916
"79","2007-04-26",44.754833
"80","2007-04-27",44.827965
"81","2007-04-30",44.188087
"82","2007-05-01",44.699989
"83","2007-05-02",44.791397
"84","2007-05-03",45.449558
"85","2007-05-04",45.998024
"86","2007-05-07",45.96146
"87","2007-05-08",45.486122
"88","2007-05-09",45.486122
"89","2007-05-10",44.864529
"90","2007-05-11",45.266735
"91","2007-05-14",45.595814
"92","2007-05-15",45.906612
"93","2007-05-16",49.727592
"94","2007-05-17",48.37471
"95","2007-05-18",49.36195
"96","2007-05-21",48.978024
"97","2007-05-22",48.831764
"98","2007-05-23",48.831764
"99","2007-05-24",48.539249
"100","2007-05-25",48.722073
"101","2007-05-29",48.831764
"102","2007-05-30",48.996307
"103","2007-05-31",48.978024
"104","2007-06-01",50.001827
"105","2007-06-04",43.239368
"106","2007-06-05",42.165291
"107","2007-06-06",40.277981
"108","2007-06-07",39.403374
"109","2007-06-08",39.833004
"110","2007-06-11",40.462109
"111","2007-06-12",39.786972
"112","2007-06-13",40.354698
"113","2007-06-14",40.370045
"114","2007-06-15",41.137241
"115","2007-06-18",40.446762
"116","2007-06-19",40.032475
