"","date","GCP"
"1","2016-02-04",16.9
"2","2016-02-05",17.5
"3","2016-02-08",17
"4","2016-02-09",16.9
"5","2016-02-10",15.88
"6","2016-02-11",15.98
"7","2016-02-12",15.79
"8","2016-02-16",15.49
"9","2016-02-17",15.94
"10","2016-02-18",16.4
"11","2016-02-19",16.440001
"12","2016-02-22",17
"13","2016-02-23",17
"14","2016-02-24",16.98
"15","2016-02-25",17.110001
"16","2016-02-26",18.030001
"17","2016-02-29",17.73
"18","2016-03-01",18.110001
"19","2016-03-02",17.950001
"20","2016-03-03",18
"21","2016-03-04",18.940001
"22","2016-03-07",18.690001
"23","2016-03-08",17.92
"24","2016-03-09",19.08
"25","2016-03-10",19.469999
"26","2016-03-11",19.51
"27","2016-03-14",19.1
"28","2016-03-15",19.01
"29","2016-03-16",19.200001
"30","2016-03-17",19.200001
"31","2016-03-18",20.030001
"32","2016-03-21",20.09
"33","2016-03-22",20.01
"34","2016-03-23",19.99
"35","2016-03-24",20.01
"36","2016-03-28",20.08
"37","2016-03-29",20.01
"38","2016-03-30",20.26
"39","2016-03-31",19.940001
"40","2016-04-01",20.549999
"41","2016-04-04",21.15
"42","2016-04-05",21.08
"43","2016-04-06",21.450001
"44","2016-04-07",21.02
"45","2016-04-08",21.16
"46","2016-04-11",21.379999
"47","2016-04-12",21.33
"48","2016-04-13",21.360001
"49","2016-04-14",21.18
"50","2016-04-15",21.35
"51","2016-04-18",21.469999
"52","2016-04-19",21.35
"53","2016-04-20",21.51
"54","2016-04-21",21.879999
"55","2016-04-22",22.370001
"56","2016-04-25",22.639999
"57","2016-04-26",22.35
"58","2016-04-27",22.469999
"59","2016-04-28",22.549999
"60","2016-04-29",22.129999
"61","2016-05-02",22.73
"62","2016-05-03",22.219999
"63","2016-05-04",22.67
"64","2016-05-05",22.77
"65","2016-05-06",22.879999
"66","2016-05-09",22.450001
"67","2016-05-10",23.459999
"68","2016-05-11",23.35
"69","2016-05-12",22.99
"70","2016-05-13",22.84
"71","2016-05-16",23.6
"72","2016-05-17",23.67
"73","2016-05-18",23.879999
"74","2016-05-19",23.639999
"75","2016-05-20",23.379999
"76","2016-05-23",23.360001
"77","2016-05-24",23.74
"78","2016-05-25",24.15
"79","2016-05-26",23.690001
"80","2016-05-27",24.26
"81","2016-05-31",23.73
"82","2016-06-01",24.459999
"83","2016-06-02",24.610001
"84","2016-06-03",24.51
"85","2016-06-06",24.639999
"86","2016-06-07",25.860001
"87","2016-06-08",26.18
"88","2016-06-09",25.85
"89","2016-06-10",25.75
"90","2016-06-13",25.48
"91","2016-06-14",25.41
"92","2016-06-15",24.98
"93","2016-06-16",25.32
"94","2016-06-17",25.59
"95","2016-06-20",26.110001
"96","2016-06-21",26.440001
"97","2016-06-22",26.370001
"98","2016-06-23",26.01
"99","2016-06-24",24.940001
"100","2016-06-27",23.540001
"101","2016-06-28",24.450001
"102","2016-06-29",25.68
"103","2016-06-30",26.040001
"104","2016-07-01",26.16
"105","2016-07-05",25.6
"106","2016-07-06",25.290001
"107","2016-07-07",25.610001
"108","2016-07-08",26.129999
"109","2016-07-11",26.700001
"110","2016-07-12",26.780001
"111","2016-07-13",26.76
"112","2016-07-14",27.059999
"113","2016-07-15",27.26
"114","2016-07-18",27.18
"115","2016-07-19",26.969999
"116","2016-07-20",27.030001
"117","2016-07-21",26.969999
"118","2016-07-22",27.26
"119","2016-07-25",27.440001
"120","2016-07-26",27.24
"121","2016-07-27",26.889999
"122","2016-07-28",27.450001
"123","2016-07-29",27.530001
"124","2016-08-01",28
"125","2016-08-02",28.41
"126","2016-08-03",28.59
"127","2016-08-04",27.969999
"128","2016-08-05",28.17
"129","2016-08-08",28.219999
"130","2016-08-09",28.32
"131","2016-08-10",27.58
"132","2016-08-11",27.370001
"133","2016-08-12",27.43
"134","2016-08-15",28.870001
"135","2016-08-16",28.41
"136","2016-08-17",28.57
"137","2016-08-18",28.9
"138","2016-08-19",29.280001
"139","2016-08-22",29.139999
"140","2016-08-23",29.219999
"141","2016-08-24",28.959999
"142","2016-08-25",28.98
"143","2016-08-26",29.309999
"144","2016-08-29",29.530001
"145","2016-08-30",29.76
"146","2016-08-31",29.26
"147","2016-09-01",29.690001
"148","2016-09-02",29.889999
"149","2016-09-06",29.42
"150","2016-09-07",29.59
"151","2016-09-08",29.67
"152","2016-09-09",27.719999
"153","2016-09-12",27.67
"154","2016-09-13",26.950001
"155","2016-09-14",26.77
"156","2016-09-15",26.99
"157","2016-09-16",26.700001
"158","2016-09-19",26.58
"159","2016-09-20",26.35
"160","2016-09-21",26.91
"161","2016-09-22",27.34
"162","2016-09-23",27.530001
"163","2016-09-26",27.59
"164","2016-09-27",27.82
"165","2016-09-28",28.02
"166","2016-09-29",27.950001
"167","2016-09-30",28.32
"168","2016-10-03",27.73
"169","2016-10-04",27.549999
"170","2016-10-05",27.02
"171","2016-10-06",26.969999
"172","2016-10-07",25.98
"173","2016-10-10",26.09
"174","2016-10-11",25.860001
"175","2016-10-12",26
"176","2016-10-13",25.93
"177","2016-10-14",25.65
"178","2016-10-17",25.459999
"179","2016-10-18",25.43
"180","2016-10-19",25.809999
"181","2016-10-20",26.15
"182","2016-10-21",26.01
"183","2016-10-24",26.15
"184","2016-10-25",25.950001
"185","2016-10-26",25.65
"186","2016-10-27",25.700001
"187","2016-10-28",25.5
"188","2016-10-31",25.85
"189","2016-11-01",25.85
"190","2016-11-02",25.549999
"191","2016-11-03",25.85
"192","2016-11-04",25.950001
"193","2016-11-07",26.5
"194","2016-11-08",26.6
"195","2016-11-09",27.25
"196","2016-11-10",27.85
"197","2016-11-11",27.5
"198","2016-11-14",27.299999
"199","2016-11-15",27.4
"200","2016-11-16",27.5
"201","2016-11-17",27.35
"202","2016-11-18",27.700001
"203","2016-11-21",28.25
"204","2016-11-22",28.85
"205","2016-11-23",28.6
"206","2016-11-25",28.5
"207","2016-11-28",27.75
"208","2016-11-29",28.200001
"209","2016-11-30",28
"210","2016-12-01",27.65
"211","2016-12-02",27.450001
"212","2016-12-05",27.799999
"213","2016-12-06",27.75
"214","2016-12-07",28.5
"215","2016-12-08",28.85
"216","2016-12-09",28.75
"217","2016-12-12",28.85
"218","2016-12-13",28.049999
"219","2016-12-14",27.5
"220","2016-12-15",27.65
"221","2016-12-16",27.9
"222","2016-12-19",27.799999
"223","2016-12-20",27.6
"224","2016-12-21",27.299999
"225","2016-12-22",26.799999
"226","2016-12-23",27
"227","2016-12-27",27.15
"228","2016-12-28",26.549999
"229","2016-12-29",26.549999
"230","2016-12-30",26.75
"231","2017-01-03",27
"232","2017-01-04",27.15
"233","2017-01-05",26.799999
"234","2017-01-06",26.75
"235","2017-01-09",26.1
"236","2017-01-10",25.950001
"237","2017-01-11",25.85
"238","2017-01-12",25.75
"239","2017-01-13",26
"240","2017-01-17",25.85
"241","2017-01-18",25.75
"242","2017-01-19",25.6
"243","2017-01-20",26.049999
"244","2017-01-23",25.9
"245","2017-01-24",26.65
"246","2017-01-25",26.950001
"247","2017-01-26",27.700001
"248","2017-01-27",27.4
"249","2017-01-30",26.9
"250","2017-01-31",26.950001
"251","2017-02-01",27.15
"252","2017-02-02",27.049999
"253","2017-02-03",27.4
"254","2017-02-06",27
"255","2017-02-07",27.049999
"256","2017-02-08",26.9
"257","2017-02-09",27.1
"258","2017-02-10",27.200001
"259","2017-02-13",27.200001
"260","2017-02-14",26.75
"261","2017-02-15",26.85
"262","2017-02-16",26.9
"263","2017-02-17",26.549999
"264","2017-02-21",26.799999
"265","2017-02-22",26.799999
"266","2017-02-23",26.1
"267","2017-02-24",26.4
"268","2017-02-27",26.4
"269","2017-02-28",26.35
"270","2017-03-01",26.35
"271","2017-03-02",31
"272","2017-03-03",33
"273","2017-03-06",32.5
"274","2017-03-07",32.5
"275","2017-03-08",32.049999
"276","2017-03-09",32.450001
"277","2017-03-10",33.450001
"278","2017-03-13",33.200001
"279","2017-03-14",33.349998
"280","2017-03-15",33.549999
"281","2017-03-16",33.549999
"282","2017-03-17",33.849998
"283","2017-03-20",33.599998
"284","2017-03-21",32.950001
"285","2017-03-22",33
"286","2017-03-23",32.950001
"287","2017-03-24",32.950001
"288","2017-03-27",33.450001
"289","2017-03-28",33.5
"290","2017-03-29",33.150002
"291","2017-03-30",33.200001
"292","2017-03-31",32.650002
"293","2017-04-03",32.049999
"294","2017-04-04",31.950001
"295","2017-04-05",31.799999
"296","2017-04-06",32.049999
"297","2017-04-07",32.450001
"298","2017-04-10",32.5
"299","2017-04-11",33.150002
"300","2017-04-12",32.950001
"301","2017-04-13",32.849998
"302","2017-04-17",32.25
"303","2017-04-18",32
"304","2017-04-19",31.65
"305","2017-04-20",31.950001
"306","2017-04-21",31.950001
"307","2017-04-24",32.900002
"308","2017-04-25",33.400002
"309","2017-04-26",33.25
"310","2017-04-27",33.400002
"311","2017-04-28",32.900002
"312","2017-05-01",33.5
"313","2017-05-02",33.349998
"314","2017-05-03",33.700001
"315","2017-05-04",33.700001
"316","2017-05-05",34.049999
"317","2017-05-08",33.450001
"318","2017-05-09",30.6
"319","2017-05-10",31.450001
"320","2017-05-11",31.049999
"321","2017-05-12",31.5
"322","2017-05-15",31.299999
"323","2017-05-16",30.85
"324","2017-05-17",30.65
"325","2017-05-18",30.200001
"326","2017-05-19",30.4
"327","2017-05-22",30.6
"328","2017-05-23",30.5
"329","2017-05-24",30.299999
"330","2017-05-25",30.35
"331","2017-05-26",30.85
"332","2017-05-30",30.1
"333","2017-05-31",30.1
"334","2017-06-01",30.15
"335","2017-06-02",30.5
"336","2017-06-05",30.049999
"337","2017-06-06",30.049999
"338","2017-06-07",30.049999
"339","2017-06-08",30.1
"340","2017-06-09",30.65
"341","2017-06-12",30.75
"342","2017-06-13",31.049999
"343","2017-06-14",30.65
"344","2017-06-15",30.4
"345","2017-06-16",30.35
"346","2017-06-19",30.549999
"347","2017-06-20",30.049999
"348","2017-06-21",30.1
"349","2017-06-22",30.4
"350","2017-06-23",31.85
"351","2017-06-26",31.4
"352","2017-06-27",30.299999
"353","2017-06-28",30.299999
"354","2017-06-29",30
"355","2017-06-30",30.5
"356","2017-07-03",30.85
"357","2017-07-05",30.700001
"358","2017-07-06",30.15
"359","2017-07-07",30.65
"360","2017-07-10",30.549999
"361","2017-07-11",30.700001
"362","2017-07-12",31.1
"363","2017-07-13",30.75
"364","2017-07-14",30.85
"365","2017-07-17",31.15
"366","2017-07-18",30.9
"367","2017-07-19",31.4
"368","2017-07-20",31
"369","2017-07-21",31.1
"370","2017-07-24",30.85
"371","2017-07-25",30.85
"372","2017-07-26",30.950001
"373","2017-07-27",30.25
"374","2017-07-28",30.799999
"375","2017-07-31",30.299999
"376","2017-08-01",30.25
"377","2017-08-02",29.9
"378","2017-08-03",30.049999
"379","2017-08-04",30.6
"380","2017-08-07",30.5
"381","2017-08-08",29.950001
"382","2017-08-09",29.35
"383","2017-08-10",28.75
"384","2017-08-11",28.6
