"","date","LXFR"
"1","2012-10-03",11
"2","2012-10-04",11.28
"3","2012-10-05",11.02
"4","2012-10-08",10.76
"5","2012-10-09",10.42
"6","2012-10-10",10.4
"7","2012-10-11",10.4
"8","2012-10-12",10.48
"9","2012-10-15",10.5
"10","2012-10-16",10.38
"11","2012-10-17",10.43
"12","2012-10-18",11.02
"13","2012-10-19",10.97
"14","2012-10-22",10.71
"15","2012-10-23",10.66
"16","2012-10-24",10.73
"17","2012-10-25",10.61
"18","2012-10-26",10.7
"19","2012-10-31",10.99
"20","2012-11-01",11.23
"21","2012-11-02",11.33
"22","2012-11-05",11.48
"23","2012-11-06",11.45
"24","2012-11-07",11.3
"25","2012-11-08",11.61
"26","2012-11-09",11.5
"27","2012-11-12",11.35
"28","2012-11-13",11.57
"29","2012-11-14",11.13
"30","2012-11-15",11.05
"31","2012-11-16",11.1
"32","2012-11-19",11.05
"33","2012-11-20",11.2
"34","2012-11-21",11.35
"35","2012-11-23",11.33
"36","2012-11-26",11.09
"37","2012-11-27",11.01
"38","2012-11-28",11
"39","2012-11-29",11
"40","2012-11-30",11.26
"41","2012-12-03",11.51
"42","2012-12-04",11.43
"43","2012-12-05",11.04
"44","2012-12-06",11.03
"45","2012-12-07",11
"46","2012-12-10",11.03
"47","2012-12-11",11
"48","2012-12-12",11.01
"49","2012-12-13",11.1
"50","2012-12-14",11.94
"51","2012-12-17",11.35
"52","2012-12-18",11.6
"53","2012-12-19",11.6
"54","2012-12-20",11.67
"55","2012-12-21",11.72
"56","2012-12-24",11.69
"57","2012-12-26",11.89
"58","2012-12-27",12.06
"59","2012-12-28",12.01
"60","2012-12-31",12.27
"61","2013-01-02",12.55
"62","2013-01-03",12.6
"63","2013-01-04",12.76
"64","2013-01-07",13.27
"65","2013-01-08",13.5
"66","2013-01-09",13.2
"67","2013-01-10",13
"68","2013-01-11",12.98
"69","2013-01-14",12.89
"70","2013-01-15",12.92
"71","2013-01-16",12.69
"72","2013-01-17",12.64
"73","2013-01-18",12.69
"74","2013-01-22",13.08
"75","2013-01-23",13
"76","2013-01-24",12.84
"77","2013-01-25",12.83
"78","2013-01-28",12.91
"79","2013-01-29",13
"80","2013-01-30",12.92
"81","2013-01-31",12.91
"82","2013-02-01",13.05
"83","2013-02-04",13.05
"84","2013-02-05",13.03
"85","2013-02-06",13.47
"86","2013-02-07",13.23
"87","2013-02-08",13.14
"88","2013-02-11",13.05
"89","2013-02-12",13.41
"90","2013-02-13",13.8
"91","2013-02-14",13.68
"92","2013-02-15",13.73
"93","2013-02-19",14.1
"94","2013-02-20",13.98
"95","2013-02-21",13.82
"96","2013-02-22",13.53
"97","2013-02-25",13.22
"98","2013-02-26",13.18
"99","2013-02-27",13.19
"100","2013-02-28",13.06
"101","2013-03-01",13.33
"102","2013-03-04",13.51
"103","2013-03-05",13.51
"104","2013-03-06",13.11
"105","2013-03-07",13.25
"106","2013-03-08",13.39
"107","2013-03-11",13.59
"108","2013-03-12",13.95
"109","2013-03-13",14.6
"110","2013-03-14",15.13
"111","2013-03-15",15.59
"112","2013-03-18",15.37
"113","2013-03-19",15.52
"114","2013-03-20",15.86
"115","2013-03-21",15.42
"116","2013-03-22",15.3
"117","2013-03-25",15.31
"118","2013-03-26",15.75
"119","2013-03-27",15.35
"120","2013-03-28",15.49
"121","2013-04-01",15.97
"122","2013-04-02",15.98
"123","2013-04-03",15.94
"124","2013-04-04",16.09
"125","2013-04-05",15.71
"126","2013-04-08",15.75
"127","2013-04-09",15.6
"128","2013-04-10",15.5
"129","2013-04-11",15.42
"130","2013-04-12",15.5
"131","2013-04-15",15.23
"132","2013-04-16",15.36
"133","2013-04-17",15.75
"134","2013-04-18",15.25
"135","2013-04-19",15.44
"136","2013-04-22",15.69
"137","2013-04-23",16.18
"138","2013-04-24",16.25
"139","2013-04-25",17
"140","2013-04-26",17.200001
"141","2013-04-29",17.9
"142","2013-04-30",17.690001
"143","2013-05-01",17.58
"144","2013-05-02",17.360001
"145","2013-05-03",17.41
"146","2013-05-06",18.860001
"147","2013-05-07",18.860001
"148","2013-05-08",18.559999
"149","2013-05-09",18.190001
"150","2013-05-10",18
"151","2013-05-13",17.82
"152","2013-05-14",17.25
"153","2013-05-15",17.200001
"154","2013-05-16",17.190001
"155","2013-05-17",17.290001
"156","2013-05-20",17.02
"157","2013-05-21",17.209999
"158","2013-05-22",17.16
"159","2013-05-23",16.969999
"160","2013-05-24",16.950001
"161","2013-05-28",16.889999
"162","2013-05-29",17
"163","2013-05-30",16.870001
"164","2013-05-31",16.780001
"165","2013-06-03",16.719999
"166","2013-06-04",16.42
"167","2013-06-05",16.379999
"168","2013-06-06",16.16
"169","2013-06-07",16.5
"170","2013-06-10",16.52
"171","2013-06-11",16.5
"172","2013-06-12",16.549999
"173","2013-06-13",16.43
"174","2013-06-14",16.58
"175","2013-06-17",16.5
"176","2013-06-18",16.530001
"177","2013-06-19",16.32
"178","2013-06-20",16.219999
"179","2013-06-21",16.1
"180","2013-06-24",15.76
"181","2013-06-25",16
"182","2013-06-26",16.18
"183","2013-06-27",16.18
"184","2013-06-28",15.85
"185","2013-07-01",15.53
"186","2013-07-02",15.75
"187","2013-07-03",15.65
"188","2013-07-05",16.200001
"189","2013-07-08",16.219999
"190","2013-07-09",16.299999
"191","2013-07-10",16.42
"192","2013-07-11",16.77
"193","2013-07-12",16.700001
"194","2013-07-15",16.6
"195","2013-07-16",16.790001
"196","2013-07-17",16.74
"197","2013-07-18",16.9
"198","2013-07-19",16.860001
"199","2013-07-22",16.58
"200","2013-07-23",16.73
"201","2013-07-24",16.82
"202","2013-07-25",16.76
"203","2013-07-26",16.91
"204","2013-07-29",17.02
"205","2013-07-30",17.549999
"206","2013-07-31",17.24
"207","2013-08-01",17.290001
"208","2013-08-02",16.889999
"209","2013-08-05",17.23
"210","2013-08-06",17.139999
"211","2013-08-07",17.030001
"212","2013-08-08",17.15
"213","2013-08-09",17.200001
"214","2013-08-12",17.26
"215","2013-08-13",17.290001
"216","2013-08-14",17.280001
"217","2013-08-15",17.16
"218","2013-08-16",17.18
"219","2013-08-19",17.120001
"220","2013-08-20",17.120001
"221","2013-08-21",17.08
"222","2013-08-22",17.129999
"223","2013-08-23",17.200001
"224","2013-08-26",17.23
"225","2013-08-27",17.1
"226","2013-08-28",17.059999
"227","2013-08-29",16.870001
"228","2013-08-30",16.950001
"229","2013-09-03",16.92
"230","2013-09-04",17.15
"231","2013-09-05",17.030001
"232","2013-09-06",17.1
"233","2013-09-09",17.200001
"234","2013-09-10",17.27
"235","2013-09-11",17.200001
"236","2013-09-12",17.1
"237","2013-09-13",17
"238","2013-09-16",16.6
"239","2013-09-17",16.530001
"240","2013-09-18",16.65
"241","2013-09-19",16.59
"242","2013-09-20",16.58
"243","2013-09-23",16.639999
"244","2013-09-24",16.5
"245","2013-09-25",16.549999
"246","2013-09-26",16.280001
"247","2013-09-27",15.98
"248","2013-09-30",15.98
"249","2013-10-01",16.67
"250","2013-10-02",16.59
"251","2013-10-03",16.969999
"252","2013-10-04",17.129999
"253","2013-10-07",16.889999
"254","2013-10-08",16.870001
"255","2013-10-09",17.01
"256","2013-10-10",17.35
"257","2013-10-11",17.610001
"258","2013-10-14",17.790001
"259","2013-10-15",17.77
"260","2013-10-16",17.959999
"261","2013-10-17",17.9
"262","2013-10-18",18.030001
"263","2013-10-21",18.15
"264","2013-10-22",18.25
"265","2013-10-23",18.450001
"266","2013-10-24",18.33
"267","2013-10-25",18.389999
"268","2013-10-28",18.379999
"269","2013-10-29",18.549999
"270","2013-10-30",18.24
"271","2013-10-31",18.42
"272","2013-11-01",19
"273","2013-11-04",19.15
"274","2013-11-05",18.99
"275","2013-11-06",18.83
"276","2013-11-07",18.870001
"277","2013-11-08",19.15
"278","2013-11-11",19.01
"279","2013-11-12",19
"280","2013-11-13",19.26
"281","2013-11-14",17.76
"282","2013-11-15",17.66
"283","2013-11-18",18.040001
"284","2013-11-19",18.02
"285","2013-11-20",17.98
"286","2013-11-21",18.059999
"287","2013-11-22",18
"288","2013-11-25",18.049999
"289","2013-11-26",18.34
"290","2013-11-27",18.290001
"291","2013-11-29",18.77
"292","2013-12-02",18.33
"293","2013-12-03",18.15
"294","2013-12-04",18.26
"295","2013-12-05",18.27
"296","2013-12-06",18.459999
"297","2013-12-09",18.700001
"298","2013-12-10",19.09
"299","2013-12-11",18.959999
"300","2013-12-12",19.139999
"301","2013-12-13",19.23
"302","2013-12-16",19.42
"303","2013-12-17",19.59
"304","2013-12-18",19.74
"305","2013-12-19",19.780001
"306","2013-12-20",20.24
"307","2013-12-23",20.200001
"308","2013-12-24",20.32
"309","2013-12-26",20.6
"310","2013-12-27",20.299999
"311","2013-12-30",20.620001
"312","2013-12-31",20.860001
"313","2014-01-02",21.309999
"314","2014-01-03",21.780001
"315","2014-01-06",21.33
"316","2014-01-07",21.200001
"317","2014-01-08",21.18
"318","2014-01-09",21.190001
"319","2014-01-10",21.309999
"320","2014-01-13",21.25
"321","2014-01-14",21.34
"322","2014-01-15",21.41
"323","2014-01-16",21.190001
"324","2014-01-17",21.24
"325","2014-01-21",21.459999
"326","2014-01-22",21.360001
"327","2014-01-23",21.120001
"328","2014-01-24",21.01
"329","2014-01-27",20.870001
"330","2014-01-28",21
"331","2014-01-29",21.34
"332","2014-01-30",20.969999
"333","2014-01-31",20.940001
"334","2014-02-03",20.700001
"335","2014-02-04",20.299999
"336","2014-02-05",19.84
"337","2014-02-06",19.66
"338","2014-02-07",20.129999
"339","2014-02-10",20.33
"340","2014-02-11",21.01
"341","2014-02-12",20.93
"342","2014-02-13",20.99
"343","2014-02-14",21.08
"344","2014-02-18",21.08
"345","2014-02-19",20.950001
"346","2014-02-20",21.639999
"347","2014-02-21",21.57
"348","2014-02-24",21.5
"349","2014-02-25",21.23
"350","2014-02-26",20.780001
"351","2014-02-27",20.450001
"352","2014-02-28",19.950001
"353","2014-03-03",19.459999
"354","2014-03-04",19.43
"355","2014-03-05",19.01
"356","2014-03-06",19.16
"357","2014-03-07",19.35
"358","2014-03-10",19.809999
"359","2014-03-11",19.889999
"360","2014-03-12",19.84
"361","2014-03-13",19.73
"362","2014-03-14",19.51
"363","2014-03-17",19.65
"364","2014-03-18",19.32
"365","2014-03-19",19.219999
"366","2014-03-20",19
"367","2014-03-21",19.290001
"368","2014-03-24",19.389999
"369","2014-03-25",19.5
"370","2014-03-26",19.42
"371","2014-03-27",19.530001
"372","2014-03-28",19.700001
"373","2014-03-31",19.58
"374","2014-04-01",19.809999
"375","2014-04-02",19.91
"376","2014-04-03",20.1
"377","2014-04-04",19.959999
"378","2014-04-07",19.959999
"379","2014-04-08",19.879999
"380","2014-04-09",19.690001
"381","2014-04-10",19.84
"382","2014-04-11",19.6
"383","2014-04-14",19.93
"384","2014-04-15",19.940001
"385","2014-04-16",19.98
"386","2014-04-17",20.299999
"387","2014-04-21",20.290001
"388","2014-04-22",20.5
"389","2014-04-23",20.5
"390","2014-04-24",20.35
"391","2014-04-25",20.299999
"392","2014-04-28",20.049999
"393","2014-04-29",19.99
"394","2014-04-30",19.75
"395","2014-05-01",20
"396","2014-05-02",19.950001
"397","2014-05-05",19.959999
"398","2014-05-06",19.940001
"399","2014-05-07",19.969999
"400","2014-05-08",19.040001
"401","2014-05-09",17.780001
"402","2014-05-12",18.01
"403","2014-05-13",18.219999
"404","2014-05-14",18.889999
"405","2014-05-15",18.67
"406","2014-05-16",18.629999
"407","2014-05-19",18.440001
"408","2014-05-20",18.559999
"409","2014-05-21",18.549999
"410","2014-05-22",18.57
"411","2014-05-23",18.58
"412","2014-05-27",18.6
"413","2014-05-28",18.540001
"414","2014-05-29",18.58
"415","2014-05-30",18.82
"416","2014-06-02",18.41
"417","2014-06-03",18.299999
"418","2014-06-04",18.700001
"419","2014-06-05",18.59
"420","2014-06-06",18.77
"421","2014-06-09",18.6
"422","2014-06-10",18.82
"423","2014-06-11",18.76
"424","2014-06-12",18.709999
"425","2014-06-13",18.799999
"426","2014-06-16",18.389999
"427","2014-06-17",18.129999
"428","2014-06-18",18.049999
"429","2014-06-19",18.15
"430","2014-06-20",18.34
"431","2014-06-23",18.98
"432","2014-06-24",18.99
"433","2014-06-25",19
"434","2014-06-26",18.959999
"435","2014-06-27",18.940001
"436","2014-06-30",18.950001
"437","2014-07-01",19.059999
"438","2014-07-02",19.059999
"439","2014-07-03",19.41
"440","2014-07-07",19.120001
"441","2014-07-08",19.1
"442","2014-07-09",18.77
"443","2014-07-10",19.09
"444","2014-07-11",19.09
"445","2014-07-14",19.040001
"446","2014-07-15",19.15
"447","2014-07-16",19.33
"448","2014-07-17",19.17
"449","2014-07-18",19.219999
"450","2014-07-21",19.16
"451","2014-07-22",19.219999
"452","2014-07-23",19.17
"453","2014-07-24",19.1
"454","2014-07-25",19.139999
"455","2014-07-28",19.120001
"456","2014-07-29",19.049999
"457","2014-07-30",19.129999
"458","2014-07-31",19.01
"459","2014-08-01",18.99
"460","2014-08-04",19.040001
"461","2014-08-05",18.98
"462","2014-08-06",19.059999
"463","2014-08-07",19.049999
"464","2014-08-08",18.99
"465","2014-08-11",19.01
"466","2014-08-12",18.879999
"467","2014-08-13",18.950001
"468","2014-08-14",18.969999
"469","2014-08-15",18.799999
"470","2014-08-18",18.84
"471","2014-08-19",18.870001
"472","2014-08-20",18.99
"473","2014-08-21",19.09
"474","2014-08-22",18.92
"475","2014-08-25",18.98
"476","2014-08-26",18.99
"477","2014-08-27",18.85
"478","2014-08-28",18.780001
"479","2014-08-29",18.9
"480","2014-09-02",18.559999
"481","2014-09-03",18.219999
"482","2014-09-04",18.040001
"483","2014-09-05",17.809999
"484","2014-09-08",17.120001
"485","2014-09-09",17.440001
"486","2014-09-10",17.469999
"487","2014-09-11",17.469999
"488","2014-09-12",17.299999
"489","2014-09-15",17.110001
"490","2014-09-16",17.1
"491","2014-09-17",17.120001
"492","2014-09-18",17.049999
"493","2014-09-19",17.219999
"494","2014-09-22",16.780001
"495","2014-09-23",16.950001
"496","2014-09-24",16.870001
"497","2014-09-25",16.93
"498","2014-09-26",17.17
"499","2014-09-29",17.02
"500","2014-09-30",17.26
"501","2014-10-01",17.09
"502","2014-10-02",17.1
"503","2014-10-03",17.059999
"504","2014-10-06",16.99
"505","2014-10-07",17.02
"506","2014-10-08",16.9
"507","2014-10-09",16.379999
"508","2014-10-10",15.65
"509","2014-10-13",15.23
"510","2014-10-14",15.02
"511","2014-10-15",14.75
"512","2014-10-16",15.1
"513","2014-10-17",15.46
"514","2014-10-20",15.48
"515","2014-10-21",16.040001
"516","2014-10-22",16.26
"517","2014-10-23",16.540001
"518","2014-10-24",16.629999
"519","2014-10-27",16.25
"520","2014-10-28",16.07
"521","2014-10-29",16.290001
"522","2014-10-30",16.17
"523","2014-10-31",15.93
"524","2014-11-03",16.08
"525","2014-11-04",15.94
"526","2014-11-05",15.84
"527","2014-11-06",15.91
"528","2014-11-07",15.89
"529","2014-11-10",15.56
"530","2014-11-11",15.69
"531","2014-11-12",15.61
"532","2014-11-13",15.91
"533","2014-11-14",16
"534","2014-11-17",15.88
"535","2014-11-18",15.21
"536","2014-11-19",15.32
"537","2014-11-20",14.77
"538","2014-11-21",14.73
"539","2014-11-24",14.67
