"","date","STIM"
"195","2019-04-08",17.200001
"196","2019-04-09",17
"197","2019-04-10",16.83
"198","2019-04-11",16.700001
"199","2019-04-12",16.690001
"200","2019-04-15",16.33
"201","2019-04-16",16.17
"202","2019-04-17",15.57
"203","2019-04-18",15.56
"204","2019-04-22",15.56
"205","2019-04-23",15.99
"206","2019-04-24",15.78
"207","2019-04-25",15.47
"208","2019-04-26",17.030001
"209","2019-04-29",17.200001
"210","2019-04-30",16.67
"211","2019-05-01",17.1
"212","2019-05-02",16.17
"213","2019-05-03",16.530001
"214","2019-05-06",17.129999
"215","2019-05-07",15.77
"216","2019-05-08",16.200001
"217","2019-05-09",15.22
"218","2019-05-10",14.27
"219","2019-05-13",14.37
"220","2019-05-14",15.03
"221","2019-05-15",14.96
"222","2019-05-16",14.85
"223","2019-05-17",14.4
"224","2019-05-20",14.71
"225","2019-05-21",14.93
"226","2019-05-22",14.58
"227","2019-05-23",14.04
"228","2019-05-24",13.09
"229","2019-05-28",13.43
"230","2019-05-29",12.18
"231","2019-05-30",11.33
"232","2019-05-31",11.52
"233","2019-06-03",11.79
"234","2019-06-04",10.53
"235","2019-06-05",9.96
"236","2019-06-06",9
"237","2019-06-07",9.92
"238","2019-06-10",11.02
"239","2019-06-11",10.85
"240","2019-06-12",10.41
"241","2019-06-13",11.99
"242","2019-06-14",11.56
"243","2019-06-17",11.48
"244","2019-06-18",11.5
"245","2019-06-19",12
"246","2019-06-20",12.9
"247","2019-06-21",12.7
"248","2019-06-24",12.53
"249","2019-06-25",11.93
"250","2019-06-26",10.8
"251","2019-06-27",10.93
"252","2019-06-28",12.51
"253","2019-07-01",12.51
"254","2019-07-02",12.51
"255","2019-07-03",12.51
"256","2019-07-05",12.95
"257","2019-07-08",12.52
"258","2019-07-09",12.45
"259","2019-07-10",12.73
"260","2019-07-11",13.03
"261","2019-07-12",12.8
"262","2019-07-15",12.84
"263","2019-07-16",12.61
"264","2019-07-17",12.8
"265","2019-07-18",12.66
"266","2019-07-19",12.48
"267","2019-07-22",11.48
"268","2019-07-23",11.15
"269","2019-07-24",11.43
"270","2019-07-25",10.97
"271","2019-07-26",11.47
"272","2019-07-29",11.34
"273","2019-07-30",12.05
"274","2019-07-31",11.91
"275","2019-08-01",11.45
"276","2019-08-02",11.3
"277","2019-08-05",10.37
"278","2019-08-06",10.52
"279","2019-08-07",10.54
"280","2019-08-08",10.01
"281","2019-08-09",9.89
"282","2019-08-12",9.94
"283","2019-08-13",10
"284","2019-08-14",9.69
"285","2019-08-15",9.65
"286","2019-08-16",10
"287","2019-08-19",10.1
"288","2019-08-20",9.9
"289","2019-08-21",9.87
"290","2019-08-22",9.815
"291","2019-08-23",9.47
"292","2019-08-26",9.68
"293","2019-08-27",9.45
"294","2019-08-28",9.46
"295","2019-08-29",9.85
"296","2019-08-30",10.67
"297","2019-09-03",10.48
"298","2019-09-04",10.53
"299","2019-09-05",10.96
"300","2019-09-06",11.38
"301","2019-09-09",11.93
"302","2019-09-10",11.53
"303","2019-09-11",11.49
"304","2019-09-12",11.42
"305","2019-09-13",11.3
"306","2019-09-16",10.5
"307","2019-09-17",10.96
"308","2019-09-18",10.99
"309","2019-09-19",10.63
"310","2019-09-20",10.28
"311","2019-09-23",10.08
"312","2019-09-24",9.28
"313","2019-09-25",8.98
"314","2019-09-26",8.66
"315","2019-09-27",8.74
"316","2019-09-30",8.31
"317","2019-10-01",8.3
"318","2019-10-02",8.51
"319","2019-10-03",8.78
"320","2019-10-04",9.02
"321","2019-10-07",9.22
"322","2019-10-08",8.95
"323","2019-10-09",9
"324","2019-10-10",8.93
"325","2019-10-11",8.87
"326","2019-10-14",8.88
"327","2019-10-15",8.91
"328","2019-10-16",8.86
"329","2019-10-17",9.06
"330","2019-10-18",9.01
"331","2019-10-21",9.06
"332","2019-10-22",8.99
"333","2019-10-23",8.88
"334","2019-10-24",8.63
"335","2019-10-25",8.9
"336","2019-10-28",8.94
"337","2019-10-29",8.84
"338","2019-10-30",8.95
"339","2019-10-31",8.91
"340","2019-11-01",9
"341","2019-11-04",8.97
"342","2019-11-05",5.46
"343","2019-11-06",5.1
"344","2019-11-07",4.9
"345","2019-11-08",4.88
"346","2019-11-11",4.73
"347","2019-11-12",4.85
"348","2019-11-13",4.42
"349","2019-11-14",4.59
"350","2019-11-15",4.51
"351","2019-11-18",4.16
"352","2019-11-19",4.12
"353","2019-11-20",4.175
"354","2019-11-21",4.23
"355","2019-11-22",4.22
"356","2019-11-25",4.22
"357","2019-11-26",4.03
"358","2019-11-27",4.27
"359","2019-11-29",4.32
"360","2019-12-02",4.28
"361","2019-12-03",4.54
"362","2019-12-04",4.5
"363","2019-12-05",4.54
"364","2019-12-06",4.59
"365","2019-12-09",4.62
"366","2019-12-10",4.52
"367","2019-12-11",4.49
"368","2019-12-12",4.47
"369","2019-12-13",4.29
"370","2019-12-16",4.4
"371","2019-12-17",4.44
"372","2019-12-18",4.5
"373","2019-12-19",4.5
"374","2019-12-20",4.49
"375","2019-12-23",4.49
"376","2019-12-24",4.5
"377","2019-12-26",4.44
"378","2019-12-27",4.5
"379","2019-12-30",4.48
"380","2019-12-31",4.49
"381","2020-01-02",4.49
"382","2020-01-03",4.5
"383","2020-01-06",4.42
"384","2020-01-07",4.32
"385","2020-01-08",4.3
"386","2020-01-09",4.21
"387","2020-01-10",4.26
"388","2020-01-13",4.22
"389","2020-01-14",4.16
"390","2020-01-15",4.16
"391","2020-01-16",4.35
"392","2020-01-17",4.39
"393","2020-01-21",4.35
"394","2020-01-22",4.32
"395","2020-01-23",4.27
"396","2020-01-24",4.19
"397","2020-01-27",3.97
"398","2020-01-28",3.81
"399","2020-01-29",3.91
"400","2020-01-30",3.88
"401","2020-01-31",3.63
"402","2020-02-03",3.73
"403","2020-02-04",3.62
"404","2020-02-05",3.68
"405","2020-02-06",3.51
"406","2020-02-07",3.32
"407","2020-02-10",3.28
"408","2020-02-11",3.42
"409","2020-02-12",3.23
"410","2020-02-13",3.25
"411","2020-02-14",3.4
"412","2020-02-18",3.27
"413","2020-02-19",3.31
"414","2020-02-20",3.25
"415","2020-02-21",3.27
"416","2020-02-24",3.17
"417","2020-02-25",3.04
"418","2020-02-26",2.98
"419","2020-02-27",2.95
"420","2020-02-28",2.895
"421","2020-03-02",2.94
"422","2020-03-03",2.48
"423","2020-03-04",2.68
"424","2020-03-05",2.71
"425","2020-03-06",2.61
"426","2020-03-09",1.97
"427","2020-03-10",2.05
"428","2020-03-11",2.07
"429","2020-03-12",2.19
"430","2020-03-13",2.08
"431","2020-03-16",1.94
"432","2020-03-17",1.76
"433","2020-03-18",1.33
"434","2020-03-19",1.5
"435","2020-03-20",1.45
"436","2020-03-23",1.28
"437","2020-03-24",1.46
"438","2020-03-25",1.51
"439","2020-03-26",1.64
"440","2020-03-27",1.59
"441","2020-03-30",2.04
"442","2020-03-31",1.89
"443","2020-04-01",1.62
"444","2020-04-02",1.54
"445","2020-04-03",1.41
"446","2020-04-06",1.67
"447","2020-04-07",1.64
"448","2020-04-08",1.77
"449","2020-04-09",1.96
"450","2020-04-13",1.95
"451","2020-04-14",2.31
"452","2020-04-15",2.35
"453","2020-04-16",2.15
"454","2020-04-17",2.36
"455","2020-04-20",2.14
"456","2020-04-21",2.09
"457","2020-04-22",2.09
"458","2020-04-23",2.16
"459","2020-04-24",2.31
"460","2020-04-27",2.59
"461","2020-04-28",2.48
"462","2020-04-29",2.61
"463","2020-04-30",2.5
"464","2020-05-01",2.29
"465","2020-05-04",2.36
"466","2020-05-05",2.27
"467","2020-05-06",2.22
"468","2020-05-07",2.15
"469","2020-05-08",2.3
"470","2020-05-11",2.42
"471","2020-05-12",2.22
"472","2020-05-13",2.11
"473","2020-05-14",1.98
"474","2020-05-15",2.08
"475","2020-05-18",2.04
"476","2020-05-19",1.98
"477","2020-05-20",2
"478","2020-05-21",2
"479","2020-05-22",1.96
"480","2020-05-26",2.01
"481","2020-05-27",2.01
"482","2020-05-28",1.92
"483","2020-05-29",1.83
"484","2020-06-01",1.83
"485","2020-06-02",1.8
"486","2020-06-03",1.87
"487","2020-06-04",1.81
"488","2020-06-05",2.02
"489","2020-06-08",2.29
"490","2020-06-09",2.31
"491","2020-06-10",2.23
"492","2020-06-11",1.95
"493","2020-06-12",1.89
"494","2020-06-15",1.9
"495","2020-06-16",1.9
"496","2020-06-17",1.88
"497","2020-06-18",1.85
"498","2020-06-19",1.82
"499","2020-06-22",1.77
"500","2020-06-23",2.09
"501","2020-06-24",1.97
"502","2020-06-25",2.1
"503","2020-06-26",2.1
"504","2020-06-29",2.04
"505","2020-06-30",1.93
"506","2020-07-01",1.88
"507","2020-07-02",1.83
"508","2020-07-06",1.87
"509","2020-07-07",1.89
"510","2020-07-08",1.88
"511","2020-07-09",1.82
"512","2020-07-10",1.96
"513","2020-07-13",1.87
"514","2020-07-14",1.98
"515","2020-07-15",2.75
"516","2020-07-16",3.06
"517","2020-07-17",3.23
"518","2020-07-20",3.01
"519","2020-07-21",3.1
"520","2020-07-22",3.3
"521","2020-07-23",3
"522","2020-07-24",3.01
"523","2020-07-27",3
"524","2020-07-28",2.89
"525","2020-07-29",2.82
"526","2020-07-30",2.63
"527","2020-07-31",2.67
"528","2020-08-03",2.71
"529","2020-08-04",3.01
"530","2020-08-05",3.23
"531","2020-08-06",3.65
"532","2020-08-07",3.52
"533","2020-08-10",4.33
"534","2020-08-11",4.8
"535","2020-08-12",4.56
"536","2020-08-13",4.38
"537","2020-08-14",4.72
"538","2020-08-17",4.89
"539","2020-08-18",4.47
"540","2020-08-19",4.65
"541","2020-08-20",4.74
"542","2020-08-21",5.28
"543","2020-08-24",5.41
"544","2020-08-25",5.33
"545","2020-08-26",5.27
"546","2020-08-27",5.34
"547","2020-08-28",5.39
"548","2020-08-31",5.87
"549","2020-09-01",4.73
"550","2020-09-02",4.54
"551","2020-09-03",4.25
"552","2020-09-04",4.19
"553","2020-09-08",4.2
"554","2020-09-09",4.26
"555","2020-09-10",4.12
"556","2020-09-11",4.15
"557","2020-09-14",4.46
"558","2020-09-15",4.23
"559","2020-09-16",4.25
"560","2020-09-17",4.16
"561","2020-09-18",4.2
"562","2020-09-21",4.19
"563","2020-09-22",4.6
"564","2020-09-23",4.14
"565","2020-09-24",4.36
"566","2020-09-25",4.34
"567","2020-09-28",4.52
"568","2020-09-29",5.06
"569","2020-09-30",4.86
"570","2020-10-01",5.05
"571","2020-10-02",5.26
"572","2020-10-05",5.17
"573","2020-10-06",5.84
"574","2020-10-07",6.07
"575","2020-10-08",6.44
"576","2020-10-09",6.49
"577","2020-10-12",6.73
"578","2020-10-13",6.37
"579","2020-10-14",6.45
"580","2020-10-15",6.18
"581","2020-10-16",6.25
"582","2020-10-19",6.03
"583","2020-10-20",6.13
"584","2020-10-21",5.74
"585","2020-10-22",5.73
"586","2020-10-23",5.61
"587","2020-10-26",5.75
"588","2020-10-27",5.4
"589","2020-10-28",5.14
"590","2020-10-29",5.31
"591","2020-10-30",4.95
"592","2020-11-02",5.22
"593","2020-11-03",5.71
"594","2020-11-04",6.05
"595","2020-11-05",6.6
"596","2020-11-06",6.85
"597","2020-11-09",6.36
"598","2020-11-10",6.58
"599","2020-11-11",6.68
"600","2020-11-12",6.68
"601","2020-11-13",7.14
"602","2020-11-16",7.93
"603","2020-11-17",7.7
"604","2020-11-18",7.73
"605","2020-11-19",7.63
"606","2020-11-20",7.88
"607","2020-11-23",7.93
"608","2020-11-24",8.11
"609","2020-11-25",8.51
"610","2020-11-27",8.45
