"","date","ADAP"
"304","2016-07-19",7.33
"305","2016-07-20",7.11
"306","2016-07-21",7.7
"307","2016-07-22",7.58
"308","2016-07-25",7.48
"309","2016-07-26",7.84
"310","2016-07-27",8.04
"311","2016-07-28",7.88
"312","2016-07-29",8.12
"313","2016-08-01",8.35
"314","2016-08-02",8.71
"315","2016-08-03",8.78
"316","2016-08-04",8.48
"317","2016-08-05",8.71
"318","2016-08-08",7.85
"319","2016-08-09",8.08
"320","2016-08-10",7.61
"321","2016-08-11",7.38
"322","2016-08-12",7.61
"323","2016-08-15",7.69
"324","2016-08-16",7.46
"325","2016-08-17",7.24
"326","2016-08-18",7.06
"327","2016-08-19",6.96
"328","2016-08-22",7.21
"329","2016-08-23",7.22
"330","2016-08-24",6.99
"331","2016-08-25",6.92
"332","2016-08-26",7.15
"333","2016-08-29",7.1
"334","2016-08-30",7.15
"335","2016-08-31",6.7
"336","2016-09-01",6.62
"337","2016-09-02",6.62
"338","2016-09-06",6.75
"339","2016-09-07",7.24
"340","2016-09-08",7.31
"341","2016-09-09",7.35
"342","2016-09-12",7.5
"343","2016-09-13",7.12
"344","2016-09-14",7.5
"345","2016-09-15",7.41
"346","2016-09-16",7.37
"347","2016-09-19",7.13
"348","2016-09-20",7.08
"349","2016-09-21",7.23
"350","2016-09-22",7.12
"351","2016-09-23",7.12
"352","2016-09-26",7.13
"353","2016-09-27",7.2
"354","2016-09-28",7.3
"355","2016-09-29",7.19
"356","2016-09-30",7.05
"357","2016-10-03",6.62
"358","2016-10-04",6.92
"359","2016-10-05",6.97
"360","2016-10-06",6.79
"361","2016-10-07",6.4
"362","2016-10-10",6.65
"363","2016-10-11",6.56
"364","2016-10-12",6.01
"365","2016-10-13",5.9
"366","2016-10-14",5.57
"367","2016-10-17",5.26
"368","2016-10-18",5.25
"369","2016-10-19",5.26
"370","2016-10-20",5.32
"371","2016-10-21",5.19
"372","2016-10-24",4.91
"373","2016-10-25",5.01
"374","2016-10-26",4.91
"375","2016-10-27",4.37
"376","2016-10-28",4.33
"377","2016-10-31",4.35
"378","2016-11-01",4.36
"379","2016-11-02",4.16
"380","2016-11-03",3.77
"381","2016-11-04",4.18
"382","2016-11-07",4.4
"383","2016-11-08",4.49
"384","2016-11-09",4.87
"385","2016-11-10",5.02
"386","2016-11-11",5.01
"387","2016-11-14",5.2
"388","2016-11-15",4.87
"389","2016-11-16",4.85
"390","2016-11-17",4.88
"391","2016-11-18",4.98
"392","2016-11-21",5.13
"393","2016-11-22",5.09
"394","2016-11-23",4.93
"395","2016-11-25",4.98
"396","2016-11-28",4.83
"397","2016-11-29",4.39
"398","2016-11-30",4.17
"399","2016-12-01",4.16
"400","2016-12-02",4.05
"401","2016-12-05",4.21
"402","2016-12-06",4.32
"403","2016-12-07",4.195
"404","2016-12-08",4.2
"405","2016-12-09",4.16
"406","2016-12-12",3.92
"407","2016-12-13",3.98
"408","2016-12-14",3.98
"409","2016-12-15",3.76
"410","2016-12-16",3.95
"411","2016-12-19",3.83
"412","2016-12-20",4.05
"413","2016-12-21",4
"414","2016-12-22",3.99
"415","2016-12-23",4.05
"416","2016-12-27",4.16
"417","2016-12-28",4.04
"418","2016-12-29",4.05
"419","2016-12-30",4.05
"420","2017-01-03",4.12
"421","2017-01-04",4.14
"422","2017-01-05",4.13
"423","2017-01-06",4.07
"424","2017-01-09",4.07
"425","2017-01-10",4.16
"426","2017-01-11",4.22
"427","2017-01-12",4.32
"428","2017-01-13",4.53
"429","2017-01-17",4.43
"430","2017-01-18",4.43
"431","2017-01-19",4.48
"432","2017-01-20",4.51
"433","2017-01-23",4.26
"434","2017-01-24",4.2
"435","2017-01-25",4.36
"436","2017-01-26",4.23
"437","2017-01-27",4.33
"438","2017-01-30",4.19
"439","2017-01-31",4.31
"440","2017-02-01",4.5
"441","2017-02-02",4.48
"442","2017-02-03",4.54
"443","2017-02-06",4.53
"444","2017-02-07",4.54
"445","2017-02-08",4.33
"446","2017-02-09",4.24
"447","2017-02-10",4.31
"448","2017-02-13",4.11
"449","2017-02-14",4.19
"450","2017-02-15",4.36
"451","2017-02-16",4.19
"452","2017-02-17",4.11
"453","2017-02-21",4.2
"454","2017-02-22",4.06
"455","2017-02-23",3.95
"456","2017-02-24",3.95
"457","2017-02-27",4.11
"458","2017-02-28",4.03
"459","2017-03-01",3.96
"460","2017-03-02",4.17
"461","2017-03-03",4.61
"462","2017-03-06",4.35
"463","2017-03-07",4.2
"464","2017-03-08",4.24
"465","2017-03-09",4.23
"466","2017-03-10",4.61
"467","2017-03-13",4.89
"468","2017-03-14",4.73
"469","2017-03-15",4.75
"470","2017-03-16",4.75
"471","2017-03-17",4.75
"472","2017-03-20",4.62
"473","2017-03-21",4.29
"474","2017-03-22",4.3
"475","2017-03-23",4.27
"476","2017-03-24",4.28
"477","2017-03-27",4.57
"478","2017-03-28",4.59
"479","2017-03-29",4.93
"480","2017-03-30",5.31
"481","2017-03-31",5.51
"482","2017-04-03",5.83
"483","2017-04-04",6.07
"484","2017-04-05",6.01
"485","2017-04-06",5.5
"486","2017-04-07",5.7
"487","2017-04-10",5.76
"488","2017-04-11",5.78
"489","2017-04-12",5.77
"490","2017-04-13",5.72
"491","2017-04-17",5.88
"492","2017-04-18",5.65
"493","2017-04-19",5.41
"494","2017-04-20",5.68
"495","2017-04-21",5.46
"496","2017-04-24",5.4
"497","2017-04-25",5.48
"498","2017-04-26",5.56
"499","2017-04-27",5.56
"500","2017-04-28",5.39
"501","2017-05-01",5.36
"502","2017-05-02",5.3
"503","2017-05-03",5.25
"504","2017-05-04",5.18
"505","2017-05-05",5.28
"506","2017-05-08",5
"507","2017-05-09",4.93
"508","2017-05-10",4.84
"509","2017-05-11",4.78
"510","2017-05-12",5.13
"511","2017-05-15",5.13
"512","2017-05-16",5.54
"513","2017-05-17",5.51
"514","2017-05-18",5.41
"515","2017-05-19",5.39
"516","2017-05-22",5.41
"517","2017-05-23",5.34
"518","2017-05-24",5.32
"519","2017-05-25",5.3
"520","2017-05-26",5.32
"521","2017-05-30",5.33
"522","2017-05-31",5.28
"523","2017-06-01",5.44
"524","2017-06-02",5.32
"525","2017-06-05",5.23
"526","2017-06-06",5.11
"527","2017-06-07",5.1
"528","2017-06-08",5.07
"529","2017-06-09",4.96
"530","2017-06-12",4.9
"531","2017-06-13",4.76
"532","2017-06-14",4.66
"533","2017-06-15",4.57
"534","2017-06-16",4.57
"535","2017-06-19",4.55
"536","2017-06-20",4.4
"537","2017-06-21",4.52
"538","2017-06-22",4.89
"539","2017-06-23",4.92
"540","2017-06-26",4.82
"541","2017-06-27",4.69
"542","2017-06-28",4.78
"543","2017-06-29",4.59
"544","2017-06-30",4.49
"545","2017-07-03",4.44
"546","2017-07-05",4.53
"547","2017-07-06",4.85
"548","2017-07-07",4.89
"549","2017-07-10",4.78
"550","2017-07-11",4.75
"551","2017-07-12",5.09
"552","2017-07-13",5.35
"553","2017-07-14",5.57
"554","2017-07-17",5.64
"555","2017-07-18",5.82
"556","2017-07-19",5.88
"557","2017-07-20",5.94
"558","2017-07-21",5.7
"559","2017-07-24",5.68
"560","2017-07-25",5.58
"561","2017-07-26",5.45
"562","2017-07-27",5.35
"563","2017-07-28",5.39
"564","2017-07-31",5.25
"565","2017-08-01",5.29
"566","2017-08-02",5.34
"567","2017-08-03",5.4
"568","2017-08-04",5.43
"569","2017-08-07",5.52
"570","2017-08-08",5.47
"571","2017-08-09",5.3
"572","2017-08-10",5.12
"573","2017-08-11",5.11
"574","2017-08-14",5.16
"575","2017-08-15",5.18
"576","2017-08-16",5.14
"577","2017-08-17",5.22
"578","2017-08-18",5.05
"579","2017-08-21",4.93
"580","2017-08-22",5.04
"581","2017-08-23",5.24
"582","2017-08-24",5.25
"583","2017-08-25",5.21
"584","2017-08-28",6
"585","2017-08-29",6.01
"586","2017-08-30",6.23
"587","2017-08-31",7
"588","2017-09-01",6.58
"589","2017-09-05",6.8
"590","2017-09-06",6.74
"591","2017-09-07",7.55
"592","2017-09-08",8.93
"593","2017-09-11",8.85
"594","2017-09-12",8.5
"595","2017-09-13",8.87
"596","2017-09-14",8.86
"597","2017-09-15",8.77
"598","2017-09-18",8.47
"599","2017-09-19",8.28
"600","2017-09-20",8.28
"601","2017-09-21",8.41
"602","2017-09-22",7.93
"603","2017-09-25",8.58
"604","2017-09-26",8.08
"605","2017-09-27",8.02
"606","2017-09-28",8.16
"607","2017-09-29",8.19
"608","2017-10-02",8.71
"609","2017-10-03",8.7
"610","2017-10-04",8.74
"611","2017-10-05",8.53
"612","2017-10-06",8.16
"613","2017-10-09",8.23
"614","2017-10-10",8.32
"615","2017-10-11",7.84
"616","2017-10-12",7.76
"617","2017-10-13",7.64
"618","2017-10-16",7.33
"619","2017-10-17",7.01
"620","2017-10-18",7.03
"621","2017-10-19",7.1
"622","2017-10-20",7.15
"623","2017-10-23",6.82
"624","2017-10-24",7.05
"625","2017-10-25",6.97
"626","2017-10-26",7.3
"627","2017-10-27",7.67
"628","2017-10-30",7.9
"629","2017-10-31",7.85
"630","2017-11-01",7.51
"631","2017-11-02",7.86
"632","2017-11-03",8.17
"633","2017-11-06",8.44
"634","2017-11-07",8.17
"635","2017-11-08",8.18
"636","2017-11-09",8.08
"637","2017-11-10",8.1
"638","2017-11-13",7.8
"639","2017-11-14",7.59
"640","2017-11-15",7.95
"641","2017-11-16",8.02
"642","2017-11-17",7.88
"643","2017-11-20",7.85
"644","2017-11-21",7.885
"645","2017-11-22",8.11
"646","2017-11-24",8.24
"647","2017-11-27",8.17
"648","2017-11-28",8.23
"649","2017-11-29",7.82
"650","2017-11-30",8.28
"651","2017-12-01",8.1
"652","2017-12-04",7.93
"653","2017-12-05",7.8
"654","2017-12-06",7.82
"655","2017-12-07",7.98
"656","2017-12-08",8.375
"657","2017-12-11",7.92
"658","2017-12-12",7.86
"659","2017-12-13",7.45
"660","2017-12-14",7.37
"661","2017-12-15",7.37
"662","2017-12-18",7.17
"663","2017-12-19",7.08
"664","2017-12-20",7.1
"665","2017-12-21",7.06
"666","2017-12-22",7
"667","2017-12-26",6.76
"668","2017-12-27",6.8
"669","2017-12-28",6.78
"670","2017-12-29",6.68
"671","2018-01-02",7.1
"672","2018-01-03",7.57
"673","2018-01-04",7.52
"674","2018-01-05",7.71
"675","2018-01-08",7.98
"676","2018-01-09",7.84
"677","2018-01-10",7.86
"678","2018-01-11",7.81
"679","2018-01-12",7.81
"680","2018-01-16",7.51
"681","2018-01-17",7.89
"682","2018-01-18",7.64
"683","2018-01-19",8.09
"684","2018-01-22",8.5
"685","2018-01-23",9.43
"686","2018-01-24",9
"687","2018-01-25",9.13
"688","2018-01-26",9.08
"689","2018-01-29",9.05
"690","2018-01-30",8.86
"691","2018-01-31",8.63
"692","2018-02-01",8.75
"693","2018-02-02",8.52
"694","2018-02-05",8.32
"695","2018-02-06",8.47
"696","2018-02-07",8.9
"697","2018-02-08",8.36
"698","2018-02-09",7.94
"699","2018-02-12",7.96
"700","2018-02-13",7.98
"701","2018-02-14",8.23
"702","2018-02-15",8.51
"703","2018-02-16",8.62
"704","2018-02-20",8.22
"705","2018-02-21",7.83
"706","2018-02-22",7.65
"707","2018-02-23",7.88
"708","2018-02-26",7.82
"709","2018-02-27",7.69
"710","2018-02-28",7.63
"711","2018-03-01",8.04
"712","2018-03-02",8.02
"713","2018-03-05",7.9
"714","2018-03-06",7.91
"715","2018-03-07",8
"716","2018-03-08",8.41
"717","2018-03-09",9.09
"718","2018-03-12",9.06
"719","2018-03-13",8.74
"720","2018-03-14",9.21
"721","2018-03-15",10.94
"722","2018-03-16",11.06
"723","2018-03-19",11.06
"724","2018-03-20",10.36
"725","2018-03-21",11.4
"726","2018-03-22",11.47
"727","2018-03-23",11.5
"728","2018-03-26",11.56
"729","2018-03-27",11.16
"730","2018-03-28",10.47
"731","2018-03-29",11.23
"732","2018-04-02",11.05
"733","2018-04-03",10.84
"734","2018-04-04",11.23
"735","2018-04-05",10.84
"736","2018-04-06",10.42
"737","2018-04-09",10.47
"738","2018-04-10",11.05
"739","2018-04-11",11.57
"740","2018-04-12",12.47
"741","2018-04-13",12.45
"742","2018-04-16",12.36
"743","2018-04-17",12.34
"744","2018-04-18",12.39
"745","2018-04-19",12.11
"746","2018-04-20",12.44
"747","2018-04-23",12.29
"748","2018-04-24",12.22
"749","2018-04-25",12.52
"750","2018-04-26",13.1
"751","2018-04-27",13.08
"752","2018-04-30",12.71
"753","2018-05-01",13.04
"754","2018-05-02",13.1
"755","2018-05-03",13.11
"756","2018-05-04",12.98
"757","2018-05-07",13.31
"758","2018-05-08",12.84
"759","2018-05-09",13.74
"760","2018-05-10",13.18
"761","2018-05-11",13.15
"762","2018-05-14",12.77
"763","2018-05-15",12.81
"764","2018-05-16",12.31
"765","2018-05-17",12.02
"766","2018-05-18",12.15
"767","2018-05-21",12.19
"768","2018-05-22",12.45
"769","2018-05-23",13.2
"770","2018-05-24",13.25
"771","2018-05-25",13.31
"772","2018-05-29",13.25
"773","2018-05-30",13.15
"774","2018-05-31",13.24
"775","2018-06-01",13.44
"776","2018-06-04",12.89
"777","2018-06-05",12.59
"778","2018-06-06",12.83
"779","2018-06-07",12.61
"780","2018-06-08",12.69
"781","2018-06-11",12.38
"782","2018-06-12",12.28
"783","2018-06-13",12.38
"784","2018-06-14",12.25
"785","2018-06-15",12.51
"786","2018-06-18",12.38
"787","2018-06-19",11.74
"788","2018-06-20",12.9
"789","2018-06-21",13.08
"790","2018-06-22",13
"791","2018-06-25",12.89
"792","2018-06-26",12.61
"793","2018-06-27",12.19
"794","2018-06-28",11.99
"795","2018-06-29",11.87
"796","2018-07-02",11.79
"797","2018-07-03",11.74
"798","2018-07-05",11.58
"799","2018-07-06",11.47
"800","2018-07-09",11.19
"801","2018-07-10",11.2
"802","2018-07-11",10.91
"803","2018-07-12",11.08
"804","2018-07-13",11.34
"805","2018-07-16",10.96
"806","2018-07-17",11.41
"807","2018-07-18",11.1
"808","2018-07-19",10.98
"809","2018-07-20",10.44
"810","2018-07-23",10.35
"811","2018-07-24",10.08
"812","2018-07-25",10.04
"813","2018-07-26",10.19
"814","2018-07-27",9.94
"815","2018-07-30",9.43
"816","2018-07-31",9.78
"817","2018-08-01",9.68
"818","2018-08-02",9.79
"819","2018-08-03",8.84
"820","2018-08-06",8.77
"821","2018-08-07",8.88
"822","2018-08-08",8.78
"823","2018-08-09",8.95
"824","2018-08-10",8.78
"825","2018-08-13",8.63
"826","2018-08-14",8.43
"827","2018-08-15",8.62
"828","2018-08-16",8.75
"829","2018-08-17",8.48
"830","2018-08-20",8.27
"831","2018-08-21",8.47
"832","2018-08-22",9.01
"833","2018-08-23",9.23
"834","2018-08-24",10.25
"835","2018-08-27",10.47
"836","2018-08-28",10.46
"837","2018-08-29",10.3
"838","2018-08-30",10.82
"839","2018-08-31",11.52
"840","2018-09-04",10.94
"841","2018-09-05",10.86
"842","2018-09-06",11.08
"843","2018-09-07",10.58
"844","2018-09-10",10.86
"845","2018-09-11",11.15
"846","2018-09-12",11.19
"847","2018-09-13",11.02
"848","2018-09-14",11.07
"849","2018-09-17",10.71
"850","2018-09-18",11.48
"851","2018-09-19",11.83
"852","2018-09-20",11.97
"853","2018-09-21",11.71
"854","2018-09-24",11.89
"855","2018-09-25",11.94
"856","2018-09-26",12.22
"857","2018-09-27",13.2
"858","2018-09-28",13.56
"859","2018-10-01",13.94
"860","2018-10-02",13.49
"861","2018-10-03",14.04
"862","2018-10-04",14.16
"863","2018-10-05",13.9
"864","2018-10-08",13.2
"865","2018-10-09",13.34
"866","2018-10-10",12.46
"867","2018-10-11",12.61
"868","2018-10-12",12.41
"869","2018-10-15",12.14
"870","2018-10-16",11.85
"871","2018-10-17",11.54
"872","2018-10-18",10.88
"873","2018-10-19",10.76
"874","2018-10-22",7.55
"875","2018-10-23",7.03
"876","2018-10-24",6.485
"877","2018-10-25",6.54
"878","2018-10-26",6.23
"879","2018-10-29",5.94
"880","2018-10-30",6
"881","2018-10-31",6.2
"882","2018-11-01",6.86
"883","2018-11-02",7.09
"884","2018-11-05",7.13
"885","2018-11-06",6.53
"886","2018-11-07",6.65
"887","2018-11-08",6.66
"888","2018-11-09",6.18
"889","2018-11-12",6.32
"890","2018-11-13",6
"891","2018-11-14",5.65
"892","2018-11-15",5.5
"893","2018-11-16",5.43
"894","2018-11-19",5.65
"895","2018-11-20",5.48
"896","2018-11-21",5.44
"897","2018-11-23",5.69
"898","2018-11-26",5.29
"899","2018-11-27",5.11
"900","2018-11-28",5.15
"901","2018-11-29",5.95
"902","2018-11-30",6.16
"903","2018-12-03",6.25
"904","2018-12-04",5.96
"905","2018-12-06",5.75
"906","2018-12-07",5.72
"907","2018-12-10",5.87
"908","2018-12-11",5.75
"909","2018-12-12",5.25
"910","2018-12-13",5.36
"911","2018-12-14",5.16
"912","2018-12-17",4.4
"913","2018-12-18",4.3
"914","2018-12-19",4.11
"915","2018-12-20",3.98
"916","2018-12-21",3.76
"917","2018-12-24",4.38
"918","2018-12-26",4.49
"919","2018-12-27",4.85
"920","2018-12-28",5.15
"921","2018-12-31",5.75
"922","2019-01-02",5.54
"923","2019-01-03",5.34
"924","2019-01-04",5.72
"925","2019-01-07",6.06
"926","2019-01-08",5.8
"927","2019-01-09",5.83
"928","2019-01-10",5.84
"929","2019-01-11",5.74
"930","2019-01-14",5.39
"931","2019-01-15",5.3
"932","2019-01-16",5.31
"933","2019-01-17",5.04
"934","2019-01-18",4.86
"935","2019-01-22",4.53
"936","2019-01-23",4.47
"937","2019-01-24",4.49
"938","2019-01-25",4.69
"939","2019-01-28",4.5
"940","2019-01-29",4.6
"941","2019-01-30",4.66
"942","2019-01-31",4.87
"943","2019-02-01",5.06
"944","2019-02-04",4.86
"945","2019-02-05",4.68
"946","2019-02-06",4.87
"947","2019-02-07",4.65
"948","2019-02-08",4.99
"949","2019-02-11",5.15
"950","2019-02-12",5.33
"951","2019-02-13",4.82
"952","2019-02-14",4.84
"953","2019-02-15",4.94
"954","2019-02-19",4.71
"955","2019-02-20",4.71
"956","2019-02-21",4.66
"957","2019-02-22",4.57
"958","2019-02-25",4.81
"959","2019-02-26",4.86
"960","2019-02-27",4.64
"961","2019-02-28",4.39
"962","2019-03-01",4.57
"963","2019-03-04",4.27
"964","2019-03-05",4.39
"965","2019-03-06",4.01
"966","2019-03-07",4.13
"967","2019-03-08",3.72
"968","2019-03-11",3.9
"969","2019-03-12",4.03
"970","2019-03-13",3.93
"971","2019-03-14",3.93
"972","2019-03-15",3.97
"973","2019-03-18",3.88
"974","2019-03-19",3.84
"975","2019-03-20",3.89
"976","2019-03-21",3.83
"977","2019-03-22",3.63
"978","2019-03-25",3.75
"979","2019-03-26",3.88
"980","2019-03-27",3.98
"981","2019-03-28",4.08
"982","2019-03-29",4.3
"983","2019-04-01",4.34
"984","2019-04-02",4.7
"985","2019-04-03",5.41
"986","2019-04-04",4.96
"987","2019-04-05",5.09
"988","2019-04-08",4.97
"989","2019-04-09",4.57
"990","2019-04-10",4.56
"991","2019-04-11",4.38
"992","2019-04-12",4.31
"993","2019-04-15",4.27
"994","2019-04-16",4.24
"995","2019-04-17",4.29
"996","2019-04-18",4.12
"997","2019-04-22",4.07
"998","2019-04-23",4.4
"999","2019-04-24",4.23
