"","date","TDC"
"1","2007-10-01",27.98
"2","2007-10-02",27.549999
"3","2007-10-03",26.549999
"4","2007-10-04",27
"5","2007-10-05",27.15
"6","2007-10-08",27.27
"7","2007-10-09",27.35
"8","2007-10-10",26.969999
"9","2007-10-11",26.82
"10","2007-10-12",28.4
"11","2007-10-15",29.08
"12","2007-10-16",29.030001
"13","2007-10-17",28.84
"14","2007-10-18",28.82
"15","2007-10-19",27.530001
"16","2007-10-22",27.809999
"17","2007-10-23",27.889999
"18","2007-10-24",28.26
"19","2007-10-25",28.450001
"20","2007-10-26",28.9
"21","2007-10-29",27.83
"22","2007-10-30",28.34
"23","2007-10-31",28.530001
"24","2007-11-01",27.67
"25","2007-11-02",27.940001
"26","2007-11-05",27.4
"27","2007-11-06",27.25
"28","2007-11-07",26.629999
"29","2007-11-08",26.219999
"30","2007-11-09",24.77
"31","2007-11-12",24.85
"32","2007-11-13",25.950001
"33","2007-11-14",25
"34","2007-11-15",24.41
"35","2007-11-16",23.799999
"36","2007-11-19",23.129999
"37","2007-11-20",24.120001
"38","2007-11-21",24.01
"39","2007-11-23",24.84
"40","2007-11-26",24.26
"41","2007-11-27",24.59
"42","2007-11-28",26.1
"43","2007-11-29",26.5
"44","2007-11-30",25.959999
"45","2007-12-03",26.190001
"46","2007-12-04",26.450001
"47","2007-12-05",26.780001
"48","2007-12-06",26.870001
"49","2007-12-07",26.52
"50","2007-12-10",26.690001
"51","2007-12-11",25.540001
"52","2007-12-12",26.16
"53","2007-12-13",26.629999
"54","2007-12-14",27.120001
"55","2007-12-17",26.67
"56","2007-12-18",26.83
"57","2007-12-19",26.440001
"58","2007-12-20",26.65
"59","2007-12-21",26.870001
"60","2007-12-24",27.41
"61","2007-12-26",27.040001
"62","2007-12-27",26.799999
"63","2007-12-28",27.5
"64","2007-12-31",27.41
"65","2008-01-02",26.84
"66","2008-01-03",26.889999
"67","2008-01-04",26.620001
"68","2008-01-07",26.870001
"69","2008-01-08",26.639999
"70","2008-01-09",26.99
"71","2008-01-10",26.73
"72","2008-01-11",25.75
"73","2008-01-14",25.52
"74","2008-01-15",25.110001
"75","2008-01-16",25.67
"76","2008-01-17",24.84
"77","2008-01-18",24.17
"78","2008-01-22",23.27
"79","2008-01-23",22.48
"80","2008-01-24",22.91
"81","2008-01-25",23.02
"82","2008-01-28",23.85
"83","2008-01-29",23.459999
"84","2008-01-30",23.09
"85","2008-01-31",23.799999
"86","2008-02-01",23.610001
"87","2008-02-04",24.27
"88","2008-02-05",23.57
"89","2008-02-06",23.35
"90","2008-02-07",23.25
"91","2008-02-08",22.66
"92","2008-02-11",22.6
"93","2008-02-12",21.75
"94","2008-02-13",23.18
"95","2008-02-14",23.5
"96","2008-02-15",23.719999
"97","2008-02-19",24.52
"98","2008-02-20",24.950001
"99","2008-02-21",24.57
"100","2008-02-22",24.93
"101","2008-02-25",25.120001
"102","2008-02-26",26.030001
"103","2008-02-27",26.49
"104","2008-02-28",26.049999
"105","2008-02-29",25.23
"106","2008-03-03",25.98
"107","2008-03-04",25.6
"108","2008-03-05",26.530001
"109","2008-03-06",25.73
"110","2008-03-07",24.940001
"111","2008-03-10",24.18
"112","2008-03-11",24.780001
"113","2008-03-12",24.77
"114","2008-03-13",24.530001
"115","2008-03-14",23.709999
"116","2008-03-17",22.65
"117","2008-03-18",23.73
"118","2008-03-19",22.98
"119","2008-03-20",23.469999
"120","2008-03-24",24.92
"121","2008-03-25",24.25
"122","2008-03-26",23.26
"123","2008-03-27",22.51
"124","2008-03-28",21.92
"125","2008-03-31",22.059999
"126","2008-04-01",20.639999
"127","2008-04-02",21.57
"128","2008-04-03",21.98
"129","2008-04-04",21.889999
"130","2008-04-07",22.01
"131","2008-04-08",22.23
"132","2008-04-09",22.290001
"133","2008-04-10",22.17
"134","2008-04-11",21.52
"135","2008-04-14",20.860001
"136","2008-04-15",20.610001
"137","2008-04-16",21.280001
"138","2008-04-17",21.6
"139","2008-04-18",21.99
"140","2008-04-21",21.799999
"141","2008-04-22",21.280001
"142","2008-04-23",21.530001
"143","2008-04-24",21.620001
"144","2008-04-25",21.77
"145","2008-04-28",22.24
"146","2008-04-29",21.809999
"147","2008-04-30",21.290001
"148","2008-05-01",21.82
"149","2008-05-02",22.440001
"150","2008-05-05",22.6
"151","2008-05-06",23.139999
"152","2008-05-07",23.07
"153","2008-05-08",23.379999
"154","2008-05-09",23.469999
"155","2008-05-12",23.889999
"156","2008-05-13",24.02
"157","2008-05-14",24.139999
"158","2008-05-15",24.879999
"159","2008-05-16",25.139999
"160","2008-05-19",25.360001
"161","2008-05-20",25.370001
"162","2008-05-21",25.290001
"163","2008-05-22",25.450001
"164","2008-05-23",25.33
"165","2008-05-27",25.620001
"166","2008-05-28",26.110001
"167","2008-05-29",26.35
"168","2008-05-30",27.01
"169","2008-06-02",26.110001
"170","2008-06-03",26.799999
"171","2008-06-04",26.040001
"172","2008-06-05",26.25
"173","2008-06-06",25.23
"174","2008-06-09",25.24
"175","2008-06-10",24.870001
"176","2008-06-11",24.02
"177","2008-06-12",23.41
"178","2008-06-13",24.139999
"179","2008-06-16",23.950001
"180","2008-06-17",23.610001
"181","2008-06-18",23.559999
"182","2008-06-19",23.57
"183","2008-06-20",23.139999
"184","2008-06-23",23.34
"185","2008-06-24",22.790001
"186","2008-06-25",23.26
"187","2008-06-26",22.84
"188","2008-06-27",23.25
"189","2008-06-30",23.139999
"190","2008-07-01",22.889999
"191","2008-07-02",22.43
"192","2008-07-03",22.799999
"193","2008-07-07",22.129999
"194","2008-07-08",23.02
"195","2008-07-09",22.879999
"196","2008-07-10",22.51
"197","2008-07-11",22.32
"198","2008-07-14",22.469999
"199","2008-07-15",22.18
"200","2008-07-16",22.52
"201","2008-07-17",22.35
"202","2008-07-18",22.790001
"203","2008-07-21",22.58
"204","2008-07-22",22.43
"205","2008-07-23",22.610001
"206","2008-07-24",22.290001
"207","2008-07-25",22.219999
"208","2008-07-28",22.18
"209","2008-07-29",23.02
"210","2008-07-30",23.059999
"211","2008-07-31",23.42
"212","2008-08-01",22.389999
"213","2008-08-04",22.42
"214","2008-08-05",22.629999
"215","2008-08-06",22.889999
"216","2008-08-07",24.4
"217","2008-08-08",25.15
"218","2008-08-11",25.18
"219","2008-08-12",24.49
"220","2008-08-13",24.459999
"221","2008-08-14",24.790001
"222","2008-08-15",24.950001
"223","2008-08-18",25.01
"224","2008-08-19",24.809999
"225","2008-08-20",25.01
"226","2008-08-21",24.5
"227","2008-08-22",24.690001
"228","2008-08-25",23.99
"229","2008-08-26",24.57
"230","2008-08-27",24.74
"231","2008-08-28",24.889999
"232","2008-08-29",24.57
"233","2008-09-02",25
"234","2008-09-03",23.870001
"235","2008-09-04",22.809999
"236","2008-09-05",23.629999
"237","2008-09-08",23.74
"238","2008-09-09",23.4
"239","2008-09-10",23.719999
"240","2008-09-11",23.42
"241","2008-09-12",22.99
"242","2008-09-15",22.1
"243","2008-09-16",23.59
"244","2008-09-17",22.17
"245","2008-09-18",22.139999
"246","2008-09-19",22.200001
"247","2008-09-22",21.379999
"248","2008-09-23",21.209999
"249","2008-09-24",21.030001
"250","2008-09-25",19.4
"251","2008-09-26",20.610001
"252","2008-09-29",18.41
"253","2008-09-30",19.5
"254","2008-10-01",18.85
"255","2008-10-02",17.84
"256","2008-10-03",17.1
"257","2008-10-06",16.790001
"258","2008-10-07",16.07
"259","2008-10-08",16.790001
"260","2008-10-09",16.01
"261","2008-10-10",15.22
"262","2008-10-13",16.57
"263","2008-10-14",16.120001
"264","2008-10-15",16.110001
"265","2008-10-16",17.49
"266","2008-10-17",16.860001
"267","2008-10-20",16.9
"268","2008-10-21",16.129999
"269","2008-10-22",14.58
"270","2008-10-23",14.89
"271","2008-10-24",14.67
"272","2008-10-27",14.24
"273","2008-10-28",15.72
"274","2008-10-29",15.19
"275","2008-10-30",15.66
"276","2008-10-31",15.39
"277","2008-11-03",15.31
"278","2008-11-04",16.65
"279","2008-11-05",15.49
"280","2008-11-06",14.51
"281","2008-11-07",14.48
"282","2008-11-10",14.27
"283","2008-11-11",13.33
"284","2008-11-12",12.6
"285","2008-11-13",12.82
"286","2008-11-14",12.01
"287","2008-11-17",12.47
"288","2008-11-18",12.41
"289","2008-11-19",11.77
"290","2008-11-20",11.46
"291","2008-11-21",12.06
"292","2008-11-24",12.49
"293","2008-11-25",13.2
"294","2008-11-26",13.51
"295","2008-11-28",13.43
"296","2008-12-01",12.79
"297","2008-12-02",13.77
"298","2008-12-03",13.86
"299","2008-12-04",13.18
"300","2008-12-05",13.64
"301","2008-12-08",14.28
"302","2008-12-09",14.44
"303","2008-12-10",14.77
"304","2008-12-11",14.81
"305","2008-12-12",14.92
