"","date","UAN"
"1","2011-04-08",175.5
"2","2011-04-11",172.800003
"3","2011-04-12",170.600006
"4","2011-04-13",173.600006
"5","2011-04-14",170
"6","2011-04-15",178.800003
"7","2011-04-18",179.300003
"8","2011-04-19",183.300003
"9","2011-04-20",190
"10","2011-04-21",189.899994
"11","2011-04-25",200.699997
"12","2011-04-26",200
"13","2011-04-27",199
"14","2011-04-28",194.399994
"15","2011-04-29",191.399994
"16","2011-05-02",186.899994
"17","2011-05-03",182
"18","2011-05-04",186.399994
"19","2011-05-05",186.399994
"20","2011-05-06",195.199997
"21","2011-05-09",202.199997
"22","2011-05-10",203.699997
"23","2011-05-11",199.699997
"24","2011-05-12",195.5
"25","2011-05-13",189.899994
"26","2011-05-16",187.5
"27","2011-05-17",186.600006
"28","2011-05-18",182.300003
"29","2011-05-19",181.300003
"30","2011-05-20",182.399994
"31","2011-05-23",180
"32","2011-05-24",181.699997
"33","2011-05-25",185.600006
"34","2011-05-26",186.699997
"35","2011-05-27",199.600006
"36","2011-05-31",199.600006
"37","2011-06-01",197.399994
"38","2011-06-02",201.600006
"39","2011-06-03",203.300003
"40","2011-06-06",201.699997
"41","2011-06-07",200.100006
"42","2011-06-08",199
"43","2011-06-09",200.600006
"44","2011-06-10",212.199997
"45","2011-06-13",214.699997
"46","2011-06-14",217.5
"47","2011-06-15",219.399994
"48","2011-06-16",205
"49","2011-06-17",207.699997
"50","2011-06-20",212.800003
"51","2011-06-21",217.100006
"52","2011-06-22",221.699997
"53","2011-06-23",220
"54","2011-06-24",218.800003
"55","2011-06-27",226
"56","2011-06-28",225.899994
"57","2011-06-29",231.5
"58","2011-06-30",224.600006
"59","2011-07-01",223
"60","2011-07-05",227.699997
"61","2011-07-06",231.699997
"62","2011-07-07",237.300003
"63","2011-07-08",240
"64","2011-07-11",230
"65","2011-07-12",232.899994
"66","2011-07-13",232.800003
"67","2011-07-14",236.100006
"68","2011-07-15",240.800003
"69","2011-07-18",245
"70","2011-07-19",249.899994
"71","2011-07-20",255
"72","2011-07-21",248.199997
"73","2011-07-22",246.5
"74","2011-07-25",249.399994
"75","2011-07-26",245.5
"76","2011-07-27",235.199997
"77","2011-07-28",232.600006
"78","2011-07-29",234.5
"79","2011-08-01",239.699997
"80","2011-08-02",232.300003
"81","2011-08-03",227.800003
"82","2011-08-04",220.699997
"83","2011-08-05",215.5
"84","2011-08-08",204
"85","2011-08-09",207.399994
"86","2011-08-10",210.5
"87","2011-08-11",230.600006
"88","2011-08-12",240
"89","2011-08-15",239.5
"90","2011-08-16",234.199997
"91","2011-08-17",233.600006
"92","2011-08-18",226
"93","2011-08-19",220.100006
"94","2011-08-22",214.600006
"95","2011-08-23",221.5
"96","2011-08-24",222.899994
"97","2011-08-25",223.100006
"98","2011-08-26",231.300003
"99","2011-08-29",240.699997
"100","2011-08-30",244.800003
"101","2011-08-31",243.300003
"102","2011-09-01",233.699997
"103","2011-09-02",230.800003
"104","2011-09-06",229.199997
"105","2011-09-07",243.100006
"106","2011-09-08",241
"107","2011-09-09",244.300003
"108","2011-09-12",247.5
"109","2011-09-13",263.5
"110","2011-09-14",270.299988
"111","2011-09-15",264.600006
"112","2011-09-16",267.799988
"113","2011-09-19",258.799988
"114","2011-09-20",267.299988
"115","2011-09-21",260.200012
"116","2011-09-22",247.800003
"117","2011-09-23",240.399994
"118","2011-09-26",248.399994
"119","2011-09-27",255.199997
"120","2011-09-28",249.5
"121","2011-09-29",240.199997
"122","2011-09-30",235.300003
"123","2011-10-03",202.5
"124","2011-10-04",215.399994
"125","2011-10-05",211
"126","2011-10-06",216.5
"127","2011-10-07",213.699997
"128","2011-10-10",223.899994
"129","2011-10-11",226.100006
"130","2011-10-12",233
"131","2011-10-13",235.5
"132","2011-10-14",244.100006
"133","2011-10-17",247.699997
"134","2011-10-18",251.699997
"135","2011-10-19",243.300003
"136","2011-10-20",250.5
"137","2011-10-21",250.800003
"138","2011-10-24",250.800003
"139","2011-10-25",250.300003
"140","2011-10-26",255.5
"141","2011-10-27",256.200012
"142","2011-10-28",253.600006
"143","2011-10-31",251.5
"144","2011-11-01",252
"145","2011-11-02",260.5
"146","2011-11-03",250.199997
"147","2011-11-04",245
"148","2011-11-07",241.899994
"149","2011-11-08",236.199997
"150","2011-11-09",233.5
"151","2011-11-10",228.899994
"152","2011-11-11",232.300003
"153","2011-11-14",234.899994
"154","2011-11-15",236
"155","2011-11-16",233
"156","2011-11-17",223
"157","2011-11-18",226.5
"158","2011-11-21",222.300003
"159","2011-11-22",224
"160","2011-11-23",217.600006
"161","2011-11-25",216.5
"162","2011-11-28",225.399994
"163","2011-11-29",226
"164","2011-11-30",228.5
"165","2011-12-01",232.600006
"166","2011-12-02",235.5
"167","2011-12-05",232.600006
"168","2011-12-06",228.800003
"169","2011-12-07",232.399994
"170","2011-12-08",231.100006
"171","2011-12-09",235.5
"172","2011-12-12",233.300003
"173","2011-12-13",233.800003
