"","date","AMRX"
"114","2018-10-16",18.469999
"115","2018-10-17",18.469999
"116","2018-10-18",18.51
"117","2018-10-19",18.73
"118","2018-10-22",18.99
"119","2018-10-23",19.450001
"120","2018-10-24",17.74
"121","2018-10-25",18.309999
"122","2018-10-26",18.360001
"123","2018-10-29",18.120001
"124","2018-10-30",18.459999
"125","2018-10-31",18.450001
"126","2018-11-01",19.67
"127","2018-11-02",18.969999
"128","2018-11-05",18.23
"129","2018-11-06",19.09
"130","2018-11-07",20.58
"131","2018-11-08",20.07
"132","2018-11-09",19.75
"133","2018-11-12",19.959999
"134","2018-11-13",19.27
"135","2018-11-14",18.68
"136","2018-11-15",18.5
"137","2018-11-16",18.51
"138","2018-11-19",18.719999
"139","2018-11-20",18.6
"140","2018-11-21",18.620001
"141","2018-11-23",18.440001
"142","2018-11-26",18.549999
"143","2018-11-27",18.030001
"144","2018-11-28",18.98
"145","2018-11-29",18.870001
"146","2018-11-30",17.709999
"147","2018-12-03",18.190001
"148","2018-12-04",17.67
"149","2018-12-06",17.389999
"150","2018-12-07",17.35
"151","2018-12-10",16.889999
"152","2018-12-11",16.66
"153","2018-12-12",16.58
"154","2018-12-13",16.33
"155","2018-12-14",16.110001
"156","2018-12-17",16.209999
"157","2018-12-18",15.91
"158","2018-12-19",14.99
"159","2018-12-20",14.15
"160","2018-12-21",13.09
"161","2018-12-24",13.25
"162","2018-12-26",14.43
"163","2018-12-27",14.05
"164","2018-12-28",13.85
"165","2018-12-31",13.53
"166","2019-01-02",14.1
"167","2019-01-03",13.58
"168","2019-01-04",14.84
"169","2019-01-07",14.83
"170","2019-01-08",13.83
"171","2019-01-09",13.36
"172","2019-01-10",13.67
"173","2019-01-11",13.35
"174","2019-01-14",12.96
"175","2019-01-15",12.94
"176","2019-01-16",12.43
"177","2019-01-17",12.49
"178","2019-01-18",12.42
"179","2019-01-22",12.44
"180","2019-01-23",12.49
"181","2019-01-24",11.99
"182","2019-01-25",11.94
"183","2019-01-28",12.29
"184","2019-01-29",12.22
"185","2019-01-30",11.97
"186","2019-01-31",12.28
"187","2019-02-01",12.38
"188","2019-02-04",12.95
"189","2019-02-05",13.09
"190","2019-02-06",12.86
"191","2019-02-07",12.57
"192","2019-02-08",12.87
"193","2019-02-11",13.2
"194","2019-02-12",13.6
"195","2019-02-13",13.33
"196","2019-02-14",13.24
"197","2019-02-15",13.74
"198","2019-02-19",14.01
"199","2019-02-20",13.47
"200","2019-02-21",13.53
"201","2019-02-22",13.61
"202","2019-02-25",13.2
"203","2019-02-26",12.35
"204","2019-02-27",12.45
"205","2019-02-28",13.53
"206","2019-03-01",13.5
"207","2019-03-04",12.93
"208","2019-03-05",12.7
"209","2019-03-06",12.4
"210","2019-03-07",12.31
"211","2019-03-08",11.91
"212","2019-03-11",11.87
"213","2019-03-12",12.28
"214","2019-03-13",13.85
"215","2019-03-14",13.94
"216","2019-03-15",13.94
"217","2019-03-18",14.34
"218","2019-03-19",14.41
"219","2019-03-20",14.3
"220","2019-03-21",14.53
"221","2019-03-22",14.05
"222","2019-03-25",13.82
"223","2019-03-26",14.36
"224","2019-03-27",14.23
"225","2019-03-28",13.99
"226","2019-03-29",14.17
"227","2019-04-01",14.29
"228","2019-04-02",13.95
"229","2019-04-03",14.29
"230","2019-04-04",14.26
"231","2019-04-05",14.1
"232","2019-04-08",14
"233","2019-04-09",13.72
"234","2019-04-10",13.72
"235","2019-04-11",13.42
"236","2019-04-12",13.03
"237","2019-04-15",13.28
"238","2019-04-16",13.68
"239","2019-04-17",12.51
"240","2019-04-18",12.7
"241","2019-04-22",12.83
"242","2019-04-23",12.86
"243","2019-04-24",12.46
"244","2019-04-25",12.37
"245","2019-04-26",12.43
"246","2019-04-29",12.84
"247","2019-04-30",12.87
"248","2019-05-01",12.67
"249","2019-05-02",13.32
"250","2019-05-03",13.69
"251","2019-05-06",14.05
"252","2019-05-07",13.44
"253","2019-05-08",13.14
"254","2019-05-09",11.04
"255","2019-05-10",10.42
"256","2019-05-13",8.91
"257","2019-05-14",9.07
"258","2019-05-15",8.71
"259","2019-05-16",8.72
"260","2019-05-17",8.57
"261","2019-05-20",8.26
"262","2019-05-21",9.13
"263","2019-05-22",8.63
"264","2019-05-23",8.25
"265","2019-05-24",8.29
"266","2019-05-28",8
"267","2019-05-29",8.12
"268","2019-05-30",7.81
"269","2019-05-31",7.54
"270","2019-06-03",7.95
"271","2019-06-04",8.11
"272","2019-06-05",7.97
"273","2019-06-06",7.75
"274","2019-06-07",7.65
"275","2019-06-10",7.69
"276","2019-06-11",7.45
"277","2019-06-12",7.32
"278","2019-06-13",7.34
"279","2019-06-14",6.87
"280","2019-06-17",6.9
"281","2019-06-18",7
"282","2019-06-19",6.79
"283","2019-06-20",6.91
"284","2019-06-21",6.9
"285","2019-06-24",6.44
"286","2019-06-25",6.59
"287","2019-06-26",6.86
"288","2019-06-27",7.09
"289","2019-06-28",7.17
"290","2019-07-01",7.1
"291","2019-07-02",6.91
"292","2019-07-03",6.97
"293","2019-07-05",6.66
"294","2019-07-08",6.74
"295","2019-07-09",6.81
"296","2019-07-10",4.36
"297","2019-07-11",4.05
"298","2019-07-12",3.7
"299","2019-07-15",3.51
"300","2019-07-16",3.27
"301","2019-07-17",3.4
"302","2019-07-18",3.39
"303","2019-07-19",3.4
"304","2019-07-22",3.44
"305","2019-07-23",3.67
"306","2019-07-24",3.66
"307","2019-07-25",3.53
"308","2019-07-26",3.65
"309","2019-07-29",3.65
"310","2019-07-30",3.73
"311","2019-07-31",3.66
"312","2019-08-01",3.53
"313","2019-08-02",3.25
"314","2019-08-05",3.02
"315","2019-08-06",2.99
"316","2019-08-07",2.91
"317","2019-08-08",2.99
"318","2019-08-09",2.91
"319","2019-08-12",2.84
"320","2019-08-13",2.85
"321","2019-08-14",2.57
"322","2019-08-15",2.4
"323","2019-08-16",2.42
"324","2019-08-19",2.86
"325","2019-08-20",2.77
"326","2019-08-21",2.78
"327","2019-08-22",2.68
"328","2019-08-23",2.52
"329","2019-08-26",2.53
"330","2019-08-27",2.29
"331","2019-08-28",2.4
"332","2019-08-29",2.61
"333","2019-08-30",2.55
"334","2019-09-03",2.57
"335","2019-09-04",2.65
"336","2019-09-05",2.75
"337","2019-09-06",2.94
"338","2019-09-09",3
"339","2019-09-10",3.49
"340","2019-09-11",3.46
"341","2019-09-12",3.49
"342","2019-09-13",3.49
"343","2019-09-16",3.34
"344","2019-09-17",3.17
"345","2019-09-18",3.26
"346","2019-09-19",3.15
"347","2019-09-20",3.34
"348","2019-09-23",3.28
"349","2019-09-24",3.26
"350","2019-09-25",3.38
"351","2019-09-26",3.26
"352","2019-09-27",3.2
"353","2019-09-30",2.9
"354","2019-10-01",2.83
"355","2019-10-02",2.8
"356","2019-10-03",3.01
"357","2019-10-04",3.17
"358","2019-10-07",3.14
"359","2019-10-08",3.03
"360","2019-10-09",2.83
"361","2019-10-10",2.89
"362","2019-10-11",2.72
"363","2019-10-14",2.7
"364","2019-10-15",2.92
"365","2019-10-16",2.9
"366","2019-10-17",3.01
"367","2019-10-18",2.99
"368","2019-10-21",2.96
"369","2019-10-22",3.01
"370","2019-10-23",3.07
"371","2019-10-24",3.05
"372","2019-10-25",3.42
"373","2019-10-28",3.2
"374","2019-10-29",3.41
"375","2019-10-30",3.19
"376","2019-10-31",3.08
"377","2019-11-01",3.43
"378","2019-11-04",3.42
"379","2019-11-05",3.44
"380","2019-11-06",2.76
"381","2019-11-07",2.65
"382","2019-11-08",2.73
"383","2019-11-11",2.65
"384","2019-11-12",2.7
"385","2019-11-13",2.75
"386","2019-11-14",2.71
"387","2019-11-15",2.75
"388","2019-11-18",2.83
"389","2019-11-19",3.04
"390","2019-11-20",3.1
"391","2019-11-21",3.04
"392","2019-11-22",3.12
"393","2019-11-25",3.38
"394","2019-11-26",3.04
"395","2019-11-27",3.28
"396","2019-11-29",3.76
"397","2019-12-02",3.84
"398","2019-12-03",4.04
"399","2019-12-04",4.05
"400","2019-12-05",3.71
"401","2019-12-06",3.68
"402","2019-12-09",3.56
"403","2019-12-10",3.5
"404","2019-12-11",3.48
"405","2019-12-12",5.04
"406","2019-12-13",4.76
"407","2019-12-16",5.56
"408","2019-12-17",5.14
"409","2019-12-18",4.93
"410","2019-12-19",4.74
"411","2019-12-20",4.84
"412","2019-12-23",4.61
"413","2019-12-24",4.67
"414","2019-12-26",4.58
"415","2019-12-27",4.51
"416","2019-12-30",4.5
"417","2019-12-31",4.82
"418","2020-01-02",4.77
"419","2020-01-03",4.72
"420","2020-01-06",4.73
"421","2020-01-07",4.68
"422","2020-01-08",4.52
"423","2020-01-09",4.69
"424","2020-01-10",4.51
"425","2020-01-13",4.5
"426","2020-01-14",5.02
"427","2020-01-15",5.13
"428","2020-01-16",5.35
"429","2020-01-17",5.1
"430","2020-01-21",5.32
"431","2020-01-22",5.13
"432","2020-01-23",5.09
"433","2020-01-24",4.73
"434","2020-01-27",4.61
"435","2020-01-28",4.7
"436","2020-01-29",4.62
"437","2020-01-30",4.64
"438","2020-01-31",4.49
"439","2020-02-03",4.43
"440","2020-02-04",4.63
"441","2020-02-05",4.85
"442","2020-02-06",4.87
"443","2020-02-07",4.85
"444","2020-02-10",5.08
"445","2020-02-11",5.04
"446","2020-02-12",5.11
"447","2020-02-13",4.98
"448","2020-02-14",4.91
"449","2020-02-18",4.8
"450","2020-02-19",4.89
"451","2020-02-20",4.62
"452","2020-02-21",4.65
"453","2020-02-24",4.44
"454","2020-02-25",4.76
"455","2020-02-26",3.85
"456","2020-02-27",3.79
"457","2020-02-28",3.85
"458","2020-03-02",3.98
"459","2020-03-03",3.82
"460","2020-03-04",4.09
"461","2020-03-05",3.68
"462","2020-03-06",3.46
"463","2020-03-09",3.03
"464","2020-03-10",3.18
"465","2020-03-11",3.25
"466","2020-03-12",2.85
"467","2020-03-13",3.03
"468","2020-03-16",2.46
"469","2020-03-17",2.98
"470","2020-03-18",2.64
"471","2020-03-19",3.19
"472","2020-03-20",3.57
"473","2020-03-23",3.81
"474","2020-03-24",3.61
"475","2020-03-25",3.49
"476","2020-03-26",3.45
"477","2020-03-27",3
"478","2020-03-30",3.07
"479","2020-03-31",3.48
"480","2020-04-01",3.03
"481","2020-04-02",3.05
"482","2020-04-03",2.87
"483","2020-04-06",3.14
"484","2020-04-07",2.91
"485","2020-04-08",3.1
"486","2020-04-09",3.32
"487","2020-04-13",3.44
"488","2020-04-14",3.36
"489","2020-04-15",3.5
"490","2020-04-16",3.24
"491","2020-04-17",3.39
"492","2020-04-20",3.3
"493","2020-04-21",3.13
"494","2020-04-22",3.19
"495","2020-04-23",3.15
"496","2020-04-24",3.2
"497","2020-04-27",3.53
"498","2020-04-28",3.63
"499","2020-04-29",3.87
"500","2020-04-30",3.63
"501","2020-05-01",3.34
"502","2020-05-04",3.39
"503","2020-05-05",3.57
"504","2020-05-06",3.39
"505","2020-05-07",3.55
"506","2020-05-08",3.55
"507","2020-05-11",4.56
"508","2020-05-12",4.27
"509","2020-05-13",4.36
"510","2020-05-14",4.1
"511","2020-05-15",4.12
"512","2020-05-18",4.38
"513","2020-05-19",4.53
"514","2020-05-20",4.57
"515","2020-05-21",4.53
"516","2020-05-22",4.69
"517","2020-05-26",4.97
"518","2020-05-27",4.95
"519","2020-05-28",4.84
"520","2020-05-29",4.87
"521","2020-06-01",4.76
"522","2020-06-02",4.7
"523","2020-06-03",4.79
"524","2020-06-04",4.67
"525","2020-06-05",4.95
"526","2020-06-08",5.08
"527","2020-06-09",5.46
"528","2020-06-10",5.06
"529","2020-06-11",4.43
"530","2020-06-12",4.48
"531","2020-06-15",4.36
"532","2020-06-16",4.74
"533","2020-06-17",4.82
"534","2020-06-18",4.95
"535","2020-06-19",4.83
"536","2020-06-22",5.11
"537","2020-06-23",5.07
"538","2020-06-24",4.82
"539","2020-06-25",4.83
"540","2020-06-26",4.58
"541","2020-06-29",4.67
"542","2020-06-30",4.76
"543","2020-07-01",4.64
"544","2020-07-02",4.52
"545","2020-07-06",4.68
"546","2020-07-07",4.54
"547","2020-07-08",4.51
"548","2020-07-09",4.36
"549","2020-07-10",4.65
"550","2020-07-13",4.91
"551","2020-07-14",4.67
"552","2020-07-15",4.97
"553","2020-07-16",4.85
"554","2020-07-17",4.86
"555","2020-07-20",4.69
"556","2020-07-21",4.55
"557","2020-07-22",4.44
"558","2020-07-23",4.46
"559","2020-07-24",4.29
"560","2020-07-27",4.11
"561","2020-07-28",4.19
"562","2020-07-29",4.55
"563","2020-07-30",4.36
"564","2020-07-31",4.33
"565","2020-08-03",4.71
"566","2020-08-04",4.66
"567","2020-08-05",5.27
"568","2020-08-06",4.67
"569","2020-08-07",4.41
"570","2020-08-10",4.37
"571","2020-08-11",4.22
"572","2020-08-12",4.2
"573","2020-08-13",4.27
"574","2020-08-14",4.25
"575","2020-08-17",4.33
"576","2020-08-18",4.34
"577","2020-08-19",4.22
"578","2020-08-20",4.15
"579","2020-08-21",4.14
"580","2020-08-24",3.98
"581","2020-08-25",4.01
"582","2020-08-26",4.26
"583","2020-08-27",4.12
"584","2020-08-28",4.03
"585","2020-08-31",4.11
"586","2020-09-01",3.97
"587","2020-09-02",3.86
"588","2020-09-03",3.73
"589","2020-09-04",3.65
"590","2020-09-08",3.54
"591","2020-09-09",3.69
"592","2020-09-10",3.74
"593","2020-09-11",3.67
"594","2020-09-14",4.03
"595","2020-09-15",4.04
"596","2020-09-16",4.23
"597","2020-09-17",4.28
"598","2020-09-18",4.48
"599","2020-09-21",4.24
"600","2020-09-22",4.35
"601","2020-09-23",4.01
"602","2020-09-24",3.82
"603","2020-09-25",3.96
"604","2020-09-28",3.85
"605","2020-09-29",3.85
"606","2020-09-30",3.88
"607","2020-10-01",4.01
"608","2020-10-02",4.05
"609","2020-10-05",4.13
"610","2020-10-06",4.13
"611","2020-10-07",4.39
"612","2020-10-08",4.53
"613","2020-10-09",4.75
"614","2020-10-12",4.81
"615","2020-10-13",4.77
"616","2020-10-14",4.89
"617","2020-10-15",5.04
"618","2020-10-16",5.15
"619","2020-10-19",5.18
"620","2020-10-20",5.21
"621","2020-10-21",5.26
"622","2020-10-22",5.42
"623","2020-10-23",5.21
"624","2020-10-26",4.84
"625","2020-10-27",4.67
"626","2020-10-28",4.41
"627","2020-10-29",4.36
"628","2020-10-30",4.16
"629","2020-11-02",4.47
"630","2020-11-03",4.58
"631","2020-11-04",4.8
"632","2020-11-05",4.93
"633","2020-11-06",4.13
"634","2020-11-09",4.19
"635","2020-11-10",4.19
"636","2020-11-11",4.16
"637","2020-11-12",4.13
"638","2020-11-13",4.14
"639","2020-11-16",4.08
"640","2020-11-17",4.28
"641","2020-11-18",4.11
"642","2020-11-19",4.12
"643","2020-11-20",4.11
"644","2020-11-23",4.09
"645","2020-11-24",4.1
"646","2020-11-25",3.98
"647","2020-11-27",4.07
