"","date","RELV"
"1","2007-01-03",61.18
"2","2007-01-04",61.599998
"3","2007-01-05",61.880001
"4","2007-01-08",60.970001
"5","2007-01-09",61.25
"6","2007-01-10",64.610001
"7","2007-01-11",63.560001
"8","2007-01-12",60.48
"9","2007-01-16",60.130001
"10","2007-01-17",60.200001
"11","2007-01-18",65.239998
"12","2007-01-19",66.080002
"13","2007-01-22",67.269997
"14","2007-01-23",66.849998
"15","2007-01-24",66.989998
"16","2007-01-25",66.57
"17","2007-01-26",66.989998
"18","2007-01-29",67.199997
"19","2007-01-30",66.779999
"20","2007-01-31",69.089996
"21","2007-02-01",70.559998
"22","2007-02-02",71.050003
"23","2007-02-05",71.050003
"24","2007-02-06",73.080002
"25","2007-02-07",72.519997
"26","2007-02-08",73.080002
"27","2007-02-09",73.360001
"28","2007-02-12",77.419998
"29","2007-02-13",77.559998
"30","2007-02-14",78.190002
"31","2007-02-15",78.82
"32","2007-02-16",72.029999
"33","2007-02-20",76.089996
"34","2007-02-21",76.580002
"35","2007-02-22",74.620003
"36","2007-02-23",75.879997
"37","2007-02-26",75.110001
"38","2007-02-27",71.540001
"39","2007-02-28",73.779999
"40","2007-03-01",74.199997
"41","2007-03-02",73.779999
"42","2007-03-05",72.660004
"43","2007-03-06",73.43
"44","2007-03-07",71.75
"45","2007-03-08",73.43
"46","2007-03-09",70.839996
"47","2007-03-12",73.57
"48","2007-03-13",74.129997
"49","2007-03-14",75.25
"50","2007-03-15",74.129997
"51","2007-03-16",74.550003
"52","2007-03-19",74.830002
"53","2007-03-20",75.529999
"54","2007-03-21",75.389999
"55","2007-03-22",76.580002
"56","2007-03-23",76.93
"57","2007-03-26",78.190002
"58","2007-03-27",77.489998
"59","2007-03-28",78.959999
"60","2007-03-29",78.889999
"61","2007-03-30",76.580002
"62","2007-04-02",76.370003
"63","2007-04-03",75.599998
"64","2007-04-04",76.650002
"65","2007-04-05",77.769997
"66","2007-04-09",78.82
"67","2007-04-10",80.779999
"68","2007-04-11",77.489998
"69","2007-04-12",75.110001
"70","2007-04-13",75.599998
"71","2007-04-16",75.809998
"72","2007-04-17",76.790001
"73","2007-04-18",76.580002
"74","2007-04-19",77
"75","2007-04-20",76.790001
"76","2007-04-23",76.300003
"77","2007-04-24",77
"78","2007-04-25",75.739998
"79","2007-04-26",75.599998
"80","2007-04-27",76.370003
"81","2007-04-30",74.550003
"82","2007-05-01",71.68
"83","2007-05-02",73.360001
"84","2007-05-03",66.849998
"85","2007-05-04",67.339996
"86","2007-05-07",68.25
"87","2007-05-08",71.400002
"88","2007-05-09",73.5
"89","2007-05-10",71.470001
"90","2007-05-11",71.610001
"91","2007-05-14",73.010002
"92","2007-05-15",68.669998
"93","2007-05-16",69.370003
"94","2007-05-17",70.699997
"95","2007-05-18",68.529999
"96","2007-05-21",69.720001
"97","2007-05-22",71.120003
"98","2007-05-23",71.400002
"99","2007-05-24",71.120003
"100","2007-05-25",70.489998
"101","2007-05-29",73.080002
"102","2007-05-30",73.5
"103","2007-05-31",73.010002
"104","2007-06-01",73.5
"105","2007-06-04",73.779999
"106","2007-06-05",71.540001
"107","2007-06-06",71.889999
"108","2007-06-07",69.720001
"109","2007-06-08",70
"110","2007-06-11",69.580002
"111","2007-06-12",69.93
"112","2007-06-13",69.650002
"113","2007-06-14",69.160004
"114","2007-06-15",69.93
"115","2007-06-18",69.720001
"116","2007-06-19",71.050003
"117","2007-06-20",71.610001
"118","2007-06-21",72.870003
"119","2007-06-22",71.190002
"120","2007-06-25",71.889999
"121","2007-06-26",72.099998
"122","2007-06-27",72.169998
"123","2007-06-28",73.709999
"124","2007-06-29",73.5
"125","2007-07-02",77.139999
"126","2007-07-03",77.209999
"127","2007-07-05",77.139999
"128","2007-07-06",79.449997
"129","2007-07-09",79.169998
"130","2007-07-10",76.230003
"131","2007-07-11",76.860001
"132","2007-07-12",77.139999
"133","2007-07-13",77.699997
"134","2007-07-16",77.839996
"135","2007-07-17",78.260002
"136","2007-07-18",78.120003
"137","2007-07-19",79.379997
"138","2007-07-20",78.050003
"139","2007-07-23",79.519997
"140","2007-07-24",79.099998
"141","2007-07-25",79.309998
"142","2007-07-26",79.589996
"143","2007-07-27",78.82
"144","2007-07-30",77.839996
"145","2007-07-31",77.910004
"146","2007-08-01",73.290001
"147","2007-08-02",70.489998
"148","2007-08-03",69.510002
"149","2007-08-06",67.690002
"150","2007-08-07",68.18
"151","2007-08-08",73.5
"152","2007-08-09",70.07
"153","2007-08-10",70
"154","2007-08-13",73.43
"155","2007-08-14",73.849998
"156","2007-08-15",69.650002
"157","2007-08-16",70.07
"158","2007-08-17",70.349998
"159","2007-08-20",69.720001
"160","2007-08-21",70.139999
"161","2007-08-22",70.349998
"162","2007-08-23",70
"163","2007-08-24",70.629997
"164","2007-08-27",70.489998
"165","2007-08-28",69.230003
"166","2007-08-29",71.330002
"167","2007-08-30",70.139999
"168","2007-08-31",70.279999
"169","2007-09-04",69.860001
"170","2007-09-05",66.5
"171","2007-09-06",66.43
"172","2007-09-07",67.199997
"173","2007-09-10",65.169998
"174","2007-09-11",64.68
"175","2007-09-12",66.220001
"176","2007-09-13",65.169998
"177","2007-09-14",65.800003
"178","2007-09-17",65.800003
"179","2007-09-18",66.43
"180","2007-09-19",69.860001
"181","2007-09-20",69.720001
"182","2007-09-21",70.209999
"183","2007-09-24",71.540001
"184","2007-09-25",70
"185","2007-09-26",69.93
"186","2007-09-27",69.720001
"187","2007-09-28",70.279999
"188","2007-10-01",70.07
"189","2007-10-02",69.370003
"190","2007-10-03",68.599998
"191","2007-10-04",69.370003
"192","2007-10-05",69.580002
"193","2007-10-08",69.580002
"194","2007-10-09",69.089996
"195","2007-10-10",69.300003
"196","2007-10-11",68.809998
"197","2007-10-12",69.93
"198","2007-10-15",67.970001
"199","2007-10-16",67.410004
"200","2007-10-17",67.900002
"201","2007-10-18",67.480003
"202","2007-10-19",68.18
"203","2007-10-22",62.16
"204","2007-10-23",66.220001
"205","2007-10-24",63.560001
"206","2007-10-25",62.299999
"207","2007-10-26",61.529999
"208","2007-10-29",61.599998
"209","2007-10-30",61.599998
"210","2007-10-31",60.830002
"211","2007-11-01",56.560001
"212","2007-11-02",55.369999
"213","2007-11-05",53.759998
"214","2007-11-06",54.740002
"215","2007-11-07",55.23
"216","2007-11-08",53.549999
"217","2007-11-09",53.900002
"218","2007-11-12",53.900002
"219","2007-11-13",55.02
"220","2007-11-14",55.299999
"221","2007-11-15",54.950001
"222","2007-11-16",55.09
"223","2007-11-19",55.509998
"224","2007-11-20",54.389999
"225","2007-11-21",54.950001
"226","2007-11-23",55.09
"227","2007-11-26",54.950001
"228","2007-11-27",54.950001
"229","2007-11-28",55.09
"230","2007-11-29",54.950001
"231","2007-11-30",55.02
"232","2007-12-03",54.32
"233","2007-12-04",54.32
"234","2007-12-05",54.040001
"235","2007-12-06",55.790001
"236","2007-12-07",55.02
"237","2007-12-10",54.880001
"238","2007-12-11",55.369999
"239","2007-12-12",56.279999
"240","2007-12-13",56.700001
"241","2007-12-14",56.209999
"242","2007-12-17",56
"243","2007-12-18",55.860001
"244","2007-12-19",56.209999
"245","2007-12-20",56.490002
"246","2007-12-21",56.349998
"247","2007-12-24",56.560001
"248","2007-12-26",56.91
"249","2007-12-27",57.330002
"250","2007-12-28",57.540001
"251","2007-12-31",57.330002
"252","2008-01-02",57.470001
"253","2008-01-03",57.470001
"254","2008-01-04",58.099998
"255","2008-01-07",58.869999
"256","2008-01-08",59.009998
"257","2008-01-09",59.639999
"258","2008-01-10",58.240002
"259","2008-01-11",56.700001
"260","2008-01-14",54.599998
"261","2008-01-15",58.099998
"262","2008-01-16",58.380001
"263","2008-01-17",58.029999
"264","2008-01-18",58.029999
"265","2008-01-22",56.349998
"266","2008-01-23",56.209999
"267","2008-01-24",58.799999
"268","2008-01-25",57.470001
"269","2008-01-28",56.98
"270","2008-01-29",56.700001
"271","2008-01-30",56
"272","2008-01-31",54.810001
"273","2008-02-01",55.02
"274","2008-02-04",55.09
"275","2008-02-05",56.700001
"276","2008-02-06",57.259998
"277","2008-02-07",57.049999
"278","2008-02-08",57.049999
"279","2008-02-11",57.189999
"280","2008-02-12",56.77
"281","2008-02-13",57.119999
"282","2008-02-14",56.07
"283","2008-02-15",55.860001
"284","2008-02-19",55.790001
"285","2008-02-20",54.529999
"286","2008-02-21",52.779999
"287","2008-02-22",53.130001
"288","2008-02-25",53.060001
"289","2008-02-26",52.990002
"290","2008-02-27",51.240002
"291","2008-02-28",49.279999
"292","2008-02-29",46.900002
"293","2008-03-03",44.240002
"294","2008-03-04",43.119999
"295","2008-03-05",49.07
"296","2008-03-06",51.029999
"297","2008-03-07",49.700001
"298","2008-03-10",45.919998
"299","2008-03-11",48.650002
"300","2008-03-12",50.82
"301","2008-03-13",50.119999
"302","2008-03-14",51.099998
"303","2008-03-17",49.84
"304","2008-03-18",49.279999
"305","2008-03-19",46.759998
"306","2008-03-20",49.700001
"307","2008-03-24",50.610001
