"","date","PLCE"
"1","2007-01-03",61.889999
"2","2007-01-04",58.509998
"3","2007-01-05",58.32
"4","2007-01-08",58.16
"5","2007-01-09",58.599998
"6","2007-01-10",57.91
"7","2007-01-11",58.93
"8","2007-01-12",58.650002
"9","2007-01-16",58.349998
"10","2007-01-17",57.630001
"11","2007-01-18",56.75
"12","2007-01-19",55.490002
"13","2007-01-22",54.939999
"14","2007-01-23",55.639999
"15","2007-01-24",55.029999
"16","2007-01-25",53.23
"17","2007-01-26",52.200001
"18","2007-01-29",53.669998
"19","2007-01-30",54.16
"20","2007-01-31",54.209999
"21","2007-02-01",59.560001
"22","2007-02-02",58.310001
"23","2007-02-05",57.599998
"24","2007-02-06",58.049999
"25","2007-02-07",57.880001
"26","2007-02-08",57.5
"27","2007-02-09",56.5
"28","2007-02-12",56.93
"29","2007-02-13",57.650002
"30","2007-02-14",57.66
"31","2007-02-15",58.040001
"32","2007-02-16",57.330002
"33","2007-02-20",58.060001
"34","2007-02-21",58.029999
"35","2007-02-22",57.48
"36","2007-02-23",56.810001
"37","2007-02-26",55.93
"38","2007-02-27",53.959999
"39","2007-02-28",54.459999
"40","2007-03-01",55.580002
"41","2007-03-02",54.490002
"42","2007-03-05",53.110001
"43","2007-03-06",54
"44","2007-03-07",54.360001
"45","2007-03-08",57.32
"46","2007-03-09",56.950001
"47","2007-03-12",57.32
"48","2007-03-13",55.189999
"49","2007-03-14",55.450001
"50","2007-03-15",55.009998
"51","2007-03-16",54.75
"52","2007-03-19",54.849998
"53","2007-03-20",55.650002
"54","2007-03-21",56.290001
"55","2007-03-22",56.509998
"56","2007-03-23",57.869999
"57","2007-03-26",56.77
"58","2007-03-27",56.380001
"59","2007-03-28",55.299999
"60","2007-03-29",55.93
"61","2007-03-30",55.759998
"62","2007-04-02",55.709999
"63","2007-04-03",55.84
"64","2007-04-04",55.360001
"65","2007-04-05",55.41
"66","2007-04-09",54.509998
"67","2007-04-10",53.939999
"68","2007-04-11",53.75
"69","2007-04-12",51.23
"70","2007-04-13",50.610001
"71","2007-04-16",50.060001
"72","2007-04-17",49.689999
"73","2007-04-18",50.200001
"74","2007-04-19",50.599998
"75","2007-04-20",51.490002
"76","2007-04-23",51.360001
"77","2007-04-24",51.25
"78","2007-04-25",52.610001
"79","2007-04-26",53.029999
"80","2007-04-27",52.610001
"81","2007-04-30",52.869999
"82","2007-05-01",53.139999
"83","2007-05-02",55
"84","2007-05-03",53.740002
"85","2007-05-04",53.91
"86","2007-05-07",53.27
"87","2007-05-08",52.98
"88","2007-05-09",53.459999
"89","2007-05-10",52.09
"90","2007-05-11",51.43
"91","2007-05-14",50.34
"92","2007-05-15",49.91
"93","2007-05-16",50.259998
"94","2007-05-17",50.610001
"95","2007-05-18",51.200001
"96","2007-05-21",52.34
"97","2007-05-22",54.290001
"98","2007-05-23",53.880001
"99","2007-05-24",54.48
"100","2007-05-25",55.18
"101","2007-05-29",54.810001
"102","2007-05-30",55.25
"103","2007-05-31",56.459999
"104","2007-06-01",57.799999
"105","2007-06-04",57.220001
"106","2007-06-05",55.93
"107","2007-06-06",54.759998
"108","2007-06-07",54.450001
"109","2007-06-08",55.09
"110","2007-06-11",54.130001
"111","2007-06-12",52.450001
"112","2007-06-13",53.279999
"113","2007-06-14",53.810001
"114","2007-06-15",54.189999
"115","2007-06-18",53.869999
"116","2007-06-19",53.970001
"117","2007-06-20",53.279999
"118","2007-06-21",53.200001
"119","2007-06-22",53.009998
"120","2007-06-25",52.849998
"121","2007-06-26",52.23
"122","2007-06-27",52.700001
"123","2007-06-28",51.689999
"124","2007-06-29",51.639999
"125","2007-07-02",51.889999
"126","2007-07-03",51.720001
"127","2007-07-05",52.02
"128","2007-07-06",52.540001
"129","2007-07-09",46.419998
"130","2007-07-10",44.779999
"131","2007-07-11",43.709999
"132","2007-07-12",44.43
"133","2007-07-13",44.959999
"134","2007-07-16",43.919998
"135","2007-07-17",43.700001
"136","2007-07-18",43.619999
"137","2007-07-19",43
"138","2007-07-20",41.630001
"139","2007-07-23",41.41
"140","2007-07-24",40.5
"141","2007-07-25",39.630001
"142","2007-07-26",37.950001
"143","2007-07-27",36.650002
"144","2007-07-30",35.459999
"145","2007-07-31",34.110001
"146","2007-08-01",33.080002
"147","2007-08-02",33.200001
"148","2007-08-03",31.129999
"149","2007-08-06",32.080002
"150","2007-08-07",32.02
"151","2007-08-08",31.25
"152","2007-08-09",31.719999
"153","2007-08-10",31.9
"154","2007-08-13",31.67
"155","2007-08-14",31.030001
"156","2007-08-15",31.110001
"157","2007-08-16",31.700001
"158","2007-08-17",32.889999
"159","2007-08-20",32.950001
"160","2007-08-21",33.110001
"161","2007-08-22",33.02
"162","2007-08-23",27.43
"163","2007-08-24",28.299999
"164","2007-08-27",27.959999
"165","2007-08-28",27.68
"166","2007-08-29",28.5
"167","2007-08-30",28.139999
"168","2007-08-31",28.76
"169","2007-09-04",28.969999
"170","2007-09-05",27.969999
"171","2007-09-06",27.68
"172","2007-09-07",27.110001
"173","2007-09-10",25.969999
"174","2007-09-11",25.950001
"175","2007-09-12",25.549999
"176","2007-09-13",25.559999
"177","2007-09-14",25.85
"178","2007-09-17",25.809999
"179","2007-09-18",26.75
"180","2007-09-19",26.24
"181","2007-09-20",25.530001
"182","2007-09-21",25.08
"183","2007-09-24",24.790001
"184","2007-09-25",23.99
"185","2007-09-26",25.799999
"186","2007-09-27",24.33
"187","2007-09-28",24.280001
"188","2007-10-01",25.129999
"189","2007-10-02",24.98
"190","2007-10-03",24.76
"191","2007-10-04",24.219999
"192","2007-10-05",24.58
"193","2007-10-08",24.32
"194","2007-10-09",22.879999
"195","2007-10-10",23.4
"196","2007-10-11",22.75
"197","2007-10-12",23.92
"198","2007-10-15",24.73
"199","2007-10-16",23.799999
"200","2007-10-17",24.27
"201","2007-10-18",23.799999
"202","2007-10-19",22.52
"203","2007-10-22",22.65
"204","2007-10-23",23.700001
"205","2007-10-24",25.49
"206","2007-10-25",25.08
"207","2007-10-26",26.030001
"208","2007-10-29",26.120001
"209","2007-10-30",25.18
"210","2007-10-31",25.6
"211","2007-11-01",24.26
"212","2007-11-02",23.870001
"213","2007-11-05",24.540001
"214","2007-11-06",24.75
"215","2007-11-07",23.17
"216","2007-11-08",23.870001
"217","2007-11-09",25.58
"218","2007-11-12",25.459999
"219","2007-11-13",26.690001
"220","2007-11-14",25.85
"221","2007-11-15",25.74
"222","2007-11-16",25.809999
"223","2007-11-19",24.620001
"224","2007-11-20",23.950001
"225","2007-11-21",23.26
"226","2007-11-23",23.790001
"227","2007-11-26",23.870001
"228","2007-11-27",24.08
"229","2007-11-28",26.290001
"230","2007-11-29",27.58
"231","2007-11-30",28.459999
"232","2007-12-03",28.889999
"233","2007-12-04",28.75
"234","2007-12-05",29.389999
"235","2007-12-06",30.41
"236","2007-12-07",29.950001
"237","2007-12-10",30.110001
"238","2007-12-11",28.84
"239","2007-12-12",28.299999
"240","2007-12-13",27.65
"241","2007-12-14",27.059999
"242","2007-12-17",26.540001
"243","2007-12-18",27.74
"244","2007-12-19",27.540001
"245","2007-12-20",27.09
"246","2007-12-21",27.48
"247","2007-12-24",27.91
"248","2007-12-26",27.360001
"249","2007-12-27",26.34
"250","2007-12-28",25.75
"251","2007-12-31",25.93
"252","2008-01-02",24.860001
"253","2008-01-03",24.129999
"254","2008-01-04",23.129999
"255","2008-01-07",23.08
"256","2008-01-08",22.16
"257","2008-01-09",21.879999
"258","2008-01-10",19.01
"259","2008-01-11",16.93
"260","2008-01-14",17.15
"261","2008-01-15",16.049999
"262","2008-01-16",16.370001
"263","2008-01-17",15.95
"264","2008-01-18",15.66
"265","2008-01-22",15.63
"266","2008-01-23",17.1
"267","2008-01-24",17.6
"268","2008-01-25",16.780001
"269","2008-01-28",17.540001
"270","2008-01-29",17.620001
"271","2008-01-30",17.370001
"272","2008-01-31",18.540001
"273","2008-02-01",19.780001
"274","2008-02-04",19.15
"275","2008-02-05",18.559999
"276","2008-02-06",17.780001
"277","2008-02-07",21.280001
"278","2008-02-08",19.73
"279","2008-02-11",20.219999
"280","2008-02-12",19.33
"281","2008-02-13",20.129999
"282","2008-02-14",19.469999
"283","2008-02-15",19.870001
"284","2008-02-19",19.91
"285","2008-02-20",20.67
"286","2008-02-21",20.83
"287","2008-02-22",20.75
"288","2008-02-25",21.379999
"289","2008-02-26",22.18
"290","2008-02-27",22.799999
"291","2008-02-28",21.73
"292","2008-02-29",21.360001
"293","2008-03-03",22.209999
"294","2008-03-04",21.58
"295","2008-03-05",21.92
"296","2008-03-06",19.780001
"297","2008-03-07",18.98
"298","2008-03-10",18.200001
"299","2008-03-11",19.76
"300","2008-03-12",19.700001
"301","2008-03-13",21.860001
"302","2008-03-14",20.889999
"303","2008-03-17",19.700001
"304","2008-03-18",20.77
"305","2008-03-19",19.6
"306","2008-03-20",22.25
"307","2008-03-24",24.93
"308","2008-03-25",25.360001
"309","2008-03-26",25.5
"310","2008-03-27",24.9
"311","2008-03-28",24.530001
"312","2008-03-31",24.559999
"313","2008-04-01",25.629999
"314","2008-04-02",25.16
"315","2008-04-03",24.959999
"316","2008-04-04",25.459999
"317","2008-04-07",23.690001
"318","2008-04-08",22.860001
"319","2008-04-09",22.15
"320","2008-04-10",22.129999
"321","2008-04-11",21.219999
"322","2008-04-14",20.389999
"323","2008-04-15",21.6
"324","2008-04-16",22
"325","2008-04-17",21.469999
"326","2008-04-18",21.700001
"327","2008-04-21",21.83
"328","2008-04-22",22
"329","2008-04-23",23.139999
"330","2008-04-24",23.59
"331","2008-04-25",23.709999
"332","2008-04-28",23.690001
"333","2008-04-29",24.040001
"334","2008-04-30",23.25
"335","2008-05-01",24.950001
"336","2008-05-02",26.940001
"337","2008-05-05",26.620001
"338","2008-05-06",27.73
"339","2008-05-07",27.530001
"340","2008-05-08",28.74
"341","2008-05-09",29.4
"342","2008-05-12",29.85
"343","2008-05-13",30
"344","2008-05-14",30.83
"345","2008-05-15",30.309999
"346","2008-05-16",29.690001
"347","2008-05-19",29.129999
"348","2008-05-20",29.360001
"349","2008-05-21",28.35
"350","2008-05-22",32.98
"351","2008-05-23",33.290001
"352","2008-05-27",34.52
"353","2008-05-28",34.43
"354","2008-05-29",35.009998
"355","2008-05-30",34.419998
"356","2008-06-02",33.939999
"357","2008-06-03",32.889999
"358","2008-06-04",34.209999
"359","2008-06-05",36.450001
"360","2008-06-06",34.919998
"361","2008-06-09",34.790001
"362","2008-06-10",33.959999
