"","date","BVN"
"1","2007-01-03",13.805
"2","2007-01-04",13.665
"3","2007-01-05",13.32
"4","2007-01-08",13.105
"5","2007-01-09",12.73
"6","2007-01-10",12.695
"7","2007-01-11",12.75
"8","2007-01-12",12.89
"9","2007-01-16",13.18
"10","2007-01-17",13.405
"11","2007-01-18",13.645
"12","2007-01-19",13.895
"13","2007-01-22",13.815
"14","2007-01-23",14.26
"15","2007-01-24",14.27
"16","2007-01-25",14.215
"17","2007-01-26",14.29
"18","2007-01-29",14.155
"19","2007-01-30",14.185
"20","2007-01-31",14.455
"21","2007-02-01",14.685
"22","2007-02-02",14.675
"23","2007-02-05",14.52
"24","2007-02-06",14.59
"25","2007-02-07",14.38
"26","2007-02-08",14.635
"27","2007-02-09",14.42
"28","2007-02-12",14.36
"29","2007-02-13",14.84
"30","2007-02-14",15.12
"31","2007-02-15",15.05
"32","2007-02-16",14.88
"33","2007-02-20",14.43
"34","2007-02-21",14.75
"35","2007-02-22",14.75
"36","2007-02-23",14.625
"37","2007-02-26",14.505
"38","2007-02-27",13.86
"39","2007-02-28",13.855
"40","2007-03-01",13.62
"41","2007-03-02",13.365
"42","2007-03-05",13.04
"43","2007-03-06",13.33
"44","2007-03-07",13.49
"45","2007-03-08",13.63
"46","2007-03-09",13.66
"47","2007-03-12",14.045
"48","2007-03-13",13.66
"49","2007-03-14",13.82
"50","2007-03-15",14.17
"51","2007-03-16",14.485
"52","2007-03-19",14.885
"53","2007-03-20",14.91
"54","2007-03-21",14.79
"55","2007-03-22",14.85
"56","2007-03-23",14.975
"57","2007-03-26",14.995
"58","2007-03-27",14.895
"59","2007-03-28",14.725
"60","2007-03-29",14.83
"61","2007-03-30",14.975
"62","2007-04-02",15.19
"63","2007-04-03",15.485
"64","2007-04-04",15.63
"65","2007-04-05",15.635
"66","2007-04-09",15.52
"67","2007-04-10",15.66
"68","2007-04-11",15.49
"69","2007-04-12",15.505
"70","2007-04-13",15.98
"71","2007-04-16",16.424999
"72","2007-04-17",17.24
"73","2007-04-18",16.969999
"74","2007-04-19",16.67
"75","2007-04-20",16.969999
"76","2007-04-23",16.934999
"77","2007-04-24",16.700001
"78","2007-04-25",16.66
"79","2007-04-26",16.440001
"80","2007-04-27",16.424999
"81","2007-04-30",16.290001
"82","2007-05-01",16.1
"83","2007-05-02",16.889999
"84","2007-05-03",17.004999
"85","2007-05-04",16.684999
"86","2007-05-07",16.985001
"87","2007-05-08",17.34
"88","2007-05-09",17.475
"89","2007-05-10",17.309999
"90","2007-05-11",17.299999
"91","2007-05-14",16.635
"92","2007-05-15",16.305
"93","2007-05-16",16.235001
"94","2007-05-17",16.315001
"95","2007-05-18",16.545
"96","2007-05-21",16.5
"97","2007-05-22",16.195
"98","2007-05-23",16.51
"99","2007-05-24",15.96
"100","2007-05-25",16.25
"101","2007-05-29",16.105
"102","2007-05-30",15.81
"103","2007-05-31",16.764999
"104","2007-06-01",17.200001
"105","2007-06-04",17.23
"106","2007-06-05",16.889999
"107","2007-06-06",16.969999
"108","2007-06-07",16.575001
"109","2007-06-08",16.825001
"110","2007-06-11",16.74
"111","2007-06-12",16.275
"112","2007-06-13",17.225
"113","2007-06-14",17.280001
"114","2007-06-15",17.49
"115","2007-06-18",17.77
"116","2007-06-19",18.42
"117","2007-06-20",17.805
"118","2007-06-21",18.27
"119","2007-06-22",17.795
"120","2007-06-25",18.01
"121","2007-06-26",17.809999
"122","2007-06-27",18.155001
"123","2007-06-28",18.43
"124","2007-06-29",18.73
"125","2007-07-02",19.764999
"126","2007-07-03",19.52
"127","2007-07-05",19.360001
"128","2007-07-06",20.16
"129","2007-07-09",20.35
"130","2007-07-10",19.48
"131","2007-07-11",19.66
"132","2007-07-12",20.475
"133","2007-07-13",20.58
"134","2007-07-16",20.719999
"135","2007-07-17",20.645
"136","2007-07-18",21.389999
"137","2007-07-19",21.709999
"138","2007-07-20",21.745001
"139","2007-07-23",21.799999
"140","2007-07-24",21.41
"141","2007-07-25",20.950001
"142","2007-07-26",20.51
"143","2007-07-27",19.4
"144","2007-07-30",19.815001
"145","2007-07-31",19.955
"146","2007-08-01",19.719999
"147","2007-08-02",20.02
"148","2007-08-03",19.715
"149","2007-08-06",18.82
"150","2007-08-07",19.200001
"151","2007-08-08",19.705
"152","2007-08-09",19.655001
"153","2007-08-10",19.190001
"154","2007-08-13",19.120001
"155","2007-08-14",18.950001
"156","2007-08-15",17.76
"157","2007-08-16",16.785
"158","2007-08-17",17.92
"159","2007-08-20",17.780001
"160","2007-08-21",17.815001
"161","2007-08-22",19.025
"162","2007-08-23",18.620001
"163","2007-08-24",19.02
"164","2007-08-27",18.98
"165","2007-08-28",18.245001
"166","2007-08-29",18.555
"167","2007-08-30",18.405001
"168","2007-08-31",19.115
"169","2007-09-04",19.315001
"170","2007-09-05",19.290001
"171","2007-09-06",21.565001
"172","2007-09-07",21.205
"173","2007-09-10",20.23
"174","2007-09-11",20.950001
"175","2007-09-12",21.01
"176","2007-09-13",21.66
"177","2007-09-14",21.370001
"178","2007-09-17",21.16
"179","2007-09-18",22.514999
"180","2007-09-19",24.23
"181","2007-09-20",23.879999
"182","2007-09-21",22.940001
"183","2007-09-24",23.145
"184","2007-09-25",23.66
"185","2007-09-26",23.745001
"186","2007-09-27",25.120001
"187","2007-09-28",23.889999
"188","2007-10-01",24.934999
"189","2007-10-02",24.155001
"190","2007-10-03",23.219999
"191","2007-10-04",23.809999
"192","2007-10-05",24.32
"193","2007-10-08",24.445
"194","2007-10-09",24.855
"195","2007-10-10",25.25
"196","2007-10-11",25.65
"197","2007-10-12",26.584999
"198","2007-10-15",27.344999
