"","date","APEI"
"1","2007-11-09",35.919998
"2","2007-11-12",33.200001
"3","2007-11-13",35.110001
"4","2007-11-14",35.049999
"5","2007-11-15",34
"6","2007-11-16",33.740002
"7","2007-11-19",34.049999
"8","2007-11-20",35.450001
"9","2007-11-21",35.73
"10","2007-11-23",36.490002
"11","2007-11-26",38.68
"12","2007-11-27",38.5
"13","2007-11-28",38.75
"14","2007-11-29",40.650002
"15","2007-11-30",42.310001
"16","2007-12-03",42.599998
"17","2007-12-04",42
"18","2007-12-05",42.799999
"19","2007-12-06",43.279999
"20","2007-12-07",42.84
"21","2007-12-10",39.25
"22","2007-12-11",40
"23","2007-12-12",40.450001
"24","2007-12-13",39.959999
"25","2007-12-14",42.98
"26","2007-12-17",40.040001
"27","2007-12-18",40
"28","2007-12-19",40.619999
"29","2007-12-20",39.799999
"30","2007-12-21",40
"31","2007-12-24",44
"32","2007-12-26",46
"33","2007-12-27",42.650002
"34","2007-12-28",40.889999
"35","2007-12-31",41.779999
"36","2008-01-02",40.279999
"37","2008-01-03",40.400002
"38","2008-01-04",40
"39","2008-01-07",40
"40","2008-01-08",39.919998
"41","2008-01-09",42.709999
"42","2008-01-10",42.990002
"43","2008-01-11",42.029999
"44","2008-01-14",43.990002
"45","2008-01-15",42.299999
"46","2008-01-16",43.919998
"47","2008-01-17",42.470001
"48","2008-01-18",40.009998
"49","2008-01-22",41.439999
"50","2008-01-23",44.09
"51","2008-01-24",40.400002
"52","2008-01-25",38.830002
"53","2008-01-28",39.68
"54","2008-01-29",41
"55","2008-01-30",39.779999
"56","2008-01-31",39.41
"57","2008-02-01",40
"58","2008-02-04",40.529999
"59","2008-02-05",39
"60","2008-02-06",38.09
"61","2008-02-07",38.139999
"62","2008-02-08",37.950001
"63","2008-02-11",35.630001
"64","2008-02-12",35.689999
"65","2008-02-13",36.169998
"66","2008-02-14",36.220001
"67","2008-02-15",36
"68","2008-02-19",35.889999
"69","2008-02-20",35.450001
"70","2008-02-21",35.310001
"71","2008-02-22",35.209999
"72","2008-02-25",34
"73","2008-02-26",34.43
"74","2008-02-27",35.5
"75","2008-02-28",34.93
"76","2008-02-29",33.330002
"77","2008-03-03",31.469999
"78","2008-03-04",33.119999
"79","2008-03-05",30.9
"80","2008-03-06",29.5
"81","2008-03-07",29.49
"82","2008-03-10",29.99
"83","2008-03-11",30.389999
"84","2008-03-12",29.200001
"85","2008-03-13",30.84
"86","2008-03-14",29.49
"87","2008-03-17",28.370001
"88","2008-03-18",29.02
"89","2008-03-19",28
"90","2008-03-20",28.389999
"91","2008-03-24",32.119999
"92","2008-03-25",31.200001
"93","2008-03-26",31.469999
"94","2008-03-27",30.290001
"95","2008-03-28",29.74
"96","2008-03-31",30.370001
"97","2008-04-01",31.549999
"98","2008-04-02",32.029999
"99","2008-04-03",32.419998
"100","2008-04-04",33.490002
"101","2008-04-07",33.18
"102","2008-04-08",33.509998
"103","2008-04-09",34.259998
"104","2008-04-10",34.709999
"105","2008-04-11",32.93
"106","2008-04-14",32.610001
"107","2008-04-15",33.560001
"108","2008-04-16",33.389999
"109","2008-04-17",32.360001
"110","2008-04-18",33.09
"111","2008-04-21",31.5
"112","2008-04-22",30.709999
"113","2008-04-23",29.99
"114","2008-04-24",30.799999
"115","2008-04-25",30.690001
"116","2008-04-28",30.98
"117","2008-04-29",30.379999
"118","2008-04-30",32.209999
"119","2008-05-01",32.91
"120","2008-05-02",33.799999
"121","2008-05-05",34.860001
"122","2008-05-06",35.560001
"123","2008-05-07",34.639999
"124","2008-05-08",34.810001
"125","2008-05-09",35.869999
"126","2008-05-12",36.939999
"127","2008-05-13",37.5
"128","2008-05-14",37.900002
"129","2008-05-15",38.099998
"130","2008-05-16",37.689999
"131","2008-05-19",37.720001
"132","2008-05-20",36.459999
"133","2008-05-21",35.049999
"134","2008-05-22",35.720001
"135","2008-05-23",35.68
"136","2008-05-27",37.34
"137","2008-05-28",39.66
"138","2008-05-29",39.349998
"139","2008-05-30",37.09
"140","2008-06-02",36.439999
"141","2008-06-03",35.700001
"142","2008-06-04",35.66
"143","2008-06-05",37.5
"144","2008-06-06",36.490002
"145","2008-06-09",34.630001
"146","2008-06-10",35.110001
"147","2008-06-11",35.040001
"148","2008-06-12",37.299999
"149","2008-06-13",38.080002
"150","2008-06-16",38.66
"151","2008-06-17",39.41
"152","2008-06-18",40.52
"153","2008-06-19",40.07
"154","2008-06-20",40.029999
"155","2008-06-23",39.5
"156","2008-06-24",38.84
"157","2008-06-25",39.950001
"158","2008-06-26",38.5
"159","2008-06-27",38.560001
"160","2008-06-30",39.040001
"161","2008-07-01",40.490002
"162","2008-07-02",40.689999
"163","2008-07-03",41.98
"164","2008-07-07",40.32
"165","2008-07-08",40.110001
"166","2008-07-09",39.080002
"167","2008-07-10",41.459999
"168","2008-07-11",38.220001
"169","2008-07-14",37
"170","2008-07-15",36.549999
"171","2008-07-16",38.48
"172","2008-07-17",41.849998
"173","2008-07-18",39.889999
"174","2008-07-21",40.07
"175","2008-07-22",42.040001
"176","2008-07-23",41.869999
"177","2008-07-24",41.610001
"178","2008-07-25",43.740002
"179","2008-07-28",43.049999
"180","2008-07-29",44.52
"181","2008-07-30",45.110001
"182","2008-07-31",45.43
"183","2008-08-01",46.080002
"184","2008-08-04",42.639999
"185","2008-08-05",44.540001
"186","2008-08-06",44.48
"187","2008-08-07",44.75
"188","2008-08-08",46.880001
"189","2008-08-11",45.5
"190","2008-08-12",44.049999
"191","2008-08-13",43.849998
"192","2008-08-14",45.349998
"193","2008-08-15",49.09
"194","2008-08-18",48.73
"195","2008-08-19",46.830002
"196","2008-08-20",46.310001
"197","2008-08-21",45.98
"198","2008-08-22",44.380001
"199","2008-08-25",43.790001
"200","2008-08-26",44.150002
"201","2008-08-27",43.200001
"202","2008-08-28",44.490002
"203","2008-08-29",44.700001
"204","2008-09-02",45.540001
"205","2008-09-03",46.630001
"206","2008-09-04",45.360001
"207","2008-09-05",45.490002
"208","2008-09-08",45.169998
"209","2008-09-09",43.790001
"210","2008-09-10",45.52
"211","2008-09-11",47.799999
"212","2008-09-12",49
"213","2008-09-15",46.560001
"214","2008-09-16",48.119999
"215","2008-09-17",46.459999
"216","2008-09-18",49.110001
"217","2008-09-19",49.380001
"218","2008-09-22",49.650002
"219","2008-09-23",46.439999
"220","2008-09-24",46.189999
"221","2008-09-25",46.349998
"222","2008-09-26",48.139999
"223","2008-09-29",46.200001
"224","2008-09-30",48.279999
"225","2008-10-01",48.57
"226","2008-10-02",48.529999
"227","2008-10-03",48.200001
"228","2008-10-06",43.880001
"229","2008-10-07",39.41
"230","2008-10-08",37.740002
"231","2008-10-09",37.060001
"232","2008-10-10",42.970001
"233","2008-10-13",47
"234","2008-10-14",44.009998
"235","2008-10-15",39.939999
"236","2008-10-16",40.619999
"237","2008-10-17",40.310001
"238","2008-10-20",42.349998
"239","2008-10-21",42.200001
"240","2008-10-22",40.389999
"241","2008-10-23",38.119999
"242","2008-10-24",37.380001
"243","2008-10-27",34.830002
"244","2008-10-28",40.080002
"245","2008-10-29",42.669998
"246","2008-10-30",42.810001
"247","2008-10-31",44.27
"248","2008-11-03",47.389999
"249","2008-11-04",48.400002
"250","2008-11-05",44.619999
"251","2008-11-06",44.009998
"252","2008-11-07",46.02
"253","2008-11-10",48.27
"254","2008-11-11",47.740002
"255","2008-11-12",43.040001
"256","2008-11-13",40.91
"257","2008-11-14",38.77
"258","2008-11-17",39.669998
"259","2008-11-18",38.759998
"260","2008-11-19",36.02
"261","2008-11-20",37.349998
"262","2008-11-21",37.669998
"263","2008-11-24",37
"264","2008-11-25",38.98
"265","2008-11-26",39.790001
"266","2008-11-28",39.560001
"267","2008-12-01",36.959999
"268","2008-12-02",39.919998
"269","2008-12-03",41.360001
"270","2008-12-04",40.720001
"271","2008-12-05",42.200001
"272","2008-12-08",39.869999
"273","2008-12-09",38.009998
"274","2008-12-10",39.900002
"275","2008-12-11",39.73
"276","2008-12-12",40
"277","2008-12-15",38.759998
"278","2008-12-16",39.060001
"279","2008-12-17",37.400002
"280","2008-12-18",36.93
"281","2008-12-19",37.48
"282","2008-12-22",38.349998
"283","2008-12-23",38.599998
"284","2008-12-24",37.48
"285","2008-12-26",37.049999
"286","2008-12-29",35.740002
"287","2008-12-30",36.540001
"288","2008-12-31",37.189999
"289","2009-01-02",38.900002
"290","2009-01-05",38.150002
"291","2009-01-06",37.68
"292","2009-01-07",36.330002
"293","2009-01-08",35.380001
"294","2009-01-09",37.110001
"295","2009-01-12",37.990002
"296","2009-01-13",38.43
"297","2009-01-14",37.810001
"298","2009-01-15",40.93
"299","2009-01-16",40.139999
"300","2009-01-20",38.919998
"301","2009-01-21",38.369999
"302","2009-01-22",40.049999
"303","2009-01-23",39.080002
"304","2009-01-26",38.380001
"305","2009-01-27",38.400002
"306","2009-01-28",38.48
"307","2009-01-29",38.950001
"308","2009-01-30",39.16
"309","2009-02-02",40.59
"310","2009-02-03",40.93
"311","2009-02-04",39.790001
"312","2009-02-05",39.599998
"313","2009-02-06",41.650002
"314","2009-02-09",42.060001
"315","2009-02-10",41.34
"316","2009-02-11",41.779999
"317","2009-02-12",41.599998
"318","2009-02-13",43.52
"319","2009-02-17",43.139999
"320","2009-02-18",43.650002
"321","2009-02-19",39.529999
"322","2009-02-20",40.52
"323","2009-02-23",39.130001
"324","2009-02-24",39.48
"325","2009-02-25",38.599998
"326","2009-02-26",36.98
"327","2009-02-27",37.349998
"328","2009-03-02",36.91
"329","2009-03-03",36.169998
"330","2009-03-04",36.419998
"331","2009-03-05",33.869999
"332","2009-03-06",37.189999
"333","2009-03-09",36.310001
"334","2009-03-10",36.209999
"335","2009-03-11",38.73
"336","2009-03-12",40.919998
"337","2009-03-13",41.369999
"338","2009-03-16",40.209999
"339","2009-03-17",42.049999
"340","2009-03-18",41.799999
"341","2009-03-19",42.009998
"342","2009-03-20",41.119999
"343","2009-03-23",42.189999
"344","2009-03-24",41.049999
"345","2009-03-25",42.66
"346","2009-03-26",42.869999
"347","2009-03-27",42.119999
"348","2009-03-30",43.490002
"349","2009-03-31",42.060001
"350","2009-04-01",41.98
"351","2009-04-02",44
"352","2009-04-03",45.189999
"353","2009-04-06",46.400002
"354","2009-04-07",43.75
"355","2009-04-08",43.450001
"356","2009-04-09",41.279999
"357","2009-04-13",39.349998
"358","2009-04-14",36.610001
"359","2009-04-15",37.560001
"360","2009-04-16",39.32
"361","2009-04-17",40.299999
"362","2009-04-20",38.380001
"363","2009-04-21",36.759998
"364","2009-04-22",37.279999
"365","2009-04-23",37.060001
"366","2009-04-24",35.889999
"367","2009-04-27",34.529999
"368","2009-04-28",36.290001
"369","2009-04-29",37.470001
"370","2009-04-30",36
"371","2009-05-01",34.950001
"372","2009-05-04",34.880001
"373","2009-05-05",34.689999
"374","2009-05-06",34.599998
"375","2009-05-07",34.119999
"376","2009-05-08",32.290001
