"","date","NLY"
"1","2007-01-03",14.01
"2","2007-01-04",14.15
"3","2007-01-05",13.73
"4","2007-01-08",13.79
"5","2007-01-09",13.76
"6","2007-01-10",13.81
"7","2007-01-11",13.89
"8","2007-01-12",13.75
"9","2007-01-16",13.81
"10","2007-01-17",13.87
"11","2007-01-18",13.72
"12","2007-01-19",13.76
"13","2007-01-22",13.83
"14","2007-01-23",13.86
"15","2007-01-24",13.85
"16","2007-01-25",13.7
"17","2007-01-26",13.57
"18","2007-01-29",13.84
"19","2007-01-30",13.86
"20","2007-01-31",13.78
"21","2007-02-01",13.69
"22","2007-02-02",13.85
"23","2007-02-05",13.82
"24","2007-02-06",13.92
"25","2007-02-07",14.14
"26","2007-02-08",13.95
"27","2007-02-09",13.65
"28","2007-02-12",13.62
"29","2007-02-13",13.85
"30","2007-02-14",13.87
"31","2007-02-15",13.98
"32","2007-02-16",14.03
"33","2007-02-20",13.8
"34","2007-02-21",13.8
"35","2007-02-22",13.65
"36","2007-02-23",13.64
"37","2007-02-26",13.76
"38","2007-02-27",13.87
"39","2007-02-28",14
"40","2007-03-01",14.06
"41","2007-03-02",13.97
"42","2007-03-05",13.74
"43","2007-03-06",13.84
"44","2007-03-07",13.63
"45","2007-03-08",13.54
"46","2007-03-09",13.64
"47","2007-03-12",14.02
"48","2007-03-13",13.75
"49","2007-03-14",13.8
"50","2007-03-15",14.09
"51","2007-03-16",13.94
"52","2007-03-19",14.25
"53","2007-03-20",14.53
"54","2007-03-21",14.9
"55","2007-03-22",14.92
"56","2007-03-23",14.76
"57","2007-03-26",14.78
"58","2007-03-27",14.96
"59","2007-03-28",15.26
"60","2007-03-29",15.43
"61","2007-03-30",15.48
"62","2007-04-02",15.49
"63","2007-04-03",15.66
"64","2007-04-04",15.71
"65","2007-04-05",15.8
"66","2007-04-09",15.55
"67","2007-04-10",15.64
"68","2007-04-11",15.55
"69","2007-04-12",15.55
"70","2007-04-13",15.92
"71","2007-04-16",16.16
"72","2007-04-17",16.15
"73","2007-04-18",16.059999
"74","2007-04-19",15.91
"75","2007-04-20",16
"76","2007-04-23",16.200001
"77","2007-04-24",16.110001
"78","2007-04-25",16.059999
"79","2007-04-26",16.129999
"80","2007-04-27",16.18
"81","2007-04-30",15.91
"82","2007-05-01",15.73
"83","2007-05-02",15.76
"84","2007-05-03",15.89
"85","2007-05-04",15.75
"86","2007-05-07",15.85
"87","2007-05-08",15.81
"88","2007-05-09",15.96
"89","2007-05-10",15.72
"90","2007-05-11",15.85
"91","2007-05-14",15.77
"92","2007-05-15",15.67
"93","2007-05-16",15.83
"94","2007-05-17",15.7
"95","2007-05-18",15.66
"96","2007-05-21",15.63
"97","2007-05-22",15.64
"98","2007-05-23",15.49
"99","2007-05-24",15.2
"100","2007-05-25",15.47
"101","2007-05-29",15.5
"102","2007-05-30",15.6
"103","2007-05-31",15.44
"104","2007-06-01",15.41
"105","2007-06-04",15.21
"106","2007-06-05",14.88
"107","2007-06-06",14.5
"108","2007-06-07",14.04
"109","2007-06-08",14.31
"110","2007-06-11",13.94
"111","2007-06-12",13.83
"112","2007-06-13",13.98
"113","2007-06-14",13.92
"114","2007-06-15",14.03
"115","2007-06-18",14.12
"116","2007-06-19",14.23
"117","2007-06-20",14.28
"118","2007-06-21",14.28
"119","2007-06-22",14.36
"120","2007-06-25",14.25
"121","2007-06-26",14.17
"122","2007-06-27",14.38
"123","2007-06-28",14.22
"124","2007-06-29",14.42
"125","2007-07-02",14.59
"126","2007-07-03",14.62
"127","2007-07-05",14.61
"128","2007-07-06",14.45
"129","2007-07-09",14.66
"130","2007-07-10",14.17
"131","2007-07-11",14.1
"132","2007-07-12",14.19
"133","2007-07-13",14.08
"134","2007-07-16",14.2
"135","2007-07-17",14.08
"136","2007-07-18",14.12
"137","2007-07-19",14.05
"138","2007-07-20",14.05
"139","2007-07-23",14.15
"140","2007-07-24",14.02
"141","2007-07-25",14.06
"142","2007-07-26",14.2
"143","2007-07-27",14.34
"144","2007-07-30",14.43
"145","2007-07-31",14.45
"146","2007-08-01",14.73
"147","2007-08-02",14.99
"148","2007-08-03",14.98
"149","2007-08-06",15.55
"150","2007-08-07",15.16
"151","2007-08-08",15.32
"152","2007-08-09",14.91
"153","2007-08-10",14.97
"154","2007-08-13",14.82
"155","2007-08-14",13.03
"156","2007-08-15",13.15
"157","2007-08-16",14.03
"158","2007-08-17",14.75
"159","2007-08-20",14.66
"160","2007-08-21",15.07
"161","2007-08-22",15.03
"162","2007-08-23",14.42
"163","2007-08-24",14.81
"164","2007-08-27",14
"165","2007-08-28",13.67
"166","2007-08-29",13.85
"167","2007-08-30",14.1
"168","2007-08-31",14.09
"169","2007-09-04",14.58
"170","2007-09-05",14.27
"171","2007-09-06",14.27
"172","2007-09-07",14.97
"173","2007-09-10",15.21
"174","2007-09-11",15.25
"175","2007-09-12",15.01
"176","2007-09-13",15.55
"177","2007-09-14",15.6
"178","2007-09-17",15.52
"179","2007-09-18",16.42
"180","2007-09-19",16.35
"181","2007-09-20",15.84
"182","2007-09-21",16.290001
"183","2007-09-24",16.09
"184","2007-09-25",16.17
"185","2007-09-26",16.15
"186","2007-09-27",15.96
"187","2007-09-28",15.93
"188","2007-10-01",16.059999
"189","2007-10-02",16.02
"190","2007-10-03",15.91
"191","2007-10-04",15.94
"192","2007-10-05",15.72
"193","2007-10-08",15.31
"194","2007-10-09",15.25
"195","2007-10-10",15.42
"196","2007-10-11",15.34
"197","2007-10-12",15.85
"198","2007-10-15",15.53
"199","2007-10-16",15.69
"200","2007-10-17",15.98
"201","2007-10-18",16.43
"202","2007-10-19",16.35
"203","2007-10-22",16.6
"204","2007-10-23",16.74
"205","2007-10-24",16.950001
"206","2007-10-25",17.059999
"207","2007-10-26",17.200001
"208","2007-10-29",17.040001
"209","2007-10-30",17.24
"210","2007-10-31",17.09
"211","2007-11-01",17.049999
"212","2007-11-02",16.940001
"213","2007-11-05",17.23
"214","2007-11-06",17.26
"215","2007-11-07",17.040001
"216","2007-11-08",17.719999
"217","2007-11-09",17.27
"218","2007-11-12",16.57
"219","2007-11-13",16.530001
"220","2007-11-14",16.32
"221","2007-11-15",16.719999
"222","2007-11-16",16.74
"223","2007-11-19",17.440001
"224","2007-11-20",16.32
"225","2007-11-21",16.5
"226","2007-11-23",16.809999
"227","2007-11-26",15.95
"228","2007-11-27",16.48
"229","2007-11-28",17.16
"230","2007-11-29",17.4
"231","2007-11-30",17.209999
"232","2007-12-03",17.200001
"233","2007-12-04",17.120001
"234","2007-12-05",17.23
"235","2007-12-06",17.41
"236","2007-12-07",17.469999
"237","2007-12-10",17.65
"238","2007-12-11",17.299999
"239","2007-12-12",17.52
"240","2007-12-13",17.75
"241","2007-12-14",17.51
"242","2007-12-17",17.27
"243","2007-12-18",17.879999
"244","2007-12-19",17.51
"245","2007-12-20",17.59
"246","2007-12-21",17.969999
"247","2007-12-24",18.17
"248","2007-12-26",17.99
"249","2007-12-27",17.790001
"250","2007-12-28",17.940001
"251","2007-12-31",18.18
"252","2008-01-02",18.1
"253","2008-01-03",17.9
"254","2008-01-04",18.1
"255","2008-01-07",18.370001
"256","2008-01-08",17.959999
"257","2008-01-09",18.389999
"258","2008-01-10",18.469999
"259","2008-01-11",18.51
"260","2008-01-14",18.6
"261","2008-01-15",18.66
"262","2008-01-16",18.719999
"263","2008-01-17",18.280001
"264","2008-01-18",18.24
"265","2008-01-22",19.82
"266","2008-01-23",19.67
"267","2008-01-24",19.6
"268","2008-01-25",19.040001
"269","2008-01-28",19.93
"270","2008-01-29",19.549999
"271","2008-01-30",19.58
"272","2008-01-31",19.709999
"273","2008-02-01",19.99
"274","2008-02-04",19.809999
"275","2008-02-05",20.440001
"276","2008-02-06",20.440001
"277","2008-02-07",21
"278","2008-02-08",20.49
"279","2008-02-11",20.639999
"280","2008-02-12",20.700001
"281","2008-02-13",20.65
"282","2008-02-14",20.18
"283","2008-02-15",20.4
"284","2008-02-19",20.540001
"285","2008-02-20",20.24
"286","2008-02-21",20.219999
"287","2008-02-22",20.92
"288","2008-02-25",21
"289","2008-02-26",20.870001
"290","2008-02-27",20.77
"291","2008-02-28",20.799999
"292","2008-02-29",20.690001
"293","2008-03-03",20.08
"294","2008-03-04",19.73
"295","2008-03-05",19.280001
"296","2008-03-06",15.81
"297","2008-03-07",15
"298","2008-03-10",14.58
"299","2008-03-11",17.08
"300","2008-03-12",15.4
"301","2008-03-13",15.38
"302","2008-03-14",14.59
"303","2008-03-17",14.16
"304","2008-03-18",16.629999
"305","2008-03-19",16.09
"306","2008-03-20",17.110001
"307","2008-03-24",17.02
"308","2008-03-25",17.25
"309","2008-03-26",16.07
"310","2008-03-27",16
"311","2008-03-28",15.9
"312","2008-03-31",15.32
"313","2008-04-01",16.65
"314","2008-04-02",16.74
"315","2008-04-03",16.129999
"316","2008-04-04",15.87
"317","2008-04-07",16.35
"318","2008-04-08",16.290001
"319","2008-04-09",15.9
"320","2008-04-10",16.07
"321","2008-04-11",15.75
"322","2008-04-14",15.63
"323","2008-04-15",15.81
"324","2008-04-16",16.02
"325","2008-04-17",16.66
"326","2008-04-18",16.959999
"327","2008-04-21",17.18
"328","2008-04-22",17.02
"329","2008-04-23",16.65
"330","2008-04-24",16.84
"331","2008-04-25",17.09
"332","2008-04-28",17.08
"333","2008-04-29",16.639999
"334","2008-04-30",16.76
"335","2008-05-01",17.33
"336","2008-05-02",16.99
"337","2008-05-05",16.99
"338","2008-05-06",17.25
"339","2008-05-07",16.82
"340","2008-05-08",16.459999
"341","2008-05-09",16.57
"342","2008-05-12",16.82
"343","2008-05-13",16.379999
"344","2008-05-14",16.780001
"345","2008-05-15",17.139999
"346","2008-05-16",17.34
"347","2008-05-19",17.65
"348","2008-05-20",17.57
"349","2008-05-21",17.120001
"350","2008-05-22",17.59
"351","2008-05-23",17.65
"352","2008-05-27",17.68
"353","2008-05-28",17.52
"354","2008-05-29",17.950001
"355","2008-05-30",17.809999
"356","2008-06-02",17.83
"357","2008-06-03",17.540001
"358","2008-06-04",17.17
"359","2008-06-05",17.549999
"360","2008-06-06",17.200001
"361","2008-06-09",17.18
"362","2008-06-10",16.469999
"363","2008-06-11",16
"364","2008-06-12",15.98
"365","2008-06-13",16.129999
"366","2008-06-16",16.440001
"367","2008-06-17",16.360001
"368","2008-06-18",16.200001
"369","2008-06-19",16.52
"370","2008-06-20",16.25
"371","2008-06-23",15.93
"372","2008-06-24",16.15
"373","2008-06-25",15.87
"374","2008-06-26",15.55
"375","2008-06-27",15.55
"376","2008-06-30",15.51
"377","2008-07-01",15.43
"378","2008-07-02",15.5
"379","2008-07-03",15.6
"380","2008-07-07",14.73
"381","2008-07-08",16.030001
"382","2008-07-09",15.06
"383","2008-07-10",13.55
"384","2008-07-11",14.29
"385","2008-07-14",14.55
"386","2008-07-15",14.4
"387","2008-07-16",14.4
"388","2008-07-17",14.78
"389","2008-07-18",15.04
"390","2008-07-21",15
"391","2008-07-22",15.62
"392","2008-07-23",15.75
"393","2008-07-24",14.66
"394","2008-07-25",14.8
"395","2008-07-28",14.05
"396","2008-07-29",14.23
"397","2008-07-30",14.68
"398","2008-07-31",15.07
"399","2008-08-01",15.38
"400","2008-08-04",15.02
"401","2008-08-05",14.83
"402","2008-08-06",14.63
"403","2008-08-07",14.13
"404","2008-08-08",14.83
"405","2008-08-11",14.35
"406","2008-08-12",13.92
"407","2008-08-13",13.73
"408","2008-08-14",14.24
"409","2008-08-15",14.05
"410","2008-08-18",13.64
"411","2008-08-19",13.67
"412","2008-08-20",13.98
"413","2008-08-21",14.03
"414","2008-08-22",14.68
"415","2008-08-25",14.4
"416","2008-08-26",14.37
"417","2008-08-27",14.52
"418","2008-08-28",15.12
"419","2008-08-29",14.96
"420","2008-09-02",14.93
"421","2008-09-03",15.05
"422","2008-09-04",14.54
"423","2008-09-05",15.32
"424","2008-09-08",16.879999
"425","2008-09-09",16.23
"426","2008-09-10",16.08
"427","2008-09-11",15.94
"428","2008-09-12",15.95
"429","2008-09-15",14.45
"430","2008-09-16",14.76
"431","2008-09-17",12.92
"432","2008-09-18",17
"433","2008-09-19",15.61
"434","2008-09-22",14.39
"435","2008-09-23",14.62
"436","2008-09-24",14.45
"437","2008-09-25",15.07
"438","2008-09-26",15.47
"439","2008-09-29",13
"440","2008-09-30",13.45
"441","2008-10-01",14.06
"442","2008-10-02",13.16
"443","2008-10-03",13.12
"444","2008-10-06",13.35
"445","2008-10-07",13.29
"446","2008-10-08",13.52
"447","2008-10-09",11.27
"448","2008-10-10",13
"449","2008-10-13",13.1
"450","2008-10-14",13.4
"451","2008-10-15",11.8
"452","2008-10-16",12.6
"453","2008-10-17",12.53
"454","2008-10-20",12.87
"455","2008-10-21",12.97
"456","2008-10-22",12.02
"457","2008-10-23",12.13
"458","2008-10-24",11.85
"459","2008-10-27",11.21
"460","2008-10-28",13.18
"461","2008-10-29",13.46
"462","2008-10-30",13.96
"463","2008-10-31",13.9
"464","2008-11-03",13.5
"465","2008-11-04",14.15
"466","2008-11-05",13.25
"467","2008-11-06",13.64
"468","2008-11-07",14.51
"469","2008-11-10",14.22
"470","2008-11-11",14.29
"471","2008-11-12",13.5
"472","2008-11-13",13.93
"473","2008-11-14",13.29
"474","2008-11-17",12.84
"475","2008-11-18",13.5
"476","2008-11-19",12.47
"477","2008-11-20",11.37
"478","2008-11-21",12.12
"479","2008-11-24",13.78
"480","2008-11-25",14.95
"481","2008-11-26",14.93
"482","2008-11-28",14.37
"483","2008-12-01",13.11
"484","2008-12-02",13.63
"485","2008-12-03",14.15
"486","2008-12-04",13.38
"487","2008-12-05",14.9
"488","2008-12-08",15.15
"489","2008-12-09",14.14
"490","2008-12-10",14.88
"491","2008-12-11",13.67
"492","2008-12-12",14.92
"493","2008-12-15",14.66
"494","2008-12-16",15.84
"495","2008-12-17",15.89
"496","2008-12-18",14.94
"497","2008-12-19",15.69
"498","2008-12-22",15.88
"499","2008-12-23",16.120001
"500","2008-12-24",16.09
"501","2008-12-26",15.71
"502","2008-12-29",15
"503","2008-12-30",15.29
"504","2008-12-31",15.87
"505","2009-01-02",15.27
"506","2009-01-05",15.34
"507","2009-01-06",15.95
"508","2009-01-07",15.76
"509","2009-01-08",15.97
"510","2009-01-09",15.89
"511","2009-01-12",15.54
"512","2009-01-13",15.85
"513","2009-01-14",14.99
"514","2009-01-15",15.02
"515","2009-01-16",15.35
"516","2009-01-20",14
"517","2009-01-21",14.75
"518","2009-01-22",14.36
"519","2009-01-23",14.83
"520","2009-01-26",14.88
"521","2009-01-27",15.5
"522","2009-01-28",16.139999
"523","2009-01-29",15.15
"524","2009-01-30",15.14
"525","2009-02-02",15.7
"526","2009-02-03",15.41
"527","2009-02-04",15.04
"528","2009-02-05",14.83
"529","2009-02-06",15.38
"530","2009-02-09",15.39
"531","2009-02-10",14.65
"532","2009-02-11",14.9
"533","2009-02-12",15.28
"534","2009-02-13",15.01
"535","2009-02-17",14.78
"536","2009-02-18",14.44
"537","2009-02-19",13.68
"538","2009-02-20",14.48
"539","2009-02-23",14.14
"540","2009-02-24",14.69
"541","2009-02-25",14.32
"542","2009-02-26",14.1
"543","2009-02-27",13.9
"544","2009-03-02",13.07
"545","2009-03-03",13.29
"546","2009-03-04",12.75
"547","2009-03-05",12.5
"548","2009-03-06",12.88
"549","2009-03-09",12.97
"550","2009-03-10",13.9
"551","2009-03-11",13.36
"552","2009-03-12",14
"553","2009-03-13",14.37
"554","2009-03-16",14.03
"555","2009-03-17",14.78
"556","2009-03-18",14.69
"557","2009-03-19",14.11
"558","2009-03-20",13.53
"559","2009-03-23",14.47
"560","2009-03-24",14.25
"561","2009-03-25",14.78
"562","2009-03-26",14.21
"563","2009-03-27",13.62
"564","2009-03-30",13.46
"565","2009-03-31",13.87
"566","2009-04-01",13.65
"567","2009-04-02",13.98
"568","2009-04-03",14.5
"569","2009-04-06",14.09
"570","2009-04-07",13.67
"571","2009-04-08",14.02
"572","2009-04-09",14.53
"573","2009-04-13",14.39
"574","2009-04-14",13.68
"575","2009-04-15",14.44
"576","2009-04-16",14.47
"577","2009-04-17",13.95
"578","2009-04-20",13.3
"579","2009-04-21",14.27
"580","2009-04-22",13.25
"581","2009-04-23",14.01
"582","2009-04-24",13.94
"583","2009-04-27",13.55
"584","2009-04-28",13.64
"585","2009-04-29",14.19
"586","2009-04-30",14.07
"587","2009-05-01",14.17
"588","2009-05-04",14.85
"589","2009-05-05",14.54
"590","2009-05-06",14.82
"591","2009-05-07",14.39
"592","2009-05-08",14.86
"593","2009-05-11",14.44
"594","2009-05-12",14.61
"595","2009-05-13",14.51
"596","2009-05-14",14.59
"597","2009-05-15",14.38
"598","2009-05-18",14.92
"599","2009-05-19",14.61
"600","2009-05-20",14.45
"601","2009-05-21",14.4
"602","2009-05-22",13.96
"603","2009-05-26",14.02
"604","2009-05-27",13.78
"605","2009-05-28",13.98
"606","2009-05-29",13.94
"607","2009-06-01",14.25
"608","2009-06-02",14.44
"609","2009-06-03",14.58
"610","2009-06-04",14.93
"611","2009-06-05",14.75
"612","2009-06-08",14.78
"613","2009-06-09",14.79
"614","2009-06-10",14.51
"615","2009-06-11",14.6
"616","2009-06-12",14.8
"617","2009-06-15",14.54
"618","2009-06-16",14.65
"619","2009-06-17",14.7
"620","2009-06-18",14.99
"621","2009-06-19",15.54
"622","2009-06-22",15.15
"623","2009-06-23",15.39
"624","2009-06-24",15.45
"625","2009-06-25",14.97
"626","2009-06-26",15.12
"627","2009-06-29",15.05
