"","date","NLY"
"628","2009-06-30",15.14
"629","2009-07-01",15.26
"630","2009-07-02",15.11
"631","2009-07-06",15.5
"632","2009-07-07",15.29
"633","2009-07-08",15.25
"634","2009-07-09",15.09
"635","2009-07-10",15.18
"636","2009-07-13",15.54
"637","2009-07-14",15.58
"638","2009-07-15",15.82
"639","2009-07-16",15.96
"640","2009-07-17",15.98
"641","2009-07-20",16.27
"642","2009-07-21",16.23
"643","2009-07-22",16.26
"644","2009-07-23",16.52
"645","2009-07-24",16.42
"646","2009-07-27",16.700001
"647","2009-07-28",16.620001
"648","2009-07-29",16.32
"649","2009-07-30",16.799999
"650","2009-07-31",16.85
"651","2009-08-03",17.24
"652","2009-08-04",16.969999
"653","2009-08-05",17.280001
"654","2009-08-06",17.139999
"655","2009-08-07",17.15
"656","2009-08-10",16.959999
"657","2009-08-11",16.74
"658","2009-08-12",16.66
"659","2009-08-13",16.65
"660","2009-08-14",16.690001
"661","2009-08-17",16.799999
"662","2009-08-18",16.959999
"663","2009-08-19",17.01
"664","2009-08-20",17.209999
"665","2009-08-21",17.48
"666","2009-08-24",17.51
"667","2009-08-25",17.48
"668","2009-08-26",17.49
"669","2009-08-27",17.4
"670","2009-08-28",17.379999
"671","2009-08-31",17.34
"672","2009-09-01",17.139999
"673","2009-09-02",17.02
"674","2009-09-03",17.290001
"675","2009-09-04",17.459999
"676","2009-09-08",17.639999
"677","2009-09-09",17.91
"678","2009-09-10",17.639999
"679","2009-09-11",17.540001
"680","2009-09-14",17.870001
"681","2009-09-15",18.27
"682","2009-09-16",18.450001
"683","2009-09-17",18.469999
"684","2009-09-18",18.75
"685","2009-09-21",18.700001
"686","2009-09-22",19.59
"687","2009-09-23",19.139999
"688","2009-09-24",19.030001
"689","2009-09-25",19.23
"690","2009-09-28",19.67
"691","2009-09-29",18.27
"692","2009-09-30",18.139999
"693","2009-10-01",17.76
"694","2009-10-02",17.870001
"695","2009-10-05",17.870001
"696","2009-10-06",17.559999
"697","2009-10-07",17.290001
"698","2009-10-08",17.52
"699","2009-10-09",17.639999
"700","2009-10-12",17.66
"701","2009-10-13",17.209999
"702","2009-10-14",17.629999
"703","2009-10-15",17.48
"704","2009-10-16",17.219999
"705","2009-10-19",17.610001
"706","2009-10-20",17.450001
"707","2009-10-21",17.27
"708","2009-10-22",17.540001
"709","2009-10-23",17.450001
"710","2009-10-26",17.16
"711","2009-10-27",17.129999
"712","2009-10-28",16.77
"713","2009-10-29",17.440001
"714","2009-10-30",16.91
"715","2009-11-02",17.129999
"716","2009-11-03",17.209999
"717","2009-11-04",16.84
"718","2009-11-05",17.209999
"719","2009-11-06",17.059999
"720","2009-11-09",17.629999
"721","2009-11-10",17.620001
"722","2009-11-11",17.889999
"723","2009-11-12",17.549999
"724","2009-11-13",17.690001
"725","2009-11-16",17.809999
"726","2009-11-17",17.82
"727","2009-11-18",18.16
"728","2009-11-19",18.23
"729","2009-11-20",18.110001
"730","2009-11-23",18.07
"731","2009-11-24",18.16
"732","2009-11-25",18.08
"733","2009-11-27",17.93
"734","2009-11-30",18.41
"735","2009-12-01",18.49
"736","2009-12-02",18.48
"737","2009-12-03",18.379999
"738","2009-12-04",18.17
"739","2009-12-07",18.450001
"740","2009-12-08",18.51
"741","2009-12-09",18.610001
"742","2009-12-10",18.610001
"743","2009-12-11",18.709999
"744","2009-12-14",18.799999
"745","2009-12-15",18.190001
"746","2009-12-16",18.540001
"747","2009-12-17",18.67
"748","2009-12-18",18.690001
"749","2009-12-21",18.68
"750","2009-12-22",18.799999
"751","2009-12-23",18.549999
"752","2009-12-24",17.84
"753","2009-12-28",17.799999
"754","2009-12-29",17.67
"755","2009-12-30",17.57
"756","2009-12-31",17.35
"757","2010-01-04",17.41
"758","2010-01-05",17.42
"759","2010-01-06",17.530001
"760","2010-01-07",17.41
"761","2010-01-08",17.530001
"762","2010-01-11",17.610001
"763","2010-01-12",17.440001
"764","2010-01-13",17.52
"765","2010-01-14",17.299999
"766","2010-01-15",17.18
"767","2010-01-19",17.34
"768","2010-01-20",17.309999
"769","2010-01-21",17.1
"770","2010-01-22",17.07
"771","2010-01-25",17.209999
"772","2010-01-26",17.049999
"773","2010-01-27",17.33
"774","2010-01-28",17.309999
"775","2010-01-29",17.379999
"776","2010-02-01",17.450001
"777","2010-02-02",17.68
"778","2010-02-03",18.049999
"779","2010-02-04",17.67
"780","2010-02-05",18
"781","2010-02-08",17.879999
"782","2010-02-09",17.290001
"783","2010-02-10",17.129999
"784","2010-02-11",17.190001
"785","2010-02-12",17.15
"786","2010-02-16",17.379999
"787","2010-02-17",17.5
"788","2010-02-18",17.629999
"789","2010-02-19",17.76
"790","2010-02-22",17.9
"791","2010-02-23",17.9
"792","2010-02-24",18.209999
"793","2010-02-25",18.34
"794","2010-02-26",18.379999
"795","2010-03-01",18.33
"796","2010-03-02",18.290001
"797","2010-03-03",18.120001
"798","2010-03-04",18.07
"799","2010-03-05",18.139999
"800","2010-03-08",18.25
"801","2010-03-09",18.41
"802","2010-03-10",18.27
"803","2010-03-11",18.120001
"804","2010-03-12",18.110001
"805","2010-03-15",18.370001
"806","2010-03-16",18.6
"807","2010-03-17",18.620001
"808","2010-03-18",18.5
"809","2010-03-19",18.700001
"810","2010-03-22",18.6
"811","2010-03-23",18.110001
"812","2010-03-24",18.129999
"813","2010-03-25",17.790001
"814","2010-03-26",17.690001
"815","2010-03-29",17.879999
"816","2010-03-30",17.1
"817","2010-03-31",17.18
"818","2010-04-01",17.34
"819","2010-04-05",17.23
"820","2010-04-06",17.33
"821","2010-04-07",17.209999
"822","2010-04-08",17.200001
"823","2010-04-09",17.23
"824","2010-04-12",17.23
"825","2010-04-13",17.379999
"826","2010-04-14",17.43
"827","2010-04-15",17.23
"828","2010-04-16",16.969999
"829","2010-04-19",16.889999
"830","2010-04-20",17.110001
"831","2010-04-21",17.200001
"832","2010-04-22",17.25
"833","2010-04-23",17.120001
"834","2010-04-26",16.959999
"835","2010-04-27",16.809999
"836","2010-04-28",16.959999
"837","2010-04-29",17.18
"838","2010-04-30",16.950001
"839","2010-05-03",17.110001
"840","2010-05-04",16.17
"841","2010-05-05",16.209999
"842","2010-05-06",15.52
"843","2010-05-07",15.8
"844","2010-05-10",16.299999
"845","2010-05-11",15.96
"846","2010-05-12",15.95
"847","2010-05-13",15.96
"848","2010-05-14",15.97
"849","2010-05-17",16.139999
"850","2010-05-18",15.94
"851","2010-05-19",15.82
"852","2010-05-20",15.34
"853","2010-05-21",15.72
"854","2010-05-24",15.76
"855","2010-05-25",16.4
"856","2010-05-26",16.23
"857","2010-05-27",16.76
"858","2010-05-28",16.959999
"859","2010-06-01",16.84
"860","2010-06-02",17.25
"861","2010-06-03",17.26
"862","2010-06-04",17.120001
"863","2010-06-07",17.280001
"864","2010-06-08",17.370001
"865","2010-06-09",17.280001
"866","2010-06-10",17.49
"867","2010-06-11",17.469999
"868","2010-06-14",17.6
"869","2010-06-15",17.389999
"870","2010-06-16",17.58
"871","2010-06-17",17.5
"872","2010-06-18",17.889999
"873","2010-06-21",17.82
"874","2010-06-22",17.75
"875","2010-06-23",17.92
"876","2010-06-24",17.780001
"877","2010-06-25",17.42
"878","2010-06-28",17.24
"879","2010-06-29",17.26
"880","2010-06-30",17.15
"881","2010-07-01",17.26
"882","2010-07-02",17.43
"883","2010-07-06",17.459999
"884","2010-07-07",17.91
"885","2010-07-08",17.93
"886","2010-07-09",18.15
"887","2010-07-12",18.18
"888","2010-07-13",18.26
"889","2010-07-14",17.52
"890","2010-07-15",17.620001
"891","2010-07-16",17.5
"892","2010-07-19",17.469999
"893","2010-07-20",17.5
"894","2010-07-21",17.540001
"895","2010-07-22",17.68
"896","2010-07-23",17.879999
"897","2010-07-26",18.15
"898","2010-07-27",17.98
"899","2010-07-28",17.85
"900","2010-07-29",17.51
"901","2010-07-30",17.4
"902","2010-08-02",17.34
"903","2010-08-03",17.440001
"904","2010-08-04",17.42
"905","2010-08-05",17.08
"906","2010-08-06",17.5
"907","2010-08-09",17.440001
"908","2010-08-10",17.51
"909","2010-08-11",17.6
"910","2010-08-12",17.75
"911","2010-08-13",17.389999
"912","2010-08-16",17.35
"913","2010-08-17",17.360001
"914","2010-08-18",17.530001
"915","2010-08-19",17.52
"916","2010-08-20",17.59
"917","2010-08-23",17.690001
"918","2010-08-24",17.360001
"919","2010-08-25",17.07
"920","2010-08-26",17.02
"921","2010-08-27",17.200001
"922","2010-08-30",17.219999
"923","2010-08-31",17.379999
"924","2010-09-01",17.59
"925","2010-09-02",17.68
"926","2010-09-03",17.639999
"927","2010-09-07",17.59
"928","2010-09-08",17.700001
"929","2010-09-09",17.68
"930","2010-09-10",17.59
"931","2010-09-13",17.870001
"932","2010-09-14",17.9
"933","2010-09-15",17.99
"934","2010-09-16",17.93
"935","2010-09-17",17.92
"936","2010-09-20",18.09
"937","2010-09-21",17.940001
"938","2010-09-22",17.99
"939","2010-09-23",18.35
"940","2010-09-24",18.4
"941","2010-09-27",18.450001
"942","2010-09-28",18.34
"943","2010-09-29",18.4
"944","2010-09-30",17.6
"945","2010-10-01",17.459999
"946","2010-10-04",17.65
"947","2010-10-05",17.709999
"948","2010-10-06",17.84
"949","2010-10-07",17.700001
"950","2010-10-08",17.709999
"951","2010-10-11",17.77
"952","2010-10-12",18.02
"953","2010-10-13",18
"954","2010-10-14",17.92
"955","2010-10-15",18
"956","2010-10-18",18.040001
"957","2010-10-19",18.120001
"958","2010-10-20",18.190001
"959","2010-10-21",18.280001
"960","2010-10-22",18.190001
"961","2010-10-25",18.219999
"962","2010-10-26",18.1
"963","2010-10-27",17.92
"964","2010-10-28",17.57
"965","2010-10-29",17.68
"966","2010-11-01",17.67
"967","2010-11-02",17.700001
"968","2010-11-03",17.620001
"969","2010-11-04",17.92
"970","2010-11-05",17.91
"971","2010-11-08",17.799999
"972","2010-11-09",17.790001
"973","2010-11-10",17.91
"974","2010-11-11",17.950001
"975","2010-11-12",17.809999
"976","2010-11-15",17.790001
"977","2010-11-16",17.629999
"978","2010-11-17",17.889999
"979","2010-11-18",17.75
"980","2010-11-19",17.709999
"981","2010-11-22",17.84
"982","2010-11-23",17.91
"983","2010-11-24",18.1
"984","2010-11-26",18
