"","date","SLCT"
"101","2007-05-29",14
"102","2007-05-30",14.12
"103","2007-05-31",14.02
"104","2007-06-01",14
"105","2007-06-04",14
"106","2007-06-05",13.9
"107","2007-06-06",14
"108","2007-06-07",14.15
"109","2007-06-08",14.1
"110","2007-06-11",14
"111","2007-06-12",13.96
"112","2007-06-13",13.82
"113","2007-06-14",13.8
"114","2007-06-15",13.82
"115","2007-06-18",13.66
"116","2007-06-19",13.67
"117","2007-06-20",13.08
"118","2007-06-21",13.02
"119","2007-06-22",12.82
"120","2007-06-25",12.5
"121","2007-06-26",12.42
"122","2007-06-27",12.42
"123","2007-06-28",12.42
"124","2007-06-29",12.84
"125","2007-07-02",12.41
"126","2007-07-03",12.4
"127","2007-07-05",12.16
"128","2007-07-06",12.5
"129","2007-07-09",12.35
"130","2007-07-10",12.39
"131","2007-07-11",12.3
"132","2007-07-12",12.07
"133","2007-07-13",12.11
"134","2007-07-16",12.09
"135","2007-07-17",12.45
"136","2007-07-18",12
"137","2007-07-19",12.04
"138","2007-07-20",12.07
"139","2007-07-23",11.7
"140","2007-07-24",11.04
"141","2007-07-25",11.08
"142","2007-07-26",10.75
"143","2007-07-27",10.57
"144","2007-07-30",10.4
"145","2007-07-31",10.38
"146","2007-08-01",10.36
"147","2007-08-02",9.92
"148","2007-08-03",9.9
"149","2007-08-06",9
"150","2007-08-07",9.49
"151","2007-08-08",9.78
"152","2007-08-09",9.8
"153","2007-08-10",9.8
"154","2007-08-13",9.66
"155","2007-08-14",9.69
"156","2007-08-15",9.7
"157","2007-08-16",9.8
"158","2007-08-17",10.55
"159","2007-08-20",10.6
"160","2007-08-21",11.05
"161","2007-08-22",11.03
"162","2007-08-23",11.05
"163","2007-08-24",11
"164","2007-08-27",11.02
"165","2007-08-28",11.01
"166","2007-08-29",11
"167","2007-08-30",11
"168","2007-08-31",11
"169","2007-09-04",11
"170","2007-09-05",11.02
"171","2007-09-06",10.85
"172","2007-09-07",11.02
"173","2007-09-10",11.02
"174","2007-09-11",11
"175","2007-09-12",10.75
"176","2007-09-13",10.75
"177","2007-09-14",10.75
"178","2007-09-17",10.9
"179","2007-09-18",10.75
"180","2007-09-19",10.75
"181","2007-09-20",10.75
"182","2007-09-21",11.1
"183","2007-09-24",10.78
"184","2007-09-25",10.55
"185","2007-09-26",10.66
"186","2007-09-27",10.85
"187","2007-09-28",10.77
"188","2007-10-01",10.54
"189","2007-10-02",10.69
"190","2007-10-03",10.59
"191","2007-10-04",10.87
"192","2007-10-05",10.86
"193","2007-10-08",10.86
"194","2007-10-09",10.86
"195","2007-10-10",10.85
"196","2007-10-11",10.23
"197","2007-10-12",10.23
"198","2007-10-15",10.68
"199","2007-10-16",10.6
"200","2007-10-17",10.6
"201","2007-10-18",10.6
"202","2007-10-19",9.86
"203","2007-10-22",10
"204","2007-10-23",9.9
"205","2007-10-24",10
"206","2007-10-25",9.94
"207","2007-10-26",9.94
"208","2007-10-29",9.99
"209","2007-10-30",9.93
"210","2007-10-31",9.96
"211","2007-11-01",9.5
"212","2007-11-02",9.88
"213","2007-11-05",9.71
"214","2007-11-06",9.71
"215","2007-11-07",9.8
"216","2007-11-08",9.8
"217","2007-11-09",10.45
"218","2007-11-12",10.77
"219","2007-11-13",10.73
"220","2007-11-14",10.72
"221","2007-11-15",10.69
"222","2007-11-16",10.8
"223","2007-11-19",10.61
"224","2007-11-20",10.75
"225","2007-11-21",10.83
"226","2007-11-23",10.83
"227","2007-11-26",10.83
"228","2007-11-27",10.46
"229","2007-11-28",10.46
"230","2007-11-29",9.47
"231","2007-11-30",9
"232","2007-12-03",9.1
"233","2007-12-04",9.42
"234","2007-12-05",9.47
"235","2007-12-06",10
"236","2007-12-07",9.98
"237","2007-12-10",9.98
"238","2007-12-11",10.1
"239","2007-12-12",9.85
"240","2007-12-13",9.88
"241","2007-12-14",9.88
"242","2007-12-17",9.88
"243","2007-12-18",9.88
"244","2007-12-19",9.5
"245","2007-12-20",9.5
"246","2007-12-21",9.5
"247","2007-12-24",9.21
"248","2007-12-26",9
"249","2007-12-27",8.5
"250","2007-12-28",8.76
"251","2007-12-31",8.25
"252","2008-01-02",8.35
"253","2008-01-03",8.49
"254","2008-01-04",8.59
"255","2008-01-07",7.99
"256","2008-01-08",8.4
"257","2008-01-09",8.4
"258","2008-01-10",8.4
"259","2008-01-11",8.4
"260","2008-01-14",8.4
"261","2008-01-15",8.4
"262","2008-01-16",8.39
"263","2008-01-17",8.4
"264","2008-01-18",8.6
"265","2008-01-22",7.3
"266","2008-01-23",7.82
"267","2008-01-24",8.4
"268","2008-01-25",8.5
"269","2008-01-28",8.5
"270","2008-01-29",7.95
"271","2008-01-30",8.4
"272","2008-01-31",8.39
"273","2008-02-01",8.41
"274","2008-02-04",8.32
"275","2008-02-05",8.25
"276","2008-02-06",8.23
"277","2008-02-07",8.2
"278","2008-02-08",8.2
"279","2008-02-11",8.58
"280","2008-02-12",9
"281","2008-02-13",8.41
"282","2008-02-14",8.57
"283","2008-02-15",9.45
"284","2008-02-19",8.55
"285","2008-02-20",8.4
"286","2008-02-21",8.44
"287","2008-02-22",8.85
"288","2008-02-25",8.8
"289","2008-02-26",8.45
"290","2008-02-27",8.45
"291","2008-02-28",8.4
"292","2008-02-29",8.59
"293","2008-03-03",8.49
"294","2008-03-04",8.4
"295","2008-03-05",8.4
"296","2008-03-06",8.4
"297","2008-03-07",8.41
"298","2008-03-10",8.02
"299","2008-03-11",8.2
"300","2008-03-12",8.2
"301","2008-03-13",8
"302","2008-03-14",8
"303","2008-03-17",8
"304","2008-03-18",8
"305","2008-03-19",8
"306","2008-03-20",8.01
"307","2008-03-24",8.2
"308","2008-03-25",8.2
"309","2008-03-26",8.25
"310","2008-03-27",8
"311","2008-03-28",8
"312","2008-03-31",8.5
"313","2008-04-01",8.1
"314","2008-04-02",8.1
"315","2008-04-03",8.1
"316","2008-04-04",7.35
"317","2008-04-07",7.31
"318","2008-04-08",7.31
"319","2008-04-09",7.53
"320","2008-04-10",7.5
"321","2008-04-11",7.33
"322","2008-04-14",7.33
"323","2008-04-15",7.33
"324","2008-04-16",7.33
"325","2008-04-17",7.5
"326","2008-04-18",7.27
"327","2008-04-21",7.82
"328","2008-04-22",7.27
"329","2008-04-23",7.26
"330","2008-04-24",7.5
"331","2008-04-25",7.71
"332","2008-04-28",7.71
"333","2008-04-29",7.38
"334","2008-04-30",7.38
"335","2008-05-01",7.37
"336","2008-05-02",7.65
"337","2008-05-05",7.39
"338","2008-05-06",7.5
"339","2008-05-07",7.9
"340","2008-05-08",7.77
"341","2008-05-09",7.4
"342","2008-05-12",7.95
"343","2008-05-13",7.95
"344","2008-05-14",7.4
"345","2008-05-15",7.85
"346","2008-05-16",7.75
"347","2008-05-19",7.84
"348","2008-05-20",7.5
"349","2008-05-21",7.73
"350","2008-05-22",7.73
"351","2008-05-23",7.73
"352","2008-05-27",7.38
"353","2008-05-28",7.1
"354","2008-05-29",6.76
"355","2008-05-30",6.6
"356","2008-06-02",6.85
"357","2008-06-03",6.51
"358","2008-06-04",7.2
"359","2008-06-05",7.2
"360","2008-06-06",7.2
"361","2008-06-09",7.46
"362","2008-06-10",7.95
"363","2008-06-11",7.31
"364","2008-06-12",7.94
"365","2008-06-13",7.45
"366","2008-06-16",7.4
"367","2008-06-17",7.4
"368","2008-06-18",7.94
"369","2008-06-19",7.41
"370","2008-06-20",7.57
"371","2008-06-23",7.5
"372","2008-06-24",7.49
"373","2008-06-25",7.1
"374","2008-06-26",7.93
"375","2008-06-27",7.93
"376","2008-06-30",7.2
"377","2008-07-01",7.22
"378","2008-07-02",7.04
"379","2008-07-03",7.04
"380","2008-07-07",7.75
"381","2008-07-08",7.75
"382","2008-07-09",7.74
"383","2008-07-10",7
"384","2008-07-11",7
"385","2008-07-14",6.05
"386","2008-07-15",5.31
"387","2008-07-16",5.73
"388","2008-07-17",5.67
"389","2008-07-18",5.7
"390","2008-07-21",6.25
"391","2008-07-22",5.56
"392","2008-07-23",5.6
"393","2008-07-24",5.6
"394","2008-07-25",5.6
"395","2008-07-28",6.25
"396","2008-07-29",5.75
"397","2008-07-30",6
"398","2008-07-31",5.85
"399","2008-08-01",6.42
"400","2008-08-04",7.65
"401","2008-08-05",8.34
"402","2008-08-06",8.55
"403","2008-08-07",8.55
"404","2008-08-08",9
"405","2008-08-11",9.27
"406","2008-08-12",10.21
"407","2008-08-13",9.91
"408","2008-08-14",10
"409","2008-08-15",9.79
"410","2008-08-18",10.09
"411","2008-08-19",9.66
"412","2008-08-20",9.4
"413","2008-08-21",9.22
"414","2008-08-22",9.22
"415","2008-08-25",9.56
"416","2008-08-26",9.67
"417","2008-08-27",9.99
"418","2008-08-28",9.97
"419","2008-08-29",9.23
"420","2008-09-02",9.19
"421","2008-09-03",9.19
"422","2008-09-04",9.19
"423","2008-09-05",9.5
"424","2008-09-08",9.4
"425","2008-09-09",9.4
"426","2008-09-10",8.52
"427","2008-09-11",8.21
"428","2008-09-12",8.12
"429","2008-09-15",7.95
"430","2008-09-16",8
"431","2008-09-17",7.95
"432","2008-09-18",7.5
"433","2008-09-19",8.01
"434","2008-09-22",7.67
"435","2008-09-23",7.72
"436","2008-09-24",7.72
"437","2008-09-25",7.72
"438","2008-09-26",7.85
"439","2008-09-29",7.85
"440","2008-09-30",7.1
"441","2008-10-01",7.1
"442","2008-10-02",7.15
"443","2008-10-03",7.15
"444","2008-10-06",7.09
"445","2008-10-07",7
"446","2008-10-08",6.29
"447","2008-10-09",6.29
"448","2008-10-10",5.63
"449","2008-10-13",5.63
"450","2008-10-14",6.14
"451","2008-10-15",5.8
"452","2008-10-16",5.8
"453","2008-10-17",5.8
"454","2008-10-20",5.8
"455","2008-10-21",5.8
"456","2008-10-22",5.75
"457","2008-10-23",5.75
"458","2008-10-24",5.6
"459","2008-10-27",6.14
"460","2008-10-28",6.14
"461","2008-10-29",5.7
"462","2008-10-30",5.12
"463","2008-10-31",5.75
"464","2008-11-03",5.75
"465","2008-11-04",5.7
"466","2008-11-05",5.98
"467","2008-11-06",5.98
"468","2008-11-07",5.98
"469","2008-11-10",6.05
"470","2008-11-11",6.24
"471","2008-11-12",6.5
"472","2008-11-13",6.5
"473","2008-11-14",6.85
"474","2008-11-17",6.4
"475","2008-11-18",6.5
"476","2008-11-19",6.5
"477","2008-11-20",6.5
"478","2008-11-21",6.25
"479","2008-11-24",6.06
"480","2008-11-25",6.06
"481","2008-11-26",6.29
"482","2008-11-28",6.29
"483","2008-12-01",6.25
"484","2008-12-02",6
"485","2008-12-03",6.15
"486","2008-12-04",6.15
"487","2008-12-05",6.25
"488","2008-12-08",6.25
"489","2008-12-09",6.1
"490","2008-12-10",6.1
"491","2008-12-11",6.1
"492","2008-12-12",5.9
"493","2008-12-15",5.9
"494","2008-12-16",5.5
"495","2008-12-17",5.05
"496","2008-12-18",5.1
"497","2008-12-19",5
"498","2008-12-22",5
"499","2008-12-23",5
"500","2008-12-24",5.45
"501","2008-12-26",5.48
"502","2008-12-29",5.23
"503","2008-12-30",4.9
"504","2008-12-31",5
"505","2009-01-02",5.74
"506","2009-01-05",4.9
"507","2009-01-06",4.9
"508","2009-01-07",5.23
"509","2009-01-08",5.25
"510","2009-01-09",5.25
"511","2009-01-12",5.25
"512","2009-01-13",5.06
"513","2009-01-14",4.9
"514","2009-01-15",4.75
"515","2009-01-16",4.75
"516","2009-01-20",4.75
"517","2009-01-21",5.2
"518","2009-01-22",5
"519","2009-01-23",4.8
"520","2009-01-26",5
"521","2009-01-27",5
"522","2009-01-28",5
"523","2009-01-29",5
"524","2009-01-30",5
"525","2009-02-02",5.01
"526","2009-02-03",5.01
"527","2009-02-04",5.01
"528","2009-02-05",5.04
"529","2009-02-06",5.01
"530","2009-02-09",5
"531","2009-02-10",5.99
"532","2009-02-11",5.99
"533","2009-02-12",5.05
"534","2009-02-13",5.05
"535","2009-02-17",4.8
"536","2009-02-18",4.8
"537","2009-02-19",4.8
"538","2009-02-20",4.7
"539","2009-02-23",4.7
"540","2009-02-24",4.9
"541","2009-02-25",4.9
"542","2009-02-26",4.55
"543","2009-02-27",4.55
"544","2009-03-02",4.2
"545","2009-03-03",4.2
"546","2009-03-04",4.35
"547","2009-03-05",5.17
"548","2009-03-06",5.17
"549","2009-03-09",5.17
"550","2009-03-10",4.77
"551","2009-03-11",4.61
"552","2009-03-12",4.61
"553","2009-03-13",4.61
"554","2009-03-16",4.61
"555","2009-03-17",4.55
"556","2009-03-18",4.1
"557","2009-03-19",5.25
"558","2009-03-20",5
"559","2009-03-23",4.25
"560","2009-03-24",4.25
"561","2009-03-25",4.7
"562","2009-03-26",4.7
"563","2009-03-27",4.5
"564","2009-03-30",4.5
"565","2009-03-31",4.71
"566","2009-04-01",4.31
"567","2009-04-02",4.31
"568","2009-04-03",4.78
"569","2009-04-06",4.31
"570","2009-04-07",4.31
"571","2009-04-08",5.25
"572","2009-04-09",4.32
"573","2009-04-13",4.93
"574","2009-04-14",4.93
"575","2009-04-15",5.08
"576","2009-04-16",5.08
"577","2009-04-17",5.43
"578","2009-04-20",5.43
"579","2009-04-21",4.8
"580","2009-04-22",6
"581","2009-04-23",6
"582","2009-04-24",6
"583","2009-04-27",6
"584","2009-04-28",6
"585","2009-04-29",6
"586","2009-04-30",6
"587","2009-05-01",5.49
"588","2009-05-04",5.5
"589","2009-05-05",5.9
"590","2009-05-06",5.9
"591","2009-05-07",5.9
"592","2009-05-08",5.9
"593","2009-05-11",6
"594","2009-05-12",5.99
"595","2009-05-13",5.99
"596","2009-05-14",5.99
"597","2009-05-15",5.99
"598","2009-05-18",5.99
"599","2009-05-19",5.91
"600","2009-05-20",5.91
"601","2009-05-21",6
"602","2009-05-22",6.5
"603","2009-05-26",6.5
"604","2009-05-27",6.5
"605","2009-05-28",6.5
"606","2009-05-29",6.5
"607","2009-06-01",6.5
"608","2009-06-02",6.16
"609","2009-06-03",6.16
"610","2009-06-04",6
"611","2009-06-05",6.54
"612","2009-06-08",6.54
"613","2009-06-09",6.05
"614","2009-06-10",6.05
"615","2009-06-11",6.05
"616","2009-06-12",5.26
"617","2009-06-15",7
"618","2009-06-16",5.95
"619","2009-06-17",5.95
"620","2009-06-18",6.33
"621","2009-06-19",6.4
"622","2009-06-22",6.38
"623","2009-06-23",6.38
"624","2009-06-24",6.07
"625","2009-06-25",6.1
"626","2009-06-26",6.1
"627","2009-06-29",6.1
"628","2009-06-30",6.1
"629","2009-07-01",6.1
"630","2009-07-02",6.1
"631","2009-07-06",6.05
"632","2009-07-07",6.05
"633","2009-07-08",6.05
"634","2009-07-09",5.75
"635","2009-07-10",5.75
"636","2009-07-13",6.25
"637","2009-07-14",6.25
"638","2009-07-15",6.25
"639","2009-07-16",6.25
"640","2009-07-17",6.25
"641","2009-07-20",6.25
"642","2009-07-21",6.25
"643","2009-07-22",6.25
"644","2009-07-23",6.25
"645","2009-07-24",5.5
"646","2009-07-27",5.5
"647","2009-07-28",6.25
"648","2009-07-29",6.24
"649","2009-07-30",6
"650","2009-07-31",6
"651","2009-08-03",6
"652","2009-08-04",6
"653","2009-08-05",6.25
"654","2009-08-06",6.25
"655","2009-08-07",6.44
"656","2009-08-10",6.35
"657","2009-08-11",6.35
"658","2009-08-12",6.5
"659","2009-08-13",6.74
"660","2009-08-14",6.05
"661","2009-08-17",6.3
"662","2009-08-18",6.35
"663","2009-08-19",6.35
"664","2009-08-20",6.35
"665","2009-08-21",6.35
"666","2009-08-24",6.1
"667","2009-08-25",6.1
"668","2009-08-26",6.35
"669","2009-08-27",6.25
"670","2009-08-28",6.25
"671","2009-08-31",6.1
"672","2009-09-01",6.25
"673","2009-09-02",6.25
"674","2009-09-03",6.22
"675","2009-09-04",6.1
"676","2009-09-08",7
"677","2009-09-09",6.95
"678","2009-09-10",5.95
"679","2009-09-11",6.3
"680","2009-09-14",6.15
"681","2009-09-15",6.15
"682","2009-09-16",6.15
"683","2009-09-17",6.25
"684","2009-09-18",6.49
"685","2009-09-21",6.49
"686","2009-09-22",6.49
"687","2009-09-23",6.5
"688","2009-09-24",6.5
"689","2009-09-25",6.26
"690","2009-09-28",6.26
"691","2009-09-29",6.3
"692","2009-09-30",6.1
"693","2009-10-01",6.1
"694","2009-10-02",6.1
"695","2009-10-05",6.1
"696","2009-10-06",6.1
"697","2009-10-07",6.1
"698","2009-10-08",6
"699","2009-10-09",6
"700","2009-10-12",6
"701","2009-10-13",6
"702","2009-10-14",6
"703","2009-10-15",6
"704","2009-10-16",6.24
"705","2009-10-19",6.24
"706","2009-10-20",5.86
"707","2009-10-21",6
"708","2009-10-22",5.84
"709","2009-10-23",5.84
"710","2009-10-26",5.84
"711","2009-10-27",5.84
"712","2009-10-28",5.5
"713","2009-10-29",5.5
"714","2009-10-30",5.5
"715","2009-11-02",5.4
"716","2009-11-03",5.5
"717","2009-11-04",5.75
"718","2009-11-05",5.64
"719","2009-11-06",5.64
"720","2009-11-09",5.64
"721","2009-11-10",5.64
"722","2009-11-11",5.64
"723","2009-11-12",5.64
"724","2009-11-13",5.64
"725","2009-11-16",5.75
"726","2009-11-17",5.65
"727","2009-11-18",5.65
"728","2009-11-19",5
"729","2009-11-20",5
"730","2009-11-23",5
"731","2009-11-24",5
"732","2009-11-25",5.24
"733","2009-11-27",5
"734","2009-11-30",5
"735","2009-12-01",4.35
"736","2009-12-02",4.9
"737","2009-12-03",4.9
"738","2009-12-04",4.4
"739","2009-12-07",4.02
"740","2009-12-08",4
"741","2009-12-09",3.95
"742","2009-12-10",4.19
"743","2009-12-11",4.35
"744","2009-12-14",4.35
"745","2009-12-15",3.95
"746","2009-12-16",3.81
"747","2009-12-17",3.88
"748","2009-12-18",4.2
"749","2009-12-21",4.53
"750","2009-12-22",4.95
"751","2009-12-23",4.65
"752","2009-12-24",4.64
"753","2009-12-28",4.64
"754","2009-12-29",5.05
"755","2009-12-30",5.05
"756","2009-12-31",4.75
"757","2010-01-04",5.19
"758","2010-01-05",4.53
"759","2010-01-06",5.3
"760","2010-01-07",5.3
"761","2010-01-08",5.3
"762","2010-01-11",5.3
"763","2010-01-12",5.03
"764","2010-01-13",5.41
"765","2010-01-14",5.41
"766","2010-01-15",4.32
"767","2010-01-19",5.17
"768","2010-01-20",5.01
"769","2010-01-21",5.05
"770","2010-01-22",5
"771","2010-01-25",5.24
"772","2010-01-26",5
"773","2010-01-27",5
"774","2010-01-28",5
"775","2010-01-29",5.24
"776","2010-02-01",5.2
"777","2010-02-02",5.2
"778","2010-02-03",5.29
"779","2010-02-04",5.29
"780","2010-02-05",5.29
"781","2010-02-08",5.2
"782","2010-02-09",5.3
"783","2010-02-10",5.31
"784","2010-02-11",5.31
"785","2010-02-12",5.3
"786","2010-02-16",5.24
"787","2010-02-17",5.37
"788","2010-02-18",5.48
"789","2010-02-19",5.48
"790","2010-02-22",5.15
"791","2010-02-23",5.1
"792","2010-02-24",5.1
"793","2010-02-25",5.1
"794","2010-02-26",5.1
"795","2010-03-01",5.1
"796","2010-03-02",5.2
"797","2010-03-03",5.2
"798","2010-03-04",5.15
"799","2010-03-05",5.08
"800","2010-03-08",5.08
"801","2010-03-09",4.68
"802","2010-03-10",5.2
"803","2010-03-11",5
"804","2010-03-12",5
"805","2010-03-15",4.99
"806","2010-03-16",5
"807","2010-03-17",5
"808","2010-03-18",5
"809","2010-03-19",5.09
"810","2010-03-22",5.09
"811","2010-03-23",5
"812","2010-03-24",5
"813","2010-03-25",4.93
"814","2010-03-26",5.15
"815","2010-03-29",5.15
"816","2010-03-30",5.93
"817","2010-03-31",6.23
"818","2010-04-01",6.04
"819","2010-04-05",6
"820","2010-04-06",6
"821","2010-04-07",6.15
"822","2010-04-08",6.09
"823","2010-04-09",6.09
"824","2010-04-12",5.97
"825","2010-04-13",6.04
"826","2010-04-14",6
"827","2010-04-15",6.14
"828","2010-04-16",6
"829","2010-04-19",6
"830","2010-04-20",6
"831","2010-04-21",6
"832","2010-04-22",6.05
"833","2010-04-23",6.05
"834","2010-04-26",6.01
"835","2010-04-27",6
"836","2010-04-28",6
"837","2010-04-29",6.04
"838","2010-04-30",5.9
"839","2010-05-03",6
"840","2010-05-04",6
"841","2010-05-05",6.25
"842","2010-05-06",6.25
"843","2010-05-07",6.13
"844","2010-05-10",6.04
"845","2010-05-11",6.04
"846","2010-05-12",5.93
"847","2010-05-13",6
"848","2010-05-14",6.4
"849","2010-05-17",6.2
"850","2010-05-18",6.2
"851","2010-05-19",5.9
"852","2010-05-20",5.96
"853","2010-05-21",5.96
"854","2010-05-24",5.96
"855","2010-05-25",5.79
"856","2010-05-26",6
"857","2010-05-27",6
"858","2010-05-28",6.36
"859","2010-06-01",6.36
"860","2010-06-02",6.2
"861","2010-06-03",6.04
"862","2010-06-04",6.04
"863","2010-06-07",6
"864","2010-06-08",6
"865","2010-06-09",6
"866","2010-06-10",6.08
"867","2010-06-11",6
"868","2010-06-14",5.95
"869","2010-06-15",5.95
"870","2010-06-16",6
"871","2010-06-17",6
"872","2010-06-18",6.24
"873","2010-06-21",5.92
"874","2010-06-22",6
"875","2010-06-23",6.01
"876","2010-06-24",5.8
"877","2010-06-25",5.87
"878","2010-06-28",5.87
"879","2010-06-29",5.7
"880","2010-06-30",5.7
"881","2010-07-01",5.5
"882","2010-07-02",5.5
"883","2010-07-06",5.5
"884","2010-07-07",5.5
"885","2010-07-08",5.5
"886","2010-07-09",5.55
"887","2010-07-12",5.86
"888","2010-07-13",5.86
"889","2010-07-14",5.86
"890","2010-07-15",5.86
"891","2010-07-16",5.86
"892","2010-07-19",5.62
"893","2010-07-20",5.72
"894","2010-07-21",5.77
"895","2010-07-22",5.55
"896","2010-07-23",5.67
"897","2010-07-26",5.71
"898","2010-07-27",5.71
"899","2010-07-28",5.71
"900","2010-07-29",5.71
"901","2010-07-30",5.75
"902","2010-08-02",5.7
"903","2010-08-03",5.5
"904","2010-08-04",5.72
"905","2010-08-05",5.99
"906","2010-08-06",5.94
"907","2010-08-09",6.05
"908","2010-08-10",6.02
"909","2010-08-11",5.79
"910","2010-08-12",5.79
"911","2010-08-13",5.21
"912","2010-08-16",5.36
"913","2010-08-17",5.22
"914","2010-08-18",5.21
"915","2010-08-19",5.24
"916","2010-08-20",5.19
"917","2010-08-23",5.14
"918","2010-08-24",5.15
"919","2010-08-25",5.22
"920","2010-08-26",5.22
"921","2010-08-27",5.15
"922","2010-08-30",5.09
"923","2010-08-31",5.07
"924","2010-09-01",5.44
"925","2010-09-02",5.1
"926","2010-09-03",4.91
"927","2010-09-07",4.73
"928","2010-09-08",4.58
"929","2010-09-09",4.5
"930","2010-09-10",4.5
"931","2010-09-13",4.5
"932","2010-09-14",4.25
"933","2010-09-15",4.25
"934","2010-09-16",4.3
"935","2010-09-17",4.28
"936","2010-09-20",3.92
"937","2010-09-21",3.95
"938","2010-09-22",3.62
"939","2010-09-23",3.71
"940","2010-09-24",4.15
"941","2010-09-27",4
"942","2010-09-28",4
"943","2010-09-29",4.13
"944","2010-09-30",3.96
"945","2010-10-01",4.09
"946","2010-10-04",4.09
"947","2010-10-05",3.8
"948","2010-10-06",3.9
"949","2010-10-07",3.9
"950","2010-10-08",3.71
"951","2010-10-11",3.8
"952","2010-10-12",4.36
"953","2010-10-13",4.36
"954","2010-10-14",4.17
"955","2010-10-15",4
"956","2010-10-18",4.25
"957","2010-10-19",4.04
"958","2010-10-20",4.04
"959","2010-10-21",4.04
"960","2010-10-22",4.15
"961","2010-10-25",3.8
"962","2010-10-26",3.8
"963","2010-10-27",3.95
"964","2010-10-28",3.76
"965","2010-10-29",3.98
"966","2010-11-01",4.11
"967","2010-11-02",3.91
"968","2010-11-03",4
"969","2010-11-04",3.88
"970","2010-11-05",4.1
"971","2010-11-08",4.05
"972","2010-11-09",3.9
"973","2010-11-10",3.9
"974","2010-11-11",3.97
"975","2010-11-12",3.8
"976","2010-11-15",3.8
"977","2010-11-16",3.91
"978","2010-11-17",3.92
"979","2010-11-18",4
"980","2010-11-19",3.96
"981","2010-11-22",3.8
"982","2010-11-23",4.01
"983","2010-11-24",4.05
"984","2010-11-26",4
"985","2010-11-29",4.1
"986","2010-11-30",4.1
"987","2010-12-01",4.1
"988","2010-12-02",4.2
"989","2010-12-03",4.06
"990","2010-12-06",4.27
"991","2010-12-07",4.05
"992","2010-12-08",4.13
"993","2010-12-09",4.15
"994","2010-12-10",4.18
"995","2010-12-13",4.2
"996","2010-12-14",4.13
"997","2010-12-15",4.36
"998","2010-12-16",4.41
"999","2010-12-17",4.28
"1000","2010-12-20",3.82
"1001","2010-12-21",4.32
"1002","2010-12-22",4.5
"1003","2010-12-23",4.9
"1004","2010-12-27",4.5
"1005","2010-12-28",4.85
"1006","2010-12-29",5
"1007","2010-12-30",4.98
"1008","2010-12-31",4.98
"1009","2011-01-03",5
"1010","2011-01-04",5
"1011","2011-01-05",5.38
"1012","2011-01-06",5.5
"1013","2011-01-07",5.66
"1014","2011-01-10",5.72
