"","date","BXC"
"1","2007-01-03",104.800003
"2","2007-01-04",105.699997
"3","2007-01-05",104.800003
"4","2007-01-08",103.400002
"5","2007-01-09",103.400002
"6","2007-01-10",104.199997
"7","2007-01-11",108.099998
"8","2007-01-12",111.800003
"9","2007-01-16",110.099998
"10","2007-01-17",110.900002
"11","2007-01-18",110.900002
"12","2007-01-19",112.199997
"13","2007-01-22",113.800003
"14","2007-01-23",112
"15","2007-01-24",113.199997
"16","2007-01-25",109.599998
"17","2007-01-26",110.300003
"18","2007-01-29",109.699997
"19","2007-01-30",109.599998
"20","2007-01-31",111.300003
"21","2007-02-01",112.800003
"22","2007-02-02",114.300003
"23","2007-02-05",112.099998
"24","2007-02-06",109.300003
"25","2007-02-07",111.5
"26","2007-02-08",108.599998
"27","2007-02-09",107
"28","2007-02-12",106.300003
"29","2007-02-13",110.5
"30","2007-02-14",115.800003
"31","2007-02-15",121.400002
"32","2007-02-16",117.199997
"33","2007-02-20",120.5
"34","2007-02-21",119.599998
"35","2007-02-22",122.199997
"36","2007-02-23",122.099998
"37","2007-02-26",119.5
"38","2007-02-27",117.699997
"39","2007-02-28",118.099998
"40","2007-03-01",118.199997
"41","2007-03-02",113.800003
"42","2007-03-05",109.599998
"43","2007-03-06",113.900002
"44","2007-03-07",108.5
"45","2007-03-08",106.800003
"46","2007-03-09",106.099998
"47","2007-03-12",103.300003
"48","2007-03-13",103.599998
"49","2007-03-14",105.199997
"50","2007-03-15",103.900002
"51","2007-03-16",106.900002
"52","2007-03-19",104
"53","2007-03-20",108.099998
"54","2007-03-21",106.900002
"55","2007-03-22",105.199997
"56","2007-03-23",106
"57","2007-03-26",109.099998
"58","2007-03-27",106.099998
"59","2007-03-28",104.599998
"60","2007-03-29",104.800003
"61","2007-03-30",105
"62","2007-04-02",107.900002
"63","2007-04-03",108.099998
"64","2007-04-04",110.300003
"65","2007-04-05",113.199997
"66","2007-04-09",110.900002
"67","2007-04-10",109.599998
"68","2007-04-11",109
"69","2007-04-12",109.199997
"70","2007-04-13",108.400002
"71","2007-04-16",111.900002
"72","2007-04-17",111
"73","2007-04-18",113
"74","2007-04-19",115.199997
"75","2007-04-20",116.900002
"76","2007-04-23",117.900002
"77","2007-04-24",115.900002
"78","2007-04-25",116.599998
"79","2007-04-26",119
"80","2007-04-27",116.699997
"81","2007-04-30",114.099998
"82","2007-05-01",114
"83","2007-05-02",112.800003
"84","2007-05-03",112.599998
"85","2007-05-04",109.599998
"86","2007-05-07",111.099998
"87","2007-05-08",111.300003
"88","2007-05-09",111.300003
"89","2007-05-10",109.099998
"90","2007-05-11",109.699997
"91","2007-05-14",110.5
"92","2007-05-15",107.300003
"93","2007-05-16",108.800003
"94","2007-05-17",108.300003
"95","2007-05-18",110.199997
"96","2007-05-21",109.599998
"97","2007-05-22",115.5
"98","2007-05-23",114.900002
"99","2007-05-24",111.900002
"100","2007-05-25",113.099998
"101","2007-05-29",113.699997
"102","2007-05-30",111.900002
"103","2007-05-31",114.099998
"104","2007-06-01",114.300003
"105","2007-06-04",115.900002
"106","2007-06-05",112
"107","2007-06-06",109.099998
"108","2007-06-07",108
"109","2007-06-08",110.199997
"110","2007-06-11",107.800003
"111","2007-06-12",106.5
"112","2007-06-13",106.5
"113","2007-06-14",108.300003
"114","2007-06-15",112.099998
"115","2007-06-18",110.099998
"116","2007-06-19",109.900002
"117","2007-06-20",108.599998
"118","2007-06-21",108.900002
"119","2007-06-22",107.599998
"120","2007-06-25",107.900002
"121","2007-06-26",106.800003
"122","2007-06-27",106.800003
"123","2007-06-28",107
"124","2007-06-29",104.900002
"125","2007-07-02",105.300003
"126","2007-07-03",105
"127","2007-07-05",104.199997
"128","2007-07-06",103.5
"129","2007-07-09",102.599998
"130","2007-07-10",100.099998
"131","2007-07-11",100.199997
"132","2007-07-12",101.699997
"133","2007-07-13",103.5
"134","2007-07-16",101.5
"135","2007-07-17",101
"136","2007-07-18",97.300003
"137","2007-07-19",98.099998
"138","2007-07-20",91.400002
"139","2007-07-23",90.400002
"140","2007-07-24",89.199997
"141","2007-07-25",86.599998
"142","2007-07-26",84.5
"143","2007-07-27",85.099998
"144","2007-07-30",85.099998
"145","2007-07-31",83.699997
"146","2007-08-01",81.199997
"147","2007-08-02",82
"148","2007-08-03",80.699997
"149","2007-08-06",85.599998
"150","2007-08-07",86
"151","2007-08-08",87.099998
"152","2007-08-09",80.900002
"153","2007-08-10",81
"154","2007-08-13",80
"155","2007-08-14",77.199997
"156","2007-08-15",77.5
"157","2007-08-16",81.599998
"158","2007-08-17",80
"159","2007-08-20",79.699997
"160","2007-08-21",78.199997
"161","2007-08-22",78.5
"162","2007-08-23",79.400002
"163","2007-08-24",82.699997
"164","2007-08-27",83.599998
"165","2007-08-28",85.199997
"166","2007-08-29",86.300003
"167","2007-08-30",81.400002
"168","2007-08-31",81.5
"169","2007-09-04",81.599998
"170","2007-09-05",79.599998
"171","2007-09-06",79.199997
"172","2007-09-07",79.800003
"173","2007-09-10",77.699997
"174","2007-09-11",77.699997
"175","2007-09-12",77.400002
"176","2007-09-13",77.5
"177","2007-09-14",77.099998
"178","2007-09-17",75.099998
"179","2007-09-18",80.800003
"180","2007-09-19",81.400002
"181","2007-09-20",83.400002
"182","2007-09-21",84.900002
"183","2007-09-24",79.599998
"184","2007-09-25",74.900002
"185","2007-09-26",74.400002
"186","2007-09-27",72
"187","2007-09-28",70.400002
"188","2007-10-01",69.900002
"189","2007-10-02",69.5
"190","2007-10-03",69.699997
"191","2007-10-04",72.900002
"192","2007-10-05",72.400002
"193","2007-10-08",71.300003
"194","2007-10-09",69.900002
"195","2007-10-10",70.300003
"196","2007-10-11",70.699997
"197","2007-10-12",67.400002
"198","2007-10-15",65.300003
"199","2007-10-16",64.300003
"200","2007-10-17",63.5
"201","2007-10-18",61.599998
"202","2007-10-19",60.700001
"203","2007-10-22",60.900002
"204","2007-10-23",61.099998
"205","2007-10-24",59.599998
"206","2007-10-25",59.299999
"207","2007-10-26",55.700001
"208","2007-10-29",55.700001
"209","2007-10-30",54.799999
"210","2007-10-31",52.099998
"211","2007-11-01",50.200001
"212","2007-11-02",46.599998
"213","2007-11-05",43.599998
"214","2007-11-06",43
"215","2007-11-07",41.599998
"216","2007-11-08",38
"217","2007-11-09",38.599998
"218","2007-11-12",39.900002
"219","2007-11-13",38.700001
"220","2007-11-14",35.599998
"221","2007-11-15",35.799999
"222","2007-11-16",33.599998
"223","2007-11-19",35.5
"224","2007-11-20",34.200001
"225","2007-11-21",33.799999
"226","2007-11-23",34.400002
"227","2007-11-26",33.700001
"228","2007-11-27",36.700001
"229","2007-11-28",39
"230","2007-11-29",38.900002
"231","2007-11-30",41
"232","2007-12-03",34.900002
"233","2007-12-04",34.5
"234","2007-12-05",33.200001
"235","2007-12-06",33.200001
"236","2007-12-07",36.200001
"237","2007-12-10",42.099998
"238","2007-12-11",46.799999
"239","2007-12-12",50.099998
"240","2007-12-13",49.700001
"241","2007-12-14",45
"242","2007-12-17",43.799999
"243","2007-12-18",43.400002
"244","2007-12-19",47.099998
"245","2007-12-20",43.099998
"246","2007-12-21",39.5
"247","2007-12-24",41.299999
"248","2007-12-26",42.799999
"249","2007-12-27",40.200001
"250","2007-12-28",40.5
"251","2007-12-31",39.299999
"252","2008-01-02",39.599998
"253","2008-01-03",35.099998
"254","2008-01-04",34.599998
"255","2008-01-07",36
"256","2008-01-08",35
"257","2008-01-09",35.400002
"258","2008-01-10",34.099998
"259","2008-01-11",33.900002
"260","2008-01-14",33.599998
"261","2008-01-15",36.299999
"262","2008-01-16",35.700001
"263","2008-01-17",34.700001
"264","2008-01-18",35.900002
"265","2008-01-22",39.299999
"266","2008-01-23",42.200001
"267","2008-01-24",47.400002
"268","2008-01-25",49.099998
"269","2008-01-28",45.700001
"270","2008-01-29",45.200001
"271","2008-01-30",46.200001
"272","2008-01-31",45.700001
"273","2008-02-01",46.700001
"274","2008-02-04",48.200001
"275","2008-02-05",48.700001
"276","2008-02-06",48.299999
"277","2008-02-07",47
"278","2008-02-08",44.799999
"279","2008-02-11",42.799999
"280","2008-02-12",43.200001
"281","2008-02-13",46.200001
"282","2008-02-14",45
"283","2008-02-15",45.200001
"284","2008-02-19",51.099998
"285","2008-02-20",53.900002
"286","2008-02-21",55.400002
"287","2008-02-22",56
"288","2008-02-25",58.099998
"289","2008-02-26",56.700001
"290","2008-02-27",57.099998
"291","2008-02-28",58.599998
"292","2008-02-29",54.400002
"293","2008-03-03",51
"294","2008-03-04",50.799999
"295","2008-03-05",52.200001
"296","2008-03-06",49.099998
"297","2008-03-07",46.599998
"298","2008-03-10",42.5
"299","2008-03-11",45.400002
"300","2008-03-12",42.400002
"301","2008-03-13",44.799999
"302","2008-03-14",41.700001
"303","2008-03-17",41.099998
"304","2008-03-18",43.700001
"305","2008-03-19",44.299999
"306","2008-03-20",47.5
"307","2008-03-24",51.400002
"308","2008-03-25",53.200001
"309","2008-03-26",52.799999
"310","2008-03-27",49.900002
"311","2008-03-28",51.299999
"312","2008-03-31",50.900002
"313","2008-04-01",50
"314","2008-04-02",51.299999
"315","2008-04-03",49.799999
"316","2008-04-04",51
"317","2008-04-07",49.700001
"318","2008-04-08",49.900002
"319","2008-04-09",48.599998
"320","2008-04-10",47.400002
"321","2008-04-11",46.900002
"322","2008-04-14",45
"323","2008-04-15",45.200001
"324","2008-04-16",45.5
"325","2008-04-17",45.599998
"326","2008-04-18",48.400002
"327","2008-04-21",49.900002
"328","2008-04-22",49.900002
"329","2008-04-23",49.900002
"330","2008-04-24",50.299999
"331","2008-04-25",50.400002
"332","2008-04-28",49
